#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	sapD//fhuD//ybiT//ygcW//
GO_0010562_7	yjhG//purN//
GO_0010563_7	ldtC//agaB//
GO_0010564_6	gor//ispH//hofM//rsmH//csgA//
GO_0010565_6	garL//ribE//flgI//murI//proB//accB//
GO_0010604_6	ybjD//yhbX//nuoG//deoB//nrdB//rarD//slyD//cpdA//mdtP//elfA//zwf//mngA//ugpE//tabA//csgD//murP//polA//bamD//chbB//bacA//waaG//uspF//rplC//ybdM//allR//adiY//dgoR//malZ//ilvI//sgbU//tmcA//rhoL//artQ//fecA//rpiB//yqaB//sfmF//insB-2//adiA//tsr//idnO//garL//ytfQ//fimH//cpdA//paaA//flgA//rlmI//pgaC//folC//argS//yaaU//rfaH//sbcC//chbA//hrsA//miaA//osmC//rsmD//hpf//higB//astC//shoB//artI//csiR//yhhT//raiA//phr//ttdA//prpC//bamC//clpP//arsC//paaE//ybiA//ydjL//baeR//fimD//cho//acpH//fabH//emrY//waaQ//tig//ribF//cydC//yggE//holE//apt//csdA//xylE//cca//gdhA//
GO_0010605_6	melR//msrP//yqjH//psuG//yiiM//rcdA//fadA//ddlB//nudB//proX//yieE//sufS//tdcG//ygiW//nupG//ybiX//dppF//yfiF//ybfE//gdhA//carB//rpmJ//cpoB//hybE//thiE//leuD//dgcE//nth//emrE//fucI//yiaT//pspG//ybhI//yoeB//cbpM//ampH//waaP//deoR//ygiB//ushA//gntP//argI//ugpB//tap//arnE//baeR//ribC//lpoB//yaaU//yfiE//mlaE//serA//rhsD//fruB//leuO//ghoS//yqiJ//abgR//fimF//katG//cadC//arfA//insF-1//iscS//ybdM//pyrD//hemD//artM//cobC//tsr//fepE//epd//paaZ//lepA//yebS//cof//yfeR//rpsL//ydcR//hybG//sgcR//nudF//mutL//yiaF//rihA//osmC//pnp//tauA//glnP//ygfX//pyrB//yphD//minC//katE//manA//menF//selD//livH//tolR//alsB//gadB//dusB//diaA//yfaL//pncB//dhaK//yhhZ//rpmE//menF//rutC//yddM//yhaV//lspA//fdrA//hflD//mrdB//pagP//frlR//nuoL//tdcE//ymdB//elyC//mlaC//yfbU//fdoI//hsdR//blc//serB//birA//flhD//agaS//dbpA//potF//ruvA//thiG//copA//yaiP//arcC//ihfB//sgcB//nrfA//lrp//tktB//malF//
GO_0010608_7	yehY//nanK//poxB//yejF//ybcC//marR//ugd//paaE//nrdA//kbp//rfe//bioH//gmk//rsmD//tyrR//tdcC//pyrB//ydeT//pinR//ribD//ydfK//relA//dsdC//rapZ//ydjL//gcl//pbpG//xylH//spoT//fadK//aspC//hsdR//yaaA//tonB//yfgJ//cadC//melR//pykA//kch//ybiX//ychO//cpxR//fryC//cvpA//
GO_0010628_7	lepB//lplT//yfgJ//ydbD//yedA//kdpF//rhaA//glsA2//nadK//opgB//uxuR//yehP//hisS//ybhI//mioC//hslO//yfaX//yejF//rsmC//ihfB//leuC//abpB//nudG//guaD//ispB//alsA//ubiH//priB//ybaL//yfdS//rplE//tas//upp//rpe//yraI//fryB//ydjL//caiD//gppA//ycfL//eptB//gadE//yhdW//yhdH//tatB//symE//nudC//amyA//narQ//xapB//ybhG//pmbA//mglB//glcD//ftsQ//pgpB//rhaR//ung//exbD//ynbB//ybjN//ivbL//aceA//yfcR//citE//tusB//rseP//ulaD//yciF//ftsX//tomB//melA//treA//rseC//mutH//eptC//gudP//dnaA//dnaB//tdcE//ghxP//hyfC//mtr//
GO_0010629_7	rbbA//atoB//yohC//fimC//yiaA//ligB//metE//cpsB//yqeA//gmd//basR//gatZ//tabA//selA//aroF//sad//insB-2//eamA//modC//mmuM//yhgF//ygcO//ynjA//nfo//rpoS//carB//pheT//deoB//yegV//malS//yghW//hyaC//yohC//gph//yiaN//nfsB//cysZ//yfcA//yraH//mhpB//fucA//glnH//yedX//yafE//ccmD//arnB//rutF//rsfS//ybhD//cysC//waaG//csgB//paaJ//pflC//dapA//yddG//rpsQ//treC//yqjH//slyD//rclB//rpiR//nagZ//polB//hyaD//yoeB//fabB//waaY//rsmC//wzzE//yqjI//ydiV//rhtA//zapD//glgP//ygeX//selU//carB//kdgR//potF//glgB//hemH//rplB//guaC//nuoI//recQ//yihX//soxS//yfaV//yjaA//aceF//waaY//nsrR//yhdZ//mqsA//speC//purL//epmC//gloB//xseA//sbmA//yhaO//bcsQ//tap//napC//pnp//ydeT//emrY//hokE//mfd//mltA//bioD//roxA//htrE//oxyR//ddlB//fucK//hemB//wcaJ//rcsB//pgaB//ulaG//ybaL//chbF//cptB//ubiI//fumB//xylR//
GO_0010638_7	mcrB//yhaM//
GO_0010639_7	rarD//yiaF//groL//
GO_0010646_5	aer//
GO_0010648_6	rlmI//
GO_0010675_6	yfaX//gadB//fpr//sufS//insK//paaG//
GO_0010676_7	ydhK//pflA//
GO_0010677_7	kbaZ//
GO_0010699_4	yghO//rne//
GO_0010810_5	iscA//ghoT//
GO_0010817_4	acpS//iscS//ggt//hscA//gpp//hsrA//narV//ydjM//rssA//thiH//ykgF//btuB//cydD//skp//
GO_0010827_7	nlpA//
GO_0010829_7	cysP//
GO_0010876_4	tmk//
GO_0010906_6	blr//dcd//
GO_0010907_7	hisP//
GO_0010911_5	ygaH//rsmF//narY//
GO_0010921_6	cysW//lpxP//galF//yjiX//
GO_0010941_5	ymgA//
GO_0010948_7	narQ//abgA//
GO_0010951_8	lamB//rna//
GO_0010962_7	ilvD//nrdA//
GO_0010966_8	glxR//
GO_0010967_6	rpsL//
GO_0010974_7	rbn//
GO_0012501_4	wcaB//yejF//uacT//srmB//lsrG//rlmB//napB//ribB//rcsD//lpcA//hsdR//xerC//yhjX//
GO_0014070_5	exuT//hcaC//
GO_0015031_5	gpmA//chbG//yggX//ydfG//hcaD//hisG//hdeA//fdoG//ytfE//yhbX//cheB//livF//hemC//rpsB//mdtM//rpoS//eutN//fliL//cirA//yeiE//slyD//eno//lon//dppC//rihA//yahD//mdtF//sdaA//ydeT//flgI//artP//osmC//ymfA//yhiM//rluC//mocA//gltS//basR//ydjM//ompT//acrB//
GO_0015074_6	yjhH//fdhD//waaC//rlmE//uxaA//ruvA//mtfA//
GO_0015628_5	yidC//arnD//yohD//ebgR//fmt//
GO_0015669_5	nikD//
GO_0015670_6	dgcZ//
GO_0015672_7	menB//eptA//suhB//nuoM//maeA//narQ//purD//cas2//lipB//opgH//yehP//lplA//ycjY//nanT//yjtD//yfiR//clsA//hicA//bioD2//yjiX//qseC//btuD//mrcA//ybiV//hscC//trkG//ynhG//yfbR//pykF//mdtK//cueR//sfsB//chbF//rhsD//glpF//alaC//pntA//yraJ//ddpX//flgA//chbR//yigB//guaD//
GO_0015673_9	spy//
GO_0015675_9	ydaC//yfcF//rffG//hdeA//dnaN//lpxM//recR//fiu//
GO_0015679_10	ggt//pepB//
GO_0015682_8	tig//frmR//pepT//iscS//potA//murF//hdhA//rpmH//fucI//aaeB//nudG//ilvM//
GO_0015684_9	cvrA//nimT//ycjD//lepA//dsbD//
GO_0015685_8	fruK//yjbB//yjcE//ytfP//rhmD//mug//
GO_0015687_7	cheW//ssuC//bamA//nei//
GO_0015688_6	cobC//ihfA//alaA//ulaB//hldE//gadA//ygiB//ligB//tap//pnuC//clsC//gor//kduD//bamE//aroA//tus//yphC//ycaO//
GO_0015689_8	emrE//torR//basS//
GO_0015691_9	fruA//speF//yfbR//pyrE//
GO_0015692_8	adiY//
GO_0015693_9	dapA//pgsA//
GO_0015695_6	fadM//murP//kdpF//alsB//malP//sufD//pgl//glnD//tatE//arfB//avtA//mltA//ubiE//relE//tyrR//dtpB//recO//pgrR//garL//yjbG//mprA//iscX//satP//mdoD//adiA//aroE//ybeY//gabP//rpsB//ssuC//
GO_0015696_6	ilvN//narU//rlmJ//msbA//aroB//topA//relE//rcnB//rcsD//caiE//rhsD//ybaO//dnaX//rpsS//rihC//csgA//nimR//gltB//mngB//gyrB//flgF//cyoA//chbC//fabA//gldA//gltB//tsr//ypdB//sufC//agaB//cheY//
GO_0015697_7	stpA//ftsQ//metK//yqeG//osmY//mukB//ydjE//acrF//deoC//lplT//rpoS//sucC//alaS//
GO_0015698_7	metI//uxuR//dmlA//mutS//entH//fimE//gpt//nimR//pntA//yhaV//rpsL//cyaY//apt//yihL//agaS//glk//rutD//kbaY//sapC//ssuD//hxpB//lptA//ldhA//pdhR//ytfR//yadM//serA//ybdN//ycfJ//kdgR//dcuS//pbpC//nlpD//ddpX//gspF//ttdR//lrp//hemA//secY//paaG//nagE//
GO_0015699_8	lpoB//
GO_0015700_8	bioD1//tdcG//
GO_0015706_6	fdnG//tdcB//ivy//
GO_0015707_6	wbbK//purA//yghU//tgt//gatY//cas2//
GO_0015709_6	dsdX//
GO_0015710_8	sulA//nlpI//
GO_0015711_6	mrcB//nusG//dnaA//umpH//yghO//yieL//dnaA//dusB//rutD//nfi//ivbL//yigB//dcuA//etk//guaC//ydiO//ykgM//ghoS//artJ//paaE//tsaE//ybgP//yagG//acpS//ybcJ//orn//ibsA//ppsA//mgrB//hprS//mnmA//rcsB//thrS//pspA//hypD//exoX//thiH//tatE//add//hldE//ykgF//creB//mgtL//rbsR//tolA//perR//torI//pheT//codB//elyC//mazG//yggX//acrR//ycgR//insB-2//truD//fabR//glgS//bioA//pstC//cydD//aroA//abgR//torS//nagE//pth//recX//rplC//proC//dgoA//coaD//ispB//ynaE//sfmD//yjbB//ulaF//treC//ymgF//phoA//casC//dgcE//yiiD//putP//yihX//ynaI//aceA//agaW//pnuC//prmB//cusC//cytR//opgD//allB//yggD//insE-1//cpsB//rluF//mazG//csgA//aspA//ldhA//ettA//metR//cysI//galS//tdcF//ybaO//lldD//ybhG//ftsW//tisB//nrdB//setC//gshB//yjjI//glsA1//asmA//eutD//gcvA//yqjA//prfA//ybjI//accC//pinR//agaB//phnH//gsiD//nudC//csgE//mazG//acs//kdpC//rffH//rnr//chpB//paaH//ybgP//pabA//yadM//tusC//hypF//ilvN//emrE//yeeY//
GO_0015712_7	sdaA//
GO_0015718_8	cedA//cobC//rluC//ydeM//cadB//pyrH//thrS//nadD//gpmM//gltX//nepI//scpB//yedX//ccmG//eutN//acnA//oppC//ccmG//mukB//hipB//hemF//rapA//ydaN//focA//
GO_0015721_7	rluF//hslV//
GO_0015724_7	yqhC//alkA//sixA//
GO_0015726_8	phr//
GO_0015727_7	mutS//uvrY//
GO_0015733_7	kup//
GO_0015734_6	fliK//mprA//ribF//
GO_0015735_8	acpT//
GO_0015736_9	hpt//
GO_0015739_7	trpE//
GO_0015740_9	moeB//lpoB//mhpC//hyfA//ptsG//rclB//etk//relB//yfcV//
GO_0015741_10	poxB//rcsA//
GO_0015743_10	ybcL//
GO_0015744_6	yhdH//adeQ//creC//
GO_0015747_6	ybcM//
GO_0015748_6	ygfZ//phnG//ybjI//pyrC//zraS//recX//gcvR//rpsE//ulaA//bioB//ascB//ppiA//stpA//copA//eutA//
GO_0015749_7	pabA//cycA//hofM//ybdN//torC//yoeE//kduD//hrsA//crcB//yrfG//ftsY//frdA//nagE//nrdG//bioP//rbsC//mdtP//yhjV//lamB//glnL//alaC//ppiD//eutA//accA//rplN//yehZ//ytfT//fabZ//yidA//clsC//tsaB//fimH//araG//lgoT//modA//hycB//mdtG//lysC//nagC//ydiR//yfcQ//pgpB//rffH//rdgC//yjaZ//
GO_0015750_8	sufD//yghB//lgoR//ispB//mdtQ//hprR//garD//ydcI//ybaK//mppA//ibsB//ybbY//yeaD//
GO_0015751_9	folA//nrdE//tatE//ldtD//trmA//znuC//
GO_0015752_9	ecpR//guaA//elaD//yjjQ//paaB//yhaC//
GO_0015753_9	fes//yqhC//feoC//
GO_0015754_9	yfcS//lptB//topAI//
GO_0015755_9	citG//cdgI//rlmE//ygbL//yhhY//xylR//rihC//rlmJ//yhcD//yhdZ//rpoE//
GO_0015756_9	gpt//yggD//
GO_0015757_9	ytfE//eutR//pgk//recT//yhgH//agaA//lnt//
GO_0015760_8	ybiY//
GO_0015761_9	ygeA//intE//kgtP//
GO_0015762_9	dacA//
GO_0015764_7	menB//ybhR//ybeF//dxr//
GO_0015765_8	ubiG//evgS//basS//dicB//
GO_0015766_8	ccmG//nuoL//iscX//serA//uvrY//pgaD//cobT//sseA//dacC//cobC//glcB//recF//hyaB//yhdJ//
GO_0015767_9	dppF//rsmI//eutR//tatD//
GO_0015768_9	hcaE//hemH//waaZ//fucI//recG//fdhD//
GO_0015769_9	add//
GO_0015771_9	bssR//tdcR//pyrH//yiiD//
GO_0015772_7	dmlA//rpsJ//recN//sucA//thiC//xylR//elyC//lldD//eutD//lgoT//paaC//alkB//ssuE//coaD//srlR//yqaA//yjhH//
GO_0015774_7	lexA//chaA//paaF//rutR//epmA//yajD//
GO_0015778_7	ynjD//
GO_0015791_7	mipA//proQ//slyD//fryA//yfaE//cnu//tolA//sbmC//
GO_0015793_7	hyi//cmoM//
GO_0015794_7	cynT//insK//rapA//talB//purN//
GO_0015795_7	waaZ//
GO_0015796_7	nsrR//rarA//yfdC//fimE//
GO_0015797_7	agaI//yggD//
GO_0015800_7	cysN//nikC//ogt//cysQ//
GO_0015801_7	feaR//ada//aroG//ygjH//focB//setC//bamE//sgbU//
GO_0015802_7	elaB//yhaM//pbpC//paaX//slyD//rhmD//glcD//
GO_0015803_7	borD//ilvB//rhlB//ndk//crcB//rpsS//lpoB//ydcT//rhaM//yejA//fhlA//
GO_0015804_7	ppsR//tcyL//purD//rhaD//ftsW//ycbV//artP//yneJ//nupG//menB//fhuC//cas3//rseB//tqsA//smrA//kdsC//acpT//nlpE//ampH//prlF//yhgH//paaJ//araC//insF-1//ygfZ//murP//yigL//abgA//ydjK//bsmA//purN//puuP//yjhB//
GO_0015806_6	gadB//
GO_0015807_7	dnaQ//glpF//gpr//otsB//ilvE//sohB//yehA//cheW//nikE//glnE//yfbV//yjfF//ychO//sufC//yiaU//ruvC//yagJ//rfbD//ascB//wcaB//pdeD//ydjJ//appA//acs//artM//curA//nagA//ygeR//rlmH//rnc//yjjW//tynA//abgR//relB//ibsC//ygfZ//treB//holC//
GO_0015808_8	mglB//cspC//
GO_0015809_7	pspC//lptC//glcE//yaaU//yjiY//yraK//
GO_0015810_8	coaA//arnA//
GO_0015811_7	cedA//serS//nupG//yqjI//yraR//
GO_0015813_6	lplT//frlC//ampG//
GO_0015814_7	yraH//
GO_0015816_6	kdgK//
GO_0015817_7	fabB//
GO_0015818_7	hdhA//bglH//yahI//tamA//asd//ygeX//umpG//
GO_0015820_7	yneE//dkgB//waaG//mfd//cutA//rsmE//lit//malY//rsfS//
GO_0015821_7	yihT//rrrD//araA//stpA//appY//
GO_0015822_7	ytfE//ompL//
GO_0015823_7	thrS//bglB//pbpG//rssB//ybaQ//gabT//fadL//
GO_0015824_7	potE//recX//
GO_0015825_8	yfgI//
GO_0015826_7	tnaB//yqjA//guaD//
GO_0015827_7	fabH//lsrD//ytfP//
GO_0015828_7	gnsB//mrcB//
GO_0015829_7	gltK//nth//fruA//iraD//pdxJ//lapA//gntT//orn//nemA//
GO_0015830_7	sanA//hflD//uhpB//
GO_0015833_6	hprS//glpA//fadL//kdsB//ymfA//hsdR//yidA//dgcQ//tdcG//yraN//insK//ftsQ//smpB//purN//yahO//cobC//csiD//gltK//dcuB//trpE//dfp//wbbK//thrS//ampG//tadA//yphB//dusC//phnI//insI4//hiuH//acrA//rplX//rffT//pbpG//ydbD//uraA//rimI//idnT//yejE//cdsA//yqcG//hcaR//rapZ//greB//glnS//narH//lptE//glnP//gntU//cstA//tsr//prfA//flgH//cysU//cheR//epmA//prmB//fepA//ratA//bglA//argP//ghrB//add//phr//pgaD//dtpA//gpsA//ynhF//fucA//gadX//insK//nuoL//glpA//bioD1//rhaM//rihB//gcvH//mrcA//
GO_0015834_7	insH-6//rpnC//purU//sppA//chpB//
GO_0015835_6	yhiM//yadV//fimE//cadA//
GO_0015836_7	mcbA//ybjX//groS//
GO_0015838_8	ubiI//yejB//setA//pepD//ygaV//yraI//ybfE//ynbD//tamB//hycH//ldrB//shiA//nadD//
GO_0015839_7	yihW//
GO_0015846_6	yrdA//ispA//appB//minD//fabH//yihV//rsuA//rimK//tgt//waaC//focB//dppD//ibpB//proC//dcyD//macA//yehZ//
GO_0015847_7	rfbX//nagZ//mhpC//putP//lipA//murC//rpiR//acrB//pgaC//pal//groL//nrfG//tnaB//pdxY//moaA//
GO_0015848_7	add//rseP//cobB//trpR//yjaZ//cysH//
GO_0015849_6	ydeM//rpsD//malG//yehW//mepH//ispH//yfaL//potI//ibsE//glxK//yieH//dbpA//yebK//fadM//nrfB//alaC//fdoI//ydiZ//recF//glsA1//ahpC//prfC//yabI//yidP//fepG//yahI//ydcZ//thrA//gapA//plsC//ibaG//tatE//intF//yciH//mtlR//cirA//ypdI//pncB//plsC//glmM//lhr//yqeG//eutB//insA-1//ortT//fepC//yrdA//ldtE//btuF//psuT//ddpX//tdh//xapA//malF//ccmC//rplE//ydeT//ssuA//holD//truB//cmk//galP//deaD//secD//fecC//cutA//citT//mqsA//allS//galP//queD//gpp//wzb//mngB//flhC//yibF//ybdH//zraR//sdiA//parE//clpX//ypjD//puuC//tolQ//spoT//chbC//glrK//ygeV//higA//gltD//nrfE//rpoS//rbbA//atpE//moaD//csdA//hisP//creB//ftsN//ybbW//dxs//ompR//kduD//prpR//mraZ//kdpF//atoC//fimD//rcnA//ynhG//hflX//flgM//ulaE//yhjX//fetA//
GO_0015850_6	argT//glgS//ydiP//bglA//lamB//rpsI//nfi//ybaQ//ydeO//mrr//glnQ//clpP//pheP//cbrA//uxuR//fhuC//yciK//phoQ//yneL//nuoF//frwC//yohC//gltP//
GO_0015851_6	ynfF//narQ//mrcA//hycI//yhdZ//dnaX//adeP//degQ//gsiB//rpsM//napA//mnmC//
GO_0015853_8	grpE//mreD//
GO_0015854_8	rutE//pheA//
GO_0015855_7	allR//ybhG//oppF//
GO_0015856_8	yfeR//
GO_0015857_6	pyrF//pstA//
GO_0015858_7	galR//tas//lsrD//flhC//lpxM//hofN//kdpB//rlmC//ybjX//
GO_0015860_7	tauD//glgC//
GO_0015861_9	ygaV//lldD//
GO_0015862_9	leuD//ddlB//
GO_0015863_8	evgA//
GO_0015864_8	sgcX//mglA//
GO_0015871_6	ybdM//holC//astB//fimB//pdeR//
GO_0015878_6	gatY//
GO_0015879_9	yphD//
GO_0015882_7	torI//lysR//ycgR//
GO_0015886_6	hsdR//ompL//aroD//adiA//rutG//yadC//csgB//hisD//ycaN//
GO_0015887_7	paaH//
GO_0015888_6	hisG//
GO_0015889_6	paaZ//sxy//zapD//hscA//cdaR//ispF//eutK//
GO_0015891_6	araC//yhgF//yehZ//gshB//dgoD//yfgJ//nhaA//psuT//ychF//yggX//rhaM//lptF//melB//rfaH//fadL//
GO_0015893_5	gltP//tcyJ//yebC//nlpI//csgE//holD//moeA//grpE//yjhH//btuF//rlmD//metF//mntH//lsrR//hokB//lhr//ymfA//eutD//rho//yidR//asr//ypdC//nfsB//ybdG//gspF//citT//yhbY//pheT//rpsB//cynS//murF//rsmA//melB//galP//lpxM//folP//yadC//psuG//ortT//bglX//fdhD//dinI//secY//aqpZ//queA//nuoE//hofO//cydD//ygiS//rplC//argO//proW//menH//yejB//bfr//ygeA//pstS//caiD//tauA//selD//cysZ//arsR//ygiB//rpsG//flgF//ygaZ//slyD//deoB//hsdM//dfp//ccmD//pyrG//melR//galR//leuC//folE//ybiX//yigB//yddL//garD//intZ//cobS//rfaQ//hybB//mnmE//ppiA//fdhE//ybiJ//coaA//tpx//mutT//malF//xapR//glvB//nupC//mutM//paaZ//
GO_0015906_6	entC//ribB//yghO//marA//secY//
GO_0015908_7	dgoT//nagD//
GO_0015909_8	yfdR//
GO_0015912_8	astC//
GO_0015914_7	ribE//gadW//yahD//fadK//cyoA//apaH//atpA//
GO_0015920_7	paaK//kilR//hybE//rplA//cecR//yrdA//insK//ugpC//lon//
GO_0015931_6	napB//rpsT//phnL//prc//lsrA//mdtB//lpcA//amiD//mrcB//rfbB//ytfP//serC//
GO_0015936_6	caiB//yfaL//srlD//ortT//
GO_0015937_7	pepB//ynhG//yejF//pgaA//
GO_0015939_5	ispU//ydjH//rhmR//ilvE//hyaC//
GO_0015940_6	yjiX//btuE//ymfK//narX//yehW//
GO_0015942_6	uspB//frdC//yedL//glxK//frdA//thrC//potB//pgrR//fixB//
GO_0015944_4	ygfA//tdcC//casD//trpC//psuG//nuoB//purR//
GO_0015949_5	glk//yhbQ//ydiR//dmsC//sufS//gpr//gldA//panZ//yfdK//rnlB//lptB//mcbA//nanR//rluB//cbeA//nrfE//panE//gutQ//codB//sodB//fbp//malZ//alsA//rhmR//
GO_0015950_6	hisG//cydA//panF//
GO_0015951_7	pyrH//dauA//
GO_0015968_6	ulaG//
GO_0015969_8	cdgI//fhuF//
GO_0015980_4	clpB//mdtG//csiD//katG//nusG//cbtA//hemE//zitB//alaE//hisI//malG//ansA//yafE//hslR//ymdB//speC//rclR//fepE//ddlB//hslR//purC//vsr//nhaR//yehX//potB//yafC//ycdY//gmk//thrB//ampG//betB//thiL//mdoD//ftsW//tufA//dnaC//rhaM//rstB//qorA//ydcI//sfmH//alpA//yiiE//rsmH//gapA//yhfS//sdhD//uhpA//rpsL//adiY//gmk//metC//yjjG//rpsQ//sapF//phoU//nudG//yhdW//nanK//entC//trpGD//rarD//ynfK//sapF//gatB//ytfE//secM//hemE//umpH//elfD//agaA//tusD//arfA//ymjB//yceK//zapE//paaF//hisC//agaD//mdtE//scpC//agaC//hscA//galK//rne//rlmG//
GO_0015985_9	sgrR//dsbB//fmt//tauB//
GO_0015986_7	fsr//btuB//zapB//maoP//
GO_0015988_9	hsdR//fadA//yafQ//feaB//thrB//yhaJ//yadM//narP//
GO_0015990_10	rpsK//mngR//leuC//yciT//lsrD//ascG//gor//bioH//
GO_0016024_7	proP//
GO_0016032_5	fdrA//ppk//ligB//dppF//fis//nrfD//ilvL//yhgH//aspA//ldrA//ispU//mrcA//yqhC//mlaC//rlmN//nrfA//ybiI//mrcA//
GO_0016036_6	fur//btuD//mgtL//thiG//aroB//yobF//
GO_0016042_5	dinG//yghO//xylF//aes//yedF//glgA//cdgI//torA//umuD//ampE//artM//flgM//dgcT//nrdG//yfdG//pdeF//yfhM//fliA//ybaQ//folP//mlc//paaK//ykgO//ftsZ//
GO_0016043_3	ivbL//pldB//sfmD//diaA//purB//rnlB//recX//recJ//appY//ulaE//ldtB//kefF//mdtF//ssuE//nrdH//gpmM//mlaF//yibA//fimC//nrdH//nuoE//alaC//narJ//trmO//cusF//ydcI//chaC//pgi//dtpA//kdsA//acnB//fetB//etk//ssuB//tyrA//murG//dtpC//proX//sxy//fucP//yfbR//yfhM//araB//dmsB//psuG//diaA//dgcT//clpS//ileS//ymfA//mtlD//tusE//dadA//ymfK//ymdB//frwD//seqA//leuO//cyoD//atpA//pheS//ubiJ//dnaC//araH//mhpT//nadK//rluA//dgt//yghO//aqpZ//proX//ftsA//elaB//yedP//fumC//sxy//trkA//yqcC//chbC//phoQ//thiP//yqeF//elbB//mdh//ynjD//yehB//purN//phnM//metG//pheM//mdtM//yhaV//trmJ//deaD//ligA//potF//dsbG//insB-4//ykfI//waaL//exbD//hrpA//csiR//bdcA//narK//prfB//pppA//ldtC//uvrC//fkpA//yhcN//crfC//rsmB//arnB//ypdF//yhcF//msrA//kefF//marA//sgrT//purR//glgX//ascG//dpiB//cvrA//tusE//tnaA//yraH//mdtP//manZ//ffh//mutH//rcsD//sstT//ubiJ//pspA//atoS//rutC//ydfG//sspA//chbR//ydcR//tyrS//nrdI//cysM//ompT//macB//yfiR//hpt//codA//sspA//hypE//mrcA//minE//purR//secG//aroP//tmcA//hypF//dinB//msrA//glgP//ybdG//cysH//dapD//ispG//hyfC//lamB//ydbK//mdtJ//gdhA//mlc//dps//proP//allB//lsrD//lolC//gfcE//mdtL//hslV//yidH//rpoS//yddG//ccmA//frdA//recQ//yaiV//tktA//glvC//fimH//yciF//pdeK//acnA//nupG//hslJ//hdhA//yfbU//skp//cpdB//uvrB//fadE//ybiO//yoaA//rfaQ//carA//kdpA//murG//frlB//glgS//pinR//
GO_0016051_5	clcB//lsrB//melA//arfA//livG//fabH//pth//sxy//rfaE//tufA//rhtB//ada//ygaH//fruB//ybgI//nupX//flgD//bioC//rpmC//dacD//glnA//arnT//rsmA//dtpD//btuF//lsrB//recX//yihS//groL//alaA//ihfA//sbp//ygeX//ppsA//fabZ//lpxT//torD//yaaA//parC//gsiC//envR//rplB//ibsD//yjhP//puuC//yiaT//bioF//sufB//chpS//yggE//pheP//dmlR//idnT//add//aqpZ//moeA//ybcM//cas1//pinE//lepA//paaA//yehP//kefF//mnmG//ydhC//ispB//yacG//yghU//bioA//glcF//frdD//purD//znuA//rhsD//flgI//pflC//lsrB//ybgP//gldA//tdcF//metE//ibpA//dsbA//ydaC//nadB//kefG//purN//hemN//hypE//agaV//fliA//rhmD//yfiC//yhjD//secG//rutB//moeA//erpA//hcaE//ulaE//ybaE//ybjX//rpmJ//
GO_0016052_5	nemA//hxpA//cirA//tbpA//intE//galR//bglX//cyoB//chbG//envR//ibsD//yddA//plaP//ebgR//lplA//iraD//yajL//napF//fkpB//cheR//rplN//ebgA//ydjH//gshB//mak//ydiF//narI//ybcL//hisA//clsC//waaZ//truC//yjjX//nuoL//ybhP//ycjY//tsaC//narQ//hflD//malP//tolQ//rlmH//murG//tauA//dsbB//ynfH//yjfF//rlmG//holE//yfcF//cbrA//yeeO//fixB//tadA//ybjC//sufE//torA//mepA//hslR//marA//ydeE//rcnB//rpsR//qorA//fhuB//fnr//flgC//eutB//acnA//yqaA//cyoE//pck//ihfA//ychO//uspC//insI3//ygfX//dgcT//yibT//hemE//rpsB//insH-6//iscR//mtgA//ycaO//lysC//gspI//waaG//yggX//dcuD//ptsG//yafC//lysC//ycaO//yjeH//yjjV//pspA//ybjC//menD//recJ//gutQ//ileS//nagZ//rseC//acrD//hofO//ydeO//gppA//sulA//alaC//cysW//ynjD//opgH//acpH//moeB//
