#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	citT//fecB//potD//rstB//
GO_0009117_6	dnaB//yfjV//ftsQ//nrfF//glsA1//bamB//hchA//lyxK//yjbG//kdsC//hofO//rapA//yjhI//mppA//yfiE//fcl//trmI//acpT//rplJ//sugE//araB//waaC//pliG//tktB//cysC//tusE//dgcM//fumB//cstA//hslR//puuE//potA//dacD//minD//lepA//yehU//wrbA//truC//fic//rpmJ//cstA//yjiM//rhaS//xapA//adhP//rimO//ibpA//alpA//kdpC//acrA//atoS//bolA//holB//ygfX//trxA//dnaN//adeD//rapZ//rpiR//dinQ//argF//maeA//cptB//rutD//dcyD//plsC//glnA//avtA//atpD//wecE//aceK//thrC//sfsB//rfe//creB//pal//pstB//yihV//hybO//ykgA//yehW//mreB//hslO//mrdA//grpE//agaD//xseB//tdcE//sbmC//rlmI//pbpC//nmpC//ygaV//ydaV//csgG//mnmG//rimP//bioC//ycbX//gpmA//dsdA//znuB//betT//proA//
GO_0009119_6	emrY//hpf//epmC//yehX//yfeW//ushA//mioC//lpoA//accB//hdeA//yeeY//cobB//nuoN//cadA//prpB//arsR//cnu//cheR//cusR//thiM//pdhR//fruK//lolA//potC//frdB//hdhA//bamD//cdd//rlmF//oppA//gsiC//zapD//hisF//ydfK//accB//
GO_0009120_6	mak//gatC//ymfK//pepD//
GO_0009123_6	ibsD//yoeB//pepT//sdhA//waaJ//feaB//mngA//citT//arnF//aaeB//soxR//yejE//hcaR//lsrD//rpiB//hisI//fpr//prpD//basS//nuoH//asnC//frlR//dam//mnmC//rmuC//hisM//pdhR//ghoS//ffh//torC//sgrT//groL//recR//ais//hybF//ftsW//degS//cdaR//dinD//emrY//ydeE//recF//nrdD//trpS//ybjG//rimM//
GO_0009124_7	yqiJ//yhdH//nadB//gatB//lsrA//hyi//zapC//pitB//gatZ//ytfP//slyD//yjgX//chbC//uhpT//tomB//paaF//crp//rpiR//pppA//treC//caiB//ynjD//xseB//hslO//gnsB//yibH//fadK//ybgQ//rho//rfbX//atpG//fhuC//atoB//ynfK//ilvD//pspD//yidE//
GO_0009125_7	bioP//cobT//fucK//ruvA//ygcR//
GO_0009126_7	pphB//trpS//yeaE//degP//yphB//yhaM//nrdI//rpmH//moaB//aceK//sgcC//rna//mreD//mngB//barA//msrA//putA//ompT//bglA//cirA//yjbF//cpsG//cedA//frwD//yihP//lptE//idnT//tpiA//ais//galK//glyA//msrP//recD//cvrA//
GO_0009127_8	yfdC//cobS//rutB//ilvD//thiC//atoB//hipB//fliG//mnmA//gdhA//gldA//wza//hemC//rnd//lldP//puuC//aceA//yegS//yggT//glnQ//rplW//dnaE//tyrS//garL//envZ//yqiJ//ybaK//dacC//rhmD//gatD//
GO_0009129_7	rpmF//ppk//ytfQ//dinB//entE//murI//yfcS//era//ompN//gldA//
GO_0009130_8	cmoB//kduD//add//nepI//ascF//
GO_0009131_8	yiaT//trmH//tmcA//mazF//glnA//
GO_0009132_6	pheM//gloA//yajD//yghO//csrA//hypE//ygjK//xanQ//yagF//ynfH//yccS//rssA//kdsA//adk//aspS//arsR//adiA//tap//melB//rbsC//caiF//chpS//gatC//ftsK//uspB//
GO_0009133_7	mltB//pflB//asr//
GO_0009135_7	hycA//ygdG//mdtN//rplS//crr//cysZ//leuD//nfuA//glnB//narG//yceD//malI//uxaA//yjiR//mcrB//mcrB//recF//tauC//nadC//bglH//tdcE//dhaK//narK//
GO_0009136_8	mepA//
GO_0009138_7	cobB//yghO//
GO_0009139_8	scpC//yidL//
GO_0009141_6	gatZ//casA//ydaV//tdcE//gudD//coaE//elaA//rpmG//prkB//sfmD//ygiV//xanQ//zipA//mug//xseB//prkB//mmuP//cheB//puuB//gudX//abgR//nhaR//ftsQ//gatD//fruK//rimM//znuB//hofN//artP//ulaF//hxpB//bcsA//yjiA//waaH//glcF//hypT//yhjA//trg//
GO_0009142_7	hicB//rzpR//sthA//fadJ//wcaC//waaO//yddL//mhpA//gppA//lysS//yfcQ//phoR//mntS//fliZ//hemN//guaB//fbp//yfdS//chaA//arnB//dbpA//yiaO//cydD//bamA//tehB//queD//cheY//nikC//
GO_0009143_7	btuD//yghW//phoA//hemL//
GO_0009144_7	rraA//glsA//hcaB//insI-1//rclA//mrcA//ascB//rimO//qseC//gntR//manY//yqeA//nikA//yddG//sxy//ccmE//fpr//sfsB//aroK//ybgI//deoB//waaC//mdtN//tdcF//trpB//tauB//pfkB//afuB//yciT//yjiQ//yhaO//
GO_0009145_8	ymgC//entS//ssuB//yneJ//ribA//ogt//arsB//cspC//malK//trpB//yajO//insI3//ubiG//iraD//ispF//exuT//tehB//yiaN//hypE//rsfS//malG//frmB//fhuD//
GO_0009146_8	yihW//ynaE//
GO_0009147_7	alr//trmO//gadW//aaeA//
GO_0009148_8	mepA//ftsA//
GO_0009149_8	rsmJ//hprR//
GO_0009150_7	tag//rpe//ygjH//zwf//queA//glgC//patZ//ddlB//rplY//ytfP//baeS//nadE//wcaJ//spoT//fmt//ravA//gabP//yoeB//fetA//fimA//pspG//kbaZ//kdsC//metG//sgcR//topAI//bioP//ygeX//ydfK//gcvR//motA//prpR//yqcC//yeeO//sapA//potF//ykgF//ybiH//rlmA//rpsE//prpC//bamD//adeP//yjcE//chbC//rutB//pgaA//dinI//
GO_0009151_7	ybiX//yagF//
GO_0009152_8	srkA//hcaR//argA//purL//brnQ//dacA//orn//gsiB//ygcR//purB//argE//mutH//maa//rarD//ihfB//apaH//aroE//phnC//ynaI//adhP//efeO//dapD//feaR//dcuS//prmC//fabB//epmB//hybO//yihS//citG//yihS//yraI//hyaD//sdaB//envZ//nrdD//ridA//
GO_0009155_7	mtlD//lsrD//
GO_0009156_8	araF//ypdF//phnL//yjbB//yccX//rarD//rimL//ydcZ//mprA//mtnN//elbB//fdnG//exuT//nadD//cusC//xapB//arnT//glrR//lpxC//tsaE//uhpC//kdpD//yehY//glnH//fucP//fhuC//appB//yhaJ//citT//rlmN//rhaA//yccA//gadC//
GO_0009157_8	recJ//lipB//galE//mnmA//
GO_0009158_8	opgB//fepD//cynS//rseB//yccX//
GO_0009161_7	ampE//frr//yfdO//flgD//mliC//murF//murC//ygiB//chbA//rbsR//rhaA//mnmG//chbA//oppF//yraJ//ydeO//dcm//pgaC//gnsB//hisA//rutA//orn//purT//kgtP//nhaR//tgt//asmA//gcvA//mnmG//fecA//ybeY//kch//kdgK//nagE//cpxR//potE//ybfE//chbF//rsuA//treA//bglJ//lpxM//
GO_0009162_7	araE//mutS//rplP//iaaA//
GO_0009163_6	potE//pyrE//gapA//fimC//iclR//ybcC//phoB//mdfA//yneL//yhjG//bacA//yqjA//exbB//sgcB//yihV//rpoS//umpG//torA//hsdM//
GO_0009164_6	acnA//yqaA//dsdX//torY//ybaE//yafS//mfd//hdeA//murC//dtpB//arnD//rplF//yhjD//
GO_0009165_7	mdfA//citE//yjbF//cca//msbA//ybjI//phoR//waaG//yneE//flgH//mdtA//fadE//rfaE//tolQ//gph//entH//ndk//nfsB//tas//sgrR//flgE//insI-1//paaB//gpp//gapA//hemN//sdhC//ydcP//sgcE//puuC//adiC//fre//allC//kefG//fimI//araH//ycgB//adk//hybE//intZ//fadL//hda//yqgB//pepA//yraI//yebG//tdcE//yhcH//hypC//rapZ//rcnA//hchA//epmA//gltL//fimH//mntH//yqjA//ssuA//frwB//hscA//speF//ydjL//pliG//xisE//dinJ//murR//menB//clpP//yfgI//idnO//mhpT//
GO_0009166_7	tyrR//sgcX//acpT//kdpB//hcaD//hycI//ruvB//yhgH//yhjX//fabR//topAI//tyrA//hfq//mtfA//infB//frdA//pabB//hypT//casE//iraP//gltL//mnmE//mliC//glpF//galM//tig//pabA//menC//dhaM//glgB//yggT//
GO_0009167_8	yjhB//flgG//metI//rihC//rutC//secF//zraR//ybjL//yqaE//allB//mdtB//minD//uhpA//yfdG//lexA//murQ//pdhR//cbpM//yaiV//rfbX//chbF//mtn//ppsA//dapF//lptD//dacB//feoA//alsA//ldtA//metC//ppiD//mscS//rutB//fpr//
GO_0009168_9	hexR//gyrB//ftsE//ydeI//chbA//mlc//pgpA//queG//rlmE//uxuR//ttcA//ybiI//eutN//bglF//ftsP//rseP//ggt//cynX//feoC//polB//ycdX//hprS//ydjM//btuD//evgA//fdnG//holC//entA//nuoF//ygeV//
GO_0009173_8	dsdC//ybjG//purL//narJ//ybiW//dgoR//gatB//
GO_0009174_9	narH//cusA//
GO_0009175_9	ppsR//yjhP//sapD//nsrR//selB//
GO_0009176_8	soxR//feoC//satP//
GO_0009177_9	sgbE//yfaE//waaB//
GO_0009179_8	sufS//yjtD//yciT//dtd//rfbC//atoS//ybjX//flgA//yccS//dfp//rna//abpB//fadK//rpsD//cirA//rpmF//cadB//ileS//endA//ilvH//hisI//ybiO//murB//
GO_0009180_9	holA//
GO_0009185_7	phnH//hmp//gntR//pheA//rnpA//paaD//fecC//menA//yiaM//fnr//mdtC//ybbN//pgpA//dgt//nuoL//rplS//folC//rhaA//aroG//cdd//mtlA//miaA//sgbE//gsiC//
GO_0009186_7	lysO//
GO_0009187_7	gabT//yhjG//
GO_0009188_8	mprA//iraM//
GO_0009189_8	nei//
GO_0009190_8	sapA//hypT//
GO_0009193_8	yqiH//
GO_0009194_9	cvpA//
GO_0009196_8	ycjR//
GO_0009197_9	cusB//
GO_0009199_7	trmO//dacB//ilvL//hemA//ppiD//qorA//opgG//ybjX//puuB//tdcB//cysM//aroL//kdpF//ugd//yccX//gabD//ydiQ//fimB//ulaR//phoQ//mtlD//yjbG//fliM//cusC//kefG//araF//ldtC//hyfR//ybcC//chbA//yejE//
GO_0009200_7	ubiB//rfaF//yoeE//guaC//
GO_0009201_8	pdhR//rnlB//lon//nadC//dcd//fpr//tsr//lgt//yqiG//dgt//nfsB//frlB//cbtA//nikA//hybG//ampD//fimA//rclC//yfaL//syd//rpmJ//hemF//yccS//pyrL//
GO_0009202_8	frmB//
GO_0009203_8	tyrA//
GO_0009204_8	yijO//flgH//dnaK//
GO_0009205_8	napF//lpxM//yfeX//holB//rfaF//ydcZ//pdxH//yqiJ//yicJ//pta//alaE//maeA//rclR//puuE//sapC//dinG//rhlE//pdeH//cysD//fdoI//ftp//ygdG//nupX//ytfE//yebG//ompN//cysD//ssuE//ydiR//
GO_0009206_9	entA//amiD//rluD//sthA//nuoB//oxyR//ugpA//pntA//napF//dgoT//cspC//ygbI//sgbH//hybO//pgk//betI//ybgQ//ydfH//ydfG//queA//yhaC//fadJ//glsA//
GO_0009208_8	gloA//yobF//
GO_0009209_9	rplC//
GO_0009210_9	puuR//
GO_0009211_8	cydC//nuoM//metN//
GO_0009212_9	tnaB//
GO_0009213_9	malS//cyoC//
GO_0009215_8	ispF//priB//
GO_0009217_9	gadE//ygeA//
GO_0009218_7	yejF//flhA//yagJ//rhtA//cpsB//hslO//yiaO//pncB//xerC//ftnA//casC//rpnA//
GO_0009219_7	paaZ//napF//torS//fliM//ldtE//
GO_0009220_8	glsA2//idnD//cusC//nlpA//hycA//argC//
GO_0009221_8	yefM//frmB//deoR//ndk//
GO_0009222_7	osmE//priB//ldrA//ybiJ//tolR//yjjG//
GO_0009223_7	ridA//galP//
GO_0009224_9	yacG//rplL//
GO_0009225_5	ppsR//queD//recX//ybdN//yqiI//cusB//otsB//gadW//abgA//yagI//cra//holE//casD//lsrB//pgi//
GO_0009226_6	narZ//trkG//rzoR//lsrG//rbn//tldD//ssuE//sgbE//dnaJ//puuD//bioC//hofM//yiiE//
GO_0009228_7	tusD//metK//lamB//hisB//umpH//cadC//yddM//iraD//queF//rcsF//
GO_0009229_6	fdhE//dkgA//
GO_0009231_6	ndh//dcuR//hemN//ynhG//menD//elaA//cheY//
GO_0009233_6	cysI//dcp//tusD//cysE//rnhB//guaB//idi//mrp//fruB//yejB//
GO_0009234_7	rpnC//gutQ//arfA//yaiW//feaB//ygeR//infC//uspB//pdeD//mntH//
GO_0009235_5	pabA//nuoH//epmC//araA//gudD//mglB//
GO_0009236_6	cyoC//glgC//yihW//mdtC//rfaE//yejE//
GO_0009237_4	recF//xylF//yccX//iap//rimP//lipB//yihS//mnaT//spoT//
GO_0009238_5	lgoT//phnP//galM//btuF//nupG//pgi//pdxA//ycjW//pabC//
GO_0009239_6	tyrA//codA//tolQ//eutD//pyrH//insI1//ftsP//sspB//
GO_0009240_6	ynhG//artJ//adiA//yraK//ygiS//
GO_0009242_6	treF//sapD//fruB//btuE//ldrD//ilvC//fixC//rmuC//nanC//nth//rutE//
GO_0009243_7	gsiA//
GO_0009244_7	relE//mreB//pgsA//napF//dapD//galE//yjhB//acrR//bioD1//yqiJ//pabA//speC//frc//gstB//mepA//epmB//xylG//glnH//guaC//uspC//hemA//fdhF//kdpD//flgD//abpB//yifB//srkA//fliT//msrP//
GO_0009245_6	mcbR//moeA//adiY//cmk//gshB//ldcC//aaeB//dcyD//ubiF//malG//
GO_0009246_6	mrdA//nmpC//yehX//prfB//osmE//yibF//puuC//yecS//fimI//
GO_0009247_6	aqpZ//spy//ttdB//garL//rfbD//ycaO//mdtL//rluD//lrp//frmR//hicB//arcA//
GO_0009249_6	cynX//yeaG//pflB//
GO_0009250_7	mipA//feoC//ybdZ//rplJ//proB//paaF//corA//yfdK//mltB//astB//rbsR//arnD//lplT//rhaT//
GO_0009251_7	phnJ//wzb//parC//ppiD//proB//yfcQ//
GO_0009252_7	zapC//xerD//rcsB//alaC//mraZ//gadA//trkG//araD//lsrR//guaA//ybhS//narZ//glgS//uvrC//moaB//trkH//basS//tatA//appA//yajR//rpmF//fryB//mmuM//nanK//lplT//yadV//yihQ//flhC//nikR//yjhP//rbsD//ygfA//cusS//fdnG//galK//pstA//aroE//ubiG//rlmF//
GO_0009253_8	tabA//fimD//mltF//sapB//eutA//minE//gatC//pgaC//yihP//gntR//
GO_0009254_8	hokB//yjgX//speF//gluQ//dgoK//sgbE//entF//cspI//glnH//yggP//
GO_0009256_7	ydjL//paaA//leuC//treB//
GO_0009257_8	pgm//leuD//fpr//menE//
GO_0009259_6	rapZ//xdhB//csrA//dps//malQ//yidE//yjeH//dapF//yqcG//bamC//yjjW//yhjX//appY//ynhF//btuB//trpR//rmf//icd//gltB//hrpA//accA//rseB//pstB//fimD//ygdG//hofM//proS//yaiP//gshA//rdgB//torI//flgI//uspB//nirD//uvrB//gshB//hisF//eco//sxy//fetA//aceF//rbbA//ndk//ygjH//waaY//grxD//trmD//allB//cmtA//trxC//ispB//yfiE//hflC//yjhH//mug//fucO//puuR//rssB//pyrD//asr//soxS//
GO_0009260_7	sodA//moeB//frwC//rfbB//holC//marA//arfA//nlpD//ybhP//mrp//crp//tdcR//ybjL//rhaM//hcp//truD//hisP//dapA//fabD//hyfF//dgoD//ydiZ//afuB//aroA//rpsG//katE//dcuA//tyrS//ycfH//allR//ybaE//fliG//groS//fruA//zntA//folP//hchA//fpr//rpiA//rplN//tolR//ahr//lptD//purU//
GO_0009261_6	ybgQ//wzzE//rne//mcrA//sixA//fixA//
GO_0009262_5	yhhZ//elaB//lhr//sgbE//proC//yghB//umpH//fau//rzoD//ycgR//lsrG//pta//xisR//
GO_0009263_6	yqjA//allC//lsrD//ynbD//lyxK//rsmJ//kdgT//casC//purB//
GO_0009264_6	sthA//ygeA//ilvH//ytfP//waaZ//
GO_0009265_7	tcyN//mdaB//ykfI//cspA//thrS//
GO_0009266_4	uspE//brnQ//yihS//hemG//atpH//chbB//nrdR//tktA//lspA//yigL//prkB//hemH//atpG//bsmA//nanA//mutS//ibaG//hemN//wzc//ybcC//glnA//glyA//bcsA//phoE//cyoD//nagA//ftsH//wecA//yjfF//mglA//lnt//hmp//relE//mdoD//ybfA//fabR//cstA//yggD//tauA//prkB//ybbY//potF//prmB//xisR//tmk//glgA//menF//nuoB//fdhE//folX//zur//fhuC//ydfD//trmO//yjaZ//iclR//prc//napA//mukB//pphA//mlc//yieF//livF//rclB//rlmN//mhpD//iraM//fecA//ybhJ//mlaE//agaB//ptsP//metQ//rhaA//yjiR//agaA//pnp//rplF//ybiH//wcaJ//tusD//cpdA//
GO_0009267_5	relE//ybcL//ddpX//thrL//mnmA//bepA//dgoA//abpA//trpC//fnr//yfcU//citX//yebS//paaF//tatB//radD//ubiB//hfq//lysP//ypdF//asmA//wbbK//dhaK//fmt//waaG//ydiV//
GO_0009268_4	bhsA//rtcB//prfA//ndk//rbsD//opgB//mutY//aroK//rpe//cpxP//yafO//zinT//ygaV//hpt//parC//ydjE//feoB//ftsW//gntR//bsmA//ycjW//garP//insI4//glnP//fimZ//citE//hpf//
GO_0009271_4	pgpB//entA//yibH//
GO_0009273_5	ihfB//sdhE//nrfC//slyD//lpd//uspF//rseB//tolB//ilvE//tgt//
GO_0009290_6	npr//iscX//
GO_0009292_4	lpoA//gatD//
GO_0009294_5	cas1//yggW//
GO_0009297_6	mtlA//gadW//ybdR//hofN//speD//mnaT//yidK//mtlA//yraK//rsuA//glcA//insB-2//tolB//ftnA//
GO_0009298_7	cobB//yjeH//pheP//
GO_0009305_7	nudC//
GO_0009306_4	frwC//rclC//chbC//fadB//thiD//hisP//fabI//
GO_0009308_5	gltI//tusB//intF//hemE//zntA//yigL//dusB//artQ//yqhC//tap//cydC//rffT//ydcS//ilvC//yfcU//glcB//mobA//yjjB//nadB//yihS//rtcR//appA//pdxH//ubiB//yphC//yahF//lpxP//
GO_0009309_6	yghW//queG//mrcB//gabT//intA//phnK//thrS//kilR//uacT//tatE//glrR//hisM//alsE//ribF//
GO_0009310_6	nlpI//menF//ftsK//tdcE//uraA//queE//fumB//betA//cheB//waaU//dnaX//artJ//yggE//
GO_0009311_5	gatB//nhaA//purR//hemH//trpB//xylB//guaA//ycfL//ebgR//yehT//uxuB//rpsK//ycjY//sucC//grcA//ubiH//ytfP//katG//ybeQ//yiiE//ghoT//wzzE//ybiW//rluA//flgA//ynfF//xthA//cspE//sbcB//moeB//yieK//crcB//gsiA//ygbI//ulaE//csgE//topB//hemL//yaaA//yahN//recQ//yegV//ychO//cadA//fkpB//rpsS//metL//nagC//yfcQ//ccmD//rssB//dtpD//rbbA//
GO_0009312_6	tufA//yoeB//gltS//gatD//yfgO//frc//fadJ//sbcB//yiaN//artI//gpp//pdeD//pyrE//secF//aroH//yieH//fabD//yaaY//flgF//ymgF//rpoH//ybdM//dppF//rraB//ilvE//mhpC//ycfS//pstS//hemD//mtn//eptB//ynaI//gmd//fabB//speG//napB//yeaK//rho//purA//yaiP//cysZ//metH//
GO_0009313_6	xerD//yjhH//mutL//pgm//cyoA//basR//ygjH//aspC//fmt//cysN//
GO_0009314_4	tsaE//hlyE//rclB//gspI//sufA//nuoI//htpX//dnaA//ibpA//yebZ//chaA//ybhJ//uxuA//thrL//yfiR//yhaO//stpA//lepB//potC//sdhC//ugd//yjaA//fis//hslU//yddA//yqhD//mhpA//gor//sgcC//rplN//livG//tilS//ubiH//lolC//ftnA//narV//glnA//pfkB//lolD//yhcH//rfe//ybhR//frvA//waaB//katE//iscX//dhaR//sgbE//hpf//recJ//yajQ//iscX//csgE//cusR//raiA//araG//uvrY//elfC//ompR//tabA//sgcE//osmC//pdxA//yfcF//mntR//ybaQ//ygjH//arcB//chbA//decR//yfdG//potF//rhaB//mtgA//hisG//ygcW//tatB//tpiA//dtpB//trxC//accD//gutM//rpoS//lpxP//sfmC//thiH//emrK//lysP//hybF//hslJ//flgK//ldcA//
GO_0009372_5	cbtA//rpoE//puuD//
GO_0009394_6	infC//rfaC//opgG//thiH//lptC//yddM//sgbE//
GO_0009395_6	glnQ//
GO_0009396_6	insA-2//minE//dbpA//torC//creC//ileS//hybC//hypF//afuC//nimT//appC//
GO_0009397_6	argF//pbpC//
GO_0009398_7	gsiD//
GO_0009401_7	pstS//ltaE//cynS//crr//rfaH//waaO//bcp//yqiG//yiiD//garD//lspA//acnB//kdsA//selU//selD//pgsA//agaR//nikR//fepC//idnK//pheA//ydjM//sbcD//cydD//ycjQ//ccmF//ddlB//slyA//bsmA//osmE//abgT//ais//rplI//yjhI//ubiF//gshB//pabA//sgbU//hicB//yqaA//bcr//yhdZ//ubiX//rpmJ//pspF//tdcC//nirC//cdh//der//wzb//coaD//tufB//
GO_0009403_5	ychO//
GO_0009404_4	ycbX//frwB//glvB//ispF//lipA//dgcM//proB//yebG//tqsA//nrdD//pyrC//gntR//cnu//radD//eutD//dcuA//cysB//alsE//nrdI//
GO_0009405_4	yihP//livG//ptsG//
GO_0009407_3	umpG//priB//speA//napA//yiaT//yjhI//hdhA//xapR//yehD//ymgC//fabA//queA//yhgH//fis//yijO//pspF//
GO_0009408_4	argE//rimL//hokB//ais//sapD//treC//fabR//ftp//bamB//putP//matP//yihR//exuR//hyfA//yejA//qseB//cysC//mcbR//agaV//ymgC//rhaB//lgt//msrQ//fnr//yidR//hslV//ung//flgK//mcrB//ybdH//phnP//ftsX//uvrY//gpsA//napC//cstA//yddA//yebZ//yihU//ampG//cobC//dcuD//fabD//acrD//atpA//rplP//crl//nrfA//yqeF//atpB//cheZ//phnG//waaL//ycdX//hemH//ybiA//flhD//dgcE//fdhD//accC//
GO_0009409_4	yfdO//afuC//gyrB//fepG//gstB//modB//rna//fimZ//fliS//mhpA//etk//wzzE//gnd//fadD//rpsL//ldtD//yjjB//sgcB//
GO_0009410_4	hisI//
GO_0009411_6	accA//tyrR//fadM//uspB//ydeT//yeiG//bglF//kdgK//yghG//fabA//moeB//rcsA//epmC//cobB//yehP//msrQ//
GO_0009415_4	tas//
GO_0009416_5	ilvB//cpdB//yfcQ//mhpR//dfp//mqsA//hslJ//folD//nudC//insB-2//paaE//pflA//coaD//entS//atoB//rpsG//cynT//aroA//flgK//
GO_0009423_8	tpiA//insI1//malX//lpcA//
GO_0009432_5	ascG//atpD//gabD//queG//menH//arnE//rayT//rcnA//cynS//envY//ibsA//cpsG//cspD//nuoG//rtcB//mltC//garP//mdtO//prfA//yidK//ydaN//trg//
GO_0009435_9	fepD//lsrR//yccA//arnA//ruvC//leuD//nlpE//nupX//fre//
GO_0009436_6	hfq//gntU//nadB//rhlB//
GO_0009437_5	ydfD//hybC//bioD1//lspA//gcvR//phnG//nikR//
GO_0009438_5	ygeR//yihR//glpF//ffh//uhpA//yqcC//ubiI//nrfA//gmhB//trpC//proV//yjeH//yqeG//dgcM//yidK//ybdR//yhhY//rhtC//ybaL//yhaO//argO//fimF//sgbH//cfa//tcyP//mdlA//pgpA//chbB//rsmE//puuA//
GO_0009439_5	mdtL//casE//fdrA//
GO_0009440_6	torI//rpoD//sstT//
GO_0009441_5	rppH//yrdA//panD//artQ//chaA//
GO_0009442_7	gsiA//dgcN//rutA//rdgB//hdhA//
GO_0009443_5	lepA//wza//deoR//
GO_0009445_5	mzrA//cpdA//sucC//entD//dhaR//focB//uvrA//ffh//malQ//hyi//
GO_0009446_6	arcA//rpsB//
GO_0009447_6	fes//rpoH//cpdA//yjiY//cysG//ygeX//pgaA//oppB//
GO_0009448_5	ompN//nirB//frdA//dgcJ//
GO_0009450_6	hypF//rnhA//hprS//prfC//
GO_0009451_6	speD//phnO//bamA//rlmD//glgC//cydD//gudD//tbpA//agaD//glrK//polB//yrbG//mntH//lysR//mlaD//rplM//recF//cas2//rimP//lysR//speD//frdB//yraJ//uacT//ybhP//rapZ//ghxQ//ddpX//sucD//rpsJ//dsdX//rlmN//fucA//glnP//manX//leuS//secY//rimM//yhgH//insB-2//mgsA//focA//kbp//metL//cho//rho//citG//iclR//elfD//otsB//pfkA//lacY//dcd//kdpD//yihQ//entH//phnK//sanA//bacA//betB//recT//yebS//agaV//cra//uspE//fdoH//yjiX//rhtA//ttdA//ycjY//frr//tdcD//fabG//ybaE//setB//idnO//ykgM//basS//yfaU//murF//dicB//rbsK//arcA//
GO_0009453_4	pspA//
GO_0009454_5	folA//
GO_0009593_4	rpsG//rclR//
GO_0009597_5	glmM//
GO_0009605_3	yehB//trmB//proQ//adhE//rzpR//nirC//norV//yihQ//nfsB//yihO//mdh//nrdD//hslO//deaD//clpA//thrB//rplB//hexR//uspE//perR//prfA//yfcP//kgtP//ibpB//pgaD//yhdH//proQ//dgcZ//xisE//fdnH//leuE//csiD//sohB//cca//zur//clpA//putP//ydfH//selU//casC//atoB//secE//frlA//rimP//era//bolA//ibsA//ydiP//ispH//atpG//fepB//fliG//tus//lptB//kup//kup//ilvC//ypdC//yciG//yjjU//menE//hcaE//mocA//narG//hns//eco//pgaC//radA//glsB//corA//ispB//yibF//gshB//flgD//hrsA//gmhB//nadK//
GO_0009607_3	malP//putP//ydeO//gmk//yahF//aqpZ//araA//nuoE//kduD//yfdK//ybiJ//nagK//lsrK//dhaR//
GO_0009615_4	tolB//mngR//ybjL//tamA//ftsB//yceO//tcyJ//yojI//narU//mepH//ftsQ//cysH//alsC//rplX//
GO_0009628_3	rof//glcA//ydcT//nimT//nlpE//yiaM//dinG//ygbL//viaA//cstA//yddL//yfbV//cysA//rsuA//aphA//cheB//mdtI//mprA//acrE//arcC//frlC//gatC//pckA//frvR//dinJ//bluR//lptD//yrdA//thrS//ompG//ybgI//chpB//lptB//mdtA//xapR//mfd//yneE//pstA//yhcN//ybaM//rhtA//cydB//mutT//ftsY//rsmA//asnA//rluE//ompF//tatC//rhsD//kduI//moeB//ydcR//rluE//helD//nuoG//etp//ygiV//oppA//sucA//trmO//mtnN//mnmA//ubiX//caiF//entD//satP//kilR//smpB//paaC//fhlA//rutB//psuG//hisM//yneL//sbcD//artJ//yedF//setB//glcB//trxC//adiC//yggE//asnC//yggX//yjhH//tsx//guaC//ybiV//rpiR//mtn//yhdZ//prpC//caiB//yjiA//yieK//ybiS//elfD//hypE//rhtB//yjfF//crl//lptA//proV//murJ//sxy//emrD//prpD//mhpA//cheA//ybfA//nikB//yhbQ//yehZ//cnu//hdeB//ybiX//csrD//poxB//mhpD//umpG//glpB//rplO//fklB//ymfA//ffh//aqpZ//dacD//yraK//sdaA//fumC//menA//insK//dppA//yedF//gpr//rtcB//yjbH//ydiV//folA//ybdZ//emrY//tdcB//ubiE//ibaG//suhB//yceD//pyrC//glpC//idnK//torC//folC//arnE//menC//hemG//ybaO//cusS//crr//gltD//dnaG//yiaF//trpE//gltB//pstS//aroP//mepA//argR//ttcA//ykfM//umuD//hisG//minD//pspG//alsA//yidA//def//ymfA//clcA//tesB//tamB//hha//uhpB//yihR//zapB//bssR//argP//hokB//hrsA//cas1//trkG//rpoA//proW//cmk//smpB//spoT//fimI//ubiC//yjjX//flhC//yciV//nagK//araD//moaC//pdxK//mglB//nagE//motA//dinJ//atpF//cho//waaL//nanC//ilvL//ybaE//potI//lexA//xisE//ytfP//ccmA//mreB//yidE//yraJ//acpT//cusF//hpf//mdlA//yfaX//cydB//rhlB//flgM//
GO_0009635_4	ubiB//
GO_0009636_4	csgA//dinQ//malS//kdpE//lon//bioB//rplO//crl//bioD//shoB//pdxB//melB//purD//exuR//tsaE//hofC//agaA//argC//yihR//paaH//gdhA//grxD//aphA//yphC//agaI//yneE//dkgA//yoeB//rihC//dcuS//msrC//
GO_0009637_6	setC//
GO_0009651_5	pepB//rfbC//yjhI//lsrC//elaB//secB//
GO_0009653_3	iscR//
GO_0009696_4	folX//
GO_0009697_5	tauD//
GO_0009698_4	sutR//
GO_0009712_6	ybfE//yifB//mdtD//recO//hokE//ydcI//ydiR//proS//rplD//amiA//
GO_0009713_7	zapB//panD//cas1//dnaA//cobU//dnaB//malE//kefC//rpsI//
GO_0009719_3	rhaS//cysE//cutC//
GO_0009730_5	cyoD//
GO_0009743_5	ddpX//
GO_0009785_5	nrfA//
