#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	osmF//mdaB//rfaE//slt//
GO_0006797_5	macB//mlaF//
GO_0006798_5	prpB//
GO_0006799_5	mltG//
GO_0006801_5	parE//abpB//ybeQ//
GO_0006805_4	yfbU//fabI//caiB//eutD//narY//ybaO//ompF//nudB//rpmC//ydcZ//zraS//hemA//fadD//torY//polB//cnu//rsmG//bcp//gloC//flgB//lpcA//tsr//serC//cysD//
GO_0006807_3	ygeR//nei//mrdA//yhjD//gpt//ykfI//shoB//lepB//crr//kefC//uidC//yhjA//ubiX//dnaB//chiP//ssuE//ycjR//bglH//betT//amiB//zwf//tamA//ulaD//xisE//yrdA//yfbU//pyrF//nirC//mdlA//dctA//gudP//yhjB//nrfB//fieF//waaC//tonB//recB//brnQ//rplI//msrB//csdE//galU//ybiA//rnhB//cspI//mhpC//msrA//rpoH//nirB//dmsC//alr//atoS//yfgO//lpoB//ydiO//ubiD//ilvL//hisS//zntR//ribA//nlpE//nfi//malQ//cyaA//yiaB//proV//queC//pyrH//ilvN//insE-1//ftsK//hflD//nrdA//erpA//uvrB//lexA//appA//manX//iscR//envZ//glpR//fimC//ycjU//essD//cvpA//ybhD//der//araE//ybaK//lysP//puuD//aqpZ//macB//mdlA//cytR//cdsA//cdgI//btuR//rimO//rimK//mnaT//pgm//zupT//ybjG//rlmE//pstA//yegD//acrB//sad//dnaT//acpS//purD//cydA//cmoM//rplW//exuR//aroD//fic//guaC//napC//argR//miaB//nagC//yicJ//yieL//trmL//cbtA//cra//nadA//recQ//rraA//flhC//nagD//chbB//frmR//amiC//alsC//cysP//psuG//dut//rplF//murJ//hybB//bamD//yjcE//sbmC//fumA//ynjA//rseP//nikD//ybjD//queE//ghoS//lplA//ibpB//hycA//torY//gltP//purB//nuoI//csgB//yjgX//cmtB//carA//frvR//mocA//argG//rbn//yhdH//fiu//frdD//yggX//rsfS//abpB//ymgC//dcm//glsA2//dosP//ydeO//nsrR//epmB//speC//cdh//rph//eamB//eamA//clcA//mraY//pcm//hemH//hemC//yfcF//nirC//znuA//wbbK//purC//artM//norR//udk//secG//citE//ulaG//queE//ghxP//lpxP//aldB//actP//yidD//yneL//ghxP//alkA//rpsJ//curA//yjhC//dnaC//yfcF//mepA//atpD//aroH//ydeE//gadC//mqsA//menD//yfcV//higB//guaD//argI//dinB//yjbF//queF//hscC//glnS//potI//trpE//tmcA//edd//rfaC//rpmB//tesB//tauB//fliS//ldtC//tyrS//gpmA//ltaE//aroF//msrB//maeA//groL//rna//talB//barA//yehT//nac//ybaL//xthA//frwD//mocA//yahI//ynfL//asnS//tdcG//surE//fliT//secD//potH//asnS//nuoH//moaA//gatZ//yfcG//sufS//yafE//aspA//glpX//solA//caiF//glrK//pgrR//mazF//decR//ydjE//bssR//gmd//wecC//casA//ybiO//yciE//ydcT//yedA//ulaA//rlmL//fryC//chaA//serB//mnmC//cas1//nagB//yfcA//fabD//rzoR//entD//napC//kdgR//nrdA//insA-2//yebS//viaA//prc//trmI//purC//flgC//cbl//envR//glrK//yqaA//hofM//glcE//erpA//pspD//chbA//lit//yieL//metF//ccmE//diaA//tdcR//kup//gspF//flgJ//rzoD//phoR//qorA//mfd//thrL//yiaN//adiA//mraY//uidR//yieF//uspG//selB//hcaT//prkB//galF//argI//bglH//agaC//viaA//casD//frmR//pphB//guaD//sfmF//decR//mdtG//ansA//ppsA//yjbH//yafC//yibA//nusG//fabH//ygfI//mliC//mdfA//ptsP//ydiF//yiiD//hycI//pbpG//potG//pdeF//ybjG//obgE//cbl//yjfF//cyaA//yjjI//fecB//yohD//intS//mutY//ynbD//crr//infB//ais//fixB//waaJ//amiC//chpS//hcp//yhcF//qseC//mazF//agp//opgG//lptG//citX//clcA//yraH//thyA//mhpC//hyfR//ydeI//pgk//rplR//ccmA//ansB//glsB//ptsI//actP//arnT//ompF//sdaB//ybbW//pdeK//qseB//prlC//ndh//lpoB//rppH//ycjQ//eutB//nikE//mtnN//yhfK//paaK//moaB//agaB//mtlA//lysR//fixA//yggW//ftsK//rfbX//abgA//nirC//cirA//acs//topA//ybgQ//ibsB//fruK//zitB//yrbG//malG//xseA//cysE//rpnB//yjcS//obgE//emrK//yqgB//ulaR//phnL//pykA//metK//ascG//yraJ//tpiA//alsA//maeA//umpG//norV//grcA//acpP//rcnR//sulA//hyfC//plsC//csgG//accD//yhjG//srkA//nei//cmoM//ribF//fepG//ybhP//hyfC//ydeP//rbsB//recE//ygfI//yfgJ//dmsB//dgoT//rpsS//fadL//paoC//nagD//mraZ//nadK//ymjB//aldB//aceB//sucB//yraR//mreD//eamB//yafO//prmB//tufA//gloC//citT//ybcF//yihP//pyrH//cpxR//yehZ//csdE//rfbX//solA//miaA//hofN//bamD//tolB//mdlA//trpR//wcaJ//cysZ//yfbR//efp//metB//ymjB//gapA//gntP//purC//ydiO//carB//hdeB//ytfQ//dgt//fimB//nupG//nuoB//yabI//idnK//edd//rhaS//iscR//ygjK//osmC//rpsQ//phnG//gltL//puuB//hyaD//secY//malI//panB//yeeY//oxyR//lpxM//paaD//ogrK//cmk//rsgA//ydiK//gltX//paaE//ravA//purD//dsdC//chpS//agaD//coaE//yihS//fmt//rpoH//cytR//ybhI//hofC//tmk//rlpA//folD//marA//rdgB//yodD//satP//fumA//fimA//yadK//surE//yabI//amiB//rluC//ldcA//ygjR//sapB//agaC//rep//hcaC//valS//mrp//lpd//yaiW//bcp//greA//yhdX//yfcF//cpdB//relB//asnA//caiT//secM//dnaK//topA//rlmE//ybdZ//glsA//fliS//yahF//mak//sgbE//ycjW//glyA//eutN//yfeO//entH//dgoD//basR//yjaA//aspS//yehD//elaA//selA//dacA//mscL//relE//eptC//yhcD//araA//hdhA//mlc//clpA//pdxH//yfeD//selU//ycjP//fepB//rbn//paaA//dctA//xseB//gntP//prc//htrE//mdtF//yfeR//murP//carA//menC//rpmC//yieK//ydiZ//etp//ybgQ//zapA//agp//glnS//csgG//dapF//yadI//bhsA//mcrA//ynbB//ygbM//ycbU//lrp//umpH//pabA//serC//uspC//xisE//yihX//fucA//lamB//yihP//hofN//garP//rpsS//marA//hflD//hicB//dppC//ftsW//miaA//nirD//arcC//dinJ//murR//waaG//gudD//nirD//aroA//ydcT//lysS//trmA//bioA//rcnR//eutK//plsX//asd//sodB//era//rpsQ//dcuC//dusB//pflA//mscL//tig//sufS//cadC//mdtB//ibpB//yeaG//mdtB//seqA//ygcW//amiC//yidE//puuP//pflA//psd//alsB//cadB//cdsA//ldcC//alsE//menC//dacA//paaE//luxS//sfmA//pncB//gutM//rpiB//waaP//ccmE//recB//tolC//tyrA//yfbU//alaA//barA//mdtG//aaeR//tolQ//fdoI//amiB//mglC//flgG//yagE//prlC//citG//ygjK//ybfA//ybiT//fabB//ltaE//alaC//tar//flgG//rhaB//rlmD//xylH//rimK//msrP//fecC//gcd//hybE//mhpA//solA//ydiF//queE//yfdG//yaiV//atpA//yggE//lsrG//speE//kefB//rpnB//argB//fixB//sbcC//rpoH//emrY//entA//mltG//uxaA//moaD//nrdE//fbp//polA//hyaB//nanE//metC//nuoL//bssR//fepD//cydA//ybjG//ugd//ypdA//cobT//frlR//pspC//casB//priC//eutA//pyrE//mscM//tesB//mutY//cbrA//hcaE//uxaA//rhtA//soxS//rph//ubiF//higB//yneJ//dapA//bioD2//ssuA//phoB//yegV//rfaQ//yadN//fliK//baeR//mhpR//dinQ//pstS//pckA//ybgI//epmA//sugE//ygeW//uvrB//wecA//ynfK//caiT//dgcM//gcvH//cysW//yqiJ//fryA//yihR//thiG//ulaA//aroH//mmuP//gltL//lgoT//asnA//fecC//artP//gadX//cysQ//nupC//yfcA//insF-1//yhjA//waaZ//dgoD//cpsG//argK//uidC//slmA//torZ//hlyE//metK//yhfS//rtcR//rpoS//tatA//cpxP//fabI//yqaA//sfsB//ybhI//frdA//tsaE//cmk//rluF//rfaE//pbpC//hisP//sgbH//yddA//coaA//ytfR//sxy//yjhP//bdm//prpR//ebgR//insH-6//proC//yagU//rnb//sgcR//lasT//rrrD//yieL//yqeF//gatZ//infB//dcp//ibsA//tdcD//diaA//betB//der//nuoF//rpmA//yciF//rclA//mhpR//rpsK//ftsX//ybiJ//entH//sodA//rbfA//ybcJ//argF//mngR//hyaB//fecD//yqiG//intS//manY//ygiW//yehX//cysH//sodB//aroA//gmk//ydiO//pntA//mlaB//nusG//nuoE//mrr//fhuF//tadA//ibpB//nuoE//ygiV//phnN//yjeH//fimG//ytfT//dgcJ//yadG//btuF//dpiB//ung//actP//gmk//yagE//psd//rfbX//ghxQ//menE//hprS//potI//xapB//fkpA//ilvC//rluC//ade//ddpA//hypB//hslO//rbbA//cpdA//rpsA//lsrA//hybA//rfaG//lgoR//yidK//yihV//gyrB//ftsW//ydcS//kefG//tolR//ypdI//qseC//pheA//nemR//casB//cfa//mutM//lsrR//ydjK//modB//opgB//uvrY//codB//narQ//cdgI//rseC//dusB//hypD//glpC//kduI//fadR//yjeI//ygjK//yijO//purU//yigL//yehW//ybhI//ydiO//thyA//menE//pdhR//yfcF//yeiG//glpF//insB-2//ibsA//yaaA//astC//guaC//trmH//bfr//mtr//cheA//yiaJ//ybiY//nrdG//ydjE//livK//mdtM//cmtB//cynS//mcbA//lpxT//hns//recT//rcnB//dinB//mrdA//livJ//nikD//rutE//glgB//lolA//dinB//mdtN//opgD//csgE//spy//ackA//yccS//ybdH//surA//cadB//tas//prpR//yfcQ//xseA//ompA//rhmD//yraK//yecS//fliT//ybdO//nlpA//roxA//rsfS//tufA//appB//artJ//fadI//ytfP//bamC//ilvL//alsE//rhmD//ftnA//rsmD//yojI//mdtF//cas2//cas3//frc//prlF//patA//copA//fdoG//yjjW//eutD//argG//nlpE//yidL//ybiT//tolB//pgl//topAI//yehD//arcB//xisE//ybeQ//purN//pncB//ubiF//pyrG//mlaB//caiF//mtnN//argD//yagF//slyA//shiA//ygjK//flhC//speC//idnO//era//csgF//tusC//hsdM//yihT//hokE//era//yebQ//dedD//rplL//ynfL//xylB//mhpC//alkA//ymdB//ung//frdA//rimO//xapR//yihX//ynbC//dnaB//yiaM//secY//yihW//ebgR//wecE//ypjD//yceK//aer//rfe//ybdH//dsbG//skp//envZ//nfsB//dsbD//thiD//mltG//pcnB//dapA//sbp//kilR//mscS//rluE//frlR//yneE//purC//hybA//livM//rseB//cueO//paaE//yeiG//map//sgbE//gmd//yidA//phoA//bioC//macB//ampH//glnH//rspB//recO//ypdI//yfcQ//lapA//torS//glcD//rsmD//
GO_0006808_4	recO//lpxM//msbA//
GO_0006810_4	fimB//leuB//hofP//cutC//serA//nagD//feaR//rcsA//ymgC//roxA//nrfE//syd//ilvL//wecA//thiH//cpdB//fdoG//shiA//agaV//nuoM//recO//rlmF//garK//comR//uxaB//mscS//frc//uidR//feaR//eptC//yohC//purR//ycjQ//mepM//rfbD//galR//eptC//tauD//paaC//yidL//dgoK//agp//ydbK//htrE//pyrG//dapF//tdcE//fecB//rplE//waaJ//dgkA//chbA//tag//rfbB//phnC//lacY//pflB//lysU//fur//ybjL//pabB//ampG//ybhD//ccmH//dinJ//ispA//gspE//prmA//menC//plsB//pdeH//rfe//srlB//yfdS//tas//ptsG//yfaU//ibsE//paaC//flgJ//ribA//sgcC//ilvI//waaF//rpmH//malF//mdfA//lsrD//rarA//yeeA//oppC//csgG//ybgQ//exoX//phoB//yggP//rutE//rutD//wzzE//uxaB//dacD//queF//ibsB//patD//nadB//caiB//yjbB//cpoB//otsB//atoB//fadA//lpxL//ilvB//tnaC//mazG//wzb//araC//plaP//aphA//hemC//ada//alsE//mntR//hxpA//tauC//map//rsmD//viaA//tnaC//prlC//yggD//hybG//agaA//yehC//lpoB//tpx//aldB//yihU//rlmI//mntS//malF//rpsM//glpG//nudG//ymdB//pbpC//ompC//argA//queF//cspE//hemL//yhiM//kefC//kduI//yoaB//yhcF//tyrS//abgR//mglC//gatA//lpoB//higA//ybcQ//tas//rfe//narW//sucA//eptB//dgkA//ribE//yjfP//epd//gatB//prpR//gltB//nlpI//argO//mdtO//ybjX//ispB//sgrR//rsmJ//tabA//ydcT//fieF//araE//citX//trpC//endA//queF//fliZ//hisS//hscC//menB//recB//ulaB//rsuA//ycjU//zinT//yieK//phoP//rpmE//mioC//bamB//yrbG//ssuC//pdxB//hsrA//ynbD//ydaC//cydD//yidR//yceO//paaK//frdC//ygaH//yehZ//yjjG//yjhG//gshB//ykgA//flhD//sutR//puuC//proP//ycbX//cobB//entD//efp//plsC//waaG//metL//adhE//oxc//yjiQ//malX//ribB//ybgQ//ybdZ//lit//moaB//rph//aqpZ//araF//mutM//fdhF//guaA//ompT//topAI//treF//yfaE//ralR//parC//caiB//rof//cynX//mutM//spoT//ydiZ//moaA//ais//kdsB//fpr//yraN//osmF//chbC//nagC//yehU//araA//thiE//xthA//pgaD//rpsG//fdrA//pta//rrrD//ybiH//btuE//glnH//narG//cueR//lsrA//ttdT//glnS//acpT//gcvA//gsiC//tsaC//yghO//mutS//srlB//dcm//soxR//paaX//sdaB//ftsK//entH//nrdE//torY//setC//yfjV//fabI//kch//yieF//secA//pdxB//yhaO//pepN//ybaM//zapE//ydbD//cydD//fimC//glrK//queF//umuC//serB//tomB//uspB//sfsA//yddL//nupX//pdxY//thrC//gcvP//ugpB//mgrB//cheW//cobC//dicC//cnu//hemG//yfbR//sdhB//hemB//trxC//glnB//ebgR//mepM//ydcM//fabD//fucP//ychO//yhcN//rpiB//yfdO//dcuS//eutR//wza//phoE//yiiE//gsiD//ydaV//yfbV//ybgI//trkA//ibpB//thiM//mntS//thrS//asd//groS//sufD//aceB//kdpF//fruK//rimL//mngR//mazF//dcp//erpA//proV//mutH//gntK//amiC//cstA//panF//ftsX//nagZ//hisP//tap//yjjQ//yjfF//livM//udk//rnt//tehA//gntT//rrrD//wecC//trpD//glpD//csrD//secE//yjhG//gshB//queE//yfaL//wbbK//moaA//truA//ulaF//mglB//ydhJ//flgH//prmA//moaE//alsK//chpB//lrhA//rplX//suhB//lsrA//ydeE//yghW//mrcA//trpS//ybcC//epmB//panZ//ompC//carA//iraP//arfB//gltK//mcbA//pdxK//rffG//fadB//hflC//gatZ//phnJ//fabR//cysE//sppA//yidD//nuoF//dacB//proP//ttdB//speG//sodA//ftsX//trmJ//tyrB//dkgB//ygaV//rfaC//sufD//yfiE//zapC//rfaG//gatB//yidL//paaG//allR//srlA//ebgR//yafE//accB//aidB//kdsB//uhpC//tus//cyaY//gnsB//nrfA//hofO//gltS//intS//tusD//waaU//adeP//yedF//pdeD//csgE//yehZ//alsC//dsdX//ytfP//msrC//sbcB//nanT//frdB//afuB//rstB//galP//yafQ//pdeH//ubiD//tig//hofP//emrY//yihX//rzpR//def//ycfH//uxaA//rcsB//napC//glcF//mtlR//tcyP//ihfA//pgpA//uxaB//mliC//mug//aer//zinT//sgcB//fdx//yafE//rhlE//yhjV//slmA//trmB//yfcF//udp//gpsA//fliZ//rraB//tamA//ccmD//yabI//thiC//ftsP//yebQ//yajO//yhaC//ogt//greB//ompW//yebK//lysA//ynhF//livJ//rplS//yedF//ybbW//nrfD//nrfD//waaP//yjiA//fucA//icd//aqpZ//nagA//tdcA//uvrY//hslU//potC//hyi//alsK//phnN//surE//casB//hisH//fliS//mcbA//spoT//pgaD//araG//yeiL//hcaR//secF//srlR//rclB//gatA//idnO//lpxL//pabC//mdtK//nupG//dusC//abgB//yhdH//rcsF//insA-2//srlR//astC//pck//sufS//gntR//aroG//glnB//bglF//erfK//malE//gadE//yeaV//frvB//ccmD//deoD//rpoA//amiD//ubiF//ade//
GO_0006811_5	yagF//bglA//hybE//aroK//ftsE//glgB//dinJ//znuC//fimE//miaB//tolA//setB//rlmG//acs//cysN//fixC//ilvE//queE//ftsZ//sucA//yejF//rplQ//ebgA//roxA//tdcA//fryB//gntR//garK//gltL//lysU//argK//cutC//glpK//rtcB//kup//trg//amiD//ynbB//tpx//xylH//aes//tbpA//tdcA//rrrQ//setB//puuP//lyxK//dfp//pepT//mngB//malF//rcnB//arcC//btuC//ispU//ubiC//glcC//ybiT//hscB//ubiG//spy//yehB//add//pspA//tusA//waaF//rpsK//preA//metK//pgpB//ycfJ//rpsI//pgpA//frvR//rlmN//hokB//dacC//ampH//solA//hipB//udk//elfA//glcE//cysM//mrcA//ispA//pspD//otsA//thiM//ghoT//hofO//atpE//gyrA//atpG//yidE//trmH//setC//ynjA//rhaB//malP//kduD//malS//lasT//cirA//nikC//rpe//queF//glgS//infB//caiD//ilvI//gsiB//mlc//purL//queC//galM//feoB//pheA//mreD//glpG//nrdB//rppH//ortT//dsbG//gudD//ghoS//yafS//ymgC//ynbB//fumC//dedD//hicA//yidL//fepC//ltaE//yjhI//avtA//rhaT//ibsC//ddpA//bglF//pepD//rfaH//ghxQ//hpt//rpsD//tag//ybjD//rlmB//rbn//luxS//cysD//cydC//fdnG//rpoS//secD//ldcC//nac//flgM//purA//rlmE//phnI//dhaL//lepB//pgm//gloA//dpiA//cspB//fhuC//mreB//nikD//nrfG//argB//chiP//rpsB//abgT//xdhB//metE//kup//pspC//eutK//rpnA//hmp//fdoH//dgcZ//pdeK//fruK//zwf//rhaB//btuD//clpP//abgB//fadI//bioD1//gyrA//yibT//emrK//pstB//caiD//yeeL//sbmA//ratA//yehW//rmuC//rpmA//ycbV//sdaC//dsbG//kdsC//ypjD//kdgT//dicB//rpmA//gadE//ygcR//ftnA//aspC//ydjL//zipA//msrB//yciG//trxC//narZ//rplW//yjeH//ttcA//sspB//mrcA//yfcR//argS//rihA//topB//cpoB//pgsA//acnB//ybbW//arnD//yfiR//rhaB//gatY//tauB//lspA//ynaE//pgk//nagB//rpsT//creC//uhpB//opgB//xanP//ptsP//creC//ugd//yjfP//bcp//ulaC//hemD//envY//lysA//yggP//ycdY//glcA//dgcN//yaaU//menB//bglJ//ydcP//yehA//fryA//topAI//atpF//wecE//dppA//dcyD//ykgA//fdhD//rpmE//metN//yebS//rpmB//waaJ//clpP//pta//kdpC//csrA//idnD//fepD//
GO_0006812_6	clsC//ubiG//rpsJ//hyfR//adeQ//fbp//zinT//bcsA//cvpA//serA//yqeF//torZ//flgH//fecC//gapA//yieK//fucP//cysU//yjbB//yieE//nrfF//araH//ppiA//fimB//mak//dicB//lapB//ybbW//asnA//hcaT//tcyJ//pykA//glpA//yceD//uraA//dmsA//menH//higA//tcdA//yfdO//asd//soxR//mscK//fadL//aqpZ//mepS//csrD//lpxP//mscL//avtA//appY//gltL//yahN//napB//nrdD//setC//ytfE//trmH//mlaE//mioC//pfkA//bacA//mqsA//yieH//ibsA//ygdG//aroP//ybcF//crcB//hemL//rpnC//yegS//mocA//miaB//setA//dgcJ//glsA2//hxpB//kdsA//trpR//cspD//rlmN//nrfD//lptD//glpF//scpC//glrR//mepH//ynfK//prmC//malI//cpsG//yhjC//torI//nrdG//hemF//fkpA//yfhH//mutS//bdcR//aceA//secF//wecE//flhC//plsX//lacY//hisH//wzb//rapZ//yfdK//glpX//agaV//guaD//lamB//fucP//gatZ//pspG//bhsA//solA//fpr//mntP//rhsD//fucP//oppA//yhcN//dosP//cyoC//ugpC//ackA//gltP//baeS//kduI//tcyP//ycbV//ftsE//pdeD//narI//yddM//appB//cpdA//nrdH//xapB//ibsE//glgC//yagJ//cyoD//rpsO//ybiW//gsiD//tqsA//gloA//torS//opgE//yagE//hslO//argH//ymfK//yccX//gltP//ydaV//mdtP//yeaD//rcsC//tsaD//mdtG//yneE//opgD//yagF//fabH//udk//prpC//
GO_0006813_8	aroG//rssB//waaG//hofN//idi//mglC//lhr//rpmB//mqsR//tatA//ycdX//yhgH//mtlD//dusB//birA//ppiA//sdaA//
GO_0006814_8	arfB//galM//cobT//ydeT//trpD//yqeF//trmB//pabC//ytfR//
GO_0006816_9	rsmF//
GO_0006817_8	pnuC//hprS//higB//pckA//ldtD//rplL//nanT//hcp//pitA//
GO_0006820_6	modB//dtpD//paaA//cecR//tauA//ymfA//ccmD//nrdB//waaB//lepA//nudB//mraZ//gpr//gadE//elaA//paaX//hflK//phnM//hypT//radA//bcp//yfcG//xanQ//rpnC//yhdH//hcaB//pabB//fabG//waaU//secE//hofQ//betB//bglB//potH//cysM//etp//gcvR//setB//fecC//ycgB//nsrR//secB//ompR//yciE//yciH//recT//rsmB//asnA//hlyE//rimI//hycI//lipA//cusB//btuC//nagD//fabD//rsuA//truD//bamA//torS//adk//bdcR//argD//rffT//dnaC//mtn//leuB//ycdX//dacD//feaR//rpmF//ygcW//crfC//fruA//rsfS//cyaY//ftsN//ompL//ybiI//yciF//hyfR//frdB//smrA//selB//rsmH//hokE//emrE//tilS//xerD//ung//gsiC//preT//yjbH//yqeG//kbaY//ydeT//gltB//rfaE//hybC//ygbM//rffG//lolC//gpt//mtgA//iaaA//yojI//greA//pgl//iscS//arsC//ycjW//relE//ldtA//sstT//ada//frlC//lhr//wcaC//lldD//oppC//lptC//barA//ackA//narW//ybiJ//kduI//tamB//uxaC//yqcC//malZ//ulaF//pyrF//uhpA//pspD//ahr//dicC//cmoA//nrdH//otsB//aroC//rnlB//yciT//modB//dbpA//rrrQ//mdtD//ubiB//kdpD//yhiM//rimL//mqsA//trkH//ispA//otsA//potD//yfcR//dusC//yeeO//hdhA//hxpB//ynaE//rplQ//pflC//yeeJ//napF//mltB//menB//tsaC//glk//tauA//alaS//adhE//fixA//torA//yidR//hslV//paaJ//
GO_0006821_8	lsrB//trmH//ybhD//
GO_0006824_8	panE//elbB//rayT//ridA//
GO_0006825_9	gnsB//groS//mntS//yebZ//birA//ubiF//ycjR//
GO_0006826_9	livH//lpxB//gadW//glyS//pdxH//epmC//ygdG//ygeR//yidC//fdrA//yadC//tabA//fcl//mnmE//ftsI//pepA//pcm//
GO_0006828_9	ada//sdiA//nhaB//
GO_0006829_9	waaZ//dnaJ//cheB//araC//gpt//eamB//hscB//nikC//cpxA//
GO_0006833_6	hfq//
GO_0006835_8	yjtD//ydiK//recA//rsmJ//fepA//yphC//mhpC//rpoH//yoeB//iraP//radD//appC//prlF//metB//
GO_0006836_5	mraY//xseA//tus//galU//ymgF//serS//yeaV//lsrA//hslV//pmbA//
GO_0006846_7	efeO//ldrB//
GO_0006847_8	purT//
GO_0006855_6	lpxL//murA//pabA//iraM//lpcA//yidD//mdtL//ybgI//rplW//recE//yehW//rna//udp//rdgB//casE//ybiA//fucO//ptsN//spy//yobF//ttdB//aaeA//rhlB//ygjH//fepG//narJ//maeA//ycjQ//cecR//yibH//erfK//sodA//hofP//ybgI//yciG//tldD//dtpB//trkA//ygfA//sthA//yraN//potA//glcE//murA//envC//yodD//cpxP//chbA//secM//nirC//ssuA//sdaC//sutR//sgcC//pdhR//mtnN//dctR//dgcN//
GO_0006857_7	yahO//trxA//yihI//ispG//ydaV//artM//leuE//ruvC//puuA//gltP//leuB//gshB//thiM//ydjH//tag//yqaA//dgcT//secF//proB//orn//bdcA//pdxB//bdcR//oppC//kefC//sthA//diaA//
GO_0006862_7	shiA//
GO_0006863_7	cspG//slmA//sstT//arnF//moaC//dsbB//hemB//rpe//
GO_0006865_6	rlmH//mrdB//betB//gpp//ddlB//mhpR//murJ//tsaD//rna//ydhQ//atpB//narV//pflC//prpR//dinG//bdcA//ompN//ynhF//trmB//yiaT//dppB//paaD//cof//gntU//clpA//atoC//caiT//hybF//ung//ybgI//yedP//ibsC//galM//ridA//rffG//ybaL//rimK//cysC//glcB//rpiR//sufD//yajD//eutB//rpnB//hybE//hupB//yphF//yebK//btuE//rplB//yjiM//melA//yihQ//narK//garK//yehW//mdtE//cysI//glsA//lpxP//nrdR//fur//mdtM//fabG//fpr//mukB//epmC//mqsA//yagF//gadW//hslO//bglJ//casD//
GO_0006868_7	ygbI//dut//def//
GO_0006869_6	pepA//fixA//purC//hflX//lpcA//cysZ//hybC//ynjD//ssuD//dppF//phoU//serA//yggE//yddA//livG//rclA//yhbS//bglX//xseA//ycgR//skp//rplP//kdpC//
GO_0006873_5	galM//fepC//ivy//bepA//yjcO//dnaX//ycjD//topA//guaC//ydcO//aroD//glsA1//tktB//gltS//bioC//ariR//dnaJ//mtfA//agaI//ccmC//cpsB//fliM//yneJ//yggN//sutR//ampD//ompR//carB//priB//pmbA//
GO_0006874_8	mdtQ//
GO_0006875_7	yadK//secD//glrK//cynS//mcrA//rffG//lpd//yhdZ//mnaT//sapD//sulA//wecE//nusG//ydjL//ruvC//ugpE//wza//glpK//gpr//cbrC//pppA//
GO_0006876_8	queF//
GO_0006878_9	yjfP//metK//ygcR//nuoB//mdtM//
GO_0006879_9	tolA//ilvH//ycaO//cspI//rhtB//citG//mdtQ//fdoG//pfkA//nudB//kbp//
GO_0006880_4	murR//pgaB//yqiJ//
GO_0006882_8	argI//
GO_0006883_8	oppB//slmA//nrfF//
GO_0006884_4	ybgI//hybG//kdsB//glcD//narL//
GO_0006885_9	pdxK//rlmE//gpr//glnH//ycjD//alsK//sdaA//pppA//gntR//cueO//prmA//
GO_0006886_5	elaD//eutR//yehA//skp//dnaN//aslB//lpp//fumA//livG//manZ//rplF//
GO_0006928_3	yajL//cyaY//yddM//nac//yedF//lptF//lysC//trmO//mntR//rlmH//gadC//ybdO//acrF//rcsF//ygeV//exuR//rclC//napC//citE//rpoE//tldD//hisM//raiA//avtA//sfmH//ydjL//otsB//pagP//yeiL//xylG//baeR//endA//yciT//nrfC//insH-5//allS//adeQ//treA//fadB//rnlA//narV//hcaB//garD//yafQ//
GO_0006935_4	rsmH//fliA//rbsC//ftsA//galR//yojI//glpD//insK//ldcC//araE//narI//hcaR//ybaQ//fruA//zapD//yhjX//
