#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	paaG//hyaB//relB//galS//
GO_0009127_8	ulaC//rpoE//yfdO//paaK//xylR//dtpD//rdgC//pflB//insI-2//ydeM//adiA//dkgB//kup//rimK//nlpE//sdhA//yjjW//fimI//cysE//bluR//hslJ//fur//hsdM//garL//dgoR//exbB//ruvA//sufE//sseA//ynfK//
GO_0009129_7	treB//fadE//glgX//yagG//phoP//yqaB//gshB//fixB//rzoD//crfC//
GO_0009130_8	dgcZ//uxuB//ssuC//yiaO//ung//
GO_0009131_8	yaaY//mcrA//ascG//glcA//lsrK//
GO_0009132_6	galU//hslO//sfmC//rffH//sapF//rhmD//nrfE//aer//phnJ//cas2//ackA//iraD//dgkA//ssuC//rcdA//uxuR//tyrA//yafS//alkB//dgcQ//yeaV//lpoA//insK//sgcX//bioC//
GO_0009133_7	zapB//ybhP//rutR//
GO_0009135_7	hscC//nikR//potF//cmoB//yjjV//yfeO//tnaC//rpsE//osmY//melR//tsx//rho//ftp//ldrB//smpB//rpsQ//rimJ//insE-1//ldrA//yjbG//amiD//prpR//hemL//
GO_0009136_8	malZ//
GO_0009138_7	ybbW//nuoM//
GO_0009139_8	tdcC//rpmC//
GO_0009141_6	mdaB//ybaT//tatA//phnN//metC//ybdM//ybhF//ybjL//rmf//elaD//ttdT//tolB//elfG//erfK//zntR//fhlA//ycdX//recD//yajL//hemA//yhdX//ridA//cheZ//ribE//rnhA//mtlA//lamB//wrbA//tpiA//evgS//argI//cbpM//ilvA//potC//yfaX//zwf//sad//vsr//
GO_0009142_7	yhfK//ttdB//xthA//tauC//yibT//prpC//roxA//yjiY//htpG//yaaU//lpxT//puuE//yebQ//rpmJ//glcB//potA//ychH//fucP//priB//ybdG//trpGD//ymgF//araB//chpS//gatZ//frwC//galM//insE-1//
GO_0009143_7	manX//cyaY//ybhF//ampD//
GO_0009144_7	ygbI//cmoB//evgS//ribC//ariR//rcsB//ynhF//ygiS//chbA//arfA//ilvN//gshA//yqaE//hcp//ycfJ//sseA//srlR//parC//acrE//rplF//appY//zupT//glnH//yihU//hslU//yieE//infC//cspC//araE//astC//potI//
GO_0009145_8	purD//rna//rpsL//tatA//katE//lepA//rng//lnt//alaE//prc//citT//uidC//glyA//rraB//pflB//hslO//livF//rhmR//yeiG//panB//cirA//leuB//yebC//
GO_0009146_8	fetB//pitA//
GO_0009147_7	cueR//rsmB//glpT//galP//
GO_0009148_8	ycdY//adhE//
GO_0009149_8	rnlB//yieL//
GO_0009150_7	rplM//tdh//ttdB//metB//ghxQ//fmt//speC//sohB//yjjG//ompR//ssuE//ibaG//tas//tyrS//cpoB//ypdF//sfmC//pnp//lolD//mscL//baeR//citX//bglX//lit//tsaB//murA//ecpR//lasT//yejA//uvrD//yqjH//ybiJ//queD//ybcC//nemR//fliM//dgoT//insA-2//etp//hybG//ftsW//hisH//gluQ//pbpC//yggT//cobB//ydjM//rrrD//
GO_0009151_7	tolR//rpiB//
GO_0009152_8	borD//yiaL//fadB//degQ//phnP//frwD//rcnR//ptsG//ldcC//fepE//araA//cysG//hxpA//yjbG//abgT//rnt//cheR//ihfB//alkB//sdaC//yfcS//ogt//tktB//nth//murQ//yeeO//ydcS//pspC//yeeJ//waaH//ampE//tolB//ccmF//hxpA//fdhF//puuR//yfcU//
GO_0009155_7	yaiW//ligB//
GO_0009156_8	btuC//livJ//cysB//yieL//yhdH//znuA//ymfK//bioP//eutN//entA//argT//yhjV//ralR//fimI//yhbX//fucP//hisA//rplC//ynaE//pnp//malQ//ybcQ//rplX//bglB//rhaM//fepC//rhaR//tsaE//hemF//ydiB//fes//uvrC//ybiT//
GO_0009157_8	sgrT//lysR//hexR//mreD//
GO_0009158_8	dpiA//kdgR//rdgC//folE//rhaT//
GO_0009161_7	malY//hofO//csrA//stpA//cstA//lpd//cysU//hybC//tusC//glpR//yidK//dctR//recR//yaaA//bioF//basR//ygbI//glgX//hprS//rluF//hypT//acpT//lpd//pntA//puuP//yaaU//argF//tcyJ//cynT//sucA//agaC//rpoH//znuB//wrbA//aroG//ansA//rcsC//sdhA//emrB//agaD//hofQ//ybjX//
GO_0009162_7	yihR//yhfK//pgpC//def//
GO_0009163_6	cheA//ompN//frvB//mltC//wcaJ//acnA//fliG//hybA//ilvI//blc//ybaM//lptC//ycfH//sgbH//cvrA//pepD//rapZ//mgtL//guaB//
GO_0009164_6	csgA//ilvI//paaF//rlmJ//prs//galE//hsdR//srlR//sapB//yehD//nuoN//yfcA//cvpA//
GO_0009165_7	entH//qseC//lysC//xisE//artM//cydB//aroA//ydiP//lgoT//ulaE//cynX//hyaD//sbcD//ygaV//fecB//ydcS//hyaB//ygjH//yneE//ybdN//yehX//idi//atpG//atpB//ispU//norR//gcvH//melA//speB//secG//uspB//diaA//yehZ//rpoD//selD//rhaM//rarA//ompF//hypA//nadB//tamA//phoR//msrA//epmB//rfaC//yhdJ//truD//pphA//artI//ygiW//ptsN//pgrR//yiaT//ulaC//ade//argH//gpt//mcrA//ulaA//yajL//htrE//osmE//umpH//yeeJ//ltaE//prfB//gltS//mtlA//rsmI//ydfG//fes//
GO_0009166_7	yfhH//znuA//glmU//nanS//fliA//glnL//ypdA//torZ//efp//norR//rtcR//argO//evgA//waaC//ddpA//yheT//rarD//yeiL//wcaJ//ymfA//ydhC//entB//yhdW//rimO//ptsI//yjaA//mdtB//ydfD//hofC//ldtE//pheM//
GO_0009167_8	ftsI//ydcS//sbcD//rimO//gnd//nanR//pepT//epd//glvC//ychO//amiC//pyrC//insK//fadL//yafC//nagC//nmpC//menB//murI//tsaC//mdtE//cysA//mog//dnaT//glgX//prmA//yeaG//rffM//trxA//dicA//ftsQ//alr//galT//ycjD//
GO_0009168_9	dnaJ//yebZ//yahF//ygfA//mdtM//xseA//slmA//aceA//gpr//yiiE//yjcO//yraH//sgcE//phnI//araD//narL//fimH//malK//exbD//dinJ//insH-6//moaB//yagU//def//rffC//yjjW//fadM//glsA2//fadJ//waaH//
GO_0009173_8	lacI//glpK//rclC//aceF//flgK//ybcC//fcl//
GO_0009174_9	yddG//yphD//
GO_0009175_9	hyfF//holC//trg//pgrR//ydaC//
GO_0009176_8	recQ//eptC//garD//
GO_0009177_9	betT//mngB//yfcA//
GO_0009179_8	asnS//tqsA//msrA//entH//galS//fimH//higA//uxuR//gmd//lptG//hofN//rpoH//ilvE//amyA//djlC//fimE//codB//insI4//queD//trpB//insI3//dusC//hexR//
GO_0009180_9	murQ//
GO_0009185_7	ldtC//mdtG//ubiG//rcdA//lipB//entE//ttcA//tsf//sfmF//yeiG//ydjL//ydfH//sapB//ybdO//fdoH//aldB//tauC//cycA//oxc//rdgC//yadN//apt//ptsH//asnA//
GO_0009186_7	bamA//
GO_0009187_7	mgtA//cvpA//
GO_0009188_8	rplX//yeaE//
GO_0009189_8	folX//
GO_0009190_8	rclA//uup//
GO_0009193_8	rlmD//
GO_0009194_9	matP//
GO_0009196_8	ispA//
GO_0009197_9	srlD//
GO_0009199_7	fepA//nuoI//kefB//rsmG//torZ//ghxP//intE//ccmG//insF-1//alsC//speG//ybcF//rlmB//lysA//lptC//fucP//trpC//gapC//rpmJ//murP//insB-2//nanT//gcvT//hfq//srlE//prpR//rpnB//kdsA//narL//holB//yggP//
GO_0009200_7	yphC//tusC//ccmF//hyaD//
GO_0009201_8	caiT//sbcD//nanT//kch//sapF//yeaD//tas//nagC//fimC//mutY//gfcE//fepG//yfeW//ygeW//nrfG//umpH//ybcQ//purF//garR//rluE//ftnA//tolA//edd//malZ//
GO_0009202_8	arnF//
GO_0009203_8	ybdM//
GO_0009204_8	tktB//ttdB//idnO//
GO_0009205_8	secB//emrE//npr//ruvB//yiaT//gcvP//ompC//dicA//uvrY//ybiS//cbrC//msrQ//ssuC//adeP//araC//waaG//lexA//yjjU//ldrA//trkH//murC//fadD//cytR//ygjR//ugd//rplC//yrdA//mukB//recB//
GO_0009206_9	uidA//apaH//gadE//fdx//yggD//eptB//yehU//leuO//rplR//ldhA//tdh//hypE//cho//mltG//pgl//ndh//mppA//ftnB//amiC//kdpE//yhjR//torA//srlE//
GO_0009208_8	lepA//cadA//
GO_0009209_9	msbA//
GO_0009210_9	dcyD//
GO_0009211_8	tsf//narH//cusB//
GO_0009212_9	nupX//
GO_0009213_9	putA//yohC//
GO_0009215_8	rpoD//nrdA//
GO_0009217_9	mtlA//hisI//
GO_0009218_7	intS//rep//gatZ//crcB//msrA//alkB//livG//secY//gmk//yohC//pepQ//ilvL//
GO_0009219_7	hdeA//atpC//ridA//ygaZ//ampE//
GO_0009220_8	fepE//pepN//glrK//gabD//flgB//yjjU//
GO_0009221_8	prfA//nuoN//ugpB//xseB//
GO_0009222_7	malP//cspA//yhjD//yafC//rfaG//ypdF//
GO_0009223_7	nudB//ydhQ//
GO_0009224_9	hofM//flgF//
GO_0009225_5	pyrF//nrdD//mltA//yedX//icd//rseB//patD//chaC//entF//pgaB//afuC//thrL//ribF//yedP//yghG//
GO_0009226_6	leuE//aaeB//otsA//yphB//rutA//mqsR//wecA//glpK//ptrA//ccmA//pflA//cspC//cysB//
GO_0009228_7	raiA//mglA//yggX//lpxB//flgJ//adeD//purA//sfsB//ygjK//rcnR//
GO_0009229_6	mntR//yhdH//
GO_0009231_6	hcaT//mdtC//tusA//rplI//lpxC//fliA//ompW//
GO_0009233_6	pdeH//ydhK//panE//rpoA//ldtB//ybiT//tyrA//narK//cbtA//envC//
GO_0009234_7	uvrA//tusE//queC//yedP//sgbU//yegT//yddM//glgA//ascG//mdoD//
GO_0009235_5	hscB//potC//btuF//yghG//ribB//srlR//
GO_0009236_6	blr//yqaA//aceK//yafO//yddG//livJ//
GO_0009237_4	yigB//yjiQ//holE//mglB//gadB//nrdG//trmA//agaA//torI//
GO_0009238_5	uof//mepH//hyaB//nfo//zapA//mliC//thiG//rcsA//yciA//
GO_0009239_6	cspD//argD//yebK//ybhA//leuB//ybdM//pspA//clpP//
GO_0009240_6	ilvE//fimD//sanA//glnA//gadC//
GO_0009242_6	yegV//ttdT//adk//nadB//clsA//hypB//mcbR//ykfM//yjcE//fepA//lysR//
GO_0009243_7	rnc//
GO_0009244_7	creC//potD//livH//dapF//hxpA//rsmB//trmI//flgH//malY//diaA//sdhD//gpsA//mcbR//sdhB//miaA//pgi//rzpR//yfdS//bglJ//dnaQ//fau//argK//setC//insI4//frvR//lpoB//yqcC//fabZ//dtpA//
GO_0009245_6	hokE//ybhI//hisQ//fliG//citC//rlmL//dtpD//ugpC//hcaB//guaB//
GO_0009246_6	msrP//yejA//mobA//phnO//afuC//rutR//preT//nanS//ydeT//
GO_0009247_6	treA//metE//ibsA//paaB//rplQ//minC//rbbA//ttdT//dinD//ydjE//aroA//hemE//
GO_0009249_6	ygiS//rpsD//rplI//
GO_0009250_7	ruvB//ydeP//glnD//ytfR//dacA//hcaR//elfG//prmC//ldtA//ydjJ//fdnI//chpB//fhuD//ppk//
GO_0009251_7	tatE//tmk//rimJ//fimI//yaaJ//gspE//
GO_0009252_7	waaU//ftsI//recD//gshA//insH-5//iscS//glxK//htpX//mlaB//wecB//mipA//dcuR//ygeR//rluB//dsdC//ydiB//alsA//miaA//mqsR//mngA//secB//metC//cusR//csgE//pdeK//deoA//waaZ//yhiM//rlmD//gldA//metI//ahpC//gudD//yidE//atpB//yihV//argO//cpdA//caiD//
GO_0009253_8	uacT//lptA//gltS//glpD//amyA//nuoG//exbB//thyA//recF//lptB//
GO_0009254_8	yedX//copA//yafN//dinG//rutR//mdh//lpoB//lapA//yhcF//pdxA//
GO_0009256_7	betB//clcA//hflK//ppc//
GO_0009257_8	ilvA//ybhJ//cptB//ubiD//
GO_0009259_6	rcnB//rbsA//hicA//gpp//murA//rpmA//purT//glsA//rnhB//thiL//uvrD//ispA//trg//otsB//uhpB//rfaB//phoU//afuC//araA//yciA//alsA//motA//rpsQ//tyrA//fis//kdsB//gloA//mgtA//rapA//ribC//rlmE//ybdO//tauD//ddpX//hcaE//ecpR//ymfK//pinR//ynfE//menD//ydcM//idnD//pepD//glpG//ulaA//nagE//cadC//hslV//rfaH//yjbE//orn//clsA//rlmG//groS//melR//qseC//pstS//yohC//ybfE//cysH//ghxP//
GO_0009260_7	paoC//groL//fbaA//ssuB//wecB//bamC//rhaS//bfr//fimB//ydjH//sfmA//glpR//araE//hemC//hisP//greA//ybcF//icd//bglJ//mltD//aaeR//rplY//rpsR//stpA//sutR//cpoB//rpsS//yadM//gutM//nfuA//mhpR//pgl//ubiB//yciG//hflK//ygfI//degQ//hexR//putP//yqiH//ybdM//ulaR//glnQ//frlC//
GO_0009261_6	ansB//prkB//glnB//gdhA//selU//yebQ//
GO_0009262_5	livJ//ppk//hdeD//bglA//orn//spy//rrrD//hflD//ade//dnaJ//rplO//frlC//emrD//
GO_0009263_6	cysH//aqpZ//acpH//ybeQ//trpA//lptE//pabC//dedD//cspD//
GO_0009264_6	ushA//uacT//yggF//dcp//fabB//
GO_0009265_7	thiH//ribC//lysR//avtA//yraI//
GO_0009266_4	ansA//msrC//cycA//rhtA//nrfA//mdtQ//gsiA//waaG//kefC//ydcI//plsX//katE//dauA//nadD//rcsB//yjcE//sgrT//dapA//ftnA//ratA//frwD//allR//yfbV//glxR//sgcB//appC//pdxA//ymfA//feoB//ydfK//mcrB//tktA//hsrA//lpxH//arfA//mdtM//hybG//yhaM//ibsA//fepC//aroE//dinB//potH//plsC//glnD//atpH//yciF//ldcC//ytfQ//yeeY//cydD//rpsD//curA//rimP//purT//parC//exoX//csgG//rlpA//mdtB//yoeE//recJ//gpmA//sbmC//hybG//msrP//ygfI//dgoD//fabR//kefF//hslJ//ykgA//ytfE//acrR//ydiQ//csgA//norW//yiaJ//ydiO//ubiX//pepD//panF//
GO_0009267_5	ybcF//lgt//malQ//rplD//amiA//mlaE//fetB//ycgR//setC//mrr//yraI//ptsH//thiI//yfcU//ydeI//fadR//hycB//oppB//dkgA//lsrG//purN//cysA//btuF//exuR//murB//frdD//
GO_0009268_4	pdxB//nanS//yddL//rluF//entC//rpmC//elbB//groL//degP//mscL//flgD//ileS//rssB//yeaE//chbG//hemD//epmB//nemR//xthA//livM//ybgI//hslO//rseP//argH//yijO//hcaF//narI//
GO_0009271_4	yciK//dctA//gatB//
GO_0009273_5	yciG//yaaU//yebC//pheT//bglB//mukB//ybiA//cynX//yciK//trpL//
GO_0009290_6	map//yfdR//
GO_0009292_4	ygjR//ilvE//
GO_0009294_5	dcp//baeS//
GO_0009297_6	focA//feaR//ulaR//fhuD//yiiM//yhjA//fhlA//yceD//opgE//ompN//dgoK//nuoF//puuE//fucA//
GO_0009298_7	gapA//nudG//yoeE//
GO_0009305_7	cas3//
GO_0009306_4	ymgF//rnt//rcsB//menI//uxuA//rapZ//cyaY//
GO_0009308_5	rpsB//uspB//hcaE//lnt//queG//amiB//yebK//fimB//ariR//mglB//abgR//sapC//yagE//mlaC//yoaA//ycjP//hisS//yddM//csgA//dnaE//fepA//yraK//mgrB//galU//insB-4//hisH//ybiS//
GO_0009309_6	cysW//yieE//fumB//tyrA//arsB//ybjL//rbsA//asnC//exbD//surA//npr//leuA//potF//prmB//
GO_0009310_6	tdcR//bglB//asnC//yadV//essD//yeaK//ygeR//rplL//cmoB//gpp//insA-2//tnaA//lgt//
GO_0009311_5	acnB//gpsA//zraR//yraH//astB//purA//ftsB//xanP//trpL//ftsA//phnL//hflC//fepG//ydeE//rlmG//nikE//yajO//gcvT//trxA//secE//dps//yfgO//yiaT//ydcZ//ydaC//guaA//metC//purC//hycA//ushA//manZ//lysO//yihI//narI//ssuE//cvrA//aceA//bioD//ybeF//metN//yqgB//fimA//folE//ccmA//dgcF//insB-4//yciG//uxaB//yhaJ//ybcQ//tufB//nanC//xisE//
GO_0009312_6	yddA//rimM//mrr//yedF//rplF//uvrD//lsrB//gpr//dosP//hrsA//hisF//insH-6//thyA//yijO//hdeA//napD//potA//ytfP//codA//yfaV//yjaZ//yehT//iscS//acrA//yhjG//glnH//wcaB//uxuA//yqiJ//atpG//xylB//nuoM//lplT//dapA//sucA//caiD//nrdR//bglA//sapF//yidK//tatA//trmB//
GO_0009313_6	ydcT//trkH//rpoD//cysC//nikD//xylB//cadA//npr//uup//cydB//
GO_0009314_4	nagK//gntR//gmd//nagK//gyrB//yciT//serS//gstB//nadE//nrfE//yfcS//ybaO//uvrC//ychH//ycjP//phoB//yagJ//pliG//ytfQ//amyA//cusF//dcuR//cueR//casC//fimC//cyoD//phnJ//nsrR//tnaB//gadW//priC//cytR//xseA//shoB//fabI//yidQ//bdcR//asd//aqpZ//brnQ//hmp//yjbF//cfa//minD//insI3//ymgA//trkG//ydeI//waaB//torA//sapC//rlmC//tbpA//yfcV//zinT//gcvT//tyrB//pyrG//rluF//yfdR//pgl//gnd//hybD//speF//nudB//pgpA//ompL//rpsH//envC//fadD//lepA//ycbX//fdnG//ghxQ//fimD//mazF//symE//kefF//sufB//xapR//metB//ytfP//wzb//tauD//ridA//rcsA//yhcN//moaD//cspB//rsfS//metB//sstT//
GO_0009372_5	rpsD//carA//rihB//
GO_0009394_6	acpP//fhuC//cysQ//xseA//intE//ftsW//alr//
GO_0009395_6	yohD//
GO_0009396_6	csgG//dnaE//poxB//gabD//glnD//livJ//fucO//allB//araD//nuoB//ybcL//
GO_0009397_6	guaC//glnL//
GO_0009398_7	lon//
GO_0009401_7	yihQ//rnc//aceK//nrfC//yehA//lptG//selD//yfaX//cof//symE//bcr//yjiM//paoC//sdhC//amiB//dppD//ampG//rhmR//ghxP//dadA//lpxM//yfjR//ispH//ansB//dmlA//intF//tauD//csdE//rlmM//agaR//yggD//cytR//gudX//ais//yhcH//gcvP//ldcC//pyrD//murI//asnA//hupA//leuA//yidE//yagF//glgS//ygiB//ugpA//yjaA//xdhB//tomB//rpe//spy//
GO_0009403_5	dppA//
GO_0009404_4	ade//tcdA//rpsT//gudX//insI3//malI//maeA//rpnB//patD//rplK//sad//infC//pyrB//yhcD//arnD//ybeY//dnaB//treB//uidA//
GO_0009405_4	ldhA//gatB//atoC//
GO_0009407_3	atoS//ais//sbp//nfsB//purF//bhsA//murG//fic//galU//yabI//ampH//fadH//gltI//bglX//yefM//cusA//
GO_0009408_4	ypdI//agaS//moaE//eamB//lolD//opgC//hycB//nagB//speG//fdoI//murQ//hofC//flhC//dsdX//yadN//mntP//trmA//dcuB//aspS//groS//tnaA//tatA//nuoF//wzyE//lacY//hyaC//hisP//tar//aer//fhuB//mdoG//lysA//rsgA//aphA//ygeV//pdeR//cusC//rpsL//envR//astC//mdtF//tdcC//lacY//nrdD//oppB//ilvC//thiD//queA//nudC//ydiF//csdE//epmC//recO//dcm//degS//carB//pagP//yqhC//rplM//yhdJ//
GO_0009409_4	rutD//rplI//rpiA//rtcR//rcsC//speC//ybhR//nanA//ygjH//clsB//ygjH//metQ//mngB//mscL//serS//rppH//macB//bamA//
GO_0009410_4	cueO//
GO_0009411_6	thrL//nagB//ybaQ//cspA//yefM//katG//dgt//yiaN//ychH//dgcQ//fabZ//pta//ftsQ//nlpA//nagE//rcsB//
GO_0009415_4	waaL//
GO_0009416_5	ada//dxs//ydcO//cysZ//ybcJ//eutR//prc//ymjB//frvR//alsA//ydbK//asnA//hda//thyA//sugE//tehA//yidD//map//atpA//
GO_0009423_8	yafO//qseC//rbsD//eptB//
GO_0009432_5	intA//cheA//speF//lptA//recA//folX//gltX//mglA//mmuP//yfbR//htpX//ybdZ//chaC//ydiO//fixB//lptG//leuE//roxA//ldcC//maa//ravA//rppH//
GO_0009435_9	aes//uhpC//slyD//insE-1//rhmR//csgD//epmB//cdh//msrQ//
GO_0009436_6	serA//ypdA//ffh//guaA//
GO_0009437_5	ymdB//ubiJ//hyfR//entH//nuoG//ravA//ccmH//
GO_0009438_5	yidK//ilvC//agaC//mltB//thiD//udp//yaiV//gshA//holA//hypF//gsiA//malG//sfsB//hdeD//pgpA//mdtE//ydeI//phoB//apt//atpH//treC//hupB//ynfE//norV//dbpA//bioP//rplF//rhaS//yfiC//alr//
GO_0009439_5	asd//tolA//secA//
GO_0009440_6	yebC//tusB//mtlA//
GO_0009441_5	tehA//rspB//prfA//cyoB//dgcM//
GO_0009442_7	mug//yehY//pfkB//mtgA//araC//
GO_0009443_5	agaD//coaD//wcaB//
GO_0009445_5	potG//mhpA//citC//fimB//insA-2//ygeX//holA//sufS//selA//yehX//
GO_0009446_6	yfdC//ypdC//
GO_0009447_6	purF//ymfA//pinR//plsB//nimR//rpiA//abgA//yjjI//
GO_0009448_5	flhD//kdpE//lit//fruK//
GO_0009450_6	nuoE//bssS//mliC//guaD//
GO_0009451_6	malP//yqiG//parC//infB//kduD//ynfF//phoR//fimI//cbpM//livK//serS//csgF//ubiD//sufB//priA//yfaL//acrF//lpxT//rseP//ihfB//ligA//mutY//glpK//ymfK//glcF//kefC//yciA//narK//waaF//sfmA//fimG//xapR//sulA//napA//folC//yfaX//mnmA//dtpA//acrZ//yjhC//rhaA//rfaB//ydiB//rdgB//yeeY//pinR//cusB//lexA//mioC//yhaC//glvB//cheB//panB//dinJ//yfbS//citC//mmuM//nei//purR//elfC//rihA//waaZ//ymdB//rnr//yajD//betT//acpP//dcuA//ftsN//rpoA//ulaA//smpB//ypjD//bepA//pstA//rof//yjaZ//opgD//ftsY//ruvB//menD//rbsA//kbp//
GO_0009453_4	rpiR//
GO_0009454_5	proC//
GO_0009593_4	yehA//mdtA//
GO_0009597_5	treF//
GO_0009605_3	yhjG//cspD//ydeI//dicA//hisP//xylE//ilvM//dnaK//gntR//ppc//ttdT//fhuC//rppH//mazG//asd//shiA//dctA//yhaV//yihQ//fbp//crr//dcuC//clsB//tsaE//ykfI//galU//arcA//sugE//narU//norR//moeA//ycgR//potD//hcaB//yhjV//bglA//ubiB//hcaB//gatC//gcvP//glpD//bhsA//yadI//fimG//livF//cirA//yhcH//fabH//barA//mtnN//intA//hisB//miaB//minE//ldtE//wcaC//cytR//yehZ//yfiR//citX//cysM//carA//gltD//emrE//oppF//xanP//emrE//yjhC//paaB//ubiJ//rlmG//lgt//xthA//pepB//kduI//dinJ//paaG//
GO_0009607_3	yphF//gyrA//ybiH//csdE//mreB//waaQ//rhlB//narP//accC//ybbN//narV//glsA//mnmA//paaF//
GO_0009615_4	csgE//rne//betI//mraZ//viaA//ttdA//yieL//metR//queC//tdcA//yfeX//ivy//ygeR//rclB//
GO_0009628_3	tomB//pdeD//fliM//mprA//pgl//frdD//rpnC//cynS//purC//tdcA//yfgI//evgA//lapA//aceA//hflD//napD//yijE//opgD//pbpC//yfcG//mtn//polA//recQ//potI//serB//bamD//serC//fecB//mltB//kdgK//wcaC//paaA//guaD//mppA//msrA//artI//der//casE//ubiB//manY//ybeQ//cspG//panC//dgcE//yqiI//wrbA//kefF//frc//helD//tolR//rpsA//rbsK//mlaF//ompA//tauD//gntU//gmhB//ybaE//yjfP//dtpB//alsB//hisC//apaH//hchA//phnL//rhoL//hsdR//artM//rbsC//nemR//mgsA//cobC//tauB//astB//nfo//phnL//dsbG//manZ//nusA//yjjB//purD//agaI//secD//tauA//yahK//folD//miaA//mgrB//zntA//gntU//fadD//gyrB//nrfD//insI4//dctA//hyfF//parC//bioF//yhaV//fetB//gatD//ftsW//syd//bdcA//acrR//envR//talB//cusF//tsaE//menD//gpsA//rnlB//rlmD//mcrA//sutR//yeaG//nrdF//glgB//gmd//ppiC//sfmA//kdsA//yajR//efeO//lolB//ulaC//lhr//acpS//cdh//bssS//folP//potE//pmbA//cobU//dnaE//glvB//yibA//treB//yiaN//sdiA//phnL//rof//kbaY//yihS//rhaA//ccmF//ygfA//xisE//cdd//yagF//pyrD//tesB//rpsH//elfG//thrA//smpB//menE//pabC//ybeF//ybhA//nfsB//ygiV//cho//dacD//mglC//sgbU//trg//plsC//pck//hisP//uxuR//ygaZ//symE//ybaE//hsdR//mcrB//ybbW//adeD//agaB//metH//kdpA//yafN//sbcB//rlmJ//coaD//phoQ//preT//ybiX//cyoD//rsmD//gadA//cycA//fixC//flhE//nudG//slyD//ybdH//aroE//rrrQ//secG//yadM//minD//frlC//yihO//dgt//frwD//rpnD//pdeK//yehX//secF//trmH//glcB//sdhB//proC//sxy//ydfH//alsE//livH//pgrR//bglH//uvrY//ftsP//yccX//sufS//apt//sdaB//yafO//sspA//glpD//ptsG//
GO_0009635_4	xthA//
GO_0009636_4	trg//ftsH//trpB//hybB//ddpA//dsbG//nuoI//cbrC//hxpA//rimM//chaC//nlpD//ackA//fecC//cca//hemL//ydhK//cmtB//nimT//tadA//mepM//cusR//crfC//ygfA//zipA//brnQ//treF//torD//marA//qorA//ybaT//
GO_0009637_6	tatE//
GO_0009651_5	rpmH//degP//ftsQ//mntP//murJ//mltG//
GO_0009653_3	yedL//
GO_0009696_4	gabT//
GO_0009697_5	alaE//
GO_0009698_4	gadA//
GO_0009712_6	yifB//bdcA//bacA//lamB//rutR//yggF//fryB//torS//arnB//putP//
GO_0009713_7	sutR//mobA//ygfI//mreC//fryA//sixA//yfdC//trpGD//argT//
GO_0009719_3	tdh//gstA//ybdR//
GO_0009730_5	hcaT//
GO_0009743_5	tsaD//
GO_0009785_5	exbD//
GO_0009850_4	idnK//fdoH//ydjL//ubiG//nuoG//selU//polA//holB//metI//mrcA//argD//wcaB//marA//
GO_0009852_5	wza//waaQ//nusA//rcnB//eptC//wecC//curA//rseC//ydjL//mobA//narX//wzc//hprS//
