#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	uxaA//pdxY//pppA//gltI//
GO_0006812_6	cysG//tqsA//hldE//fsr//rspB//wzzE//nuoB//ung//ydbK//argR//slyD//rplK//ydaC//nagC//nrdI//glcB//mak//aroE//aroA//hpf//menC//uhpB//yjiQ//yneE//yiaN//tatC//glvC//pheP//wecB//rbsA//rhsD//glsA1//spoT//lpxB//gabP//ddpX//ubiF//menE//tsaE//yedA//rplR//pcnB//ybcQ//rnhA//yrbG//ubiJ//pgpA//eutD//yeeL//adiC//mhpT//tusC//argG//cspB//mntR//phnI//xerD//murA//pckA//proC//mgrB//sufD//puuE//lrp//mutT//mnmA//rpmG//gcvP//kdpA//marA//lptB//tadA//ybaO//pdxA//zraS//relE//napF//recX//sbmA//fimZ//alsC//groL//gstB//yhdJ//astC//waaY//murQ//purB//yadV//potC//trpD//gdhA//btuC//fimH//ybaM//rep//alkB//gfcE//potA//exbB//polA//yggX//rssA//lolE//syd//yhhT//adeQ//fruA//mprA//yfaE//ygfZ//fpr//mdoG//ispB//yjhC//wzb//valS//dicC//ybaQ//ydeI//potD//caiE//ychO//yedP//trmO//dacC//kduI//acrE//rfaD//ptrA//fepE//nanE//mraZ//ybdM//uacT//cas3//trmB//tqsA//phnH//yciF//gcvR//bdcR//rpsH//dkgB//gntU//ccmE//ugd//yaaU//argD//fabD//ompL//hyaC//ynfE//xylE//yciT//perR//frwB//tufA//yihI//argE//fnr//pinE//dsbB//yihQ//folX//cysA//codB//groS//hipB//rhlB//ribC//
GO_0006813_8	feaR//mutY//pgpB//acpT//garD//rpsB//artP//narU//yahK//yggP//fixA//epmB//ybhA//hofO//nemR//rcsB//rsmG//
GO_0006814_8	atpH//gadW//clpA//hisH//nadK//rrrQ//evgS//hyfA//yjcO//
GO_0006816_9	ykgA//
GO_0006817_8	alpA//ibsA//recJ//panF//fixC//yjjU//ybgP//tolA//yfbU//
GO_0006820_6	sufC//dgoT//uxaB//thiH//garK//maeA//bglX//idnK//wecC//proC//paaG//artP//kdsB//ygdG//ybhR//hypD//amtB//ftsN//sodA//tsf//ygjK//pdxJ//oppB//osmE//coaD//pta//yehZ//sbcD//torR//rep//dmlR//alsA//nemR//rpoD//atoC//aroP//yqiI//tsr//feoC//fadJ//valS//panZ//rclC//napF//ldhA//citC//srlE//cpsG//secE//acpP//thrA//ilvI//ilvC//iraP//ypdF//btuB//yfcA//minC//waaQ//dnaN//mraZ//mutT//nrfC//rimK//kdsC//fryC//hdeD//oxc//ahpC//nrdD//yfhH//nagA//ppsR//astC//yciT//lrhA//rpoS//norW//recX//lysU//yigL//lrp//xisR//lpxB//mtlD//chbA//ubiA//tusC//topB//intA//ybfE//bssS//nagZ//kbaY//argO//pspG//tonB//mipA//ispA//yccA//ytfR//cpdB//citG//guaD//holD//yqjH//ddpA//fhuD//atpF//chaC//bamA//mutY//endA//phoA//hupA//panF//hybO//paaZ//tdk//uxuA//bisC//patZ//lplT//opgH//ycfS//guaB//fryC//sdaB//yrbG//msrC//proS//crcB//appY//yhhT//gspI//motA//lpoB//yiiD//sgcE//rclB//idnO//proV//yicJ//tdk//glnQ//flgK//xanP//emrE//lysC//mtn//rplE//lpxM//zapB//xdhB//rfaC//yajD//ampE//hisC//argS//iraM//abgB//zntR//pflB//allR//yfiR//gpsA//xanQ//pgk//yfeO//crp//tyrA//hycB//fdnI//acpT//csiR//dnaT//ychF//
GO_0006821_8	ftsQ//ybdR//kdpA//
GO_0006824_8	cspA//pdeF//queG//trmB//
GO_0006825_9	znuA//sgcE//cusF//lpoA//ygeV//dsbC//grxD//
GO_0006826_9	cutC//betT//hypB//dgcJ//araG//carB//mcrB//cutA//yedF//btuF//ispA//recR//amiD//ompA//cspB//alsC//manA//
GO_0006828_9	dapB//norV//gldA//
GO_0006829_9	amiC//yjaA//ilvD//phnK//btuB//xseB//creB//yhaC//deoR//
GO_0006833_6	cysN//
GO_0006835_8	hslO//lptC//yjbB//surA//cbeA//xanP//tig//yahF//ribE//torA//paaD//yeaV//iscR//hycA//
GO_0006836_5	ftsB//rplI//edd//kgtP//fepE//prkB//trmL//yhbS//rpnD//yjeH//
GO_0006846_7	dpiB//dsbG//
GO_0006847_8	ybjI//
GO_0006855_6	speC//bioD//rep//nrdH//exbD//glrR//rlmC//thiI//yjjQ//slt//obgE//phnJ//hyfC//araE//kbaY//qseC//kch//polB//opgG//scpC//dinQ//alsE//alkA//hprS//birA//yagE//dapF//epmC//pepB//yjjW//rne//cspB//nudF//yjiA//nagA//ynfK//ygbL//entA//endA//tar//ridA//skp//cynX//argO//yqgF//feoC//ugpC//yieL//clpA//pgaD//dgoR//cspE//fumA//phoQ//yadC//ivbL//ytfE//nei//
GO_0006857_7	dnaG//iraM//yadM//ypdB//hycA//hdeA//glrR//yccA//dacD//speC//yodD//gcvH//yfaU//recN//insH-5//fbp//araF//sufE//sucC//yedA//rpsJ//ybfA//fepE//tufA//hemH//ivy//chpB//
GO_0006862_7	tatD//
GO_0006863_7	rimL//glcC//gatA//mlaD//ybgP//rfaQ//coaE//gadA//
GO_0006865_6	nmpC//eamA//guaA//htpX//hscA//bglH//narL//uvrD//dedD//umpH//fepG//hycI//yggF//fsr//cutC//bioD//entA//rssA//dadA//yqiG//ybcC//aaeA//bioF//pdxY//oxyR//nanK//yjhG//ydcT//rutE//manA//lpxP//alsB//alaA//lplT//pyrD//dnaX//nikA//ubiB//cadB//cydB//glmS//ybhI//ubiX//alpA//rpoD//ynjA//iscA//mreC//rpiB//dmlA//gadA//phoR//rpmH//pepT//agaR//yahN//pdeF//ispG//pdeD//wzzE//bamE//sxy//galU//yqaA//yohC//purU//insK//ygiV//xdhB//speE//yafN//fliM//aaeB//
GO_0006868_7	guaD//nrfD//sbmC//
GO_0006869_6	rhoL//xylB//panD//nrfC//amyA//tbpA//tsaC//dinD//yigL//rpsN//yefM//yafE//cysG//aes//lgoT//fadH//grpE//artI//mtnN//btuD//sfmF//ydcI//acnB//
GO_0006873_5	glpK//ilvN//lsrR//sdaA//xisE//insA-1//yadI//uvrC//acs//yagU//astB//purF//yggN//rnt//era//yagU//borD//hfq//yadG//sgcC//mdaB//hemB//yajO//ispA//gor//ybcF//yidH//mdtE//yggF//aroE//
GO_0006874_8	ibsD//
GO_0006875_7	mprA//ftsX//yahB//gadB//ubiF//yehD//focB//ubiC//ispH//dsbG//aroE//flgK//gatY//casD//osmY//nikE//mgtA//mtlD//cnu//ubiD//sbcB//
GO_0006876_8	purB//
GO_0006878_9	rcdA//baeR//ycjP//acpH//wzb//
GO_0006879_9	zapD//livM//rzoD//ulaF//agaV//lon//tamB//gspI//ydaN//rcsF//rpsI//
GO_0006880_4	nac//xanQ//fic//
GO_0006882_8	nuoL//
GO_0006883_8	eamA//mscM//ubiG//
GO_0006884_4	yegD//yebQ//rstB//yfgI//bioA//
GO_0006885_9	glpK//ubiJ//mgrB//ftsL//purL//setC//lpxT//lapB//lyxK//cydD//yadG//
GO_0006886_5	nmpC//ybgI//cadA//pstS//rihC//gyrA//dinI//argK//nuoH//iscR//mnaT//
GO_0006928_3	fadE//rseP//radA//nrfF//ulaB//uxuR//ahpC//sbp//thrB//secF//yeiL//waaC//matP//rho//nagE//xanQ//rplR//dsdA//dps//waaB//cho//hcp//lhr//bluR//yihQ//nudC//tesB//ybgQ//waaQ//bcsQ//osmE//ydeT//fliM//yciE//yeaD//yidE//pabB//flgA//acpT//patA//ymjB//mak//gudD//kgtP//
GO_0006935_4	rbbA//gnsB//artJ//sgbH//preT//elaA//acnB//mepH//eamB//lysA//rcdA//nuoH//galU//yhbS//yfbS//cydD//
GO_0006950_3	yfbU//arcB//pinQ//nuoB//glpR//iscS//ybdO//potD//cmoM//yhdJ//rpnD//umuC//dacD//glnA//mdfA//yneE//yphC//dsbD//rnlA//ydaV//ybaT//malE//hns//yaaY//eutA//yoaB//ppiA//kdsB//tgt//yjaZ//sgcA//lyxK//dusC//potF//mscM//pyrD//yadC//tusC//xseA//hflC//caiB//tdcE//malS//symE//cadC//hisI//fdhE//gabD//ybfA//feaB//ybaE//ydcI//hemN//fdx//yfcR//hyaB//ulaC//sugE//mrdA//cyoC//era//yfiR//ydjH//yciH//kdpA//chbC//rsmJ//trmJ//rnb//yqiH//hypD//tcyJ//crl//ilvI//dsdA//potE//ispB//ynfE//ycfS//ubiJ//rsmJ//iap//udp//ybeY//glpA//ybhP//lysA//yiiD//secA//ftnA//kdsD//minC//metI//gudD//rtcB//tyrS//mntH//glvB//paaH//queD//rlmM//argS//yihV//rbfA//fliZ//btuF//yhaV//dut//ydcZ//hflC//hcaT//murP//gltL//fucO//luxS//pnp//plsX//rlmG//yghU//pnp//accD//yghU//yqiG//pck//yrdA//rnpA//trmH//bglH//mreD//sad//rfbC//nanS//cspA//lipB//napF//yidA//nrdD//selA//kgtP//yfcS//yphF//rhmR//tatA//thiE//ratA//rcnA//ybcL//araC//frmR//yciA//iscU//nikA//rplY//luxS//pgi//idi//adeD//tomB//nlpI//rhtA//fabA//yeeA//citE//serB//dsbA//yidA//yjbE//yhjB//kch//codB//uhpT//basS//pldB//dtpC//fabG//atpF//metL//fdnH//rplC//deoD//yhaC//rpsQ//rutB//ydhC//trkH//hisC//tdcR//gstA//lptA//yahI//lsrB//sgcE//proW//cyoE//tnaB//glnE//manY//tufA//gudD//higB//dxr//fepC//nadD//sbmA//frmB//radD//murE//idnT//pdhR//emrK//ssuB//sgcA//nfo//cysQ//rpsN//abgB//tas//exoX//dtpB//yahB//hemL//metG//baeS//cynT//yobA//ypdF//yciV//yabI//selU//ynhG//nrdI//lgoD//nikA//hflX//ebgR//rpmE//eutK//alaS//ygfI//abpA//pdeK//frmR//lepA//aroF//rplE//tyrA//agaC//ybiI//higA//cusS//panZ//basR//ybcC//mak//yghB//greA//dinB//waaL//nrfE//pal//ftsE//yjaZ//queA//yggD//glcF//copA//rhmD//pgpB//lysA//hflC//asnC//mtfA//tisB//yccA//alsB//mcrA//csrD//ygjK//ybhF//rbsR//eptC//mreC//nudF//yqgF//entC//yciT//ybjC//galS//aroL//dsbB//lldP//aroL//allS//infB//cusS//yihT//ymjB//hyfA//atoS//ygjK//bioB//hslJ//yebC//yfiE//melB//dhaK//yceD//yfcP//yjbF//elbB//ydfK//tdcF//ribF//btuR//ulaC//yeiL//csgB//oppB//ybiJ//yjhB//yhjD//dgcE//ybaE//rna//waaF//lpcA//cdgI//rplT//yahF//lsrK//ybhS//waaS//mrdB//gatD//fieF//dauA//yfeX//mfd//ibsA//mnaT//lrhA//fimZ//tktA//yoaA//argE//nagD//artJ//selB//ybcQ//hcaC//pabC//murI//lplT//glnA//guaB//metI//yjbE//tdcR//glcD//yciV//nupX//pfkB//yaiP//xylB//treA//tcyP//agaS//ssuA//sanA//truA//blc//narZ//rpnC//lptG//tyrR//mutM//aroB//insA-2//mlaF//rseP//yjiQ//hpf//fadE//ptsN//agaS//ykfI//yadG//ibaG//fabR//frlB//clsC//dusC//rlmL//rnhA//ttdA//hcaD//zntR//sucD//setB//opgG//rimI//wzb//ybiX//rluD//tonB//chaC//zur//bcsQ//rssA//cysE//fadE//msrC//aroG//ycbX//rhaA//citC//rlmL//marA//clpA//tsaB//mntR//ariR//aas//yfiR//exoX//entC//yfcR//umuD//trmD//prfB//abgT//mnmG//rbsR//radA//kdpA//rutA//icd//lpxP//rplM//clsA//wbbK//dbpA//hslO//ascG//mepA//menE//dsbG//cydB//melR//scpB//valS//livK//rhlE//ydhC//cynX//tolC//rcsC//htpG//psuT//patA//fadE//gspF//argD//dnaQ//ligB//ygfI//purA//garL//yijO//rhaT//yhhT//lptC//ydhK//ydiO//glpA//baeS//glmS//ghxP//tsr//mdtK//phoB//tsgA//
GO_0006952_4	prpD//glpC//alaE//yggN//dgcQ//serC//cydA//uxuA//nirB//pabA//ihfA//yjjU//
GO_0006970_4	yedL//lapB//trpB//lpxC//bfr//xseA//lptE//nuoG//hyaB//pheT//ortT//yfcQ//yiiE//crl//nagK//rhaR//bcsA//torC//dcuB//ydaN//ybbN//rluD//rpmG//nuoG//prmC//der//kduI//hofP//cysP//recD//nupG//rbsR//galP//narJ//cydB//holC//fabZ//adhE//
GO_0006972_5	iscU//csiD//pyrB//ytfE//pgl//csrA//sbmA//gatZ//glpR//tusB//dgcQ//ydiK//uvrC//dauA//
GO_0006974_5	cobU//ycjD//rssB//ytfT//rutC//cdd//yhaJ//acpT//dmlA//uxaB//gcd//recF//decR//adiY//zapA//alr//fadL//ilvL//ygfA//ydhJ//argA//ptsH//gutQ//rseC//asmA//pgrR//ttdA//glxR//gatZ//ompG//iap//gadW//cspB//panF//prlC//lsrK//pspA//yhcN//mutL//rpsN//mrp//yhbO//rutE//fixA//rlmA//asmA//dnaK//nemR//tamA//csgF//arcB//folM//clpP//cyoA//marR//glvB//speA//plsB//menF//patD//ybbY//rseC//rfe//fdrA//ygjK//cusR//hypT//diaA//waaO//galR//ydfG//cutC//yggF//emrD//creB//torY//yraK//ppk//ykfI//citC//pdxH//dgoT//btuD//yciK//ribA//murD//chaA//yieL//rpoH//yjiA//metI//apaH//chaC//fliK//caiB//btuD//dmsB//ilvE//glcC//dld//yfdC//ispH//uidC//pgaC//glgS//psd//tdk//hybC//lolC//surE//yiaF//osmY//tatC//ftsQ//pspC//rluD//ybiH//glgB//waaL//zur//cstA//queG//trmI//cobB//dgcM//nth//murF//ychF//clpA//yphF//gshA//feoB//pinQ//ndh//rutA//yjaA//cdd//cra//lplA//treC//ynbD//mepM//chbC//agp//surA//ybcQ//hisH//nagA//nuoN//hemN//rplY//pck//ligB//rlmL//hdeA//rpmF//nepI//tehA//rluE//rclB//rsmA//kup//yraJ//csiD//gcd//hcaT//kdpA//yihI//afuB//betT//metN//lpd//mtlA//ydiP//uxuA//kdpB//ilvI//kdgT//barA//lpxD//rhmD//tolR//yfeO//elaD//ygjK//yhcD//yiiD//mrcB//mdlB//rfbD//higA//stpA//aslB//uspE//frmR//yqjA//frdC//proQ//rraB//hybC//hslJ//tnaC//trpS//alsC//ybcQ//rhaA//gpmA//prpR//iscA//erpA//yhdH//hyfA//yhhT//ompF//slmA//rbsK//yfdR//ybhI//setC//mntS//pntA//hisB//ispF//yegD//lptC//nudB//eptB//puuP//metI//glvC//frc//ltaE//modB//tdk//bioH//fimE//lgoR//atoS//cysM//zntR//yjeI//ftsB//mlaC//clsB//csgA//yjcS//
GO_0006979_4	recG//ygjH//atpA//livJ//ulaD//speG//potH//cysM//manA//narQ//ybdH//gcvA//tyrB//pgsA//kdgR//ttdR//rluD//flgB//ptsG//rluB//umuC//metL//kilR//patZ//cysH//queE//mnmG//rnlB//flgE//ybhS//ppiD//trg//ydeM//ilvN//cydC//phoQ//topAI//yibH//osmC//yfdR//rbsA//hyfA//yieH//torC//secG//mcbA//glnH//insA-1//hrsA//garL//nudC//suhB//soxS//yqjI//insE-1//ascB//ftsK//prmC//rcnB//folC//ycbU//proW//allC//hprS//rcsD//tamB//yjiQ//atpH//frwD//yhaO//ftsK//yagJ//phnG//mhpB//hyfR//blc//mazG//ppsA//sbp//artQ//ygjH//menF//fadM//insA-2//solA//hyaC//
GO_0006986_5	minE//focB//yjjQ//mhpB//livJ//envZ//
GO_0006995_6	yhhZ//waaQ//
GO_0006996_4	glgA//focA//mazG//yagI//proQ//yeeJ//sthA//lsrB//sucB//ybhG//accD//essD//yiiD//entB//yagF//manA//srmB//aidB//ycgR//gyrA//mdtQ//cyaA//leuC//fliD//citG//pheT//clpX//mioC//dnaJ//glcD//yghW//yegV//ubiX//tatB//mdtK//opgB//waaU//pheS//kefC//
GO_0007010_5	ftp//
GO_0007059_3	edd//cysZ//trkH//pabC//yjeI//ihfB//entE//dld//wrbA//rlmC//
GO_0007062_4	hycA//bepA//yggD//emrE//
GO_0007154_3	entD//uup//radD//uhpA//manA//nagD//glcB//glpK//matP//yjhI//ssuD//trmA//pnp//csiR//lsrD//malI//envR//hisQ//yjjU//ygbN//aceF//betB//tktB//rffT//fliM//lptF//kbaZ//bioB//ssuE//fimD//uxuR//pdxY//yidL//pflB//malG//yphF//truB//menA//prmB//gshB//yqaE//ybhS//bfr//yghW//bioC//cspC//sfmF//iaaA//casA//dicA//gmd//rzpR//hofO//yeaK//trmB//
GO_0007155_3	iraM//cysE//fucP//lnt//phoP//yfgJ//oppB//bglA//lsrB//yeiE//yihT//cstA//yagF//yjaA//mdtE//bcp//torI//bcsQ//flgH//ulaG//atoS//patZ//dgoR//osmE//dacD//yieL//murE//elbB//pdeR//lipB//lsrA//trg//pabA//ulaB//kdsD//
GO_0007163_3	ynhF//
GO_0007165_3	ybiH//fumA//ibpB//zntA//tonB//mdaB//cyoB//ibaG//tdcG//argT//dacC//nmpC//dcp//pdeK//lapB//secA//ftsE//yihQ//bluF//ybjD//moaB//ygbL//amiD//topA//chbC//livH//pal//phnH//pbpG//fucO//zur//thrA//creC//tdcG//glgP//ldhA//yabI//puuD//araF//cynS//gstB//ybhJ//macB//rpsO//sutR//torD//pabC//cbrC//prc//pyrL//ftsA//fixB//yaaA//yghB//dcuD//rpoH//nfo//fimG//murQ//ribD//
GO_0007166_4	ogt//ybdO//focA//xthA//
GO_0007215_5	recE//menB//ibsC//hycA//
GO_0007231_4	dinD//
GO_0007234_5	rpsO//
GO_0007267_3	ompF//ybiS//
GO_0007346_6	prkB//cecR//setC//
GO_0007584_4	qseC//ybdZ//dtd//atpF//
GO_0008033_9	yieK//yoaA//hypD//msrC//yggE//rplR//mtfA//puuR//speE//thiG//ispG//narK//malK//pdxK//hyaD//torS//mhpR//rhtB//aroD//hybB//dgcZ//argA//dedD//fetB//mdlA//rhaS//pldB//patA//wza//ynbD//rssB//rffT//ytfQ//dcuR//abgR//ybcL//bioC//proS//gsiB//ybiI//fadK//fetB//dgcM//folD//gabD//phoE//topA//ydcM//gloB//dps//bamE//cpxP//sgcE//thiC//lptF//dhaL//
GO_0008104_4	yqhD//dsbA//gcd//luxS//btuF//argI//rpiB//alaE//holD//glnD//srlR//yhbQ//fucI//cynX//ydiR//cra//hybB//ompF//rffT//treA//ydiQ//torZ//cysU//basR//etp//nuoL//manY//dacA//hflC//speA//dnaT//yhaV//sucB//pdeD//yddL//bssR//yefM//emrE//mdtJ//dgkA//waaU//sapC//phr//hcaT//gpsA//cysU//clcB//rihB//ccmC//
GO_0008156_8	glnK//dppA//hofO//mlaB//xanQ//actP//
GO_0008202_5	yfcG//
GO_0008206_5	yaaJ//
GO_0008213_7	rseB//hexR//tdcB//tusA//dmsA//ppx//sgcA//rihB//
GO_0008216_5	sxy//nimT//nadD//
GO_0008219_3	moaC//accD//mdtE//mdtP//ptsI//hdeB//treF//rimP//pdeD//rutR//paaZ//moaC//gudD//katG//zupT//
GO_0008272_6	malZ//fucK//nagE//pepB//yfiR//ykfI//feaB//
GO_0008295_6	asd//yhhZ//appY//
GO_0008299_5	metQ//mdtP//gadE//speD//yahI//yihV//
GO_0008360_4	fklB//yedL//mscL//xerD//stpA//yjjU//nrfB//matP//ascF//tatE//proB//trpL//rng//casD//uacT//eamA//
GO_0008361_5	djlC//gapC//der//cpdB//fic//
GO_0008380_8	amyA//
GO_0008610_5	yhiM//cptB//ygfZ//ldtA//paaZ//yihT//yidD//frwD//wrbA//yaaJ//gatY//yihI//yabI//rpsP//tufB//deoR//ybcJ//minE//entS//phnO//nudF//ilvL//rpsG//nfo//glpT//ymgA//scpB//trpS//cpxR//nagZ//hypD//yieK//yagU//leuA//edd//hslO//rfaC//sufE//mlc//acpH//yehB//ubiB//yfiF//rpoH//acrE//purN//yiaN//yhdX//ralR//yciV//rna//ynaE//waaC//surA//rarA//tusC//thiE//puuE//yjjU//opgC//sbcD//ybhJ//lsrB//yqjH//mnmA//ubiE//glxR//
GO_0008614_5	tdcB//acnA//rluF//gcvP//ebgA//entD//ydfD//
GO_0008615_6	ubiF//nanC//paaC//minC//paoC//xapB//ynhG//
GO_0008616_8	acrB//alkA//puuC//nhaA//rapA//fepC//hyaB//
GO_0008617_9	ssb//
GO_0008643_6	tilS//yadN//yhgF//cyoA//argS//mraZ//fliM//csgA//araG//fis//rplW//mcrA//sufA//ydfH//sfsA//emrE//murR//argD//infC//hyfA//fepB//cobT//fruA//dsdA//hcaF//waaZ//aaeR//setC//kbaY//mepM//rpmB//ygeA//hslO//fimH//ravA//yjjV//kilR//acnA//ybcL//adeP//tcdA//bepA//tcyJ//nrdH//waaF//ghoS//rpiR//tolB//syd//ulaC//rluE//nrdB//iraP//sucD//srlE//glyA//rssB//yrbG//yodD//smpB//dtpC//lpoB//phoQ//garL//torA//mak//wbbK//hypD//ssuB//recQ//pepQ//ttcA//phnI//fabD//lpxM//creB//gph//basS//zitB//ycjU//panZ//cbeA//shiA//srlE//gabP//ccmD//gcvT//yiaU//kdgR//ndk//yjjI//hisS//sufD//lasT//decR//ldhA//murQ//yehY//intA//yfcF//arnD//yceD//glpG//hxpB//rpsQ//yidK//yqeG//yajR//btuF//sgcR//yggN//nuoL//dxs//hofP//
GO_0008645_8	ugd//nuoG//ilvH//cycA//endA//rtcR//mutS//livJ//djlC//aroK//ybjL//rusA//metH//hypT//hemB//hybB//hybA//nrdI//evgS//yfeD//yfhM//rlmN//dsbC//murI//
GO_0008652_5	rfaB//fimG//casA//rhaR//hypD//fabR//fic//pdeK//eco//entA//yidC//nei//nlpE//ldcA//xisE//yhjD//exoX//uhpA//nei//uxaC//melA//rluC//prmA//caiT//glpF//nrfB//ydiV//sgcX//infC//yddG//glpB//gcvH//ydfG//chbA//msrQ//gloC//rcnA//rplB//rpoS//hpt//udk//ssuC//gstA//tmcA//thiP//pdeL//clpX//hxpA//pntB//ymjB//torY//truB//yqiI//frwB//eptB//adeD//rep//chbR//gnsB//ybjL//dgoR//amyA//mdtO//phoA//alsC//hybO//treC//gsiC//acnA//holE//slyA//mgsA//flgA//mdtC//syd//lsrB//rrrQ//yedP//treR//thiL//bglX//flgJ//lgoD//napC//aroF//tsaD//rsgA//mcrA//glpR//paaD//dppD//argH//matP//lpoA//abgR//ortT//uxuB//gatC//yqiI//hsdR//yefM//ileS//phnN//yefM//rhaD//yhhY//accC//sdhA//yidZ//waaL//ybgI//avtA//lasT//ettA//
GO_0008653_5	yafC//sgrR//torC//ftsE//sgcX//galT//gcd//tonB//bepA//idnD//mtfA//prmA//sppA//
GO_0008654_5	hisD//fryC//cobC//ilvM//potA//dmsB//cdgI//waaQ//yhaV//uspF//glcC//yfdK//clsC//ibaG//coaE//yneJ//ebgA//aceB//fadM//gadA//amyA//sdhA//osmY//dtpB//narG//lepB//mrdA//hycH//ugpE//ycbB//nimT//fixC//thiG//fadJ//exoX//
GO_0008655_5	mlaF//tag//kdsB//ybjN//ygfZ//rpmE//ydhJ//
GO_0009050_6	yfbV//phoR//
GO_0009052_6	holC//lsrB//yghB//yggX//pfkB//rpoD//cusF//
GO_0009056_3	bioB//speC//torY//thiM//emrD//rssB//yggT//sugE//ybeQ//murE//gadX//yjaZ//yahN//csdA//hdeD//yfbR//fabB//dcuA//argF//zntA//garK//era//yihR//dcuC//yfcS//xanP//dmsC//hcaE//ybhS//narH//yagI//yahD//yraJ//tusD//rffT//pgrR//ldrA//birA//yhbY//hicA//tus//ompR//yfgO//bglJ//dxs//tus//bolA//shiA//ydbD//insH-6//ftnA//uspB//ilvH//fpr//yccS//elfG//rcdA//cpxR//uvrB//htpG//ruvB//ybhG//zupT//clsC//ppiA//speE//ubiX//rpsB//napC//tolQ//mhpB//gatY//ddlA//fadE//ygbI//thiI//argB//fimG//yjfP//narK//rihA//frmB//lpoB//ypdA//ftsW//malK//hcaB//holC//ybaO//idnT//pspA//eutN//yjhH//panD//ccmD//mog//tcyN//ddlA//ftsI//potA//phoU//tyrS//hemA//hokE//rfbB//spoT//sdhB//speD//greA//mdtB//dam//mrdA//yceK//rtcR//iscU//glnE//kup//glxR//galU//proA//nhaB//nuoG//opgG//glpK//mhpT//dinQ//pspA//torS//mglA//sufB//cueR//fumB//intQ//yhgH//rpe//appB//yjjU//ghxP//adeD//rnb//tsaC//bolA//tyrR//ychH//csgA//hicB//hisA//rne//nuoM//asnC//rlmE//yggX//fdx//ftsE//srlR//appB//mqsR//ompL//ynjA//uspB//thyA//srlB//ldtA//ydcM//pyrH//hpt//rihB//mhpT//opgG//yraI//tesB//dgcF//adeQ//lit//clsA//yeeA//rhmR//glcF//arnF//ptsI//ppiA//folE//raiA//flgA//pspF//ybjN//fdnG//crcB//mhpC//sucB//mdtA//ytfP//nrfF//crp//gatZ//ilvD//queC//potC//kdsC//fbp//rpsP//tyrR//pdxB//ybdH//bolA//hypT//bioA//yfgJ//mgsA//pflC//preT//yafS//dedD//nemR//thiH//rpsI//yafQ//ompR//ynjA//dnaK//ibsB//rimM//cvrA//yieK//agaA//ynbD//zntA//rhmD//lptB//yafO//atpE//lpxM//deoR//emrB//yfiE//phoA//yjhB//yjbE//yjjB//rluC//pntA//tonB//yadV//pphA//hcaR//aqpZ//waaO//ccmH//sapF//ariR//mraZ//pheT//insI-2//msrQ//mepA//cutA//recO//ybjL//pgpA//secG//holD//proW//elfG//paaC//recA//eptC//elfG//alsA//hypT//tmcA//ygjK//waaH//kup//proW//nrdG//recO//serA//yphB//ygeR//pspF//abgB//queC//rpoD//glvC//ahr//glnD//barA//ybiS//ydhJ//greB//accB//asmA//ahr//yidZ//yegS//rpsT//folM//caiT//mrdB//dtpC//lgoD//torC//ispB//gmk//frdB//suhB//yiaL//ccmA//fucA//rimP//lgoT//rppH//puuD//lysR//galF//potE//waaJ//galF//borD//entD//csiD//glsB//tehB//rpsA//clcA//yfdC//lpd//rof//slmA//leuO//hemA//rseB//yjjQ//elbB//yeaK//focB//glrR//alr//gnsB//mdtN//lolE//hcaF//dcuD//sgcX//ilvC//yggW//serC//trmD//yfgI//tsr//zinT//fklB//yhcF//paaD//leuC//ppc//yhjA//insA-1//yhjC//dcuS//cheR//ppsA//lsrG//sucC//bsmA//yhiM//alaC//rfbB//hxpA//yneJ//dgcZ//sfsB//yoaA//bdcR//acpT//thiI//yccA//scpB//hyi//eptA//bcr//hyfC//yeaG//folX//yiaA//nmpC//nirC//amiB//hxpA//ybaK//bcsA//ubiI//proA//yadC//pheT//aspS//nagZ//aroP//pflA//ykgA//rpnD//yagE//cirA//rplW//yhfS//ratA//ygiS//xapR//torA//glsA//mdtK//dgkA//ydiV//argT//yqcC//argF//
GO_0009057_5	rutD//glrR//lit//atpE//ymjB//insI4//glmU//bsmA//gsiA//dnaB//nanT//acrB//nfuA//rpsE//cyaY//caiE//adeP//pinR//nimT//ilvL//fadM//tsx//ldrD//csgD//glgB//fdoI//csiR//yegD//lsrR//yqiI//eutK//kdpD//rutF//glpT//yabI//mltA//motA//ung//radA//adhE//ybfE//ydiV//paaF//intQ//elfG//malY//wzc//leuB//ascF//astC//proW//hscA//frdA//mdoG//
