#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	ydeE//mreB//psuG//ygbI//
GO_0009890_6	hisA//nhaR//ybjN//emrE//eptB//envR//ruvA//yciG//asnB//ynfL//yneL//grpE//yciH//moaD//symE//prpD//gabD//nuoN//xerD//yfdC//aidB//tolR//fimA//ycbU//hisB//glxK//rplX//xylA//yihR//ttcA//ompL//fimI//pepT//hcaC//pstS//yojI//yihR//mutH//mrdB//cedA//yjjW//crp//folD//pdeL//mdh//rffG//mgrB//dicB//gsiB//fadB//lsrD//rluE//cysM//prpC//rpmH//eco//nrfA//hybD//exuR//yneL//cdh//rfaH//topA//ppiD//dhaR//proB//cyoB//fepC//yadI//pheS//mlaF//pyrC//sodC//fepC//ygfZ//lolA//ydhJ//mdtC//glcB//mntP//ybjD//fepD//lamB//hcaB//potB//tsgA//gatC//norV//ansA//galP//ttdT//eutK//elbB//kdpA//cheY//tatB//glcA//ssuA//ldrA//fadE//rsmD//sapD//tolA//yciK//uraA//yfbV//mdtA//sufC//dinJ//basR//rpsL//entA//add//csiD//wecB//dicA//yqiH//ilvB//bipA//kdgT//zwf//
GO_0009891_6	rplD//ynjA//nhaB//allB//yebK//secM//hypT//yejB//dppD//yfcP//fepD//accB//ftsI//frlR//ygbM//rnr//ndh//ycaN//mntS//yqeA//nimT//hisS//glgP//allB//cmoB//pyrF//livF//ortT//ompN//hofQ//nuoN//murJ//wrbA//yjjU//lpxM//bioD1//hemH//dcuD//fabG//ybeF//arnD//yfgJ//proV//menB//yfeD//mscS//dctR//nanS//aceA//uvrD//rnlA//uspG//galK//fadK//rlpA//dkgB//zapB//yihV//purL//ygaV//sufS//eptB//yebC//lpxD//gshA//kefF//gyrA//csgG//yeaD//araB//recQ//yeaD//rapZ//moeA//wcaJ//ydaC//psuG//atpC//aqpZ//recF//selA//eamB//yagG//
GO_0009892_5	udk//arfA//feoC//cpoB//idi//envR//pppA//dppF//cueO//pyrF//xanQ//asnC//rlmH//cusS//yfeR//ynbB//cadC//atoS//nrfD//cof//clpX//rpsN//nrfG//hofP//hemD//hisA//sodA//dgcM//glnH//livM//yhbQ//kgtP//lysA//wza//cpdA//brnQ//pgm//zapA//nanR//tatA//rfbX//ybjI//yggT//fmt//ydfG//ratA//ygeX//bdcR//glsA1//fadH//degS//cho//allR//zapE//leuS//gcvP//agaS//tmcA//ybjC//cbrA//eptC//yqaE//yfhM//caiF//cysI//glsA//holA//preA//rraB//tusA//infB//recX//cusB//prpC//tcdA//malS//glnL//fumA//rpiR//frlC//rsmG//rssB//recX//ynfK//aaeA//arnA//phr//fabH//recG//mug//tyrB//nirD//ydhQ//potH//treB//focA//dgcQ//gppA//dhaK//ygdG//cyoC//srlE//mhpB//groL//aspA//sugE//cusR//nrfD//phnO//pgpB//ynfK//lptC//rbsC//rimO//bdcR//yebS//pabC//yahF//nagA//hdfR//dut//iscS//nuoB//ybaL//gutQ//idnO//cpxA//gcd//ygeA//sdhB//fabG//cysB//ribE//infC//sfmC//yfdG//frvA//focA//uvrA//galF//rpsK//torY//abgA//hycH//murE//fepB//
GO_0009893_5	yeiE//treA//glnA//hslJ//lon//pheA//nagD//phnJ//aas//yfgJ//dppF//glpA//ybdR//ybiW//mngR//pdxA//ybcQ//prmB//tldD//ybhJ//entH//modA//ydfH//aceK//mog//dhaK//fnr//rph//pabC//radD//yejF//glrR//entH//rzoD//cvpA//folC//frc//mqsR//tatD//dctR//holB//sdaA//tmk//sufS//alsA//glgP//rlmN//appY//ygeA//mdtJ//cspB//frdC//pspF//accC//frlC//phnO//rbsK//lptD//cadB//yoeE//cysG//bioF//uspG//uxaA//yohC//ybiH//lysR//yeeJ//mdtO//yagF//treB//alaC//nupG//ompL//lsrC//aaeA//matP//rplR//malQ//leuA//yafQ//lpxB//fhuB//feoA//ulaF//xanP//lpoA//relE//secM//ggt//ybiW//pcm//hemA//uxaB//miaA//ycdY//yajQ//rpoE//tomB//
GO_0009894_5	lldR//nrdF//sgcB//dfp//leuB//sufS//lon//entF//fepE//yjhG//hypA//lhr//pgpB//rzoR//
GO_0009895_6	minD//dacB//fecB//yicJ//
GO_0009896_6	rluC//ade//mppA//
GO_0009966_5	cvpA//
GO_0009968_6	yjhH//
GO_0009970_6	waaA//queE//mtlD//
GO_0009972_10	syd//
GO_0009991_4	yggX//yaiP//acs//cbl//rpe//dtd//yecS//selA//btuF//wcaJ//ydiK//cyoB//gsiA//mltB//lpxM//potG//rplE//rfe//gmk//menA//yafO//phnH//nrdI//ulaE//rhsD//trpB//trpA//feaR//ycfH//zapE//fruB//glpD//dppD//malS//gph//dsbC//galF//hofM//yjjI//lpxH//glsA2//oxc//acrF//pntB//idnK//ftsN//hypD//scpC//helD//sseA//ybhG//metG//ttdT//rclC//ybaM//btuR//mcrA//rplA//rpiB//dgcN//entB//ilvD//menD//
GO_0009992_5	paaX//tolR//ugpA//gstB//
GO_0010033_4	eutN//thiP//yihW//tsgA//mrcA//rseB//serS//pdeL//bglH//sdiA//yddA//narH//tolC//gloA//yhdH//dgcN//hicB//ghxQ//yfdK//paaA//rluF//lsrK//sgcC//murQ//azoR//rpsB//zwf//yfcR//hofO//hisC//yjbH//wcaC//flgB//rbsK//fimE//crr//pnuC//frwB//dnaT//gapC//ygeX//gspJ//asnB//
GO_0010035_4	shiA//lepA//glrR//rlmC//rlmL//topAI//dppD//sodA//secE//hemH//rhlB//glcE//potF//ybeY//fabR//deoR//tatB//gatY//bluR//mlaE//pgaC//alsK//zitB//arfB//priA//yhdX//cydB//yfgJ//yedX//fdoH//yfeO//rpsN//azoR//rppH//surA//yhbS//rfbD//clsB//yibA//gapA//rplB//yadG//glcC//birA//modC//modA//flhC//ycjD//purR//ygaZ//hda//rclB//ybjG//rutG//sufD//truD//yifB//helD//yidC//osmF//ulaD//ycfS//citT//purL//skp//cysW//treB//thyA//ade//hflC//exbD//aspC//cysQ//ftsQ//rihC//mtn//
GO_0010038_5	dgcN//lgoD//ftsP//ubiJ//ydfG//rpmJ//yieH//gatC//hda//ppk//rutB//tsf//ddlA//aaeA//lpxD//kdsC//csiR//ybcC//zapE//yehW//rcsC//hpf//mmuM//acpT//ralR//feaR//rof//ydiK//rbsC//elfD//hexR//ygiB//trkA//atpF//agaR//yjiX//yoaB//yciG//ilvN//glnA//mdtL//glxR//evgS//rfaD//rsmA//
GO_0010039_6	prpB//gppA//fimA//trpL//rplY//alsK//mcbR//
GO_0010041_7	hisG//lacZ//tsaC//mdtI//yidL//mutS//
GO_0010042_6	rluC//rbsD//
GO_0010043_6	rpsL//yadK//cynS//yibT//gfcE//nikB//
GO_0010045_6	bamA//mppA//dgcQ//
GO_0010106_6	ydjJ//
GO_0010124_4	mdtO//bamD//glpB//fkpA//icd//uvrY//emrE//ygjK//mdtD//yadV//rssB//yfdS//tdh//
GO_0010133_7	fur//
GO_0010139_7	folE//
GO_0010165_6	relB//rtcR//iscR//atpB//kefF//yhdZ//argH//yneE//gabD//citX//rbsR//nuoN//proW//recE//phnH//zntR//
GO_0010167_5	ybbY//gspJ//
GO_0010212_5	amiB//opgE//ychH//wecB//thiE//tmk//lsrA//rnr//tktA//modC//ftsH//rimL//rcsD//surE//yddA//galR//mdtJ//rpsM//hupB//rhmD//ynaE//acrE//rclB//araE//ttdT//lptC//nrfC//waaC//
GO_0010226_6	ydeO//
GO_0010243_5	cpdA//rcnA//pstA//ybiS//gudX//rpsB//ygfI//ygiW//yiaJ//uspG//yqjI//birA//dcuB//tauA//lptE//hdeD//
GO_0010269_5	yqaB//
GO_0010272_6	yidK//yeaV//glpF//glpA//atpD//nudB//
GO_0010273_4	xseA//nrdF//allR//hchA//gapA//mtlD//
GO_0010288_6	ybfE//
GO_0010312_3	cydB//
GO_0010332_6	gudP//
GO_0010350_6	yieK//dacC//
GO_0010438_6	rhaB//surE//fliL//dsdX//
GO_0010447_5	ydfK//nirB//cmoB//carA//nimT//alkB//katE//dcuC//sucD//evgS//sutR//ymgA//dnaK//hslV//galS//uhpC//serB//lpxC//yqiH//cmk//infC//
GO_0010466_7	ribD//yfgI//
GO_0010468_6	yiaF//dgcE//gyrA//rhaM//yieL//macA//araE//fryA//gabT//crcB//aroH//dhaL//iaaA//speG//nuoH//hsdM//narX//hxpB//yhjR//rfbD//yciV//ldrD//ychF//wbbK//talB//yfdC//plaP//holE//dnaG//hyaB//yfbV//osmC//fabA//sucA//cdsA//recF//atoB//gsiC//yadG//abgB//glpR//lit//yfcV//yciE//uidA//gltL//rep//rfbX//norV//ribE//kefB//dpiA//nei//fadM//rfbD//trmI//phnG//baeS//yebC//prfA//ridA//rplE//fabI//yjbB//yhjA//tyrB//phoP//paaX//bipA//relE//ralR//atoB//rhtC//yejF//iscU//btuC//lolB//trmA//iaaA//mfd//yfcP//msrQ//waaF//rcsB//deoD//hisF//dnaJ//gloC//hemF//tcyJ//appA//fucO//essD//yidP//oxyR//rcsC//xylH//asd//ybaO//ralR//glyA//csgA//tcdA//torD//yciA//fdoI//yqaB//gmhB//lysS//rzpR//ibpB//caiF//mcrA//dacA//ssuA//lipB//ccmE//ttdB//glpD//yihS//tsaC//pta//oppB//yafN//puuB//chbR//rsmH//uvrD//sgcC//gadC//aes//paaB//rutC//folA//yciV//gntK//rpsB//higA//ortT//yeiG//yjjQ//rutB//fhuB//rlmJ//yehD//rhaD//rseC//sgcE//elfC//trkG//speB//acrA//mtlA//yjbH//dinG//recF//gatB//uvrY//yihT//yqiI//tusB//pgaA//frmR//mqsA//tamA//gatY//yfgI//ppiC//ycjU//brnQ//recF//yjbH//mtgA//nuoH//fdoI//pspD//patD//rimM//idnD//mppA//yjcO//rpsK//aspA//ttdT//fliG//sfsA//ptsH//ebgR//uraA//tdcG//fepC//yddL//ydcM//dtpB//pal//trpC//yggE//ivbL//yhjD//preT//luxS//agaC//yhdW//tolB//wzzE//ynfE//phnL//ydeP//pfkB//rpsH//yfiR//xseA//dbpA//zraS//tsx//malZ//tdcC//dxr//hflD//yidD//yciG//yohD//recX//cdd//mioC//menA//ftnA//rbsC//npr//emrB//yafS//tsaD//radA//nirD//phoA//narP//ybiH//gatD//rutF//cbeA//gloA//yfcQ//gfcE//dppC//ribD//ybdM//clsC//dacC//secY//maeA//ompG//eamA//dacC//pgaA//hpt//hflD//ispH//rnt//ydbK//rlmL//cheR//waaQ//rfaQ//glnH//ybfE//ghoS//insA-2//hdeA//yodD//blr//kdpE//livG//uvrB//lpxP//yoeE//yghO//dapF//melR//erfK//yfhM//malX//rseB//guaB//atoB//oxc//gadC//yhjB//idi//setC//ssuC//arfB//fdhE//hemG//ypdB//mrdB//dctR//fabI//mltC//nmpC//dhaL//mrdB//pspC//rluA//sufC//glgS//alkA//hyaC//yqiJ//gpmM//ebgR//lpcA//yjjI//yihI//ghoS//metR//avtA//mutY//gpt//
GO_0010498_6	yfhH//
GO_0010501_7	dcuS//yafC//hxpA//aceB//yfbU//paaD//dnaN//mdtL//pdeL//
GO_0010528_5	rlmC//
GO_0010556_6	elaA//cydC//pgaB//clcA//yhhZ//frlA//sapB//phnL//ibpA//pykF//atpE//yadK//aroH//yjtD//yfdR//lpxC//ssuD//aroF//ydhJ//murG//queD//ppiA//lsrG//cyoC//aas//nuoB//aroA//insE-1//ilvH//radD//rhaT//mraZ//rcnA//yjiA//yaaY//hxpB//sfmC//ibsE//erpA//vsr//ynfK//gpmM//fabA//glcB//sthA//prfC//livJ//tusA//rhaA//dfp//nuoB//cedA//chiP//envR//lplA//parE//tdcA//dinJ//rhaA//pyrC//ygfA//ubiX//nadE//ilvE//hycA//yceD//cydA//mtn//dicA//dacB//lptG//ygeR//flhD//bdcA//yaaY//elfD//lysO//rdgB//nimR//tdcD//cirA//cnu//metR//yjjU//miaA//sfmD//yfdG//moaB//rimI//lipA//qorA//sgrR//marR//fadD//rpsK//dicA//luxS//mntH//glpF//uof//rdgC//pheA//yidA//hisC//phoA//crp//ydiB//corA//aas//dpiB//proB//norV//csiD//chbB//sdhA//nikC//gadC//mocA//gadW//hcp//rplB//csgA//nrfD//lplA//frwC//ydfG//pgpB//dcuC//hemG//fadJ//kduI//cdd//yrdA//pcm//pdeH//recJ//ygdG//mdtD//ybdZ//waaJ//mrcA//yedX//citX//yhjB//queA//cedA//fadR//ygbL//yiaM//xdhB//clpA//glvB//yihT//rbn//paoC//fliZ//npr//yafN//dhaL//sdaA//nrfA//fetB//ydeE//leuO//proS//betI//asnC//mhpR//idnK//yafC//mdtL//yebZ//ygiW//bcsQ//ddpX//ruvC//nrfF//apt//paaE//ygaV//hflD//rhaS//acpP//galK//hofC//yggX//purT//ddlB//garP//lgoD//focA//curA//dcuS//sdhE//adhP//trpE//bepA//nusA//gntT//tcyN//ybgP//fixA//degQ//guaB//mzrA//hofC//sutR//hofM//opgD//hisI//stpA//hypB//nagC//clsA//rhtA//yjaA//waaU//gapA//maa//rhlB//era//eno//mntR//insH-6//pabB//lit//galP//arsC//rstB//atpH//yjgX//tsaD//ygbN//insB-4//pstB//kduD//hokB//waaC//holB//nrdH//apt//dhaK//recT//yeaK//yjjB//yccX//pdeK//rrrQ//queG//tdcG//atpF//leuO//appB//ybcM//idnO//ydfD//rutR//valS//srlB//trkH//xerC//bcr//panD//mqsR//ilvD//rpsT//nlpI//ybjN//cysU//slyA//fau//rplE//dcuS//prmA//malP//tdcB//intF//yehW//hofO//artQ//iscS//yrbG//yiaJ//norV//pcm//cdgI//cmtB//galT//adeP//cheZ//topAI//rapA//caiF//ilvI//parE//iraD//frlB//ybfE//hofP//tsf//ampG//yeiG//cueR//rpmF//waaZ//glnE//feoC//kdsA//dcuB//mdoD//yhjD//tatB//
GO_0010557_7	mnaT//rpmJ//pldB//deoB//ptrA//ymdB//cydC//yjhB//aroE//ubiF//hicB//ccmG//iscU//ecpR//hybC//tdcB//nadD//psd//elyC//yiaU//mutS//ydiF//rfaC//yoeE//queD//araH//yeiE//rhtB//frwC//ugpA//yibF//ynfE//allD//wzzB//msrP//narZ//tsaD//hldE//qorA//yadC//osmF//lsrK//eptA//mngB//serA//melR//yciH//rfaE//ravA//moaB//degP//pgaB//srlE//ftnB//soxR//yaiW//thiH//ibsC//rluB//ybiS//yfdG//rclR//ghrB//cydD//lpxH//ybjL//tolB//dsbA//acrZ//glyS//folE//fruK//nagB//rzoD//srlR//caiB//aceK//ydhQ//puuB//torD//ulaD//ivy//
GO_0010558_7	yebC//modB//amiA//yibH//nlpE//araE//aroK//mcbR//rbsA//cra//ybhA//ybaQ//tusC//cpsG//idnD//elyC//pmbA//kbaZ//dtpB//yedX//sufC//tcyN//yehP//cof//pdxY//xylB//eutB//ftsX//fabB//nagC//ompR//yieL//rcdA//yidH//csgG//dapB//gyrA//rpsG//aroL//adhP//ubiD//ycjQ//rsgA//glgS//yjjW//narY//sufS//metH//ulaC//topA//yhdJ//ebgA//rhaT//srlA//ybdM//yggF//djlC//argH//yneL//yiaN//dpiB//yifB//ompF//mscM//dgcT//acnA//yggD//eamB//ddlA//cdgI//moaB//selA//yccX//dinB//srmB//gstA//ybiX//frlC//viaA//nanA//frmR//rfbX//cadB//frdC//rcsB//cobB//proP//fdoG//mutL//ribE//ppsR//selB//ycdX//serC//tas//ubiE//yihR//yqaB//yohC//gltI//matP//ftsZ//xapA//rutB//ygeW//pabC//dnaJ//tnaC//rbsK//opgE//yfaV//yhgH//insA-1//yjiR//aspC//yfbV//tyrS//argE//folX//yhfK//
GO_0010562_7	appA//pepQ//
GO_0010563_7	trpC//yfbU//
GO_0010564_6	amiD//rplY//waaQ//dinG//ybhP//
GO_0010565_6	arsR//yggF//ykfM//pykF//yiaM//yciA//
GO_0010604_6	cas1//ycfS//mdtN//cbtA//yhfK//mutM//glmU//dnaE//glcF//pcnB//trmJ//mpaA//argR//yidD//ykfM//cysZ//rplN//ulaA//oppB//thrL//ykgM//sgrT//tmcA//rluC//cpxR//selB//yeiL//dapB//sxy//feoC//rffH//lhr//insA-1//narZ//hdeB//cysQ//rhmD//eutK//rpsT//mhpA//ulaC//frmB//dgoR//iclR//tolQ//eamB//fryB//caiE//araA//crfC//dcuC//tar//pta//idnD//hcaR//hycA//paaF//prfA//srlR//gcvP//envR//yjaZ//bipA//dinJ//recG//yoeB//yfgO//ubiG//grcA//mglC//gadX//yiiD//gstA//hypE//acrA//dam//ybcC//yieF//yihW//garK//ybdR//crp//lptE//sspB//ytfE//yidC//dmlA//acs//agaW//hybA//accC//narH//shiA//
GO_0010605_6	dppB//bsmA//cysP//trmO//basS//yhbO//lysR//ymdB//dppA//proB//torR//aas//mreD//csgE//yceD//ybhS//ykgM//hisG//qseC//proA//hsdR//narG//rplX//yfgI//dnaJ//fliK//exbD//afuC//lldP//bamE//rclA//ftsN//ascG//rplW//cof//napC//betI//ybiW//yijE//yiiM//mhpC//mfd//nadA//yadN//wecE//dgoK//envY//lexA//citE//ybhR//uxuB//cysM//fabG//btuC//yfiE//ygaV//ybaL//yjjU//glpB//plsX//nfsB//nikE//prfA//tdcA//flgH//bamB//leuE//elfC//ybaO//kdpD//nsrR//caiD//elfD//bioD1//ampE//yidL//ddpA//kduI//rlmD//kefB//yjaA//rnpA//folP//tnaC//clcA//prkB//mngA//ispG//pyrH//uspE//arsR//yjhC//rcsD//mhpR//citE//lsrK//fepE//rutA//ulaF//nuoH//phnG//sapD//exbB//kdpC//yjhC//uacT//gltK//syd//yohC//rho//ybgQ//cca//mltC//lapA//rseB//psuT//sulA//motA//ettA//cobU//cydB//moaE//yfeR//yqeF//dnaT//carB//recE//yigL//pabC//aroD//betB//garL//pgaD//glnQ//abpA//dadA//ddpX//lptG//flhA//ibsB//argE//adk//pflB//yidQ//
GO_0010608_7	ileS//sucB//yahK//zntA//dnaK//menD//ghrB//pabC//yfaV//puuP//basR//torY//rplP//hokE//pheA//queF//mioC//hemE//priC//osmE//mtlA//prc//tpx//cnu//pstA//ilvM//tatC//ftsZ//ghrB//gnd//fucP//ybjD//eno//rlmL//yehT//gudD//hycB//rsmB//rfaC//plsB//nrdB//phnN//insI4//cysC//
GO_0010628_7	rpsG//norV//hybE//ssuD//cbeA//yfhH//rutF//dauA//paaG//exuR//fliM//pta//cbpM//metH//yggF//ung//eptB//rplA//menD//ampD//narJ//erfK//betI//glnH//ldtE//dut//mdtI//prpC//nupC//hypC//mutM//alaE//potC//ykgM//mngA//mepH//rsuA//ilvN//ushA//bssS//greA//rnr//ilvH//dgoK//rutE//truC//ftsB//nikC//nrfB//sufB//gatC//ygbI//aceB//cbpM//evgS//nrdE//hisS//rsmB//rfbX//yihO//hemC//speG//mtn//gudD//dhaR//pabA//flgD//yhdH//intQ//minD//asd//malZ//arcB//pnp//sapB//yqiI//ybaL//allR//baeR//yfiE//ligB//rpoD//yajL//
GO_0010629_7	mdtB//yfbU//clpX//ydiF//tufB//gshB//tusA//arsC//cas3//argK//nagZ//dhaM//mzrA//decR//afuB//xanP//yohD//trpB//argR//pldB//oppA//rep//thrB//prfA//panD//pflB//ssuE//tsaE//yeaD//galM//puuA//fetB//rsuA//waaO//rhsD//ibsC//hexR//yibT//bglB//ddlA//ynjA//yqaB//mraZ//ydiV//gfcE//agaB//hisD//wecA//argS//cspE//gyrB//ymgF//eptA//acrD//tolC//rfaB//recJ//sgcE//hsrA//rffM//galE//srlD//trkG//yehT//yqaE//moaE//ftsP//ymdB//nudB//yqgF//hybA//aroG//astB//nanA//yibF//gdhA//folC//tsf//yehA//waaZ//fepA//rlmJ//yahB//yejA//kdpE//ynfL//sfmF//ybgI//intA//fucI//ydcO//zapE//secD//mnmG//ycgR//ymjB//ycaN//malY//gloC//arnD//thiI//prpD//pagP//ybhP//oppC//plsC//phoQ//trkG//yidP//glxK//aroE//mdlB//ybiI//tdcE//malF//mlaB//queD//rayT//dusB//gppA//rutB//yphD//modC//fimD//trmO//yraH//opgH//ygcO//
GO_0010638_7	cysN//nuoE//
GO_0010639_7	yihT//narX//sfmF//
GO_0010646_5	hyaD//
GO_0010648_6	glpX//
GO_0010675_6	ybiY//fixA//ydfG//kdpD//ytfR//yphB//
GO_0010676_7	greA//hyaA//
GO_0010677_7	ycgB//
GO_0010699_4	cmoB//aaeR//
GO_0010810_5	glnS//oppF//
GO_0010817_4	coaA//cyoC//glpX//nadA//glnH//yciT//hchA//hslJ//rraB//rbsD//argF//selD//nlpA//nemA//
GO_0010827_7	fiu//
GO_0010829_7	fimH//
GO_0010876_4	ulaG//
GO_0010906_6	hcaC//pgaC//
GO_0010907_7	ydhK//
GO_0010911_5	ulaB//ynfE//rpsR//
GO_0010921_6	thiM//pepQ//mntS//tig//
GO_0010941_5	wcaB//
GO_0010948_7	opgH//rnr//
GO_0010951_8	cysZ//queA//
GO_0010962_7	paaA//atpG//
GO_0010966_8	dtpC//
GO_0010967_6	ybdH//
GO_0010974_7	lptF//
GO_0012501_4	ygeR//rpsK//ibaG//pitA//rpsO//gstA//rbfA//coaD//cfa//maa//phnK//ompT//yfbV//
GO_0014070_5	glpA//mhpB//
GO_0015031_5	phnP//livH//rplW//rplA//yfcA//maa//nirD//wzb//rbsB//nmpC//udp//ybhD//ypdA//dgcE//napD//serS//cpsG//glk//pspG//cusR//yfdG//fdnG//mdtO//nadE//ycjR//mnmE//rplK//yahO//flgJ//yfjV//pstB//flgK//csgB//ygeA//btuR//ybdM//malG//artI//allC//hxpA//rsuA//
GO_0015074_6	asr//modB//ybbY//nadA//bglF//narI//rlmN//
GO_0015628_5	tdcF//gatB//yidQ//coaA//rlmF//
GO_0015669_5	yaiV//
GO_0015670_6	smrA//
GO_0015672_7	ibaG//fepE//dcuD//yggT//fadR//ldtA//helD//murP//yfbR//rfbB//cynT//srlB//yehY//ssuB//rpoD//mntS//rlmL//queF//glnE//rlmN//rsmG//fimD//uhpT//ydcP//speD//hemF//pta//yajO//yfcF//waaL//gltX//rcsA//manX//adeQ//lptC//pheS//lipA//zitB//yedP//citE//rdgB//gpmA//mltA//
GO_0015673_9	aaeR//
GO_0015675_9	clpP//dinJ//lptF//rbbA//pykF//zitB//ansB//elyC//
GO_0015679_10	yieK//hcp//
GO_0015682_8	elaB//mtnN//ppsA//glpC//lepA//gatB//yejB//tgt//pntB//rhmD//uvrA//glpD//
GO_0015684_9	rdgB//aqpZ//roxA//wecB//lplA//
GO_0015685_8	znuC//purB//fryC//recB//cecR//bglX//
GO_0015687_7	wecB//glcA//glxK//mocA//
GO_0015688_6	yajR//dppD//tolR//nfi//ynfH//fnr//waaS//yobA//ogt//yhjD//panD//yjbB//ribE//nfuA//ycbV//ptsP//hofC//cpdB//
GO_0015689_8	paaF//malE//ymgC//
GO_0015691_9	adiA//yihT//leuA//queG//
GO_0015692_8	yjbF//
GO_0015693_9	yafO//aspS//
GO_0015695_6	phnM//thrS//ldtE//trpGD//sgcC//ftsL//dgkA//yhjG//dcm//accC//fetB//paaX//metQ//murP//intA//rplD//intF//prfB//uhpC//frc//nadA//fliK//yejE//rapZ//yajQ//ymgF//yjjG//bdm//rho//gltX//
GO_0015696_6	mliC//dxr//radD//rffT//yfcQ//potC//ade//hha//yphC//entH//nrdI//rpmG//rimJ//puuE//trmI//rppH//queG//yagE//hyfA//phoU//gatB//dosP//idi//yddA//paaE//argO//sodC//fumC//srlD//thiH//flgC//
GO_0015697_7	mqsA//fepG//lsrA//rutG//gapC//mdaB//gntP//yjfF//bglB//yfjV//dsbC//fimB//dcuR//
GO_0015698_7	dcuA//elfD//htrE//yjhH//galR//recN//azoR//mhpA//degQ//cbtA//flgC//hipB//thiP//proC//hisD//yjjU//iaaA//fdnH//frdA//selB//tmcA//rluE//sgrR//hemH//rsmC//lyxK//deoB//ydeO//tqsA//ybjL//yciK//phoB//ybjX//paaF//uhpC//yihT//pck//insA-1//degQ//paaB//sbp//
GO_0015699_8	rstB//
GO_0015700_8	lit//yfbS//
GO_0015706_6	ydeE//pheA//glxR//
GO_0015707_6	dppC//ybhG//cheY//kup//lolD//btuC//
GO_0015709_6	frdC//
GO_0015710_8	suhB//fadB//
GO_0015711_6	insI3//curA//yhdH//lhr//aroF//hisG//entD//alaE//ygiN//yraH//ydcS//tig//cpsB//cydC//fliM//phnM//ydaV//gpmA//grcA//eptB//csgD//fecA//aroC//ygcW//dgcN//deoD//fixB//sgrT//dinD//rlmF//metG//nirD//gyrB//yddM//preT//yqjI//yiiD//metQ//astC//nepI//hldE//phnG//emrY//nagZ//pgrR//yaaY//gmhB//yadG//queC//tcyP//ada//uxuR//oxyR//oppD//thyA//secA//emrD//metL//rihC//rne//yqaA//qorA//hofP//dedD//hokB//cycA//prmC//rseP//ybjG//lptD//ftsP//nfuA//rimL//dgcT//elaD//panB//dtpD//selA//endA//ybhI//acpT//mtn//malQ//ydaV//narI//sad//rbsR//tesB//tyrR//yaaA//glnK//zitB//kefG//cyoD//fhuF//cytR//malE//lptC//argR//arcC//uspB//btuE//queC//torD//queE//mobA//rsmB//kch//zraS//ydeI//aer//puuD//yecS//ygfA//ydaV//cedA//artQ//napF//yidC//dauA//pdhR//yidC//holD//mak//rclR//yiaF//mtn//fpr//queG//aceB//higB//ybaQ//pitB//arnT//coaD//lysP//yjjV//holB//ybhS//acpT//arfB//gnd//rbsB//ymjB//
GO_0015712_7	galT//
GO_0015718_8	metG//appY//arsB//yieF//sbp//tsaC//metL//pyrC//mdtL//arsC//ebgA//thiH//adiY//cyoA//dkgA//ybhR//malK//gspE//sapD//kefF//hisI//mutL//hybF//dgkA//
GO_0015721_7	pntA//trxC//
GO_0015724_7	yhbX//dgoT//pdxY//
GO_0015726_8	kbaZ//
GO_0015727_7	rpmC//gldA//
GO_0015733_7	tilS//
GO_0015734_6	gadB//dhaK//gstB//
GO_0015735_8	gntP//
GO_0015736_9	rodZ//
GO_0015739_7	hpf//
GO_0015740_9	allC//yibA//ung//lysO//rplC//eco//mhpT//dusC//nanS//
GO_0015741_10	sucD//ydcM//
GO_0015743_10	gsiB//
GO_0015744_6	crp//thrS//cysS//
GO_0015747_6	yrfG//
GO_0015748_6	proW//gabD//nhaR//cspG//gshB//rlmJ//pspF//cadA//ruvB//atpF//ompC//sgbU//coaD//dtpB//sxy//
GO_0015749_7	yjgX//aroA//yjjV//sbmC//lysR//mtnN//ycbX//cmtA//slyD//glpD//rplC//rpsI//nth//rluB//ygcR//murQ//phoR//ilvB//gmhB//puuB//ydiR//kefB//phoU//ppsR//ychF//adhE//nlpD//flgJ//alsA//ccmA//yjjX//uxuR//metG//erpA//lspA//rpsB//ilvM//yfjR//trpB//ykgM//topAI//ybgI//lpcA//metQ//cobC//
GO_0015750_8	ynbD//yciE//cusR//insI1//gntK//fimF//torS//eco//waaL//ade//patZ//rph//fixA//
GO_0015751_9	mngA//xylB//insE-1//msbA//rnlA//ilvL//
GO_0015752_9	adhP//treF//glcC//ptsH//prpC//yahB//
GO_0015753_9	nanA//gutM//oppF//
GO_0015754_9	uhpT//aaeR//caiT//
GO_0015755_9	ampE//sppA//hyi//ibsE//basS//pdeF//dhaK//arsC//elfD//lhr//ydjK//
GO_0015756_9	ispA//minD//
GO_0015757_9	casB//ybiH//rhmD//ompC//eutB//hcp//flgC//
GO_0015760_8	rihB//
GO_0015761_9	lpxB//rseP//recA//
GO_0015762_9	rutF//
GO_0015764_7	yihW//yoaB//yihW//ydfD//
GO_0015765_8	araA//gnd//cbl//spy//
GO_0015766_8	ubiF//lamB//paoC//ydcR//mscL//mrdB//rluB//fdhD//ybfA//frdA//ykfI//ompR//recA//msrP//
GO_0015767_9	eptB//mukB//purA//osmY//
GO_0015768_9	yqaA//lptF//rhoL//insF-1//ybbW//ygcW//
GO_0015769_9	nlpD//
