#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	zntR//sgcA//casD//dgoD//
GO_0044242_5	lnt//nrfE//gltB//rstB//ydcS//yagJ//ygbL//sutR//phnG//garK//pfkA//sapF//casC//rapZ//polA//ascF//yiaU//rzpR//ydfK//nanK//xisR//coaD//
GO_0044247_6	yeeA//ftnA//envY//kdsC//fucA//
GO_0044248_4	lsrB//bioD//cytR//garP//yiaO//priC//glpB//fabR//thyA//pppA//yagJ//cobB//ydiV//fliA//thiE//nusG//ycfL//trmL//gyrB//degQ//rffH//cas3//bioC//yaiW//ydjK//smpB//ynjD//cecR//hisG//livF//ybfE//galR//preT//cvrA//lon//ycbU//dinD//ldcA//paaD//cptB//mltB//mhpC//yojI//higA//hofQ//sdaC//hinT//nuoN//xylB//cas3//adiY//yphB//prfC//nikD//amiD//fecD//potA//mnaT//preA//serS//murJ//yphD//scpB//rluA//carB//xylA//sbmA//yidZ//serA//ybaL//ccmA//fimI//hinT//hdhA//zwf//hisG//ydeM//sgcR//yqhC//idi//yfcF//rpsG//yghW//yahK//opgD//atoS//selB//gshB//creB//ybaQ//pgaA//fdhD//lolD//fliA//essD//fimB//ymfA//gyrA//kdsD//yggX//afuC//ydcT//gatC//hemF//yraK//trpA//aceA//mngB//yadC//dsbC//kdpF//pyrF//dacC//psuT//ynhF//mtn//ydfD//flgC//arfA//maa//yqaB//cobB//ccmE//lepA//yqiH//glpG//yobA//rnlA//phnJ//kdgT//gapA//hofM//yhbS//yjiM//nlpE//yccS//fimI//yadC//btuC//prkB//rnlB//pepN//yddL//kup//yjfP//ymgF//malQ//glnQ//bioD1//pabC//pdeL//sfmC//fadM//yfcG//potC//fabH//bioD//matP//ulaB//mprA//pitB//yhjG//dapA//kbaZ//gatY//melA//rcnR//torY//ibsC//nikD//groL//nlpI//aroK//rnr//ybdN//yfbU//caiF//ybaL//speF//tbpA//accA//frmR//rlmG//cusR//mutH//dppD//tldD//ulaC//grpE//dcyD//uhpC//malF//pitB//hcaF//metR//clpA//pyrG//tcyJ//ybaL//rbsK//pliG//sodB//yneE//spy//pbpC//thiM//yadI//rffG//higB//yciH//hisF//ynfL//ibaG//hlyE//sdhC//gabP//mntP//pykA//glxK//malX//ompN//rbn//yiaF//ybdZ//bioD//murD//rpnB//nfi//galM//mreD//ybeQ//frdC//nsrR//yidE//glsB//btuC//ccmA//mreC//thrC//htrE//yihX//rbn//ynhG//ubiA//fryA//fklB//mdtG//exbB//deoD//treB//yajL//yehP//zraR//ldrB//aslB//glyS//ymgA//metK//dhaK//entF//ftsN//yafN//ulaE//waaC//cyoD//mocA//yqiI//rof//yneL//ppsA//ygaH//yiaA//rpmF//orn//ypdC//entE//insB-2//rpnC//hybG//nikR//ubiD//trpC//motA//cysS//nikC//gcvR//yedL//sdhC//flhE//gcd//fepC//tgt//exoX//nlpA//plsX//elfD//betB//glrK//ade//ybhG//ulaR//apt//copA//rlmJ//thiE//tbpA//ygdG//umpG//araA//aidB//puuC//yeeA//fadD//cmoA//phoB//tnaB//trmA//hxpA//bioB//fadB//tamB//glnD//trpR//dppB//lsrB//ssuB//hisB//rlmH//ogt//wecE//amyA//dkgB//
GO_0044249_4	lacZ//mutL//add//ldrD//ygiN//ruvA//paaD//lnt//secY//emrB//lpxH//pppA//ghoT//tyrB//yrdA//yegV//phnL//feoA//btuC//yadC//ybhS//hscB//acrA//ychF//rsmA//phnM//ynbD//yieL//ychF//rnhB//tadA//thiD//clpP//ycjQ//sdhA//ldcA//uvrB//lsrA//mtgA//yciV//phoA//mscL//sgcX//nemA//mraZ//bglJ//narV//pyrD//ribF//mltF//rlmN//prfC//rlmI//hcaC//yoaA//yohC//hcaB//yiaO//nagK//zupT//ynaI//folA//yfiC//glvC//yfiR//rpmF//caiD//pdeK//tus//fbp//yjiR//yciV//icd//yjhH//trmJ//elaA//ydhJ//sgcR//rlmG//pckA//adeP//yaaY//lpxP//holB//glpR//add//wcaJ//mnaT//gloA//gshB//rsmI//napC//entB//ppiA//aceB//cusB//lrp//amiC//gcvA//flgI//yfcF//nupG//tusA//cynT//dcuS//maeA//rzpD//fimC//minC//caiT//speF//hemD//ralR//dapF//pheA//mcbA//mutL//tpiA//yoaB//crr//fmt//atpF//ygaZ//atoC//chpB//pphB//manA//waaJ//eamA//ydfG//cvpA//mepH//paoC//glcC//trmB//codB//rusA//hisG//fabR//cmoB//polA//sohB//moeA//ilvI//fimF//yoaA//metG//feaR//trpC//mngR//sufC//wecE//nikE//bamC//bioF//fis//dnaA//yhjR//garD//phnC//hcaE//trxC//rlmA//hypA//cydB//tqsA//rsmI//cbeA//ompN//flgH//yciH//flhD//lepA//rpmF//tktA//yhhT//oppA//insA-1//hcaD//panZ//cysI//gspE//dmsB//yafS//pbpC//folM//gutM//dcd//rutD//yegD//relA//ade//grxD//bdcA//ibsB//yebK//pdeL//rutA//caiF//norV//dgoT//bioP//mtgA//nfi//artP//ycfH//kch//acrF//ogrK//araE//yhbO//queD//exbD//xylA//cydC//sbmA//cusA//waaS//yfgO//yoeB//glpF//fkpB//lldD//acnA//setB//ybdZ//yfaE//ptsH//ygiN//cedA//fliT//yaiV//groL//yqiJ//araA//yjtD//argA//livK//accA//fixC//rpe//dcd//gadB//yebC//ecpR//nusG//cmtA//yodD//avtA//rnt//gnsB//speC//clcB//bisC//mutS//cof//mntR//rpmH//suhB//dxs//asmA//trxC//sapF//iscR//nuoI//srkA//malE//xapR//asnA//ccmH//hcaR//rhaD//tatB//dut//ibpB//rzpD//mltC//betI//ydhK//dauA//ygfI//yhjA//iscU//ascF//folP//cutA//iap//emrB//dgcZ//ydiF//erpA//coaE//trkH//fimB//sapA//pdeL//rseP//hdeB//tisB//artQ//narG//cnu//agaV//pabA//apaH//nadK//yhdJ//mobA//poxB//rnlA//sbcD//ldtD//gor//pyrL//yqjA//feoA//clsA//ispF//map//nanT//sstT//ynfL//mreB//fliT//holD//yraK//alkB//frvB//aroC//decR//yihL//uxaB//lolA//cysW//yjjW//norR//ispA//yegV//yeaK//alaC//ftsA//nadD//rfaE//sgcX//wzyE//fecC//yhfK//radA//chpB//sspA//ycgR//argG//fkpA//alkA//mhpT//fabG//ttdR//rhmR//galF//menE//nanR//rarA//tufB//ssuC//rutE//dsbC//yedF//hyfR//arnT//amiB//exbD//yddG//cpsB//nupG//glcF//hemG//dmsB//aroF//proC//thrS//flgA//ymgA//trmI//sfmA//gntR//lpxP//phnC//pspC//yqgF//ybbN//hofN//hyfC//pdeD//bluR//secD//panC//xapR//artJ//lpxP//yfcS//mdtE//murC//hyaB//srlA//uxaC//yhgF//aspS//yfdC//secM//moaA//torC//ydaN//yfeW//abgR//purR//moaD//idnD//ydfH//mmuM//nikD//gcvH//pyrG//dhaM//yjbE//argF//solA//sapA//ynbB//glgA//bssS//tgt//recJ//yhcF//rpmJ//rayT//orn//fruB//erfK//pta//tnaB//tnaC//yfcR//rhaB//cpsG//torA//rayT//ytfR//gspJ//mntS//yiaF//pphA//gadW//feoB//efeO//xapB//umuD//secF//fryB//fdrA//exbB//caiD//yaaA//eutK//yibH//osmF//ygcO//stpA//ghoS//casC//yfcV//pdeR//caiD//dnaB//yqjA//yrbG//fadK//ygeR//arsR//shiA//ynhF//sfmF//maeA//ribF//hypF//nikC//ftsA//cyoC//ttdB//cysC//yafO//wcaC//glnE//moaC//ybcQ//rpiB//bisC//ycgR//mreB//cof//malY//pabB//arnA//hscB//nuoB//mdtN//leuD//queD//narZ//recJ//ubiA//flgB//ihfB//citT//citE//yfbU//dpiB//curA//mepM//mazG//rpoS//phr//dinJ//uof//nagE//acrE//fsr//cpoB//sdhB//ptsN//pspA//rsmC//menD//fdoI//mcrB//rpsI//agaI//ypdA//sucB//waaY//ubiX//yddL//malS//yegS//cysD//dcuS//ycbV//araG//cadA//elfG//radA//asd//yehY//lolC//livF//btuD//sseA//guaB//hybB//zupT//fecB//mutL//ulaB//uxaA//pmbA//insI-1//hflD//ttcA//proX//waaY//lolE//paaZ//dinD//mazG//dacC//mntP//gyrB//phoE//tsx//rffH//baeS//opgH//cpoB//kdsA//gapC//pyrD//citT//gntU//yeeL//hisM//ssuC//yibT//ssuA//acpP//rimL//nlpA//fsr//rpmE//trxC//argT//yihX//rtcR//rdgC//tdcC//emrK//ygfX//glxR//dtpA//hdfR//ymgF//yfeX//leuO//leuD//msbA//dgcF//hisG//argP//avtA//rlmM//murQ//alsK//wzc//entH//rmf//purN//hyfA//yedX//rplY//fliT//cysW//helD//yfbV//flgM//yjhH//gntU//mdaB//hemB//chbF//yqgB//fhuC//flgM//ykgF//rpnC//kefC//ettA//yabI//ttcA//iaaA//ybhA//yabI//proS//cdaR//gshB//tyrB//nemR//kdpC//fkpB//yneE//yebZ//btuD//sspB//ibsC//rffG//ydcT//mutY//hldE//hldE//yiiE//yqjI//uxuB//nmpC//ndh//insI3//yehT//fabG//hslV//rsmA//miaA//lrp//phnL//acrF//tdcR//aroB//dtpA//iraD//modA//murP//nadC//ynaI//gltI//trpA//cusS//gltD//gpt//motA//soxS//agaV//yiaN//rimL//rarD//skp//dppA//mtn//ampE//barA//mraZ//argI//thrL//trpE//hxpB//yaaJ//purA//ycgR//menI//tcyN//artQ//nuoI//zapD//ansA//rlmJ//malF//thiI//elbB//rlmL//ynjD//
GO_0044255_4	corA//glnE//znuA//gabT//ilvC//yihO//fabA//nlpD//mdtL//yfcA//yqgB//kdsD//tusE//pphB//shoB//ycdY//glyA//pstC//artM//xapR//panC//pepN//ygjK//rplE//ykfI//agaV//carB//ygaH//citX//thiL//recD//lgoD//ydeE//rtcB//sfmF//yoaA//ybiH//rpmH//narL//yfeX//fucI//ycgR//proS//ygaZ//nikA//yraJ//nrfC//glsA2//csiD//fimH//ybdN//murD//kup//abgT//glmU//ydcR//plsC//yagE//ghoS//yadN//nfi//rsfS//fadJ//rffM//yiaU//sgbH//tnaA//dsbD//nrdD//rplR//nirC//yoeB//yneJ//yigB//essD//speB//mntP//coaA//mmuM//envY//yqgF//melA//cecR//phnL//fabR//yhdZ//lpxB//yfiE//pgaC//scpB//nuoM//nikB//thiI//yggN//brnQ//arnE//secG//pcnB//kdsC//ymfK//ulaD//ftnB//pepT//yggW//intE//rhmR//tusE//
GO_0044260_4	allB//flgA//flhD//rhaA//menI//yicJ//atoS//cydB//purT//acrF//nupG//marR//mltC//nikR//rpmC//trmB//dgt//ftsN//nrdI//bhsA//pyrB//nudC//nrfG//moaE//bioF//murE//yjbE//nhaR//yggN//nac//fabZ//rimO//holA//oppC//tdcB//pdhR//purR//bisC//putA//cheY//gspI//glxR//lpxC//yfcR//atpG//hipB//insI1//elaA//recE//cadA//ulaC//rutD//ecpR//rhlE//tus//mntS//amyA//mutS//napA//dsdC//tusC//sulA//mhpA//yagF//tnaB//glmU//gltB//glcC//psuT//osmF//menB//plsC//rplI//birA//tamA//scpB//ribF//galP//eamA//iscX//plsX//entD//nuoN//rseP//yafS//putP//yoeE//srlD//acrB//manA//cspC//grpE//birA//ppx//ybhD//dhaL//bglX//pspF//flhA//yhjD//chpS//nrfB//ybcM//guaC//cas3//rhtB//dpiA//dgkA//mltB//rfaB//hslJ//btuC//ymfK//glnE//uxuR//nlpI//wecB//glsA1//map//atoB//amtB//trpL//pncB//csgE//nepI//sfsB//puuB//ybfE//ybeQ//hpt//yehX//holD//fadD//topAI//ptsI//menH//ghoS//fadB//pyrG//secM//ilvB//napC//mltC//ygdG//manA//mcrA//groS//pyrH//rlmN//hns//ybaQ//insA-1//csrD//secD//acnA//yjhC//tusD//ompT//ibsA//exoX//flgA//ddlA//gatY//pyrF//luxS//envC//ghxQ//mazG//wcaC//yghW//ansB//sapF//yahD//trpA//sapC//rhaD//yfeO//dgcM//hdfR//yeaK//adiA//fadL//sdaB//hemL//rlmI//zapB//adhP//rpsM//lysR//nirB//glvB//rsmF//infB//diaA//fliS//ftp//xapR//hslV//sdhD//recE//livK//rseB//metH//dapA//eutA//cpoB//tamB//rhaR//skp//speE//dgt//agaA//malG//sbcC//mtnN//rraB//dtpA//ccmE//ghoS//rlpA//insI3//paaH//tktA//rsmI//fpr//galM//priA//argF//bdcR//ycjQ//sspA//xylH//gatA//insI4//norV//pspA//ydeP//rlmB//purF//katE//hypF//recG//tdcR//pntA//aldA//hisM//msrC//scpC//puuD//rimJ//metI//gloC//flgF//thiL//yidE//flgM//topA//uspG//sixA//uxaB//agaC//bglF//cbrC//rffG//eco//argH//cstA//murQ//ade//yajR//fepC//arnT//gppA//slyD//rzpD//sapA//rutC//acnB//amyA//yidR//etk//priA//thyA//arnB//prlC//barA//ribC//lgoT//xapB//hchA//motA//ogrK//pldB//rsgA//csiD//pyrD//ydjJ//cspI//rpnC//ubiH//dmlA//rusA//gltB//greA//csgA//rsmJ//gapA//ycjP//zur//yjiX//ycbB//araE//otsA//iclR//ybaQ//yjaZ//ypdB//yhdH//envR//trmD//frlC//secG//rlmI//nadE//nhaR//menE//ydeM//mdtG//rplL//rimM//yihR//mreB//yhhT//deoC//yajQ//ybjI//bolA//glsB//adhP//fdnG//rmf//rplC//dppA//yojI//frwD//ubiD//yjjB//ydaC//rcsC//metE//cspB//iap//rstB//yraI//yghU//shoB//mdaB//cysM//aer//plsB//cadB//rnd//feoC//iscX//ynaE//frr//abgR//gadX//abgR//yiaN//yqeG//yfeX//folM//frsA//appY//dcd//ygjK//preT//ivbL//frvA//ompR//fimG//gpp//kdpF//potI//wrbA//pyrE//pabB//allD//aroA//metF//yijO//rfbX//narU//ulaB//citT//folP//bssR//mtfA//idnO//pabA//casE//sdiA//mcbR//gltB//pstS//lit//scpB//yihS//sucA//folD//comR//yhaV//gltS//yphF//lpxB//gyrA//pheA//secB//rffC//gloA//uspE//rpmE//mdfA//syd//pdxJ//waaY//hflK//cysG//yeeO//pdeH//recQ//ftsZ//ycbB//serB//pstA//frwC//gatY//argT//ribA//proX//def//secF//ynjA//ygeV//plsX//metC//rluA//mipA//purF//kch//leuD//lapA//idnK//mdfA//hslJ//bcp//mscK//cecR//etp//yidC//fliM//mltB//dgcQ//ygjH//minE//solA//metQ//caiE//gmhB//epmC//rsmH//rnhB//dcp//rnd//malQ//ppx//fabI//gloB//ybeQ//gltS//xapR//paaD//fdoH//hdeD//xthA//glk//fadK//modC//ribF//dinJ//rpsA//tusE//mcbR//cpdB//yqiH//deoD//yiaF//umpH//hemA//cho//hipA//secA//yqeG//pgrR//manZ//fecC//mnmG//radD//hslR//amiB//atpG//dcuD//yedP//ansB//ypdI//pspF//pal//mngB//tyrS//queA//bcsQ//glcB//fixC//bdcR//galE//rutF//polA//ompW//mltC//ygfZ//ybgI//yajD//radA//mdtG//yceD//mtlD//cysB//cusR//tynA//alsA//pgpB//exuR//yqiH//sodA//xisE//melR//agaV//holD//zapA//rzoD//yqiI//tatC//comR//hdhA//argF//htpG//ybiX//ydiF//gpp//yieL//alaC//wzzB//xylR//helD//yidD//phr//rpsJ//tatD//arcC//rlmN//potF//soxS//rhaR//ydeO//fur//ttdB//ycfJ//pyrH//fis//thrS//efp//hyfC//csgE//idnO//hemC//ortT//yebZ//arcA//yggW//flgD//thrL//wcaC//chaA//putP//ttdB//dsbD//glxR//ymfA//btuE//garR//nanS//yrfG//lptD//gsiA//pgm//rlmI//ymjB//rph//rhsD//nagZ//fucK//aroC//kbaZ//rpoH//guaB//pheM//ykfM//fimA//uidA//adiY//yhjB//lpxL//yeeL//ypjD//yiaT//xerC//
GO_0044262_4	ascF//rbfA//yciK//mltA//slyA//kefB//yeaG//yggP//pnuC//yieL//yjfP//narG//rsuA//pflA//rseB//yahO//rbsC//plsX//gatZ//uvrA//araD//hyi//xylA//kup//greA//treB//pcnB//ydcZ//vsr//rdgC//mdtB//ecpR//ulaE//gapA//bdcR//yodD//ldtB//waaY//lsrK//puuE//ydcT//dauA//treB//pdeD//uidC//purR//ybiV//clpX//chpB//argB//ccmG//yddG//ydhJ//gcvH//folE//uidC//iscX//higB//iscA//yphF//cusA//dpiB//ycaN//yjjQ//mnmA//marA//ftsA//glcF//napB//motA//insI1//nrdI//adiC//rna//wzc//oppC//ydiV//dmsC//nuoI//tomB//yciH//phnM//ybgP//pgl//ompT//cpdB//bamC//dcuB//zupT//kdgT//opgG//uvrA//argT//elfC//phnO//prkB//tpiA//tpiA//eutN//yfbR//dapD//dtpB//btuD//rcnA//murA//wzc//kgtP//ssb//fimH//avtA//hda//tatC//opgE//entE//mgsA//lrhA//glnQ//atpA//selD//gabP//umuC//phnP//yhdW//bioP//
GO_0044264_5	frsA//hcaT//ydhC//epmC//agp//secD//nth//chpB//aceA//rssB//fecD//yqjI//truB//cysI//lysC//rlmA//lrp//metE//fhuF//gabD//pncB//pyrF//zitB//uspB//ulaD//ugpA//msbA//nhaA//dps//acrE//ydbK//talB//tcyJ//cdaR//emrD//appA//znuB//tktB//recA//agaR//dbpA//pyrB//ynhF//apaH//mntH//yqiH//ortT//fau//ydhQ//fucK//basS//hicA//yidZ//alaA//ibsE//
GO_0044265_5	dnaA//yjhB//aroB//sucA//thiI//mrp//codB//eno//yphD//viaA//otsA//entA//fadI//tag//lsrR//cmk//pmbA//hofM//yiiM//modC//fepA//fryA//plsB//gsiA//rfaD//thiQ//thrS//cutC//fimZ//nhaA//rpsS//hyaC//dtpD//ygdG//
GO_0044267_5	rlmA//melB//galP//azoR//btuE//ulaA//pmbA//yhcF//nanT//yibF//yobA//ygaV//acpT//secE//sufB//tldD//yfiF//mdtP//lrp//cysI//bhsA//yphB//yddA//fabG//ybjL//polA//sdaB//dnaQ//glyA//moaB//thiH//yedA//fruK//msrB//cheY//dgcZ//yjjB//potA//dhaM//clcB//hisS//hcp//pphA//mdtN//yigL//tufB//yjiA//ybeF//cpoB//feoB//mog//folP//rimI//frlC//hisP//sbcB//ubiX//yjhI//dapB//ileS//rlmG//xthA//lon//envY//chbB//dppC//atpB//ybaT//avtA//pgpA//pntB//ydjJ//thiQ//yjbG//rpoA//thiH//cusB//surE//nagC//napC//zraR//yijO//frdD//waaH//flgC//mntS//yddG//ruvA//yhjB//glsB//wcaJ//priB//fmt//trmJ//rlmC//yqhC//sodA//plaP//ymdB//clpS//lgoR//tbpA//trpC//elfA//yibA//pncB//ytfP//shoB//fabA//cpsB//speA//rpmF//ybgI//mngR//dicA//yiiD//pykF//fucP//ilvB//rcsF//yceD//iap//pppA//hxpA//nudB//yohC//rcsF//macA//topA//putP//ypjD//yddG//rfaG//murG//glnE//cspE//ddpX//yiaM//ubiX//tatB//panC//gntU//arnT//yehY//yqhD//ttdA//cnu//ydiO//acnB//lplT//trpL//gspE//amiB//frmA//argH//glvC//cadB//era//crl//aroH//prkB//hsdM//cmtA//nfuA//mntS//malX//murP//soxS//ydjL//alsK//ypdB//kbaY//rfaB//gstA//yeaV//ccmF//ydhJ//cusA//yagU//lpxK//trmJ//yahK//recB//rpnC//cusB//gspF//ychO//mfd//yagG//ubiJ//deoC//nrdB//gpp//ribF//rlmJ//gsiC//sbp//hofN//rlmA//paaZ//ybaK//mreB//yqiH//
GO_0044270_5	sutR//yqeG//dcuC//iscA//hypA//norV//fimA//speC//wzzB//lysR//lipA//tldD//ilvD//hemF//trpE//hexR//paaH//xapB//flgG//arcC//prlC//paaG//yceD//dauA//pabB//speC//galT//rbsB//insA-2//hofQ//ydeI//sbcB//elaD//uidC//mdaB//nrfA//nhaB//mdoG//tnaA//glnH//yiaL//xerD//ackA//pepA//cadC//ftp//dcuR//nhaA//fadJ//fkpB//focA//cysZ//glcB//argE//panZ//eno//nupG//nagA//fpr//ygeX//ydcR//wcaC//fabI//uidC//citG//yhbQ//acnB//aaeR//caiT//tolQ//oppC//kdgK//ycgR//dgcJ//entA//suhB//proA//ptsI//gadA//flgK//msrA//diaA//paaB//bdcR//coaE//hrsA//ssuA//intE//agaB//rsmH//rimO//frwD//dxs//pgi//yidR//torD//glsA2//appY//glyS//dapA//prlC//yjiY//phnK//galE//hprS//cysP//fhuB//aqpZ//malX//
GO_0044271_5	ybjI//der//yaiW//eutN//ptsI//kdpA//argT//nlpA//uup//alr//abgA//glcA//yggW//yciT//tcyL//psd//yjjI//acrD//hxpA//rutR//fdoI//glpD//ispB//soxS//iscU//ppiA//argE//cedA//ileS//pflB//yceK//relB//ygfZ//nrdF//pbpC//xapR//dmsC//flgG//glpX//pliG//rpsH//folM//paaG//mgrB//bhsA//fliT//nagA//pyrD//soxS//ybdO//iraM//kefF//gmk//pmbA//dsbA//lpp//ackA//ompC//ghoT//adhP//dsdA//brnQ//ybiX//menB//lplT//yhgF//chbR//allB//proS//yciK//flgA//idi//pstC//yajO//tcyP//thrS//narH//yagJ//yejE//mutS//rrrQ//ycfH//pfkA//wcaJ//lsrK//waaY//nrdR//ytfE//yiaT//rclR//yihW//dnaT//trxC//aroH//ulaD//yghG//cirA//speE//eco//upp//recO//aceF//frlA//hlyE//ndk//infB//pgpA//serC//miaA//tsr//yihI//ldtA//moaC//rmf//phnO//iclR//ebgA//phnN//rsmC//yhaV//cbeA//pyrE//hiuH//hybD//srlA//btuR//srlE//mrdB//mntS//murR//nikC//mcbA//ssb//umuD//fkpB//ttdB//hycA//flgA//folM//efeO//fucO//psuG//lgoR//chbG//hcaF//ftsY//yfbU//patA//prlF//pspD//yibH//frsA//tusC//eutK//murC//hda//coaA//frlR//ihfB//rlmD//astB//ypdA//hcaC//yjbG//tldD//trmJ//secA//mdlB//fabH//ymfK//yggT//murJ//purN//znuB//rluB//clcB//dacA//acpT//ybiT//hrsA//scpB//napF//yhaC//yadI//asmA//ynaI//slyD//clpP//yqgF//ydcZ//iraD//pyrF//rffG//gatZ//ompW//nuoF//mdtD//dmsB//eutD//yfcF//rdgC//yjbE//uxaB//diaA//gltB//mltG//aaeR//nadE//gutM//dmsC//ybfA//yedL//aes//yagI//dcyD//elaD//tcdA//osmF//yraJ//arnB//essD//ydiO//agaD//rplY//lsrD//pnuC//flgF//rpmA//cecR//alaA//tatB//narL//rpiA//ycbX//pabA//fepA//pntB//qseB//ybcL//hisQ//secG//hisA//mdtG//mdaB//dapB//hemL//ytfR//ulaF//paaG//topA//murA//atpD//fdnI//ybhR//tufB//hemF//mlaF//tusE//argH//yehY//dnaX//lasT//yjjG//rlmC//arsC//cusS//hypB//hflK//yfcR//yfeR//fis//ulaB//atpA//emrK//wcaC//ydiV//rffM//nanR//dam//frlC//hcaB//wzzB//nrdB//adeD//dgcZ//ghxQ//pykF//rpsO//elbB//nrfC//yeaV//ygiW//yfiR//yidA//hemC//gatD//mdtJ//cheB//fliK//rodZ//modC//melB//dgcF//clcA//yiaU//pstA//opgC//arfA//lpxC//bamE//ldcA//cspC//cydA//insI-2//yjjG//nuoI//ddlB//yiiD//actP//speG//maeA//sgrT//intE//kefC//rhmD//hicB//endA//yqaB//tolQ//yqjI//yjcE//rcnA//sgcB//perR//cysE//yjjQ//yceO//rusA//dsbA//brnQ//flhC//yaaJ//fucP//yihP//insH-6//ghrB//amiB//lptE//lysR//gsiD//arnF//paaF//psuT//clsB//livG//bfr//araB//nrdA//ydiZ//intZ//entB//insE-1//mltB//yajD//pstB//mutY//cysH//ybhS//yijO//minD//ynfH//folX//blc//rsuA//pdeL//lsrG//trpA//sapB//nuoM//gpp//afuB//tdcC//recB//rpmH//frc//yrbG//yihV//rayT//yahN//glpK//entD//paaJ//tcdA//ribC//blr//xanQ//ybjN//ftnB//ycfJ//pdeR//dcuR//yjbE//acnB//tdcB//yhbO//glnD//frdA//ygcO//nagK//tdcD//rhlE//cbeA//xylH//yccS//tusA//add//rhaR//cedA//yiaA//
GO_0044272_5	ycjR//nuoF//pepN//pdhR//fimE//ytfR//rpsN//appA//crp//frc//yagG//phoP//asmA//ydeI//cysH//cvrA//pgpC//yagG//flhD//tig//polA//btuR//fklB//yhhT//glpK//yhjR//dut//dgoA//mdtA//mrcB//yqaA//hldE//tbpA//argC//secG//ygjR//rffT//yegV//yedF//pykA//uidC//arcA//hxpB//eutB//
GO_0044273_5	fsr//ygcR//insB-2//mnmG//dsbD//fkpA//mlc//pykA//rlmN//uacT//cusR//melB//yghB//nudF//pnp//betA//
GO_0044275_5	cobT//bamA//hrpA//potG//pyrB//seqA//astB//cysQ//nlpI//tynA//uvrB//eutN//rseP//garL//fruB//hscB//rfbC//coaA//ascG//garL//rbbA//allD//cysC//ftsP//yejB//argD//xseB//sspB//recC//rfbB//tomB//xylR//tsf//yhdH//rlmI//ddpA//yraR//intA//lit//glpX//osmF//
