#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	caiT//roxA//ftsB//xylB//
GO_0006808_4	yhhY//thyA//dkgA//
GO_0006810_4	yajD//glcD//gltL//yciT//sapA//mraY//cysG//gppA//yfbU//yihT//cysA//flgH//phoB//ulaD//fdnG//gph//pdxY//ytfE//ssuA//trxC//ycjW//proX//livG//yhaJ//arnB//envC//yieK//rbn//cas1//cheW//obgE//otsB//ldtD//nlpD//rseC//rnpA//setA//mnmE//alpA//gltK//yhjR//entE//creB//mltB//recR//rplS//ypdF//argE//rsmB//grpE//ilvC//rnc//rraB//folP//greA//ybaO//ribB//nmpC//asr//potB//efeO//sbcD//tus//glcE//norW//cspG//csiR//yghG//gcl//ubiC//entF//ogrK//gcvT//yfdS//gsiA//plsB//narP//symE//fdnH//lepA//folA//yghU//rsmD//menD//yodD//yiiE//fadE//garP//rpnD//mmuM//narX//efeO//menD//nuoI//nagK//sdhC//hofM//cheW//ppk//metI//trpB//gudP//yfcR//fumA//yjjV//gpp//mzrA//narZ//dmsB//cheR//mlaF//mscL//hupB//deoR//pabB//pta//malF//tyrA//mazF//blr//yacG//gatZ//ulaC//lhr//wecA//ybeQ//ygeA//rpnA//metB//argT//serC//nagZ//ybiT//arfB//hscA//hybO//wzyE//yjeH//ppsR//yejA//folM//fdnI//intQ//sodC//alaE//btuC//ynfE//ycgV//aroB//ompF//argG//prmC//lptF//iscU//nrfB//yehY//basR//rbsA//ftsA//gor//etp//ykgF//nrdB//glnE//sgrR//hybG//murR//fadI//tcyP//arnD//trpC//ychH//mdtA//yfeO//mutS//ybbW//leuS//betI//bioD1//hemG//qseC//accB//rcsD//cysS//proX//cysC//yeiL//iaaA//yjeI//yeeY//rpsR//hisQ//thiD//rsmD//melA//pspG//pyrD//agaD//ppc//yraJ//soxS//nikD//lsrC//yeeL//ruvA//ttcA//frwB//rcsD//ruvB//gyrA//metH//lpxT//sxy//pflC//rpsL//dtpC//brnQ//metQ//glgX//yidA//fadE//amiB//garL//murI//otsA//cedA//nanC//gatY//wzyE//elaA//uvrB//yfcU//fliZ//emrE//mppA//ykgM//cmoA//sgcR//yqaB//tamB//alr//sutR//paaX//matP//nupX//argB//aceK//hemG//fkpB//gcl//pheM//hcaF//lolC//emrB//ybhP//rfaE//garP//speE//ybcJ//ccmE//fliG//rep//cstA//cedA//ybiO//frvA//folX//hcaB//ubiH//cdgI//narQ//glmM//thiH//purA//mltD//yoaB//ftsX//dhaK//mlaF//uxaB//blr//ycfH//pntB//tmk//nikR//pspA//gatY//rlmF//puuE//ompW//frmR//yraN//srlA//ygdG//rlmE//phoQ//ynbD//ynjD//glsA1//ydeM//solA//yhhY//ypdI//intS//modC//citX//idi//malQ//arsC//fdhF//nanA//cmtA//menC//lpoB//hofO//glpT//guaB//queA//pepD//pabA//ycgV//phnO//fadA//yfaE//gyrA//wecB//rpmH//cho//pgpA//gmhB//kdgR//paaJ//yqaE//rsmI//yhcN//rsmA//yfeD//xerC//ampH//malS//paaC//ompN//nagE//yqcC//tyrA//yejA//ribF//ybgQ//xseB//fepC//yhbS//rpsN//csgB//yfcR//ccmG//lolB//narV//rpe//ybiV//speC//tamA//murF//ychF//hisF//sdaC//leuA//eutK//rcnA//ykgA//argI//betA//zapD//yciT//mlaD//ribE//trmH//chbC//fucP//yhhZ//ybeF//rpsM//cysM//rpnC//pth//hslV//rpnC//tauD//ihfB//ygcR//ygiB//rutE//dgkA//insH-5//frwB//phnK//rbsR//yfcP//ndh//arsC//endA//rimI//dsdC//glpR//ynjA//blr//waaO//groL//uhpA//ddlB//fimA//rnlA//sgrT//fbaA//rplL//atpE//ivy//mdtN//ydjJ//dppB//dgoK//mutL//hisD//ycgV//yeaK//rpsH//opgH//dctR//smrA//atpB//yjjV//elaD//barA//aceK//tehB//trmD//tufB//acrA//maa//ynfH//pdeR//ileS//mdtM//fklB//lpd//bsmA//cbrA//ynjA//hcaF//ascG//dppC//hemG//argS//purB//ybjX//argO//lolE//mdoD//zur//cdh//malI//ygdG//hybB//yebS//caiD//sgcE//hyaD//fieF//garK//ydfG//yraH//ackA//grcA//yfhH//ybdR//srkA//yqeA//yaaU//gpp//fixB//hypE//yfcF//flgF//yecS//waaQ//adiA//panD//yeaE//intA//guaB//deoB//atoS//glpB//rho//fliD//yadI//dapD//modC//pth//ykgA//acrF//argT//tdcA//atpB//thiP//soxR//dcm//yraI//cas3//ybiV//ptsI//patA//zapD//rhtA//cheW//rpsG//hslR//nagK//cra//hofN//fimD//nrdB//gpr//fepC//ydfK//rpmE//yciA//fixC//ftsB//argO//csdA//proW//yfcF//hybC//lpxB//yfbU//yfiC//ymfA//tauD//nuoB//rhtB//prmC//mrdA//cysH//pdxY//surE//fadK//psuT//efeO//garL//acrR//melB//rpsK//rnlA//pgm//cbrC//nepI//insH-5//manZ//murD//ydcZ//yhjD//rihA//rhmD//kdsA//frc//sutR//rfbX//hscB//nemA//osmF//menI//essD//lon//hisB//ynbC//cusB//ybiS//hisC//menD//creC//atpB//gsiC//envY//lptA//cmoA//adeP//emrB//rpnA//rihC//ispH//thyA//grcA//rplP//nanE//emrB//folC//malZ//sad//
GO_0006811_5	tdcB//gor//hrpA//spoT//nuoF//secD//paaA//nth//nrdA//pstS//mazG//ampG//bdcR//aroH//scpC//glsA2//sdaA//tatB//holC//yiaU//hemD//yejA//rpiB//lacY//rpiR//thiL//zwf//fruB//arcC//yfaE//pth//atpE//tehA//narH//ugd//lspA//otsB//envR//adk//yeaE//bluR//abgB//mrdA//aroE//ydhJ//agaS//lexA//cdd//ybeF//speE//betA//marR//ulaD//gcvT//hdeD//tufB//htrE//fadA//frsA//yagJ//gutM//ygeV//yggX//bssR//paaA//yadN//ubiE//osmY//ribC//lacY//menA//mrcB//yddG//hcaT//msrC//rlmC//nac//murJ//glpX//metH//folA//yfiC//panF//mltD//ulaC//flgA//trpGD//yfeD//allB//sufS//scpC//sspB//tap//ygeR//yggP//nei//entD//hyaD//rffM//nanT//lsrA//mdh//modA//narG//yciE//sdhB//argR//nuoN//glgX//cspD//dgoA//pphB//deoD//thiI//nhaB//murA//lpxK//alkB//alkA//gyrA//cysS//pgaD//hycH//yagG//ybaQ//crl//leuE//ynhG//dhaK//nhaR//rpiA//infC//ybeF//purB//kefG//lrp//nemA//manX//acpH//prlC//mgtL//ydcM//malS//puuA//agaA//yagU//wzyE//elfC//insB-2//ulaF//atoB//cyoC//hyi//polA//glgA//rcsA//paoC//yjjV//clpX//melR//ndh//phoB//yciE//dnaG//lysU//ydcS//fixB//djlC//allB//ydcM//ydeE//yoeE//gyrA//potB//rcsF//pheP//yehP//sgcR//rplO//fimE//fetA//copA//stpA//waaZ//uup//nrfE//rlmJ//cydC//nrdF//prmB//hybC//yiaM//dmlR//ypdA//rspB//lspA//yphD//yraH//yqaA//glnQ//yphF//ridA//yiiM//rutG//yahF//artJ//pflA//bglJ//dcm//nusA//csgF//atpH//amiB//lpp//flgB//rcnB//recT//trpA//hrpA//garP//rlmI//dgoA//yhcN//aidB//alaC//truD//ykgA//bglJ//ortT//narP//rsmG//dicC//parC//putA//ytfE//chbA//yjjG//yajL//bglJ//melB//ubiG//ydcR//yciH//xylR//ugd//dgoD//skp//tas//hflC//yfeD//rof//paoC//tatB//exbD//tsf//patA//ybiI//rffT//ybaT//trpD//narJ//recQ//yihV//sucD//lsrC//sapC//ccmD//cdsA//rpnC//purN//rplL//bipA//sdhA//cysP//rplC//gpr//mdtQ//chbR//yadI//mdtI//nadA//rzoD//yihR//cpsB//nikR//hofM//bisC//
GO_0006812_6	nimR//gutQ//fis//sbp//yiaT//yphC//hprS//aspA//gudX//hflD//rpsN//cytR//ynjA//rplK//fumB//pheS//alkA//msbA//yafC//ybiX//cadA//ttdB//pykF//apaH//miaA//ompA//yjjW//deaD//ybcQ//araG//rlmH//tcyP//yfcF//yfeW//rplQ//plaP//selD//pyrC//yciK//pckA//rclA//moeA//ydeO//cobT//cusR//tsf//truD//ydbD//chiP//mtlR//yjcS//rdgC//nuoF//proW//flhE//chpB//fixC//ilvA//fryA//ybiX//fpr//arnB//yagJ//sdaC//proP//alaE//ftsZ//trmB//cysG//lpcA//ilvH//astC//elfG//prlF//rsmG//sulA//speA//ilvN//msrQ//yhaO//htrE//mtfA//abgB//arnD//waaJ//mepS//acnB//fis//mgtA//glnH//gnsB//rpsQ//kbp//rcsB//pdeK//nagZ//nadD//entA//ghxP//ybhI//rssA//narQ//pphA//metI//nagC//yacG//insF-1//gpp//lysU//ogrK//malK//coaD//opgC//yjaA//flgB//kdpD//arsB//copA//ymgC//rcdA//sufC//yggT//mltB//trmA//prkB//dacA//yfeD//sufS//bioD1//yicJ//tldD//matP//yadG//ybdO//ypdC//hybO//modA//apt//ydaV//cysK//wcaB//yneJ//yibH//rrrQ//hyfA//asnA//gltK//puuC//narW//napC//artP//glgS//ftsP//deoB//coaD//ycjR//kdpC//dcuB//recF//rimJ//yegD//sdaA//xerD//ymfA//ssuA//uvrB//yiaM//crfC//tar//astB//rsmC//
GO_0006813_8	hisA//ampG//folA//sspA//agaC//uxaB//yphD//rlmB//sthA//kdsA//yggE//frvA//ybjD//cydB//aqpZ//purA//bolA//
GO_0006814_8	mgrB//rarA//bioD1//ycjY//flhD//manZ//hybE//ybhD//cusA//
GO_0006816_9	pdeD//
GO_0006817_8	tdcD//yggT//fetB//lplA//flhC//rpe//lacZ//pdxK//pyrE//
GO_0006820_6	pheP//mrcB//yajD//dapD//ppk//rhaT//ymfA//murA//nfi//fecB//zraR//rraB//fliS//ubiI//rpoH//umpG//rpnB//lptD//rzoD//brnQ//rpsP//uup//pitB//rplE//flgI//potC//ydaC//ogt//frdD//mzrA//ugpB//tdcR//cas2//rbsD//speG//ybjC//amyA//bamC//narP//kbaY//trg//manX//glxK//ccmA//yieF//hokE//yfiC//recQ//tig//rhtC//waaY//rpsK//msrQ//cyaA//yagJ//rho//ydiK//dppA//decR//hokE//rhtB//aceK//eutN//moaB//selA//argD//ugpE//thrB//galM//deoB//bssR//glvC//yeiL//codA//sfmC//yafO//ygiW//yegT//cueR//amiA//ymjB//ilvI//tusD//rpsK//hofM//xdhB//yebG//glnA//ymfK//hdeA//rsmC//ldtD//ligA//prpR//rimI//pitA//yceK//ybeY//yqaA//torR//lgt//nrdF//fryB//intZ//rplE//rcsD//uxuB//tcyN//narU//fucI//glnE//pdeK//rimP//macA//folM//trpL//dbpA//ydcR//yjjV//yjjI//ydiR//rimK//xisE//ydcI//serS//yehU//hisH//yidE//polB//uidC//sgcX//nikR//yjbG//glsA//lhr//sapD//ihfA//ytfR//mipA//guaA//bioD//cmtA//ldtA//argE//yrfG//yicJ//argT//ilvM//alkA//yjjW//patA//tyrA//lpxP//treF//ftsW//dmlA//appA//coaD//glpB//dnaE//rplY//yafS//yqiI//yeeY//araC//htrE//aaeA//ybeQ//rutF//mprA//ygdG//coaD//sufA//mgtL//clsA//waaJ//ascB//
GO_0006821_8	hofM//yagF//ycbB//
GO_0006824_8	ivbL//rbfA//ompW//rpsG//
GO_0006825_9	yiiM//xisE//umuD//ychH//ytfE//icd//rpsB//
GO_0006826_9	rplR//alpA//mdlB//patA//tyrS//lacI//tdcR//fixB//yjaZ//hexR//ldtB//nrfB//rutB//proB//tatC//malZ//ravA//
GO_0006828_9	bglX//rpsS//nadC//
GO_0006829_9	yadG//yagG//speA//srmB//ybhF//cydB//qorA//murF//lldP//
GO_0006833_6	alsB//
GO_0006835_8	yajQ//spoT//yehX//ygjR//yjeH//lapB//yajO//torS//rclC//wzb//gcvT//phnJ//pinR//frvR//
GO_0006836_5	secE//adiA//minD//fimC//psuG//pepQ//opgB//dtd//aldB//mhpB//
GO_0006846_7	flhE//dctA//
GO_0006847_8	yiaN//
GO_0006855_6	yneL//ibpB//yafC//ulaF//obgE//mrdA//thiE//marR//serC//djlC//yggF//hchA//pbpC//mdtQ//setC//mntH//gnsB//gadB//iscU//nuoN//nirC//waaG//holD//pflC//yjbF//hokE//malI//uvrD//hybA//cusA//alkB//wzyE//arfA//ilvD//dppC//dapF//rimP//rplL//atoB//hipB//ulaD//casE//ndh//malZ//leuC//yjjX//yggD//intA//aspS//yihQ//tyrA//uof//ssuC//nudC//acpS//folM//rssB//helD//
GO_0006857_7	ansB//rplN//mdtF//ddpA//wzyE//yraK//entC//yieK//ydjH//pntA//acrA//ybcF//cho//gcvT//mdtJ//yaaA//yheT//entC//metQ//rfaC//yafO//xapA//sfmH//otsB//acpS//ynbB//cheZ//
GO_0006862_7	pth//
GO_0006863_7	pheP//lon//yhcF//metR//uvrY//thiL//aroC//lplA//
GO_0006865_6	mgsA//yqiI//gltP//yjjQ//gudP//rsmB//aceA//dapD//narU//cobT//phoB//fadL//secY//speG//accB//rapA//oppA//nlpI//cspD//entA//tnaA//umuD//qseC//casE//rsuA//cusF//fetB//yhjG//nupX//pbpC//hlyE//phoR//yeaE//ybgI//lolB//rcnR//nikR//tktB//ykgF//sgrR//yojI//yiaJ//soxR//cheR//feaR//cdaR//nrfA//proX//yebS//ilvN//dcuB//glmM//frdA//fnr//hypC//guaA//gspF//fabG//glsB//alaS//yneE//ytfT//tbpA//topAI//rpoH//ccmF//ydfK//rbsA//wzzB//clpA//fabR//mutL//yihS//
GO_0006868_7	ybiV//tolB//envY//
GO_0006869_6	atoS//sugE//livG//lrp//gatY//ddlB//dgt//pinE//aspA//pheT//murI//yqhD//yedF//tauB//glpT//secE//rplS//ytfE//rhtB//livF//cspE//ttdT//mtr//
GO_0006873_5	pmbA//holD//frlR//glxK//murQ//hybO//minE//dgoR//valS//ybiI//appA//yebZ//uspC//insI-2//eutA//rpnA//artI//priC//hxpB//phoQ//insI-2//tmcA//adk//rffT//argD//clpA//ybiW//acpP//frr//agaD//
GO_0006874_8	yagI//
GO_0006875_7	moaD//ariR//cydC//cof//iscS//kup//yfdK//hyfC//exbB//nagK//srlA//nrfG//narY//yfjV//cspA//nagB//tsx//rraA//wzb//frsA//hexR//
GO_0006876_8	gspJ//
GO_0006878_9	yadK//plsB//cusF//glmS//dcuB//
GO_0006879_9	tolB//ispU//ychO//frvB//leuA//torY//yjfF//gadE//nanE//ccmA//lasT//
GO_0006880_4	guaC//zur//yfdO//
GO_0006882_8	yceK//
GO_0006883_8	hprS//rzpR//cydA//
GO_0006884_4	proA//alsC//nuoB//rfe//yraJ//
GO_0006885_9	endA//gadA//mraZ//entH//recT//rplX//crr//secD//mscK//gutQ//fre//
GO_0006886_5	clpP//gudP//pnp//yhfS//insF-1//hemF//yhaM//ansA//rffC//wbbK//lysR//
GO_0006928_3	sfsA//prpB//cynT//folD//gpmA//yphF//rnlB//yohD//ttcA//nikC//hemG//lyxK//kup//parE//atpD//ssuD//rmuC//glk//ybjX//cmoM//fadE//yciT//lptB//rpsE//cadA//pgpA//lepA//ybaL//ybdM//rarA//glsA2//adeQ//fdnH//garL//murR//tehB//secY//yqeA//gluQ//ydcM//mdtM//oppC//prlC//setC//
GO_0006935_4	ydcZ//dapD//yhgH//gltL//rpmH//mnmC//pgi//yohC//pyrB//ampD//gltD//yfeR//speE//cpoB//araG//kdpA//
GO_0006950_3	dinB//dsbA//cysG//purU//cysM//clsC//rpe//dgcE//dapB//gntK//btuB//rpsM//ibpB//ebgA//cpoB//lpxM//waaF//sbp//ybjC//ahpC//yedP//bipA//cpxP//wecC//insA-2//dtpB//ompW//nmpC//scpB//atpE//grpE//appA//ispH//ycjY//glnL//gltB//adiY//moaA//yajL//allB//opgD//malF//ydiR//lpcA//mrdB//flgD//waaU//chbB//yehP//ais//mdtO//yggP//lgoD//greA//ugpA//osmY//phnK//araB//yahD//hflD//ykgA//ratA//trkA//yfiR//galU//rlmA//soxR//ychF//tmcA//trpR//hipB//lyxK//tktA//hxpB//artJ//prpC//chbG//hisA//eno//glpK//lptC//endA//hybG//narI//ydiV//tpiA//dapF//trpGD//thiI//rna//ybaM//truC//hycI//rplX//elaA//sodB//dapB//agaV//glvC//fixA//fruB//ampE//ansA//pitB//lipB//glxK//pdxY//hycH//mdtK//dcuA//greB//rsuA//yedL//cspE//dgt//ygaH//yaaA//psd//yfcG//ycdX//csdE//rihC//yccX//gshA//secB//nimR//phnJ//bssS//xanP//pta//ydfD//frc//sthA//cmtA//wzb//manZ//ompL//cdgI//chaA//gspF//kdsA//nrfG//rbfA//alaE//rhsD//glgC//tusD//ybiW//gstB//puuC//ompC//abgA//rhsD//clpP//fryB//frvA//citX//treB//rlmM//glyA//fryB//speB//sgcX//phoU//asnB//bluF//ompG//ybhP//pphA//uidR//nirB//hsdR//curA//dacA//priC//sucA//roxA//cpxR//ppc//dnaK//argH//puuR//fepA//proS//ycjY//arnA//hfq//ydaV//sufS//fkpB//mreB//rpsG//ftsL//fetB//deoB//ygiV//paaG//rpiR//hldE//lpcA//gadB//fepD//cysQ//cspD//csrA//phoE//pinQ//rplM//glpR//mzrA//uspB//bglX//sufD//sapF//ybiJ//cysS//puuE//guaD//kdgR//ptsN//ykgO//arfB//napD//iscS//ppc//glgP//uhpA//nuoF//insH-5//cdh//fau//mnmG//lexA//gspF//fadB//hemA//murE//dsdA//lysA//mug//srmB//lhr//yhdZ//nuoN//speD//yihI//yhbS//galM//rpsN//pgi//glcC//nmpC//ybiY//acnB//fdnH//ygbL//glcA//hipA//hypB//intA//insB-2//hscC//yjiQ//lspA//hybE//yjcO//spy//gntP//yhcN//lptB//maoP//dacD//mutH//ivbL//mutM//moeB//glnQ//rzpD//nrdA//arfA//mlaB//rzoR//rbbA//degP//thrS//chbG//yddG//surA//yhcD//uidC//nrfB//idi//mepH//ypdB//ttdR//torA//ftsE//pepT//accA//yhaM//bdm//amyA//yobA//bipA//uup//livG//cusS//yeaD//phnM//yagJ//leuD//gltP//csgE//fhuF//tonB//fabD//frdA//pal//yihS//nmpC//nuoH//rluD//gstB//yjhG//glsA2//rhaA//focA//glpF//ybiW//gloB//nikR//purB//guaC//ftp//lsrC//cvpA//csgB//dgcJ//trpB//ibsB//prpR//htrE//lgoD//rsgA//nuoF//fpr//rpsD//dxs//malP//moaA//rimO//fdoI//yadV//agp//adhE//mog//dhaK//alsB//nikB//ybhF//pyrB//arsR//bssR//yfcR//ulaE//thiQ//mmuP//galP//aaeA//gcd//nupG//arsR//umpG//mutS//hsdR//ispG//modA//gcd//ytfP//emrK//ybgQ//metK//tynA//hofQ//glpF//glnP//yhgH//alsA//mazF//soxS//glyS//ynbD//ydjE//dgcJ//hrpA//mzrA//glk//ynhG//mdtG//nanT//lptB//ydiV//chaA//hemB//feoB//ortT//mgtA//frr//topA//sodA//glcE//yfaX//glxK//znuB//rbsA//clpA//phoR//yibF//yidK//motA//lpxH//frvB//epmB//mreB//mtfA//yhhZ//rhlB//hyaB//exbD//yebG//recA//menC//pdeH//cpsG//rplY//tmcA//yfiE//mltG//nuoF//zapC//fruK//folE//yidR//casD//mcrA//dacB//tufA//lolC//lpxM//guaA//secG//yieE//speB//fadL//glpA//araG//hsdR//borD//livF//trpC//tehA//adeQ//uxaC//tsgA//cysM//rho//pstB//ppsR//yeeJ//ycjR//proV//yibH//ruvC//potB//phr//hisS//fliG//atpB//rbsK//basR//plaP//mdtP//
GO_0006952_4	rlmJ//nadB//narL//napC//pntB//gabP//emrY//allD//hisM//modB//rcnR//plsX//
GO_0006970_4	clcA//gadX//cysB//aceF//hfq//dcuS//pstB//yidH//fabI//pstS//xisR//uhpB//epd//hyfF//yjiR//mcrA//mscK//gpp//rpsS//flgE//coaD//nsrR//clpS//cptB//trmA//ycgB//recR//zapE//ubiI//tdcB//ubiG//ampG//phnL//argO//xseA//mgtA//dicA//dgcT//
GO_0006972_5	clpS//eutR//yciK//kbaZ//yfaU//yjbE//cra//hns//pgpB//gsiB//rnlA//ybhI//rpnD//fdhD//
GO_0006974_5	yedP//hypD//grcA//ogrK//yfeW//yfeW//fhuD//ykgA//mobA//ruvC//mppA//pdeD//mtnN//yeaD//uxuB//glnD//intF//rfe//yegS//yghB//garR//yfeO//yaaY//dcuA//glnE//oppA//yoaB//xylF//preA//lysO//araC//yejF//nrdF//clpX//ybiO//gadA//dacA//gudX//aer//yebS//flhD//yciV//asd//tdcG//btuE//waaG//hdeD//yhcF//pth//uacT//nrdH//scpB//cheW//rplK//araD//cspE//folP//rbsB//ftnA//ygeW//cysZ//ibsC//tolB//tolB//ycbX//rplD//dgoA//cysG//fabB//kdgR//ybhF//bamB//pyrH//tpx//hns//mntR//ycjD//truD//phnH//nupC//ispF//elbB//secE//rpmF//yiaO//sppA//galS//exbD//rcsD//gatA//hemA//bisC//suhB//hcaB//sanA//nfsB//rimO//btuB//rsmH//mrr//hisF//ruvC//leuS//yejA//kefB//ribA//opgB//xisE//insH-5//tdcR//rpsR//chpS//narP//ybfE//ybjN//yagI//sapC//trpE//insI-2//yccS//trpE//thiL//trpR//ygfX//fbaA//yfiF//adiC//hslU//umuD//nfo//pgsA//yihR//yoeE//gutQ//ydjE//apaH//argP//epmB//trpE//ybiV//rsmJ//sgrR//alsC//paaH//entF//maeA//glyA//ynfK//mtn//hybB//gltL//garL//yqaE//cdgI//clpX//aqpZ//rplS//rpoA//puuD//tsaC//recR//sbcB//fabR//lgt//trkA//ibsE//yccA//norW//kefF//clcA//yehD//sufA//malY//manX//gntK//fes//pheS//gutM//yibA//rutE//araH//cnu//lamB//ompF//gloA//kdgR//aroC//yadM//flgE//norV//fklB//gltX//yggN//ddlA//purT//yhhY//flhD//fepD//dtpD//yiaO//eco//caiE//fucO//livK//fabA//agaS//rutE//yhdZ//borD//recO//ydcT//secB//yhjA//rnhA//trpA//dgoA//yjhH//ygjK//sdaA//adhE//deoA//yidE//dapF//holA//selD//yjcO//eptB//yphF//pabB//opgE//pinQ//recC//yidZ//clpB//yaiW//yfcP//dnaG//yafE//yehA//mcbA//rlmA//yijE//nfi//clpX//hprS//ygiS//
GO_0006979_4	nusG//amiC//gshA//ispF//gadW//hicA//msrC//mnmC//entA//dicC//sixA//gppA//yihL//rpoS//insA-1//ydcT//frdA//thyA//cysI//thrA//hyfA//yibT//potH//arsR//yidP//rffC//tsaD//yibH//nuoM//rnhB//frdB//yfgI//rng//phnM//yajD//hemE//rfbC//sdhE//ybfE//frmA//hisS//yeeY//glpK//glrR//skp//murB//bioP//sixA//sgcB//dapB//glsA2//mtlA//yeiG//tsx//ygcR//yggF//paaH//ycdY//speF//sdaA//flhE//tar//yiaO//hcp//amtB//ldcA//yhhZ//yaiW//artP//ydeM//potA//degQ//fic//pabB//tatD//sapD//aceF//dtpB//ynfH//panD//yaaU//hokB//entS//gudD//gstA//carB//
GO_0006986_5	pfkB//ispH//cusC//chpB//tatA//nikA//
GO_0006995_6	secE//focA//
GO_0006996_4	yfeX//caiD//chbC//atpD//tisB//nlpE//aslB//sucB//clpX//fepC//cmoM//cysE//nfi//adhE//cca//lysU//mhpA//lpxC//lipA//rfbB//alsE//rclR//ulaB//yidZ//queA//yafE//citT//hxpA//ydcM//rcsD//nadE//fabB//hupA//arnB//aes//adiY//rpoA//dsdA//btuE//
GO_0007010_5	ydjK//
GO_0007059_3	yehD//rluC//leuD//hlyE//gadX//glcA//adeQ//uxuA//dhaM//flgG//
GO_0007062_4	sxy//glpX//prs//yqcC//
GO_0007154_3	tdh//rplJ//btuF//yddG//pyrL//kdgT//kdsA//yfdS//ydiB//yegT//folM//ydeE//ykfM//fabI//suhB//azoR//yahF//glpD//fliT//rplM//rpmG//yciG//cysZ//cusA//ribA//yjjG//carA//uxaC//dnaE//sodC//insH-5//deoA//rpe//ydjJ//nuoG//prfC//narX//fdnI//gshB//mltC//elfD//gatC//ftsX//cbeA//yciA//hypC//gltX//yejB//treF//ygcR//mscL//allC//atpB//uhpB//yoaA//
GO_0007155_3	argC//maeA//fucO//rutC//yqgB//hemG//sapB//paaK//tatE//yiaT//holD//ispB//fucI//ybhI//betT//pgaC//yghW//ssuE//rclB//fryB//yahN//ydcP//rhaR//ykgO//rng//tolA//mdtP//trxC//pspA//sdhE//blr//ftsA//ulaE//accB//nikR//
GO_0007163_3	agaV//
GO_0007165_3	rbsK//tktA//cas2//yciK//msrQ//mdtG//csrA//garL//cynS//yehD//rpnD//secY//araE//narW//fucA//ygbI//pdxY//mrdB//aceK//emrD//paoC//pck//oppD//cysP//yfeO//nikA//pntB//rsmD//rnc//artQ//yihU//xylE//bisC//yihL//hisS//lpxD//gnsB//actP//deoC//xapB//asnS//macA//pepB//hslR//alpA//ykgO//ffh//phnI//yfdC//trmH//zitB//gnd//aroE//rffG//lyxK//bssS//ompL//ade//frmR//guaC//
GO_0007166_4	galE//yciA//prc//melB//
GO_0007215_5	yidK//yddG//metK//essD//
GO_0007231_4	raiA//
GO_0007234_5	ldrD//
GO_0007267_3	yfaU//cusF//
GO_0007346_6	fdrA//ariR//yagI//
GO_0007584_4	glpA//cheA//rhlB//yihT//
GO_0008033_9	rpoH//hupA//aes//proS//mliC//hemH//rplM//purL//uvrA//miaA//rcsB//dicB//ispB//zraR//hcaC//fecC//ompG//ompN//hypB//tsr//rlmN//yedX//topB//casD//cynS//idnT//atoS//entH//dosP//dut//insI4//fadJ//aroB//yihL//yjjB//folC//artM//yggN//thiG//pbpG//fliM//waaS//sfmA//rfaB//tcyJ//ydiB//atpD//ybiO//atpE//rpsN//galM//dsbA//acnB//srlA//skp//argI//
GO_0008104_4	hscA//ytfT//hypC//rpsI//galP//grpE//maoP//trpA//ypdA//fhuD//parC//cynT//yiaJ//ydcR//sugE//flgC//cmoB//cobS//yfdK//pfkB//amiA//pepA//bssR//ung//dicA//yejB//ybiV//setC//exuR//alaE//ybhR//yfiF//fepB//hisD//sfsB//rseB//nagD//hemE//cmoM//ykgA//ihfB//napF//fliZ//sucA//yfdG//glcD//bluR//nrfA//hokB//
GO_0008156_8	casB//dtpA//panD//atoB//satP//iclR//
GO_0008202_5	sfmA//
GO_0008206_5	yebQ//
GO_0008213_7	nikA//dgkA//serA//nadC//mutS//pgaC//sbmA//iscR//
GO_0008216_5	fnr//hflD//iscS//
GO_0008219_3	ibaG//gatC//yfcG//yhhT//gstA//cbtA//yjjQ//mlaF//sufC//dxs//yidC//yhbS//elyC//satP//atoB//
GO_0008272_6	casD//yaaA//rutF//gsiA//gpr//purF//fadL//
GO_0008295_6	hchA//ascB//nrfA//
GO_0008299_5	flhA//secA//cdaR//pepN//glnA//yeaE//
GO_0008360_4	casC//nusA//ybdR//pyrD//nirD//gor//yjjQ//mutS//infB//ygfX//mrdB//folD//wrbA//cysN//rclC//cyoB//
GO_0008361_5	ahr//leuE//ribD//rhlB//bamC//
GO_0008380_8	ybbN//
GO_0008610_5	cyoE//ampG//ldtA//yqcG//mdtN//cysN//sfsA//sdhD//arcA//rusA//mocA//dcyD//fabZ//ygbL//yajO//yjiA//ydjK//preT//trmO//rutR//rfe//dapD//bioD//mraY//casB//yadI//rbbA//dacB//thrL//uvrY//nanA//ybgI//alsA//ibsC//fdnG//purL//araD//ptsH//rfe//galR//rpsG//mdtF//insB-4//nuoL//rihB//qorA//asd//trpS//mak//rbsB//cpoB//nuoL//cysM//mnmA//sfmF//nhaA//fadJ//dedD//ldrA//rof//rssB//glsA//cecR//sfmD//mppA//glcE//argP//
GO_0008614_5	csrD//kduD//yccA//rplD//rzpR//yceD//macB//
GO_0008615_6	lolA//yobA//narW//mrcA//maa//glnH//yhdW//
GO_0008616_8	mreC//dfp//yjhH//fecD//fepG//treR//dsdX//
GO_0008617_9	cvpA//
