#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	lsrD//yjeI//yehY//nrdG//
GO_0006995_6	galT//yfcS//
GO_0006996_4	alsC//cysA//upp//aaeR//adk//csgA//pntB//yfbV//folM//flhE//aaeR//menH//potA//yahB//dnaN//frsA//mnaT//tcyP//rep//mliC//sgcA//opgG//eamA//torS//yagE//focA//nikB//yhbX//rnpA//ppx//ulaA//puuR//lptA//pstB//rrrQ//rluE//yjhP//yjbE//polB//
GO_0007010_5	hypD//
GO_0007059_3	ftsP//cca//nusG//rlmB//mrr//serS//cspD//yjeH//yfiC//hemD//
GO_0007062_4	gppA//argR//ugpE//rplX//
GO_0007154_3	rhaM//deoR//ghxQ//yijE//mngB//yhgF//dauA//betI//yeeO//kbaY//rsmJ//yqeA//lrp//rpsI//fadL//yjiM//rcsF//wzb//mnaT//rcsF//valS//recJ//arnT//rpnA//rpsI//udp//cydB//torY//galP//wzb//ushA//mreD//chpB//aqpZ//yahK//glmM//dgcJ//pykA//rpoS//cynT//yjjX//tauB//nupX//ibsA//yciT//msrB//mscM//yafN//sapA//yhaO//yrdA//rpiR//sulA//trpB//pstA//
GO_0007155_3	nikD//ccmE//evgA//alsB//tcyJ//tolA//tdcC//fes//tomB//ybiS//casB//patD//glvC//glnH//ccmG//ppk//rplN//iclR//fieF//yraK//pabC//dicC//kdgT//argS//frdD//ssuB//caiD//yghU//baeS//birA//narY//pfkA//arcA//lsrD//emrY//
GO_0007163_3	rpsD//
GO_0007165_3	ybiV//melB//pal//btuB//yehZ//rplQ//allB//ccmH//corA//rfbX//cyoA//hyaA//ulaD//rffG//yiaT//hycA//acpT//rclR//galM//mpaA//yfgI//dacA//hofO//cca//fepG//yihW//hns//aphA//galM//oppA//rseC//holD//ndk//ykgF//yqeG//ptrA//uspG//tufA//osmC//caiF//cobC//phnL//dgoR//rstB//rpmJ//hycB//cysS//waaL//tgt//nrdD//potG//rpsG//tsaB//hemE//waaC//narJ//ybiO//glpG//ygiW//flgH//
GO_0007166_4	acpH//ydcI//rplF//lsrD//
GO_0007215_5	idnD//yehX//ykgM//metQ//
GO_0007231_4	artM//
GO_0007234_5	tmcA//
GO_0007267_3	ftsN//gstB//
GO_0007346_6	lptB//trpS//torY//
GO_0007584_4	ilvL//csrD//atpE//hycI//
GO_0008033_9	mukB//gabD//murQ//xylH//hofN//kduD//degP//paaC//kdsB//ymfA//dsbG//ppc//patZ//ydiP//dusB//mdtJ//glrK//rho//bioD//rcsD//exuT//rpoS//dapF//infC//pepT//cdh//aroE//entB//yddL//uxuR//ackA//recT//ygjH//malZ//yadN//udk//sxy//yggW//plsB//yedL//ppsA//iscS//cpdA//proS//coaE//sutR//ybhP//mltD//torA//manA//sxy//dmlR//hemA//yjjB//cynS//casC//
GO_0008104_4	nanA//gpp//hokE//pdeD//ydeT//lpp//ypdI//narK//gpsA//kduD//fryA//truA//trmJ//allD//trpA//cpdB//livK//yiaN//yfdG//fhuB//fabH//gyrB//rlmI//ampG//frlA//cas2//rsmD//rseB//yhiM//bipA//xylR//wzyE//iraM//cyoB//nuoE//ydiP//thrB//baeS//gatB//ynbB//ybeF//mltD//mlaB//tonB//sutR//ykfM//cspA//pcm//gnd//
GO_0008156_8	cdsA//ygaZ//rhsD//pyrC//xisR//rseC//
GO_0008202_5	yfeD//
GO_0008206_5	cas1//
GO_0008213_7	yafO//tus//rof//acpS//yiiM//torR//hyfR//speA//
GO_0008216_5	dnaG//cadB//pdeF//
GO_0008219_3	flgI//gadW//kdsC//metL//ssuD//potE//hpf//tsgA//yobF//metG//rffT//rpsH//paaD//cbrA//frvA//
GO_0008272_6	fadK//phnC//frc//metB//secD//dnaT//mdtJ//
GO_0008295_6	nrfF//yjbF//glgS//
GO_0008299_5	ycfH//ppsA//ypdF//yhjV//citE//gadE//
GO_0008360_4	dinQ//pdxK//yqiJ//mutT//yfiE//hcaT//abgT//gadW//srlE//cheW//citT//ada//kdpC//yeaG//greA//yihU//
GO_0008361_5	dapB//yqeG//ydhJ//rodZ//ddlB//
GO_0008380_8	csdE//
GO_0008610_5	uraA//rzpD//tsaC//proB//cydC//lplA//yijO//frdA//yegV//ybbY//rsmA//lpxB//yhhZ//rpiA//ydcI//paaJ//recG//nlpI//pheA//macA//yedP//frsA//uof//elbB//proP//ubiI//nusG//ptrA//fucO//lsrB//solA//ygeR//zapD//idnD//nrfF//cas3//aslB//rseB//arsB//yiaT//ydiV//chpB//pldB//prkB//narV//mrdB//kefG//rhmR//iraD//yfeW//pal//elaB//arnD//dnaX//ygcO//manX//mepM//flgD//rutA//gstA//hmp//mepA//emrB//erfK//alr//eutK//htpG//
GO_0008614_5	ycjQ//metB//hycH//murB//rppH//rpsM//cbl//
GO_0008615_6	clpX//opgC//aqpZ//priA//fliZ//mgrB//tatE//
GO_0008616_8	thiP//murR//satP//ibsD//higA//livF//rnb//
GO_0008617_9	nimR//
GO_0008643_6	ilvM//tisB//ghoS//ybiX//puuE//yghG//gsiA//phr//iap//gntT//yjaA//yfjR//rmf//tsaE//frlC//rspB//araA//feoB//lnt//aceB//ssuD//rutF//rsmF//waaP//ttdT//argI//livG//citT//nrfC//cheW//gpt//mqsA//frvB//proV//evgS//glxR//yrdA//ycfH//insE-1//dgcE//rlmC//diaA//yacG//dtpA//ais//garL//flhA//puuP//fadK//rhaT//mepM//uvrY//iscA//topAI//apt//ykfI//tap//hflD//ybiH//evgS//rplY//hyaA//torD//aspC//cas1//nirD//gspJ//ebgR//nanE//rraA//fklB//gatB//pgaB//dsdA//ybgI//ddpX//galM//sucC//agaV//aaeA//yehU//flgA//caiE//ackA//paaD//galU//cytR//ymfA//ychO//parE//cspI//allB//yghG//mhpD//allB//uhpT//rcsA//hypD//lptE//fepD//cynT//lexA//yiaM//rnb//nrfD//trpL//fabH//ydaN//rcsB//dedD//mak//fsr//yjeI//yihU//
GO_0008645_8	agaV//gyrA//tktB//aroH//pykA//def//ettA//phnM//pheA//ydcZ//prlF//pdxK//yghO//lpoA//bglJ//yhdH//lsrK//ydjH//dsdA//hisH//psuT//avtA//mlc//queD//
GO_0008652_5	elfA//proB//hdeB//ecpR//fecB//lipB//acnB//gadE//glgA//epmA//narU//mrr//gmk//rbbA//hprS//trmD//ftp//proA//ybdR//mutY//rsmD//xisR//yjiA//yheT//ymjB//apt//yefM//setA//hemN//yohC//rbsD//perR//cmoA//ybeF//narY//glpF//focB//appY//lldR//casE//tbpA//plsX//araD//yajD//yjcS//yadG//prkB//hybA//mppA//dmsA//cadA//rusA//hmp//lrp//rpmH//yrdA//msrB//yieE//alsB//rplT//rmuC//fliM//ycfS//metL//yqeF//paaF//galK//mliC//tldD//srmB//yheT//xisR//glcD//znuB//mltB//mtr//rpmB//tolA//rppH//pppA//iclR//ispG//glmS//lysP//uidC//lsrR//uxaA//treB//fadB//alaE//sgbH//yjgX//prlC//mdaB//hfq//gutQ//hcaC//carB//speD//cyaA//btuR//torR//adeQ//prfA//rluF//dppF//pflB//scpC//hmp//accC//trmI//malZ//yahB//rluF//
GO_0008653_5	dapA//yiiE//lpxK//yddA//nagE//yfdS//rfaB//ccmC//ruvB//afuC//hcaB//emrY//fabZ//
GO_0008654_5	lsrB//sseA//yieE//yagE//umuD//glgX//ykfI//rcnR//cusA//bdcR//edd//intS//sohB//nikD//ycfL//nrdD//phnK//ampH//preA//yhaC//yiaN//yccX//iap//lpxB//yneE//gcvA//cueR//ulaC//rof//bcsQ//nlpA//ydcZ//speB//hemG//mutM//
GO_0008655_5	fimI//dapB//ascF//wzzE//tsaC//argI//crp//
GO_0009050_6	rpmJ//frwC//
GO_0009052_6	fecD//yqjH//pstA//hipB//torI//minE//hflX//
GO_0009056_3	yehC//kefB//ydbK//ydfG//rssB//mrdB//tyrB//hdeA//rlmF//ibsA//mdtP//ligB//potG//efp//ytfP//rrrD//yqcG//fdnH//yibA//umpH//trpE//ribB//yqiH//zntR//ruvC//codA//mutS//holE//maoP//nadD//cobS//thiH//clpX//htpX//ycjP//gpt//modB//hyfR//intS//ydhQ//yafQ//rsmB//argD//rbsA//yeeA//insF-1//yfjR//ibaG//aceK//fetB//rodZ//yafQ//lpxD//gapC//yjcE//serB//glnQ//preT//waaO//trpC//rpnD//alkB//creC//pntB//metI//atoC//rpmA//nuoF//waaO//cmtB//metI//sppA//yddL//mlaE//miaB//rcsF//hslJ//hcaT//yfdR//uidR//glnP//nmpC//ldrB//rplX//nikB//fepE//csrD//aceF//rpnD//chaA//cdd//arnB//yojI//sgcE//glnP//nanT//lacI//metI//pnp//fepE//azoR//pntA//mhpR//folC//ssuE//mhpR//cobS//polB//hinT//yqhD//bioH//hisA//fes//yfcG//yafN//aroH//uspC//ybjL//dxs//fliK//focA//yfcU//potI//rrrQ//aspC//ydfD//wza//waaP//frvA//dicA//gatC//ptsG//eamB//rpmB//queC//msrP//yddL//crp//mdtF//relA//rutG//garL//rpmG//rhlE//borD//ydiZ//nsrR//yaaJ//dmlA//galP//selB//yedA//kefG//prpD//fryC//yohD//btuC//mrp//glgC//rhaA//fliZ//kdpD//paaZ//mltD//appY//ygfI//yieL//nadB//moeA//metQ//wza//gcvA//ccmF//glpC//mtlR//lplA//glyS//artQ//perR//yqaE//phnP//ybiJ//csiR//brnQ//recG//leuC//zupT//udp//napD//ttdB//fabB//csgD//guaB//gadW//waaF//amiC//yghU//rplB//ydfH//yihL//oppA//rlmE//ompR//slyA//paaD//znuB//hcaF//rlmE//pabA//mutL//galP//radA//flgB//ybjN//flgC//deoA//fecA//fucA//entA//phnN//torI//speC//hypC//mdoG//gsiB//yhaC//fhuC//yeeL//lhr//ydjK//ftnB//aaeR//psuG//ynjA//mutH//dnaQ//betA//sppA//puuP//aroA//yiaL//hybF//mgsA//yphC//ybcJ//gnd//aer//mepH//ispG//marA//dsbC//secY//fliG//ulaF//rfaF//baeS//pth//fis//lptA//mdtI//fkpB//rluD//nuoE//fliT//uxuB//selA//ygjH//creB//allR//dauA//fieF//clcA//alr//pncB//gatC//umuD//secE//paaC//ygiN//yheT//cueR//sufB//nrfG//sodA//dcuD//cutC//yceK//uhpA//appA//ycgB//intS//bisC//ygfI//gltI//nudB//rhaT//ygfZ//mntP//uhpC//artQ//recB//gatC//intZ//kch//frmB//parC//abgB//map//rpnD//secA//yhjG//mrp//hisD//abgA//galU//recE//lamB//yhdH//narZ//galF//rpmF//pyrC//yieE//yfgI//acpP//ahr//mioC//osmC//rlmB//ydhK//ygeV//yeeA//ydjH//rzpD//rspB//ycjD//yobA//pdeK//sanA//yafN//waaP//fdoI//ubiH//ydfH//yiaJ//rutA//puuD//gmd//ubiI//ibsA//recJ//yibH//zapB//pdhR//hemF//lolB//prfC//ydcS//accC//mutM//rhaB//cdgI//holB//cbrA//adeD//plsB//acpP//sgrT//mdtF//intE//hokE//potC//yhdW//yjjV//ybaQ//hypT//menB//puuP//mdlB//dxr//hflD//pflC//mnmE//hemD//yibA//lysS//mntR//accC//rhtB//exoX//fixB//aceB//rplL//scpB//yjjQ//dnaT//araE//infB//appA//nuoF//flgI//kdsD//yebK//insE-1//yfcS//slt//ybaL//deoC//tusA//nikA//ftsX//ydfG//tcyP//fdhF//cysP//glnS//
GO_0009057_5	yagF//allD//basR//livK//udk//yidD//mhpD//nanK//kdpC//moaA//cca//gppA//yihV//mntS//leuC//hicA//cbrC//nudB//dam//ygbN//prkB//flgB//ppc//ypdI//udk//agaA//nuoB//argK//potD//ugpE//btuE//rssB//ubiB//baeS//nadA//ycbV//tmcA//pgpB//rfbD//dinI//rapA//pepN//fimZ//ydjK//mcbR//phoQ//phnJ//waaS//trxA//tadA//dmlA//pldB//fdoH//nikD//
GO_0009058_3	ttdB//yeiE//mazG//rbsA//ibpA//ibpB//csiD//rlmE//ytfR//sapB//rimM//apaH//cysZ//nhaA//srlB//priA//napC//idi//hcp//kdpD//pheP//lplT//hyaC//gcvP//rseB//narK//moeA//rsmA//truA//hsrA//ptsG//hcaB//argH//ribB//smpB//ydiR//barA//glgB//atpG//rsmI//ltaE//malK//prfA//mdtF//yajR//potB//secY//ypdI//dbpA//moeB//prfB//tabA//yhiM//ygdG//eptA//coaE//recF//zapB//emrB//aroC//kilR//tadA//chpB//hisF//cydD//yfiR//yedX//yehX//bdcR//yecS//dsbD//atpF//ubiB//pgpC//kefC//paaJ//clpS//ynaI//lexA//ampH//trpB//tsaC//selA//fryB//iscU//paoC//uhpA//yedP//trpD//flgF//kefB//nlpE//ilvE//yafC//astC//dcuR//sad//rhaA//yfiC//ydcT//yihL//add//yfbR//yadC//glvC//qorA//gapA//ybiV//mhpA//treC//mreC//malZ//rnc//cdd//csrA//ppk//caiD//yaaJ//yfcA//hflD//hemE//rpsP//hxpA//csgD//lptE//phnM//yobA//rplT//yejF//yijE//fliM//recE//yehY//secE//feoA//mntP//bssR//yoaA//hisF//iraP//rzoD//feaB//dsbB//ratA//mtlA//hscA//sdhE//kdgK//adiC//nrfA//sbmA//treA//spoT//rpsD//ulaC//fieF//nimR//mog//yehP//yidA//cueR//livG//prlF//cobU//frvB//uvrB//queG//yihU//srmB//dapB//yfcQ//elfA//clpA//gpr//yehX//sugE//btuR//ndk//paaE//yibT//ybaL//glxR//crfC//murR//ansB//dnaB//bioD1//hemF//nudB//insF-1//caiE//rlpA//yhjC//hipB//xapR//garK//exbD//uvrB//rplX//ygiW//decR//fadK//uspE//ycfJ//ribB//htrE//syd//dgcZ//relE//nanA//fadH//dsbB//modC//marA//yehU//rsuA//trpGD//cmk//blr//waaQ//caiT//rpoA//yihS//yidR//yqhC//ibsB//ldtB//raiA//iscU//nadB//yigB//glnB//xapA//mngB//pyrD//ssuC//rpoH//nuoN//paaC//infC//eamA//arnE//hisA//truD//folA//ybiO//nagB//hpf//glvB//lgoD//dgcE//hicA//fadI//yqhC//ispU//trpS//amiA//ompA//sdaB//wzyE//dgcM//livM//nrfG//aer//trg//glxR//prmC//idnD//bhsA//phnJ//kdsD//fucI//eutN//ybjL//idnT//cydD//flhC//narW//yidP//tcdA//ynjA//mhpB//rpsH//dgoD//flgB//aldB//dtpC//motA//gmhB//pgk//hybB//rcsC//dgcT//mug//dacA//ubiX//hybD//hpf//flgG//yihU//puuD//rplK//nagE//yhgH//essD//sucA//gdhA//yciH//slmA//yafO//aspA//cysM//fimI//sucD//insE-1//cadB//opgD//ygeR//ybiY//ybdG//cbeA//nrdA//ldtE//cysS//betB//exbD//fkpA//yjjU//frdD//trxA//mhpT//phr//trpL//phnL//csgF//ribD//ybiH//sufE//rcsB//sapF//dinI//ychF//nac//ybjN//napD//ompA//cheW//sdaC//ubiG//nrfA//hchA//ygjR//glnK//dgoK//pabC//acrZ//narU//pcnB//priB//mlaF//ulaB//murI//lepB//chbF//cas2//purA//grcA//otsB//deaD//intZ//hslU//alpA//proP//murC//rpmJ//fryB//dsbD//hypB//envZ//hypA//ychO//tolC//solA//trmL//ivbL//insF-1//tufA//yebK//yiaM//tsaD//torR//xerC//ybhI//nupG//sbcC//glvC//htpX//prfC//rsmC//uxaB//fdx//araD//yahF//murI//xylF//bioD1//yhiM//hcaR//trxC//glk//ulaF//dedD//ndk//ldtA//metL//shiA//ybeQ//manA//oppA//speG//rsfS//intS//fis//phnP//aroP//cheR//alsK//rpmB//nuoN//fabI//amtB//aroF//yibF//trpB//symE//sspA//ydcO//pnp//secF//btuB//secY//ydjK//guaA//yhjA//uvrC//ybdN//uidR//yihL//bolA//ygiW//fucA//ygeV//moaB//hlyE//yphF//aceK//uxaC//fumC//rffC//mcbA//rihB//cyoC//srlR//gdhA//menH//pbpC//rluC//dbpA//pyrE//tdcG//ybgP//gatB//glgA//agaV//pppA//yceD//rsmJ//malS//clsA//yiaB//maoP//sucC//ffh//mhpD//speD//ppsA//yhbQ//rstB//cmoA//yjgX//glgX//agp//allS//yqgF//fliL//acs//yraN//sdhC//pdeL//ttdT//chbF//gpsA//rlmC//frlC//metC//gfcE//dhaK//trkG//uxaC//hdhA//fepD//trxC//pntA//aroC//yohC//oppB//pabA//yqaA//malF//kdgR//sfmD//yahO//sfmF//adhP//fdhD//rfbD//motA//fecB//paaG//gmd//phnO//rcnA//glsA2//amtB//puuB//nuoB//rsmD//cmoB//lasT//rclB//btuE//rrrD//sdaC//dppA//glyA//yihQ//pdeD//menC//yqcG//dnaT//mgtA//acrZ//mzrA//deoC//cvrA//yfeD//wzzE//narH//wecC//lspA//paaG//chbG//metB//yegD//tdcF//rclR//lipB//nuoH//clpB//ydcZ//pspF//insA-2//rfaQ//ccmG//rbn//alsB//ndh//hscC//paaG//yhhT//gmk//rng//ybjC//livK//pspD//csiR//alsC//nrfA//ycbV//ispG//tusD//gltI//lysS//btuD//glpK//yphB//zinT//gluQ//yahK//fecB//alsA//trpGD//idnT//csiD//ybdO//gltD//dinD//rimO//mmuP//glnP//hexR//hisI//glvB//ydeO//nanT//yidR//rpsB//yedX//wecA//dcuA//elfG//rplI//dfp//agaI//rnb//ispB//pdeR//patA//hcaR//gmk//tktB//hslR//ndk//abgB//yccA//ridA//tatD//ygiN//dapF//frlA//proV//glpG//yfjR//torZ//thiP//rzoR//cpdB//tmk//slyD//yddL//potD//casC//cra//hypF//folP//tolQ//mltB//yaaU//malP//lpxB//moaE//yfcG//lysC//thrC//menC//gcvR//cpsB//pflA//dgcF//fliZ//dgcF//amiA//ybcF//ydiV//ppiA//rfbD//mhpR//fadK//kdpB//nagC//ydcI//sucA//mdoG//rcsC//yqhC//yddL//yqjH//ldtA//mdfA//ibsE//gcvA//ygjR//pgpC//bamE//yejE//hypT//agaD//dtpC//elfD//ydjL//hyfC//tusD//zwf//nemR//yhaC//rhaS//add//bioB//hscC//nanR//yeaV//mscL//queD//btuF//ybcQ//uraA//phoB//kdsB//gor//gadE//alkB//rnlA//pabB//rdgB//asr//yeeO//dsbG//acpT//cheW//hybC//yhdJ//hrsA//pabC//cadC//barA//malP//yjhG//ttdB//ybiJ//rbn//murI//fau//rplK//yjgX//rpsJ//kefF//napD//clcB//mnmE//ycdX//yajD//ygiS//prpR//clcA//yggE//rluC//mobA//birA//ygiS//insK//fadJ//dadA//yddG//ulaA//envC//menC//hxpA//
GO_0009059_5	tsr//psd//ymgA//ybbW//rpsR//ybdN//artP//wza//yhcD//nirB//pgpB//yjaA//acpT//pdhR//marA//ygfA//mprA//groS//yghB//asmA//yfdO//glpC//ompT//gadE//hns//cpdA//ung//gfcE//fhuB//yqiI//yihL//rbsR//tdcR//fadM//trpGD//recE//rclA//menD//rarA//otsB//ycjP//hofM//nirB//narP//mnmE//menE//allB//ybiA//fieF//apt//infB//sdaA//recF//xanP//rne//pbpC//murE//perR//hisH//aceA//queA//crl//pinR//mhpD//appB//pspD//alkB//dgoR//msbA//csgF//ibpA//ruvB//apaH//moaA//bfr//psuG//caiE//modA//yqeG//sgbH//metB//fliS//glsA2//rimL//rlmM//narY//lpxT//ccmC//rfbC//cirA//ygbN//ycgB//mdlA//yciV//uvrA//scpB//mdtI//fdrA//ybaK//dppF//ibsE//zapE//ftsA//yahD//cusA//clpP//lolA//insA-2//sucD//trpB//ygeV//accA//ydhJ//pdxY//pyrG//galR//thiL//selU//cptB//hha//glnK//atpD//nikA//gstB//ymfK//folA//dapB//rzpD//ybdO//metL//lon//gpsA//ulaG//abgT//intA//aceA//pth//yohD//barA//hslR//rutD//bioP//tonB//galM//glmS//ybiH//uup//yjhB//yhgH//insK//lldD//ycjU//lysO//proS//pyrF//kdpA//eutR//rsfS//glcF//lapB//gatY//ghrB//lepA//yqaB//yeaG//rcsC//fimD//lasT//lsrK//yiiE//sapA//holE//rhlE//eutD//ycaO//hypF//sdhB//ibsB//yihV//dnaG//katE//gshA//ygeV//ortT//ybdZ//asr//ypdB//phnM//rpmF//torZ//marR//polA//prpR//glgP//nadB//gspJ//yjiX//psd//mgrB//glsA//artQ//yaaJ//yedL//exuR//manZ//abpB//pnuC//ygfX//mutL//leuB//hypD//araA//arfA//yfhH//ibpB//wecA//sdhD//speB//opgH//proW//tusB//tusC//torD//narZ//ortT//trpR//phoR//yihQ//galR//dusC//cyoC//tusE//ais//rfaQ//yihQ//pfkA//cas3//nagD//mutL//dfp//malS//bepA//rcnA//setC//recE//dps//mqsR//fimA//cvrA//ubiD//dsbG//carB//pspF//shiA//rpoA//yddG//moeB//iscR//wbbK//pinR//malE//ddlB//mtn//argG//cmtA//mlaC//fecC//xdhB//yejE//mmuM//yohC//rpsA//nirB//thrB//recC//ptsP//rffT//ridA//pmbA//ettA//trmJ//hisA//yiaT//ulaD//nanE//yieK//yadV//yeeO//araF//yajL//yfaV//glsA1//mutS//yphB//aroC//gpmM//umuC//pgaB//dppC//rplP//rnr//recT//elyC//treA//sdiA//tus//gutM//oppC//uacT//yabI//yjaZ//opgC//mltC//wcaC//yafC//ybjC//msrC//
GO_0009060_6	rffC//glmS//bioC//nemR//speA//ybhF//ybjI//focB//yahI//yajD//ydfD//rplD//menH//eamA//gshB//rpsP//metC//fadL//gatA//ralR//macA//recG//waaZ//dcuR//tbpA//ftnA//
GO_0009061_6	ccmA//narP//rpsS//ykfM//yggN//cvpA//cmtA//yphB//ydiO//phoB//shoB//recJ//dcuD//hyfA//fecB//ushA//spy//livH//yiaB//yeiE//yjaA//agaR//mepH//alsB//aceF//cpdA//gspF//mngR//mscS//fabD//shiA//xylB//dsdX//nupC//csgD//sfsA//hicB//tauC//yafO//fadA//ebgR//iclR//trxC//tar//aas//yfeO//moaB//ycbB//tnaC//nlpA//gmhB//rnhA//yfcF//mgtA//tsx//
GO_0009062_6	spy//nrfE//luxS//arnA//manA//flgG//asmA//sfmA//ldcA//cra//hyaB//rpmC//tap//rfaD//motA//argT//folC//mtn//tus//mlc//mukB//
GO_0009063_5	dmlR//torD//katG//treF//yohD//yhbQ//ycjP//nupX//astB//gstB//fucA//csrA//rusA//folD//sucB//dusB//thiE//cmoA//sdhA//setA//rbn//glcE//nepI//pgk//fadJ//hicA//cstA//menB//oppD//aroA//eno//hofC//fhuF//opgH//elbB//secY//sgcE//yaiP//hisH//hybE//fdhF//ygeW//hyaB//lacY//opgE//hdhA//fucI//yeiE//bglJ//sapA//htrE//trxC//sdaC//ycjU//grcA//
GO_0009064_6	proX//fabH//kduD//aroF//sapB//mtfA//tehB//bioA//caiB//metE//rluC//maeA//secM//tdh//gldA//rhlE//mhpA//yiaF//mdtL//nuoG//waaJ//hicA//ubiF//uhpC//talB//ydiB//pntA//hemD//clsB//recF//evgA//dapF//zapD//wza//cbtA//waaH//bfr//fadA//pbpC//ykgF//focB//ydcM//thrA//ghxQ//araC//coaE//
GO_0009065_7	fimB//nuoF//amiA//ybdM//srlR//yhbY//ynhF//lysR//preA//apaH//ilvD//ydfD//cydC//tusC//arnD//secA//hcp//hrsA//
GO_0009066_6	cpdB//ubiF//glcF//tdcD//pgk//arcC//pta//fadH//lepA//pgpB//mntP//potG//nagC//galR//pyrD//nuoE//cysK//sugE//ilvH//fpr//sdhB//yehP//gloB//yeeY//hofM//exuR//rlmB//gatZ//insI-2//yqjI//grcA//rlmM//yaiP//smrA//panZ//phoQ//xapA//kilR//satP//hrpA//ssb//mntR//sfsA//cvrA//murJ//mutY//ydhQ//gor//
GO_0009067_7	wzzE//mdh//mcbA//mdtG//infC//yaiP//hlyE//ruvC//fepD//yfbV//appB//thrL//nth//fixA//cbrC//alaE//lptB//yobF//uvrA//cobB//tynA//pgpC//rbsB//ybdN//leuD//yfeX//
GO_0009068_7	djlC//dacD//lplA//yadC//sixA//ygjK//arsB//recD//yjjB//cyoD//ggt//topB//dxs//
GO_0009069_6	idnT//tisB//opgG//mdh//ydiB//gcvH//rhaD//yggF//essD//araG//yjcO//agaC//recR//yqiI//dicA//elfD//yfgO//gapC//ddlA//rfbB//yfdK//yeeO//zapE//dadA//purC//kdsC//secG//yghU//mlaF//dmlA//prmC//treF//fimC//lepA//murE//galM//
GO_0009070_7	fucA//dut//icd//glsA1//ykgA//cysG//ybcJ//ompA//ybdO//mdoD//gutM//waaO//ybjL//ascB//feaR//yohC//murG//hemB//paaD//ygeX//
GO_0009071_7	dmsB//ynbB//ybjI//ymjB//ybjG//metF//tsaE//sppA//yebQ//insI-1//rbfA//rplT//lpxH//msrQ//
GO_0009072_5	mdtN//dcm//ybjG//eno//pheP//dicB//hcaF//mdtC//mutS//bacA//frmB//sulA//nusG//cptB//truD//cysH//tcdA//cysW//sgcR//lrp//mrr//sbcD//queE//essD//
GO_0009073_6	yhbO//proP//pcm//ydfD//frr//fadJ//mukB//tgt//eutD//tsgA//gadX//cheR//yhhY//fepD//maoP//phnO//rbfA//hypD//yjiX//pgaA//caiF//
GO_0009074_6	dosP//nudB//alsK//
GO_0009078_6	rpnD//yhhT//ybdZ//ygaZ//hisB//nusA//torR//
GO_0009079_7	kdsD//lptF//glpC//narQ//
GO_0009080_7	rfaC//dgcT//yneL//
GO_0009081_5	ydjE//syd//btuF//gluQ//ycbU//asnS//yfjV//mltF//flhC//ttcA//sufD//ydiF//ascF//panZ//rpmA//yifB//motA//elaA//insE-1//lptC//gatC//elaB//
GO_0009082_6	rihC//fadK//gabD//caiF//yggD//ydjL//clpS//glmS//hybG//rppH//rhaA//rpsR//btuC//pinQ//uvrC//secM//yfbR//phoU//
GO_0009084_7	sgrT//ybjI//hinT//opgC//prc//frc//acrE//ygcR//sgcA//hcaE//rbsR//trkG//cusR//cyoE//truD//ttcA//ralR//ftsY//rph//sbcD//pstA//waaA//ybeY//yggE//yiiM//
GO_0009085_8	tnaA//rarA//rfaF//rraA//rmf//cirA//hslO//mprA//rpiA//panE//dgoT//sanA//
GO_0009086_7	apaH//idnD//clpP//yneL//mlaC//yiaB//tgt//yceO//opgC//
GO_0009088_8	rpsQ//dapF//
GO_0009089_6	kdpC//elfA//leuC//tpiA//barA//hldE//yjcS//yfbS//dppB//
GO_0009090_8	wecC//glnL//cas2//atpE//
GO_0009092_7	maa//ubiC//sgcR//rcsF//moaC//torC//
GO_0009093_7	lysO//holC//thrC//ppk//sapD//
GO_0009094_6	oppD//xdhB//pdxB//recR//
GO_0009095_7	ygeV//trmO//fucK//fimD//
GO_0009097_7	hycI//yjcE//acrB//yidP//recD//flhC//yjjW//
GO_0009098_7	minE//potH//kch//paaF//treR//uhpA//yjjB//
GO_0009099_7	mutS//bepA//ilvL//ydjK//yeiL//matP//nuoI//cheA//fbaA//waaU//
GO_0009100_5	sfmD//glpK//rluC//sucA//phoA//
GO_0009101_6	mntH//
GO_0009102_6	cysN//hupB//manZ//cbtA//hisQ//gpp//yiaL//ddlB//bolA//rimM//yfiE//bamB//bioB//
GO_0009103_6	ydjM//dmlA//yihV//artP//frdA//hemF//ycfH//yeaD//rpnB//cysH//cueO//
GO_0009106_5	syd//cpxA//
GO_0009107_6	malG//pepT//
