#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	ybiV//dinQ//yfcA//alsA//
GO_0006972_5	cheR//cas1//preA//glnK//cheZ//sbcB//menB//yidQ//fadD//ydbK//lexA//metK//glpC//aceK//
GO_0006974_5	erpA//paaH//ariR//nrfE//entC//radD//cas3//hofC//mug//ybaQ//ybjL//recR//atpF//recQ//birA//oxyR//rrrD//ldtA//polA//argE//bssR//entS//clsA//cheR//yjcS//yagE//mdtB//mraY//ydjH//ycfJ//bcr//rnb//aroP//dgcZ//acpT//ynaE//cydD//cnu//yaiV//yjiM//ccmA//mtr//yddG//ydaN//rlmD//fdoH//hcaE//csiD//iclR//argT//rplK//phnK//thiE//xylF//ftnB//flgI//ydhJ//fkpA//thiD//ada//fabZ//yeaD//mnaT//bglB//galK//ribB//murB//leuB//yoaB//ydaN//ybaO//ariR//glgA//moaC//arfB//yedA//flgF//arnB//mltB//hha//torY//yghW//flgA//lamB//cysE//trpL//ygfI//ydgA//oxc//prpB//pepT//dsbD//lysP//rmf//ftnB//ybbY//entB//purD//trmH//betI//lapB//treC//dgcN//hemH//plsX//dapD//frdC//rpsM//aceA//queD//ptsI//feoA//gpmM//hisS//cyoE//yheT//torA//ugpC//atpC//accB//fhuC//agaR//yoaA//mgsA//ybhA//yigL//tsaD//glpR//caiD//hisF//ribF//hrpA//rnt//sstT//rdgC//corA//rhoL//waaP//coaD//dacD//ldhA//fhuB//cho//ypdF//gmk//gltS//yejB//lpd//ydiO//yiiE//livH//iscU//rpsN//lhr//yehD//zapC//kdpD//yfcS//yahO//ybbW//pgk//rbfA//intE//dgoT//mlaD//nrdG//fadH//ynjA//ydiZ//modB//insB-2//speB//aspA//waaP//flgH//aroF//narI//eptB//infC//sdiA//modA//ypdA//panF//nadE//yqhD//ydeE//accA//efp//rraB//ybdR//fimE//fhuC//sutR//yohC//cpdA//nrfB//rhaT//dgcE//rpmA//puuP//sgcR//rof//lplA//lon//dnaJ//dicC//hypT//yidQ//yebS//actP//nirD//folA//yfdS//rpsB//kch//rpsB//kdsA//ydiF//cueO//melA//rlmM//sseA//yajQ//paaC//moeA//atoC//guaB//xapB//glnE//cmoB//treF//yeeJ//yjaZ//yjcE//lgoD//rseB//entD//yjeH//yieF//yneJ//yfdR//ridA//holC//mrdB//mdtN//ybhJ//
GO_0006979_4	lldP//yigB//rseB//yejB//exbB//ispH//menA//yihR//dppB//murB//ybaE//ynfF//dapD//nrdR//thiC//yiaU//groL//cysI//prlC//msrB//ravA//gutM//ygaV//malS//narQ//ampH//deoD//sfsA//pyrL//osmE//glnQ//nanC//deoR//eutD//yfgI//yobF//araB//torC//tufB//bamB//gspF//hpf//xylF//mscM//napC//lolD//fixC//fadE//pnp//casC//cdd//hrsA//prpC//folC//rclB//minE//barA//tas//kduD//yijE//yqiH//preA//pppA//yfhM//pabC//bglB//hipA//fadH//nusA//yraH//cra//panB//mngB//ybaO//envR//cynX//ypdI//greB//nuoN//ykfM//mcbA//rzpR//glpR//pheP//rph//dapB//
GO_0006986_5	fadJ//rssB//fhlA//yieL//motA//rhaM//
GO_0006995_6	wrbA//ubiH//
GO_0006996_4	eutN//rfbC//tbpA//rnhB//nikB//rhaR//agaC//ynfE//fepC//cadA//glnP//cheB//yjjI//sucD//narH//phnI//trpA//rsmH//serC//phnI//bacA//ibsB//rseP//pspG//accB//rppH//kefG//ruvA//cyoB//dctR//hinT//yiaN//sucA//patA//gluQ//trpC//rhaB//sdhD//glsA//
GO_0007010_5	argO//
GO_0007059_3	metI//ftsL//ycaN//sgcA//bolA//pphA//ubiA//stpA//bglB//tas//
GO_0007062_4	nuoI//recF//ydcT//qorA//
GO_0007154_3	mdh//cmoM//kup//nuoB//pcm//yoeB//katG//fhuC//yehY//yjiY//ibsA//iscR//nrfG//murR//torI//mdtC//hcaB//cheY//narL//ybdZ//hipB//csdE//iraM//proC//kefB//tusA//glk//yibT//cysH//dppB//cfa//mepA//nadB//maa//ydiB//galM//ynjA//mepH//yghG//acpT//fdhE//rspB//uspC//ydcZ//lysC//intZ//artQ//pdxJ//tcyP//tauD//ghxQ//argE//prpR//rstB//yfeO//
GO_0007155_3	malK//nrdA//ydjM//bioF//cydB//fcl//rfaD//argK//yggE//mgtA//dppA//rcdA//bglH//corA//arnB//ldtC//pepB//kdgK//yaaY//lpxT//malY//manY//fdhE//tap//kefG//maeA//phnO//elbB//gyrB//tap//mntR//ydfH//cysI//sgbU//ileS//
GO_0007163_3	yobA//
GO_0007165_3	ribC//ybiT//mltD//ygiB//ftnA//rsmH//emrD//tdk//yjbH//metQ//fimB//dcd//puuR//fimC//rplF//alpA//srlD//yihV//hisD//prpR//yhjB//gmd//trpE//rsmI//diaA//rssA//yggN//nemR//flgF//kgtP//rplS//tisB//tgt//yraJ//pckA//chbA//dcd//yihP//yqgF//fumB//azoR//lpp//ybiJ//argP//intQ//mtlR//ygfA//ybiJ//pbpG//queC//ftsN//dtpC//sgcX//asnS//rhaM//xerD//ycdX//ecpR//yiiM//yiaM//
GO_0007166_4	garP//fepG//yggD//glnS//
GO_0007215_5	mcbA//murF//galS//ybcM//
GO_0007231_4	dppA//
GO_0007234_5	yqjA//
GO_0007267_3	rutF//ybhI//
GO_0007346_6	tsr//glk//clpX//
GO_0007584_4	cho//mutH//potA//napA//
GO_0008033_9	fdoH//ycbX//rsuA//apt//mltD//trkG//rpmH//glpD//lpoB//yidC//gstB//frwD//deoR//ycfH//umpH//rseC//dapB//glpK//yeaG//ybiS//kefG//ydiF//ppiC//garL//higB//frr//cysK//insI-1//mhpR//fabD//hdeA//yhaV//hemC//yohD//hycI//rfbD//nlpI//hofO//queA//cof//fliD//dapF//argC//yaaJ//wza//napD//yjhG//ilvE//glpK//rpmB//ybfA//agaV//pgl//uhpT//viaA//yjjQ//
GO_0008104_4	ihfB//yibH//atoB//ynfE//torC//nrdD//guaC//ulaF//yadI//pykA//mdtJ//ftsW//dcuC//mdoG//ridA//artQ//wzyE//malF//serC//yajQ//ydeE//yghB//exbD//nemA//manX//yggF//thiQ//umuC//dsdA//yccX//ispG//frlA//kgtP//flhC//der//mltA//mrdA//srlE//waaS//pinR//ydiQ//frvB//ruvB//insI1//frmA//umpH//perR//ssuB//sbcC//
GO_0008156_8	yahK//lptB//kdpB//yceK//zraS//marR//
GO_0008202_5	holD//
GO_0008206_5	ompA//
GO_0008213_7	mdtF//cra//recF//mhpA//ndk//bfr//ddlB//argR//
GO_0008216_5	yhhZ//pgaB//yhdW//
GO_0008219_3	tsgA//glcA//plsB//mrr//tusA//dsbA//fecA//roxA//nusA//gapC//fhuC//fumB//malQ//aroD//acs//
GO_0008272_6	artM//tolR//glpC//yneL//rfe//hscC//wecB//
GO_0008295_6	rbfA//fucK//frmA//
GO_0008299_5	hypF//rpe//rpoH//dinB//allR//lgoD//
GO_0008360_4	mtn//glyS//torZ//uvrD//ybeQ//wcaJ//rihA//cdd//arfA//nadE//ais//uxaA//pdeR//rcdA//pgm//aceB//
GO_0008361_5	secA//yjeI//argH//aaeA//folP//
GO_0008380_8	nanE//
GO_0008610_5	pck//hcaB//mntS//fhuF//rnhA//ydeP//tmcA//fimD//dppA//ettA//deoC//elaA//appA//rlpA//yeiG//thiH//aer//queE//fur//pflB//nsrR//rpsO//argP//recO//mscK//xylA//nusG//rusA//ypdA//psuT//ygbI//yjjB//argB//ilvH//rplT//secM//mpaA//rpnC//queE//phnL//yegS//sfmF//yfbU//bioP//zraS//ynjA//lsrD//sbcB//yhcF//xanQ//tatE//livG//actP//yhdJ//hyfC//yhbX//msrB//ftnB//wecA//hybE//dnaB//pmbA//napD//yiiM//ortT//hemL//rpsE//
GO_0008614_5	yebS//lysC//yjhB//glpR//zraR//ymgC//satP//
GO_0008615_6	ygcW//cpdA//yfcV//rna//rnc//mntP//citE//
GO_0008616_8	lplT//mdtC//higB//arsR//patZ//wrbA//ubiA//
GO_0008617_9	yoaB//
GO_0008643_6	napA//ybgQ//tpx//yiaA//hcaR//psuG//gyrA//hcaC//pykA//trpR//yiaM//rpoA//asnB//fadI//ydhK//rhmR//envC//ygfZ//galK//paaX//nanT//brnQ//yccS//yagE//rrrQ//allD//feoC//yahN//nuoH//gudD//accB//yahI//yfcQ//glnB//fumC//exbB//flgD//lpxT//cas1//yiaT//ynhF//dedD//allC//pfkA//nusG//gstA//ygiW//topAI//clpX//dicC//lhr//mioC//glmU//malQ//yneL//nadB//fkpA//gcvP//galM//yadG//ybaQ//ftsP//tdcG//pgaD//pitA//emrY//spy//frlC//dppD//yehB//gatB//sdhD//hlyE//kdpE//hemC//tonB//ygiW//manA//rutD//rpoH//intZ//rzpR//fnr//eutR//mscS//znuA//lhr//dinG//entC//kbp//bioH//nlpI//ybdH//torD//nuoB//ynfF//paaJ//ytfP//trmH//rnc//der//appC//pth//soxR//dam//nanE//adeQ//mlc//ygaZ//gstA//flgK//ymgA//queG//birA//
GO_0008645_8	nuoM//ptsN//recG//mgsA//narJ//tsf//ybiW//insB-2//hrpA//torS//asnA//wzyE//rffM//chbC//atoC//fhuD//yjfF//folC//relA//sufS//xylE//lptF//ispB//ssb//
GO_0008652_5	dhaM//rlmD//mdtB//gatC//ybhF//nanK//recG//trpS//ahpC//yhdH//pgaA//osmC//ftsB//zraR//yiaJ//ymdB//lpxH//cmoA//mutL//metK//yrdA//gluQ//pfkA//fklB//yfcG//ynfE//nagK//menE//mreC//tsaB//lplA//gltL//lsrR//lpxD//pldB//zur//ampD//arnF//rcnA//yfcF//glmM//cobS//ndh//sapA//yfcQ//ybjL//kdsB//hybO//tonB//paaH//fimA//lldP//abgB//artI//glpK//glsA2//bcsQ//tusC//entS//allR//yahN//menH//holD//cyoB//livF//ettA//surA//arfB//iscS//pbpC//acpS//hslO//dsbD//pgsA//uup//fabG//ydcP//mtfA//queD//fepG//ynfE//mdtP//purT//prfA//livJ//cysA//glpD//ralR//proP//oxyR//ygeX//rpnA//glpX//nfi//yidK//opgD//mngA//yghU//rusA//bfr//preT//gapA//hda//appB//treR//caiE//pinQ//mdtI//yhbY//ybjX//atpC//oxyR//acpS//sucB//
GO_0008653_5	fes//marA//hofO//paaX//tyrB//nemA//dapD//rhtC//potC//rplR//entS//mdtP//evgA//
GO_0008654_5	ygfI//pstA//dapF//bcsQ//ispF//yibT//lplA//ghoT//arsR//dhaM//dcuA//sbp//pgsA//betB//sdaA//seqA//pgaC//ydhK//norV//accA//hybG//yqaA//rfaE//pinE//chbB//elfG//yahI//hisS//yhaJ//ybgI//insH-5//panB//kefB//opgG//ppk//
GO_0008655_5	rplS//gyrA//leuS//fruB//frdD//ydiF//rpnD//
GO_0009050_6	trmI//mdtK//
GO_0009052_6	cyoA//pheS//artQ//yobF//gstB//ygaV//iscX//
GO_0009056_3	cyoE//erfK//glcD//bsmA//rpsR//yhjG//ihfB//yegD//yiaN//tcyN//dtpD//bglA//barA//nepI//upp//leuA//hybA//bcp//viaA//ade//ompG//yagU//yaaY//setA//mglA//fadI//oppA//rutR//mmuP//ydiR//rsmH//rhaT//dam//hofP//xisR//rhlB//hipB//mutH//lgoD//yidQ//puuA//mltD//tpiA//alsA//pgpB//narJ//radD//phnI//murD//tdcR//ackA//yfaU//hxpA//allB//fruB//hokE//mutM//treR//cutA//dfp//speA//lpxM//gcd//tehB//ymfA//lpxC//pykF//pgi//nrfB//purU//glxK//sgcE//garP//yccS//cca//sfmA//metE//flgA//hldE//kch//recC//selD//tdcR//tldD//pyrE//nusG//kdpF//helD//acrA//citE//dgcJ//arsR//ydfD//ftsQ//aaeB//rutB//trkG//deoB//infC//rfbD//trmB//hflC//murA//wcaB//cyoB//hycI//rssB//dcuS//mltC//ydcI//rnr//nagK//opgE//yidZ//uof//yddM//aer//malE//nac//ybjD//tldD//ygfI//dcuD//ydiF//leuC//maoP//yehT//frvR//yfcR//actP//waaY//pspF//araB//sppA//umuC//umuD//yfdC//miaA//ycgV//glpB//casC//copA//rluD//cbrA//efeO//def//murP//rpsK//ravA//bluF//rhlE//holC//wrbA//mdtK//pmbA//gabD//yjaA//purN//ybdN//hslO//yjtD//deoA//cysQ//ydeT//yigB//emrE//lptE//rayT//hflC//araH//acpT//waaY//rlmL//yjjI//ispH//mraZ//yihL//prmC//codA//gcd//bamB//frc//trxC//sxy//menD//iraD//insH-6//rnhB//fadH//rhtA//alkA//mscL//torC//ribF//yiaJ//ebgA//ttdB//ratA//zraS//pheP//rpnD//pabB//afuB//yraJ//pabA//mngA//acrA//smpB//satP//sgbU//garP//recA//lpoA//chbG//ykfI//yahD//pdeF//dbpA//fryC//rspB//cueR//rpoH//yigL//sufC//yeiL//sixA//flgC//sucA//rpiB//rpiR//cnu//fimH//rhoL//rtcB//yihX//narX//moaC//nhaA//yafC//yidD//narG//alsK//ymfA//yhjB//nikE//bioH//fsr//adeQ//entD//lptC//potF//tcyJ//rpmA//fepE//epmB//pepA//exbD//rtcB//yiaA//fiu//yihT//purT//fimF//entH//glmM//epmA//ascB//nuoN//dcuB//glvB//mnmE//ybiT//lacI//hycA//yagI//infC//pyrG//lsrR//chiP//ypdC//treA//dinG//eutD//frwD//galP//hyfR//mrp//trpGD//agaB//ahr//minD//nanR//fruK//rbbA//nemA//potA//tehB//yghG//glxR//nimT//dhaM//menI//rbsC//lptD//yjiY//chpB//trpGD//mgtL//yghB//trpGD//glrR//ybjG//hcp//creB//metR//fimA//tpiA//yifB//allR//phnJ//zur//phoR//alsK//narG//patZ//yafE//msrQ//yjjQ//kdsB//waaQ//bdcA//hisD//purF//ssuC//nadB//chiP//pncB//ybaO//hcaT//aaeR//sgcE//proW//rtcB//lpxP//alaE//livJ//mtr//elfA//pnp//queG//dps//yfiR//dsbB//minD//maa//yeiG//yggE//hyaA//malE//raiA//murP//elfA//murA//ilvD//pykA//guaB//decR//ddpA//cyoC//entA//napA//livJ//yneJ//mutH//malK//galT//yahI//rsmE//zapD//wcaC//ubiF//trmI//osmY//pstB//gltI//yehZ//slt//cbrA//yhdJ//rplF//lptF//mepM//mutL//ppiC//rraA//yccX//yeaK//metB//arnF//rplD//yggN//yegS//idnT//rseC//dnaB//ynbC//putP//sthA//ygeX//dgcN//kduI//topA//msrQ//paaF//hyaA//entS//
GO_0009057_5	feaR//fadJ//yddA//mutM//hybF//npr//dapB//pta//ypdA//ibaG//pstA//codA//yagE//uspC//hyfC//secB//fliZ//chpS//fumA//pepQ//yqgB//potE//gutQ//fsr//acrA//bsmA//opgC//asmA//rpsT//allD//fhlA//cobC//rlmC//insH-5//uidA//pmbA//narY//seqA//glcE//uspE//rpmC//speG//nadK//gpmA//sdaB//puuB//ytfE//nikE//garP//yjbE//rplY//pta//fabI//yhbQ//
GO_0009058_3	mreB//clsA//bdcA//narY//rplL//ptsH//bluF//dnaK//yahK//dsbD//rpsD//dgoD//tcyN//lipB//dppA//uvrY//ycbB//osmY//manA//tcyP//tamB//uup//rzoD//fre//alsB//purC//yfdG//ldtE//ybdN//chbF//pldB//sucC//rimP//zapB//mepH//topAI//rhoL//rfaD//degP//insH-6//bamE//fepA//moaB//hisM//cobC//nei//nuoI//hda//gatY//rsuA//cysN//prkB//mipA//lptG//lgoR//gadX//avtA//uspE//rluF//fepB//ftnB//cpoB//tehB//uxaB//polA//leuD//rlmB//sxy//idnD//galU//ihfB//selA//hycH//caiF//ubiH//sodB//dpiB//arnD//mak//tbpA//ibpB//dpiA//oppD//hypC//hupB//gpp//ydjJ//mlaD//cspI//sbcB//tsgA//surA//nikB//trmL//hofM//bioP//sbmC//folM//cysQ//dacC//puuB//gfcE//umpH//rsgA//paaH//miaB//yiaB//glnQ//fimD//nrfD//thiI//narH//mdtP//lepB//rmf//iraM//arnB//rstB//holB//guaA//narU//accA//kdpA//rhsD//dtd//fucP//yhhZ//flgD//argC//mdtC//ybjL//crl//tonB//gsiC//nth//mnmA//murR//uof//yfdR//luxS//puuA//yhbX//kefF//rpiA//ftsQ//pgpA//rbbA//nuoL//yjhC//narU//bssR//bglX//rplX//panE//ygeA//ydjH//nanS//yidQ//argK//sgbU//rpmG//essD//cusA//rpsA//recC//ansB//grcA//yjjI//yiiE//gstB//yeaG//ydiV//feoA//bioC//iraD//motA//ibaG//gadB//argH//tas//narI//eutN//aceK//menB//ybiT//waaS//yeaK//rplI//pmbA//rlmE//yfcV//ndh//yfdK//hslO//pgrR//ubiA//pyrG//rhtB//glsA2//katE//msrB//ibpB//folP//ivbL//mtgA//greA//hsdM//aaeR//tilS//symE//thiG//yfaX//waaQ//purF//queE//ybaO//lldD//sapC//phoR//hxpA//araH//proW//tusE//psuT//mdtC//yajQ//rpmJ//rsuA//nirC//xerD//rssA//yfcG//rpnC//rof//wzc//casD//exbD//gmhB//yfdS//ydfG//purB//dppA//dgcE//tnaC//phoP//tatD//yiiM//yagJ//symE//atoS//tatE//blr//ghxQ//miaA//ushA//menI//yjhH//kdpE//lolB//ulaC//hybC//livM//mcbR//nfuA//hyaD//greB//csgD//dinD//borD//mmuP//tqsA//glcB//uidR//pepD//birA//edd//greA//gatB//hisM//yjcO//rdgC//entC//ybiH//yeiL//ydeP//pal//nirD//nadA//ymfA//hlyE//envR//argE//yqeF//udk//insF-1//rffG//rpsH//ggt//murA//ydaV//citC//ybfE//gdhA//zntA//lptE//ybeQ//ybcQ//oxyR//leuB//ybeF//orn//yaaY//bluF//ftsQ//pflB//yraJ//sppA//metR//narX//rimI//pflC//ldtE//amtB//spoT//ispF//wrbA//yqiJ//hda//eptC//elfG//trxA//kefG//adiA//rpsT//frvB//metI//pckA//nhaB//aroP//fis//yhhY//perR//yhjA//otsB//sgcC//ydcS//ldtC//truC//ybiS//pdeR//potC//symE//xerD//yebC//htpX//glnH//umpH//potA//cysC//ypdC//flgB//argT//hisG//ugpE//ubiB//betB//rdgB//yajD//ppiD//ubiH//rmf//treA//gpp//nikA//artJ//patA//dgoD//uidC//rpiA//hybG//phoA//rhaM//yciH//fmt//purA//ynfF//recE//ebgA//yhbS//ldtA//acrF//rlmB//tdcA//hypF//fucA//hemN//birA//cysK//yedL//ybhF//lgoD//wcaC//folC//yadI//yfaV//cpsG//rbfA//mukB//yafO//gpsA//satP//yqhC//dsbG//yidP//dgcJ//mug//mdh//fadH//tolR//intQ//fieF//yeaD//rbsD//tcyJ//znuB//yciV//mntR//mtn//caiD//elyC//fabH//kdpE//rlmD//mglC//ampD//rcsF//manY//insA-1//hofP//infB//ydeO//ytfQ//pfkB//holA//appC//nrfB//yciK//surE//kduI//mmuM//yiaF//rutE//ogt//higB//tcyL//yehA//thiG//hexR//queA//yjiA//lpxP//vsr//hokB//entC//yphB//yjaZ//purN//fabZ//entE//phnM//mak//dusB//sfmA//yhbS//acrR//dadA//sfsB//cyoB//ybiJ//yadG//dgcJ//yefM//metG//rsmE//dmlR//gspJ//yebZ//prpB//rpoA//cspE//nusG//tehB//thiD//rihB//lldR//wcaJ//cirA//nusG//hybF//phnH//preA//hscC//sdaB//ybhD//mcbR//thiQ//pagP//ymfA//ftsQ//insK//rnlB//xapB//argC//ascB//rrrD//dgt//kefC//cynT//uhpB//nrfG//nimT//clcB//tauA//prpB//trkH//rstB//waaA//fklB//tonB//bcsQ//mrcA//argE//pagP//ybeY//sdhD//ydjE//torI//entD//spy//metH//yefM//ralR//fadD//adeD//malK//ada//tqsA//katG//araF//pckA//putA//hinT//bdcA//galK//yciE//yceD//feoB//chaC//sbmA//yjiM//hslR//gspJ//thiD//yjjG//wrbA//rnhB//ytfQ//atoB//alsK//rdgC//sucD//rbn//gldA//adeP//ibpA//pgi//rpoH//araF//csgG//gmhB//mdlB//yphB//gapA//ygcO//ydjM//murD//ynbC//sppA//sthA//yedA//metN//ybaE//ygcR//yegT//guaD//yhcN//asmA//entS//holE//cmtB//ypdC//rzpD//yeeJ//pheS//rcsC//rpmG//nusG//cbrC//mdlA//mqsR//rapA//yiaA//cobS//aaeA//fabD//argC//queA//psuT//bglH//proC//bglA//yciF//bioA//aroB//dgcQ//idnO//flhE//tabA//nfsB//bolA//tisB//mcbA//dsbB//ghoT//yjeH//proP//ccmG//rlmE//araG//rlmI//tdcR//ubiB//hdhA//epmA//ccmF//tag//ybcQ//ffh//kduD//cbrC//tdk//gatD//opgB//rpsB//emrB//rlmJ//yhjD//ybjX//ppiA//pyrC//degS//yhgH//trxA//pmbA//dnaN//rimI//nrdE//tdcE//fdnG//fadI//cpdA//paaB//rbn//uup//rnlA//hyfA//paaA//sdaC//narU//trmA//pinE//ytfP//yhgF//emrY//yeaG//cbpM//rihB//yhhY//argO//waaG//gyrB//ahr//bipA//waaA//lsrG//mobA//etp//trkA//yabI//sfmA//dnaT//kdsB//nhaB//ldtE//apt//hisA//paaK//nlpD//plsC//roxA//adhE//xseA//yhhY//sgcX//emrY//ybhI//yeaG//ilvB//prmA//hyfR//kdpB//aceA//sgcC//spy//wecA//hemD//cobB//grxD//narX//rof//ulaB//ispH//ppiD//phoE//yfcQ//csgF//bssR//mreC//dapF//yedX//ghrB//recT//rplY//soxR//aer//sfmA//mhpC//lptA//ghxP//ftsE//napF//fadB//yiiD//yadC//ade//accD//pspG//trmJ//tsaE//ghxP//tnaA//dsbA//glcD//mcrB//ecpR//guaD//ygiB//
GO_0009059_5	puuC//ppiA//ydhJ//cdh//ydfK//elbB//zur//paaA//folP//yjiM//groL//umuC//opgD//kilR//panF//rfbB//lpoA//bglB//yahN//gpsA//gapA//ebgA//pdxH//rhaR//ampD//leuS//mdlA//agaR//uhpC//tap//rcsB//galU//phnK//kdgK//fruA//fucI//dauA//thrL//btuR//agp//yggF//yggF//ypdA//kduI//cobB//yeiG//arnD//dgcZ//puuA//kdsC//priC//mukB//hslJ//srkA//ybcM//csgG//btuF//dppF//yccS//mrr//ymgC//gsiB//fruK//glpF//yjbE//carB//fumA//secB//xanP//cheA//fruB//dsdC//tldD//dmsC//rpmE//crl//gstB//rplF//tabA//rfaH//trkH//yjhB//speA//zur//yiiD//fadK//gmd//yqiJ//narU//lptA//relB//rhaR//ydjE//mog//ynjA//yahN//lolC//rffC//phnH//ybhI//cpsG//lpp//narP//narH//hscA//ycjY//kdpB//rpsG//dnaT//mazG//mltC//map//yhaM//rsmA//entE//pfkB//waaU//yfaV//narL//rplD//ybdZ//rutC//yebG//mreC//cpoB//polB//hypE//dnaG//serC//fryC//tcdA//glnL//yibF//yafN//crfC//ycaN//lptG//lpxD//yefM//allB//cpxR//folP//ydcM//nuoF//rffC//speA//ybiV//betA//potF//lpxC//fepC//yobF//chpS//ycjP//gcvA//glnP//osmE//csrD//mdtI//hemN//rsmA//phoA//puuP//iscA//yraH//hsdM//rlmE//hflC//yehX//smrA//lptG//glvB//tyrB//menE//yahK//ldtA//nrfC//cspA//glpC//mlaC//aer//puuA//cbl//rbsD//nagE//tufB//lapA//menF//pepB//uraA//nhaR//ypdA//fliM//pepD//fmt//nrfC//dcuB//acnA//rsfS//adiA//lspA//amiD//cspG//ydfD//ppc//caiT//hemH//rhtB//tatD//solA//uvrD//yhdJ//hypF//allC//ompN//glyA//lpcA//dmsB//rplF//glsB//wzzE//ydiK//ldrA//tauB//dnaQ//pth//alsC//sdhE//ibsB//ydfD//htpG//pdhR//yiaN//rpnD//abpA//yqeF//garL//dgkA//nrfC//dnaB//yajR//proA//rpoD//fadE//ybiS//moaD//gpsA//ftsK//atpG//cysZ//ydjL//ydfG//ptsP//cdsA//basS//tynA//rimM//secG//ybgP//mhpT//bdm//oppD//mdoG//intF//yedP//gudX//abpB//tdcG//ygeR//ubiJ//rplE//yegS//dcuD//ggt//skp//potF//htpX//hdhA//clcA//ygbM//fryB//cydD//trkH//trmL//ibsB//yagJ//lgoT//acrR//fabH//cyoC//yjhP//cpsG//moaB//yeiE//mqsA//ompA//cysM//pbpG//tauC//chaC//agaS//rpoS//nagA//rbsR//treA//gpsA//tcyJ//gdhA//fliS//adiC//dgcT//cbrC//argH//yedA//pyrH//yjcE//ycjY//
GO_0009060_6	fkpB//umpG//gldA//nanE//glrR//hflK//kdsD//narW//cdaR//yjbH//eptC//glnE//trkH//panF//yjhB//efp//yjbG//iraP//pckA//manY//xanQ//yhgH//fecC//holA//xseA//dgcJ//
GO_0009061_6	cpxA//ldtD//intE//yjjG//fabH//minE//ypdB//nuoB//nrdA//rpmA//mntH//solA//aspA//yggE//dinJ//hldE//hybG//mutH//symE//uup//atpE//yidA//frlA//rffM//agaD//galT//ssuC//yphD//xisR//torR//trg//gpmA//yehP//rluD//mtn//pgpA//rplT//rsmE//yqjA//aer//glmU//cysG//yieF//yccA//menD//prc//dcuS//dhaM//abpA//hrpA//sufD//mdtN//flgM//flgC//trmB//
GO_0009062_6	ompN//ybiV//hisG//bamE//ubiH//pdxJ//glyA//glnD//xseA//prlC//pheA//yedF//cas2//yfjV//ychH//yahN//phnO//fhuB//ygeW//bglX//rnhB//
GO_0009063_5	ybiT//nadK//yfjV//csiD//cysS//nlpD//ycbB//frwC//ykgO//frvR//msrQ//cbrA//dsdA//hisI//dctR//rplS//yqcC//frdB//ortT//leuB//yraI//bglF//yadN//thiE//sfsA//nanK//chbC//sthA//rsmG//eutB//idnK//yneE//symE//frmB//chbB//sanA//tehB//sdaB//essD//rlmC//symE//ydeP//intF//rpmJ//alsC//kefC//gcvT//gltI//glpC//murE//ompR//ispA//ogrK//ybbN//purT//
GO_0009064_6	endA//yadN//yidC//rutR//rplC//napC//aroF//ybjD//hflC//insI4//ygiW//paaZ//tcyN//curA//yeaE//eutN//phnP//dut//fiu//fimE//fic//yeaE//ynfF//rplB//hemN//yneE//seqA//flgI//gstB//mlaF//ssb//umpH//sufE//ybeF//thiI//rssA//atpC//abgB//artI//rbsC//phr//rrrD//talB//ybeF//roxA//menI//
GO_0009065_7	frwC//ydiF//cbrC//symE//mdoD//arcC//fadD//cheB//yrdA//trmI//yaiW//gcl//edd//yfdO//ansA//yfbV//allR//betI//
GO_0009066_6	tyrA//gyrA//fetB//potD//ybcF//garL//ypjD//ppsR//ftsL//cpdA//frr//tolA//ldrB//glsA//casC//menF//yqcG//sbmC//yfiR//ycfS//phr//selB//glvB//ymgA//rsmC//cyoB//zur//gpmM//argA//oppB//yfcV//spoT//nusG//ubiH//glgC//menC//thiE//pstA//rpsI//rhoL//fur//fimB//pheA//yihS//slt//csgA//dgt//mutS//
GO_0009067_7	phoU//cheZ//paaJ//mntH//leuC//hyfC//yidH//gutQ//recO//yiiD//prpR//yddL//yjjI//uspG//ybgI//mobA//cysS//yihS//folE//ubiE//hisD//wrbA//yegS//iscA//menA//yfdC//
GO_0009068_7	kilR//yejA//mngA//metB//dld//yggT//yphB//yjfP//wcaJ//hdhA//cysN//ynaE//ybhP//
GO_0009069_6	ubiB//pta//queF//hyaB//aidB//holC//zur//ygaH//nemR//rplD//yebZ//yddM//rffG//tgt//cynS//thiP//kbp//insI-2//cydC//ulaR//preA//ygaV//yphD//rplA//yhcD//purA//rrrQ//ychH//ghoT//frr//poxB//fre//yccX//gadE//glgS//ynfE//
GO_0009070_7	accB//nlpA//upp//agaB//blr//aqpZ//rpiR//rihC//tauB//flgK//ynjD//dctR//uacT//sdaC//gdhA//yphD//treB//hexR//ftsP//yhaV//
GO_0009071_7	adhE//yhjB//nanR//alsB//trmO//ymfA//ugpE//mobA//glyS//ygbL//gudD//pflB//ydjK//hsdM//
GO_0009072_5	xerD//pdeK//cpdA//rimI//rarD//yjeH//iscA//tas//uhpT//rnpA//rlmH//yeaK//ispB//hofO//malK//tcyN//intQ//glnH//alsE//dusB//sgcA//aroL//fadK//cbpM//
