#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	adiY//ycgR//pheA//ypdA//
GO_0010498_6	atpG//
GO_0010501_7	fruB//trkA//yifB//nrdR//pspA//secE//higB//yhbO//dppF//
GO_0010528_5	lysA//
GO_0010556_6	yoaB//lpxL//ttdA//eutN//secE//dsbC//bcr//srlE//cynX//ynbD//kdsC//yciA//prpR//psuG//hupB//yegS//gcvT//adeD//zur//yjgX//fdrA//hiuH//yeaG//nlpA//luxS//edd//tabA//ghrB//ygiB//tcyL//pyrE//phnG//bioD1//malQ//cusF//adhP//clcB//folM//tbpA//yidD//ulaR//ybiJ//ygfA//xylE//ybeY//lamB//ymfA//eptB//torA//tsaE//chiP//fecD//ykfM//nmpC//mepA//nudC//tabA//narH//fimH//lysR//ydjJ//rplB//appB//rffM//yhjC//ytfQ//rhmD//fadH//citG//apt//ompG//nanK//ytfR//cspB//dtpC//yohC//livM//atoB//infB//glcF//gadA//yedF//yiaF//sbp//rpmF//bcsA//paaH//phoE//ilvB//recR//yhbQ//purN//rplQ//elfC//wecE//rtcB//queG//waaC//glgC//dicB//csrD//yjbE//rlmJ//kup//thiE//menE//nth//mhpB//xisE//cobC//dppB//rihA//ptsN//pdxY//iaaA//ynfE//rplP//ascB//sapA//preT//yhaC//ftsW//radA//aceK//sixA//frlB//yigB//speE//sfmC//hchA//bglH//ydcO//glgP//rzoR//ahr//rbsA//yihL//glpG//ompC//rpoS//nemR//leuD//sucC//yoeB//glnE//recR//nfo//xthA//sbcD//aphA//hscB//holA//rpoE//codB//napB//corA//pagP//ansA//cdh//bioH//hns//kdpC//modA//cbrC//pepB//thrA//thrA//proA//eptA//hupA//pfkB//nuoN//livK//mug//glcA//glcD//iraP//torZ//pcnB//hinT//mrdB//fkpA//deoC//cysE//fryC//trpS//rpsD//chbC//ygcW//ldrD//glrK//amyA//miaB//ttcA//yqeF//symE//prmB//moaE//yihX//gltI//yeeJ//ftsL//treA//potA//yegD//exuT//mazG//csdA//iraP//ymgF//yggF//gpsA//pyrF//rffC//yagU//cmtB//frwD//chiP//yhbX//gloA//talB//yjeH//lplT//fpr//waaJ//bioD1//borD//waaP//hyi//thiQ//gnsB//yciG//ydeP//livG//uvrC//hisD//iap//rutC//umpG//ykfI//lpd//pgaC//skp//yaiW//evgS//iraM//recB//speG//yicJ//dapD//ralR//prmB//ratA//livK//mngA//pdxB//sdhE//uhpT//fimE//agaS//dicB//rutA//ycbU//casC//rdgB//asnS//ytfQ//ydcT//mdtK//viaA//phnH//nuoF//purD//glcA//yqeF//ybeY//glsA//lepB//sapB//rseB//ftsY//ymdB//artJ//argB//ycjP//dcuB//dcuA//patZ//nrfA//ilvB//pta//ypdB//araG//pdxH//narJ//potD//glgA//lrp//aroP//fdnH//zraR//cysK//thiL//pdxJ//csiD//bssS//elfA//araG//folC//cra//gadB//gatA//
GO_0010557_7	yagG//hcaB//galU//ndk//rimP//yfbS//yfeR//amyA//yjiM//trpB//pckA//cyaA//elbB//asd//murR//scpB//yfjR//cbpM//aroH//cbtA//minC//dps//accB//rhaD//nac//envY//rodZ//glnE//znuB//nrfD//ydiF//gltP//ydiQ//yceD//rsgA//ahr//hslU//lgoD//yhcH//tusB//lolA//ribD//ygeR//rplR//yehA//rpsB//mdtP//yicJ//fixC//nuoE//yaiW//yagE//yejF//ykgO//wzzB//dacD//gntU//focB//pdeK//fadE//nimT//ygiN//yibA//maoP//polB//lsrA//ytfE//yccS//wzzB//ychH//manZ//ynbD//ygjR//sbcC//luxS//glnL//yfeD//sgcB//metN//mtlR//hisG//nrfG//
GO_0010558_7	ybjN//udp//yqeA//zraR//plaP//yqeA//wecB//dedD//dgoD//tnaC//dbpA//gpt//ybcC//umpH//yagU//alsK//nudG//iscA//hisD//menC//sapC//aaeB//psuT//waaZ//yjfF//fliK//nhaB//yedX//slyD//cysS//lolB//pbpG//zipA//cutC//epmB//clsB//ynbD//cbrC//insF-1//yajL//uidR//dctA//rbbA//preA//wzyE//moeB//yidZ//araD//amtB//yiaB//prmC//pdeK//ispG//yqgF//nrfA//atoC//ymjB//rraB//puuA//intF//arfA//nuoL//rcsD//rpoD//ygiS//dcp//lysP//ybcQ//rpiR//nuoN//purD//thiD//rodZ//dsbD//lpd//yfcF//rplB//ispH//mfd//ymdB//vsr//insI3//yfbU//ahpC//prpR//rhaR//truC//pheM//xylG//rpoA//gnd//gutQ//flhA//yidQ//ynbD//ydbK//folX//fadB//idnO//hofQ//dppD//ung//rluC//bioH//nlpA//ispF//fhuD//rhaA//csdA//mngB//ilvL//yfaX//wzb//mdfA//ygfA//allR//yhjC//lepB//hokE//rpsB//
GO_0010562_7	chaA//dcuB//
GO_0010563_7	yccA//tauD//
GO_0010564_6	xylG//idnD//ynaI//ccmD//rpiA//
GO_0010565_6	srlR//nth//lysS//gutQ//ptsG//mazG//
GO_0010604_6	hflK//ygiS//rnlB//sucB//aroA//ascF//rspB//rutC//livJ//yfdG//mcbA//lnt//tusB//fdoI//kdpF//bepA//emrK//ytfT//iap//ccmE//ftnB//yaaY//argI//yqaE//gluQ//yiiE//cysW//efeO//wzzB//sodC//prmB//ybiX//pepD//ygjK//hslR//tesB//csgG//rpoS//ghoS//melA//uidC//pyrL//plaP//murD//rpoE//scpB//hybF//ybfA//plsB//gpt//ompR//sdaA//ebgA//rlmH//tamA//gpsA//artI//secB//sdaA//rseP//lptC//pheS//fucP//gatZ//ygfI//treC//rapZ//ptsH//ugpC//hisP//argF//dnaJ//adhE//yfjV//yegD//cmoB//treA//gcd//hsrA//agaA//tus//exuR//glgC//nirB//mdtE//argR//fryB//rluA//gadX//nusG//ynbC//fkpA//caiE//
GO_0010605_6	argT//tdh//hemB//ubiB//ssuE//yhcD//zapB//proV//yibA//glnB//btuE//ybaE//glxK//aphA//agaC//zwf//yhhY//yijE//pnuC//yehC//upp//fimH//ydiQ//helD//ybdH//rnlB//sgbH//nanR//rrrQ//tktB//argT//atpC//ivbL//fhuB//phnJ//mlaD//yfgI//mdtG//tauA//hemD//insI-1//viaA//nfi//yidZ//yoeE//pliG//feaB//yegT//ptsP//ppsA//yaaJ//nanR//yfgJ//fdhE//sbp//flgJ//lnt//cusC//hybB//narL//yfgO//ddpA//uvrD//fryA//yfaU//fdoG//evgS//rpsQ//glpX//rdgC//yfcU//cmtA//narL//dapF//uraA//dgcZ//msrC//yehB//yidD//rfbX//yobA//ydcR//manY//yehA//erfK//yiaJ//deoD//ybfA//csiR//spoT//nirD//sgcC//nfuA//abpA//rppH//hemA//ycgB//rimK//elaA//araH//ppiA//phnH//yedP//flgK//fruB//yahD//yijE//azoR//yjjU//thiC//ycfS//birA//cueO//cheZ//bolA//fecD//yhbQ//lplT//yehP//fumB//insE-1//ydbK//ortT//gntT//rpsA//yieF//yfcF//ilvB//pitB//bisC//yjiY//lysC//ybjD//pabB//phnN//yehW//glcA//moaB//sthA//ydiZ//mlc//speB//ycdY//fis//
GO_0010608_7	garL//metL//mraZ//chpB//ubiD//rtcB//mcrA//macA//livH//tadA//trxC//spy//rmf//insH-5//hisS//ebgA//yajR//rlmJ//rapA//metK//ftnB//puuA//recF//hcaR//thiE//rcdA//ybaQ//cysE//macB//panD//tyrA//ddpX//tauB//hisQ//ygfI//ybcC//yfdO//galF//sucA//glgC//pykA//yeaG//gudX//zntA//
GO_0010628_7	apaH//setA//dkgA//rlmJ//yadG//yqeF//yfeW//sbcD//gadC//fhuB//tcyL//hha//degS//ydiO//arcA//csdE//ycdX//elfD//alaA//agaI//nuoI//manZ//mdfA//wzyE//arcC//ykgM//modC//selA//feoA//bepA//ybhJ//murG//menF//cho//smrA//yheT//nhaR//rpsP//uvrA//yqiH//rpsE//xseB//thiI//entA//phoA//osmE//lldD//uhpT//entC//sgcB//exuT//araG//murP//dgcM//maa//mltG//tyrR//sseA//yiaU//cysI//phoR//dgoA//fixB//yfiF//dmsC//sdaB//apt//ydeP//ybhD//yihX//hicA//hisM//recG//betB//yccS//fhuD//acpS//narX//feoB//mglB//yfcG//pbpG//atpA//
GO_0010629_7	ccmC//yieF//moaC//yeeL//flgA//ttdR//gatZ//ybiA//trmJ//glgC//ygbN//nrdE//treC//yeaG//yadM//yiaM//ykfI//aaeA//ygiV//ydhK//fruB//mscK//uxuB//insK//mdtE//aceB//alaE//eamB//trkG//yjcS//yjcE//yihT//nlpI//dinD//leuO//yjhP//menA//atpD//yaiV//rpmB//lpxM//nrdA//ybiH//fpr//plsC//trpD//sfmA//galP//ibsA//mdtL//uspG//fes//rihC//ampD//secG//yejF//ortT//hokB//fruA//rimP//yahB//gsiD//kefF//sgcR//ogrK//ybjN//folA//hofN//yjbB//ypdB//ydaN//yidR//rhsD//rsmE//cyaA//dacA//idnK//csdE//garD//rhaM//yqeG//mglB//yfcG//waaY//eutR//yjcS//hiuH//envZ//fruK//gmd//dmsA//dapA//ghrB//csiD//arnA//intS//phr//essD//frdC//fdhF//rpnC//murF//lolD//cpsG//fadK//gltP//argF//ldcC//yebZ//idnK//gntR//alaA//rfaB//murQ//speD//ymgA//narZ//ydcR//hlyE//sbcB//rpoA//surE//phnM//lspA//speF//malG//yhcN//ycaO//
GO_0010638_7	acrE//pnuC//
GO_0010639_7	dacA//fepE//ybbW//
GO_0010646_5	apaH//
GO_0010648_6	raiA//
GO_0010675_6	lipA//dgoT//envR//miaA//chbF//yggT//
GO_0010676_7	hiuH//thiG//
GO_0010677_7	yfeR//
GO_0010699_4	rnhB//sodB//
GO_0010810_5	tdcC//galS//
GO_0010817_4	yjbB//sdhD//topB//thiL//nlpA//csgF//oppB//lamB//cynX//yhhY//rpe//pepN//yajO//yhdW//
GO_0010827_7	rpnC//
GO_0010829_7	cusB//
GO_0010876_4	yqeA//
GO_0010906_6	yeiE//nuoG//
GO_0010907_7	napA//
GO_0010911_5	uacT//yciT//msrB//
GO_0010921_6	iaaA//ybdM//rbfA//gltK//
GO_0010941_5	yehX//
GO_0010948_7	lysP//tesB//
GO_0010951_8	paaF//basR//
GO_0010962_7	tamB//recA//
GO_0010966_8	yjbF//
GO_0010967_6	yceO//
GO_0010974_7	sodA//
GO_0012501_4	rnt//yaaY//menA//nudF//waaL//cas1//pdxY//gadC//yfaE//melA//ygcR//treF//garP//
GO_0014070_5	argK//flgA//
GO_0015031_5	rimM//nirC//folM//fabH//nrdH//glcB//ggt//tsf//yqiH//yidA//katG//rsmB//cynX//psuG//ybfE//ghoT//fis//appB//ribA//setC//rplR//decR//rng//fic//cpxA//gatD//mreB//elfA//moaB//rplN//nmpC//rpoH//viaA//ridA//glpB//ybiJ//yabI//yjeI//insH-6//hypD//pgpB//
GO_0015074_6	yahK//trmO//efp//yedP//mltC//queC//sodA//
GO_0015628_5	lacY//rpiB//yejE//rplF//frc//
GO_0015669_5	atoS//
GO_0015670_6	pgi//
GO_0015672_7	yobA//murI//nupX//ppiD//moeA//fkpA//lamB//parE//fetB//elbB//idnD//yfaX//tonB//pdxA//coaE//thiH//hyaC//ypdB//rpoE//ccmF//glpF//fryB//fruK//frc//rimI//aes//nlpI//rapA//ygdG//envR//psd//rpmJ//tsaE//kdsB//acrF//waaU//sppA//flgM//folP//clsB//pepN//lpxD//ftsY//
GO_0015673_9	putA//
GO_0015675_9	hisQ//tatE//ghrB//truA//sanA//waaC//yafE//cytR//
GO_0015679_10	ydiR//copA//
GO_0015682_8	ivy//cpdB//erfK//yqaE//shoB//rpsE//malI//xapA//rluB//lpxB//csdA//kdpD//
GO_0015684_9	folC//pinR//zraS//yfaV//betI//
GO_0015685_8	nadK//pdxY//exuT//rbsK//bfr//gltP//
GO_0015687_7	araB//pinE//aceA//rlmN//
GO_0015688_6	artP//yobA//moeB//bcsQ//sfmH//corA//casA//ligB//hprS//tus//yccS//nrdB//menB//curA//arnD//alkB//manZ//yddM//
GO_0015689_8	kbaY//eamA//yoeB//
GO_0015691_9	entS//eutN//kdgK//yifB//
GO_0015692_8	moaA//
GO_0015693_9	mreB//basR//
GO_0015695_6	tatB//xylR//rsmF//sanA//accB//rffC//yqjA//msrC//yihP//mug//sxy//ydeE//ybhS//fau//ihfA//rplE//entF//leuE//betA//dcyD//rihA//ygfI//hslV//flgC//napF//apaH//purU//lptG//secG//xylG//
GO_0015696_6	rbbA//ugd//dcuC//atpA//rbsA//bioD1//torY//hisH//yagF//srlR//malX//rpmA//dmlR//bglJ//appA//ydhK//ppsA//icd//nadB//eutD//yjtD//rfe//dgoK//sdaB//clcB//coaA//kdsA//accB//hypF//mltC//phnI//
GO_0015697_7	hipB//fadD//fabI//ypdI//dnaN//yggT//cysB//hflC//curA//npr//thiH//rsmE//ccmE//
GO_0015698_7	glpF//mrr//hisB//djlC//pitA//scpC//prlF//ycgV//tsr//citG//ycfH//yfiR//ddlA//phnG//yghB//curA//higB//recF//ymfA//zapB//rnr//gsiD//pckA//yfeD//metN//cysI//narV//lexA//oppB//srlB//fdhF//ycfJ//pppA//deaD//valS//ibpA//ulaC//emrD//dcp//cas1//rbsR//
GO_0015699_8	pgi//
GO_0015700_8	minC//rpiR//
GO_0015706_6	hyaC//nlpI//hisI//
GO_0015707_6	dctA//yibT//gppA//zitB//barA//ccmA//
GO_0015709_6	trmI//
GO_0015710_8	ravA//torC//
GO_0015711_6	gltX//ybbW//fdx//hisP//ytfT//menD//pdhR//folX//feaR//rseP//mltC//prc//iscS//glgB//dut//comR//uspG//secM//mscK//ompT//aer//atpH//hflC//apt//ybiS//gadE//pckA//mhpR//agaD//ribC//ymjB//maoP//polB//rihA//rsmF//upp//gatY//pcnB//glcF//ulaD//ansB//kgtP//ybdH//miaB//rhtB//ydiP//coaD//yohD//glrR//opgB//ybhR//rhaD//psd//ynaE//bioF//agaC//exbD//glpX//opgG//ydjL//ushA//rlpA//garP//appA//ubiX//polA//cysU//rseP//yggN//frdC//yiaA//mfd//rpe//pepD//rstB//frmA//hycI//paaC//cof//ygfZ//wecA//fhuD//lsrC//gabT//pagP//hycH//mcrB//trkH//aroA//yhhZ//dmsB//oppD//betA//ebgR//yfeO//rimO//gabD//ftsW//rlmI//mgtL//yagE//hyfF//sstT//dctR//rhlE//ascG//ybjD//wcaB//yihI//hupA//dsdX//dcuD//yfiR//lpp//ypdF//aroL//citC//mioC//qseC//bioP//sodC//soxS//radA//glsA2//pstB//cvpA//nfsB//cdh//yihR//rhlE//leuD//gadW//aphA//ymjB//nanS//holA//rlmC//dedD//csrA//yegD//dut//erfK//arnF//insI4//
GO_0015712_7	araG//
GO_0015718_8	cysD//prpR//exbD//dppC//yjgX//rapZ//yaiW//sixA//insE-1//rep//cadB//argH//creB//copA//appB//glrR//nupG//ilvN//gcl//mzrA//mocA//preA//ftsN//lacI//
GO_0015721_7	ogrK//yciK//
GO_0015724_7	pgm//rsgA//rtcR//
GO_0015726_8	yfaL//
GO_0015727_7	emrE//def//
GO_0015733_7	deoC//
GO_0015734_6	pgpB//lolB//sdhB//
GO_0015735_8	yqhD//
GO_0015736_9	murF//
GO_0015739_7	ftsI//
GO_0015740_9	dcuD//glxR//tufA//pta//ydfD//yibH//sgcR//cspA//waaB//
GO_0015741_10	dgkA//thrC//
GO_0015743_10	nrfC//
GO_0015744_6	osmF//arcA//yobF//
GO_0015747_6	cbeA//
GO_0015748_6	ybiI//hypC//ccmE//rplC//sfmC//parC//citG//kdgR//araF//ftsH//cbrC//yqiH//xylH//ariR//sgrT//
GO_0015749_7	potE//bamB//aroP//yfcG//panC//eno//xthA//satP//yebZ//yehY//radA//yfeO//tatE//rplP//betI//skp//citC//patD//glpD//spy//gntP//ibpA//ycdX//sanA//ubiH//ybcC//pheM//kdgT//ldrA//hybE//glsA1//folM//ldrA//thiH//feoA//thiI//malQ//plsB//hcaF//tas//cpxP//yafC//tonB//tdcR//miaB//
GO_0015750_8	yqaE//ybjC//sseA//appY//tdcG//entE//hypB//rplT//folA//gadC//secG//rimL//csiD//
GO_0015751_9	cysD//ybdN//dinB//srkA//bioD//rffH//
GO_0015752_9	yehW//galR//ydeO//idi//recA//rsmB//
GO_0015753_9	ibsB//recC//basR//
GO_0015754_9	rpiB//ycbB//yafN//
GO_0015755_9	ybaL//spy//nanS//tig//recG//fruA//yjcO//hslO//dpiB//ligA//ftsA//
GO_0015756_9	insA-1//yegV//
GO_0015757_9	pflA//fabH//agaV//yhhY//rpsN//xanP//malX//
GO_0015760_8	rpiR//
GO_0015761_9	dgoR//trmJ//yqeA//
GO_0015762_9	bdcA//
GO_0015764_7	mog//ptsG//alkB//fixC//
GO_0015765_8	lipB//nfuA//cnu//clpS//
GO_0015766_8	waaP//cyoD//adiC//tcyP//serB//ssuB//glxK//ybiX//lplA//gatD//artI//pstC//fixC//zraR//
GO_0015767_9	sgbE//ddlA//ribC//dgcZ//
GO_0015768_9	putP//ydeP//purT//malE//eptA//yehU//
GO_0015769_9	rutG//
GO_0015771_9	gntT//rhmD//thrL//cpoB//
GO_0015772_7	hofC//ribD//yecS//sdiA//bdm//yhbS//ccmG//glpB//putA//fimF//agaI//ygiW//hyaD//hisP//asnS//rlmM//gltK//
GO_0015774_7	bssR//hofC//osmY//hybO//mqsR//wzzE//
GO_0015778_7	cusS//
GO_0015791_7	mntH//csgF//pspC//glyA//ybhF//cspE//lgoD//fdhD//
GO_0015793_7	trkG//betB//
GO_0015794_7	opgG//sbcB//rseP//ygaH//ydjK//
GO_0015795_7	moaD//
GO_0015796_7	ygdG//cysE//rclA//ybhI//
GO_0015797_7	fecC//deoD//
GO_0015800_7	yjhB//secG//ydcZ//rng//
GO_0015801_7	csrA//sucA//hda//yehW//casD//puuB//araA//ybcM//
GO_0015802_7	ybhJ//mtgA//thiI//cysI//pyrF//yihU//yceK//
GO_0015803_7	metR//rbsB//fryA//feoA//frwB//clcB//yehW//cof//yhbO//rimJ//tdcR//
GO_0015804_7	rplN//pncB//dam//waaS//deoB//xylR//recA//shoB//nusA//nikB//yjbB//ydaN//rplM//yhaV//pgk//prfA//ilvH//uvrD//dicA//rsmI//uxuA//yihR//srmB//yihO//nupX//nrfE//clpS//fbaA//yagG//fryB//rplC//cobC//exbB//
GO_0015806_6	tusA//
GO_0015807_7	bioC//abgT//rph//nsrR//rpsK//uspB//katG//ydaV//yihS//thiP//hcaB//ydfH//tdcE//sgbU//gltS//yihL//mliC//amiD//mrr//yfcV//yohD//yiaO//metG//bioA//hrsA//gor//ybhJ//pta//ibsC//ybcM//pgpC//dpiB//yacG//rfbC//recQ//lapB//suhB//wzzE//
GO_0015808_8	crl//prfA//
GO_0015809_7	yeeO//sppA//patZ//yqgB//ydfH//mppA//
GO_0015810_8	cadC//selD//
GO_0015811_7	sdaB//dppF//mglB//yjbH//flgM//
GO_0015813_6	torD//tolQ//uxaB//
GO_0015814_7	yohD//
GO_0015816_6	tdcA//
GO_0015817_7	livJ//
GO_0015818_7	fdx//manA//waaP//rssB//yedL//mrp//lpxL//
GO_0015820_7	fabB//rhoL//pgi//yfbU//uvrA//glsA2//aaeR//ffh//arcC//
GO_0015821_7	nusG//macA//lsrD//casC//hxpA//
GO_0015822_7	nrdF//fucP//
GO_0015823_7	hybA//tcyL//yhjG//sapA//trpD//insH-6//rfaG//
GO_0015824_7	yfdK//btuE//
GO_0015825_8	yieF//
GO_0015826_7	ydiP//ulaA//cas2//
GO_0015827_7	pgm//deoB//mdtB//
GO_0015828_7	dgcQ//blr//
GO_0015829_7	tatD//ycbU//fdx//deoD//cysN//ompF//ycjP//clpS//cynS//
GO_0015830_7	pnp//narQ//yeaK//
GO_0015833_6	ebgA//yagE//rng//dmsA//rzoD//phoB//iclR//baeS//rimP//gnsB//fepC//yacG//argH//ydjJ//frc//ydjK//mngR//agaD//ascB//aaeR//ompW//hdhA//metH//cpsB//nth//dfp//asr//codB//nuoM//proC//rsmF//intS//rbsC//mfd//waaU//msrQ//ygfZ//nuoH//aceA//gadB//uxaC//ompR//csiR//yehT//yehC//queE//ppsR//atpG//ratA//mscM//dauA//wbbK//ydeI//gatC//rplN//tcyN//narV//clsB//secE//gdhA//entC//ugpC//rplF//cyoC//gyrB//serC//argF//pckA//fliG//yjhP//mrdA//rutR//cobC//macA//ygeW//glpD//nfsB//nadE//
GO_0015834_7	yohC//hybD//hyfA//fliZ//mreB//
GO_0015835_6	glmU//galT//acrA//hyaC//
GO_0015836_7	abpB//dppC//mhpR//
GO_0015838_8	sfmC//purC//frc//rpmJ//ybjC//lapA//fabR//sucA//leuA//pbpG//argP//agaC//malK//
GO_0015839_7	sufS//
GO_0015846_6	gabD//bhsA//elbB//ybaM//alkB//minC//ydjK//rbbA//wza//nlpE//cobS//dsbC//recB//rpmE//pgl//tesB//yfcA//
GO_0015847_7	nirB//rpmC//nikA//sspB//betT//ynjD//metI//pyrG//alsA//queF//tsr//nupX//ivy//tdcD//chbG//
GO_0015848_7	nrfA//cas1//greA//pyrG//agaD//yfcG//
GO_0015849_6	ygbN//trpGD//hemN//phnL//ppsR//htpX//iaaA//waaG//gabD//napA//nanC//flgI//ubiJ//eptB//chbR//sgbE//rsmB//pepQ//rodZ//rlmH//treB//fumA//hybD//ybiA//bluF//metF//hipB//ackA//rffM//cvpA//ldrA//panD//yphF//fhuD//helD//cspC//puuR//flgB//feoA//sugE//yieL//yqjH//tktA//prmC//shiA//uxaC//fimD//hyaA//mntH//yhjG//secB//kduD//deoD//phnG//yggD//nudF//viaA//hybC//dppA//ymfK//cbtA//rof//ynfL//nth//rutA//wza//upp//modC//rsuA//ymfK//ydiO//yiaF//caiB//cysE//dsbG//yahB//bioA//yehD//trpA//dapA//yihP//yjeI//xylA//kdsB//artJ//map//ybhR//lpoB//leuA//leuE//lysA//xdhB//yehT//prkB//fabG//mazF//cspC//skp//emrK//sseA//ansB//metF//hypE//rbsB//dinJ//dppB//hlyE//potF//pgi//yidE//yfdR//yraJ//ygiW//hemC//ybgQ//
GO_0015850_6	scpB//mdtF//xseA//gppA//yjfF//elfG//pdxA//nanC//rmuC//cmoM//mcbA//dosP//mgsA//aqpZ//wbbK//hisM//secB//ytfQ//map//cysZ//ruvB//elaD//bcsA//
GO_0015851_6	cobU//gltL//yjeH//speG//gntP//sdhD//hisS//fdnG//ppiD//greB//ruvB//frdA//
GO_0015853_8	hflD//frdD//
GO_0015854_8	ahpC//kch//
GO_0015855_7	degP//ybiA//rpsA//
GO_0015856_8	yhdJ//
GO_0015857_6	fbaA//tamA//
GO_0015858_7	yidD//alkA//mntH//ascG//glgA//nrfD//prpB//lptD//hemG//
GO_0015860_7	tdcC//galR//
GO_0015861_9	aspA//ybhP//
GO_0015862_9	mngB//rzoR//
GO_0015863_8	fre//
GO_0015864_8	ymfK//thrL//
GO_0015871_6	ndk//gabD//nanS//bamC//dsbD//
GO_0015878_6	eco//
GO_0015879_9	mtlD//
GO_0015882_7	xseA//insI4//hisQ//
GO_0015886_6	ridA//gldA//mepA//yfdC//xapA//dxs//rutF//zipA//truC//
GO_0015887_7	hcaR//
GO_0015888_6	yhjX//
GO_0015889_6	thiE//tsgA//rutG//rbbA//narY//csiR//fepG//
GO_0015891_6	greB//nanR//rzoR//mdtD//phoQ//roxA//feoA//fadE//yaiW//ybdH//araF//cbrA//glnK//yihL//yohC//
GO_0015893_5	queA//rsmI//ybjX//tdcG//dkgA//pdxA//ygcO//hisC//recN//uhpC//yghW//yheT//proP//mltG//htrE//symE//narU//gltI//pepT//yadN//rpsI//pyrE//gstB//udk//rlmB//sgbH//chpS//rbsD//nuoL//aroK//yebZ//eamB//nemR//uspC//ppiC//narQ//rcnR//yifB//tig//ycjQ//mntH//tnaA//yfdS//lspA//btuR//ynhF//hexR//dld//msbA//glcE//ubiD//tolB//nirB//torC//yjgX//arnA//norW//yidC//ompN//narP//glxK//rhlB//ycfJ//ompG//nrfG//symE//allB//pheA//ybhP//cdsA//cysU//hcp//baeS//ubiB//tusD//ycjR//cysD//yhcN//kbp//pphA//intF//solA//pmbA//ppiA//mppA//bcsA//mlaB//cheZ//radA//lysO//ydaC//maa//hypF//hemN//mmuP//rpiR//lhr//
GO_0015906_6	yfcS//mglC//ybbN//cheY//serA//
GO_0015908_7	rplT//yfdK//
GO_0015909_8	psuT//
GO_0015912_8	ybcJ//
GO_0015914_7	dcuC//sutR//rseP//mfd//rhlB//eutN//mdtG//
GO_0015920_7	aas//argO//prkB//yfcR//metQ//djlC//abgT//wzzB//ybdH//
GO_0015931_6	ftsN//fliL//acs//ydfK//zapD//secE//cfa//rseB//bamC//acnA//uhpC//kdgT//
GO_0015936_6	entH//fabB//ybhA//arcB//
GO_0015937_7	mrcB//cutA//hdeD//gapC//
GO_0015939_5	pyrD//dicA//iraM//ttdT//zapE//
GO_0015940_6	ygcR//rnhB//alaC//yfbS//wzzB//
GO_0015942_6	arsC//torS//exuR//ypdF//cdd//mdtF//trpC//holE//crcB//
GO_0015944_4	exuR//yqiJ//glsA2//dkgB//kduI//nrfC//glsA//
GO_0015949_5	yfaX//ppiD//ogrK//yciV//pinQ//ygjK//cbl//ruvA//argG//bamE//blr//cspD//rssA//intF//hyaA//purR//fliZ//ibpB//rlmE//tcdA//rfaQ//lrhA//rpnD//argI//
GO_0015950_6	glxK//yjjB//xseA//
GO_0015951_7	mioC//lsrR//
GO_0015968_6	focA//
GO_0015969_8	bcp//rpsK//
GO_0015980_4	gpt//tag//exbB//phnM//ycfL//xseA//lpoB//hslJ//focA//proP//rlmC//waaY//narP//ttdA//lgt//ycaO//mdtF//phoU//hypF//apaH//eutK//hyaD//flgH//pta//ydjM//cusC//fruA//pdxA//torS//psd//malX//mppA//ybdZ//yggT//dmlA//nuoI//ydiZ//hflK//nuoF//glsA2//yihW//ribF//aceK//chbC//ybiX//queA//etp//gntK//rnd//fimA//gadC//yihP//argD//recD//purT//tas//glsA//yhbX//yhdH//yjjG//cnu//clpX//ibaG//metC//rpiB//thrL//gltB//yiaA//mprA//gltI//yphC//artQ//ydeE//cynS//cpsG//nadK//guaB//shiA//eptA//gltD//degS//sapB//ldtC//fdnI//sufE//yheT//
GO_0015985_9	trxC//ybiT//tyrS//mcrB//
GO_0015986_7	scpB//ycfL//arnF//ruvC//
GO_0015988_9	opgD//lolD//ybdZ//torS//torZ//pgaB//yciT//yjjX//
GO_0015990_10	dicA//lptB//nikE//holA//ydfD//argT//pstS//gdhA//
GO_0016024_7	alkB//
GO_0016032_5	ycjY//sfmH//yggN//rplB//yijE//yaaY//rhaS//exuR//ubiH//glpB//queC//proS//bglF//brnQ//ybdO//fimA//napF//mtfA//
GO_0016036_6	tsaE//nfsB//yihU//putP//rhaT//exbB//
GO_0016042_5	sbcC//caiT//mmuP//ftnB//lamB//yciF//opgH//ydfD//yihI//yojI//allD//prfA//narW//asnS//yajQ//yfdO//nagC//rppH//etp//gltL//narZ//acrE//cyoC//yieE//
