#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	xylB//bdm//fliZ//ybiH//
GO_0006808_4	dld//mazG//yegS//
GO_0006810_4	tig//ycjW//ascG//hicA//yodD//thiH//soxR//yagE//wzb//tisB//ldrD//qseB//yceK//btuC//oppA//citE//ydcS//envZ//ftsI//tatC//hicB//pabB//secA//kilR//hyfC//yfaE//yraH//hslU//ymfA//rseP//etp//mliC//trxC//proW//yceD//hcaT//ugpB//rlmL//purB//rhaM//yggF//frmB//truA//chiP//wbbK//atpC//yiaT//manA//yjhP//glnQ//panD//osmC//cheW//artQ//yidL//edd//rpoS//ydaV//actP//menC//flgH//yhjX//ompG//yoaB//hofN//frdD//yadI//ypjD//wzzE//yfcA//nanR//gpr//bglH//talB//ytfQ//yjgX//priC//lpd//dusC//lpxD//cyoB//ade//emrD//ldtC//ydcI//fdnH//cas1//carA//insK//kbaZ//nfi//dgcN//yqcG//yagJ//trmL//cheR//cspE//intE//ssuC//uxaC//yraN//rpsL//adiY//map//yehW//rseP//hybC//rpoE//nagK//ygeA//yihS//mocA//mtlR//wecA//yebG//tsaD//skp//gloB//ubiI//rdgC//deaD//setB//eamA//rpsR//clsB//nikC//aidB//rpsS//ulaB//yfjR//tsr//diaA//dnaN//exoX//rspB//insI1//abgA//phr//yeaK//truA//yahF//rmf//ilvI//narH//cynX//holC//nuoB//cpxA//nrdB//sixA//mdoG//dpiB//mltB//gsiB//ivy//cspG//ybiY//bcsA//ybaM//yojI//fkpA//gcvH//glnQ//ygeX//thrS//napA//rplF//cheY//mnmA//yecS//casD//kdpB//eutK//yhdX//cusA//gor//waaC//ycbU//ribB//cspC//ttdR//iaaA//pyrB//tnaC//tcdA//hha//envR//gabD//ydcO//argR//yagI//yafC//gntU//puuC//ydhC//allS//rnhB//mhpA//trpR//yghB//yihX//elfA//nac//gloC//msrC//trpE//citE//thiI//trxA//citX//argE//bglH//wcaJ//cysK//proX//nlpE//nlpA//yjcS//hycH//acpP//mdtA//symE//xylG//agaI//rfaQ//rlmG//csgB//cytR//ygiW//cyoD//ribE//ilvM//fadM//rplT//acrB//dacC//ruvB//sucC//adhP//chbF//yfdS//trkH//pmbA//chbC//yhaJ//cusF//yjjQ//yhbS//glpF//glpB//lpxK//fimF//mtlR//livH//trmA//tsf//fadB//gpmM//tufA//accD//ybiY//yeeA//panB//aslB//argC//wbbK//tas//mntH//yagJ//yafO//frmA//sfmD//yidL//ychH//mntP//glnP//ydfK//uspC//cspB//ydfH//rpsE//glcC//yfcQ//cbl//fliS//proX//arnA//sulA//ydfK//insF-1//kefF//opgG//panZ//yhjR//fes//hisF//radD//yfgJ//cysQ//paaH//yoaB//metI//putA//aroP//fdnH//ddpX//ybcF//yqhD//rpnD//mdtQ//hyfA//mlaF//lpcA//ymgF//yciA//secB//secF//yhaV//potI//rtcB//pspA//parE//fadH//proV//parC//tcyN//rplP//chbF//cpoB//csiD//dacC//fadE//insI-2//sfmH//yedL//rnlB//afuC//dgkA//yqcG//yfbS//ogt//hemA//fruA//ligB//arcC//rep//ubiC//yceO//tatA//rhtB//glsA2//emrY//dcuS//lptG//ybiW//torY//rlmN//pstA//uspC//cmoA//fixA//fabB//menD//yejE//fimC//ccmC//nlpD//gltI//ygiS//dgkA//mepM//ybhI//selB//tyrB//araE//ligB//htpG//yhhY//btuE//pdxH//lpxB//polB//phnH//tcdA//pgi//yhbQ//ydjL//uspB//dgcE//ppsA//fliT//appC//purD//ilvD//yhaV//yggE//emrD//valS//rpmB//kbaZ//yehY//intQ//dtpC//narV//abgA//yeeJ//iscR//mdtB//holD//pyrL//chbA//pdeR//cvrA//rsmB//cusF//ygfA//yhjX//kefB//recE//recA//rplE//eutN//sfmD//yddA//emrD//yacG//ompN//ydeT//dppA//ybaT//dxs//yagU//roxA//argP//yidE//osmY//add//gyrA//mnmE//lolB//cspE//ydgA//ybaO//opgE//mgtA//ldrB//malP//dcp//map//ruvA//melR//setB//mliC//fabD//aaeR//yqgF//tcyL//potH//flgM//arnF//xanQ//tar//ebgA//rfaH//rrrD//oppC//alsB//ccmD//rplC//afuC//ravA//kup//accA//ycjY//gspF//galE//rlpA//mtfA//dcuD//dtd//trkG//skp//yfaL//xerD//plsB//argS//moaC//appY//epmC//ygeW//ybhI//oppB//cadB//hemE//ydcI//rcsB//ybaT//cspB//yhdZ//manX//cusR//mepS//rpsH//menI//sgbE//trkA//ileS//wbbK//csgG//cyoE//elaD//ecpR//yehD//ispB//mrr//infC//hexR//ycbU//ilvB//carB//phr//glgC//sodC//mutY//cydA//glgP//rbfA//yedL//cfa//fadL//rmuC//pspF//era//cstA//speE//rsmC//hisA//pinR//hyaC//rlmI//rutE//mtgA//stpA//yqeG//gutQ//recD//argA//cysN//rpsE//ldcA//nikE//feaR//lolB//epmC//rluC//ybeY//murQ//nfi//rplI//mscM//srkA//gspI//yhbY//nudB//pepQ//ymfK//tufB//nupC//dmlA//nadD//emrE//murD//fadE//hicB//gadX//sfmH//hemL//nemR//rayT//xylE//yagG//paaE//crl//yjcE//nudC//add//skp//bioD2//yoaA//ubiE//thiQ//ribD//cheR//hisS//ytfQ//yehD//recO//cpxA//
GO_0006811_5	gpp//ompG//xerC//lolC//ftnA//tdcE//yaiV//dnaQ//aas//sugE//tauC//lgoT//ldcA//nfo//ansA//yjiA//garK//rnb//alaE//ybeF//dam//cra//paaJ//cbtA//yneJ//galU//yraK//ynaI//cusS//rcdA//yihW//lpxD//hsdM//lrp//nikA//zinT//mdtI//yejF//nrfG//opgH//yibH//aroL//cysM//gspF//rffT//trkH//sucB//yihO//treA//narQ//tdcR//bcsQ//lexA//ruvC//tauB//lsrR//rutA//lpoA//nanE//menE//tdcA//sgcB//atpE//mdtE//eco//otsB//phnC//ymfA//adhE//menC//yfeO//ydiO//avtA//tus//rlmG//glyA//dcuS//waaJ//wzb//dtd//bfr//yadG//mnmE//trpR//lysS//higB//dppD//alr//cysE//rng//idnT//bglB//yciE//ldtA//yccS//cbpM//dusC//yohC//plsX//yfgJ//ymdB//dmlA//dppB//xdhB//agaB//nikA//melA//recN//hisS//uvrD//phoQ//waaJ//yabI//uraA//guaD//cheW//aaeR//cvrA//gppA//aroC//yphF//fabA//dapF//cusC//dinQ//pepN//gldA//xapR//ydhJ//acrD//pgaB//bioF//rimP//flgE//dapF//menH//icd//kdpD//mzrA//tdcG//mngA//ybdM//yceK//glk//ynfK//bglF//nudG//yfbU//tdcE//sapC//upp//gntK//yqhD//yhhZ//hybE//dnaQ//preA//mglB//gatD//alsK//hrpA//ygiB//betB//elaB//ftnB//ybcC//dmsA//nlpA//ydcR//arcB//gpt//hcp//nikC//kdsD//tktB//osmF//murC//cysM//artI//lpxT//rtcR//rlmF//zupT//acrF//bluF//yhbS//accB//ftsK//lpcA//lgoR//adiY//fimA//fepG//ubiF//nudC//ydiP//torI//lyxK//fadM//uspG//yaiP//tar//pflA//yafO//rna//nadC//yabI//elfC//pepT//yjhH//galU//aldB//maoP//dld//phoE//mdlA//melA//glrK//elaA//tcyP//ugpE//metE//hxpB//yhjV//lacY//murA//cbeA//rplD//etk//sdaB//curA//dgcT//narW//yebC//pgsA//glpC//malE//pheT//dinD//minC//aas//lpp//hdfR//metK//ccmG//prmB//yghB//purB//tatE//ygbL//ygeA//lacI//zinT//rtcB//acs//hscB//yjjI//ycaN//trmJ//yhaM//iraP//bioP//frdC//metE//gpr//insI1//yhiM//lsrC//zntA//mdh//tolA//pgaD//folX//ihfA//yjiY//mhpA//fhuD//evgA//rsmA//yhaJ//tabA//lysP//poxB//glmS//yqiJ//yehC//sodA//
GO_0006812_6	gabD//rhsD//fes//yrdA//lpd//ygjH//pheP//glk//cfa//secG//srlR//tolC//rfbC//casE//fadM//iscX//hscC//fimF//aspA//mcbA//malE//dhaM//ompA//uvrD//phoP//phnP//epd//rpsN//preT//cheW//yidZ//phnN//yddA//yfdK//secY//entA//kch//gldA//rluA//gatA//yieK//uidC//yggF//efp//ulaG//cysS//sbmC//gudD//pyrB//mltB//cysK//rplO//dgcQ//thiC//atpH//dppF//oxyR//marR//sbmA//trpA//atpG//xdhB//rseC//ulaC//xthA//hemF//sspA//cysN//yciK//adhP//fdhF//yaaJ//nusA//hypC//casA//asnS//fliZ//yoaB//bluF//ybgI//yajO//gadC//csiD//dxr//holE//kbp//matP//cusA//flgD//ibaG//yfeW//pepA//dgcZ//dcuA//gltB//yjhC//barA//atoB//eutR//dapD//rfbD//napC//frvA//entH//pabC//cedA//fadH//ydfH//marR//ilvI//trpE//ygbM//rlmG//rpmB//xseB//malE//ycjQ//mutM//marA//yddG//lnt//artJ//rffH//malQ//ralR//pckA//cysQ//fetA//kch//cstA//zraR//yjjU//alsA//thiH//fliK//dnaC//cbrA//pheP//ftsA//deoA//mltG//folM//hisC//yjbF//prs//yhhZ//yccS//hupB//yjiY//ybiO//gatY//ygfZ//phoU//paoC//araE//entS//mhpD//yqeF//mdtL//ispH//lgoD//yafO//pheT//phoB//yggF//ydhQ//yicJ//guaD//dgcQ//grcA//rcnR//
GO_0006813_8	pheS//flgB//phnJ//flgH//nuoG//uof//rihB//der//yfgJ//ubiB//dhaM//ynfL//fryB//trpR//gppA//dtpC//zapC//
GO_0006814_8	zapD//yihX//tag//tatB//lrp//minE//ndk//gloA//rfbB//
GO_0006816_9	dsbA//
GO_0006817_8	pspG//murF//csgE//napC//yidL//creB//malS//hisH//ldcA//
GO_0006820_6	mdtB//hcaF//trmH//rsmI//acrR//pfkA//ispF//amiC//elbB//paaH//udk//rpmF//mdoG//casA//sthA//hldE//lrp//afuC//arnB//rlmH//infB//yifB//grcA//iraP//moaC//uvrD//ompL//galK//speE//fhuD//sfmC//purN//rpiA//aaeA//sulA//carA//yeaD//carB//intS//hupA//yneE//acrF//ulaB//hicB//bioC//lsrC//afuB//mdtO//dosP//yjiR//tdcR//xseA//nusG//ycgB//rihA//ybfE//ybcC//yjjG//amyA//proS//yggF//sdhE//yddA//matP//yfdR//bioC//dgcJ//yhfK//lysO//yehC//ilvA//dgcZ//dtpA//hchA//hofN//nudG//gnsB//fabB//ibaG//rpmF//rplC//lysA//truB//pinR//lrhA//rpsI//ecpR//ligA//ulaC//ybbN//rnlA//oxc//ibaG//endA//ynfK//clpS//idnD//yidZ//dppF//malK//yhaC//menC//uhpB//insA-2//yjjV//fdx//nrdA//elbB//creB//ybiV//nlpI//thrL//xanP//cbrC//yahO//ulaG//tdcR//ygiB//ybbN//tolQ//rluD//ptsP//nirC//fdnH//rluA//lon//rrrQ//ybiW//yhgF//umuD//kilR//ridA//opgG//nikD//napA//yagJ//yfeX//gpmA//ycgB//sfsA//pheS//dnaA//yidL//fadA//rpoA//glsA2//yddG//rluB//fimA//yrdA//hofN//rbsK//hisG//frwB//proB//nfo//gudX//ubiF//sodA//dpiB//rplW//yieF//crl//glyA//aroD//frr//caiE//yhhZ//tauC//hlyE//yraJ//cysZ//yqhC//accA//ltaE//nagZ//trpGD//
GO_0006821_8	ydjE//ampG//fimZ//
GO_0006824_8	aspS//galK//rplF//ybbW//
GO_0006825_9	galE//flgA//betA//iscU//yhjA//secG//pgaB//
GO_0006826_9	rcsC//yidC//rplA//msrC//entB//nadE//ivy//fepB//hybG//betT//mgrB//murB//yabI//yjhI//pspD//secA//emrB//
GO_0006828_9	sgcB//intZ//fimB//
GO_0006829_9	rlmF//leuB//fumA//opgC//rimM//zraR//sgcB//rsmF//adhP//
GO_0006833_6	ybcC//
GO_0006835_8	fkpB//lsrD//eutK//avtA//wecA//ycaO//mrcA//sufA//pgaC//lipB//aceF//ycfH//katG//yjeH//
GO_0006836_5	nanR//sfmA//accD//hypE//sgcR//lysR//zraR//fimB//mngR//rplS//
GO_0006846_7	yejE//mtlD//
GO_0006847_8	rapA//
GO_0006855_6	narY//eptB//fic//opgE//tsgA//moeA//yqjH//yfeR//greA//trmJ//rsuA//chpB//murQ//rodZ//radA//gatB//cspE//fimI//fadM//lldR//elaB//ydhC//yebC//cobB//casE//insI4//grpE//tynA//ynbB//yagI//ihfA//ptsN//glpD//nimR//znuB//yjcO//araB//rluC//acrR//yhaC//htrE//iraM//araB//speA//hscB//ybiW//lptB//yohD//moaD//hisS//rutD//intZ//ybdO//waaF//galF//mtfA//sfmA//gltP//
GO_0006857_7	ghxP//btuD//dsbC//aidB//dhaK//phnN//flgE//entC//pmbA//csrD//lpxT//pheA//ygbM//guaA//mcrB//yefM//rpiA//sbcD//secA//narV//hycH//yegD//rho//ptsN//lysR//hinT//rbsB//
GO_0006862_7	gntP//
GO_0006863_7	ascG//araA//araF//pabC//garD//tnaC//exuT//nikE//
GO_0006865_6	ridA//casE//flgF//rpsL//ycgB//eco//trpS//aroK//yehP//argC//mutM//hflD//dusC//aqpZ//uidA//tesB//efeO//mngA//ldrD//yddG//acrE//ynjD//cobS//tnaA//fliL//menE//rcsF//hypT//nlpD//ydjH//ccmD//yebS//chpS//yaaU//ycjU//yihP//rplY//purL//puuC//eno//hyaD//pepQ//plaP//pth//asd//nepI//yagU//melB//gadC//fdoG//ptsI//rfbD//pck//flgF//yeeY//btuR//ycbX//ybeF//mdtK//dcd//rnlA//rpsS//pdeL//creC//nagC//abpA//srlB//otsA//nfo//allS//emrK//ybfA//yciE//
GO_0006868_7	ydeM//pitA//ydeI//
GO_0006869_6	mntH//tas//pspC//ompW//waaH//casA//artM//nusA//srlA//arsB//puuD//casC//ubiB//pepQ//yigL//eamB//lacY//rfbB//yjhG//hofC//yhdH//hdeA//entF//
GO_0006873_5	ybaQ//yihU//cutA//ybhF//ybhS//ada//mcbR//envC//zipA//fimF//rapZ//adeD//glrK//fepE//yfcA//arcC//glcA//waaQ//ispU//aroH//betI//dacA//sdhD//ftsB//ompG//emrD//appA//glsB//menF//rhaT//
GO_0006874_8	def//
GO_0006875_7	yihX//nrfF//ybhS//yqeF//cysH//nudB//priB//recO//srlR//gudP//asnB//ihfA//raiA//aceB//rlmN//gudP//dhaL//yjiQ//panB//groL//dbpA//
GO_0006876_8	dcp//
GO_0006878_9	tauA//ycfL//gatY//opgH//gsiB//
GO_0006879_9	cysQ//fucK//frlA//trpD//mlaF//dkgA//ygaZ//agaS//lrp//insE-1//pgrR//
GO_0006880_4	iscU//trpL//focB//
GO_0006882_8	ulaD//
GO_0006883_8	nrdR//bamA//bioC//
GO_0006884_4	soxS//arnT//polB//fdx//abgT//
GO_0006885_9	yfcU//ybaK//yfgJ//rpsJ//truB//yjeI//thiP//mocA//caiE//pinQ//fimB//
GO_0006886_5	fbp//serA//ugpA//accC//hns//nemA//yhgF//cfa//atpG//potF//ydcO//
GO_0006928_3	soxS//malI//mcbR//adeP//idnO//folX//roxA//envY//glvC//yidC//miaA//hdeA//holE//bipA//glmU//osmY//ccmA//exuR//rzpD//baeS//amiC//fecD//idnO//fabG//frmR//dnaK//folP//yoeE//yfcQ//fadJ//nikB//speD//yciG//yhfS//pflB//crl//zipA//hyi//glpA//codB//artJ//lpcA//opgE//rplQ//
GO_0006935_4	groS//sfmF//rihB//pldB//ydiK//cydC//moaA//glmU//rph//insI1//aphA//hdeB//pyrF//pal//mnmG//nhaB//
GO_0006950_3	rnhB//yihX//ybeY//potA//rbsC//orn//mnmE//rpsO//yphD//secG//dgcT//yfdS//sugE//adk//moaC//glxR//zntR//rsmH//plsX//spy//lrp//holC//fixC//arfB//ybiH//mdtG//clpX//dcp//rpmE//yjcE//lrp//fumC//alsC//rph//lpxH//rzpD//dcm//iraP//yfdC//lgoR//dnaT//fbaA//lpoA//argK//pheA//prs//cpsG//lptB//ydhJ//metH//chbA//hcaE//lrp//yfcA//sucB//prs//yhaM//ybdR//dut//hyaD//fabD//xseB//ybcM//lpp//frsA//efp//yihV//cvrA//nagD//fimG//yibT//lpoA//fdnH//yiaA//hofC//gspE//lptE//arnA//ubiA//glgX//lpxT//aroB//uxuR//lolB//waaA//fryA//def//bluF//ygjR//minE//tcyP//miaA//msbA//ffh//uraA//purC//yegT//yabI//rcsB//mntS//nuoG//rpmF//psd//hisG//cedA//cheZ//fdhF//ybiA//rclA//yhaM//ndh//yfgI//ycgV//elfA//rutA//cbrC//wecA//nuoB//glpC//pdhR//mdtN//atoS//rplJ//recC//exbB//insA-2//acrF//frc//rfbC//yhhY//acrE//rarD//aceA//lysU//hypF//ppk//queG//gph//sthA//dsbB//ydgA//ygbI//yhdJ//moaD//ybhG//hmp//hldE//truC//ybdH//cynX//yahN//garP//gloB//ibsE//tauC//ybjN//rpmH//hofQ//rpmF//aroD//hybB//dmsC//aidB//flgF//purN//rpsO//trkH//ubiH//paaZ//eco//ydaV//bcsA//tqsA//copA//citX//astB//ykgA//aqpZ//nemR//poxB//tusA//sseA//puuA//yphB//shoB//cysH//rtcB//yeaE//ygiB//srlE//pheS//slmA//tsx//opgG//ftsZ//flhC//arnE//ygjH//ecpR//citC//aroP//mscL//yjiR//paaB//crl//hprR//ydiB//ygjH//rplO//cpoB//ghoT//ldhA//ydfG//mlaC//dinQ//atpF//ydjE//uvrY//ycbX//yagF//malP//ybdM//tsaE//lamB//rfbB//yjjQ//recA//mngB//yehC//dnaA//csiD//ruvA//bcp//glcC//ndh//mrr//epmB//kdpC//aas//rhtB//ogrK//ydeT//gpsA//iscS//mltC//rfaC//mepH//fdhD//mgrB//wzb//yhcF//yjaA//marR//rhaB//rplC//adhP//agaR//pgpA//hlyE//yrfG//murI//sapA//yjbB//ansA//ydbD//erpA//ygiN//napD//bioP//ybcF//rssB//rplY//mrdB//glcD//dgcM//pphA//tcdA//yciT//yqjI//ybdR//yfeX//eutD//lptC//fhuC//ftnA//cas2//guaC//cueR//arsR//proP//selU//entH//paaF//livH//hemN//prpR//cynS//scpC//fepG//ybjN//ubiB//rfaF//polB//yfcR//nanT//yagE//sdhA//mutH//yiaU//lptG//chpS//ydjJ//ycjP//zwf//bamB//yhbO//rnhA//dppC//argK//slt//entD//polA//rnpA//torD//mgtA//blr//arsR//bcsQ//pgl//yggN//livG//agaS//sufC//yeiG//ymfK//nikR//ilvA//afuB//malI//allS//fliL//dgoA//ymgC//wecB//yraI//maoP//cspG//yijE//dxr//mtgA//frdD//sufB//hha//yfcP//yahD//prmC//ygiV//cobC//leuB//metQ//rpoE//yfgI//iscA//mnmA//yibF//flgI//degS//asnS//focA//atpD//hyfC//lpcA//yahI//hisQ//gltK//yhjR//wzzE//topA//lpcA//bglX//glnH//dtpD//gnd//ulaD//cvrA//nagB//rhaA//tolA//rplF//ybiO//rlmD//pppA//yafQ//rpsB//yceK//hlyE//ykgO//acrB//yehX//trpD//ybaM//ebgA//trpB//ldtB//malI//sbcD//atpA//argG//yigL//csgA//yggN//rpnA//narV//queA//gutQ//cheW//holB//gyrB//tktB//ilvB//mazG//ribD//cbrC//sgcA//speA//insA-1//rplI//lspA//pyrG//tmk//waaF//topB//galF//ddlA//ykfM//ghxP//fixB//mhpT//tnaA//hflX//ydiZ//yebZ//feoA//srlE//ybhR//dctA//murD//rutG//ytfR//gcd//lptB//mak//shiA//adeD//mutS//hfq//ycjQ//ppx//potH//secM//frdC//feaR//iap//atpB//aes//ypjD//glpT//sspA//mnaT//dinJ//pyrL//rfaB//yraJ//entB//glsA//prfB//wzzE//recE//tar//ulaA//epmA//acrD//
GO_0006952_4	nanS//nanE//rpmJ//yfbS//nanR//gntU//hisS//dppF//hycI//uhpB//hisS//yajO//
GO_0006970_4	metE//rpmE//mraZ//dtpD//rhaA//secM//ygdG//agaA//hyfC//mdtB//agaA//fabZ//bfr//gadX//frlR//znuB//yfeO//gadX//yhdW//pyrG//potE//cheZ//plsB//flgB//rplW//putA//proA//yjhH//surE//cirA//gltX//bglJ//galK//treC//aldA//glnB//gntK//uxaB//
GO_0006972_5	cheY//rpsL//phnH//cheB//fdrA//grcA//suhB//sutR//zapA//insI-1//recX//araC//rplM//yehU//
GO_0006974_5	ydcP//paaF//appY//rusA//nuoM//cyaY//amiB//yihV//lacZ//cyaA//gshB//gadA//ycjQ//tadA//priA//yfgI//ileS//yafO//dtpC//rdgB//pdeF//yhhY//hexR//rplC//proW//glpD//glcF//yieL//mutT//yhaV//argB//menB//dsbD//ssuB//rplA//pdxA//yeiG//ygbN//mhpR//arfA//ugd//narP//rluB//glnD//rfbX//sgbH//dnaE//mntR//fadE//yiaU//sgcC//cadB//narU//ybaO//tolA//rpe//panD//preT//moeB//yahO//folE//dut//frmA//qseC//waaA//pinR//ihfB//ampH//speC//gnd//cbrA//ppc//sufA//mrdB//sutR//folE//purL//yahD//mntS//flhD//fucI//yagE//gadX//ada//hypE//glvC//ybdH//wcaB//rapZ//hupA//rlmE//alsC//gcd//ybhA//clsC//msbA//prc//fliD//tktB//lacZ//fucI//motA//pflB//pgpA//murD//chbR//fcl//ulaR//gmd//greA//araF//hupA//aroP//bglX//tgt//rssA//yphF//amiC//rpsI//serS//pdxY//ilvM//hcaB//lpoA//paaH//katG//fryA//hxpB//moaC//yibT//nanC//ahr//eutD//znuC//cdgI//yebK//der//nmpC//ypdF//yqhD//nikR//kefC//cho//ygiN//rcsA//yehP//lplA//mepS//envC//narI//rutG//ygeW//pta//narU//dacB//metI//tcyN//panB//dld//yfcG//yneE//mlaB//oxc//waaL//ypjD//mraZ//yihQ//yiiD//murD//pdeL//dppA//yidH//radD//rarD//fhuB//sucB//zinT//uxuR//puuC//aroK//rlmD//ubiA//narY//feoB//yhgF//ravA//narK//ibpA//fic//hcaE//yjjW//marR//suhB//rihA//rpsE//recO//frmB//rpmG//dppD//panC//ttdT//yeaK//lspA//solA//nac//speF//rcsD//uvrB//adiC//speE//hyfA//speD//accB//sucA//thyA//clsA//nadD//yqeF//argO//hicB//ygiB//rpsP//insH-6//yacG//sapC//yqaA//citE//tdcG//sdaB//yijO//yhbS//ybdZ//lysS//panB//galU//carA//hemA//galR//phnI//puuR//glgP//fabH//rcsA//yjjG//citG//efeO//
GO_0006979_4	ulaR//mdtF//creB//dgkA//purB//aroL//lpxH//adhP//chbA//fepB//hisF//ycfH//mnmE//ltaE//rffH//psd//degQ//glpT//mrdA//narI//pflC//argH//hexR//rseC//eutA//yjeH//btuD//ydeT//glyS//sgcR//hyaD//arcA//nth//mepS//ygaV//sdhC//cysI//hdhA//orn//fimG//ybdG//tdcA//trmD//iraD//rutA//yijE//kdgT//hsrA//thiD//argS//lon//mltA//rimI//yjcS//hyfC//acnA//ppiD//lplA//yqjI//murI//galM//yjiM//bamB//zwf//yciT//rhlB//rpsN//truB//rsfS//yadM//cysQ//metC//moaE//amyA//yajL//sanA//ravA//ompF//glpA//sfmC//dmsB//elaB//dppA//mdtQ//paaK//metN//
GO_0006986_5	barA//yehP//fadR//fhuF//xthA//ompA//
GO_0006995_6	yqcG//dusB//
GO_0006996_4	yhbQ//rstB//glnS//cpxR//focA//ygiW//yacG//rplT//glcF//hybB//glgP//ymgF//sucD//lptD//hemD//sanA//prpB//potG//aspS//mltB//rcnB//rnpA//guaB//wecB//cyoA//cadB//cbl//uvrA//hupB//putP//tilS//cysU//rapA//emrY//arnF//relA//tynA//srlB//sgcA//
GO_0007010_5	glvB//
GO_0007059_3	dgt//alsE//metH//yfcV//yjbF//malY//ytfP//yqhC//hupB//alkA//
GO_0007062_4	bglH//yagI//frdA//dnaK//
GO_0007154_3	afuB//rssB//glcC//focA//dut//murB//entF//sdhA//yegD//ybdH//tdcF//folE//ydcR//uraA//recE//gabT//rfaE//yacG//yhdZ//uspC//ubiC//acrR//rpsD//mtnN//mlc//dinJ//ybdM//tolA//lipB//pepA//modC//yihU//acrA//yghO//paaG//yiaO//rplD//hofQ//rnr//lsrB//chaC//yfcQ//lacI//hpt//caiT//yfcA//uvrB//dacC//amtB//feoA//epmC//araD//ldrD//dbpA//nrfA//
GO_0007155_3	sdhC//rhlE//waaO//rzoR//yebK//gcvH//pdhR//oppC//adhP//aphA//yaiW//norV//hprS//yneJ//yieK//livJ//creC//mngA//fepC//pliG//yaiV//yfbS//cspG//gntP//rhaD//gntP//mscS//xylR//sbmC//casB//glsA2//yajR//pntB//yjeH//intQ//
GO_0007163_3	appA//
GO_0007165_3	lnt//sufD//mepA//blc//yihW//mrr//yjbB//sfmD//higA//tqsA//ispH//fbaA//eutK//rpsA//minD//creC//rppH//yjjU//secF//sgcX//mtlA//gutM//rplF//eutK//iraD//dctA//miaA//cho//yciK//gstB//yhgH//kdpB//thiC//maeA//dam//pgaB//solA//hemL//nagA//rpsA//yiiD//casD//rhaB//kdgT//cusC//folC//nanK//yhdH//hcaD//dicC//rnhA//glcB//ogt//ompG//rluC//yegD//ettA//preT//glpX//yahB//
GO_0007166_4	tsx//xylB//yagE//pdhR//
GO_0007215_5	abgA//tar//tap//yeiG//
GO_0007231_4	yphD//
GO_0007234_5	mdoD//
GO_0007267_3	bioD2//bhsA//
GO_0007346_6	cmk//cdgI//aaeB//
GO_0007584_4	menA//xthA//glsB//metC//
GO_0008033_9	rsmC//fhuD//ydcS//holC//tisB//feaB//coaD//dacA//yehP//recR//crl//ycdY//yciA//yafE//pflB//smpB//ilvL//ffh//mpaA//rpmG//groL//yicJ//glsB//holC//flgK//yhhZ//ldtB//phnM//hybO//yhaV//insB-2//rffT//ycdX//dps//sxy//preT//parE//yadC//acrA//fdhE//dinD//yhdW//xapR//tsx//rclB//ldcC//lpp//rplQ//yeaE//abgT//fabR//fhuD//narI//ravA//pheP//ltaE//
GO_0008104_4	tonB//cpsB//pitB//rfaH//yqcG//potG//cobB//sapB//manY//rsfS//nemA//eptA//fadI//cvpA//yrbG//queC//yihQ//wza//ascG//sufS//hxpB//sdaA//mdlB//entH//recE//yebK//mhpC//yiaL//mdtC//recA//yaiV//malQ//parE//nrdE//rffH//ygbL//rnt//frvA//lpxL//coaD//ydiF//osmY//uxuA//kdpB//gpsA//sgrR//yjcS//mdtQ//yodD//
GO_0008156_8	mhpB//tmk//ydiO//ribB//nemR//fliT//
GO_0008202_5	yadV//
GO_0008206_5	rplP//
GO_0008213_7	dsbA//speE//iraP//fepA//roxA//ompG//ppiA//ynhF//
GO_0008216_5	fryA//yfdG//ygeX//
GO_0008219_3	ybjL//lysS//panC//paaB//ftp//sdhD//purD//csiR//gntU//ydeT//tnaA//hfq//hofP//frlB//rpoS//
GO_0008272_6	yehZ//glcB//mlaC//ybiS//frlC//prpR//rhoL//
GO_0008295_6	cbrC//amiD//bcp//
GO_0008299_5	gpr//hlyE//fdoI//ubiC//hemA//opgD//
GO_0008360_4	murQ//aceF//murR//luxS//hycB//yjfP//deoB//aroD//tas//fliD//ytfT//yaaA//hscA//ydaC//ilvH//xanQ//
GO_0008361_5	ybdO//napB//rssA//pdeF//rplS//
GO_0008380_8	relB//
GO_0008610_5	rhmR//tufB//osmY//exuT//gatA//caiD//pdeF//arcA//rpnA//dcp//ftsN//rseC//nrdH//mltD//eptB//pabB//znuB//kbaY//rhlE//fur//acnA//kup//yhjC//trpGD//yfcU//rsuA//argT//yeaK//metC//nfo//btuC//yagF//ogt//ybiY//agaC//prfC//feaB//fabH//casD//abgR//dgcF//fryC//mrdA//yrbG//flhA//frlA//mrp//arcA//cysM//yhaV//fdhF//yehP//feaB//bamC//gloA//pldB//holB//torC//trmI//gsiC//ydfG//uof//ygjR//pabA//gyrB//galS//narV//
GO_0008614_5	gspI//ycbV//yjbG//suhB//dapF//cheA//yeeA//
GO_0008615_6	betI//trmJ//slt//rclR//pdxB//uup//yggE//
GO_0008616_8	alaS//ftsA//elaB//mnmG//preT//erpA//ycjQ//
GO_0008617_9	ilvL//
