#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	map//yihV//trpR//yqjI//
GO_0009129_7	mnmA//emrE//arfB//yeaG//fdoI//lgoT//paaZ//ypdC//rng//cvrA//
GO_0009130_8	dcuA//holA//dcuD//mfd//ibsA//
GO_0009131_8	adhE//ralR//panF//fdnI//speG//
GO_0009132_6	ybbY//dppA//yihR//dctR//sfsB//paaD//trmJ//fixC//sodB//kdgR//ftsH//dedD//aceB//solA//rimL//tisB//evgA//fkpB//dgt//trkH//metI//lpp//nikD//hscB//yhjB//
GO_0009133_7	leuC//mhpB//hemH//
GO_0009135_7	glmU//pppA//mtgA//rpiA//diaA//entD//dsbC//mreB//gnsB//pck//fadA//hcaE//mntH//prpB//ortT//citC//yieK//mreC//ybeQ//patA//lpxL//rlmB//ulaB//
GO_0009136_8	ynfL//
GO_0009138_7	modB//waaC//
GO_0009139_8	mmuP//npr//
GO_0009141_6	adhP//aceA//ydgA//mraY//yebG//clpS//rpsG//dnaA//gmd//araB//yfhM//iraP//pspA//nrfE//mazF//nsrR//gltK//chaA//dkgA//mdoG//metF//yjjI//htpX//frdB//phnC//gspF//allS//narK//dfp//dsdX//dinB//fepC//mcbA//pheS//cas2//adhE//flhA//fruK//
GO_0009142_7	cspC//fhuF//yiaN//hprR//sgcC//ade//nudC//polA//pdeR//lgoR//yraR//cvrA//cydA//hyaB//ybjI//yjcO//fimD//ispF//ygeX//cysE//preA//mdtF//hdfR//waaB//ycjY//yjiR//bluF//csdA//
GO_0009143_7	prpC//opgE//mdtN//cysU//
GO_0009144_7	ldrB//yhdX//cpsB//thiC//yiaO//uhpT//dsbC//sugE//glgP//lpxT//yaiW//ypdB//hofN//truB//speC//ybdG//frvB//waaJ//livM//yegV//pncB//wcaB//ispH//rof//mnaT//rrrD//fkpB//hipB//yiaN//aroH//gadW//
GO_0009145_8	yejF//tyrS//pfkB//ibaG//adiY//gutQ//nrdR//grcA//oppF//lgoR//secG//abpA//fklB//mraZ//glmM//lpxL//hemF//hemD//ygeW//yfgO//iscR//lpxB//sgcC//
GO_0009146_8	hda//ascG//
GO_0009147_7	yjhG//btuE//arnE//fimF//
GO_0009148_8	otsA//narQ//
GO_0009149_8	truA//ilvB//
GO_0009150_7	exbD//leuB//ydeE//ibsB//metQ//folP//macA//galS//bamA//acpP//torI//priC//hdeA//puuC//hyfC//modB//fepA//lplT//cpdA//puuP//aas//pnp//agaI//pinR//hscB//torY//rplM//ydcI//ymgC//ybiV//arnB//yjjX//gltP//hcaD//zipA//mliC//pstA//yehC//rplP//yoeB//ung//fimI//alkB//sufS//aas//secB//lptF//lptF//
GO_0009151_7	fabH//yibH//
GO_0009152_8	pphA//nupC//plsC//afuC//ydjL//mreC//fbaA//kdsA//blc//setA//flhE//corA//hsrA//hicA//rplK//frdD//msrB//maoP//ulaB//gltI//sbmC//pepD//yiiM//torC//dgcQ//flgB//kefB//fur//hypE//arcB//gor//ompT//yqiJ//nth//sdhE//waaQ//gloC//
GO_0009155_7	nac//hda//
GO_0009156_8	trpL//mraZ//mtr//trpR//argK//nlpD//sbcC//rffC//yggD//iraP//hisM//glcF//nlpE//gpr//livG//gudX//fimC//dnaA//yjiQ//nanC//yiaA//purR//zntA//insF-1//ushA//rhaD//pbpC//cydD//puuP//yahO//ogrK//rffH//ydiZ//
GO_0009157_8	narK//zur//sfmH//tdcB//
GO_0009158_8	yebQ//dcd//proP//rsmB//betB//
GO_0009161_7	malF//ilvL//umpH//waaL//hdeA//dacD//rbsR//hemD//fimA//wecC//perR//folA//diaA//otsA//tdh//greB//malX//betI//nirC//yccS//rbsD//tsf//argR//lysO//dtpA//ycbB//yciA//tktB//yccS//infB//qorA//nrdG//yqhD//lolE//abgA//yagG//yihW//gltS//murA//lnt//sbmA//rpsR//
GO_0009162_7	ybeF//hflC//fur//cueR//
GO_0009163_6	thiI//pntB//dgoK//mtr//roxA//prfC//dnaA//yjiY//gcvP//lacI//ulaF//ubiH//dcm//yadK//sdaA//csgA//fliZ//bdcA//degQ//
GO_0009164_6	gutQ//dcm//fadM//mdtG//lptE//glgC//ssuA//tktA//intF//frdC//fecB//fdnH//otsA//
GO_0009165_7	rlmD//rfaH//frlR//msrP//adeQ//panF//stpA//secB//topAI//rhaR//udk//mhpA//pntB//kefB//yiaT//rpsN//chbB//gltI//envC//dauA//nuoM//nirB//folP//emrE//fucA//moaE//cspI//hemH//nrdE//sfsB//adiY//aroB//yaiW//rhmD//mdtM//mpaA//yijE//hisA//thiI//sgcX//moeB//cytR//yihV//bglF//dppF//kbaY//flgI//dgcM//hdeB//narX//asmA//yqhD//ybdH//ubiC//nemA//hupA//hemH//nrfC//casA//rcsC//rfbC//yciH//ynhG//pheP//mgsA//entE//ydjJ//lpp//artM//lnt//sufS//
GO_0009166_7	yigL//basS//ybhF//yfaE//srlR//blc//nth//sgcC//secA//lpp//yfeR//hokE//dgoA//holE//gsiB//ispB//abgA//ghxQ//mntS//cpxR//yhjV//bioD//rihB//prpR//mntS//fur//mioC//yphD//sixA//fdnH//dacD//
GO_0009167_8	uvrC//tmcA//narW//cnu//rplC//yeaG//ygfZ//lpcA//cusB//glyS//waaP//rho//yqjI//bglF//nimR//rluF//marA//pstC//nepI//metN//xdhB//hscC//yhbS//phnC//yafE//mcrB//mscS//ybjC//hyaC//asnB//rihC//uxuR//ompR//rplC//
GO_0009168_9	trpL//smpB//mug//garL//yajD//ydiB//ada//yadM//gadB//yibT//rutG//uxaB//moaB//puuR//mhpD//yfbU//surA//speE//dgoA//yoeE//yidD//ftsQ//cysG//clpX//rfbX//abpA//phnG//gor//hemH//rlmC//
GO_0009173_8	phoE//rbfA//tcyN//efp//ssuA//potG//gmd//
GO_0009174_9	rpsL//ompF//
GO_0009175_9	ptsP//ybdR//yciH//yeaD//oxc//
GO_0009176_8	yfaU//flgI//mltD//
GO_0009177_9	srlA//lacZ//mazF//
GO_0009179_8	gnsB//ppx//moaB//rutD//ybiX//pal//motA//arnE//mqsR//yhjR//pinE//recJ//yeaE//mltC//fdnI//yjcS//ycdY//pstB//tsr//ettA//yoaA//artJ//btuF//
GO_0009180_9	relA//
GO_0009185_7	mnmA//rffG//ibsB//yheT//pstC//envC//lptG//pdhR//cspA//bglA//aaeR//yohD//mhpD//glrR//yfiF//syd//ddpA//pykA//yhcN//malG//uidC//yebQ//malP//rayT//
GO_0009186_7	csrA//
GO_0009187_7	acpT//recG//
GO_0009188_8	intS//cas3//
GO_0009189_8	ybgI//
GO_0009190_8	mpaA//thiD//
GO_0009193_8	hemN//
GO_0009194_9	deoB//
GO_0009196_8	hsrA//
GO_0009197_9	tqsA//
GO_0009199_7	pagP//purU//tnaC//ygiV//gloA//bioA//trmJ//panD//rpoA//priB//bolA//ade//ugpE//nrfG//skp//trmO//narY//yrbG//cmtA//yhiM//trmA//pheS//sfsA//wecE//sdiA//yhbQ//ihfA//rimO//hybE//fimC//yhjD//
GO_0009200_7	ldrB//aaeR//yohC//recQ//
GO_0009201_8	fepB//pyrH//rutR//gntR//torA//degQ//yjiY//phnH//mntR//murJ//napC//uvrA//cpdA//ybgI//wrbA//nagC//rssA//uacT//rsmH//dcuA//caiT//ldcA//rhaA//mscK//
GO_0009202_8	yjiM//
GO_0009203_8	ydjL//
GO_0009204_8	yieK//araB//artM//
GO_0009205_8	aroL//yjbE//elfD//fucI//hprR//pncB//tynA//treC//exbB//yciF//plsC//yfcU//xylE//frdB//trpC//zraS//fumA//bioD2//rbsK//argC//mdtP//lysA//cheB//sgcR//flgJ//suhB//rph//fhuC//ybdH//
GO_0009206_9	dmlR//rdgB//rhaS//mnaT//adiA//putA//garP//ynbD//yibT//hisA//yjhB//murJ//pepA//amiB//polA//ybdR//ydcO//bamC//slt//yedP//dedD//hcp//fdnI//
GO_0009208_8	baeR//pmbA//
GO_0009209_9	gcd//
GO_0009210_9	mdoD//
GO_0009211_8	yggP//fucP//pgi//
GO_0009212_9	hlyE//
GO_0009213_9	hyaC//ppsR//
GO_0009215_8	ariR//yphC//
GO_0009217_9	qseC//azoR//
GO_0009218_7	nfi//ybcL//ygiB//yhdZ//tcyP//tusE//tcdA//glpA//rng//prmA//leuD//ftsB//
GO_0009219_7	asmA//efp//polA//pstA//dgcE//
GO_0009220_8	puuB//grpE//wcaC//cspB//mrdB//rimO//
GO_0009221_8	seqA//rpmF//atpF//nikD//
GO_0009222_7	yfaX//ghrB//dgcT//hcaC//nrfD//wzyE//
GO_0009223_7	fabH//slt//
GO_0009224_9	corA//rcnA//
GO_0009225_5	aidB//yhiM//ydhJ//recG//gstB//sodA//ygeW//ypdA//amiC//glcA//mgsA//ygeX//gatC//queG//rlmC//
GO_0009226_6	pheT//pheT//dgcN//viaA//frmR//bcr//ybjD//dcuA//arnB//yggE//amiD//ydiP//cbeA//
GO_0009228_7	dcuD//torY//atoB//yhaV//yajD//yjaZ//murG//caiE//tsf//phnJ//
GO_0009229_6	ompR//mdtA//
GO_0009231_6	mutT//murC//kdsD//idnT//sgcE//agaB//clsC//
GO_0009233_6	dpiB//dnaE//ridA//torR//phoE//envZ//mepM//clpB//glnE//ygeR//
GO_0009234_7	pdeD//pyrE//cspI//dedD//aroK//csgF//pyrE//fliL//abgA//waaH//
GO_0009235_5	frwB//tusD//atpA//pta//hokE//nimR//
GO_0009236_6	adhE//ybiW//mioC//tdcR//emrB//sanA//
GO_0009237_4	rutA//lptF//mdoD//sapA//hchA//gadA//pheT//purT//yhjV//
GO_0009238_5	potE//hcaC//pdxY//ydfD//hypE//appY//yahD//cobU//rluC//
GO_0009239_6	glnE//yfiR//hdhA//nrfA//pykF//mprA//caiD//wcaC//
GO_0009240_6	wrbA//nikC//sgrR//cysW//dppB//
GO_0009242_6	rlmM//nadA//thyA//tamA//yahB//rplP//fhuC//edd//hcaF//trmA//yhfK//
GO_0009243_7	fucK//
GO_0009244_7	rbbA//soxR//purC//hdfR//mdtP//qorA//mazG//yrbG//soxR//cysC//cmoM//obgE//aslB//ispA//hslV//hxpB//dnaJ//citT//yfjV//sulA//casD//grxD//exbD//nikC//mdtK//cysA//waaG//rmuC//bhsA//
GO_0009245_6	prfB//cusF//pdxY//yggD//rhsD//dicC//recB//rnc//fepG//hcaC//
GO_0009246_6	sgcB//hypA//ilvM//gshB//rhaD//yfdC//glpC//sad//yjaA//
GO_0009247_6	phoP//elaB//mdtB//lpxL//csiR//yfdK//flhC//nuoM//citE//ascG//xylH//yihS//
GO_0009249_6	lolD//proX//gadW//
GO_0009250_7	rzoR//nrdI//rph//mdaB//lipB//ygcR//rihB//tatA//mak//yihL//xisE//yfbV//hisH//hofO//
GO_0009251_7	nlpA//murP//rapZ//uhpB//zapD//srlR//
GO_0009252_7	yhfK//yegV//radD//carB//rhaD//paaJ//atpH//fetA//tauC//yfcR//queC//phoB//yfbS//yihO//ccmE//flhD//iscX//glcE//msrB//leuB//rcnA//erpA//fecD//hxpA//gpr//proW//mutY//yhhT//pgpB//sdhE//lipB//yeaV//bamA//waaO//gntT//rnc//pitB//ydiV//glcE//
GO_0009253_8	tadA//serS//sucB//nrdD//waaO//dgcT//ybjI//sapD//ralR//melB//
GO_0009254_8	lolD//atpE//dapB//pgl//fdoH//prpB//elyC//chaA//plsC//kefG//
GO_0009256_7	malP//msrQ//nemA//fecD//
GO_0009257_8	yehD//soxS//pphB//nagA//
GO_0009259_6	intA//sdiA//thiH//hscA//cmtA//srlR//talB//holA//ftsZ//znuB//sgcE//ybaM//ppiC//dgt//garD//aldA//murC//artP//clpS//lysR//patA//yidA//puuA//argD//uxaC//secA//rhmD//mhpC//cynT//insI3//metQ//rpsR//xseB//cmoB//eutN//sapC//rlmD//fhuB//gloC//yhhY//dsbG//dnaG//rfbC//prs//gcvP//ansB//yqcC//nuoM//potH//rbsC//xseB//dppD//rsgA//ydcP//cpdB//bamE//ybjD//ybhP//skp//znuA//mlaD//
GO_0009260_7	carA//cysC//agaW//evgA//leuC//tsaD//hns//waaU//allB//flgJ//manA//adiC//uidR//sgcB//rpsP//crfC//waaY//rlmH//ulaD//yhaM//ycaO//frr//malK//fabG//gcvA//yfiE//ligA//dhaM//hycB//narI//yajQ//yidL//ftsY//purT//kilR//prmC//ilvD//hsdR//hycB//gspE//feaR//yraJ//mrcB//nagE//
GO_0009261_6	dhaM//queC//hflC//udk//yggP//ybiY//
GO_0009262_5	ytfR//nrfF//fepA//dsdC//recC//mdtJ//bamC//htpX//uidC//yegD//mtr//rsmA//lit//
GO_0009263_6	nlpI//thiD//sodA//yggN//paaA//kdgR//bcsQ//metG//ubiX//
GO_0009264_6	phoB//thiD//lolA//grpE//glpB//
GO_0009265_7	cspC//cpsG//hslV//tdcE//cyoA//
GO_0009266_4	rbsA//trpGD//gudD//rspB//ydfG//cusB//pinR//chpB//yfcP//fhuB//ubiG//ycfL//cysH//ssuD//nrfD//murC//gltI//yadG//ptsH//tufA//flhA//rpmC//hisC//hslO//galE//hisC//glpC//prmB//tusE//ytfT//rpiA//casD//groS//ptsP//ydcZ//tbpA//bioD2//nei//torI//uup//msrA//ybcM//citX//rlmJ//ariR//adiA//mnmE//rplR//yeeA//dicA//purU//yjeH//mdtK//kdsA//lolB//bamE//dppA//mntP//rutF//gltP//xerC//rutC//yfeW//ypdB//flgH//araA//mioC//gabT//fadD//nadB//rsfS//gpmM//folP//glmS//nusA//fkpA//btuF//modA//hypB//rffM//bdm//glvB//
GO_0009267_5	trmB//yijO//malZ//acpP//msrB//frsA//yedF//glvC//lpxL//ykgO//rffM//ftsK//eutN//holB//gpmM//yhdX//ptsN//phoB//ariR//yjeI//adiY//amiD//ygiS//ubiB//acpS//selD//
GO_0009268_4	ftsZ//eutD//ycjW//panE//cysQ//insB-4//tatA//treB//cmtB//chbA//fetB//hyaA//yadM//ddlA//narX//appA//ilvE//ravA//carA//mscS//deoA//tyrA//yeeL//feaR//nusG//queG//ecpR//
GO_0009271_4	sucA//ortT//ydaN//
GO_0009273_5	uhpB//ycbU//ygeR//tatA//nrdH//modC//pflA//fimC//yagE//deoD//
GO_0009290_6	fepA//solA//
GO_0009292_4	mazF//msbA//
GO_0009294_5	dhaL//lldR//
GO_0009297_6	ydiK//tyrA//kdgR//murG//atpF//epd//ykgM//gatD//wecC//rzpD//ispB//rstB//yhjG//nrfC//
GO_0009298_7	gpp//dacC//ycaN//
GO_0009305_7	bioD//
GO_0009306_4	ynjD//rutC//ftnB//fryC//prlF//yieK//ygcO//
GO_0009308_5	mdtN//etp//leuD//puuR//yajO//recE//ptsG//ilvL//phoU//sapB//allS//uhpC//yedP//pinR//ariR//rplX//rplL//nuoL//nuoM//lolD//mgrB//yhiM//tktA//uvrC//lpoA//tap//yedL//
GO_0009309_6	ccmE//murD//gntR//flhC//envY//ribE//purU//yagE//aspA//hyfR//pspG//fdhD//marA//arnB//
GO_0009310_6	tolA//ugpB//intA//cptB//ynfH//lacY//yoaB//lipB//ubiC//nikE//bdcA//yneL//rsfS//
GO_0009311_5	yidA//ytfP//acs//csgF//dppF//ycjW//purA//leuB//rplB//eutK//psd//ygiW//uspF//hslV//miaB//lsrK//cysN//lit//uup//flgJ//tdcG//ycjQ//pabA//ade//yibA//agaC//purR//nrdG//recD//hypD//gyrB//lolC//dauA//rplB//bipA//elfC//yfiC//tdcB//prlC//caiD//deoB//dinG//yfdC//surA//yhjA//yibT//yhdW//skp//tusC//yqaB//coaE//dfp//rtcR//
GO_0009312_6	ldtD//gnd//kbaY//aceK//pepN//yahB//fhuC//guaB//hemB//mnmG//rcsC//ymgC//ypdI//mscS//ybaK//cobT//rnd//melB//idi//yafS//dcp//puuR//rpsA//chpS//clpP//rluF//yobA//ybbN//kdsA//hpf//pinR//yiaM//cyoC//fdnG//ibsD//ppsR//glsA2//ampD//cof//entB//yhjV//nlpD//
GO_0009313_6	pyrH//sbcC//garL//fbp//ompA//frdB//trpR//pntA//iscA//tatD//
GO_0009314_4	dgkA//fecD//bipA//putP//amiC//yidK//pinE//rfbB//dppC//ybfA//tas//pflA//arnF//nuoI//ygcR//allS//yhbQ//dppF//mngB//rlmN//grxD//agaI//yhaO//fiu//relA//elaD//xanP//murI//evgS//yfdK//rzpR//feaR//dapF//yqcG//mdoD//exbD//mdtM//cusB//yodD//rluD//yadI//wcaC//ybgQ//ycgB//fmt//cbl//paaD//yfbU//ribB//dgcT//ygiW//pspF//yfdR//mdtK//bepA//paaF//fimA//uhpC//garD//yneE//rfbD//deoA//argT//rsmA//bglX//ydjH//moeA//glpG//fkpB//umpG//mdlA//murQ//cusC//ynbD//aspS//hybD//hflK//pdeK//mscS//yejA//frwB//kbp//modC//fmt//flgF//recN//recT//nadC//tomB//adeQ//rplQ//gapC//
GO_0009372_5	aldA//perR//bamE//
GO_0009394_6	yhjB//yohD//hxpA//rssA//wzc//dsbB//rrrQ//
GO_0009395_6	yiiD//
GO_0009396_6	rhaA//tbpA//trkG//yfdK//ilvD//insE-1//mscL//garK//yibT//trpGD//prlF//
GO_0009397_6	cspI//yqhD//
GO_0009398_7	ybdZ//
GO_0009401_7	pth//yiaT//cobB//yfeR//ydeP//yfgO//ybcJ//yddM//ybhI//yafS//fadE//pstB//mhpD//rmf//yhbQ//rpmJ//ydjH//ogt//rpnC//ygeA//lsrD//yehW//aaeB//rseC//yhjG//ynhF//lysS//fimA//tar//mazF//dsbA//rnd//feoC//hybO//deoD//spy//nimR//tusC//fabD//trmD//rsmJ//ydiB//ribC//dctR//hyaB//menD//rihA//mepS//yieL//priB//chaC//puuA//
GO_0009403_5	amtB//
GO_0009404_4	agaW//ydiK//uvrB//sbmC//yahB//cspB//metG//rna//ispH//mdfA//ftsY//paaE//cyoB//insI3//gadE//yraR//malZ//hupB//yoeE//
GO_0009405_4	aspS//ymgF//wbbK//
GO_0009407_3	iraP//mdtE//gltK//yjbG//cysQ//bioF//emrY//mhpA//mliC//rsmA//thiP//pepD//ykfM//rffH//rlpA//ygaV//
GO_0009408_4	lpxL//rhaD//clpB//htpG//ppiC//acrE//pstB//hyaA//dsdX//hemG//pdxA//ybgI//ihfA//yfgO//lapA//sufA//glgB//der//rhsD//stpA//wecB//chbR//mhpD//plsX//ahpC//yggT//lepA//appY//adeQ//chbG//fucP//rbsA//araD//ybaT//lipA//rpoE//cdd//deoC//nirC//hfq//yqgF//rpsM//envC//ydcO//cas2//cysK//fkpA//bglH//ygiB//guaA//yhhZ//nrfF//ygcR//map//prmC//glvC//pagP//kdpA//fadI//pflA//
GO_0009409_4	zapC//hypT//oppD//ymfK//serC//hisC//yejE//mutH//rplK//yfaE//mnaT//pstS//ppk//waaS//insB-2//ybgI//trmL//aspA//
GO_0009410_4	arnF//
GO_0009411_6	cspG//ihfA//lpxB//ttdT//yraH//dppC//nupX//nrfA//tomB//ruvB//elfG//amyA//yfeX//yobF//topA//pabC//
GO_0009415_4	folC//
GO_0009416_5	nrfB//chbC//glcE//malP//mgtL//flgI//nanT//rplS//trmD//smrA//malK//entA//mscS//tdh//fbp//rarD//nuoM//yejB//rpsN//
GO_0009423_8	yobA//ispU//bepA//yihS//
GO_0009432_5	gatZ//chbR//yeiL//tusD//dgcN//yhhY//hrpA//lgt//gspI//tauC//rpsT//proW//mepA//alr//insA-1//rplF//fur//ffh//ydiR//ybhI//citE//sufE//
GO_0009435_9	mscL//yhcF//yafN//mdtQ//mepM//frvA//ygiB//fimC//yegS//
GO_0009436_6	msbA//rplL//gspF//tktA//
GO_0009437_5	rplL//fryB//lolD//focA//dsdX//leuS//fdhE//
GO_0009438_5	ilvB//nirD//cutC//ydiR//wcaB//atpC//uxuA//galR//ypdI//ybcC//galP//brnQ//lepB//sstT//sixA//caiF//ansA//bioC//feoA//yphD//ilvA//nanK//hypB//glrR//rsgA//bfr//msrA//yieF//rplO//yaaA//
GO_0009439_5	nuoE//purC//potF//
GO_0009440_6	narH//mscL//cas2//
GO_0009441_5	pepQ//ligA//upp//yjiM//pflB//
GO_0009442_7	yfcG//degP//sgcC//zraS//yceO//
GO_0009443_5	hybB//ybcJ//dsbG//
GO_0009445_5	lptB//ybjX//tomB//citG//yciE//pflB//emrB//cusS//citT//nuoG//
GO_0009446_6	yobA//hokB//
GO_0009447_6	gldA//bamD//nudG//ccmA//wecB//lptG//hicA//ubiD//
GO_0009448_5	matP//hycB//gntT//nlpA//
GO_0009450_6	dgoD//purD//hpf//rfaB//
GO_0009451_6	garD//gnd//qseB//gsiC//ribB//wbbK//ghoT//cho//alsC//hcaD//minE//glcC//treA//fabH//ilvN//yahK//hcaB//pepD//rpoE//tufB//hypB//rpoD//fecC//purN//epd//fimH//trpL//nirB//zapC//waaB//prfC//yqiJ//nagE//parC//yibH//queC//hisB//gabD//thiQ//yfaE//yggT//yegS//ygiS//galT//mdtG//ftsI//waaO//caiT//hinT//ldtC//osmC//arfA//fepA//ttdB//ampD//miaB//hycA//yraR//ssuE//flgA//dsdA//speD//dgoT//mdtP//yneL//rpsD//xerD//fabZ//yedA//trpL//znuC//tdcA//uacT//yggF//murF//yphC//ybdZ//ykfM//adhP//evgS//rnt//waaU//yddA//
GO_0009453_4	crl//
GO_0009454_5	relB//
GO_0009593_4	yggW//hdeD//
GO_0009597_5	matP//
GO_0009605_3	aer//yhbO//pcm//ghrB//ymfA//yihV//paaZ//rlmL//galP//mepA//ynaE//hofM//yccX//tynA//yafE//fepE//sapC//rsfS//rpsJ//nsrR//fdnH//sdhA//yfbR//yibA//fkpA//lpxL//mhpC//serC//ubiG//pflB//garP//aaeB//waaS//narP//gltI//hdeD//livH//katG//pgm//ynfL//zntA//folA//wecC//chbB//insB-4//fadE//yeeY//rpsB//tas//thiG//wzb//yejE//eamB//ydhK//icd//zwf//ispH//aceF//tdcR//symE//yadG//gatC//ivbL//casE//priB//ftsL//rhaS//metB//pphA//hxpA//ydjM//trmO//mazG//hemN//nikD//yfeO//decR//
GO_0009607_3	nhaB//ybhP//exbD//uidC//nagE//allR//yggD//cobT//gntR//yeeY//metQ//rlmC//cdsA//yehT//
GO_0009615_4	ygeW//ssuC//uspF//crcB//fumC//fhuB//fimG//ydjK//recG//yehW//pabB//nepI//mepH//yiaJ//
GO_0009628_3	dsbC//eutN//glnH//ghxP//hypB//fimG//aphA//lamB//mepS//waaG//ldrB//ileS//pstA//phnL//rlpA//otsB//selD//gapC//glk//ynbB//dgoD//solA//rclA//ldtA//narY//ubiJ//rhlE//yheT//dcuS//gudP//yphD//fumA//ulaD//cheA//baeR//ymgA//slyA//atpG//hemC//mngB//fieF//fimI//dld//dnaQ//gudD//essD//afuB//gldA//dnaC//acpP//rpsI//preA//rpsN//clpB//fdoI//uspC//ydfK//pagP//csgF//hisD//tyrS//phr//emrD//ulaA//yagG//bssS//tcyN//rimL//hokE//yidD//livJ//ybhJ//hpf//gshB//galR//mnmE//wcaJ//ccmE//cytR//ghoT//eutB//setA//tktA//tyrS//mdtE//glnB//rnb//narZ//araB//ygeW//panB//yahB//fruB//tyrA//rph//yfdC//pinR//zupT//tesB//aidB//endA//yjjB//hypE//rpsG//matP//pykA//dsdA//amtB//lgt//iraP//lpoA//ygfI//eutB//hcaB//rpoS//leuD//rffT//nirD//allR//ybgQ//mltG//plsB//icd//ytfT//cysD//cyoD//insH-5//yohD//proS//tyrR//yebG//ygbM//kdsA//dcuS//azoR//agaC//yeiG//exuT//yiaA//radD//phnO//yjjV//yfdO//acpH//yjiA//bioF//surE//yecS//hcaF//yihT//caiT//acpS//aroG//trpL//rlmJ//ftsE//phoU//abpA//yehZ//xthA//entD//rplS//yddL//nikD//phnL//ycjW//gpr//hexR//nikB//sucB//yjhP//mazF//zntA//pykF//ydfH//fepB//yaaA//ivbL//sfmA//mnmA//glxK//hemF//erpA//appY//mepH//atoC//yihV//phnC//tmcA//rppH//lysU//mazG//gdhA//fdnI//uvrD//leuB//insB-2//ygaH//ssuA//speF//pth//deoC//ispG//mdoD//uidA//flgF//ydiB//livJ//ygeA//yghG//caiD//tatD//dhaM//yfbV//guaB//rfaC//fepE//tdcD//flhC//pdeF//nlpA//mepA//ygbM//symE//lsrC//maoP//insA-2//flgI//bamE//elfG//
GO_0009635_4	pgaD//
GO_0009636_4	holE//purF//mntH//tpx//rplT//gmhB//hslV//abgA//aroE//srmB//efp//yeiE//tsgA//recN//yciE//ridA//kefB//mlaD//lhr//insA-2//gspF//amtB//ldrB//btuE//thrS//ubiD//guaD//cptB//gabP//ygfI//hisF//
GO_0009637_6	galU//
GO_0009651_5	entE//ybiA//ybaE//hdhA//srkA//glpT//
GO_0009653_3	smrA//
GO_0009696_4	yghU//
GO_0009697_5	solA//
GO_0009698_4	metQ//
GO_0009712_6	ycdX//prmA//tsgA//rcsB//phnK//rffH//cusA//atpC//dmlR//higB//
GO_0009713_7	lpp//elaD//btuD//pyrE//mdoG//hemD//yphB//yegV//dcd//
GO_0009719_3	sapB//hycA//cpdB//
GO_0009730_5	speB//
GO_0009743_5	uhpT//
GO_0009785_5	ortT//
GO_0009850_4	ldcA//pyrG//yqjI//lptC//nudF//nfi//htpG//nanS//clpB//sthA//yebC//parE//dcp//
GO_0009852_5	rhaS//znuA//marA//kbp//ybiT//hofO//yeeL//psd//yedL//blr//rlmF//livF//pdeF//
