#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	nupC//yciG//hisH//pta//
GO_0006811_5	yahF//frlC//zapE//fiu//yafO//ydcR//cpxP//sapD//hcaC//yphB//hycH//dppD//ampG//yieL//tauA//phoE//yehZ//mnmG//gntU//ydiF//lpp//menA//truD//yihP//mscS//rpsA//glpD//pgk//thrL//gcvA//rsuA//plaP//tnaC//yehU//ydcT//plsX//ypjD//dxr//rpsG//acs//rhoL//gsiD//proS//glnQ//lsrA//xylA//glrK//narH//trpD//ccmA//cbtA//ybjL//yiaN//ypdB//hexR//yfiE//ybhS//yijO//rcnR//ygiB//blr//ydeM//rpsB//smpB//bfr//recR//fixA//ykgO//basS//dbpA//chbB//rne//cueO//pyrL//rnlB//cueO//oxyR//cydC//dsbG//allC//yihP//galP//fliM//hslR//hofN//tynA//miaB//nth//wrbA//arcB//lapB//ycfH//sdhB//hyfC//phnP//pstS//nth//secB//bioH//fimC//hflC//yiaN//htrE//kbaY//zitB//wecB//ftsL//oppC//ftsZ//cpxP//ynhG//ytfT//folM//srlE//gudD//gcvA//sfmH//ruvC//lyxK//insF-1//gatD//rlmJ//cusB//ycbB//ybcM//ftsP//uof//insI-1//yjjG//csiD//rhaT//hrsA//brnQ//yegT//hns//bioD//kdsA//rlmG//dld//waaF//napB//arnA//yoeB//dgoT//eptC//yijO//intZ//mtnN//sspB//kefB//murI//tufA//ybcJ//nrfE//metQ//argT//hypB//yoaA//yqeF//mngB//pckA//mtn//pyrG//nagK//hisB//smpB//cdd//prlF//ydjK//yadG//lpd//hybE//allD//yfjV//ybhP//agaB//btuB//nadC//yjjV//nrdE//ybiT//flgG//carA//cusB//ycfJ//hipB//yidC//actP//fliZ//tsx//emrB//emrB//bioH//holC//dsbA//yccA//polB//ddlA//malF//hemN//galF//yraN//yieH//yejA//dinI//yehX//malP//yebK//rsmD//yahK//cpxR//scpB//ackA//yahN//queD//rho//waaO//glsA//mtlR//ais//phoP//tig//alsC//vsr//rcnA//treB//dnaJ//puuR//ligB//rimP//araD//phnO//frdA//viaA//yieH//fdoI//mraY//yhbY//mlaD//hisC//nac//sad//tdh//yiaN//ahr//ribC//ubiD//polA//mgrB//ilvM//prlC//yaiP//livF//yqjI//uof//comR//fliG//pnp//yciE//cptB//yihP//fkpB//xdhB//rmf//rhaA//minC//yjhG//ymfK//tatB//exbD//mscK//narL//phnK//yjbG//metI//ugd//cynX//adeP//bdcA//rutF//yhbX//ugd//ada//tdcA//sucB//asnB//purA//
GO_0006812_6	insI1//cdsA//torY//uup//guaB//tehA//alaS//fliA//wecB//malZ//chbB//ampD//dbpA//ftp//trmA//bluF//dusB//caiE//murD//hflX//plsC//yhjC//gpsA//kdpE//pheA//kup//wbbK//lpoA//yidQ//tqsA//skp//hycA//ytfP//prlC//malG//yhcD//ygbM//tnaB//thiE//amiA//recQ//yphD//norV//emrD//mscM//fabA//narU//yneE//gpp//rlmE//aer//sdaB//yceD//pdxA//ynaI//proP//livM//cdd//hinT//acs//ydcO//hisM//ttdR//cobC//plsX//creC//chaA//recG//yijE//ybcM//yahF//glgB//umuC//hsdR//rimJ//macA//aroP//hscC//pstS//npr//uxaB//metG//tus//rbn//gntK//narW//hslU//sseA//yhcF//ycfL//yfgO//xanP//raiA//menC//rcnB//shoB//insE-1//fadE//pgaD//bolA//nrdR//mutH//ygeX//alpA//lptF//garK//rep//lsrG//rutA//rpiA//ydfK//basS//rhaB//yccX//yehD//rsfS//ybiI//yjjV//ybiX//tonB//bisC//mntH//argB//citE//plaP//envC//dnaN//ftsN//gspE//gyrB//hflD//slyA//lpxB//hicA//patA//cysC//ykgO//alaA//ccmA//paaE//frvR//ydfH//ftsL//nadB//pntA//mutM//lhr//ydiV//fliS//phoB//phnO//narK//yahK//pnuC//nusA//fucI//decR//ynhF//ybhA//yidQ//trmJ//kdpB//preT//sgbH//glpC//kdsD//evgS//cmoB//perR//degQ//aceB//
GO_0006813_8	yihV//cueR//mgtL//ybcQ//crr//fbaA//idnK//yebQ//nadC//yeiE//fnr//hisH//asnC//purN//yhjV//xthA//focB//
GO_0006814_8	ygiW//bglB//dmlA//agaC//pnuC//waaL//yihU//yhjA//metL//
GO_0006816_9	trpGD//
GO_0006817_8	potC//yaiV//nanK//cusR//hiuH//selU//yedF//kdsB//phnP//
GO_0006820_6	rpiA//exoX//araG//ppx//ispF//dam//nrdA//yehD//nirB//yadM//pepN//rsmC//metB//umuD//bioP//pntA//gltS//fau//pgpB//parE//pck//pspA//glpX//sapC//yqhC//yehX//slmA//glvC//dnaQ//yohD//potB//cca//mioC//arcA//relE//fliD//sad//yiaB//rihC//yihX//ymgC//pphA//scpC//parC//hisB//aroF//yraN//acrR//galF//sgbH//yagI//nrfE//gnsB//gnsB//yfjV//dps//ydjJ//rpnC//yccX//rpsK//chbC//accA//fdnH//cspI//ptsI//insF-1//mnmA//ibpA//appA//flhD//gltK//yggX//sapF//gppA//sgrR//yihP//yjcS//otsA//aceB//kdsD//deoD//yjjX//yfcV//gcvR//pitA//tktB//acnB//hdhA//entE//gnsB//zur//yqiJ//mdlA//pgaA//edd//fliA//hmp//ypjD//lpxM//yhfK//rmuC//hrsA//dmsB//cyoB//ydiR//yegS//nikE//fdhE//endA//gdhA//recT//focB//nlpA//sbcB//cysS//pepB//pyrL//waaQ//speA//csrA//recA//flgB//ytfE//htrE//sdhE//sdaA//elbB//yegS//lsrC//potD//treB//yaiV//truC//fre//fhuF//flhA//lptG//yddA//wzzB//bolA//garL//fabG//mdtE//nudF//ybhI//zur//rhoL//rihB//mscM//potC//ugpA//ymfK//rlmI//cirA//kefB//entE//casD//rluD//rihC//rnhA//curA//yfbV//atpH//yhjC//yehB//rseC//glnK//fhuF//rluC//ybcQ//tar//yrfG//serS//yfdS//livJ//ribE//sbmC//
GO_0006821_8	pgpA//ynbC//guaB//
GO_0006824_8	sppA//yhjV//relB//radA//
GO_0006825_9	ilvD//narL//tnaC//psd//tolQ//proC//yhaO//
GO_0006826_9	mdtF//dacB//fucO//gsiB//argS//mutM//hybG//frmB//sodB//kdsA//artI//ytfT//aphA//uidC//afuB//rfbB//hcaF//
GO_0006828_9	rpsA//ygbL//ydjJ//
GO_0006829_9	hupA//yhcN//dcuS//rpoS//livJ//ydeO//exoX//lptE//ilvD//
GO_0006833_6	tnaB//
GO_0006835_8	nadK//ccmF//pspD//dnaJ//malQ//bglH//cas2//torD//prlC//yihX//uspB//ybhS//ygcR//cspC//
GO_0006836_5	hcaT//deoB//hybA//nuoI//yphF//kdgT//recG//narQ//secA//mraZ//
GO_0006846_7	nrdA//ybjD//
GO_0006847_8	pmbA//
GO_0006855_6	eutD//yihV//flgF//galF//mzrA//fhuD//ydhC//adeP//cecR//uidR//dcuR//ynfF//yieK//ulaG//fixB//dut//yjbB//hslO//ypdB//yneE//cspB//allS//ffh//rpoA//tauB//phnN//ppc//yjhP//yegS//asnC//rlmG//paaG//ygjK//mhpB//agaV//secA//rng//topB//udk//nadE//rpsR//pgaA//msrQ//paoC//mdtL//ynbC//efp//pdxY//yiaT//entE//rutD//yjjU//slmA//secY//ydiZ//fadH//opgE//hisS//
GO_0006857_7	add//mqsA//yiaJ//ydhJ//rutC//miaB//spoT//hcaE//sufD//hofQ//creB//mtfA//tilS//kch//aroH//ariR//malG//tatD//dgoT//yfbV//hdfR//yehA//uof//yfcF//sdiA//agaS//yaiW//
GO_0006862_7	ubiB//
GO_0006863_7	mdtK//atpA//ndh//cpxA//purN//mlaF//htrE//potI//
GO_0006865_6	pth//nagE//ydiZ//uacT//yjeI//cspB//rcsD//nei//dhaR//yciK//prlF//yiiM//ftsA//yfdO//atpG//ompG//fic//rarD//mlaB//yihX//aroE//murJ//ldrA//feoB//rimJ//sspB//cysB//tktA//rlmF//hiuH//torA//ybiH//nikD//rbsR//arfB//dxr//ibsE//narX//araC//garP//pgm//epd//glxK//yfeD//yoaA//bglJ//yciF//xapR//citT//moaA//ubiF//recC//ascF//elyC//fpr//oxyR//hisM//yehB//entD//narW//nemR//yfiR//hisP//ynfF//mraZ//proB//chbR//mpaA//mhpR//ibaG//eptB//yjjI//dfp//
GO_0006868_7	nirD//rarA//waaS//
GO_0006869_6	dppD//cdgI//dppB//gpmA//idi//lldD//manX//allC//paoC//fabR//mutH//sufA//proV//tusE//hycH//pbpC//mtlA//yigB//pgaC//mzrA//rimP//fixB//ugpE//
GO_0006873_5	guaA//ubiJ//feoC//ccmF//csgD//adeP//yghG//yajL//adk//ybcJ//gutQ//nlpD//ttdR//ybcM//dnaX//tdcF//araB//pgaA//lpxD//tap//malP//ycjW//srlR//yjiY//nanR//nadD//ydhC//hisC//wbbK//relE//
GO_0006874_8	ilvM//
GO_0006875_7	phnG//exoX//srlR//ybiV//essD//dnaE//macA//nikA//recO//dapB//folD//waaF//recD//rplL//rna//blr//nuoM//metL//yjhC//ycjQ//phnJ//
GO_0006876_8	uxaA//
GO_0006878_9	glvC//mliC//yidQ//dtd//minC//
GO_0006879_9	yjhI//ibsD//wzyE//secF//phoU//phnI//mlaE//ftsA//glrR//xseB//ygbI//
GO_0006880_4	pflA//yagU//barA//
GO_0006882_8	trpGD//
GO_0006883_8	elfD//sanA//ampD//
GO_0006884_4	dcp//yaaJ//hslJ//acrE//tar//
GO_0006885_9	rluC//frdC//ydcI//yhjA//glnA//allB//pinQ//kdgT//appY//dnaT//btuD//
GO_0006886_5	uspG//lepA//ptsP//yfgJ//yciV//raiA//yciG//pheM//lhr//arsC//yjjG//
GO_0006928_3	tamA//cspA//thrA//hpt//queF//gadC//nudG//yneL//ycgR//envZ//dcuD//sgrT//atpA//gcl//rppH//bcsQ//psuT//rfbC//trmI//fliK//putA//cusB//nfo//waaY//grxD//aidB//yadI//cyoE//yccA//ytfQ//hypE//panZ//casD//flhC//pyrE//ddlB//tesB//mutH//ygjR//dadA//galP//astC//yafN//cas3//
GO_0006935_4	yjiR//yfaV//cbrC//yacG//yibH//hflK//rfaH//rtcR//galK//gntR//ridA//proC//yhjR//ygfX//ffh//waaA//
GO_0006950_3	yqcG//ymgA//tsaB//ycbU//yheT//sspB//pcnB//bcsA//rpsI//gpmM//ilvH//helD//ygiS//zapA//amyA//yfbU//gstB//sgcC//ppiC//yneJ//yieH//abgB//argR//napA//dtpA//arnA//cheA//cpxA//rplR//hinT//gnsB//ivy//ydcM//aroP//cbeA//bglA//opgC//araC//yraI//clsA//phnO//rbbA//yejE//ftsQ//chbG//flgF//recF//flgC//rseC//rhaB//csdE//agaC//tesB//ydaC//cutC//gatB//purU//fimH//yjbE//pdeK//mreB//paaB//ddlB//frvB//ralR//ycfJ//nrfF//ppc//ulaE//abpB//cvrA//dut//yjjV//hrsA//trmB//motA//hypC//raiA//tag//puuD//rsfS//hicB//ugpB//aslB//ubiX//cmk//yehB//cobT//fecA//bisC//envC//cdaR//ldtB//yeiE//phnI//yhbS//bamB//gloC//fryB//rsmA//asnA//malI//adeQ//yjaA//narG//ccmD//sufA//ilvL//yidQ//bglB//panD//nirC//rsmJ//cueR//ydeP//ybhR//rplB//fucA//mmuP//ccmH//yqhD//rlmC//pspG//bioF//bioF//ybhP//rutF//speA//holC//xisR//cspD//mtlR//yceO//garD//ilvI//basR//pgsA//ybhD//msrA//nrfG//ugd//tauB//rhtB//msrB//pgsA//pgl//bfr//dmsC//proB//kdsD//hscB//glsA1//pgi//fdx//nirB//rsmH//sugE//secY//hofM//insI-2//ldrD//ugpC//yiiM//dld//btuD//thiC//rpmG//yejB//gsiA//rho//fimD//erpA//yibH//gutQ//lhr//clsB//idi//yagJ//yqcG//ytfQ//rsmE//rplY//rpmF//yddL//deoC//tsr//ycfH//chbG//flgH//plsC//rhaM//folA//ycfJ//pntB//gpt//ydjJ//degS//glnD//hycI//dmsA//rutB//elfD//hycI//yfbV//tsaE//ampG//ubiC//zapC//ynaI//ytfQ//nagK//malP//nlpD//sulA//dmlA//cspD//dicA//kbaY//cysC//rutE//ybiI//rluA//glnL//elbB//ilvA//glgP//zapB//yfcS//argH//yagE//aslB//nrfB//sufE//proB//aroB//gpsA//potA//ycbV//opgG//rimL//ubiE//nlpD//mdtQ//degP//cheB//entD//iscR//umuC//yabI//ttdT//rlmA//melA//gadA//recX//lsrD//yaaA//rsmC//ydcO//yggE//ligA//gltI//glgA//amyA//hybE//sstT//miaB//gabP//yagI//yecS//lldP//araD//trxA//yhfS//murA//glmU//waaJ//oppD//lpxK//uspB//yggP//melA//hemD//narH//pdxK//glgC//gatD//talB//moeA//yieK//yidH//kduD//rcsA//lsrC//alsC//ffh//insK//narP//ftsH//lysS//yqiG//ssuB//nrdI//lspA//flhE//kdpB//aldA//nhaR//elbB//gltX//artQ//fnr//copA//lldP//galK//ycjY//arfA//yeaV//rhmD//rpmB//yfjR//yphD//emrY//helD//mdtD//dps//dxs//hexR//opgH//dctA//narG//mtr//ldtC//cnu//cheA//fabB//intF//yjeI//mraZ//tldD//manA//orn//hybE//ybfA//ivbL//degS//yccX//nrfG//rpmG//xerD//nusG//mdtQ//ydjE//yqiJ//ytfQ//caiD//ftsE//epmA//yiaM//zapA//hybB//tcyL//yccX//rbsB//fabD//fimE//yciE//frr//rpsI//hexR//ydhJ//murC//artI//yceK//rplP//lgt//cysA//fmt//yedF//ybdH//abgB//lgt//csdA//ynaE//flgJ//yjjW//ompW//ftsE//cysS//cobU//rhaA//nusG//setA//ybhJ//clpB//lysA//ruvC//trxA//trxC//yieF//entA//pgm//yfiR//iraM//mliC//malY//pldB//bioF//paaB//agaW//guaD//fucI//purL//eutB//ubiI//yigL//ycjQ//pdxY//rsmC//yciH//pepN//pal//sfsA//tcdA//cspI//pspG//paaD//entA//entF//rbsB//secA//frdA//mdlA//tdcE//lepB//yfcA//lysC//bacA//yohD//rutA//fucP//yraK//ygeA//napD//folP//cusR//yrdA//rplK//insK//yphF//sgcE//lsrD//ypjD//ybbN//thrA//intE//hypF//cra//dnaX//rstB//pstA//emrK//trpA//ydjH//mcbR//potH//fadK//kdsD//waaQ//glxK//lsrA//phr//eco//malX//lsrA//ribB//hemN//rplK//hypA//gspF//yfcP//hemH//gpr//
GO_0006952_4	tamA//ybgQ//nuoN//cynS//ssb//ibsE//iscR//appA//poxB//hisG//ldcC//fdhF//
GO_0006970_4	minC//upp//znuB//guaC//ymfK//clsC//wcaJ//chbR//aaeR//ghxQ//yigL//glcD//aspC//hscA//ybfE//crl//yfgJ//putA//hscA//gnd//psuG//mscM//yraJ//trmO//yacG//kdpE//rzoD//cheZ//cynX//basR//tatC//yneE//ulaC//basS//dsdA//katG//nagC//polB//
GO_0006972_5	paaG//opgE//torR//yiaT//yedP//yehU//infC//ftsH//glsA//narG//insA-2//argH//cytR//ybaE//
GO_0006974_5	xerD//msrA//intE//tas//ydaN//ampG//ssuC//fadI//fdhD//dcuA//rpsD//rpsQ//ydhQ//smrA//tufB//rpsI//cysP//rsmE//elbB//yhaC//mgsA//argE//aroA//yiaJ//ftsI//arcC//purB//rplX//dgoT//msrQ//clpS//uraA//holC//hyfR//appC//lpoA//fruA//idnD//ybdM//pdxB//smpB//ybhG//lsrG//folX//apaH//fucK//tynA//mak//ygbL//coaD//gyrB//cbrA//aroE//rseP//yqcC//tamB//elaA//kduD//xylR//menB//frwB//tsr//prmB//ycgR//sxy//moaC//argK//ppc//rpsG//rsmI//ydcI//nfuA//xerC//dtpB//putA//nagE//rppH//metF//yfeX//yhbS//pal//mngR//pntB//acrR//yibF//modB//yaaY//cspB//rhaT//lasT//ispA//fimZ//aroA//yedX//wzc//chbR//raiA//emrD//mdaB//insB-4//hflX//cptB//mdtI//sfmH//minE//actP//fdoG//ygaV//ychO//yohC//bssR//insF-1//insE-1//yeeY//hybG//ybiH//mdtG//yidK//metH//aaeB//ligB//waaU//sdhB//cmoA//rutG//glcB//ygiB//tdcG//rfaQ//ugpE//entC//cpxA//rhlB//yhhY//rhaA//cca//dicA//yiiD//araB//epmC//queD//cydA//trkG//pepD//glcB//uidC//yahI//proX//speF//rpmB//glpD//yibA//mrp//rhtC//pcnB//rlpA//prpR//ralR//murA//rpsS//ampG//hemF//pyrC//fsr//hscA//rpiR//pdxY//garD//lapA//kbaZ//ccmC//rapA//mtr//metN//coaD//alr//hscC//tas//speF//sxy//waaZ//mepA//exuR//asnA//arfB//yagE//yqeG//rzoD//fecD//mukB//hns//proC//kup//ugpE//fimD//trkH//lgoT//narV//bdcR//bamE//rplR//satP//cspD//fepC//nusG//ftp//ycdX//xthA//glrK//ilvH//dacB//kdsA//creB//skp//galM//tomB//yhhY//ubiB//yehZ//ybiH//rpsR//tesB//ccmD//frr//menI//fcl//moaC//lptB//frlA//ulaR//lolA//bcsQ//yeeA//menB//tdcD//hipB//recF//preA//wcaJ//kdpA//yejE//rluD//soxR//casB//mltA//nuoF//
GO_0006979_4	mdoG//mqsA//treB//dnaE//fre//dxs//lit//gadW//cas3//spoT//tdk//gcvT//queD//xdhB//abpB//crfC//mmuM//yajR//alaC//rplW//prmB//pgpA//aroE//yagF//aaeA//iclR//aaeR//paaG//cyoD//motA//infB//tsaE//waaQ//mepA//pitA//ycfJ//yaiP//zapB//ghoT//slyA//yehD//sseA//pinR//trmA//mngA//glyA//pgi//cobT//rarA//luxS//acpT//ibsE//torY//fis//iscR//rhtB//rplS//rsmA//hemE//tdcR//fimE//sdaA//ogt//smrA//yegV//hybO//ybcL//csiD//exbB//mntH//hdeB//rpmF//bsmA//ubiH//ddlA//rzpD//pykF//entC//metN//purL//topAI//fecB//zur//yahK//cysW//yjjU//
GO_0006986_5	ptrA//nikD//pppA//yghB//lasT//hrpA//
GO_0006995_6	bcr//envY//
GO_0006996_4	ghxP//lyxK//yihW//cspG//basR//flgC//ybcF//baeS//selB//pmbA//agaA//mak//pdxB//yhbO//sufS//fdnG//potH//pliG//tatC//mutM//zipA//mhpB//ydeE//lon//ygdG//yafN//ybaK//ldrD//metI//atoS//ydeI//xylR//ydaC//hrsA//eamA//casE//ydiZ//sgrR//flhC//
GO_0007010_5	yidP//
GO_0007059_3	pdxY//flgD//yhcH//glgC//yadI//opgB//nth//rsmC//recA//yhhZ//
GO_0007062_4	sdhE//malY//rhaR//hlyE//
GO_0007154_3	proS//hsrA//yiaB//yadG//rpmA//entH//ssuD//metR//holC//glcB//ydbK//pgl//coaD//alaA//araC//cpsG//ilvL//ydbK//csdA//dpiB//frwB//priB//mppA//rbsK//codB//yhjB//gabT//ibsD//epmB//sdiA//rpsA//livJ//livM//yhaO//glgC//glgP//rpnB//cmoA//amtB//uxuR//malE//narZ//relE//gsiB//rbsR//ompW//ompG//aroA//secD//dsbC//lpxP//ligA//yphD//ybcM//rpoA//
GO_0007155_3	mtfA//yfcA//ribA//sugE//ebgR//ribC//pyrD//yfiE//narW//speC//yfbR//gmk//glmU//yhcF//hrpA//osmF//bdcR//ubiD//focB//bioD//yebK//fes//potE//csgB//xanP//sdhD//paaB//melB//hcaF//paaF//dcyD//ydjE//tsx//tdcD//yhhT//
GO_0007163_3	dgkA//
GO_0007165_3	yahO//metB//folM//cheR//pdeF//intZ//ydcR//nrfD//umpG//glnK//yijO//argB//qseB//dnaT//livJ//epmB//ibpB//yadN//entA//rhaB//relB//ffh//ypdA//rpsS//yeeA//maoP//aer//yfcV//nanS//lon//cirA//fimH//ybiY//ada//mcbA//hemF//deoR//gph//infC//glrK//yiiM//truB//argH//caiT//metB//sfmF//tsaB//suhB//garL//livH//gnd//ygjK//zapB//yehZ//hxpB//mltA//marA//hemC//ugpC//yaiW//
GO_0007166_4	slyA//nikD//ilvL//ravA//
GO_0007215_5	dppC//rraA//uspF//narP//
GO_0007231_4	arnF//
GO_0007234_5	efp//
GO_0007267_3	yiaB//grcA//
GO_0007346_6	fcl//afuB//yebG//
GO_0007584_4	hupB//moeB//acs//gntU//
GO_0008033_9	trg//ilvA//uhpA//chbA//yaiV//asd//hcaB//yaiW//tsx//lexA//puuP//yiaN//mreB//rfbD//cheA//pdeK//ycjQ//envY//fhuB//pnp//nusA//hisM//ompN//ydeT//rplA//ydgA//yihT//tsaE//arnD//asnB//ynhG//rarA//lpxH//ahpC//yhfK//yphC//fecB//cobU//deoD//alsB//plaP//fryB//miaA//lldP//bdm//gmhB//rdgB//pheP//tldD//slyA//sgrR//hemC//murF//wcaB//frmR//hipB//
GO_0008104_4	astC//wbbK//bioF//ybjG//rpsM//rsmF//rcsB//accB//fabA//nsrR//rfaH//bluF//nanT//ygfI//phnN//ptsN//galR//ndh//lplA//dusB//ydhC//ykgM//fliZ//yciF//ycfS//tcyN//zraS//citE//ygeX//pgi//ybjG//thiD//eptA//uhpB//uvrB//hdeA//minD//narP//betT//malS//mdtI//agaI//ampH//dcyD//ubiJ//rnb//fdhD//yihQ//yfiE//
GO_0008156_8	nrdH//grxD//purD//htpX//lptE//yiaL//
GO_0008202_5	ghoS//
GO_0008206_5	elbB//
GO_0008213_7	lpp//malE//murG//glk//trkH//pgpC//hchA//ettA//
GO_0008216_5	ygbI//zapE//glgC//
GO_0008219_3	clcB//ydiK//fbp//yggD//kefC//hypB//cysK//galK//exuT//pyrH//aas//tehA//astC//zapC//rpmA//
GO_0008272_6	ompF//rplB//trkA//corA//katG//hypC//murQ//
GO_0008295_6	ampE//ydcZ//creC//
GO_0008299_5	lspA//metC//rfbX//yraN//udk//setA//
GO_0008360_4	dmlA//fimD//intF//gstA//rlmA//ybdN//hemE//flgI//amyA//trmJ//trpC//ybjD//ydjM//dtpA//modC//hycB//
GO_0008361_5	mdtP//rof//hypD//kefF//nagE//
GO_0008380_8	thiD//
GO_0008610_5	nfo//aceB//tpiA//dmlR//ada//flgM//fimH//oppC//speD//hycH//udp//exbD//polB//csrA//fmt//moeA//hypA//rpmB//higB//yhaV//ghxP//yqiH//tnaA//rsmH//mltF//amiA//prmB//csgG//yajD//casA//ybcQ//ynjA//bhsA//yciV//ydiV//norR//insB-2//yqhC//pdxK//ybaK//gntR//cpxR//wza//pckA//purU//scpB//phnH//pitB//plsX//nrfB//citE//codB//fiu//agaS//aidB//nanA//opgC//nuoI//rbsK//moaE//cspB//yggX//secF//gntT//mntH//yeiE//ulaC//
GO_0008614_5	metH//rcnR//mgtA//ghxP//yjjQ//yigL//yqeA//
GO_0008615_6	yeeY//rhlB//mipA//ldtD//pdxB//hisH//yfcA//
GO_0008616_8	plsB//degQ//dcuB//rph//birA//bssR//ydcT//
GO_0008617_9	fimC//
GO_0008643_6	oppC//ibsD//yijE//pabB//yiaM//ybhS//treA//uof//glnL//yjiX//yhdX//waaY//yjbB//thrA//pgaA//cysP//holA//djlC//yqeG//rhlB//glcD//fdnH//lysA//yqjA//potI//chbF//ispF//metH//codB//ogrK//arnT//fhlA//yibF//bcsA//yhbX//bglA//yfeD//ydaV//ymjB//yhbQ//waaJ//thiE//fur//tyrB//glyA//dsdX//accD//katE//yeaV//rutE//opgC//tldD//pabA//yhgH//bluR//xthA//allR//lamB//waaZ//murG//pykF//mocA//glpD//rpmC//yhfK//rsgA//eamA//endA//mntS//yccA//cheR//yfbS//tolR//xthA//sfmF//hslJ//cbrA//pgaB//fruA//hycA//menI//cobC//potF//lpd//yraK//phnG//potH//yjtD//dapA//yciF//mntS//def//dcuB//intS//shoB//yidE//glcD//secA//bioB//allS//galT//ytfP//kdpC//epd//tatE//sbp//pykA//ybeF//ilvN//zur//kilR//yhjV//ilvL//bdm//
GO_0008645_8	lpoB//abpB//dut//csgB//nikD//ppiC//tyrS//cobT//pck//caiB//atoS//lacI//ftsY//tyrS//bssS//nagC//ispU//ilvA//manZ//yeaK//dppD//insB-2//ycfJ//alaA//
GO_0008652_5	tusE//atpA//ffh//tdcG//gutM//tmk//hemC//ompC//mdtE//holC//rffC//ruvA//pfkB//zwf//opgE//ypdA//allB//map//secM//amtB//basS//kdpA//mscL//glsA1//ibsA//lsrC//agp//cobS//yeaG//queF//cobS//yjfF//mtnN//potB//yceK//gstB//gcvP//rpmG//frmR//ibpB//bioF//ydiV//fdoH//ybjC//agaA//dnaE//yqaB//waaQ//lyxK//murD//ravA//entS//cyoD//glpG//dnaT//nusG//argH//trpL//mltD//pspF//yacG//secM//pflC//malZ//yhbO//xylR//yfdK//garK//panD//parC//aceK//rluC//tyrS//alsA//setC//waaB//uhpC//ybjC//cysD//appC//queA//psuT//malK//yidL//nadK//ynhG//ygiS//sgbH//yceD//pykF//mocA//uxuB//yqiI//ltaE//ydfG//rimP//pinR//ygiS//satP//yidK//der//rna//pspA//crfC//glcA//rhaA//accC//hemC//osmY//agaD//narK//symE//yodD//yjjG//
GO_0008653_5	tag//yqjI//hokE//clcB//yihL//ompA//ycbV//yajR//glnB//gspJ//trkG//livK//gcvH//
GO_0008654_5	mscL//yhjB//tdcE//ldhA//btuB//ibpB//srlA//mraY//ydiQ//ydcO//frlA//emrB//puuD//xanP//ccmA//torZ//nusA//galS//argG//mltD//iscS//ldrD//flgC//zur//trpA//miaB//serS//pykF//proB//ulaF//nagD//yoaA//flgJ//waaA//narX//
GO_0008655_5	scpC//sapF//ilvN//fabB//lpp//era//tcyL//
GO_0009050_6	dhaM//aroE//
GO_0009052_6	ssuB//rcsF//nhaA//glpK//mobA//ytfT//caiB//
