#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	mgrB//mdtB//icd//yqgB//
GO_0009177_9	garP//psuG//rraB//
GO_0009179_8	bioP//uidA//ascB//citG//ilvH//ftsP//dnaQ//yidL//yhhT//narU//dinI//phnO//znuA//wcaC//mcrA//mntR//glnD//proA//paaZ//acs//rpiB//ydhJ//sufE//
GO_0009180_9	lptF//
GO_0009185_7	tktB//murA//ompW//xerC//proS//ynjD//hisA//tatC//uxuA//nuoL//ynbD//comR//hcaF//marR//gnsB//gluQ//ampE//ftsX//ybhF//pntB//iscS//rzpR//nagB//rsmF//
GO_0009186_7	menD//
GO_0009187_7	glyS//envR//
GO_0009188_8	sgbE//dgcZ//
GO_0009189_8	ycfH//
GO_0009190_8	setB//yrfG//
GO_0009193_8	ptsH//
GO_0009194_9	yieH//
GO_0009196_8	yojI//
GO_0009197_9	yihP//
GO_0009199_7	flgM//gmd//rbn//fabI//accB//mdlB//yhjB//dmlR//aspS//opgC//yihW//yihT//yafS//yhdH//nagK//acpH//zntA//dcd//betT//tpx//nrfF//acrA//uraA//yeeO//yqhD//sdhA//pdhR//paaX//rhsD//pgrR//evgA//
GO_0009200_7	yqjH//argK//rusA//ftsZ//
GO_0009201_8	artP//iscS//gpsA//cadA//grcA//pgrR//potC//kdsC//surE//birA//adeD//csgE//phnK//ivy//proX//cytR//lpoB//dacC//yefM//mtnN//csgG//yddA//decR//livH//
GO_0009202_8	hycA//
GO_0009203_8	tcyJ//
GO_0009204_8	entS//rsmB//ybaQ//
GO_0009205_8	leuE//mmuP//rodZ//yqiG//ygiS//dusC//dhaR//astC//waaC//malE//ulaG//accA//etk//clpP//hslO//cysZ//nepI//curA//rsmB//rfbD//ilvB//manX//bdcR//ruvC//cbrA//hexR//dapB//folX//pbpG//
GO_0009206_9	puuC//hisP//dacC//iscS//msrC//pdeF//ybgP//ypdC//btuE//yqaB//cynS//phnN//yfdC//mltF//rlmG//araH//paaG//udp//ybiT//degP//pspF//abgR//yjbG//
GO_0009208_8	rsmD//yefM//
GO_0009209_9	amiD//
GO_0009210_9	ldtA//
GO_0009211_8	insA-1//yfdO//narP//
GO_0009212_9	fecA//
GO_0009213_9	ybgP//ynhG//
GO_0009215_8	dnaC//argF//
GO_0009217_9	menI//lpoB//
GO_0009218_7	acnA//yjhG//hybD//phnK//hslU//queC//yfdK//norR//pgpC//gatB//phoE//yfiE//
GO_0009219_7	fdhD//rplO//mtnN//yhdW//malK//
GO_0009220_8	serB//yehD//metB//murC//yedP//hycI//
GO_0009221_8	kbp//ymdB//potD//ompC//
GO_0009222_7	ynbD//ycaN//infC//rluB//ydiQ//hyaC//
GO_0009223_7	tbpA//flhD//
GO_0009224_9	flgA//glpF//
GO_0009225_5	ybjX//gloA//surA//fryC//rseC//srlE//cedA//agaB//map//deoD//fes//yfjV//entS//sdhA//dkgB//
GO_0009226_6	entA//ycdY//hisP//pgpC//sodA//yjjB//yqaE//yddM//uspE//rutR//yabI//bglF//nanS//
GO_0009228_7	ycbU//ydjK//fryB//phnH//symE//potB//rimJ//prs//era//ratA//
GO_0009229_6	cca//fadH//
GO_0009231_6	cpdA//fecD//tmcA//insH-6//topAI//mutL//hchA//
GO_0009233_6	yiiD//purB//argK//dgoK//nuoH//rpmB//nuoE//nhaB//cmoM//minC//
GO_0009234_7	tar//puuR//lldP//crcB//yeeO//ldtA//yihU//bioB//kch//ldtD//
GO_0009235_5	nagB//yddM//aer//argF//deoR//gntK//
GO_0009236_6	tsaB//sufE//glpT//uhpC//murP//rho//
GO_0009237_4	pspA//kdsB//nrdD//rhaM//cpoB//pdeH//yieF//cmtA//dctA//
GO_0009238_5	ybhP//ybjC//garP//rpsE//bcp//yjhP//csrA//sufB//rayT//
GO_0009239_6	fimD//cmtB//ydcS//rho//ybjI//pdeF//ycgB//rzoD//
GO_0009240_6	rsmD//fetB//iaaA//dicC//relA//
GO_0009242_6	mscM//tauD//yjaZ//pppA//yiaJ//sufE//tsaC//proV//ilvC//hcaB//murC//
GO_0009243_7	fepD//
GO_0009244_7	pck//rhtC//yfgI//cdsA//rapA//pflB//adiA//rhsD//rutA//flhD//ynjD//degS//cnu//gcvH//dkgA//aaeB//rlmB//sfmA//alsC//mdtP//dgoT//hemE//bamE//ykfI//pntB//kbaZ//ydeI//ftsK//dgcE//
GO_0009245_6	ilvC//glpT//ybhJ//uxuB//cytR//gloA//gadB//yigB//rmf//ybeQ//
GO_0009246_6	eptA//eutR//glnD//cyoB//wzzE//trpL//ddlA//ulaF//csdA//
GO_0009247_6	melA//tolR//mntP//lpxT//etk//alaC//norW//hemH//pspD//yidL//xerD//ariR//
GO_0009249_6	yeiL//ybdO//rnlA//
GO_0009250_7	yjtD//eamA//hycH//lsrB//glcE//araC//yjiA//sbcD//yijO//hemB//cysI//zntA//rsfS//ldtB//
GO_0009251_7	cysK//rfbD//asmA//rpsS//yedL//sad//
GO_0009252_7	metL//dcuB//iscU//creC//artQ//aspC//ompL//pflC//atpB//phnK//phoR//yhaC//agaB//ybeY//nadB//yjeI//clsC//mdlB//yfeW//dusC//rpiA//plsX//nac//modC//cfa//mltG//rpmA//sbmC//ghrB//ptsP//ygfX//ugpE//ettA//yggP//ynfL//casA//yhcF//deoC//borD//
GO_0009253_8	dacD//ydaC//ilvB//nac//uspB//acrA//pabC//rpiB//vsr//argO//
GO_0009254_8	adk//poxB//agp//ycbX//yhfK//entA//envZ//amyA//yddA//gsiD//
GO_0009256_7	yibH//bssR//mzrA//dnaA//
GO_0009257_8	mdtE//guaC//ybhR//insI-2//
GO_0009259_6	mlc//nrfB//yihI//glk//exoX//nuoL//oppB//tktA//leuD//torC//gpr//yihV//ubiX//mtlD//nuoE//mdtD//mliC//ispA//lpxK//ftsX//melR//flhD//katG//yihR//dacA//dgoA//polB//pinR//cbpM//aroH//fabG//dgcF//dinI//aroF//srkA//insE-1//ubiA//ecpR//atpF//yggE//ortT//trxC//pgk//yqgB//rhlE//ackA//rplB//htrE//hyi//yhbQ//yadC//dgkA//mdoG//ihfB//recC//fucP//tmcA//tatB//pinR//ligB//dacA//
GO_0009260_7	dmlA//rimP//ung//yggF//ispF//dapF//iscR//ttdB//nrdA//ubiE//wecB//rpiB//yceD//fadK//ygeA//insI3//mutT//ypdC//rdgC//znuC//shoB//yjbH//argG//prlC//abpA//aceK//tmcA//pepA//dtd//rpmA//pgm//tauD//gntT//ftsA//trmL//dadA//crfC//glpA//gstB//pabB//hicB//cvrA//fecD//dicA//
GO_0009261_6	hipB//ybdM//ruvB//secG//mcrB//birA//
GO_0009262_5	phnJ//argI//mqsA//dcuC//dcp//yhdZ//efp//ydcM//rep//rimO//cdgI//clpP//yihS//
GO_0009263_6	rpoS//rcsB//pgsA//yfeR//ygbL//codB//epmC//rsmG//speB//
GO_0009264_6	yrbG//ttdA//thiC//yhcD//waaS//
GO_0009265_7	rlmH//fixC//agaD//clcB//ynfE//
GO_0009266_4	eutK//rpsI//sgbE//wcaB//envC//ghxP//ibaG//yegV//phnM//abpB//sufA//mnaT//yggX//yjaA//rfaG//insB-2//ytfP//ygbM//rnhB//hycI//nrdE//hxpB//cecR//miaA//nikB//zinT//glnD//dicC//ybbW//galU//macB//glnD//hpt//bamB//ivy//holD//yccA//cysI//rfaG//intS//gadC//hofM//rfaE//nirB//tufA//abgB//abgA//kdsD//pspF//etp//fimB//adhP//yaaY//hyaB//ubiE//orn//speD//ydiR//truD//lsrA//mntP//yehC//ykfM//ygiW//rfbX//metL//yidL//nrdF//yaiP//yeaD//yegT//clsB//ycjD//yqjH//treB//ccmH//lolB//fadI//dtpA//frlR//ygfX//idnT//
GO_0009267_5	deoR//rfaG//deaD//rpsA//adhP//rbsA//bglF//tufA//ubiI//rihA//hslJ//yieK//trpE//rluC//uxaA//rluA//dosP//hflX//pdxH//matP//yqjA//ydjL//narL//mdtD//gstA//ebgA//
GO_0009268_4	ygjK//queC//rcsC//trmB//eutB//ilvD//minD//narJ//rpsM//rihA//proW//mtlA//cadA//nadD//yfcP//coaE//ivy//frlA//ynbC//gpsA//deoC//xisR//cmoA//ygeW//ompN//glxR//sfmF//
GO_0009271_4	lsrD//rimP//relA//
GO_0009273_5	talB//agaR//nhaB//ccmA//bioB//yodD//glnB//rpiR//csgB//csrA//
GO_0009290_6	mlaB//infB//
GO_0009292_4	mdtL//pgl//
GO_0009294_5	yphF//ulaE//
GO_0009297_6	sdaC//cysN//norV//glnK//ubiB//folM//potH//tcyP//ftsZ//thiD//waaB//gltL//cobT//dadA//
GO_0009298_7	nrdH//setB//envC//
GO_0009305_7	ycgR//
GO_0009306_4	sufE//flhD//uspC//nadA//znuA//mtnN//fadH//
GO_0009308_5	nirD//zapC//acpT//osmY//aroD//rsmG//yhjD//ttdB//csrA//lpxB//pdeH//dtpD//degS//ttdT//kdsA//rnt//ygjK//caiT//cysU//btuB//speF//tsx//gmhB//ymgC//metC//kdgR//yehU//
GO_0009309_6	nrfG//add//rpsS//tynA//argS//speA//rffC//gyrA//ompG//hybB//treC//purD//cysC//alpA//
GO_0009310_6	tnaB//yedF//kdgT//ycjW//yadN//cysB//rluE//atpG//rsmG//ung//insA-2//rbsD//rhlB//
GO_0009311_5	yebQ//yhbQ//queG//leuA//menH//emrE//prfC//cueR//allR//ybiT//mutM//osmF//hemD//yabI//gatC//yggN//srlR//rimM//argS//waaU//rhaD//frdA//rdgC//citE//yfaU//lapB//fimG//yqgB//yjeH//hmp//glcB//fecD//pepB//rpmE//rimO//trmL//mdoD//cmoM//zraS//lptC//yhbX//yggF//opgB//panZ//rnb//ndk//cyoD//wecE//cdgI//rfbC//narV//ilvL//entH//
GO_0009312_6	surE//cmoB//cheY//pntA//abgA//waaF//gppA//intQ//pepD//dcm//cfa//uxuB//secB//csgF//speD//thiL//mdtJ//fadH//yjbG//mtgA//pepD//nupG//dcuB//ybgQ//hsrA//ackA//lgt//pagP//yeaG//dapF//ugpB//tesB//yhdH//cas3//selB//ruvC//rsmH//nupG//sfmF//rnhB//cas2//fucO//
GO_0009313_6	aslB//frr//yraR//nupX//wecB//hcaE//eptC//deoB//fadJ//csgB//
GO_0009314_4	yafS//dmsB//mscL//shoB//eutK//tcyL//lrhA//yehU//galM//dgkA//frmB//ybhF//mngA//torZ//aroG//aslB//tufA//cyoC//greA//mppA//rpmJ//rpmA//tcyL//glsA//gltL//hdeB//trmI//ettA//phnI//ynbC//cobT//xapA//ompG//atpE//ribC//nuoL//trxA//patA//cpoB//mepM//narY//yjiA//gmd//ligA//ydjL//alsE//ubiC//yhaJ//ddpX//feaR//mltA//tusA//cbrA//rodZ//yieF//ghoT//bioA//yihO//ydfG//uxuR//sucA//amtB//yfcV//oppD//uidC//rsgA//cmoA//hybE//bepA//nanE//rsuA//nagK//xapA//dauA//galK//zntA//ratA//bioD2//plsB//nfsB//dfp//csiR//glvB//greA//lit//gadA//fdoH//fhuC//ddlA//ycaO//fieF//yahN//
GO_0009372_5	recX//carA//asr//
GO_0009394_6	galU//fucI//atpG//mgtA//glmM//thiP//patA//
GO_0009395_6	fabG//
GO_0009396_6	sppA//uof//prpD//xseB//cydA//waaS//ompL//nei//iscR//mog//mutT//
GO_0009397_6	mraZ//yjcO//
GO_0009398_7	ldcA//
GO_0009401_7	dnaB//argG//napC//yggE//ompT//lysA//pfkA//yhdJ//rsmA//rsmH//yphB//dinJ//rplC//yfiE//pta//csgD//oppD//ynjD//lptG//lapA//caiF//ybdH//wzc//kdgT//htrE//alkB//araG//dnaQ//mppA//ybaE//phnK//uvrC//ycgB//speD//rpsT//yqeG//mipA//spoT//murA//tnaB//accD//ogt//betI//yadC//mdlB//mutH//rpmH//yfaL//mdtC//rclB//argD//smrA//
GO_0009403_5	srlR//
GO_0009404_4	xylA//trpS//dtpA//phnG//ddlA//lon//ygeA//tusD//intS//yedP//adk//gyrA//trpS//wzzB//mglB//proP//yqaB//cysG//ridA//
GO_0009405_4	phoP//yciV//gntP//
GO_0009407_3	rluA//phoU//cnu//osmY//entA//rcsF//zur//sdaC//frwC//recQ//ygcR//pagP//bcsA//appC//serB//acrE//
GO_0009408_4	essD//dsbG//tdcE//tonB//ycbU//yhbS//btuR//gatB//dut//sfmD//deoR//metL//gloA//garR//tauB//crp//fucI//gspF//bglJ//symE//fadE//ssuC//yihX//pitB//csgF//ygcO//hisM//mfd//rihB//gcvA//luxS//adiY//otsB//sufA//trpR//dfp//lpxT//yabI//bamC//ilvA//uvrB//ulaA//ybaQ//intS//agaA//atpA//lpcA//purC//ydeE//ihfB//pal//aceA//yiaF//narZ//eutA//puuR//yhcH//rihC//ugpC//mdoG//
GO_0009409_4	topA//aceB//infB//dmsA//rsmF//csrD//lamB//oxc//cheA//trkH//wrbA//panC//phoB//aspS//ftsI//insK//bamE//barA//
GO_0009410_4	yadK//
GO_0009411_6	holD//nlpD//yefM//yegD//gcvA//cysZ//soxS//flgG//cysA//ygaH//aes//yghW//lpxL//yaiP//flgA//rsgA//
GO_0009415_4	yigL//
GO_0009416_5	folD//yohD//torR//melR//srmB//entC//potC//nikB//hycA//mhpT//phnH//yjiR//garD//yejA//creC//waaH//rffT//fdx//pckA//
GO_0009423_8	tolQ//kefF//phoR//xerD//
GO_0009432_5	ibsC//phoU//cysP//hupA//garK//hyfR//rimO//purC//yidD//ydaV//kup//perR//hflX//hicA//gpsA//oxc//ansB//valS//bhsA//phoE//mepS//scpB//
GO_0009435_9	ibaG//ecpR//rffH//asmA//mcbR//lyxK//proS//ilvC//pdxH//
GO_0009436_6	ybjN//frmR//pabC//livF//
GO_0009437_5	ygjK//glnE//rplN//crcB//pitA//yjiR//phnG//
GO_0009438_5	ydhK//ampD//rplL//ycdX//nadE//argP//yggX//yaaU//yjhI//mdtM//yjjQ//mutL//ispG//mntR//lysO//tag//cadC//hybO//ydeP//srlA//flgF//rffH//dcm//wzc//lysO//phnH//lpxC//ftsQ//torC//rffC//
GO_0009439_5	ygdG//syd//rpsP//
GO_0009440_6	ariR//gntP//lpxH//
GO_0009441_5	cmk//yiaA//yebK//mntH//mltC//
GO_0009442_7	prlF//rssA//hns//ccmC//yagJ//
GO_0009443_5	yidK//allD//rclA//
GO_0009445_5	hypF//ygcW//srlB//atpH//fimZ//menF//eutD//eptA//yehC//fadI//
GO_0009446_6	flgM//sucC//
GO_0009447_6	eutN//mppA//nfo//yfgI//cpsB//rpsT//gabD//thyA//
GO_0009448_5	ldrD//wecC//yqjH//puuB//
GO_0009450_6	rpsT//mltB//yfjR//alr//
GO_0009451_6	mglA//paaX//kdpE//cpsB//ygaH//hycB//gadX//pal//pntB//lpxB//atpE//yhhZ//menI//nudF//gpp//xylF//yahI//lysS//bsmA//fepB//nikC//trkG//srlB//cynS//yceO//bfr//phnO//glnE//dnaE//uxuA//ydaN//yhdX//phnC//dsdC//sppA//alsC//deoC//ulaG//nlpI//lysO//uidA//kefG//rph//ynbB//ybfA//hrpA//cusS//mug//yicJ//ygfI//pfkB//tomB//lysO//mhpB//pdeD//yfcP//dsbD//sppA//entF//rplS//yciV//lldR//pgpA//ydiR//pntA//yeeJ//sgcX//pykA//yiiM//yhjV//lptD//epmB//fadA//bioA//tldD//rimI//ispA//ppsR//torI//mog//ppsR//hisF//ygeA//
GO_0009453_4	minC//
GO_0009454_5	truA//
GO_0009593_4	hypB//yqiJ//
GO_0009597_5	nemA//
GO_0009605_3	clsC//csiD//yebZ//intS//yneL//dusB//yiaA//yehP//ycjR//gltP//nrdA//galP//fadJ//secE//qorA//hcaD//recE//scpB//ulaA//ttdA//kdpA//insA-1//fabI//hdeD//barA//rlmC//secF//fimD//yieE//hypF//sodB//pheT//proC//chbC//degS//rtcR//dppD//lnt//mutL//putA//smrA//galP//glpB//tsaC//rplQ//mliC//lpxB//yfbR//yodD//folP//cusB//ycjY//rutF//asmA//preT//malX//cysU//ydjL//mcrB//serA//mdtB//opgB//yjcS//narU//moaD//gshB//flgM//yejB//garR//ygcR//thrB//narX//ddlB//codB//gcvR//gcvP//osmF//
GO_0009607_3	glpD//hdeA//cysH//ydiV//narX//nagE//ygcO//dinB//intS//narY//citT//ybhA//nrdD//mhpT//
GO_0009615_4	glyA//ftsP//ftsI//murI//pyrF//ychF//epmC//glxK//kdsC//rpsG//perR//ybiV//secY//cadB//
GO_0009628_3	tusD//yahF//nagD//ybcQ//rutC//crcB//ugpE//yhcN//araE//pfkA//mdtM//rhaA//dusC//flhD//yhbX//yghW//yneJ//yigL//frvA//rbbA//bglH//agaC//pheA//btuC//ygfX//fliZ//rbbA//cra//bacA//galF//yihR//gpsA//acrA//agaI//maa//endA//mrdA//gloA//caiB//phoR//marR//motA//ftnB//ybhR//atpE//kbaY//acrE//modA//pheS//panF//yjjI//amyA//aceF//rdgC//yfdR//hyfA//znuC//zapC//nirC//rnlB//dsbB//efp//casA//tdcG//skp//phoA//rplT//narY//sapA//lptE//bioC//purB//fcl//yhjX//argI//yqjA//gph//yafN//cmtA//alsK//ytfR//trmO//kefC//arnD//yfiE//cyoB//cueO//abgR//ytfQ//pgl//menE//xylG//hisQ//rfaF//yjjV//rnlA//fliA//argP//lgoD//mcbA//slyA//relA//mhpD//pyrH//glnA//nrdF//treA//fhuF//setC//gabD//rplT//hemH//uup//yidK//scpB//sfsA//glpT//ybdM//ampE//fliS//hisB//yqaA//ymdB//proP//lpxB//deoC//bsmA//nuoN//yrdA//gshA//amtB//proX//speG//citC//sad//perR//ydcO//sspA//frmR//mnmE//fetA//yaaY//ydaN//secA//rffC//ydhC//ghoS//nikC//arnD//ycjR//xseB//ydaN//ampE//pdxY//cspG//gadW//creC//dppF//pbpG//rffT//mdtD//acnB//fucK//insH-6//ssb//hisF//rpiR//matP//dapB//ribB//ftsK//yebK//cysD//tbpA//ilvD//gltI//dgoD//hybB//setC//trpD//yhaC//der//grxD//guaC//rplL//gltX//yciH//ydgA//mgrB//livF//rffT//guaD//bipA//elaA//sfmH//rlmJ//menI//abgB//yiiM//gnsB//ygcW//menB//betT//flgG//dnaN//nudF//waaG//hemH//otsB//menE//cdsA//wecE//rplW//ybjD//ybiH//nagB//ilvH//hyaC//waaB//oppA//mltF//purU//hxpA//cbeA//tamB//ulaA//lolA//rhaR//hisS//xanQ//
GO_0009635_4	mioC//
GO_0009636_4	rpmF//fucK//yqgF//pspG//ompC//proS//ykgF//ybaQ//leuB//cbtA//malS//bioD1//mgrB//yhjR//mglC//pdeR//sapA//pck//dhaM//yraN//hokE//maoP//mdtE//cysK//nmpC//srlR//gstB//uidR//cutA//insI-1//hsrA//
GO_0009637_6	entE//
GO_0009651_5	mpaA//livG//rhtC//dedD//tsaB//clpP//
GO_0009653_3	frdD//
GO_0009696_4	bcp//
GO_0009697_5	cdsA//
GO_0009698_4	hisF//
GO_0009712_6	waaZ//plsB//dgt//ogt//ppc//ubiG//rcnB//hemD//macB//sapC//
GO_0009713_7	ykgF//grcA//cptB//rho//ydiK//artQ//bamD//fieF//speD//
GO_0009719_3	opgD//hchA//yqaB//
GO_0009730_5	nadE//
GO_0009743_5	maoP//
GO_0009785_5	ytfP//
GO_0009850_4	dsbA//dcuR//ansB//feaR//dnaK//copA//tsaC//xthA//pgaA//tsgA//yafO//vsr//livM//
GO_0009852_5	cusS//yqgB//trpGD//pspG//nanT//ybhS//nadB//ybiH//kdgK//pykF//rpnD//aroB//hslR//
GO_0009889_5	yfiR//yeaK//moeB//gstB//yeeA//torC//gcvA//aroK//lsrB//ddlB//pbpC//rep//lolB//glyA//pgsA//ygcR//mdtD//glsA//yqaE//yddM//murJ//narP//kefF//ssuA//fimZ//gloB//ybeF//mdtM//uxuB//puuC//fhuF//mtr//ttcA//insI1//lptF//aroB//glgX//lpxT//sgrR//mltF//mlc//lolE//flgK//hemN//queD//hisP//ugd//minD//yiaN//rsmF//eutB//ybjD//emrY//hinT//glnK//tdcE//mrcA//pepD//sodA//yhaJ//cpxP//ansA//thrB//galR//ortT//mmuM//gadW//livK//chaA//putA//yfaX//lsrA//nagD//clpA//ybdR//agaC//ydjM//folX//ygeV//hicB//phnC//secY//yfgJ//yejF//hiuH//cas2//csiR//hupB//thiQ//mhpD//ubiC//hypD//nikD//epmB//lysU//nhaA//yhhZ//rlmN//clpP//idnO//dppC//tomB//dicC//lsrD//hemB//treB//mnmE//tdcR//pdxJ//cbpM//tcdA//nirC//flgB//phoU//phoB//panB//rfe//murG//hofP//mhpD//bcr//cheW//rutG//dacA//yegT//galT//ttdA//yidE//brnQ//spy//rpiA//rsmJ//narP//yehY//fnr//pliG//pdeR//priB//casB//uvrD//rfbX//lipB//xylR//macB//yiaJ//rutB//ssuD//mdtE//iclR//rhaB//murP//deoR//speB//cdgI//pgl//nuoN//yfeO//frdD//dgt//hemE//waaU//rpsR//hycB//lpoA//bioD2//glsA2//edd//rplO//bglH//mhpT//tilS//yqgB//umpG//cmtB//insH-5//rbsD//yfaE//luxS//ybaK//bioF//rpsQ//rpsJ//grcA//yjiM//cysC//bglF//deoC//rlmJ//sucB//ypjD//patD//serB//cyoA//fliZ//csrD//degS//fepC//accD//idnO//ycbU//mocA//patD//yiaM//fadB//yagJ//ortT//yjiY//arfA//yagU//sufA//eamB//rhoL//fdnI//gatB//puuC//yadV//ybgQ//tamB//cdh//sufB//cdh//trmD//xanQ//vsr//tynA//tatC//mhpB//sucB//mrcA//nlpE//lolD//macA//cof//ybaM//yeiG//yciG//hslJ//alr//mnmC//caiD//potD//pgi//yhjA//menH//ybiW//fimC//coaA//hyaC//efeO//speC//yjiY//rpsR//nadK//zapB//dcuD//cdsA//pfkB//amiB//rhaS//mdtM//gntT//relE//aroL//blc//yabI//cysQ//lsrG//sfmC//yibH//cysG//glpX//cspG//gmk//mcrB//yeaK//phoQ//mcrB//hemL//lptD//secY//ybaT//dgcQ//ddpA//artP//phnL//tdcG//gsiC//ftsW//obgE//purD//yecS//cheZ//yfcR//ascF//tdk//lpxM//paaK//cysQ//rhsD//leuC//uidC//yhbY//ybhA//garK//lsrA//thrL//hisP//fliT//yphD//yfeD//glnK//nlpA//yjiQ//tauD//psuT//gltX//
GO_0009890_6	bioF//ygbI//iscA//manY//malI//gntT//nfsB//narK//caiD//purD//rplJ//phnK//ydjK//adiA//yiaL//ynfK//lysP//appY//thrS//helD//hcaF//iscU//ydfD//treR//ybdO//uspG//katG//yehZ//csgB//dcm//fliT//mlaF//pykA//pdxJ//garP//nimR//hypB//rcnB//rmf//ggt//upp//hdfR//prkB//yieL//ftsL//guaA//mukB//ycjR//aroD//aspC//folC//ftsA//dinI//yihP//glgX//caiF//sfsB//rcsD//pgsA//ydiK//yneL//diaA//frmB//srlR//bcp//yihX//ssb//cyaA//soxR//dgcN//yfcP//ulaR//mrdB//yghU//ynaE//mobA//nuoB//patD//cysS//feoB//clpA//sdhE//yhdW//malF//puuD//ydeT//cedA//iaaA//acpS//allD//nhaB//rffG//ddpA//bamC//ybbY//bluF//trmL//ubiG//ilvH//perR//fucO//chaA//htpG//ybjI//agaS//pheM//lsrG//paaZ//ybaM//murG//accA//lspA//ydeE//dgcM//afuC//pgpB//ydfG//tmk//hybO//prpD//ldtD//
GO_0009891_6	plaP//yhfK//tauC//dgoK//yjiM//fdoG//rimJ//fimH//yfeR//bamD//recT//murG//thrB//insB-2//amiD//artP//cusA//glk//acpH//erpA//trkA//cbeA//rlmA//ftsE//fimE//selD//recA//btuF//rsuA//yhjX//yddA//crr//yceK//allD//msrQ//ihfA//rpe//ynfF//nrfC//paaJ//galE//narK//yeeA//spy//fadB//betA//aceK//yccS//bamA//xapR//lacY//rplT//mscS//sgcA//pdhR//yaaY//rpsI//fliT//rlmA//aceB//alsC//znuB//rutG//ackA//hcaT//rlmA//dpiA//chpB//nikD//queC//yraK//cpsG//yajO//lamB//alsA//ftsA//eptC//nuoF//casC//glgA//yhjC//cas1//proA//
GO_0009892_5	hisG//yahK//fliL//rssB//rrrD//tap//ftsH//puuA//pnp//frdD//gadW//dcd//garR//recE//sodC//glnK//metC//exbD//tdcD//mmuM//gltL//bisC//sgrR//fhlA//menC//glpC//rcnB//rfaE//phnI//ycdX//artI//araC//rssB//cas1//insI-2//lpoB//modA//queD//soxS//gcvA//hofC//ibsB//ybgI//fadA//frwB//rbsK//ghoT//yejE//clsB//envY//gatZ//yaaY//yjfF//glgP//rpoH//yqiI//rplR//groL//yfiF//tabA//prpD//ydcT//cpxP//hypD//speF//sfmH//aer//hrpA//menI//entF//acrA//ybaL//rlmG//galR//ddlB//phnO//msbA//ubiD//lapA//potD//gph//yehU//xthA//yghW//sapA//slyD//nuoM//rspB//abpA//rihC//gadW//purA//ychH//ugd//tdcF//secM//sfmA//sbmC//nrdD//gpsA//rfaE//tusA//matP//tyrB//iscU//afuB//tpiA//yajD//secA//hscA//cyaA//ygiS//ychO//entE//abgT//rpoA//secM//glnQ//bioA//fabI//rlmM//fliG//ilvB//sapA//galS//zntA//lacI//ydiZ//agp//elbB//gadA//panF//phnG//dtpC//narZ//rpoE//tusE//rpe//fruB//ushA//umpG//proQ//lldR//ade//trmB//glpX//
GO_0009893_5	elyC//cyaA//ybhS//fixC//yfeR//trpR//mtn//ydhJ//dut//rbsK//btuB//fecA//elyC//wzyE//torS//murR//hcp//tdcB//emrB//copA//rne//glcA//elbB//priC//yphC//ygfI//ftsE//ccmD//frmB//yqjA//gmhB//rplJ//ybjL//btuB//ybiI//xanP//fkpA//yhcH//bcsQ//glpB//ftsH//uhpT//speC//gpmM//waaF//fepG//folX//purA//fimH//araA//rclC//ribD//rutC//prfC//rlmH//leuO//zntA//lptC//lipA//lsrK//ssuE//malZ//mdtG//iscA//rhmR//yajR//betB//fryC//flgE//fimC//recD//gudD//rcsF//bepA//rimJ//gadB//hypA//mdtF//yjtD//gcvT//yjhC//nrfF//secG//rluF//hofM//pgaC//dgkA//sohB//mnmA//nikR//speD//eutA//mrr//yhdJ//dnaG//casE//rstB//flgA//gadE//
GO_0009894_5	parE//ydhJ//galE//cdgI//hicA//atoS//yghO//phoQ//xerC//yhdX//plaP//rseC//yeeY//mgrB//
GO_0009895_6	sgcB//pabB//adiC//srlB//
GO_0009896_6	pflC//serB//mqsR//
GO_0009966_5	ftnB//
GO_0009968_6	dgoK//
GO_0009970_6	mcbA//srlR//hdeB//
GO_0009972_10	yibT//
GO_0009991_4	rlmN//cyoB//mtnN//tsx//ydiV//birA//ptsI//rihC//priA//chbG//rsmB//cdaR//fcl//carA//recN//pflB//fimZ//hyaB//fimE//yabI//lhr//rsmC//rutB//appB//skp//paaK//yagI//ugpC//ulaE//yiaJ//sdaA//gfcE//fryA//greA//tisB//rna//oppB//aaeA//gatY//mtr//opgD//rlmJ//csgG//sixA//ispU//sufS//mrr//rpsI//ydaC//cptB//paaE//gshB//acpP//ada//mfd//yafE//gatD//ggt//ygfA//yjbF//edd//yggX//opgB//
GO_0009992_5	argA//btuF//epmA//uxuA//
GO_0010033_4	ugpA//fimB//ratA//chbA//rffH//rplN//acrF//arsB//ldrB//pgrR//znuB//yjjG//lpxT//dsbC//speA//ubiB//gyrA//uxuR//trmI//mhpD//lldP//fruA//melA//fadB//rfbD//fdoH//leuE//thiP//dut//rlmC//acs//mntS//yehC//ftnB//csgF//metE//rihB//argP//ydeT//tpx//btuD//ariR//sapC//
