#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	tar//glk//dgoR//sapD//
GO_0006813_8	ybgP//yhfS//murQ//cyoD//agaV//ygaH//pstA//mnmA//nadE//ybjD//rfaD//mutY//lpxK//artJ//recJ//ypdA//dnaB//
GO_0006814_8	ygiN//fepE//xylA//pinR//uhpA//hlyE//hrpA//sfmF//fadB//
GO_0006816_9	livM//
GO_0006817_8	rsgA//yfjV//mtgA//tatC//fecA//rfaC//hsrA//matP//fabI//
GO_0006820_6	dnaN//lpxH//yfcV//glgX//ycgV//flhE//ldhA//apaH//lpoB//ilvE//yiaU//livG//panF//frsA//hokB//yhjC//dnaG//thiD//yaaA//hcaR//ftsN//rhaM//lacZ//yfaU//umuD//puuR//frdA//emrE//hemE//fepD//obgE//ybcJ//alsK//glgA//frlB//slyD//mnmC//bcsQ//hemA//nrdD//asr//kduI//ytfR//tadA//yfjV//uidR//fdnG//insH-6//patD//alsA//livJ//fimB//tehB//fruK//alkA//fryA//ycfL//cusA//rtcR//pspA//fkpA//pspD//yqaA//alsK//ygiW//prs//manX//glpA//ygcW//ydcP//fdoG//mdoG//rsmD//yfdG//cadA//treA//artM//acpH//mltC//tolR//mdtE//ybdR//tonB//cbrA//hyfC//nrfG//yfeO//umuC//degP//ghrB//ydaC//kdpB//pdxJ//alsC//fre//rpsT//symE//fliA//fieF//fimA//hisF//hofM//yfiC//psuT//sutR//pitB//yaaU//nrdI//yhjX//intZ//rluA//rlmM//dgoR//matP//ttcA//trpD//appA//dinG//ydeI//cytR//acpS//mngA//rsmJ//fadL//sbcC//ygfX//fliK//ubiE//asr//ycjY//livK//pstC//nusG//galS//yejA//moeA//rluC//ypdC//waaA//yahN//tdk//hdhA//psuG//clcA//ddpA//ypdC//ndh//pth//nemA//dam//recB//ybaQ//narZ//mngB//phoA//prmC//add//metF//fdoH//yhdZ//yijE//torC//erpA//hcaE//gatC//ssb//ihfB//rutF//lysU//dkgA//cnu//era//rcdA//valS//fau//talB//rfaQ//
GO_0006821_8	yahF//crfC//yiaJ//
GO_0006824_8	clpB//ygeW//miaA//yfbR//
GO_0006825_9	frdA//tamA//yagE//ybiA//dfp//glxR//tabA//
GO_0006826_9	acpH//hflC//chpB//mrcA//mhpA//mdfA//relB//dctR//yhcN//ydeP//higA//gcd//glxR//purB//kdsD//yebG//fhlA//
GO_0006828_9	yafE//ydeT//obgE//
GO_0006829_9	garK//hipB//nagK//gor//flhD//copA//purU//pdxH//pepD//
GO_0006833_6	uup//
GO_0006835_8	sfmC//glgA//nanC//malS//fumB//cstA//etk//iraP//ynhG//rpsR//ydaV//cbrA//cpsG//modB//
GO_0006836_5	ilvM//solA//hicA//ydiR//phnJ//fis//chaC//argG//epmA//pfkB//
GO_0006846_7	dnaB//ftsE//
GO_0006847_8	yhgH//
GO_0006855_6	lexA//ibpB//cspI//lacY//ybhG//lgoR//yahB//gppA//hybB//pcnB//zraR//hsdR//ybcF//pheT//casE//sapD//agaC//ompN//fimF//phoU//hda//ygiN//pflB//cbpM//yiaL//fabD//torS//argC//lexA//ynaI//zapC//opgD//acrZ//fdoI//mntH//ygeW//ubiF//dicA//lacI//insA-2//pheA//ychF//pcnB//gcvA//lysO//yeeO//arcC//ydiF//hicB//yhhZ//rcnR//mgtA//hypC//garD//agaR//ascB//cyoB//serA//
GO_0006857_7	hcaB//garL//ybaK//nudC//yfgJ//hyaC//arnF//lepA//rseP//rffM//trkH//yccA//arnT//ftp//speC//tyrB//pykF//hcp//yobF//ccmG//gutQ//torZ//prpB//mglC//proX//tldD//rfe//
GO_0006862_7	rlmD//
GO_0006863_7	accD//xapA//eptB//epmC//mdtQ//kdgT//rhoL//rnb//
GO_0006865_6	cecR//pckA//rsmJ//nhaB//adeD//yciF//ulaF//ygeX//atpG//artJ//recE//rpmC//actP//yaiP//rimK//aroC//lpxP//ribF//treR//oxc//rusA//csgG//ybbN//dacC//lamB//patA//gcvH//rpiB//agaS//ftp//sulA//hha//sohB//yhaJ//thyA//malI//mraZ//hinT//rclR//patZ//yhcF//rutA//dppA//cusB//hslU//bglF//dicB//yhjC//yigL//trmJ//moeB//rbsC//ybjL//gstA//yfgI//abpB//dgoK//nrdF//hisG//ndk//nfsB//tsx//lipB//aroK//curA//araG//macA//evgS//yieE//intA//rsmC//uup//tyrB//
GO_0006868_7	holE//gatD//luxS//
GO_0006869_6	aspS//phoU//ycgV//kefF//borD//frmA//ygeV//ghrB//lptG//rutA//aspS//folP//ybeQ//dnaA//rplI//trpL//rpsG//dsbC//secD//rhtA//groL//hemL//pinR//
GO_0006873_5	yhhY//galM//glnB//yoaB//yebZ//cyoC//feoC//yiaJ//gor//recD//pspA//bioP//sodA//ftsX//sufA//iraP//glsA//yciE//thiP//mak//rnlB//mltB//tsr//mdh//erfK//yddL//groL//pflB//rihC//torA//
GO_0006874_8	potG//
GO_0006875_7	allR//rlmM//rzpD//prfA//narY//fnr//bhsA//tcyJ//yidK//fdnI//sdhA//fadB//waaA//leuO//yieH//mobA//fabH//yceD//mscS//dgcZ//lsrB//
GO_0006876_8	amyA//
GO_0006878_9	mhpT//thiL//yjiQ//ung//thrL//
GO_0006879_9	ycjU//ygiW//yfeD//csgA//rsmF//lpxK//purU//adk//asmA//iclR//rplO//
GO_0006880_4	narZ//trpB//afuB//
GO_0006882_8	yoaA//
GO_0006883_8	ilvA//pspG//yqgF//
GO_0006884_4	pyrG//arnF//hxpA//lgoR//yfdC//
GO_0006885_9	pspD//yfaV//ynfH//rlmE//amiB//otsB//ygeV//lrhA//nirC//tabA//dapF//
GO_0006886_5	aceB//ugpB//tusE//pheS//ybiX//gatA//waaU//rpsM//kdsB//citC//ybdO//
GO_0006928_3	manA//yneL//glvB//sfsB//exbD//ampD//fadK//mgrB//yraI//era//proA//potD//rlmI//pitB//eptA//yehY//tolA//ydcM//evgS//metR//tcdA//bcsQ//ssuD//prc//bluR//rutE//pgaA//aroH//ydjH//intS//rimL//puuP//bamA//yddM//yejB//caiD//pinE//yhdW//yfbU//ddlB//rsmG//araC//lpxC//rcnB//
GO_0006935_4	yccS//trmH//entS//ampE//prmC//narV//dhaL//tdcE//yehX//nagE//hcaR//chbG//sad//yhcN//yfbS//yjjV//
GO_0006950_3	rtcB//exuR//yjbB//yfhH//srkA//rhaD//exbD//cstA//uxuR//rnhA//tatE//flhA//purA//macB//ilvB//oxyR//hyfF//betT//yfbV//tufB//uspG//rbbA//yebG//menF//yfdK//hybG//radD//tsr//csrA//nagZ//dapA//ftsP//chbA//leuA//rplR//yfcG//kefB//yidC//melR//adhP//nuoH//rhoL//ydjJ//metE//yagE//proX//gntP//rluC//hflK//yeiE//nhaB//fpr//yhbQ//ygbL//mdh//cvrA//dgcN//hcaR//fetB//cmoM//yhfS//yhcN//clpX//yecS//sdhC//rsmG//yqcG//ygcR//dld//moaE//xthA//mdtG//gpp//insK//ribD//yneL//rimK//metH//ftsA//poxB//degP//vsr//ybiW//ygiV//csgE//ftsP//insB-2//crr//yfaL//yrfG//oxyR//gadB//aroF//rpoS//accD//ldcC//dcm//yobA//ulaG//rlmE//ppiA//proP//yciV//puuR//argR//mdtJ//pagP//mutY//yhiM//wecE//malZ//yjeI//yqaE//ynbC//cheA//rimL//infB//alsA//tsf//yphD//manX//wzb//livK//flgJ//dnaK//cvpA//mdtJ//yqiH//yohC//panB//aroE//yfcP//astB//agaC//bluF//yhbO//manZ//lpcA//yedF//appY//napD//hpt//nepI//yibA//hipB//truD//yihX//sdiA//rluD//glpX//tsaD//dicA//mngA//yjiX//cueO//tonB//yqiG//fliS//rapZ//kup//dkgA//coaD//hupB//ugpC//yajD//narP//mntS//pta//atpF//csrA//rpsP//ybdH//tusC//eptB//yebK//cbeA//ygeV//serB//cheB//sdhD//yhjD//rimP//sgrR//rsmH//cusF//ettA//ldtA//yedA//copA//hofP//fes//ptsG//arnA//kbaY//rcnA//gltB//pdxA//sthA//yejE//priC//yiaA//puuC//rffT//ydcZ//ydfG//mdtF//yqeF//glgA//ytfE//moeB//recD//bglF//yjiM//chbA//hypB//ligB//tdcF//rna//cyoC//murG//nrdR//ydfK//dicC//yfdS//nhaA//yehP//htpG//elyC//fadE//fepE//phnM//fixC//yrdA//ubiG//dnaB//yihR//gpp//narK//yfdS//mhpB//rpsR//gcvH//ccmE//cyoB//gutM//yfaL//flgI//tig//grpE//arsC//mqsR//yihR//zapE//gatD//yidP//yedA//cspD//hybB//argT//lptB//ygaV//fumA//frmR//nuoB//cpsG//kup//thrB//thiI//hxpB//dicA//lpcA//yidH//yhbS//nusG//yjiR//yggD//proP//kdgR//wzzB//sfmA//mdaB//yggF//ftsX//yraK//rpsN//ybgI//argB//leuE//yhjA//yciV//glpK//ycjR//hypC//agaR//hofC//yajL//cydD//ssuB//ybeY//thiM//clcB//dgcF//yneE//frvB//qseC//yehT//serS//yfcF//mraZ//ppiD//yiaO//ydcI//mscK//prpR//menA//yadM//trxA//nanE//rpsK//cheR//flgH//gpsA//nanT//ymfK//recD//tolR//glnH//mreD//gdhA//fucP//betI//lolE//yihO//asnC//ygaV//aldA//yhcN//tehA//cmtB//ftsZ//dosP//ilvA//hyfF//tldD//mtnN//syd//yedP//bcr//osmE//scpC//bacA//cra//rimM//yegD//cspI//fumB//umuC//rpsQ//groS//mraZ//hupA//degP//rhlB//gspI//allB//thyA//dps//rplO//potC//alsA//alaS//gltK//leuC//flgC//queA//trmA//tusC//trpC//coaE//hyfR//agaA//pgsA//ispF//rdgB//fdoH//tehA//cpsG//cydC//ycdY//lpxD//metG//yfiR//aaeB//mutM//nirB//folC//mreB//ytfR//ycjQ//mtn//ynfE//hycI//tatD//talB//sdhD//ttdB//leuC//sgbU//nrfA//fhlA//alkA//cbtA//puuP//tisB//malY//eutB//gatC//pckA//ygfI//argO//melA//yraH//dsbB//fepG//moeB//pyrE//frmA//nlpE//gltS//yfiF//caiT//rhaD//ydjE//rffT//trmA//yehZ//caiT//pykA//moaB//guaC//ygaH//tsgA//metF//menC//tap//agaA//ydfH//umuD//ychF//eco//hslJ//phnG//mscK//rpsD//degS//holB//ilvD//ugpB//xylH//pheA//efp//manX//ahpC//yicJ//malP//ygaZ//ftnB//mdlB//sufS//kch//ydiO//livJ//gltI//rutB//mog//ybdG//abgA//yagE//speE//hisP//yceO//atpC//
GO_0006952_4	yfbV//fre//cusS//gnd//ybcJ//znuB//nagA//gadB//panE//mhpA//ade//sppA//
GO_0006970_4	kefG//tomB//moeA//yieL//zntR//rutG//puuP//rph//nrfA//relA//ubiE//rplR//nikD//tdh//iraD//fadL//hisG//yeeA//tatB//gudX//nuoE//yahB//glnB//phoU//galR//kilR//mdfA//ybiY//yqiJ//wza//asnB//yadK//tpiA//sfmD//lolC//yjbB//gadE//mioC//
GO_0006972_5	rssB//rlmC//leuD//ybiT//ycbX//murP//araE//gntK//phnG//chiP//fimB//rpiA//lpxT//lysO//
GO_0006974_5	ydhJ//ydjL//metL//cynT//yajO//mlaC//queA//ygeW//galU//fryC//ldrD//rhaA//ulaD//mqsA//alsB//rpsA//hcaF//vsr//nimR//rffT//degS//cueO//rutE//matP//pdeD//paaF//uspG//hscB//ada//opgE//yrbG//yebG//cusS//chbF//pabC//aspS//emrK//glgX//clcB//nirC//rsfS//preT//araH//pnuC//hypC//ttdR//yfeW//lepB//fliK//rnr//dapB//accC//mltG//ppx//nuoH//uhpA//dnaE//ispA//sufE//cspC//sgcA//setB//mdtQ//cpdB//bhsA//betT//copA//putA//ldrD//syd//ypdI//mgsA//ftnA//glnP//ynbD//ulaF//bioD2//hisP//frlB//ulaC//obgE//ydcS//cheR//ymgA//leuC//yraK//mlaF//livM//puuE//aroB//yqeG//accC//gmd//adiC//ivy//opgB//rpnC//yfcS//arcC//ilvB//yjiX//cyaA//lpxL//pgpA//cpxA//creB//amiB//lsrK//ompC//hchA//pppA//pgpB//hyaD//phr//bglB//rssA//garP//rppH//nemA//yqeG//phnL//asmA//ftsB//chbG//feoC//entB//melB//lspA//pgl//tusA//atpE//ccmG//artM//eutA//yhhZ//sdaA//cyoD//minD//hisP//truD//ydcT//blr//adhP//srlB//potF//yqcG//cynS//aroE//fryC//iraM//yfgO//nemR//ydeT//yccX//yneE//ruvA//tcdA//helD//uxaB//ubiD//rplA//afuC//rpiR//ilvB//sdhE//mtlR//ade//dcd//yfdS//dicC//mgtL//dgoD//hmp//tsaC//ydiQ//pgaA//patZ//glpD//preA//aceA//uof//nuoF//kdpD//casC//agaS//recF//feoB//hslO//ybcF//pepQ//ybbW//torI//erpA//ribD//emrD//acs//nhaB//pstB//ilvI//nadA//nimT//yebG//rzoD//elbB//yfdK//pitA//hicB//yccA//lacI//yfeO//rhaM//wzyE//purD//ibsC//menE//lplT//ytfP//speF//lptF//hipA//yfcG//yjjQ//miaA//yjiA//mutS//uidR//wza//murQ//rsmE//pspF//avtA//nudB//prmB//dedD//ulaG//fliM//sanA//folX//cysS//edd//ybeQ//fixA//yegD//lpxM//ptsP//mppA//
GO_0006979_4	pspG//yfcA//chpB//tus//ldrA//rpsK//pntA//cmoB//deoR//slyD//nac//pbpC//kdsC//mcrB//mraZ//corA//metQ//yqgF//dbpA//tadA//kdpB//astC//pepB//amiA//gcl//ydjK//ftsL//yaiW//hipB//artJ//rpsI//thrC//yhjA//yhdX//murC//rsmD//ybeF//fucK//opgH//idnK//fabD//yhcN//torS//hokE//znuA//tmcA//yggX//yjfP//yghO//yiaB//ldhA//ugpE//frsA//metH//cmoA//lon//amiA//rpsR//aldB//ymjB//rpe//xapA//ispB//yfcQ//focB//yneE//recE//glpA//speF//pdxH//pdxJ//lolD//tsaD//argG//nagZ//bluR//rpsQ//stpA//cpdB//ynaI//clcA//dtpC//rfaC//oxc//proA//thiI//
GO_0006986_5	ompR//yfhH//cstA//metH//yhcD//ypdA//
GO_0006995_6	zapD//glgP//
GO_0006996_4	hprR//leuE//fliG//kdsB//ytfT//glgX//nupG//yhaM//xylA//lpcA//bamB//yjhH//rhaM//ilvA//eno//appB//leuO//ugpE//yegS//kdsD//ftsN//rarA//folA//yagG//rnlB//oppC//yfbV//pal//ecpR//dcyD//mak//ybiJ//hcaR//pepD//cdaR//tsr//aslB//sseA//ybhP//
GO_0007010_5	yibH//
GO_0007059_3	accA//parC//tap//birA//cysK//flgJ//aroD//insE-1//ydiO//mtlA//
GO_0007062_4	asnA//nuoF//ybiW//chbG//
GO_0007154_3	dinG//corA//ynjA//plaP//frvA//xapA//hybG//zapB//fes//bioF//pdeF//rnpA//gltP//dinJ//sgrT//yfcS//gabT//arfB//sxy//yeeJ//yjjX//ldhA//pstC//ybeY//yhjR//betI//yjbH//fadR//raiA//fucA//bglF//cynT//ybiS//prfA//gppA//ompG//purF//soxS//accB//entS//dnaT//hxpA//iap//flgI//rffH//yneL//folE//yjgX//nikE//rplL//fdx//dsbD//dnaJ//cydB//serC//
GO_0007155_3	bipA//iscU//caiF//dacA//eptC//proB//wcaB//dacD//torD//elbB//trmD//mrp//fliT//uvrY//fruA//yjjQ//minC//ulaD//yihV//ynfH//gcd//kdgR//yadV//nei//nadK//yidQ//puuE//hypD//leuD//rayT//citG//mdtC//sxy//creC//tyrA//
GO_0007163_3	fixC//
GO_0007165_3	rhtB//dbpA//hsrA//epmA//sufS//cbtA//idnT//tolA//lptB//asnC//fliM//pdeK//csgB//fic//yahD//nanE//fadL//tnaA//groL//yhdX//gcvT//yidA//fumA//ansB//ccmF//recR//yafQ//fadM//alsK//hyfR//pntA//gltD//yjiY//pstC//ugpB//ybbY//sgcX//ftsX//waaH//yrdA//manX//garR//mdfA//ftsW//comR//cbl//ybjL//aroH//queG//alr//yafQ//purB//hemL//yehA//yfbU//mukB//waaO//yhfK//aroD//pfkA//
GO_0007166_4	napA//yidH//rzpD//ycjD//
GO_0007215_5	rhaB//nikR//polA//abgT//
GO_0007231_4	greA//
GO_0007234_5	yciF//
GO_0007267_3	mog//lgoD//
GO_0007346_6	insI1//paaJ//folM//
GO_0007584_4	dadA//glsA//hybD//ydiR//
GO_0008033_9	pabC//recD//hiuH//rpnD//elfA//nanK//sapF//carA//opgH//yoaA//pliG//gltL//norV//yfiE//hpf//yfbV//hprR//ydiB//yidR//mtlD//fimG//ybhI//phnO//zntA//menF//ldtC//bioA//fixC//sdhA//arnT//ymgC//tufB//dapD//secB//frmA//rnhA//galU//truD//grcA//yfaL//bioP//paaH//nepI//yfcS//slyD//hscA//tsr//dgcM//xseB//ilvH//yjbE//murC//agaB//ynfF//hypA//fur//
GO_0008104_4	wecB//narX//yciG//yigL//livM//rlmB//gcvP//gudP//ibsE//mukB//mutL//waaL//clpP//yebQ//ssuE//garD//gutM//tehA//phoR//yjcS//thrL//yebG//fpr//dsbC//crp//djlC//aslB//lysU//yddL//fecB//hprS//gluQ//aldA//araH//yggW//ccmG//agaD//gatC//ybbY//hcaE//livM//creB//mgtA//rplR//dinJ//ftsK//glvC//rhaR//pnuC//
GO_0008156_8	tnaA//purR//lpoB//bamA//cyaY//pepQ//
GO_0008202_5	mreC//
GO_0008206_5	fabH//
GO_0008213_7	cdh//frdA//flgB//lrp//kdgT//yidZ//oppD//ftsZ//
GO_0008216_5	glvB//murI//ydiZ//
GO_0008219_3	yeaV//araB//yccA//def//leuE//ypdA//cysS//lhr//yqeG//phoE//recG//rtcR//cysN//dtpD//yhgF//
GO_0008272_6	rpsL//yraR//manY//ypdA//brnQ//eutB//atoB//
GO_0008295_6	chbC//intE//pyrH//
GO_0008299_5	umpH//mdtF//dgcZ//menD//yejA//kdgR//
GO_0008360_4	rsmJ//nikA//nikB//pdeD//trmH//entA//gatY//rplX//ibsC//mscL//pitA//cecR//nrfB//waaJ//yehY//yfiR//
GO_0008361_5	fiu//htpX//tgt//opgG//sdhA//
GO_0008380_8	tsaD//
GO_0008610_5	fruK//rplA//nikA//bdcA//napD//srlE//cdaR//cbeA//alsB//dgoR//yfbR//argT//cutA//gntU//nagC//ygfZ//trpA//yiaA//yigL//argO//uxuB//yaaJ//yhjA//dgoR//srkA//dgcZ//nuoF//yciA//glgX//ydhQ//casC//paaX//dmsA//mmuP//cbrA//nudC//puuA//yqjH//yacG//gmk//narH//pfkA//ribD//ykgM//rhmD//xylH//hybB//grpE//thrS//rutG//higB//fhuB//rfe//ybgQ//htpX//clpA//tus//rarA//serS//mscM//cheZ//hdeD//mdfA//argC//mutY//moaB//ypdF//
GO_0008614_5	yeiE//glpX//prs//yfdO//gabP//pgaC//ilvC//
GO_0008615_6	fpr//intZ//rbsR//emrE//nuoE//frdC//abgR//
GO_0008616_8	greB//yqiI//purB//bglX//hcaT//dcd//lipA//
GO_0008617_9	yjhG//
GO_0008643_6	nimT//ftnA//yabI//rutR//rfaC//basR//potH//lsrR//ppiA//scpC//pppA//yfdS//zinT//dtd//mutL//smpB//ydbK//focA//melA//lysU//yjeI//rnt//rpnC//nagD//casA//fkpB//queC//holE//yehT//dut//hyfR//degQ//ampE//ligA//thiC//scpB//sdaC//sapA//sstT//bssR//yhdZ//ssuE//cmoB//rlmL//narW//sstT//cysZ//preA//atpG//idi//atoC//yigB//ybjC//ugd//fadI//fadR//dacA//yphD//gadW//cmtB//pldB//atoC//xylE//yqcG//sbp//pitA//ynjD//rnpA//casB//cbpM//ybjX//ccmH//ruvC//dhaR//yejB//sufA//yagF//macA//yhdW//yebS//cheZ//fadL//cysP//glsA//rssB//hisD//gcvH//secA//skp//creC//yidC//epd//kbaY//gutM//ybhF//modC//ttdA//rsmG//cysC//ftnA//fkpB//ybiS//kch//hycB//tauA//thiG//yecS//putP//mhpD//rutR//gpr//yraN//basS//fabZ//
GO_0008645_8	acnA//dtd//yadV//ytfP//fimG//acrR//ytfQ//ttdB//ynfL//gyrA//rihC//cas2//gph//panF//tolB//dapD//rpsA//mhpD//srmB//leuE//tesB//thiI//lysO//kbaZ//
GO_0008652_5	rlmC//trxA//ykfM//yfbU//ycfL//fdnI//modB//mlaE//thiG//aceA//cysH//ydgA//ttdB//glnA//sgcX//gcvP//xisE//gdhA//ligA//hns//prmC//bioF//aldB//cbrA//cyoC//recQ//nadD//ygeV//pbpG//panE//insB-2//mgsA//waaA//paaK//panE//nanA//insI1//hypA//emrK//sspA//wcaC//minC//ldtC//phnN//pepN//yjbF//caiT//rsmB//manY//yggE//qseC//uraA//uidC//insB-2//rlmF//thrS//rplY//ydjJ//narQ//artJ//alkA//cobT//csrA//bglB//lpxD//hipB//ytfE//yhaM//alr//pstA//cutA//wzyE//yidA//rhtB//alaS//yiaN//metI//rep//dnaC//pdeF//murF//cysQ//artJ//yneL//yhgH//dacB//atpH//thrS//ldtD//nrdD//purB//ydeP//pth//smrA//nikE//kdsC//sodC//priB//cyaY//cysN//csgF//torC//uvrA//dxs//ynjD//yhgH//recX//ybhA//entS//uhpT//gadC//rdgC//gloB//tatC//
GO_0008653_5	ycgR//ampH//pepB//rpmC//bioP//dacD//yidH//insH-6//ybhF//mltC//abgB//cynT//atoC//
GO_0008654_5	hdeA//yihR//ycjP//phnP//citE//yeaD//fixA//hcaT//mreB//clcB//ssuA//yiaF//napA//ybhJ//zraS//mepA//yjhI//eptA//mgrB//ibsE//ycgV//truB//rluA//gspI//ybjL//cysE//metQ//glnS//nanT//leuD//ycjP//radA//mntR//hinT//ygfZ//
GO_0008655_5	norV//baeR//dmlA//coaD//rcsA//waaO//cas2//
GO_0009050_6	hypF//baeR//
GO_0009052_6	bglA//csgA//aer//yhjG//yahD//ettA//yhdH//
GO_0009056_3	folC//tsx//ilvN//mdtL//tsaE//rzpR//xerD//frvA//ybbY//ycfJ//glcC//yeeL//mscL//ompG//glnK//hemB//tnaA//tsr//yehZ//kdsD//atoS//mglA//ompR//dmlR//ycdY//ydbK//rlmE//dacC//yadC//leuS//chpB//ccmC//cyoD//cyaY//ybaL//mqsA//fbp//yafS//ycbX//thrC//ssuB//umpG//lpxC//opgB//lpxP//qseB//kdpD//queG//ynhF//rarD//rtcB//ygeV//purF//hyi//ttdB//kdgT//nikR//bioH//yjhP//accD//caiE//azoR//ykfI//tusC//atpH//acrZ//aroC//uxuB//dpiB//glnE//artP//proX//pinR//gltX//ynfK//glcF//yagI//spy//lysS//lgoR//mdtO//dgcN//nrdR//aroP//obgE//napC//yahN//yeiG//fdx//rpsR//trmD//tsgA//pheT//yadN//yjjQ//osmF//topA//mhpA//ssuA//fliL//rplS//mreB//fes//shiA//yihQ//hipA//mak//ppiA//cas3//chbR//hypD//rplT//alaC//srlR//trkH//gspF//yhjV//ybaK//hmp//phnN//mpaA//flgJ//flhE//kdpC//norV//fecC//nadA//yhbO//emrB//cpxA//fabH//yhbY//mdtF//metG//yqaB//ftsY//prfA//puuP//prc//thiD//trmJ//elbB//sucB//era//rsgA//xerC//yfcP//rutR//ldtC//dmlA//yebG//ompG//fiu//cysC//waaQ//rbn//uspC//rusA//tadA//yfeW//yehB//serA//gyrB//waaJ//frdC//tsaE//smrA//bsmA//yjhB//panZ//hisF//flhA//ispF//menF//prfC//mcrB//mlaF//ddlB//znuC//uxuB//entE//ddpA//rhaR//yfbS//ftsE//yghG//paaK//sthA//zapD//ybaL//fkpA//yfdO//bcsQ//gloA//lolC//adiY//yihW//aldA//macB//rcnA//rlmC//galE//ypdA//frwD//cmoM//pmbA//proV//actP//hemC//insE-1//yiaU//yecS//cysB//gsiD//lit//rbn//aes//glcE//yhjX//gnd//yqaB//fdhD//recR//dapB//betA//fliG//ftsW//hofO//mioC//rnb//dnaB//ubiC//uspE//yebQ//rclB//rapA//abpB//yadG//yheT//hybG//atoS//cysI//cytR//ymfK//hyi//yiaA//clpP//xylB//lolC//frwB//rayT//phoE//ybhA//yhdZ//tcdA//chbB//rsmH//pinE//ybiH//ddpA//lgoT//patA//sdiA//mnmC//cdd//cadC//aldB//dapB//hiuH//dcm//fbaA//ydeT//mdtL//yjhP//dgoD//sfmD//yihS//araG//zapE//yfdC//thrB//hybC//rnhB//ycgV//panB//rhaD//mdtP//lsrA//oppD//uxuA//fdnI//gntR//ydcZ//frdB//narY//yqeA//potG//ravA//dcuR//mglA//bioD2//nepI//kdsB//yaiP//ltaE//mtgA//rssA//cstA//lpxH//rpnD//mngA//acpS//rpsP//yneE//nagA//mrp//ibsB//cynS//fruA//tsaB//abgT//rfbX//csrD//tomB//gatB//arsB//frmR//insI3//ydiZ//narZ//ydcI//yhfS//xdhB//rsmE//nfsB//yahF//parC//uidC//uhpB//cytR//rpiB//waaJ//xylF//yeeL//rimI//sapB//yggF//menE//pabA//ssuB//deoB//dcuD//queF//ybcL//clpB//kdsD//yidD//yfaE//nikB//ccmF//rarA//uidA//trg//acrA//cheA//scpC//pyrL//dapF//yccS//lit//prlC//paaE//ydiQ//msrQ//frdB//dosP//yhbS//murR//mepS//frlA//livH//trpL//gntT//ygaH//dnaX//cca//barA//yfbR//flgB//opgG//arnT//glsA1//astB//yrbG//garK//ppsA//fiu//hypD//treC//gdhA//ybcC//dgoR//ilvD//mglC//yagE//rpsG//purR//secE//pspA//yhbX//ybaE//ypdC//ybjG//paaF//yahO//hicB//
GO_0009057_5	borD//murQ//rimM//macB//yedL//frwC//recA//syd//yhaJ//rihC//puuE//coaD//yhbS//citC//msrA//rdgC//ydiK//ridA//syd//csrD//ybaE//dicB//purB//pdxH//betT//grxD//lysR//aldA//baeS//yjbG//hisP//holC//ygjH//yajL//iclR//shiA//grxD//tusD//treB//glxR//patD//caiT//yegV//ybjD//guaA//cspC//xanP//ccmH//speE//rpnC//rfbX//mppA//menE//cpdB//
