#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	eutR//fnr//cbrC//aroD//
GO_0009266_4	yehW//tonB//trmI//insI3//bioD2//ygeW//zapD//yjbE//fixC//panZ//rplP//rhaD//yghB//lpxH//phoP//selD//kdpB//tatA//fadH//yidZ//cysB//flgM//uxaC//envY//dgcQ//hicA//yggW//tilS//insF-1//cpxA//livJ//yfcG//yedA//casB//yijO//minC//ade//nfi//rbsC//spoT//parC//prlF//ybhR//rlmN//msrA//iraP//yhcH//hofM//apt//ycjR//crp//melA//purA//phoR//purL//mutT//ldrB//abgT//tusC//csdA//bglH//hpt//mug//aroL//gltI//pcnB//rluB//yjiA//nadC//yhdX//yneJ//moaD//rodZ//ydeP//carB//hcaB//etk//waaB//pstA//prmA//yneJ//mutS//
GO_0009267_5	ddpX//ansB//ybdH//orn//cpxP//lexA//clsB//frsA//purN//ynfF//lasT//sucA//tdcC//selD//panE//cpxP//cynS//frlR//tyrR//araB//clpS//norR//uhpC//ldtB//ynbB//trxA//
GO_0009268_4	kduI//yjgX//rclR//pgm//ytfE//insB-4//nudF//serS//zwf//yadK//paaC//sgcA//hokB//ttdT//rhaM//feoB//rlmH//ygjK//bioH//slmA//rdgB//btuD//bcsA//yjiM//ybjI//glxK//dnaJ//
GO_0009271_4	fimC//mltD//dbpA//
GO_0009273_5	clpS//psuT//greA//yciE//fadE//aidB//mntR//argD//pinR//cynT//
GO_0009290_6	cdh//ydbD//
GO_0009292_4	cobB//gabD//
GO_0009294_5	ubiI//ygfA//
GO_0009297_6	dcuB//ygfA//yjjW//ybaQ//pabB//otsA//lsrD//pyrB//tus//cbtA//pitB//metE//ybcC//grcA//
GO_0009298_7	yobF//trmL//fimZ//
GO_0009305_7	rpmB//
GO_0009306_4	citT//grcA//hybF//ftsN//yfaX//ynaE//zntA//
GO_0009308_5	intF//tcyL//glk//tolB//mltF//hcaR//asnS//hfq//rpsG//insA-1//ettA//opgC//sucC//recF//allD//recC//sgcX//asd//yahD//arnF//appB//acrB//tag//arcC//topB//ppiA//ariR//
GO_0009309_6	atpG//dcuR//umpH//lpxH//rplK//ibsC//yddL//yifB//acs//rcsC//ybcL//yciF//osmY//fabI//
GO_0009310_6	cpxR//yghU//cadC//gudX//puuC//nhaB//thrC//dpiA//nrdA//dhaM//sodA//yhjC//yfgO//
GO_0009311_5	xylF//mak//araF//cueO//argG//uspF//lacZ//insF-1//yjjW//ssuD//intF//dgoR//yghU//dtpD//kdgR//yciA//putA//ibsD//yhjC//yaaJ//accB//gutQ//ydeI//nanE//rlmA//yggN//yegV//mgtA//pyrE//pncB//hpf//gadC//ydfK//gsiD//cusS//amiC//rlmB//hflK//aceK//matP//iscS//envC//lipB//paaZ//yqiJ//cas2//mltA//apt//ynfH//trpL//pyrB//rnr//cstA//
GO_0009312_6	tsaE//lrhA//trpS//hycI//uvrA//yehX//menF//mdtO//clpA//ychO//ycdY//ugpA//dgoK//tauC//mdtJ//abgA//gph//znuA//secF//creC//hda//glgX//evgS//ybcQ//cdgI//napA//yiaO//xisR//scpC//thiG//gatC//argR//serS//pstA//yhbO//hdeA//gatZ//hofO//iap//cadC//tdcG//fimC//
GO_0009313_6	atpE//sxy//zipA//rlmF//recF//cspD//mazF//rseC//rfaC//argB//
GO_0009314_4	ynfF//mltD//hyaA//tcyJ//yfeW//cirA//paaZ//lolA//fhuC//lasT//phoA//ydeP//mnaT//gadE//rzoR//cdaR//cpxP//dgoT//pyrC//intS//cho//glpC//ygeV//araC//fdrA//fruB//glnE//malG//pabB//yhaO//vsr//fucP//yfbS//cbtA//treF//acpS//sdhA//gntR//flgA//dgcE//eptA//glgS//yciF//tktA//yegV//ygjK//fdnI//dhaM//cyoE//ybdG//opgH//csdE//ygjK//nimT//flhA//sohB//yidP//rng//ccmE//gpmA//ccmH//rph//phoU//fucK//nrdA//emrB//rplO//elfA//dgcT//opgE//eutB//hypA//zntR//kdsA//sbcC//alsK//yihQ//yfdO//rutD//dnaE//rmuC//guaD//lipA//ebgR//yiaB//selA//uxuB//oxc//ribB//relA//yfcV//rluF//
GO_0009372_5	plsX//tsaB//rpmG//
GO_0009394_6	oppD//mepM//rpsN//dhaM//tolQ//rpmG//pgaD//
GO_0009395_6	bamA//
GO_0009396_6	cpdB//hemC//ypdF//bacA//agaC//rlmC//hslJ//yfcG//yacG//rdgB//ybiW//
GO_0009397_6	trmH//rcsB//
GO_0009398_7	torA//
GO_0009401_7	hicA//dacA//gph//hda//lgt//lpxH//acpP//osmC//narH//yfaU//rpiA//ydjL//yfjR//atoS//argT//degS//ytfQ//hdeD//murG//ydjL//apt//ydiO//yiaN//rpsM//frdB//gadX//ypdF//pstB//tnaB//rpsI//yraR//trpE//rsmH//ssuD//nagA//yagJ//lamB//nrdD//diaA//sdaA//yfjV//yjjG//mrcB//ybaM//acrA//yajL//sseA//yhaV//insI-1//pal//yhaV//paaX//
GO_0009403_5	rimI//
GO_0009404_4	dinQ//yhhZ//rne//ygbI//bcsQ//rpiB//efeO//lpxL//pheA//glgB//sdaB//yheT//lldR//yjfF//yfbS//glmM//ubiE//yidH//adhE//
GO_0009405_4	coaE//arfB//iscA//
GO_0009407_3	hcaF//hfq//flgE//cusC//ttcA//atpA//ssuB//lolC//recF//yjhC//hdeD//yjiR//rutC//ampD//alaA//aroE//
GO_0009408_4	yhiM//nikC//ompF//intF//leuE//ygjH//ibsD//yraI//ydeP//degQ//thiG//ynhF//pgpB//speA//ybeY//lptC//elfC//thiI//umuD//cvpA//narH//fdoG//tnaC//ydjH//yhaO//artI//mcbR//xisE//icd//cspE//tdk//csiD//shoB//gcvP//nagB//infC//srlD//ydiZ//ydaV//ybdM//paaA//znuB//yjcS//asnS//glsB//ghxQ//recR//evgA//flgH//abpB//yehT//emrY//yibF//mutY//thrS//putP//flgH//appY//orn//yggP//
GO_0009409_4	yahO//mnmE//yqcG//ihfA//yjjG//sucD//creC//glcB//sfmC//agaD//cpdA//pbpC//thrA//rseC//radA//queE//abgB//yghO//
GO_0009410_4	glnE//
GO_0009411_6	bamA//caiT//ftsA//crp//dusB//aroG//arsB//cytR//moaB//rpsM//yohD//fdx//abgA//ymfK//yqhD//cysH//
GO_0009415_4	livJ//
GO_0009416_5	lexA//ugpB//mlaC//yfhH//ybhR//pheT//sohB//lptF//ybcM//gspF//ybjL//dsdX//folM//agaV//prpB//rlmB//lgt//emrB//csgG//
GO_0009423_8	mngR//nagB//glmU//murF//
GO_0009432_5	metE//nadD//ghoT//proB//lpxL//cspG//sufA//eamA//uacT//maoP//infB//lysR//zntA//yghW//rihC//gntT//ygiN//pflB//setB//tatC//pdxK//fhlA//
GO_0009435_9	wrbA//rfaQ//paaD//abpB//manY//fabI//dicA//marR//nudC//
GO_0009436_6	flgE//rpsH//yqgF//cydD//
GO_0009437_5	alkA//frlC//sapB//ralR//ispH//dgoR//yebG//
GO_0009438_5	rsmB//rpmH//astB//glgS//iap//flgJ//nudB//yraI//rbsC//panZ//aidB//murG//mnaT//cpxR//nhaR//ihfA//citX//folE//insI4//cysI//tcyP//rutC//pyrL//sucB//alkB//hypT//pntA//ascF//yoaB//rimM//
GO_0009439_5	yfjR//borD//dapA//
GO_0009440_6	yjhB//marR//yfdG//
GO_0009441_5	rmuC//phnH//pepD//sdhD//araD//
GO_0009442_7	hofM//betB//yigB//yfbR//ydfD//
GO_0009443_5	nrfB//frvB//kup//
GO_0009445_5	yiiE//yfgI//trpE//nikD//oppF//gabT//pnuC//mltA//nrdG//bioB//
GO_0009446_6	rplI//pspC//
GO_0009447_6	arfA//menH//envY//bioC//rpsG//kdpA//btuC//mglB//
GO_0009448_5	insA-1//paaK//ydiO//murJ//
GO_0009450_6	yciG//pntB//csiR//cysM//
GO_0009451_6	scpB//glvC//nikA//menI//yiaN//rsmE//phnN//ibsC//yhjB//trmO//mrcB//yhcF//garR//tufB//hisB//sbcC//ybaE//gabD//yacG//wzzE//rapZ//preT//ydiF//dcp//yfgO//osmY//yjiQ//tesB//tsx//yiaU//nrdH//yoeB//otsB//mioC//pfkA//queF//yfbV//pgrR//mdtQ//ralR//mntP//rho//gppA//hofN//waaP//ygfX//asnA//napB//yiiE//appY//guaC//hflD//livJ//trpR//gshB//secF//frdD//yaiW//bcp//yjjI//tsr//bioH//yddG//dcp//pmbA//rhaB//rffC//cyoD//insA-2//hyfC//purC//hchA//aroD//galT//hycA//nrdG//hypT//rplF//guaB//zntR//secY//nagD//waaC//
GO_0009453_4	hyfA//
GO_0009454_5	yaiW//
GO_0009593_4	ackA//yidL//
GO_0009597_5	tsaD//
GO_0009605_3	galF//amtB//fimB//arfA//asr//dsdC//hemD//dgcM//chaA//zur//entS//cydD//yibA//folM//argO//cysS//trmA//nrfF//hfq//mltG//nrdA//lexA//ynhF//rtcB//mrcB//dgcJ//mntR//pyrL//yggT//nrfC//fumA//dgt//insB-2//coaE//ulaE//yfcQ//ibpB//cbrA//yghW//ais//waaG//pphB//yhiM//yraR//sodB//agaB//dxs//htrE//yqgB//epd//hslR//rplI//zapC//htrE//dtpA//seqA//thiP//appY//ykgA//paaJ//rhaT//plsC//sodC//secG//psd//hybB//dxr//rihB//acrZ//pykA//sdaB//yhiM//lipA//kduI//hslV//rhlE//yqjH//
GO_0009607_3	yhbQ//umpG//ddpA//yhgF//rcsF//araF//lptC//uspB//nagC//ispH//yfgO//hxpA//rpiA//caiT//
GO_0009615_4	pfkA//yghO//narI//rpiA//fixC//ybfE//pspC//cirA//gppA//ykgF//ahpC//rzoR//metI//atpA//
GO_0009628_3	fimH//nrfG//ygeW//entS//nrdE//rcnR//aroD//hisB//metF//dmsC//rsuA//artJ//ydjE//hypT//glsA2//arnD//gltI//uspE//leuS//mrp//rhaM//perR//agp//ibsA//rimO//pdeF//yhhT//fetB//talB//rlmH//aas//yiaF//ompR//agaI//glvC//rpiB//rplL//ybhJ//yfcG//hemB//cueR//mrdB//yfeR//nagE//ppsR//motA//skp//ygiV//purU//murF//nrdD//yiaA//yhjV//ccmE//nusA//ribF//yhiM//ettA//glrR//sbcB//ybeY//dtpC//yaaJ//ispA//yddA//yoaB//ybjL//tisB//allR//rcnB//fepB//arnA//wcaC//rpsO//ypdB//cysS//hslR//groS//sdiA//ftsB//yphB//glpA//hisB//csgA//ytfP//phoQ//ulaF//galK//metF//btuB//cueO//mscS//kefC//gadA//ygiW//dtpC//dinD//yihO//patZ//ypdI//glmM//aroP//elfC//prpD//gltX//gshA//exuT//glmU//yeiG//bdcR//nrfA//cysA//mnmE//dgoT//lsrG//rhaM//srlB//citX//rplW//tisB//minE//dmsC//ampD//uvrB//norW//fadE//srlD//mlaB//ygaV//pdeK//mdlB//ppx//nanC//bsmA//pgaB//ytfR//caiD//srlE//dsbB//ompT//fucA//emrB//pntB//nemA//mrr//mhpA//metG//insB-2//mcbA//lldR//ypdF//fadK//pntA//priA//rihC//bcsQ//hinT//gltS//pitA//fepG//narI//rpoH//artP//speC//ecpR//tnaA//fdhE//ypdF//yadV//rpsQ//creC//fabH//dgoD//fimB//tatB//rluA//mnmE//hrpA//rpmG//mutL//mepA//mdtG//eptC//rfaD//bioD2//rihA//srlD//nudB//rppH//ynfL//glmS//yhbY//hisQ//ribB//xisE//rutR//gloB//ada//qseB//torS//dcuS//ykgM//ydiB//hflC//lapA//eutD//entE//rsfS//entF//queG//trkH//malK//manZ//dinG//uspF//frmB//metL//rlmA//sgcB//ydcR//mgsA//yagI//appB//kdpE//yhhT//yoeB//rsmB//rdgC//fadE//yafE//
GO_0009635_4	tomB//
GO_0009636_4	yehP//cobU//rimP//lpxD//rlmE//sfmD//folM//lysC//aas//yebS//yccX//mdtC//ybiT//rpmG//yidC//adeD//ade//barA//mltA//yggE//yabI//napF//dhaL//dosP//bacA//fimZ//adeD//ompT//yfcF//iraP//hemA//
GO_0009637_6	galS//
GO_0009651_5	secF//leuA//rfe//mlaF//yidA//phnN//
GO_0009653_3	arnF//
GO_0009696_4	aspC//
GO_0009697_5	gyrB//
GO_0009698_4	frvB//
GO_0009712_6	mtlA//prs//rimP//yciG//pdxY//xdhB//pgaC//leuB//yeaD//gnd//
GO_0009713_7	hdeB//cycA//bioH//yhaO//putP//atpE//yggD//fadR//fabG//
GO_0009719_3	cpxP//preT//rnpA//
GO_0009730_5	tsr//
GO_0009743_5	flgH//
GO_0009785_5	ydjM//
GO_0009850_4	hisP//norV//ompW//artQ//sfmH//tktA//pck//chbB//yjiQ//xanP//fadL//lnt//holC//
GO_0009852_5	rpsO//ynfE//cho//fdhF//ahr//argK//phnJ//ybjD//baeS//flgH//yifB//crfC//modB//
GO_0009889_5	patZ//yraI//argP//guaC//tcdA//mak//fes//cpxA//yfcA//lgoR//btuD//ygaH//rpmG//ybdM//thrA//pyrB//gadA//insH-5//astB//puuR//ftp//garL//nanS//adiC//dctR//mlaE//yhjX//phnC//aroG//recG//agaA//yfiC//slyD//pppA//satP//gcd//malX//ymfK//speG//dinQ//srmB//carA//emrD//mepS//oxc//glnQ//hemB//pgpB//codB//rimL//rplL//rnlB//sgbU//rfaF//fecD//hemC//yfdC//rsmC//pyrD//elaA//moaC//nagK//hybD//hemN//nanT//bluF//tatB//ydcT//nlpE//paaE//relE//ampD//yhhZ//fbaA//yoaA//tolR//tolC//gadC//ycjU//pdeK//gstB//parE//yajL//htpX//oxc//yqgB//nrfA//ftsX//rpsS//sstT//rclC//qseC//holC//intS//puuC//lptB//tamA//hofP//satP//yhbY//pgaA//djlC//cvrA//yjfP//nrdD//sfmC//rimL//parE//hflD//hscA//torC//tauB//casA//mdtQ//yqiH//ccmE//mdtC//rpsP//lysS//gdhA//pgi//atpB//bioF//yahF//mak//opgE//atpG//yfjV//appC//mutH//patD//ybhP//caiD//csrD//lsrB//ggt//intS//yijO//sufE//sdhC//fimF//dgoA//arsR//mdtP//cedA//prfC//fabG//rpsD//deoD//potC//rpsJ//exbD//ilvE//glrR//msrB//mmuM//ssuC//livG//acnB//yahB//aroG//livG//nirB//proP//mug//glmS//yqhD//ralR//phoP//plaP//slt//thiD//feoA//rapZ//yajR//waaJ//yfdO//cnu//kdsB//argB//waaS//waaS//rfe//fruB//ycjW//dgcF//ilvI//pstB//birA//garP//ycgV//glcB//yodD//ybdH//setC//cspD//yohD//hisD//metE//xylF//ybiI//dgkA//rpnD//artQ//creB//hdeB//fliK//glvC//amiD//yfdS//glsA1//yehW//ligA//cpoB//lysA//trmA//uspC//cfa//rplC//ygeX//aphA//asmA//agaC//yggE//rpsT//fadD//yjaA//fliG//ybgP//topAI//tyrA//mntR//lptG//gltD//glcB//hybD//ftsZ//mdtE//ispG//hcaE//glnQ//marR//rhtB//dinI//ttcA//hcp//caiE//mlaB//cheB//menI//fdnI//yqjA//dnaJ//rpoA//phoB//tilS//rseP//iscR//pgpC//paaJ//mrp//tus//lgt//pdxH//azoR//pyrB//ydfH//flgJ//ftsW//fimH//ybiH//phoB//cas1//hycI//mqsR//murD//apaH//cynS//glsA2//bipA//cysN//nrfA//insA-1//yhfK//bdcR//yjiX//hcaR//mutY//pyrD//gph//uof//bdcA//aqpZ//chbG//hyi//amiA//dcm//tdcA//lexA//ygjK//efp//yihR//chaA//hrsA//hycH//ybhI//recQ//frlB//nlpE//cydD//ynhF//insK//ybiA//waaF//yagI//yiaM//
GO_0009890_6	cysW//ybiX//cobB//pagP//rhlE//cmoM//tadA//aroH//livF//lepB//phnL//afuB//thiC//cho//tdcR//trmI//mzrA//fliG//aroA//ihfB//ydeP//yhfS//ffh//pyrE//torZ//ilvE//queA//mukB//yjhI//glnK//nfo//nfuA//hisB//intQ//adiA//pliG//asnS//tsaD//tcyP//recX//ghxQ//hscA//pstS//ybdN//insH-6//fadE//ynhG//ydaV//ilvH//frlB//hicB//yagF//ilvI//yagU//yccS//yfdK//lhr//sfmC//agaR//pspC//paoC//hybO//menI//sapD//pgpA//yjgX//exuT//atoS//mdtG//cca//lepB//pnuC//ilvD//mdtP//wrbA//yhdJ//eptB//cas3//cbrC//hpt//bioH//rmuC//dmlR//hicA//metQ//ilvD//tyrR//pgpB//yqgF//hscA//dsbC//alr//csgA//emrK//torS//rbsR//narI//sfmF//xapR//cho//lnt//wzc//ubiI//nadE//ybeY//sdhE//mioC//tdcR//acpH//eamB//thrB//phoA//yfbV//mhpB//mltC//pdxH//yefM//lolC//lptF//aroG//trmB//
GO_0009891_6	hemF//ubiH//mlaB//hexR//greA//mrdA//psuT//alsB//hexR//ibaG//mntP//nadA//serB//secE//dinD//mtlR//yieK//atpE//glcF//yjfF//dgcT//fis//alsB//arfB//srlR//pta//rpsI//yciT//aphA//ccmA//alsA//torD//puuP//gcl//csiD//yihP//ydeE//agaS//folA//rcsB//fliL//fklB//rrrQ//cheA//intE//sxy//pheS//mdaB//tbpA//acrD//phr//hisD//ydcP//ilvC//ssuD//fadH//glsB//glcC//nepI//paaK//metH//alsC//yoaB//rlmI//arnB//dtpB//tynA//feoB//zapD//hemL//paaD//yejE//prmA//xylB//rfaB//ybjC//cheR//menE//srmB//fecB//fadJ//trmI//recD//
GO_0009892_5	ydaN//yaaA//frdC//rclR//insI1//dgoK//ydjH//alsC//tldD//acnB//yaaJ//gcvH//fumB//recR//rssA//surE//mltC//yqaB//rhlB//ynbC//ynbD//ycjW//mtlR//oppC//pdeD//rfbC//lldP//yobA//ybiI//dgcZ//rsgA//tolB//cvpA//yadI//speC//abgA//yfiR//lspA//curA//murE//ccmF//rihB//melR//gatC//fimH//nanS//araE//dosP//yrdA//xanP//epmB//nhaR//chbG//murJ//yjcO//sgcC//nhaR//tehA//ynhG//mdtQ//ftsA//radD//cysZ//kdgK//mscM//rplP//tsr//mepS//yfbU//ycbX//ygiS//yraH//deoD//sseA//yedA//rpsP//minD//cra//lplT//yghB//rplT//ybjD//rpmB//rng//caiE//ybiT//yjbG//gshA//ilvB//phnJ//tusD//dsbG//mlaC//tufB//yabI//sugE//fdrA//ybhD//yfhM//blr//rutA//yqgF//rimL//fimG//ppk//cmoM//proA//ibsB//cydB//xdhB//iap//yidE//ndk//poxB//cheZ//ftsQ//dinJ//mpaA//asd//ynbD//rpsT//rrrD//alaS//rsgA//uspE//rpsO//manA//clsA//menI//fryC//wrbA//cas1//emrY//ybbY//dcuR//rnhA//rpsA//frmA//lptA//sodA//rraB//lplA//dcuC//yciF//recB//yadK//
GO_0009893_5	helD//glpT//lamB//hybF//fdrA//dgcE//luxS//serA//rcsF//glnQ//mreC//entH//pdxH//rlmL//rnhB//ptsG//nuoH//fliA//ldcA//rsmH//rbn//exuT//yfiR//dgoD//ydjJ//proW//ybhI//barA//marA//iraD//birA//phoA//melR//ppc//yhcF//fadI//lptB//grcA//mepM//ynbC//ypdB//ygcW//fimI//dnaG//yfaE//ybaT//uvrB//kdsC//hofM//rplI//hsrA//mntP//tyrS//mdtL//dosP//ygaH//puuC//ydeP//yphC//iscR//rph//dacA//holC//recA//yghW//metL//yghB//flgI//ycaO//ubiE//mtlD//puuD//livM//cedA//cysG//dps//yadV//infB//fdnG//ubiJ//ybiS//speD//bfr//ydcP//rbfA//ybeF//thrB//pncB//fkpB//sbcC//dnaQ//mgtL//csgD//phoU//otsA//oxc//yibF//queG//ygiS//
GO_0009894_5	nusA//ppiA//hupA//pdeR//ydaC//agaD//yhjV//mipA//ubiC//panC//ulaA//lgoT//cecR//metN//
GO_0009895_6	mioC//agp//fruB//ygeX//
GO_0009896_6	metG//yddA//ubiD//
GO_0009966_5	glyS//
GO_0009968_6	hsrA//
GO_0009970_6	insI4//ydjH//pspF//
GO_0009972_10	uspG//
GO_0009991_4	sbmC//yahN//rcsB//ygeX//atoS//recD//menI//ispB//hisG//cas3//uhpB//mnmE//nuoI//pinE//pgl//nuoM//yjbG//yehD//flgJ//rsmF//ygeV//mgrB//thiM//kefG//yfbU//mltF//soxR//hldE//smpB//proV//ilvN//rpe//trkG//tmcA//ppsA//frdA//lnt//glnD//rplY//appA//yjjX//yhhT//yhbS//gldA//cbeA//panF//tdcF//fabI//gfcE//ycdY//manY//sgcX//upp//yhfS//sfmF//radD//glpF//mreB//erfK//pgi//putA//truD//valS//
GO_0009992_5	mnmG//ydiF//aaeB//betT//
GO_0010033_4	ykgF//trkH//lhr//kduD//bdcR//sspA//pbpG//rlmG//yggN//lgoD//dinQ//rplM//rrrD//zraS//purN//sdaA//ulaG//speG//potD//amtB//kgtP//mtn//hupB//iraP//wbbK//rplO//rsfS//metG//yohC//abgB//kbp//folA//ydcT//yfeR//ybiJ//rpoS//panE//yciF//yjjX//pstS//tauA//fimG//insB-4//
GO_0010035_4	speC//lptE//frwD//ppiD//trmL//nhaB//ibaG//yqjH//hofM//znuB//yhbS//uxaC//dcyD//ybjN//mepA//yfjV//yidQ//argE//rpmB//yjcE//malX//ybhG//ydbK//nuoF//yfiR//tus//umpG//norR//brnQ//yehB//yidQ//uidA//ynjD//dinJ//cecR//priA//otsA//ttdA//ydfH//phoU//chbC//ugpE//hyaC//yidA//mdtK//sodA//yihQ//acrF//rimP//envY//cpdA//gntT//yhcH//ynfH//recB//ggt//tolC//chbF//iap//adeD//yahK//galE//djlC//hyaD//ygfX//focB//yidL//tusD//xapB//actP//trmH//adhE//paoC//nagZ//fadK//ubiB//
GO_0010038_5	alsK//yhjA//frc//arcA//ulaD//ade//cirA//frlB//aroG//tmk//frlB//rplA//kbaY//ydcR//yphC//dpiA//rpmB//yoeE//mdoD//frdB//hyfR//maeA//pnuC//alr//frdC//yihS//ygdG//ynhF//sad//clsB//speD//eamB//ppx//flgE//yibF//leuA//htpG//ybaM//fes//fabB//tatE//proB//menA//ccmG//sxy//
GO_0010039_6	ybdH//sucC//ghoT//cdd//cdgI//umpG//leuD//
GO_0010041_7	kdsC//clsB//ydeP//potG//malP//sxy//
GO_0010042_6	moaC//hslJ//
GO_0010043_6	serB//yneJ//uvrC//ddpX//malI//pstS//
GO_0010045_6	ptsH//rclR//thrS//
GO_0010106_6	topA//
GO_0010124_4	slt//hdfR//rpiB//rplJ//xisR//yraJ//mutH//modA//asnS//kup//glcC//malS//infC//
GO_0010133_7	tsx//
GO_0010139_7	yjtD//
GO_0010165_6	rbsK//fabD//trmH//bssR//yhgF//proP//phnC//dsdX//yafN//kilR//queE//narP//argF//phoA//mltB//ubiF//
GO_0010167_5	hcaF//oppC//
GO_0010212_5	norW//ldtD//uxaA//gadA//glpG//trxC//glxK//kdsC//kup//mngA//ybiA//paaZ//yfjR//yhbQ//setB//cfa//lit//ssb//aaeA//mak//yhbX//uvrY//ppsA//acnA//iscX//yoaA//gntK//rhaB//
GO_0010226_6	yfcQ//
GO_0010243_5	rarD//amyA//rluD//ubiA//sufE//nrfG//tdcC//mgtL//yjcS//wzzE//waaG//fadL//glgA//cbrC//frvR//fimE//
GO_0010269_5	yfaU//
GO_0010272_6	cpxA//hslV//wza//ispA//argP//yhaM//
GO_0010273_4	arcA//ygiV//lpoA//yraI//frvR//cof//
GO_0010288_6	bacA//
GO_0010312_3	ffh//
GO_0010332_6	arfB//
GO_0010350_6	zntR//yicJ//
GO_0010438_6	sfsA//rbfA//preT//appY//
GO_0010447_5	pstS//aroB//pgk//glcE//hcaB//nuoL//dedD//wzc//rluF//scpB//flgB//sfmA//yheT//ybeF//yggX//lolB//yhhZ//yidA//xylR//ycbB//cueR//
GO_0010466_7	acpT//secM//
GO_0010468_6	pyrG//selU//tilS//pck//rpsN//fhlA//chiP//paoC//hypD//mtlD//ffh//kdpC//potF//sucC//eutB//luxS//recD//rsmB//murE//osmE//yaiP//rpsT//yidH//tdcF//atpD//dinJ//yadK//cbl//sbcC//waaS//rluE//torR//ybiI//etk//ravA//pckA//sapD//narL//recN//ycjQ//ytfQ//maa//cynT//fhlA//proP//rimL//yhhT//atpD//creC//cytR//pgm//rrrQ//ybbY//mlaE//mdtO//metB//insB-4//yehW//cirA//dinJ//fdrA//yahF//tsaD//lipA//ygaZ//cydB//nirD//slmA//hsdR//yghG//ettA//rluF//cmk//rpiB//gutQ//cpdA//ldtB//yfeR//pheM//nuoF//argH//yedF//kilR//atoB//nth//insE-1//glnE//lit//pdhR//yqiI//yidR//insI3//mglA//lptC//yfhH//zapE//rpsR//entC//setC//topAI//uvrD//rffM//ampG//malS//yhfS//rlmJ//mdtC//dmlA//fadM//zraR//rpmB//ruvA//tdcA//nfi//panC//menF//pckA//rhaB//ycbB//thrC//hybF//wbbK//hisD//rpmE//frmA//yfeR//agaS//wzyE//zntA//hslU//ompW//speE//truA//hcp//pgi//rcsC//rutC//fhuF//ycbV//yfaE//rpmC//yehP//oxc//dosP//kup//acpP//treR//srlA//rpnA//ppx//yhdZ//yhdZ//bcsQ//kbp//yfbU//tynA//ybhD//yeaK//mtr//tus//truB//betI//npr//bolA//gmk//ung//potH//ppiA//rplT//ybgP//gadE//flhD//aroE//yghU//pyrD//cho//sdhC//ybaQ//yfaE//lysR//priC//ygaZ//nuoN//intQ//envZ//map//hemH//ygjK//hflC//sfmC//yajL//rfaF//fabG//ruvA//paaG//ybdR//dgcQ//torD//yrbG//malZ//fliM//kbaY//ulaE//torZ//thiD//clpA//zupT//ldrB//frvA//uhpB//cpxR//sgrT//accD//rssA//phnH//elaB//scpC//atoC//ycjW//rng//ybjG//dhaL//yqiH//dkgA//rzpD//ftnB//casA//minE//fimD//emrE//hyfA//ygeV//cpxP//ssuE//ygfZ//pdeD//hemL//yehW//nanK//rpnB//cysZ//borD//sapB//hybG//gsiA//fetB//agp//cspB//ymgC//cheZ//ampG//alaS//yhbX//torZ//ubiD//frr//nanT//gyrB//secB//ygbN//tolB//valS//ispH//yidL//pepA//nusA//yfdO//cysB//iclR//fepA//rsmD//yieH//tdcB//mngA//mscS//gyrB//ydfK//prfB//pdeF//rpsS//mlaD//manY//eutA//ftsE//yadK//ybjI//pykA//rlmG//mdtE//yehA//bioD2//frlA//trpA//garK//gcvH//htpG//nanT//yidP//sbmC//sucC//insK//tig//pstC//fetA//spy//nemA//gntP//aes//yihX//yibF//pitB//rplD//secA//napA//gcvH//livG//grpE//pgaC//
GO_0010498_6	yieL//
GO_0010501_7	rclA//yihI//trkA//rpmF//yfbR//cpdB//glmU//cpdA//acrE//
GO_0010528_5	shiA//
