# From /Users/Daniela/Documents/CCG/extended_gus/TFs_RegDB/scripts/all_TRN_enzymes.pl on Mon Nov 26 08:19:26 2018
# f1 > Enzyme Ecocyc ID
# f2 > Enzyme gene name
# f3 > Reaction Ecocyc ID
EG10016	garL	KDGALDOL-RXN//
EG11884	tehB	RXN0-6576//
EG11946	nrfC	RXN-18604//
EG11947	nrfD	RXN-18604//
EG11957	alsE	RXN0-304//
EG11963	lldD	L-LACTDEHYDROGFMN-RXN//
EG12061	napB	NITRATE-REDUCTASE-CYTOCHROME-RXN//
EG12062	napH	RXN-18584//
EG12064	napG	RXN-18584//
EG12067	napA	NITRATE-REDUCTASE-CYTOCHROME-RXN//
EG12100	tktB	2TRANSKETO-RXN//1TRANSKETO-RXN//
EG12144	pgm	PHOSPHOGLUCMUT-RXN//
EG12152	idnK	GLUCONOKIN-RXN//
EG12180	pagP	RXN0-1842//
EG12198	chbG	RXN-11313//RXN0-7001//
EG12237	arsC	RXN-982//
EG12244	ccp	RXN-19020//
EG12252	pdeH	RXN0-4181//
EG12279	yiaK	RXN0-703//
EG12284	lyxK	LYXK-RXN//RXN0-704//
EG12285	sgbH	RXN0-705//
EG12286	sgbU	LXULRU5P-RXN//
EG12287	sgbE	RIBULPEPIM-RXN//
EG12296	gpmM	3PGAREARR-RXN//
EG12316	acnB	ACONITATEDEHYDR-RXN//4.2.1.99-RXN//RXN-14047//ACONITATEHYDR-RXN//
EG12318	cueO	RXN0-2943//RXN0-1483//RXN-17944//RXN0-2945//
EG12381	nrdF	RXN0-748//RIBONUCLEOSIDE-DIP-REDUCTII-RXN//RXN0-747//RXN0-722//
EG12387	lhgO	RXN0-5364//
EG12399	dhaM	2.7.1.121-RXN//
EG12417	gatD	1.1.1.251-RXN//
EG12419	gatY	TAGAALDOL-RXN//
EG12423	tauD	RXN0-299//
EG12440	mpl	RXN0-7022//RXN0-2361//
EG12522	garD	GALACTARDEHYDRA-RXN//
EG12629	gntK	GLUCONOKIN-RXN//
EG12712	luxS	RIBOSYLHOMOCYSTEINASE-RXN//
EG12734	uxaA	ALTRODEHYDRAT-RXN//
EG12768	kbaY	TAGAALDOL-RXN//
EG12880	dgcN	RXN0-5359//
EG12957	glk	GLUCOKIN-RXN//GLUCOSAMINE-KINASE-RXN//
EG13139	tynA	AMINEOXID-RXN//RXN-9597//AMACETOXID-RXN//AMINEPHEN-RXN//
EG13236	mngB	RXN0-5216//
EG20080	glcB	MALSYN-RXN//
EG20248	uxuB	MANNONOXIDOREDUCT-RXN//
EG20257	nrdE	RXN0-748//RIBONUCLEOSIDE-DIP-REDUCTII-RXN//RXN0-747//RXN0-722//
EG30069	rnpB	RXN0-6480//3.1.26.5-RXN//
EG50005	nfsB	RXN-13853//1.5.1.34-RXN//
EG50009	gadA	GLUTDECARBOX-RXN//
G0-8601	glcF	GLYCOLATEDEHYDRO-RXN//
G36	fadH	DIENOYLCOAREDUCT-RXN//
G6105	fadE	ACYLCOADEHYDROG-RXN//
G6115	dinB	DNA-DIRECTED-DNA-POLYMERASE-RXN//
G6196	prpB	METHYLISOCITRATE-LYASE-RXN//
G6198	prpC	2-METHYLCITRATE-SYNTHASE-RXN//CITSYN-RXN//
G6199	prpD	2-METHYLCITRATE-DEHYDRATASE-RXN//
G6200	prpE	PROPIONATE--COA-LIGASE-RXN//
G6205	mhpE	MHPELY-RXN//
G6244	fadM	RXN0-5390//
G6261	glsA	GLUTAMIN-RXN//
G6275	allA	UREIDOGLYCOLATE-LYASE-RXN//
G6277	hyi	RXN0-305//
G6278	glxR	RXN0-5289//
G6281	allB	ALLANTOINASE-RXN//
G6283	glxK	GKI-RXN//
G6284	allE	URUR-RXN//
G6285	allC	ALLANTOATE-DEIMINASE-RXN//
G6286	allD	RXN0-7024//
G6339	citG	2.7.8.25-RXN//
G6340	citX	2.7.7.61-RXN//
G6341	citF	CITRYLY-RXN//CITTRANS-RXN//CITLY-RXN//
G6342	citE	CITRYLY-RXN//CITTRANS-RXN//CITLY-RXN//
G6343	citD	CITRYLY-RXN//CITTRANS-RXN//CITLY-RXN//
G6344	citC	CITC-RXN//
G6422	ldtB	RXN-16665//RXN-16664//
G6439	ybjG	UNDECAPRENYL-DIPHOSPHATASE-RXN//
G6457	hcp	HYDROXYLAMINE-REDUCTASE-RXN//
G6477	ssuD	RXN0-280//RXN-15341//RXN0-6973//RXN-13418//
G6479	ssuE	RXN-12444//
G6519	rutE	RXN-8974//
G6520	rutD	RXN0-6452//
G6521	rutC	RXN0-6461//
G6522	rutB	RXN0-6460//RXN-12895//RXN-12894//RXN-12896//RXN0-6451//
G6523	rutA	RXN-12886//RXN0-6444//
G6528	pgaD	RXN0-5413//
G6529	pgaC	RXN0-5413//
G6530	pgaB	RXN0-5414//
G6571	ldtC	RXN-16665//RXN-16664//
G6626	dhaL	2.7.1.121-RXN//
G6627	dhaK	2.7.1.121-RXN//
G6639	pdeR	RXN0-4181//
G6644	puuA	RXN0-3901//
G6645	puuD	RXN0-3942//
G6646	puuE	GABATRANSAM-RXN//
G6661	ycjG	RXN0-5228//
G6662	mpaA	RXN0-961//
G6708	paaZ	RXNMETA-12672//RXN0-6511//3-HYDROXBUTYRYL-COA-DEHYDRATASE-RXN//RXNMETA-12671//
G6709	paaA	RXN0-2042//
G6710	paaB	RXN0-2042//
G6711	paaC	RXN0-2042//
G6713	paaE	RXN0-2042//
G6714	paaF	RXN-2425//
G6715	paaG	RXN0-6510//
G6716	paaH	RXN0-2044//
G6717	paaI	RXN0-7104//RXN0-5065//
G6718	paaJ	RXN0-6512//RXN-3641//
G6719	paaK	RXN-10819//
G6721	paaY	RXN0-7103//
G6751	ydcS	RXN1-42//
G6755	patD	AMINOBUTDEHYDROG-RXN//
G6798	lsrK	RXN0-5461//
G6804	lsrF	RXN-15943//
G6805	lsrG	RXN-15216//RXN0-6720//
G6806	tam	RXN0-2441//
G6842	speG	RXN0-7165//DIAMACTRANS-RXN//SPERMACTRAN-RXN//
G6845	ynfE	RXN0-2101//
G6846	ynfF	RXN0-2101//
G6847	ynfG	RXN0-2101//
G6848	ynfH	RXN0-2101//
G6890	nemA	RXN0-5101//
G6891	gloA	GLYOXI-RXN//
G6906	sufS	RXN0-308//SELENOCYSTEINE-LYASE-RXN//RXN0-279//
G6940	astE	SUCCGLUDESUCC-RXN//
G6941	astB	SUCCARGDIHYDRO-RXN//
G6942	astD	SUCCGLUALDDEHYD-RXN//
G6943	astA	ARGININE-N-SUCCINYLTRANSFERASE-RXN//
G6944	astC	ACETYLORNTRANSAM-RXN//SUCCORNTRANSAM-RXN//
G6967	yeaE	RXN0-4281//
G6969	yeaG	PROTEIN-KINASE-RXN//
G7058	yedX	3.5.2.17-RXN//
G7105	wzc	2.7.10.1-RXN//
G7106	wzb	PROTEIN-TYROSINE-PHOSPHATASE-RXN//
G7128	gatZ	TAGAALDOL-RXN//
G7129	fbaB	F16ALDOLASE-RXN//
G7212	fadJ	RXN-17776//RXN-17798//RXN-17785//OHBUTYRYL-COA-EPIM-RXN//RXN0-5393//RXN-17794//RXN-17781//RXN-17797//ENOYL-COA-HYDRAT-RXN//RXN-14393//OHACYL-COA-DEHYDROG-RXN//RXN-17790//RXN-17777//RXN-17793//RXN-7931//RXN-17780//ENOYL-COA-DELTA-ISOM-RXN//RXN-17786//RXN-17789//
G7213	fadI	RXN-17795//RXN-17782//RXN-14394//KETOACYLCOATHIOL-RXN//RXN-17791//RXN-17778//RXN-17787//RXN-17799//
G7234	yfdE	RXN0-7075//
G7236	oxc	OXALYL-COA-DECARBOXYLASE-RXN//
G7237	frc	RXN0-1382//
G7242	alaC	ALANINE-AMINOTRANSFERASE-RXN//
G7263	murQ	RXN0-4641//
G7325	iscS	RXN0-308//RXN-14382//
G7334	hcaC	RXN-12072//HCAMULTI-RXN//
G7335	hcaB	PHENPRODIOLDEHYDROG-RXN//RXN-12071//
G7336	hcaD	RXN-12072//HCAMULTI-RXN//
G7445	gudD	RXN0-5285//GLUCARDEHYDRA-RXN//
G7544	glcE	GLYCOLATEDEHYDRO-RXN//
G7545	glcD	GLYCOLATEDEHYDRO-RXN//
G7564	yqhD	RXN0-7154//ALCOHOL-DEHYDROGENASE-NADPORNOP+-RXN//RXN0-5141//RXN-14023//RXN-15744//RXN0-6487//RXN0-4281//RXN-15743//
G7565	dkgA	RXN0-1941//RXN0-7119//RXN0-4281//RXN0-7020//
G7593	yqjH	RXN0-6555//RXN0-6941//
G7596	patA	PUTTRANSAM-RXN//2.6.1.82-RXN//DIAMTRANSAM-RXN//
G7624	tdcG	4.3.1.17-RXN//RXN-15125//
G7627	tdcE	PYRUVFORMLY-RXN//KETOBUTFORMLY-RXN//
G7631	kbaZ	TAGAALDOL-RXN//
G7676	nanK	NANK-RXN//
G7677	nanE	NANE-RXN//
G7750	rtcA	RXN-17930//RXN0-6556//
G7751	rtcB	RXN-17935//
G7800	rffT	FUC4NACTRANS-RXN//
G7855	ulaG	RXN0-5214//
G7858	ulaD	RXN0-705//
G7859	ulaE	LXULRU5P-RXN//
G7860	ulaF	RIBULPEPIM-RXN//
G7892	idnO	GLUCONATE-5-DEHYDROGENASE-RXN//RXN0-7101//
G7893	idnD	1.1.1.264-RXN//L-IDONATE-2-DEHYDROGENASE-RXN//RXN-12107//
G7920	nanM	RXN0-5329//
G7961	feaB	PHENDEHYD-RXN//
G81	uxaC	GLUCUROISOM-RXN//GALACTUROISOM-RXN//
G85	xapA	RXN0-7092//XANTHOSINEPHOSPHORY-RXN//INOPHOSPHOR-RXN//RXN0-5199//
M009	hcaE	RXN-12072//HCAMULTI-RXN//
M010	mhpA	RXN-10040//MHPHYDROXY-RXN//
M011	mhpB	1.13.11.16-RXN//RXN-12073//
M012	mhpC	MHPCHYDROL-RXN//RXN-12070//
M013	mhpD	2-OXOPENT-4-ENOATE-HYDRATASE-RXN//
M014	mhpF	ACETALD-DEHYDROG-RXN//
M015	hcaF	RXN-12072//HCAMULTI-RXN//
RUVA	ruvA	3.1.22.4-RXN//
RUVB	ruvB	3.1.22.4-RXN//
