# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	mcrB//
go_0015888_6	glpB//
go_0015889_6	entH//pldB//gloB//
go_0015891_6	rluE//
go_0015906_6	yidA//
go_0015909_8	narY//
go_0015912_8	truA//
go_0015914_7	tpiA//
go_0015920_7	yciA//mhpD//
go_0015937_7	sufS//rsmA//folC//tmk//
go_0015940_6	lpxL//
go_0015944_4	dxs//rihC//rlmE//
go_0015949_5	waaF//pdxY//fcl//ribC//panB//lsrK//sdaB//selA//ribF//moeB//asnS//wcaJ//ybcF//ribB//eno//rfbB//cpsB//eptA//
go_0015950_6	nagK//
go_0015951_7	iaaA//dapB//
go_0015968_6	
go_0015969_8	sodB//paaG//
go_0015976_2	cysM//
go_0015986_7	
go_0015990_10	kdsC//sgbE//
go_0016024_7	argG//
go_0016032_5	gnd//
go_0016036_6	ychF//dgoD//
go_0016042_5	
go_0016052_5	csdA//mepS//cysQ//adiA//
go_0016075_8	ubiI//
go_0016078_8	ynfF//
go_0016094_6	nemA//kefF//
go_0016226_5	dfp//galK//recG//deoA//
go_0016259_7	rffM//
go_0016260_8	hyaC//ispF//lpcA//
go_0016310_6	fes//treF//trmJ//fabA//hcaF//ahr//udp//mutY//trpE//clsC//asd//pdeH//proA//cobU//astB//lpxT//thiH//
go_0016311_6	arnA//glxK//miaB//fabH//umpG//waaC//fabB//hisS//yfaU//ydiO//uxuA//dfp//glgB//dgcM//yihT//allD//yeaE//yeaE//kdsB//yjhG//rutC//allC//phnG//preT//gatY//gcvH//fumA//glcE//ldcC//deoA//sucD//glnA//cynS//gloA//pdeR//entH//yfiC//nrdB//prmC//phnH//
go_0016458_3	
go_0016485_6	bacA//phr//
go_0016540_7	yfcF//btuE//
go_0016579_7	alsE//
go_0016998_5	ilvI//
go_0017001_5	pphB//
go_0017003_8	cysM//
go_0017004_7	menD//
go_0017013_7	
go_0017038_6	
go_0017148_8	glnS//hisA//yihS//malS//cyoE//
go_0017189_7	hyi//
go_0017198_7	yjhG//
go_0018012_8	yciV//
go_0018023_7	tsaD//
go_0018063_8	argI//
go_0018070_8	mtlD//cobS//
go_0018104_8	waaO//glmU//frmB//metH//deoB//
go_0018105_8	lsrK//
go_0018106_8	
go_0018108_8	mutY//
go_0018117_8	
go_0018125_6	yqjH//
go_0018131_6	hemH//
go_0018160_8	proC//
go_0018206_8	adk//
go_0018247_9	eno//
go_0018283_6	
go_0018298_7	yihT//
go_0018307_7	queF//
go_0018315_8	glgB//
go_0018339_9	rsmC//
go_0018345_8	glgB//
go_0018364_6	mnmA//argK//
go_0018378_9	
go_0018393_10	truC//
go_0018394_9	proA//
go_0018410_8	pdxJ//
go_0018909_5	pdxH//
go_0018937_4	torA//
go_0019042_6	yjhG//
go_0019068_6	
go_0019076_6	
go_0019217_7	
go_0019242_6	proS//
go_0019243_7	sucB//lipB//waaC//ulaD//
go_0019249_6	leuS//
go_0019250_7	yjiA//
go_0019262_6	purA//lacZ//narH//fabI//melA//
go_0019264_7	thyA//
go_0019272_9	fklB//fadA//
go_0019284_7	idnO//truC//
go_0019285_5	mocA//waaS//
go_0019288_6	nudF//dgcM//ribD//nanA//
go_0019290_5	
go_0019292_8	murB//
go_0019294_6	hemC//argC//ftsI//rihC//
go_0019299_6	fumB//
go_0019301_7	fau//yjjG//gadB//entC//folX//rluD//waaY//
go_0019303_7	rluD//prpD//
go_0019305_7	serS//
go_0019309_7	ilvN//
go_0019316_8	fabB//deoC//udk//
go_0019318_5	paaK//
go_0019323_6	hchA//speG//sdaB//glpB//ldtA//prpB//cysN//
go_0019324_6	mtgA//nrdD//deoB//nrfB//pykA//
go_0019343_8	katE//
go_0019344_7	dhaM//
go_0019346_7	aspS//
go_0019353_8	nrfC//pdxB//aldB//mrcA//
go_0019354_6	leuD//
go_0019379_5	valS//
go_0019380_6	epmC//alaS//
go_0019388_7	truB//
go_0019391_6	mnmE//
go_0019394_7	sdhA//
go_0019395_5	yieH//
go_0019404_8	waaS//bioB//
go_0019413_6	fau//rfaD//
go_0019419_4	paaA//
go_0019427_7	waaH//
go_0019430_5	pdeF//phr//yfcF//
go_0019432_7	waaP//
go_0019439_5	puuE//maa//
go_0019447_8	cpsB//
go_0019450_9	thrB//
go_0019464_7	nrfB//metG//rihC//mutY//eutD//menI//
go_0019480_4	mgsA//
go_0019509_7	
go_0019516_4	glcB//clsB//
go_0019521_6	folC//fbp//
go_0019542_6	cheR//
go_0019545_6	metG//
go_0019546_9	rluC//
go_0019563_7	accC//eutD//trpB//
go_0019568_7	rsmA//umuD//
go_0019569_7	yihX//aceA//fkpA//
go_0019571_8	katG//fabB//proB//
go_0019572_8	lpxH//
go_0019584_7	
go_0019588_7	insI-2//ppx//
go_0019592_8	citG//
go_0019595_8	hypB//
go_0019607_6	narZ//trmI//
go_0019622_6	tmcA//glmU//wcaJ//
go_0019629_7	cysS//dinB//
go_0019632_5	waaO//entF//dapA//metF//
go_0019634_5	hisH//
go_0019645_6	fabI//lysS//thyA//
go_0019646_6	lysC//argK//malY//moeA//
go_0019664_6	aroE//sodA//
go_0019665_5	idnK//
go_0019673_6	yjhH//
go_0019676_3	waaZ//
go_0019677_8	
go_0019679_7	nhoA//hisB//ddlB//
go_0019686_6	ahpC//
go_0019698_7	argE//gmk//add//iaaA//fabA//puuB//
go_0019700_6	aroK//ndk//phnN//napB//
go_0019740_2	pabC//mrdA//clsB//ynfE//rph//hdhA//
go_0019752_6	
go_0019805_6	ddlA//
go_0019835_3	
go_0019852_5	epmB//leuD//nadE//
go_0019854_6	alr//nanA//
go_0019856_7	sseA//
go_0019858_7	nrfB//
go_0019859_7	cynS//
go_0019877_6	menC//bioA//avtA//
go_0019878_9	menD//
go_0019935_6	ftsI//pbpC//
go_0019985_8	puuB//wcaJ//
go_0019988_7	dbpA//
go_0022417_4	pck//
go_0022610_2	ygjK//
go_0022611_3	pgpA//ddlA//chbG//
go_0022900_4	rsmF//csdA//
go_0022904_5	azoR//guaB//dgcZ//
go_0023014_4	cyoE//gor//hemL//
go_0030001_7	uvrC//gudD//epmB//
go_0030007_8	prmB//
go_0030026_9	
go_0030091_6	rluE//gstA//mutH//yhdH//
go_0030153_5	
go_0030162_7	
go_0030163_5	bioH//sufS//folD//rlmA//
go_0030244_9	
go_0030258_5	ispH//
go_0030260_7	
go_0030261_8	
go_0030307_6	
go_0030308_6	gshB//dcd//
go_0030388_5	purF//nanA//hyaA//
go_0030488_6	rffT//rne//dmsB//cmk//puuD//rfbD//argA//maeA//lsrK//pgpA//
go_0030490_10	
go_0030497_7	frdB//tpiA//
go_0030541_4	
go_0030573_6	wrbA//
go_0030632_8	pgsA//yfaU//pnp//lpxC//
go_0030641_8	umuC//pphB//
go_0030643_8	
go_0030961_9	hisD//
go_0030980_7	nth//purN//trmJ//
go_0031118_8	nadA//
go_0031119_8	glpK//uvrC//tdh//deoD//pheS//tmk//
go_0031125_10	alkB//
go_0031162_5	malS//
go_0031167_6	dadA//guaB//rnt//ribB//mepS//ubiC//
go_0031280_6	asd//
go_0031297_7	
go_0031342_5	
go_0031346_7	
go_0031365_7	rbn//
go_0031400_8	
go_0031439_9	
go_0031460_7	paaK//hisF//cmoA//moeB//galT//fadB//
go_0031554_7	
go_0031555_8	
go_0031556_9	
go_0031564_8	hemN//
go_0031638_7	
go_0031648_5	
go_0031669_5	
go_0031670_5	
go_0032025_6	ubiI//
go_0032026_6	adiA//
go_0032049_8	dgoD//ribB//entF//
go_0032055_6	
go_0032091_6	
go_0032147_9	
go_0032150_8	
go_0032194_8	cheB//
go_0032196_3	paaZ//
go_0032238_6	poxB//
go_0032259_3	fadM//hyaC//sad//argF//
go_0032261_6	pabB//
go_0032263_7	recG//galK//
go_0032264_7	yccX//ghrB//
go_0032265_7	dacA//
go_0032272_7	
go_0032297_10	
go_0032298_10	
go_0032324_6	lpxH//waaQ//menE//
go_0032329_7	etk//adhP//
go_0032359_7	
go_0032412_6	
go_0032413_6	
go_0032414_6	waaH//
go_0032445_10	folD//etk//
go_0032462_7	glxR//
go_0032466_7	
go_0032467_7	
go_0032506_4	
go_0032508_8	rfaE//dinB//abgA//miaB//
go_0032774_6	yhdH//
go_0032775_6	puuB//agp//idnD//
go_0032781_7	
go_0032784_8	
go_0032790_6	cdh//
go_0032885_7	
go_0032951_8	
go_0032955_6	
go_0032973_7	alkA//
go_0032978_7	
go_0033014_6	ligB//nanE//
go_0033051_5	dadA//
go_0033120_8	
go_0033194_5	alr//glmM//yqjH//
go_0033195_5	glyS//
go_0033212_10	bfr//pykA//
go_0033214_11	hmp//napC//
go_0033228_8	zwf//lysS//yfeX//
go_0033317_7	hcaE//rutB//folD//argD//
go_0033320_6	rffT//
go_0033345_8	hcaB//ampH//
go_0033353_5	argF//
go_0033359_7	add//polB//
go_0033384_6	yccX//
go_0033388_7	gcl//
go_0033477_5	rhaM//
go_0033499_8	waaY//rrrD//nrdE//tyrA//waaL//
go_0033518_6	dbpA//
go_0033539_7	yeiG//
go_0033542_7	waaF//
go_0033543_8	gatD//
go_0033567_6	
go_0033585_7	ubiD//tcdA//
go_0033611_8	fadI//
go_0033683_7	
go_0034194_8	prs//folX//yggF//
go_0034195_8	torA//
go_0034198_6	dgoK//wecC//
go_0034203_6	queF//
go_0034204_5	yfbR//rsmD//
go_0034213_6	mutH//
go_0034214_7	glyS//cysS//sdaA//
go_0034219_6	dacD//cobS//wzc//rne//murA//sdhA//kdsA//gpt//lpxK//rhaD//lpxM//ampD//dhaL//epmB//glcE//tktA//fadD//entA//ldtB//malS//ttdA//etk//mmuM//argB//caiD//recR//dgoD//etp//tyrS//
go_0034220_6	ileS//fucI//rlmH//acnA//betB//pphB//
go_0034224_6	
go_0034227_8	wzb//
go_0034258_8	allB//
go_0034260_5	
go_0034289_7	nrfA//
go_0034337_3	glxK//
go_0034355_7	lldD//yigB//lysS//astB//
go_0034401_5	
go_0034414_9	waaP//
go_0034421_8	guaA//
go_0034470_8	btuE//
go_0034552_7	
go_0034599_5	alkA//tdcE//phnP//dgt//yqhD//
go_0034605_5	ybjI//tag//
go_0034614_6	nudG//
go_0034620_6	nadC//
go_0034628_9	plsB//ravA//waaH//panC//pphB//
go_0034635_6	yieF//
go_0034644_7	trpC//
go_0034661_7	
go_0034775_7	mazG//manA//
go_0034983_9	thrC//ilvC//
go_0035235_6	guaC//metC//aroG//
go_0035307_9	
go_0035335_8	yegS//epmB//
go_0035344_8	metL//amiD//
go_0035350_6	acnA//
go_0035429_8	rhaB//sdhD//nrfD//yihT//yigB//ribA//
go_0035433_7	tauD//
go_0035434_9	relA//
go_0035435_9	cysS//mltB//fadM//narG//
go_0035442_7	gabD//argG//yihX//sdhA//glgC//menB//ynfH//
go_0035443_7	frmB//adk//phoA//
go_0035444_9	caiB//hemG//rffG//folX//
go_0035461_6	garK//
go_0035524_8	hisS//
go_0035552_6	fadD//
go_0035553_6	rlmC//
go_0035556_4	
go_0035600_8	mrcB//
go_0035672_6	fadE//hypF//rlmG//
go_0035725_9	cheR//frlC//nrdA//metL//aes//
go_0035784_9	rutA//
go_0035864_6	
go_0035873_8	menA//lsrK//
go_0035999_5	pdxK//arnA//yegS//
go_0036001_7	recJ//
go_0036047_9	lipB//
go_0036049_9	coaE//
go_0036088_6	ndh//
go_0036104_6	aroC//lipB//
go_0036172_6	selD//
go_0036214_3	
go_0036265_6	aceB//
go_0036289_9	ubiF//hdhA//
go_0036448_6	proB//sucD//
go_0036460_5	
go_0036506_5	
go_0036525_7	
go_0038083_9	rlmJ//napC//
go_0040033_9	
go_0042026_4	wcaJ//folE//udp//tag//
go_0042126_5	argA//
go_0042128_5	
go_0042150_7	fadM//
go_0042157_5	
go_0042158_6	ansB//argC//
go_0042177_7	
go_0042182_5	pykF//
go_0042219_6	
go_0042245_7	sodA//alsE//cdsA//
go_0042254_5	katG//
go_0042255_6	
go_0042274_5	paaZ//
go_0042304_7	
go_0042351_7	proA//
go_0042355_8	ubiG//asnS//rfaD//rsmH//recF//pyrH//
go_0042371_7	dgt//
go_0042413_6	gltB//lpcA//
go_0042450_7	lpoA//yfiC//rfaD//fruK//xylA//speA//
go_0042454_7	lpd//
go_0042493_4	mhpA//yjjX//bglB//nadC//pgsA//mrdA//queA//rfbD//psd//glxR//tcdA//trmO//ynfF//
go_0042538_6	gcd//pdxY//tag//
go_0042542_5	lpd//lysS//sdhC//murF//
go_0042545_5	coaA//
go_0042594_4	recF//fadA//hisH//nudB//
go_0042619_6	
go_0042710_4	ilvD//ubiA//iaaA//sucA//ulaE//nadE//xylB//yjcS//
go_0042732_6	umpG//
go_0042744_6	umuC//leuB//
go_0042759_7	hemF//
go_0042773_6	rihB//
go_0042777_8	
go_0042780_10	gpp//dld//
go_0042817_5	guaC//
go_0042819_6	argH//
go_0042823_6	xylA//fadE//glmM//tdcB//
go_0042838_6	alkB//proC//guaD//xylA//
go_0042840_7	hemN//mnmE//bioC//gpsA//yagF//nth//
go_0042843_7	serS//uxaC//
go_0042846_8	recR//
go_0042852_9	fabA//
go_0042867_8	pyrB//
go_0042873_7	phnP//
go_0042882_10	gudD//sseA//
go_0042884_7	frdA//valS//uvrA//
go_0042885_8	rihA//
go_0042891_6	gudD//malZ//trmL//sdhC//entH//truB//ldhA//
go_0042906_8	treC//rluF//mngB//
go_0042908_5	scpC//
go_0042914_8	rlmC//
go_0042918_6	gldA//garR//
go_0042919_6	
go_0042920_6	hisS//
go_0042928_7	
go_0042930_7	cpdB//rluF//bioB//cmk//glgX//nudC//umpH//polA//citG//deoB//
go_0042938_8	fabI//yahK//rlmB//
go_0042939_8	lysU//
go_0042941_8	pgaD//
go_0042942_6	xthA//tyrS//
go_0042953_6	
go_0042956_8	adiA//lsrG//
go_0042968_8	chbG//gpt//napA//
go_0043039_6	murE//yjjG//aroF//
go_0043041_6	rffT//fklB//
go_0043085_5	folM//lpxH//leuC//
go_0043086_5	folC//
go_0043093_3	pdeH//rlmE//mutY//fabG//
go_0043097_6	prs//ribF//
go_0043099_7	xdhB//
go_0043100_6	citG//
go_0043102_5	rfbD//
go_0043103_7	thiG//
go_0043137_6	purU//dapD//
go_0043150_8	
go_0043157_6	pyrG//
go_0043164_6	alkA//sthA//ydfG//leuC//fklB//alr//thrS//
go_0043165_6	ligA//tdk//
go_0043171_5	hisI//waaC//ahr//thiG//alsE//
go_0043200_5	
go_0043201_6	
go_0043213_7	allC//hcaC//
go_0043254_5	
go_0043335_3	recF//dxr//mgsA//rihA//sodA//
go_0043433_5	putA//deoC//cof//
go_0043442_6	waaY//
go_0043456_6	miaB//
go_0043462_6	ubiX//
go_0043470_6	
go_0043471_6	
go_0043488_5	kdsA//gpsA//fucO//
go_0043547_7	
go_0043571_7	purN//
go_0043610_4	trpB//eda//ribB//
go_0043686_7	nfsB//
go_0043687_7	ycaO//maeA//gadA//caiD//yjiA//
go_0043708_5	dkgB//
go_0043709_6	rihC//
go_0043711_5	
go_0043952_7	
go_0043953_7	carA//
go_0044010_5	rluC//frdA//hemD//rlmJ//pdxJ//paoC//
go_0044011_4	thyA//
go_0044036_5	hpt//hemC//hisG//
go_0044038_6	nagZ//yieF//
go_0044092_4	
go_0044179_5	
go_0044208_7	ynfE//
go_0044238_3	thiE//ribE//dgoD//umpH//
go_0044248_4	
go_0044255_4	
go_0044262_4	gabT//pheT//
go_0044273_5	proS//
go_0044275_5	dld//
go_0044349_6	
go_0044355_6	coaD//
go_0044532_6	
go_0044659_7	moaD//
go_0044718_6	paaZ//
go_0044764_3	
go_0044780_6	dmlA//
go_0044781_5	
go_0044787_5	ycjU//
go_0044874_7	
go_0045004_7	phnN//fkpB//trmH//
go_0045013_7	
go_0045226_7	rlmJ//yjjX//cysC//menE//waaF//idnD//
go_0045333_5	dgoA//dusC//
go_0045337_6	kbaY//
go_0045454_4	rluC//lpxL//hcaC//srlD//aroE//yfeW//scpC//
go_0045471_5	mutY//fabI//
go_0045717_8	recF//dnaE//
go_0045719_8	
go_0045723_8	
go_0045727_8	
go_0045732_7	
go_0045733_6	puuC//yfcG//
go_0045819_8	
go_0045828_7	
go_0045848_5	
go_0045859_7	
go_0045861_8	
go_0045862_8	
go_0045883_5	
go_0045892_8	hisF//gshA//rffM//metB//arnB//
go_0045893_8	ftsI//psuG//
go_0045900_9	
go_0045903_5	thiI//
go_0045912_6	frdA//prpD//iscS//
go_0045926_5	
go_0045936_8	
go_0045947_9	ppk//tig//
go_0045975_9	
go_0045990_6	
go_0046037_8	ftnA//
go_0046040_8	pfkB//
go_0046047_8	miaB//
go_0046050_8	bioD//nrdD//dgkA//
go_0046052_8	chbG//
go_0046061_8	talB//
go_0046076_8	pdxY//
go_0046081_8	ribA//dkgB//
go_0046086_6	bglA//
go_0046098_7	deoA//
go_0046100_7	aroE//
go_0046101_6	dxr//yqaB//
go_0046103_9	thiL//
go_0046104_8	cpsB//
go_0046115_10	bacA//
go_0046133_8	mrcB//putA//
go_0046166_6	clsA//
go_0046168_6	slt//glpK//
go_0046176_6	alsK//lysA//ldtC//pfkB//
go_0046177_7	speA//prpB//arnB//asnB//
go_0046181_7	ilvA//
go_0046183_7	pgm//yccX//tdcD//
go_0046187_6	thrA//
go_0046196_5	cobT//
go_0046210_6	mnmA//umuD//lpxP//
go_0046214_6	waaU//
go_0046256_7	clsA//ppsA//
go_0046271_5	ugd//
go_0046279_6	cfa//
go_0046292_4	tynA//
go_0046294_5	yhdJ//moaE//
go_0046296_6	fabD//ygeX//ruvA//
go_0046306_6	cheB//araB//
go_0046323_10	lacZ//
go_0046325_8	
go_0046336_6	dgcT//
go_0046342_8	dcd//
go_0046348_6	tktB//yghU//
go_0046365_5	hemC//
go_0046392_7	yfcG//rsmG//wzb//rph//
go_0046397_6	
go_0046416_6	gcl//
go_0046452_6	argG//
go_0046459_6	solA//
go_0046470_5	
go_0046474_6	umuD//paaG//adiA//yfeW//accD//ispB//
go_0046487_5	nagZ//
go_0046501_6	ldtE//
go_0046618_6	yjjX//mutH//rpe//rluA//allB//pgi//
go_0046654_7	speG//fabI//leuS//ndk//panE//
go_0046655_5	sodC//
go_0046656_6	rlmI//argH//cpsG//tyrA//sdhC//preA//
go_0046657_6	nadA//
go_0046677_4	ubiI//umpH//glcD//arnB//rutD//pldB//sgbE//glpK//paaE//fadE//rihB//etp//lpoB//rlmI//folA//ubiD//kdsB//hypF//fadA//hyaC//yccX//fabI//cpsB//cobC//cynS//ulaF//glpB//metH//ribE//deoD//gltX//
go_0046685_4	nirB//selA//
go_0046686_6	cysS//
go_0046688_6	nudF//uxuB//
go_0046690_5	yccX//prpB//
go_0046710_8	mcrA//
go_0046718_8	accA//frdD//
go_0046777_8	paaA//mocA//speF//
go_0046834_6	ndh//
go_0046835_5	ulaD//ydiO//thiE//nadA//waaP//cysC//dkgB//trpE//epmB//cysI//ycjU//pbpC//cysN//hdhA//araA//gltD//polB//dinB//ulaE//pabC//lpxC//
go_0046836_7	cysC//
go_0046839_6	purF//
go_0046855_6	serC//
go_0046892_8	
go_0046901_7	rihC//
go_0046939_7	rutB//recR//rsmJ//argE//
go_0046942_7	rihC//rlmI//panC//
go_0046944_7	yciA//
go_0047484_6	
go_0048034_6	pdxH//
go_0048255_6	
go_0048473_8	gstB//
go_0048518_4	
go_0048870_3	plsB//
go_0050427_5	paaK//
go_0050667_6	ynfH//putA//
go_0050779_5	trmA//
go_0050790_4	rfbD//fadH//
go_0050821_5	ligA//maeA//
go_0050918_5	surA//ndk//
go_0050919_5	nirD//
go_0051050_5	
go_0051083_5	putA//
go_0051085_5	tsaE//sucC//
go_0051090_4	trpE//
go_0051091_5	gstB//
go_0051131_7	
go_0051143_8	yhdJ//
go_0051156_5	yagE//
go_0051171_5	
go_0051188_5	nfi//
go_0051191_6	ileS//
go_0051205_6	
go_0051224_6	
go_0051252_6	
go_0051258_7	
go_0051260_7	frlC//arsC//
go_0051270_5	
go_0051271_6	trmO//thiI//
go_0051274_8	
go_0051276_5	
go_0051289_8	yjjX//plsC//pphB//fucK//ascB//psuG//nirD//frdD//coaE//ybiV//kdsB//ubiA//tsaD//ydiF//hdhA//oxc//tynA//yciV//aspA//pck//ribC//ilvD//thrB//lpoB//dapB//cysG//pgsA//mazG//nrfC//fcl//coaE//cysI//
go_0051301_3	metK//nadK//lyxK//ldtD//aroC//ubiD//cobU//uxaA//
go_0051302_5	
go_0051304_4	mepS//
go_0051338_5	
go_0051345_6	
go_0051346_6	gph//
go_0051347_6	
go_0051349_6	
go_0051353_6	cfa//
go_0051391_8	pgk//
go_0051409_4	uxaC//
go_0051410_3	hemD//
go_0051452_10	waaL//
go_0051453_9	thiH//
go_0051454_10	sdhC//arsC//leuS//fabB//nudG//
go_0051476_7	accD//
go_0051484_7	rlmD//
go_0051495_8	
go_0051595_6	phnG//ispG//
go_0051596_6	aspS//mpaA//udp//malZ//
go_0051599_4	
go_0051603_6	lldD//nrdA//
go_0051604_5	ycaO//ygjK//gldA//
go_0051607_4	trpA//dacC//
go_0051649_4	
go_0051668_4	
go_0051692_6	chbF//yigL//
go_0051704_2	thrS//tktA//
go_0051715_4	
go_0051716_3	
go_0051726_5	
go_0051781_6	yggF//
go_0051782_6	
go_0051977_7	
go_0051983_5	
go_0052131_6	
go_0052547_6	
go_0052653_5	
go_0052777_7	hcaB//fucA//
go_0052778_6	yfiC//
go_0052837_6	truA//
go_0055070_10	cysS//
go_0055072_10	prpC//ilvE//
go_0055085_5	yjjG//abgA//yagE//gmd//yfeX//glgP//tdcD//nth//nanA//fucI//rsuA//mpaA//cobC//sucA//phnG//alr//prmB//glcD//panC//metF//fkpB//trmI//rutC//scpC//pepD//spoT//rlmD//yajO//waaQ//alsE//leuA//nrdE//waaQ//yieF//yajO//ligB//fumC//pheS//add//gutQ//pncB//mhpA//folX//yjhH//gor//citE//allC//mdh//cysH//tsaC//patA//dapB//cof//dgt//tmk//mutT//rfaE//sgbE//citG//frdB//hisB//coaD//phnJ//hyaC//lysC//opgE//uvrC//edd//mcrB//napC//panD//gatZ//rsmI//fumB//phnL//truB//ahpC//entH//dacA//rsgA//
go_0055086_4	malY//trmA//
go_0055114_3	galM//glpX//rhaA//pfkA//ahr//rpiB//dhaK//fcl//menA//ansB//nadC//frmB//aspC//uvrC//pheA//rdgB//lldD//ppx//pyrF//trpS//narV//fruK//lpd//rfbC//mrcA//rihB//garL//eptB//sufS//pncB//trpA//sucC//cysK//aphA//dgoD//entF//xylA//hcp//waaP//menA//rlmI//nanA//preT//argE//
go_0055129_5	bcsA//gpsA//ndh//
go_0055130_8	gltB//ddlB//
go_0060003_10	epmB//dfp//
go_0060274_5	lgoD//
go_0060326_5	nadK//
go_0060566_8	
go_0060567_8	
go_0060699_8	
go_0060702_9	rlmJ//
go_0061077_4	pta//ybiV//garR//murE//ybjG//
go_0061475_9	murQ//
go_0061504_8	aroD//
go_0061610_5	ydiF//
go_0061615_7	uxaA//aroA//
go_0061720_5	appA//fabH//wzc//
go_0065002_6	ligB//
go_0065007_2	narH//
go_0070084_7	folX//
go_0070178_5	waaF//
go_0070207_8	hisI//dhaL//nrdE//
go_0070298_8	
go_0070301_6	nemA//astC//
go_0070329_5	asd//
go_0070413_7	abgB//
go_0070415_6	narV//gpmA//
go_0070417_5	psuG//
go_0070453_7	sucC//
go_0070475_7	fadD//lpxT//nadD//glcD//cobT//lldD//dgcT//orn//maa//avtA//galT//gloB//ttdA//alaA//glyA//gatZ//ruvC//relA//thrS//
go_0070476_7	fcl//gabD//
go_0070482_4	ttdB//
go_0070574_9	caiB//hypB//galE//waaG//
go_0070581_8	
go_0070588_9	
go_0070689_6	fabI//glpC//
go_0070726_5	citE//rluD//
go_0070778_6	guaA//menD//
go_0070894_6	
go_0070930_7	
go_0070981_6	astB//
go_0070989_4	rnb//
go_0071139_6	
go_0071218_6	insI-1//
go_0071229_5	
go_0071230_6	nudC//
go_0071236_5	entE//hisS//dgoA//
go_0071237_6	
go_0071243_5	wzc//
go_0071248_6	
go_0071249_6	
go_0071250_6	
go_0071266_6	ubiH//
go_0071271_7	pdxB//
go_0071276_7	
go_0071280_7	ispU//
go_0071284_7	
go_0071286_7	
go_0071287_7	
go_0071288_7	gabD//purT//
go_0071289_7	hcaF//
go_0071291_6	accD//
go_0071292_7	rlmI//
go_0071294_7	prmC//
go_0071310_5	
go_0071421_9	uxaB//avtA//aceF//
go_0071422_7	entE//cysS//nadB//
go_0071423_8	paaB//
go_0071454_5	fes//carB//
go_0071456_5	
go_0071467_5	
go_0071468_6	ycaO//yeiG//glpC//pgk//
go_0071470_5	
go_0071474_6	upp//tktB//manA//
go_0071500_5	pagP//
go_0071502_5	
go_0071555_4	yihX//lldD//yccX//waaA//hcaF//thiG//paaH//argH//
go_0071577_9	iaaA//bfr//ppc//treA//rlmC//glcE//
go_0071705_5	
go_0071731_5	
go_0071732_6	malP//
go_0071769_5	
go_0071805_4	rsmA//rpiB//entB//rlmI//trmO//epmC//fabZ//metK//trmO//
go_0071806_6	poxB//pgsA//
go_0071807_8	
go_0071897_6	ydiO//torA//nhoA//trpD//feaB//nagA//
go_0071915_9	glpD//
go_0071932_8	srlD//
go_0071934_6	arnA//
go_0071945_7	
go_0071951_8	ydiB//
go_0071963_4	
go_0071973_6	purC//
go_0071977_5	
go_0071978_7	
go_0072321_6	
go_0072323_7	
go_0072344_7	aroL//rlmG//
go_0072348_5	hyaB//
go_0072488_7	acpS//
go_0072511_7	astC//
go_0072531_6	tpiA//
go_0072581_9	tdh//
go_0072714_5	
go_0075713_7	
go_0080111_4	citG//fabZ//
go_0089705_7	
go_0089709_7	surA//arsC//
go_0090071_6	
go_0090116_7	waaQ//
go_0090143_4	
go_0090305_6	glcD//bioA//aspC//fadD//nrfB//lipA//fabA//trpD//rimK//dxs//queF//ubiC//yjhH//btuE//iaaA//hyaB//yfdR//phnO//murA//ppx//purD//trmI//menI//tatD//phnN//xylA//yfcF//yieH//mhpA//speD//betA//ilvE//mrcA//acpH//mtn//hemD//rutC//queA//lpoA//lysU//uidA//coaE//
go_0090313_8	
go_0090347_6	
go_0090352_6	
go_0090357_7	
go_0090358_8	
go_0090501_7	fucA//fabH//arnT//yeaE//astB//slt//gnd//ybcF//trmI//psd//bglA//ssuE//
go_0090502_8	ydiB//murD//yfiC//lpxM//accD//yciV//ldtA//purB//recR//poxB//dkgB//rpiA//narV//uvrA//mocA//proC//ubiE//
go_0090503_8	acnA//menA//glpK//umpH//sufS//cpsB//rlmL//rutC//prmC//
go_0090529_5	
go_0090540_10	hchA//
go_0090549_5	
go_0090609_6	alaC//
go_0097056_7	nudF//
go_0097264_6	cheR//
go_0097304_7	gdhA//
go_0097339_7	tdh//
go_0097428_6	scpC//pnp//
go_0097502_4	yjcS//
go_0097510_7	sdaB//
go_0097533_5	
go_0097638_8	rlmA//
go_0098002_8	
go_0098655_7	sdhD//rnb//rlmD//ttdB//glxR//frdC//ribB//mcrA//nadB//rluE//hemN//glk//etp//cmoA//queG//
go_0098656_7	narG//
go_0098707_10	
go_0098708_8	rlmI//lpxD//
go_0098710_7	dcm//purL//
go_0098713_8	solA//glcD//
go_0098719_9	
go_0098732_6	yahK//
go_0098795_9	alsE//
go_0098869_4	udk//ldcC//iscS//rpiA//glnE//nagA//relA//der//dcm//rluA//lsrK//yagF//sufS//tdcG//lysU//
go_0099131_7	prpC//
go_0099132_7	hflX//speF//thiD//dcm//ldhA//suhB//ybjI//dcd//
go_0099133_8	eno//galM//glpD//metG//valS//curA//rsmA//edd//nanK//cadA//nadA//chbG//
