# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	thiG//
go_0015891_6	purC//
go_0015906_6	adk//
go_0015909_8	yfaU//
go_0015912_8	yihX//
go_0015914_7	fabZ//
go_0015920_7	gabD//dcyD//
go_0015937_7	sdaA//gldA//rpe//psd//
go_0015940_6	pgaC//
go_0015944_4	srlD//fabI//pabA//
go_0015949_5	pcm//miaB//gldA//truB//thrB//yfcF//def//yihT//recR//suhB//thiH//nagA//speG//ahr//betB//lpxM//cysE//csdA//
go_0015950_6	ispH//
go_0015951_7	paaE//lpxL//
go_0015968_6	
go_0015969_8	glnS//alaS//
go_0015976_2	glgP//
go_0015986_7	
go_0015990_10	dacA//fadI//
go_0016024_7	iscS//
go_0016032_5	cfa//
go_0016036_6	fucA//hisS//
go_0016042_5	
go_0016052_5	yagF//waaY//gph//pgaC//
go_0016075_8	gutQ//
go_0016078_8	murE//
go_0016094_6	hpt//dapA//
go_0016226_5	narG//rhaA//hpt//lpxC//
go_0016259_7	rpiA//
go_0016260_8	argD//arnT//aroK//
go_0016310_6	hcaC//thiM//guaA//ung//murI//kdsA//lpxH//pdeR//proC//rbn//gatZ//fruK//cysG//leuD//yjjX//yjiA//dgoD//
go_0016311_6	murD//alr//moaD//yjjG//glnS//lpxC//alsE//argK//pgl//asnA//tyrS//bglA//recO//bglX//gloA//queF//ldcC//ilvH//tsaD//icd//ispG//lsrG//moeB//hisS//carA//murA//lpxM//accA//putA//chbF//rlmI//argI//prpC//cmoA//yghU//folC//lysC//glgB//polB//hemC//
go_0016458_3	
go_0016485_6	galE//dgoD//
go_0016540_7	yciA//lpxP//
go_0016579_7	paaE//
go_0016998_5	alaC//
go_0017001_5	torY//
go_0017003_8	pgm//
go_0017004_7	thiI//
go_0017013_7	
go_0017038_6	
go_0017148_8	betB//lpoA//gatZ//ndk//epd//
go_0017189_7	kdsD//
go_0017198_7	ppx//
go_0018012_8	lplA//
go_0018023_7	ahr//
go_0018063_8	pdeR//
go_0018070_8	yeaG//agp//
go_0018104_8	carA//lpxD//fadE//frlC//cheR//
go_0018105_8	mgsA//
go_0018106_8	
go_0018108_8	nanA//
go_0018117_8	
go_0018125_6	mrcB//
go_0018131_6	dcyD//
go_0018160_8	dxr//
go_0018206_8	ilvD//
go_0018247_9	eda//
go_0018283_6	
go_0018298_7	birA//
go_0018307_7	tdcE//
go_0018315_8	gltD//
go_0018339_9	treF//
go_0018345_8	fre//
go_0018364_6	ackA//tdcE//
go_0018378_9	
go_0018393_10	hyi//
go_0018394_9	dgcZ//
go_0018410_8	queG//
go_0018909_5	fabB//
go_0018937_4	garL//
go_0019042_6	truA//
go_0019068_6	
go_0019076_6	
go_0019217_7	
go_0019242_6	rlmI//
go_0019243_7	lpcA//fabD//glxK//wcaJ//
go_0019249_6	ung//
go_0019250_7	kduD//
go_0019262_6	citX//puuE//recR//leuD//avtA//
go_0019264_7	yfiC//
go_0019272_9	nfsB//pepD//
go_0019284_7	mtgA//ilvM//
go_0019285_5	recJ//coaE//
go_0019288_6	waaJ//nudF//sdhD//rlmL//
go_0019290_5	
go_0019292_8	rluB//
go_0019294_6	purF//hcaC//bioA//astC//
go_0019299_6	lipA//
go_0019301_7	dgoA//rluB//waaB//rffG//miaB//rsmA//waaF//
go_0019303_7	paaG//gstA//
go_0019305_7	nagA//
go_0019309_7	rluE//
go_0019316_8	rffM//fadB//pdxK//
go_0019318_5	moaD//
go_0019323_6	pgl//malY//napA//treF//ppk//purU//bglB//
go_0019324_6	gstA//gpt//ubiG//yagF//astB//
go_0019343_8	mdh//
go_0019344_7	dgoK//
go_0019346_7	insI-2//
go_0019353_8	puuD//paaZ//pyrH//phnM//
go_0019354_6	umpH//
go_0019379_5	codA//
go_0019380_6	murF//gshB//
go_0019388_7	yfbR//
go_0019391_6	pyrF//
go_0019394_7	hyaC//
go_0019395_5	folD//
go_0019404_8	rhaD//mutS//
go_0019413_6	folE//clsC//
go_0019419_4	dapF//
go_0019427_7	ascB//
go_0019430_5	lsrG//dkgB//mltB//
go_0019432_7	rnd//
go_0019439_5	recF//rsmE//
go_0019447_8	lpoA//
go_0019450_9	pfkA//
go_0019464_7	waaS//dkgB//mepS//mltC//sucA//gmhB//
go_0019480_4	cysG//
go_0019509_7	
go_0019516_4	mutT//aroC//
go_0019521_6	waaJ//purC//
go_0019542_6	torY//
go_0019545_6	rsmJ//
go_0019546_9	mazG//
go_0019563_7	apt//aspC//citC//
go_0019568_7	aspS//thyA//
go_0019569_7	citE//plsB//sbcB//
go_0019571_8	ispF//amyA//cysE//
go_0019572_8	dnaQ//
go_0019584_7	
go_0019588_7	carB//ileS//
go_0019592_8	ppc//
go_0019595_8	alkB//
go_0019607_6	pagP//fcl//
go_0019622_6	alaS//fabI//pflB//
go_0019629_7	panE//allD//
go_0019632_5	ogt//metK//truD//accC//
go_0019634_5	nrdF//
go_0019645_6	tynA//panE//xylB//
go_0019646_6	rutC//fau//lpxB//truB//
go_0019664_6	fkpB//rluE//
go_0019665_5	trmD//
go_0019673_6	mraY//
go_0019676_3	rlmJ//
go_0019677_8	
go_0019679_7	ldtA//gph//umpH//
go_0019686_6	hisD//
go_0019698_7	pta//amyA//panB//pdxY//glmM//cfa//
go_0019700_6	gpp//pgaB//entF//pfkB//
go_0019740_2	mrcA//hycB//puuE//malQ//argG//entA//
go_0019752_6	
go_0019805_6	ulaD//
go_0019835_3	
go_0019852_5	fucO//mnaT//argS//
go_0019854_6	nanE//hcaC//
go_0019856_7	tcdA//
go_0019858_7	aroG//
go_0019859_7	ppiC//
go_0019877_6	mraY//rnt//cueO//
go_0019878_9	dhaK//
go_0019935_6	ilvI//kbaY//
go_0019985_8	dapB//birA//
go_0019988_7	rfaE//
go_0022417_4	pgk//
go_0022610_2	ispF//
go_0022611_3	gltD//fkpA//rfbC//
go_0022900_4	mtlD//glcE//
go_0022904_5	argH//xdhB//lpoA//
go_0023014_4	panC//wcaJ//eptB//
go_0030001_7	hcp//aroE//galK//
go_0030007_8	wcaJ//
go_0030026_9	
go_0030091_6	metH//mug//rlmJ//glgC//
go_0030153_5	
go_0030162_7	
go_0030163_5	wecC//truB//epmA//glpB//
go_0030244_9	
go_0030258_5	leuD//
go_0030260_7	
go_0030261_8	
go_0030307_6	
go_0030308_6	pdeL//folC//
go_0030388_5	ppk//rbsK//aspC//
go_0030488_6	selA//mrcB//torZ//ravA//gltD//gloB//idi//aspC//nhoA//pykA//
go_0030490_10	
go_0030497_7	gstB//murD//
go_0030541_4	
go_0030573_6	murF//
go_0030632_8	waaS//moaE//accD//nadK//
go_0030641_8	fumA//speG//
go_0030643_8	
go_0030961_9	moaE//
go_0030980_7	argH//kefF//epmA//
go_0031118_8	argC//
go_0031119_8	ppsA//nadE//kdsA//pdeR//mug//speG//
go_0031125_10	pgm//
go_0031162_5	nadA//
go_0031167_6	patA//glmU//rlmB//cobC//folD//yihS//
go_0031280_6	rluA//
go_0031297_7	
go_0031342_5	
go_0031346_7	
go_0031365_7	allB//
go_0031400_8	
go_0031439_9	
go_0031460_7	ulaG//mrcA//rlmD//opgE//napB//udp//
go_0031554_7	
go_0031555_8	
go_0031556_9	
go_0031564_8	ubiE//
go_0031638_7	
go_0031648_5	
go_0031669_5	
go_0031670_5	
go_0032025_6	hpt//
go_0032026_6	eptA//
go_0032049_8	murI//pyrF//astC//
go_0032055_6	
go_0032091_6	
go_0032147_9	
go_0032150_8	
go_0032194_8	accD//
go_0032196_3	mnaT//
go_0032238_6	dam//
go_0032259_3	mdh//astB//menB//yfdR//
go_0032261_6	fadM//
go_0032263_7	aroB//bglA//
go_0032264_7	yccX//torZ//
go_0032265_7	hcaD//
go_0032272_7	
go_0032297_10	
go_0032298_10	
go_0032324_6	prpD//aroF//mrcA//
go_0032329_7	paaC//acpS//
go_0032359_7	
go_0032412_6	
go_0032413_6	
go_0032414_6	gloA//
go_0032445_10	gatD//mnaT//
go_0032462_7	bioF//
go_0032466_7	
go_0032467_7	
go_0032506_4	
go_0032508_8	tyrA//yfcG//amiD//rpiA//
go_0032774_6	ulaE//
go_0032775_6	aspA//cpdA//ilvC//
go_0032781_7	
go_0032784_8	
go_0032790_6	dld//
go_0032885_7	
go_0032951_8	
go_0032955_6	
go_0032973_7	luxS//
go_0032978_7	
go_0033014_6	rlmJ//slyD//
go_0033051_5	yigL//
go_0033120_8	
go_0033194_5	argA//ybjI//chbF//
go_0033195_5	argK//
go_0033212_10	ndh//maeA//
go_0033214_11	ilvN//abgA//
go_0033228_8	pldB//hemA//glgX//
go_0033317_7	nudC//yieF//dhaL//umuC//
go_0033320_6	gloC//
go_0033345_8	waaL//argI//
go_0033353_5	serC//
go_0033359_7	accB//ynfE//
go_0033384_6	epd//
go_0033388_7	prmB//
go_0033477_5	deoA//
go_0033499_8	fklB//cueO//yfeW//hyaB//dcyD//
go_0033518_6	narG//
go_0033539_7	waaG//
go_0033542_7	mhpD//
go_0033543_8	yciA//
go_0033567_6	
go_0033585_7	guaC//idnO//
go_0033611_8	thiM//
go_0033683_7	
go_0034194_8	accD//lldD//lpoA//
go_0034195_8	glmM//
go_0034198_6	pabB//gnd//
go_0034203_6	gshA//
go_0034204_5	fabD//menH//
go_0034213_6	ydfG//
go_0034214_7	cobB//mnaT//kdsA//
go_0034219_6	cpsG//pgsA//hinT//glcD//ubiC//frmA//adeD//dgcM//chbG//epmA//ascB//rlmJ//ulaG//tyrB//yagE//garK//recG//dhaL//frc//wecC//astB//wzb//glyA//pheS//yajO//aroL//kbaY//mobA//ispA//
go_0034220_6	hemN//lacZ//entF//eno//pyrF//birA//
go_0034224_6	
go_0034227_8	ribC//
go_0034258_8	eutB//
go_0034260_5	
go_0034289_7	valS//
go_0034337_3	lgoD//
go_0034355_7	rutA//hflX//icd//dacC//
go_0034401_5	
go_0034414_9	aes//
go_0034421_8	dosP//
go_0034470_8	hisH//
go_0034552_7	
go_0034599_5	rluE//pgpC//puuE//tktA//uxaC//
go_0034605_5	hycB//uxuB//
go_0034614_6	eptC//
go_0034620_6	purC//
go_0034628_9	cmoB//mnmC//hemA//lpxM//tehB//
go_0034635_6	entC//
go_0034644_7	nrdD//
go_0034661_7	
go_0034775_7	waaO//rlmL//
go_0034983_9	preA//tyrA//
go_0035235_6	fucK//ubiI//thrS//
go_0035307_9	
go_0035335_8	gstA//ppx//
go_0035344_8	dmsC//ddlA//
go_0035350_6	gatY//
go_0035429_8	yieH//cysC//gapA//waaF//nagZ//bacA//
go_0035433_7	lpoB//
go_0035434_9	lpxP//
go_0035435_9	sdhA//trmA//cobU//argG//
go_0035442_7	sdaB//alsK//sad//kduI//ansA//apt//uvrB//
go_0035443_7	sad//aspS//garD//
go_0035444_9	pepD//narV//menE//wecC//
go_0035461_6	queC//
go_0035524_8	argG//
go_0035552_6	folD//
go_0035553_6	gapA//
go_0035556_4	
go_0035600_8	lpxB//
go_0035672_6	asnS//relA//rluB//
go_0035725_9	yqaB//yqjH//ulaE//lpxH//fumC//
go_0035784_9	ahpC//
go_0035864_6	
go_0035873_8	hemG//aroF//
go_0035999_5	ilvN//yhdJ//pdxB//
go_0036001_7	yegS//
go_0036047_9	yfcF//
go_0036049_9	dkgB//
go_0036088_6	umpH//
go_0036104_6	tmk//mutL//
go_0036172_6	purC//
go_0036214_3	
go_0036265_6	puuA//
go_0036289_9	tsaB//nrfD//
go_0036448_6	malP//yihV//
go_0036460_5	
go_0036506_5	
go_0036525_7	
go_0038083_9	phr//treC//
go_0040033_9	
go_0042026_4	hyi//ynfE//rluC//rutA//
go_0042126_5	thiL//
go_0042128_5	
go_0042150_7	phnN//
go_0042157_5	
go_0042158_6	glmU//rlmA//
go_0042177_7	
go_0042182_5	murD//
go_0042219_6	
go_0042245_7	mutM//epmB//gltB//
go_0042254_5	menF//
go_0042255_6	
go_0042274_5	nfi//
go_0042304_7	
go_0042351_7	mnaT//
go_0042355_8	yfaU//gabT//hyaC//truD//trmD//rhaD//
go_0042371_7	pflB//
go_0042413_6	pheA//glpX//
go_0042450_7	yeiG//fadI//accD//citE//gcvP//glxK//
go_0042454_7	tnaA//
go_0042493_4	yfaU//tyrB//thiG//apaH//maa//dgoA//malP//uvrB//alkA//thrA//recR//gnd//ribA//
go_0042538_6	rsmF//cysG//waaG//
go_0042542_5	sodC//fbp//yidA//rluD//
go_0042545_5	queG//
go_0042594_4	aldA//sodB//mltA//bglX//
go_0042619_6	
go_0042710_4	cynS//ulaD//kbaZ//idnD//tyrA//rhaD//metE//pdxA//
go_0042732_6	guaD//
go_0042744_6	tktB//dgcM//
go_0042759_7	pgaC//
go_0042773_6	pgsA//
go_0042777_8	
go_0042780_10	accD//dnaE//
go_0042817_5	metL//
go_0042819_6	ugd//
go_0042823_6	thiI//nagK//lplA//pgaD//
go_0042838_6	ydiF//slt//pdxY//cysK//
go_0042840_7	pgm//dhaL//pnp//truA//dfp//psd//
go_0042843_7	lpxL//yjcS//
go_0042846_8	thiM//
go_0042852_9	prpB//
go_0042867_8	arnA//
go_0042873_7	ada//
go_0042882_10	rutD//rfbC//
go_0042884_7	epd//umpH//dgoA//
go_0042885_8	fcl//
go_0042891_6	otsA//puuE//hyaB//phoA//dacA//ubiD//gnd//
go_0042906_8	purA//fabI//clsC//
go_0042908_5	arnA//
go_0042914_8	ubiA//
go_0042918_6	epmB//cysE//
go_0042919_6	
go_0042920_6	thrC//
go_0042928_7	
go_0042930_7	tdh//entD//arnA//dbpA//pabB//sthA//ygeX//yqjH//aspA//yidA//
go_0042938_8	tsaB//acnA//ydiB//
go_0042939_8	hemF//
go_0042941_8	arnB//
go_0042942_6	rlmH//ldtA//
go_0042953_6	
go_0042956_8	treF//waaB//
go_0042968_8	ppc//nemA//dapA//
go_0043039_6	mgsA//pyrB//gpsA//
go_0043041_6	curA//aroD//
go_0043085_5	eno//queF//ubiE//
go_0043086_5	tmcA//
go_0043093_3	bcsA//betA//ldtC//uxaB//
go_0043097_6	narY//mcrB//
go_0043099_7	paaA//
go_0043100_6	allB//
go_0043102_5	ttdB//
go_0043103_7	narZ//
go_0043137_6	mtgA//arsC//
go_0043150_8	
go_0043157_6	ribC//
go_0043164_6	asnB//menC//ychF//cynT//dut//glpX//ribF//
go_0043165_6	proS//ldcA//
go_0043171_5	uidA//lyxK//yciV//gatY//tpiA//
go_0043200_5	
go_0043201_6	
go_0043213_7	coaE//waaL//
go_0043254_5	
go_0043335_3	tehB//torA//maa//hyaC//cysN//
go_0043433_5	fabG//dsdA//rutB//
go_0043442_6	rlmA//
go_0043456_6	epd//
go_0043462_6	lysU//
go_0043470_6	
go_0043471_6	
go_0043488_5	hemN//arnT//apaH//
go_0043547_7	
go_0043571_7	rihB//
go_0043610_4	metE//garL//purD//
go_0043686_7	hisS//
go_0043687_7	rutD//metC//katE//coaE//nadC//
go_0043708_5	trmA//
go_0043709_6	srlD//
go_0043711_5	
go_0043952_7	
go_0043953_7	garD//
go_0044010_5	pagP//rlmA//sdhA//yhdH//nudF//pfkB//
go_0044011_4	insI-2//
go_0044036_5	aldB//ldtE//aroG//
go_0044038_6	alsK//pyrH//
go_0044092_4	
go_0044179_5	
go_0044208_7	hchA//
go_0044238_3	gcl//gcl//pldB//fucO//
go_0044248_4	
go_0044255_4	
go_0044262_4	ftnA//sodB//
go_0044273_5	glcB//
go_0044275_5	dinB//
go_0044349_6	
go_0044355_6	proC//
go_0044532_6	
go_0044659_7	ravA//
go_0044718_6	dkgA//
go_0044764_3	
go_0044780_6	tktB//
go_0044781_5	
go_0044787_5	argD//
go_0044874_7	
go_0045004_7	birA//narZ//rsmJ//
go_0045013_7	
go_0045226_7	tmcA//dapF//add//dmsA//phnH//tktB//
go_0045333_5	mug//glnA//
go_0045337_6	waaG//
go_0045454_4	fadK//nadD//glmU//arnB//frmB//selA//aes//
go_0045471_5	nagK//rutA//
go_0045717_8	nagB//lpoA//
go_0045719_8	
go_0045723_8	
go_0045727_8	
go_0045732_7	
go_0045733_6	umpG//pdeF//
go_0045819_8	
go_0045828_7	
go_0045848_5	
go_0045859_7	
go_0045861_8	
go_0045862_8	
go_0045883_5	
go_0045892_8	opgE//bglX//fruK//gldA//gudD//
go_0045893_8	purF//leuD//
go_0045900_9	
go_0045903_5	ilvB//
go_0045912_6	rbn//dnaQ//hisG//
go_0045926_5	
go_0045936_8	
go_0045947_9	hemC//guaD//
go_0045975_9	
go_0045990_6	
go_0046037_8	betB//
go_0046040_8	pykF//
go_0046047_8	ulaE//
go_0046050_8	ribF//pyrC//abgA//
go_0046052_8	dmsA//
go_0046061_8	entC//
go_0046076_8	spoT//
go_0046081_8	tyrA//nrdE//
go_0046086_6	nagK//
go_0046098_7	btuE//
go_0046100_7	tauD//
go_0046101_6	cysG//idi//
go_0046103_9	gcvP//
go_0046104_8	frdB//
go_0046115_10	xylB//
go_0046133_8	aroL//upp//
go_0046166_6	birA//
go_0046168_6	pheA//fadH//
go_0046176_6	rutD//lysS//pbpC//ldtB//
go_0046177_7	mnaT//wecB//spoT//gldA//
go_0046181_7	insI-1//
go_0046183_7	nrfB//garL//fumB//
go_0046187_6	pphB//
go_0046196_5	epd//
go_0046210_6	rfbD//pgl//dosP//
go_0046214_6	deoB//
go_0046256_7	uvrB//relA//
go_0046271_5	glpK//
go_0046279_6	mtgA//
go_0046292_4	rsmC//
go_0046294_5	patD//fumB//
go_0046296_6	ppx//ispB//mhpA//
go_0046306_6	abgB//truA//
go_0046323_10	torZ//
go_0046325_8	
go_0046336_6	fabI//
go_0046342_8	acpT//
go_0046348_6	ubiE//prpC//
go_0046365_5	pdxA//
go_0046392_7	ahr//glxR//mnmC//xylA//
go_0046397_6	
go_0046416_6	argK//
go_0046452_6	queC//
go_0046459_6	nadA//
go_0046470_5	
go_0046474_6	glpK//dmsB//phnJ//wecC//bioH//kdgK//
go_0046487_5	frmB//
go_0046501_6	glmU//
go_0046618_6	waaO//pagP//menI//gshB//mltB//trpE//
go_0046654_7	maeA//bfr//mltD//dadA//hemA//
go_0046655_5	dadA//
go_0046656_6	tsaE//insI-1//nanE//yfbR//tgt//xapA//
go_0046657_6	aroF//
go_0046677_4	kduI//trpA//sad//frdA//ubiD//mpaA//gadA//nagA//serB//azoR//hmp//hflX//trmA//aphA//lpxC//rutC//gcvH//appA//gatZ//ruvA//acpT//malY//lysA//asnS//ispB//glcE//entC//aroL//fumB//yeaG//purT//
go_0046685_4	yjiA//yjiA//
go_0046686_6	glgC//
go_0046688_6	fabH//sodA//
go_0046690_5	entF//recF//
go_0046710_8	lysU//
go_0046718_8	lsrG//appA//
go_0046777_8	bcsA//pdxB//cynT//
go_0046834_6	recJ//
go_0046835_5	hisA//hemB//tynA//wrbA//pagP//dnaQ//hmp//bglA//trmJ//accC//ldtA//rihC//guaD//arnA//kdsA//ldtE//citE//ispF//waaF//truA//frdB//
go_0046836_7	rpiA//
go_0046839_6	paaB//
go_0046855_6	psd//
go_0046892_8	
go_0046901_7	trmA//
go_0046939_7	umpG//tmcA//glnS//gabD//
go_0046942_7	glpK//ldtA//dxr//
go_0046944_7	narH//
go_0047484_6	
go_0048034_6	btuR//
go_0048255_6	
go_0048473_8	udk//
go_0048518_4	
go_0048870_3	queC//
go_0050427_5	yidA//
go_0050667_6	dacD//tdcE//
go_0050779_5	rlmF//
go_0050790_4	leuS//gltB//
go_0050821_5	acnA//murQ//
go_0050918_5	yagE//serS//
go_0050919_5	uxaB//
go_0051050_5	
go_0051083_5	fadI//
go_0051085_5	caiD//cobB//
go_0051090_4	hyi//
go_0051091_5	fruK//
go_0051131_7	
go_0051143_8	fadA//
go_0051156_5	fumA//
go_0051171_5	
go_0051188_5	ahr//
go_0051191_6	lpxC//
go_0051205_6	
go_0051224_6	
go_0051252_6	
go_0051258_7	
go_0051260_7	cysG//murC//
go_0051270_5	
go_0051271_6	ampH//amiD//
go_0051274_8	
go_0051276_5	
go_0051289_8	truA//rnpA//arnT//ahpC//hisS//thyA//purA//slt//ndh//sdhB//leuB//rffG//ndh//murQ//fumC//uxaC//dgt//alkA//menF//cynT//rrrD//uxuB//argB//epmC//fucK//gor//sbcB//gabD//mdh//fabA//hpt//yihU//
go_0051301_3	eptA//epd//gpmA//aes//idnD//aspA//thrA//sucC//
go_0051302_5	
go_0051304_4	thiG//
go_0051338_5	
go_0051345_6	
go_0051346_6	ispH//
go_0051347_6	
go_0051349_6	
go_0051353_6	guaA//
go_0051391_8	bglA//
go_0051409_4	pagP//
go_0051410_3	ribD//
go_0051452_10	feaB//
go_0051453_9	frmB//
go_0051454_10	ruvA//cmoA//sdaA//rutA//hflX//
go_0051476_7	rsmJ//
go_0051484_7	kdsA//
go_0051495_8	
go_0051595_6	prpD//fbaA//
go_0051596_6	ymdB//tauD//yfbR//hemE//
go_0051599_4	
go_0051603_6	glgA//queG//
go_0051604_5	dapD//malY//gatZ//
go_0051607_4	gph//gloB//
go_0051649_4	
go_0051668_4	
go_0051692_6	glcE//glcD//
go_0051704_2	nrdB//katG//
go_0051715_4	
go_0051716_3	
go_0051726_5	
go_0051781_6	lacZ//
go_0051782_6	
go_0051977_7	
go_0051983_5	
go_0052131_6	
go_0052547_6	
go_0052653_5	
go_0052777_7	purF//glcD//
go_0052778_6	pck//
go_0052837_6	fadH//
go_0055070_10	dmsB//
go_0055072_10	csdA//rhaM//
go_0055085_5	hchA//ilvH//paaG//speD//lpxH//selD//frmA//torC//argD//garD//mutM//cysK//tadA//thiH//gatY//dnaE//epmC//cmoA//waaQ//yqhD//azoR//yeaG//bioA//rlmD//alsE//deoD//cmoB//yccX//phnJ//fkpA//bioD//dusB//kdsD//ansA//rsgA//fucO//rph//yfcG//pfkB//yjiA//rlmM//menD//pgaB//serC//spoT//chbF//lpcA//mtgA//slyD//coaA//waaQ//pgpB//yihX//acnB//cysC//serA//cysG//malS//cobU//alaC//yagF//glxR//glxK//xapA//truC//uvrA//ulaD//arsC//mutH//trmA//malP//ssuD//wcaJ//malS//dusC//gnd//nadA//uvrB//hdhA//ubiC//
go_0055086_4	sucA//torA//
go_0055114_3	psuG//adiA//rsuA//purL//pta//citE//entH//hemE//hcaC//gdhA//tmcA//ftnA//garL//gadB//ydiO//patA//lpxH//rluA//entB//gloA//thrA//csdA//yjjG//tdcG//fbp//dgoA//def//menD//dcyD//dnaE//ulaD//hypF//fbaA//gshB//sdaB//menC//luxS//ldtD//hisB//purD//ruvC//metF//malZ//murI//
go_0055129_5	alr//ulaE//phnG//
go_0055130_8	dam//gatZ//
go_0060003_10	ansA//yfeX//
go_0060274_5	ilvE//
go_0060326_5	hisA//
go_0060566_8	
go_0060567_8	
go_0060699_8	
go_0060702_9	metG//
go_0061077_4	truB//thiD//speG//tpiA//mngB//
go_0061475_9	phr//
go_0061504_8	galU//
go_0061610_5	mhpB//
go_0061615_7	lipB//hyaB//
go_0061720_5	aroG//dnaQ//coaA//
go_0065002_6	trpA//
go_0065007_2	pnp//
go_0070084_7	recG//
go_0070178_5	treC//
go_0070207_8	pbpC//dgcT//leuD//
go_0070298_8	
go_0070301_6	phnG//mltB//
go_0070329_5	bioA//
go_0070413_7	aldB//
go_0070415_6	ybjI//xylA//
go_0070417_5	mutL//
go_0070453_7	menB//
go_0070475_7	argK//narV//glpC//folA//recJ//ldtE//appA//nanK//frdB//ubiD//hmp//coaA//hisF//gcd//curA//dgoK//paaK//pldB//thrC//
go_0070476_7	rbsD//acnA//
go_0070482_4	pyrD//
go_0070574_9	trmD//iscS//purF//argG//
go_0070581_8	
go_0070588_9	
go_0070689_6	opgB//queD//
go_0070726_5	uxuB//rlmJ//
go_0070778_6	wrbA//ybiV//
go_0070894_6	
go_0070930_7	
go_0070981_6	metL//
go_0070989_4	dgoD//
go_0071139_6	
go_0071218_6	surA//
go_0071229_5	
go_0071230_6	ldtE//
go_0071236_5	hemF//mug//lacZ//
go_0071237_6	
go_0071243_5	tynA//
go_0071248_6	
go_0071249_6	
go_0071250_6	
go_0071266_6	alr//
go_0071271_7	mhpC//
go_0071276_7	
go_0071280_7	garD//
go_0071284_7	
go_0071286_7	
go_0071287_7	
go_0071288_7	ubiG//cysM//
go_0071289_7	truD//
go_0071291_6	ybjG//
go_0071292_7	tatD//
go_0071294_7	menI//
go_0071310_5	
go_0071421_9	dhaL//ddlB//napB//
go_0071422_7	fau//apt//hcp//
go_0071423_8	yccX//
go_0071454_5	cfa//aroG//
go_0071456_5	
go_0071467_5	
go_0071468_6	ybiV//leuS//carB//pgpA//
go_0071470_5	
go_0071474_6	umpH//eutD//waaJ//
go_0071500_5	ldtE//
go_0071502_5	
go_0071555_4	bioB//malS//aspS//hinT//purA//rfbB//ybhA//mutH//
go_0071577_9	yjjG//hemL//folP//ligA//puuC//cynT//
go_0071705_5	
go_0071731_5	
go_0071732_6	paaC//
go_0071769_5	
go_0071805_4	kdsD//thiD//wrbA//dmsC//lpxH//aspS//malS//ppc//ileS//
go_0071806_6	dusC//glpK//
go_0071807_8	
go_0071897_6	fklB//cysG//gcl//thiE//cpdB//cysI//
go_0071915_9	gabT//
go_0071932_8	ada//
go_0071934_6	alsK//
go_0071945_7	
go_0071951_8	lpcA//
go_0071963_4	
go_0071973_6	tdh//
go_0071977_5	
go_0071978_7	
go_0072321_6	
go_0072323_7	
go_0072344_7	mog//gltD//
go_0072348_5	kbaZ//
go_0072488_7	icd//
go_0072511_7	mnmG//
go_0072531_6	treA//
go_0072581_9	hemD//
go_0072714_5	
go_0075713_7	
go_0080111_4	ubiD//tdcD//
go_0089705_7	
go_0089709_7	astC//glcD//
go_0090071_6	
go_0090116_7	rfbC//
go_0090143_4	
go_0090305_6	cysE//hemF//poxB//atoB//nrfC//lyxK//lpxB//nagZ//ldtE//lpxB//uidA//lysA//dkgB//betB//malZ//trpS//hemH//citC//moeB//ogt//mcrB//iaaA//fre//ldtD//trpB//ilvE//glmS//dsdA//phnO//phnH//fadI//tadA//ubiI//abgA//phnH//nemA//gltD//glgB//accC//rfaE//folM//ygjK//
go_0090313_8	
go_0090347_6	
go_0090352_6	
go_0090357_7	
go_0090358_8	
go_0090501_7	abgB//glpC//entC//thrA//frmA//malQ//phnO//dinB//preA//proA//ahpC//yciA//
go_0090502_8	eptA//ribD//citG//purF//yfbR//metB//btuE//waaH//murI//alsK//paaZ//rluB//yggF//ftsI//ppsA//phnI//speC//
go_0090503_8	frlB//sgbU//fcl//waaO//rfbD//hcaE//xdhB//galM//murA//
go_0090529_5	
go_0090540_10	miaB//
go_0090549_5	
go_0090609_6	yeaE//
go_0097056_7	frmB//
go_0097264_6	manA//
go_0097304_7	gadB//
go_0097339_7	gstB//
go_0097428_6	folX//sad//
go_0097502_4	cyoE//
go_0097510_7	tdh//
go_0097533_5	
go_0097638_8	trpC//
go_0098002_8	
go_0098655_7	ispF//preA//hemD//mrcA//iaaA//gcd//luxS//trpB//gpp//dhaL//metH//nadD//rlmF//ilvD//mhpB//
go_0098656_7	glcF//
go_0098707_10	
go_0098708_8	bacA//thrS//
go_0098710_7	azoR//alkB//
go_0098713_8	dnaE//murF//
go_0098719_9	
go_0098732_6	fumC//
go_0098795_9	speC//
go_0098869_4	sodB//nfsB//dgoA//tyrA//speC//ubiD//ilvD//frdB//ahpC//xapA//lgoD//curA//thiM//dfp//etk//
go_0099131_7	thiI//
go_0099132_7	dosP//deoA//murI//trpE//gluQ//ubiD//ubiD//cysQ//
go_0099133_8	ndk//ddlB//yagF//ldtB//asnS//nanK//yfdR//rlmD//rsmG//malP//pgpC//paaZ//
go_0101030_8	cysC//
