# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	recF//
go_0015912_8	sucA//
go_0015914_7	gph//
go_0015920_7	gabT//pfkA//
go_0015937_7	aspS//maeA//lipB//nanK//
go_0015940_6	yccX//
go_0015944_4	tnaA//gldA//ldcC//
go_0015949_5	ligA//bfr//valS//rnb//putA//mrdA//ulaF//alsK//gabT//rfaD//ygjK//spoT//aceB//apt//mmuM//ilvC//fadB//cysN//
go_0015950_6	deoC//
go_0015951_7	rutB//ubiF//
go_0015968_6	
go_0015969_8	leuS//psuG//
go_0015976_2	trmI//
go_0015986_7	
go_0015990_10	gcd//gloC//
go_0016024_7	ymdB//
go_0016032_5	hemB//
go_0016036_6	cdsA//puuD//
go_0016042_5	
go_0016052_5	pagP//allD//glcD//ilvA//
go_0016075_8	ubiG//
go_0016078_8	bioF//
go_0016094_6	yigB//melA//
go_0016226_5	scpC//katE//arsC//yfdR//
go_0016259_7	pgk//
go_0016260_8	phnO//yciV//entC//
go_0016310_6	napB//tsaD//iscS//narZ//lysS//frdD//nrfC//fadJ//rhaA//fadE//ppsA//pheA//cpdA//dapA//murC//rsmH//yjjX//
go_0016311_6	tdcG//hmp//plsB//rutE//accD//mhpA//amiD//rsmF//chbF//gcvH//menD//pyrC//tdcE//cadA//yeaE//dapA//sseA//clsC//gpp//xthA//umpG//opgB//rsmF//aroH//cysD//pepD//kbaZ//ansB//gcl//rsmJ//roxA//hcp//mutL//recR//pdeL//yidA//apaH//mltD//kdsC//birA//
go_0016458_3	
go_0016485_6	menI//metF//
go_0016540_7	deoC//nudC//
go_0016579_7	yfdR//
go_0016998_5	alsK//
go_0017001_5	rlmE//
go_0017003_8	gatZ//
go_0017004_7	pgpC//
go_0017013_7	
go_0017038_6	
go_0017148_8	recO//yfeX//dapA//ilvD//bioA//
go_0017189_7	sdhB//
go_0017198_7	pykF//
go_0018012_8	narY//
go_0018023_7	mnmA//
go_0018063_8	entB//
go_0018070_8	pyrB//rph//
go_0018104_8	pabB//eptA//tdh//alkA//alsK//
go_0018105_8	clsB//
go_0018106_8	
go_0018108_8	lsrG//
go_0018117_8	
go_0018125_6	mhpD//
go_0018131_6	tmcA//
go_0018160_8	waaH//
go_0018206_8	queA//
go_0018247_9	pflB//
go_0018283_6	
go_0018298_7	yfdR//
go_0018307_7	dinB//
go_0018315_8	menB//
go_0018339_9	gudD//
go_0018345_8	aroG//
go_0018364_6	slt//gadA//
go_0018378_9	
go_0018393_10	umpG//
go_0018394_9	narG//
go_0018410_8	mnmG//
go_0018909_5	mraY//
go_0018937_4	dbpA//
go_0019042_6	idnD//
go_0019068_6	
go_0019076_6	
go_0019217_7	
go_0019242_6	hcaE//
go_0019243_7	btuE//ispH//fruK//prs//
go_0019249_6	bioF//
go_0019250_7	fabG//
go_0019262_6	dapB//mobA//arnT//slt//lysS//
go_0019264_7	murC//
go_0019272_9	epd//cfa//
go_0019284_7	ldtA//pheS//
go_0019285_5	murA//glnE//
go_0019288_6	codA//ndh//wzc//glnA//
go_0019290_5	
go_0019292_8	phnM//
go_0019294_6	patA//oxc//glcF//fadE//
go_0019299_6	hdhA//
go_0019301_7	ppk//dmlA//torY//yjhG//ddlB//paaG//garD//
go_0019303_7	rlmC//trmL//
go_0019305_7	epd//
go_0019309_7	metG//
go_0019316_8	ymdB//ttdA//mnmG//
go_0019318_5	rlmF//
go_0019323_6	pcm//cobC//hisA//ispG//lysC//fcl//fadH//
go_0019324_6	uxaA//yjiA//fabA//dgkA//ybcF//
go_0019343_8	mhpA//
go_0019344_7	rluA//
go_0019346_7	lpd//
go_0019353_8	hemE//narI//gshB//rlmA//
go_0019354_6	fucA//
go_0019379_5	lysA//
go_0019380_6	guaC//xapA//
go_0019388_7	acnA//
go_0019391_6	dgoD//
go_0019394_7	lpxK//
go_0019395_5	nadC//
go_0019404_8	rihC//metE//
go_0019413_6	cyaA//lpoB//
go_0019419_4	mcrA//
go_0019427_7	nrfC//
go_0019430_5	ghrB//gstA//guaC//
go_0019432_7	nudC//
go_0019439_5	metK//purN//
go_0019447_8	lpxT//
go_0019450_9	arsC//
go_0019464_7	fbp//gstA//cmk//tktB//dhaK//alaA//
go_0019480_4	folD//
go_0019509_7	
go_0019516_4	sodC//mtn//
go_0019521_6	dcm//pheT//
go_0019542_6	edd//
go_0019545_6	cysD//
go_0019546_9	sucB//
go_0019563_7	gatZ//chbF//menA//
go_0019568_7	pgpB//selB//
go_0019569_7	uvrB//dgcM//mnmG//
go_0019571_8	ynfF//proS//thrB//
go_0019572_8	cysQ//
go_0019584_7	
go_0019588_7	proA//alaA//
go_0019592_8	fabH//
go_0019595_8	pepD//
go_0019607_6	idnD//pgk//
go_0019622_6	rpe//lldD//gloA//
go_0019629_7	waaJ//tsaE//
go_0019632_5	aroD//glpC//aroH//rsgA//
go_0019634_5	chbG//
go_0019645_6	rihB//gmd//trmA//
go_0019646_6	astB//amiD//rlmC//rsmE//
go_0019664_6	cobU//ldtC//
go_0019665_5	rlmG//
go_0019673_6	trpC//
go_0019676_3	ftsI//
go_0019677_8	
go_0019679_7	gloC//dgcT//dhaL//
go_0019686_6	uvrC//
go_0019698_7	ydiF//gcvT//tilS//plsB//glgP//argC//
go_0019700_6	der//idnD//leuA//prmB//
go_0019740_2	lpxK//murC//hmp//mrdA//rlmD//curA//
go_0019752_6	
go_0019805_6	ydfG//
go_0019835_3	
go_0019852_5	curA//wrbA//kbaZ//
go_0019854_6	preA//dhaL//
go_0019856_7	ackA//
go_0019858_7	puuC//
go_0019859_7	pyrF//
go_0019877_6	dadA//gpmA//upp//
go_0019878_9	ansA//
go_0019935_6	dmlA//gcvH//
go_0019985_8	aspS//ppx//
go_0019988_7	mhpC//
go_0022417_4	paoC//
go_0022610_2	nrdE//
go_0022611_3	betA//nanA//nanA//
go_0022900_4	ftsI//pyrH//
go_0022904_5	wrbA//gpp//ldtA//
go_0023014_4	ubiD//cmoA//yggF//
go_0030001_7	entE//rihB//fau//
go_0030007_8	glgB//
go_0030026_9	
go_0030091_6	dhaL//ymdB//eptC//wzc//
go_0030153_5	
go_0030162_7	
go_0030163_5	mpaA//napA//rsmB//thrS//
go_0030244_9	
go_0030258_5	folD//
go_0030260_7	
go_0030261_8	
go_0030307_6	
go_0030308_6	tig//srlD//
go_0030388_5	pgaD//yigB//queF//
go_0030488_6	paaC//torA//torA//accC//trpS//mrdA//ydfG//hemN//torA//yigL//
go_0030490_10	
go_0030497_7	murD//argB//
go_0030541_4	
go_0030573_6	paaJ//
go_0030632_8	yggF//rpiB//pabA//folP//
go_0030641_8	dosP//selA//
go_0030643_8	
go_0030961_9	yhdJ//
go_0030980_7	arnB//lpxD//dgoA//
go_0031118_8	dsdA//
go_0031119_8	rlmE//narV//carB//trpC//ddlA//codA//
go_0031125_10	glpD//
go_0031162_5	carB//
go_0031167_6	truD//cheR//yfdR//umuD//agp//patD//
go_0031280_6	gltD//
go_0031297_7	
go_0031342_5	
go_0031346_7	
go_0031365_7	ubiD//
go_0031400_8	
go_0031439_9	
go_0031460_7	menF//hmp//argI//mltF//gshA//yagE//
go_0031554_7	
go_0031555_8	
go_0031556_9	
go_0031564_8	gpmA//
go_0031638_7	
go_0031648_5	
go_0031669_5	
go_0031670_5	
go_0032025_6	folC//
go_0032026_6	recO//
go_0032049_8	bacA//narH//tcdA//
go_0032055_6	
go_0032091_6	
go_0032147_9	
go_0032150_8	
go_0032194_8	patZ//
go_0032196_3	rfaE//
go_0032238_6	yidA//
go_0032259_3	icd//aspS//rfbC//murD//
go_0032261_6	dsdA//
go_0032263_7	tilS//sgbE//
go_0032264_7	sucB//lpxK//
go_0032265_7	yihS//
go_0032272_7	
go_0032297_10	
go_0032298_10	
go_0032324_6	pdeL//cof//ubiA//
go_0032329_7	lipA//umpH//
go_0032359_7	
go_0032412_6	
go_0032413_6	
go_0032414_6	rlmD//
go_0032445_10	ddlB//trpS//
go_0032462_7	panC//
go_0032466_7	
go_0032467_7	
go_0032506_4	
go_0032508_8	maeA//ybhA//fabD//entC//
go_0032774_6	mltB//
go_0032775_6	rsmE//dfp//recO//
go_0032781_7	
go_0032784_8	
go_0032790_6	mngB//
go_0032885_7	
go_0032951_8	
go_0032955_6	
go_0032973_7	gstB//
go_0032978_7	
go_0033014_6	hycB//ppsA//
go_0033051_5	ilvI//
go_0033120_8	
go_0033194_5	dam//allC//uxuB//
go_0033195_5	gmk//
go_0033212_10	fadK//murE//
go_0033214_11	puuA//tehB//
go_0033228_8	xdhB//dapA//ubiG//
go_0033317_7	gntK//folD//torY//paaK//
go_0033320_6	moeB//
go_0033345_8	fucA//phr//
go_0033353_5	mhpD//
go_0033359_7	orn//fucI//
go_0033384_6	gcd//
go_0033388_7	hemL//
go_0033477_5	adhP//
go_0033499_8	lacZ//wzc//waaO//curA//ilvM//
go_0033518_6	pldB//
go_0033539_7	ispH//
go_0033542_7	cdh//
go_0033543_8	bglA//
go_0033567_6	
go_0033585_7	acpH//dinB//
go_0033611_8	selB//
go_0033683_7	
go_0034194_8	bioC//alsE//argC//
go_0034195_8	dkgA//
go_0034198_6	ravA//nrdD//
go_0034203_6	hdhA//
go_0034204_5	lgoD//roxA//
go_0034213_6	lpxH//
go_0034214_7	uxuB//gpmM//ulaG//
go_0034219_6	valS//argC//fadM//hcaB//frc//suhB//gor//glnS//hcaD//serS//moeA//hisB//glmU//otsB//ppc//gudD//rne//nrdB//hyaA//panE//ldtB//hpt//dhaL//yieH//argG//speF//ydiB//gcvH//yihS//
go_0034220_6	alaS//cheB//nth//pabB//yfcG//fruK//
go_0034224_6	
go_0034227_8	rbn//
go_0034258_8	epd//
go_0034260_5	
go_0034289_7	psd//
go_0034337_3	folX//
go_0034355_7	fkpB//phr//aldB//betA//
go_0034401_5	
go_0034414_9	ydiF//
go_0034421_8	ymdB//
go_0034470_8	ppx//
go_0034552_7	
go_0034599_5	metG//argG//prmC//nudF//galT//
go_0034605_5	coaA//pyrF//
go_0034614_6	dgoK//
go_0034620_6	ravA//
go_0034628_9	pdeH//etp//gcl//tdcE//pgi//
go_0034635_6	alsE//
go_0034644_7	nfi//
go_0034661_7	
go_0034775_7	gldA//leuD//
go_0034983_9	allB//aes//
go_0035235_6	lipB//puuA//yjiA//
go_0035307_9	
go_0035335_8	ligB//opgB//
go_0035344_8	fabI//gcvP//
go_0035350_6	mhpB//
go_0035429_8	acnB//rlmF//rfaD//mgsA//rsmI//pgl//
go_0035433_7	rlmE//
go_0035434_9	sucA//
go_0035435_9	lpoB//pncB//ribF//glcF//
go_0035442_7	ispH//murG//nudB//hemC//ulaG//ubiI//kduI//
go_0035443_7	nudF//sdhC//kdsA//
go_0035444_9	bioH//glcD//guaB//dnaQ//
go_0035461_6	aroF//
go_0035524_8	menA//
go_0035552_6	lysA//
go_0035553_6	cyoE//
go_0035556_4	
go_0035600_8	fre//
go_0035672_6	cysK//nadB//yfiC//
go_0035725_9	pncB//sdaA//sdaB//aceA//yfeX//
go_0035784_9	nrdD//
go_0035864_6	
go_0035873_8	thiI//sgbH//
go_0035999_5	coaA//purC//hycB//
go_0036001_7	psd//
go_0036047_9	waaU//
go_0036049_9	cobT//
go_0036088_6	eutD//
go_0036104_6	edd//acs//
go_0036172_6	cheR//
go_0036214_3	
go_0036265_6	sseA//
go_0036289_9	pgk//pdxA//
go_0036448_6	glnA//ppx//
go_0036460_5	
go_0036506_5	
go_0036525_7	
go_0038083_9	pldB//ispH//
go_0040033_9	
go_0042026_4	metF//mngB//rffT//pyrB//
go_0042126_5	gnd//
go_0042128_5	
go_0042150_7	glnS//
go_0042157_5	
go_0042158_6	hemA//rutA//
go_0042177_7	
go_0042182_5	ampD//
go_0042219_6	
go_0042245_7	iscS//astB//alsK//
go_0042254_5	hcaB//
go_0042255_6	
go_0042274_5	ydfG//
go_0042304_7	
go_0042351_7	queA//
go_0042355_8	gph//rsmG//malZ//glpX//pheS//fucI//
go_0042371_7	csdA//
go_0042413_6	yjjG//fadA//
go_0042450_7	pabA//rluC//ppiA//entF//dacD//glxR//
go_0042454_7	glpK//
go_0042493_4	dhaK//sdaA//yfcG//prs//bfr//nadC//polB//cysK//aroE//mltB//dgt//glgA//frmA//
go_0042538_6	trpB//pdxK//thrS//
go_0042542_5	hyaA//ymdB//pgm//accD//
go_0042545_5	alkA//
go_0042594_4	galU//gudD//sseA//arnB//
go_0042619_6	
go_0042710_4	uxaA//fabG//glgA//dadA//aceA//menH//dhaM//truD//
go_0042732_6	rhaD//
go_0042744_6	citX//cysS//
go_0042759_7	waaP//
go_0042773_6	aspA//
go_0042777_8	
go_0042780_10	purF//pepD//
go_0042817_5	der//
go_0042819_6	ubiC//
go_0042823_6	rluC//ttdB//rnpA//mnmE//
go_0042838_6	malQ//tcdA//fadD//ahpC//
go_0042840_7	otsA//ispG//xapA//asnS//accA//trpA//
go_0042843_7	guaC//puuB//
go_0042846_8	ubiG//
go_0042852_9	umuD//
go_0042867_8	garL//
go_0042873_7	gltB//
go_0042882_10	cueO//nrfD//
go_0042884_7	leuS//dcm//gadA//
go_0042885_8	lpoB//
go_0042891_6	ascB//torY//wcaJ//hchA//speC//nadA//dmsB//
go_0042906_8	yciV//yjjG//orn//
go_0042908_5	yegS//
go_0042914_8	carB//
go_0042918_6	icd//ogt//
go_0042919_6	
go_0042920_6	mrcB//
go_0042928_7	
go_0042930_7	fucI//ligA//frlC//pgaD//tsaC//rluB//hemE//ldcC//rutE//serS//
go_0042938_8	paoC//epmC//eutB//
go_0042939_8	sdhD//
go_0042941_8	serA//
go_0042942_6	waaG//preT//
go_0042953_6	
go_0042956_8	pyrH//sad//
go_0042968_8	pcm//truA//malY//
go_0043039_6	ldtA//adeD//glxR//
go_0043041_6	malZ//tsaC//
go_0043085_5	coaD//yigL//pdxJ//
go_0043086_5	pfkB//
go_0043093_3	argB//eptB//yjjG//curA//
go_0043097_6	ruvC//torC//
go_0043099_7	nrdE//
go_0043100_6	recO//
go_0043102_5	etk//
go_0043103_7	ansA//
go_0043137_6	mrdA//yidA//
go_0043150_8	
go_0043157_6	queG//
go_0043164_6	yhdH//fucO//psuG//menF//truC//rfaD//bglX//
go_0043165_6	metF//argS//
go_0043171_5	ansA//rutC//glgX//uvrC//hisS//
go_0043200_5	
go_0043201_6	
go_0043213_7	fadD//der//
go_0043254_5	
go_0043335_3	pabC//dusB//menB//agp//murD//
go_0043433_5	rfaD//azoR//glpB//
go_0043442_6	patD//
go_0043456_6	entH//
go_0043462_6	nanA//
go_0043470_6	
go_0043471_6	
go_0043488_5	gcvH//rlmF//yeiG//
go_0043547_7	
go_0043571_7	rihA//
go_0043610_4	pldB//mocA//ldtD//
go_0043686_7	lysS//
go_0043687_7	mhpA//dgoK//thiD//ilvM//sdaB//
go_0043708_5	gcl//
go_0043709_6	garR//
go_0043711_5	
go_0043952_7	
go_0043953_7	pphA//
go_0044010_5	rhaD//speB//hisI//queA//chbF//pfkB//
go_0044011_4	agp//
go_0044036_5	pphA//gph//fadE//
go_0044038_6	ispH//mtn//
go_0044092_4	
go_0044179_5	
go_0044208_7	suhB//
go_0044238_3	dosP//yccX//asd//folX//
go_0044248_4	
go_0044255_4	
go_0044262_4	recO//umpG//
go_0044273_5	trmJ//
go_0044275_5	kduI//
go_0044349_6	
go_0044355_6	astB//
go_0044532_6	
go_0044659_7	patD//
go_0044718_6	hemB//
go_0044764_3	
go_0044780_6	ynfH//
go_0044781_5	
go_0044787_5	yfdR//
go_0044874_7	
go_0045004_7	ubiF//mocA//carB//
go_0045013_7	
go_0045226_7	bfr//mrdA//gloB//preA//queG//tdcD//
go_0045333_5	bioA//yeiG//
go_0045337_6	pheT//
go_0045454_4	pgsA//nadB//nemA//araA//asnA//rfbD//polA//
go_0045471_5	rsmH//speG//
go_0045717_8	gntK//ldtB//
go_0045719_8	
go_0045723_8	
go_0045727_8	
go_0045732_7	
go_0045733_6	rbsD//kdsB//
go_0045819_8	
go_0045828_7	
go_0045848_5	
go_0045859_7	
go_0045861_8	
go_0045862_8	
go_0045883_5	
go_0045892_8	alaA//trmH//rffT//ubiX//metL//
go_0045893_8	polA//rsmG//
go_0045900_9	
go_0045903_5	cdh//
go_0045912_6	glxR//pyrF//hisG//
go_0045926_5	
go_0045936_8	
go_0045947_9	gadA//rsmB//
go_0045975_9	
go_0045990_6	
go_0046037_8	aceF//
go_0046040_8	gmd//
go_0046047_8	yjhH//
go_0046050_8	guaB//folC//betB//
go_0046052_8	gstB//
go_0046061_8	lpd//
go_0046076_8	miaB//
go_0046081_8	cmoA//hyaA//
go_0046086_6	pyrG//
go_0046098_7	galK//
go_0046100_7	astC//
go_0046101_6	mraY//pbpC//
go_0046103_9	galK//
go_0046104_8	accB//
go_0046115_10	yeiG//
go_0046133_8	hisH//rrrD//
go_0046166_6	glcE//
go_0046168_6	sdhC//prpB//
go_0046176_6	prpC//fumB//hisF//gcvH//
go_0046177_7	ilvE//bglX//waaC//cdd//
go_0046181_7	rsmG//
go_0046183_7	purD//hemG//arnT//
go_0046187_6	scpB//
go_0046196_5	ltaE//
go_0046210_6	ybiV//arnT//glnE//
go_0046214_6	allC//
go_0046256_7	phnO//ppc//
go_0046271_5	araB//
go_0046279_6	cysD//
go_0046292_4	aroD//
go_0046294_5	glxR//atoB//
go_0046296_6	glcB//lpxH//purL//
go_0046306_6	dhaK//nagA//
go_0046323_10	pphB//
go_0046325_8	
go_0046336_6	rsmD//
go_0046342_8	pdxB//
go_0046348_6	ynfE//nrfD//
go_0046365_5	fadJ//
go_0046392_7	ribA//moaE//waaF//psuG//
go_0046397_6	
go_0046416_6	ilvH//
go_0046452_6	fau//
go_0046459_6	der//
go_0046470_5	
go_0046474_6	araB//glmM//gmhB//luxS//lipB//waaQ//
go_0046487_5	dmsC//
go_0046501_6	mltD//
go_0046618_6	puuA//yfeX//nirB//tag//ushA//pdxA//
go_0046654_7	ascB//yqaB//aldB//gabD//moeA//
go_0046655_5	yjcS//
go_0046656_6	dgoD//rlmH//puuE//fbp//phnO//rfe//
go_0046657_6	pfkA//
go_0046677_4	folP//tyrS//ybcF//iscS//fcl//fucA//aroL//dkgB//waaL//hemE//queA//ttdA//ttdB//fucI//appA//mak//menB//gabD//dgoA//rfbC//pdxY//rsmB//mutH//rlmA//phnP//yigB//serS//hemH//nadC//wrbA//cfa//
go_0046685_4	hyaB//leuB//
go_0046686_6	glcE//
go_0046688_6	opgE//pfkB//
go_0046690_5	thrA//amyA//
go_0046710_8	ahpC//
go_0046718_8	prpB//mrdA//
go_0046777_8	cysI//mltF//bglA//
go_0046834_6	polB//
go_0046835_5	srlD//pgi//gpmA//katE//wrbA//nadB//cobU//dgoA//tdcD//lysA//plsB//mog//yigL//phnH//pfkA//hypF//betB//ubiI//suhB//paaF//hyaA//
go_0046836_7	ftsI//
go_0046839_6	napB//
go_0046855_6	moaA//
go_0046892_8	
go_0046901_7	thrA//
go_0046939_7	ybcF//narY//miaB//trmJ//
go_0046942_7	puuD//rsmJ//sgbH//
go_0046944_7	waaY//
go_0047484_6	
go_0048034_6	pepD//
go_0048255_6	
go_0048473_8	guaB//
go_0048518_4	
go_0048870_3	suhB//
go_0050427_5	patZ//
go_0050667_6	ackA//hemH//
go_0050779_5	mhpA//
go_0050790_4	hisA//nrdA//
go_0050821_5	trpB//bfr//
go_0050918_5	dkgB//asnS//
go_0050919_5	mpaA//
go_0051050_5	
go_0051083_5	wcaJ//
go_0051085_5	lipB//cof//
go_0051090_4	scpB//
go_0051091_5	rluE//
go_0051131_7	
go_0051143_8	menB//
go_0051156_5	rph//
go_0051171_5	
go_0051188_5	mhpA//
go_0051191_6	adeD//
go_0051205_6	
go_0051224_6	
go_0051252_6	
go_0051258_7	
go_0051260_7	truA//rluD//
go_0051270_5	
go_0051271_6	gshB//purT//
go_0051274_8	
go_0051276_5	
go_0051289_8	pagP//sodA//dsdA//pnp//yihS//nagB//truB//fumC//ldtE//poxB//cobU//lsrK//glpC//cpsB//mutS//citG//hcaB//dsdA//rlmL//gpsA//pgpC//trpE//apaH//agp//hemF//aes//phnG//waaB//puuE//arsC//dapD//ruvA//
go_0051301_3	ydiO//cysI//ldtD//thiD//kduI//ilvC//hypF//wrbA//
go_0051302_5	
go_0051304_4	hcaE//
go_0051338_5	
go_0051345_6	
go_0051346_6	fbp//
go_0051347_6	
go_0051349_6	
go_0051353_6	phnG//
go_0051391_8	ssuD//
go_0051409_4	tktA//
go_0051410_3	paaZ//
go_0051452_10	tyrB//
go_0051453_9	cynS//
go_0051454_10	cdh//yqaB//menF//cysQ//accD//
go_0051476_7	paaE//
go_0051484_7	rihA//
go_0051495_8	
go_0051595_6	rimK//menF//
go_0051596_6	metK//hemC//pphB//fadK//
go_0051599_4	
go_0051603_6	fabB//paaA//
go_0051604_5	nhoA//curA//uxaB//
go_0051607_4	cobU//waaB//
go_0051649_4	
go_0051668_4	
go_0051692_6	menI//thrB//
go_0051704_2	citX//gltX//
go_0051715_4	
go_0051716_3	
go_0051726_5	
go_0051781_6	sucD//
go_0051782_6	
go_0051977_7	
go_0051983_5	
go_0052131_6	
go_0052547_6	
go_0052653_5	
go_0052777_7	ychF//entA//
go_0052778_6	ygeX//
go_0052837_6	glcD//
go_0055070_10	bglX//
go_0055072_10	rsuA//glcE//
go_0055085_5	dnaQ//trpC//alr//hisS//coaD//ansB//rpiA//phnM//nadA//puuE//mutS//ybhA//lyxK//ldhA//argC//fklB//argA//purA//rffT//rbsD//rsgA//fklB//rsmE//yeaE//pepD//kdsA//pphA//hyaA//puuB//rfbD//nadA//waaZ//cmoB//lpxC//fruK//rrrD//mnmC//gntK//fabD//katG//hisB//coaE//tsaD//ahpC//mraY//pdeR//trmI//arnB//gutQ//pyrF//pnp//treA//glnS//glpC//cadA//purF//csdA//lysU//idnO//ulaE//mltB//hisS//umuC//speD//trmA//puuA//phnH//gstB//serB//rhaM//eutB//rlmD//rlmJ//icd//rsuA//pgsA//folM//allB//pgsA//queC//
go_0055086_4	ispF//murA//
go_0055114_3	waaP//argC//waaB//mmuM//gph//cysE//xylA//aphA//arnA//queC//glnA//murF//acnA//hisG//galM//gpmM//lyxK//guaA//kdsA//hisS//yigL//murQ//mgsA//nagB//azoR//ispG//gatZ//mhpB//tsaB//appA//dgt//yfeW//ruvC//fkpA//fabI//gpp//lgoD//tdcD//lpoA//cpdA//rluC//thiG//gloC//wzb//
go_0055129_5	citX//mtlD//trpC//
go_0055130_8	prpD//leuD//
go_0060003_10	waaO//opgB//
go_0060274_5	cysH//
go_0060326_5	lpxC//
go_0060566_8	
go_0060567_8	
go_0060699_8	
go_0060702_9	dmsA//
go_0061077_4	rph//mmuM//paaJ//cysG//rlmH//
go_0061475_9	murQ//
go_0061504_8	pheS//
go_0061610_5	avtA//
go_0061615_7	aroE//ygeX//
go_0061720_5	ubiG//pyrD//mepS//
go_0065002_6	ldtC//
go_0065007_2	amyA//
go_0070084_7	lacZ//
go_0070178_5	nfi//
go_0070207_8	cynT//ldtE//prpD//
go_0070298_8	
go_0070301_6	gadB//nagZ//
go_0070329_5	opgE//
go_0070413_7	glxK//
go_0070415_6	yihS//metB//
go_0070417_5	icd//
go_0070453_7	yjhG//
go_0070475_7	pck//azoR//paaF//wzc//hcaB//citC//rnpA//dhaM//arnA//ulaG//mtn//apaH//cobT//yagE//ackA//xylA//alsK//pheS//trpD//
go_0070476_7	hemB//narI//
go_0070482_4	sgbH//
go_0070574_9	dmlA//sseA//gudD//garL//
go_0070581_8	
go_0070588_9	
go_0070689_6	pyrF//waaY//
go_0070726_5	argH//manA//
go_0070778_6	accD//yghU//
go_0070894_6	
go_0070930_7	
go_0070981_6	narZ//
go_0070989_4	pgaB//
go_0071139_6	
go_0071218_6	trmL//
go_0071229_5	
go_0071230_6	yrfG//
go_0071236_5	pta//gadA//clsA//
go_0071237_6	
go_0071243_5	fadJ//
go_0071248_6	
go_0071249_6	
go_0071250_6	
go_0071266_6	btuR//
go_0071271_7	ndh//
go_0071276_7	
go_0071280_7	acpS//
go_0071284_7	
go_0071286_7	
go_0071287_7	
go_0071288_7	agp//glgC//
go_0071289_7	hypB//
go_0071291_6	mtgA//
go_0071292_7	gcvT//
go_0071294_7	speC//
go_0071310_5	
go_0071421_9	mhpD//galT//ldtC//
go_0071422_7	pyrB//dapF//eptC//
go_0071423_8	dhaL//
go_0071454_5	lipA//phnI//
go_0071456_5	
go_0071467_5	
go_0071468_6	rihA//relA//xylB//fadH//
go_0071470_5	
go_0071474_6	treC//queF//ybiV//
go_0071500_5	yigB//
go_0071502_5	
go_0071555_4	narZ//waaZ//metH//ubiI//cueO//lpxT//ssuE//kdsC//
go_0071577_9	yidA//guaA//argI//fadH//aceF//allD//
go_0071705_5	
go_0071731_5	
go_0071732_6	idnD//
go_0071769_5	
go_0071805_4	cysI//mhpB//fruK//trpS//cysH//menI//sbcB//pheA//guaC//
go_0071806_6	queF//miaB//
go_0071807_8	
go_0071897_6	queD//wzc//cadA//dbpA//arnB//tpiA//
go_0071915_9	ligB//
go_0071932_8	rlmC//
go_0071934_6	lsrG//
go_0071945_7	
go_0071951_8	panD//
go_0071963_4	
go_0071973_6	pabA//
go_0071977_5	
go_0071978_7	
go_0072321_6	
go_0072323_7	
go_0072344_7	aroH//speA//
go_0072348_5	clsC//
go_0072488_7	yccX//
go_0072511_7	dam//
go_0072531_6	feaB//
go_0072581_9	gloA//
go_0072714_5	
go_0075713_7	
go_0080111_4	ldcA//lipA//
go_0089705_7	
go_0089709_7	icd//rlmH//
go_0090071_6	
go_0090116_7	murE//
go_0090143_4	
go_0090305_6	trmH//rrrD//ansA//gpmM//fucI//yjhG//frdB//cyaA//ddlA//ulaE//paaG//insI-1//uxaA//ackA//alr//fbaA//kbaY//gcl//bfr//cdsA//folE//yfcG//tnaA//alaC//rsmF//mcrA//ybhA//mmuM//hdhA//proB//dapB//umpG//dapB//panD//adhP//adiA//tdcB//lysA//tauD//ribC//edd//purN//
go_0090313_8	
go_0090347_6	
go_0090352_6	
go_0090357_7	
go_0090358_8	
go_0090501_7	allC//arnT//epmC//pgaC//cmoB//pdxA//mnmA//thrA//mutT//caiD//dmlA//ribF//
go_0090502_8	gltX//selA//sodA//feaB//rbn//scpB//mmuM//dgoK//dbpA//nhoA//dgoK//metE//accC//accD//mtgA//acpT//sgbH//
go_0090503_8	bioA//phnH//ruvC//gmk//gatY//rfbC//uvrB//rlmM//pflB//
go_0090529_5	
go_0090540_10	waaB//
go_0090549_5	
go_0090609_6	leuD//
go_0097056_7	phnP//
go_0097264_6	ribC//
go_0097304_7	fbp//
go_0097339_7	kbaY//
go_0097428_6	ybiV//narI//
go_0097502_4	curA//
go_0097510_7	leuB//
go_0097533_5	
go_0097638_8	mhpA//
go_0098002_8	
go_0098655_7	rsmA//sucA//galK//pck//def//pabA//coaE//ppiA//lpoB//cysS//tehB//dmlA//lpxM//gabT//dinB//
go_0098656_7	lpd//
go_0098707_10	
go_0098708_8	entF//entE//
go_0098710_7	adiA//ldcA//
go_0098713_8	kefF//hisC//
go_0098719_9	
go_0098732_6	tdh//
go_0098795_9	galU//
go_0098869_4	patD//gldA//phnG//coaD//cobU//truB//fucK//nirD//paaK//nrdF//moeA//hyaB//feaB//rsmA//mpaA//
go_0099131_7	argE//
go_0099132_7	gmk//pyrG//rsmG//dld//eda//menH//rlmL//thiM//
go_0099133_8	gutQ//fbp//purB//yccX//etp//ydiO//hcaE//waaA//allD//cysC//nagZ//apt//
go_0101030_8	aspA//
go_1900190_5	sthA//
