# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	tdcD//
go_0015909_8	ydiB//
go_0015912_8	uxaB//
go_0015914_7	waaF//
go_0015920_7	dgcT//waaZ//
go_0015937_7	yihV//gstA//hypF//paaK//
go_0015940_6	acs//
go_0015944_4	trmH//melA//rlmJ//
go_0015949_5	lipB//cysC//mltA//hmp//cdsA//adk//tcdA//scpC//yeaE//acpS//cdh//uvrB//glxR//mutL//hemD//lysC//bioB//yfaU//
go_0015950_6	glpX//
go_0015951_7	murE//narH//
go_0015968_6	
go_0015969_8	accB//trpC//
go_0015976_2	pykA//
go_0015986_7	
go_0015990_10	nagK//adeD//
go_0016024_7	tdh//
go_0016032_5	kbaZ//
go_0016036_6	waaQ//hpt//
go_0016042_5	
go_0016052_5	paaA//tyrA//recO//rlmJ//
go_0016075_8	paaF//
go_0016078_8	menA//
go_0016094_6	phnM//slyD//
go_0016226_5	dgcM//pdxK//gshB//ycjU//
go_0016259_7	gmd//
go_0016260_8	trmD//yqhD//cysG//
go_0016310_6	gcd//eptB//dgcZ//waaP//mazG//hpt//bioF//ilvE//queG//coaA//argA//metL//rhaM//guaD//mltC//yjiA//dmsC//
go_0016311_6	rsmE//accB//hycB//acs//glcB//sodC//pykA//yieF//yihU//appA//mhpA//deoA//eptC//hemH//gpmM//allB//nfi//mocA//clsB//pinE//serC//nfsB//dhaM//mug//rnb//ltaE//bioH//garL//xapA//eutB//mrdA//uxaC//ppiA//folX//yagF//cysN//alaA//lpxM//sseA//pgaB//
go_0016458_3	
go_0016485_6	rsgA//ldhA//
go_0016540_7	ycaO//bioD//
go_0016579_7	rluA//
go_0016998_5	solA//
go_0017001_5	dapB//
go_0017003_8	argK//
go_0017004_7	wcaJ//
go_0017013_7	
go_0017038_6	
go_0017148_8	acs//glgC//yeaE//sucD//puuB//
go_0017189_7	tynA//
go_0017198_7	tilS//
go_0018012_8	arsC//
go_0018023_7	ribF//
go_0018063_8	ppk//
go_0018070_8	otsB//gpp//
go_0018104_8	trpE//ugd//hisA//entE//mngB//
go_0018105_8	nudB//
go_0018106_8	
go_0018108_8	rsmJ//
go_0018117_8	
go_0018125_6	bacA//
go_0018131_6	ynfE//
go_0018160_8	cobS//
go_0018206_8	uxuA//
go_0018247_9	xylA//
go_0018283_6	
go_0018298_7	astB//
go_0018307_7	speA//
go_0018315_8	ubiC//
go_0018339_9	lpxK//
go_0018345_8	queD//
go_0018364_6	hyaA//ispG//
go_0018378_9	
go_0018393_10	rnb//
go_0018394_9	miaB//
go_0018410_8	ubiA//
go_0018909_5	dapA//
go_0018937_4	ugd//
go_0019042_6	azoR//
go_0019068_6	
go_0019076_6	
go_0019217_7	
go_0019242_6	menD//
go_0019243_7	arnB//puuD//yfcG//rbsD//
go_0019249_6	purC//
go_0019250_7	astC//
go_0019262_6	argC//rpiA//lysA//fucO//yeaG//
go_0019264_7	yajO//
go_0019272_9	truC//scpB//
go_0019284_7	murF//rffT//
go_0019285_5	kdsA//serA//
go_0019288_6	aceA//metG//nadE//dgoK//
go_0019290_5	
go_0019292_8	yqhD//
go_0019294_6	waaY//menB//mngB//fabB//
go_0019299_6	phnN//
go_0019301_7	murA//argF//dcyD//der//agp//mhpD//rsmJ//
go_0019303_7	ddlA//rhaA//
go_0019305_7	glcB//
go_0019309_7	mhpB//
go_0019316_8	murF//dusC//plsB//
go_0019318_5	purA//
go_0019323_6	citX//nanA//pbpC//folC//slt//fucO//tnaA//
go_0019324_6	guaC//rlmL//glyS//bglX//murE//
go_0019343_8	suhB//
go_0019344_7	pyrB//
go_0019346_7	rutD//
go_0019353_8	ispA//etp//ispF//ybhA//
go_0019354_6	proA//
go_0019379_5	solA//
go_0019380_6	mobA//dusC//
go_0019388_7	glgX//
go_0019391_6	speB//
go_0019394_7	rpe//
go_0019395_5	tadA//
go_0019404_8	eda//rlmH//
go_0019413_6	maa//guaD//
go_0019419_4	speB//
go_0019427_7	moeA//
go_0019430_5	alsK//aroK//ung//
go_0019432_7	rlmD//
go_0019439_5	mnmA//paaK//
go_0019447_8	trpC//
go_0019450_9	lysS//
go_0019464_7	polA//ybcF//narZ//csdA//dmsC//mnmC//
go_0019480_4	pgpA//
go_0019509_7	
go_0019516_4	pdeR//leuA//
go_0019521_6	gntK//ispH//
go_0019542_6	sgbU//
go_0019545_6	argF//
go_0019546_9	rpe//
go_0019563_7	dgoK//thiD//arnB//
go_0019568_7	sbcB//agp//
go_0019569_7	rlmE//mrcB//caiD//
go_0019571_8	glgX//ycjU//purA//
go_0019572_8	acpT//
go_0019584_7	
go_0019588_7	rffC//otsB//
go_0019592_8	rhaB//
go_0019595_8	lpxD//
go_0019607_6	ligA//trpE//
go_0019622_6	ilvH//recG//asd//
go_0019629_7	leuC//epmA//
go_0019632_5	otsA//glcD//narG//mpaA//
go_0019634_5	yfcF//
go_0019645_6	ilvM//gutQ//rfbB//
go_0019646_6	hcaB//paaG//pgaB//metL//
go_0019664_6	fadK//pgpA//
go_0019665_5	tadA//
go_0019673_6	purN//
go_0019676_3	nadB//
go_0019677_8	
go_0019679_7	yjjG//yfiC//rlmI//
go_0019686_6	cof//
go_0019698_7	acpS//metK//hemF//dxs//fucI//miaA//
go_0019700_6	rffG//yhdJ//thiC//bglA//
go_0019740_2	nadE//mnmA//speD//ymdB//tgt//accB//
go_0019752_6	
go_0019805_6	tadA//
go_0019835_3	
go_0019852_5	lysA//dam//dapD//
go_0019854_6	yfeW//tyrB//
go_0019856_7	bioD//
go_0019858_7	roxA//
go_0019859_7	sdaA//
go_0019877_6	citC//abgA//oxc//
go_0019878_9	rluB//
go_0019935_6	bioF//ubiC//
go_0019985_8	fklB//aspS//
go_0019988_7	trmO//
go_0022417_4	pdxY//
go_0022610_2	fadM//
go_0022611_3	tsaE//waaL//opgB//
go_0022900_4	ansA//lpxM//
go_0022904_5	ansA//patD//citG//
go_0023014_4	nrdF//wrbA//patZ//
go_0030001_7	nadK//kdsA//ygjK//
go_0030007_8	ribD//
go_0030026_9	
go_0030091_6	proA//hisS//sufS//ydiB//
go_0030153_5	
go_0030162_7	
go_0030163_5	rbsD//ung//acnB//tmk//
go_0030244_9	
go_0030258_5	kduD//
go_0030260_7	
go_0030261_8	
go_0030307_6	
go_0030308_6	gntK//appA//
go_0030388_5	nrdD//serC//cobB//
go_0030488_6	wcaJ//trmI//rimK//dapF//dnaE//ligB//argE//rpiA//fes//waaZ//
go_0030490_10	
go_0030497_7	fadI//queA//
go_0030541_4	
go_0030573_6	ldtC//
go_0030632_8	gdhA//rlmD//pncB//maeA//
go_0030641_8	acs//sbcB//
go_0030643_8	
go_0030961_9	cysG//
go_0030980_7	valS//yidA//ppc//
go_0031118_8	mutM//
go_0031119_8	cysS//dacA//entA//dusB//ribB//pdeF//
go_0031125_10	lacZ//
go_0031162_5	malP//
go_0031167_6	phnG//pyrG//aroG//galT//gltD//lpxP//
go_0031280_6	cobB//
go_0031297_7	
go_0031342_5	
go_0031346_7	
go_0031365_7	dusB//
go_0031400_8	
go_0031439_9	
go_0031460_7	ynfE//menF//ybiV//araD//dkgA//ansB//
go_0031554_7	
go_0031555_8	
go_0031556_9	
go_0031564_8	gcvT//
go_0031638_7	
go_0031648_5	
go_0031669_5	
go_0031670_5	
go_0032025_6	caiB//
go_0032026_6	dgcT//
go_0032049_8	putA//slyD//trpA//
go_0032055_6	
go_0032091_6	
go_0032147_9	
go_0032150_8	
go_0032194_8	mtlD//
go_0032196_3	hyaA//
go_0032238_6	ldhA//
go_0032259_3	pgsA//rbsD//hypF//ldtD//
go_0032261_6	dacD//
go_0032263_7	adeD//yciV//
go_0032264_7	lpxP//ldtC//
go_0032265_7	sucD//
go_0032272_7	
go_0032297_10	
go_0032298_10	
go_0032324_6	phnJ//dapD//gadB//
go_0032329_7	waaJ//galK//
go_0032359_7	
go_0032412_6	
go_0032413_6	
go_0032414_6	bglB//
go_0032445_10	hisF//thiD//
go_0032462_7	mltC//
go_0032466_7	
go_0032467_7	
go_0032506_4	
go_0032508_8	mcrB//folM//lpxM//narH//
go_0032774_6	ydiF//
go_0032775_6	moaE//phnJ//ispA//
go_0032781_7	
go_0032784_8	
go_0032790_6	allD//
go_0032885_7	
go_0032951_8	
go_0032955_6	
go_0032973_7	dxs//
go_0032978_7	
go_0033014_6	gadA//hisA//
go_0033051_5	pdeH//
go_0033120_8	
go_0033194_5	mak//nanK//ldcC//
go_0033195_5	mocA//
go_0033212_10	leuD//pphA//
go_0033214_11	cmoB//araA//
go_0033228_8	nadE//sdhD//rffT//
go_0033317_7	speF//mcrA//glpD//gabT//
go_0033320_6	dapD//
go_0033345_8	pinE//asnS//
go_0033353_5	pgm//
go_0033359_7	entD//carA//
go_0033384_6	murC//
go_0033388_7	deoC//
go_0033477_5	manA//
go_0033499_8	yggF//thrC//narV//acnA//chbF//
go_0033518_6	glcE//
go_0033539_7	trpE//
go_0033542_7	hisD//
go_0033543_8	rhaB//
go_0033567_6	
go_0033585_7	cysC//cdsA//
go_0033611_8	pgaB//
go_0033683_7	
go_0034194_8	cysI//ubiD//gcvH//
go_0034195_8	gpmM//
go_0034198_6	xthA//yfcF//
go_0034203_6	dacD//
go_0034204_5	der//narI//
go_0034213_6	apt//
go_0034214_7	mtlD//azoR//ppk//
go_0034219_6	galM//thiH//argK//phnP//aroA//tdk//cysQ//cheB//menF//tag//lpd//sgbH//suhB//murQ//fucO//glpA//trpS//galK//ubiD//glgX//entB//frdB//ubiI//menB//waaC//ribF//gapA//dapD//rutE//
go_0034220_6	murE//murQ//hisI//cysG//kdgK//ispH//
go_0034224_6	
go_0034227_8	epd//
go_0034258_8	melA//
go_0034260_5	
go_0034289_7	menH//
go_0034337_3	mnmC//
go_0034355_7	tsaC//allB//nanK//tpiA//
go_0034401_5	
go_0034414_9	eutD//
go_0034421_8	slt//
go_0034470_8	gutQ//
go_0034552_7	
go_0034599_5	phnH//pldB//nanA//yieF//dosP//
go_0034605_5	ascB//nrfD//
go_0034614_6	hyaC//
go_0034620_6	relA//
go_0034628_9	fadM//prpC//tdh//hemF//garK//
go_0034635_6	pheA//
go_0034644_7	hyaB//
go_0034661_7	
go_0034775_7	yjhH//fadI//
go_0034983_9	pdxJ//ldcC//
go_0035235_6	accC//wecB//nadE//
go_0035307_9	
go_0035335_8	cynT//yeiG//
go_0035344_8	fabD//glgX//
go_0035350_6	waaH//
go_0035429_8	pgi//dgcZ//bioA//pdeR//waaS//dgoA//
go_0035433_7	ulaD//
go_0035434_9	cfa//
go_0035435_9	selB//pyrB//wecB//trmD//
go_0035442_7	rffH//lysU//xthA//dut//hchA//ravA//wzb//
go_0035443_7	dbpA//arnB//gph//
go_0035444_9	betA//waaU//nagK//hcaE//
go_0035461_6	aroF//
go_0035524_8	folX//
go_0035552_6	yqaB//
go_0035553_6	rph//
go_0035556_4	
go_0035600_8	rsmF//
go_0035672_6	ispB//dusB//cobB//
go_0035725_9	fadM//recF//ldcA//umpH//sdaB//
go_0035784_9	mnmG//
go_0035864_6	
go_0035873_8	puuB//metB//
go_0035999_5	wzc//paaF//lysU//
go_0036001_7	pncB//
go_0036047_9	tdcG//
go_0036049_9	frdA//
go_0036088_6	rsmF//
go_0036104_6	mnmA//yihT//
go_0036172_6	nrfA//
go_0036214_3	
go_0036265_6	cheR//
go_0036289_9	aldA//trpS//
go_0036448_6	adeD//treC//
go_0036460_5	
go_0036506_5	
go_0036525_7	
go_0038083_9	napB//insI-2//
go_0040033_9	
go_0042026_4	nrdF//xdhB//nadD//pdeL//
go_0042126_5	rfbC//
go_0042128_5	
go_0042150_7	ispH//
go_0042157_5	
go_0042158_6	pyrC//pgaB//
go_0042177_7	
go_0042182_5	gshB//
go_0042219_6	
go_0042245_7	sucA//sthA//ansB//
go_0042254_5	nth//
go_0042255_6	
go_0042274_5	pdxB//
go_0042304_7	
go_0042351_7	rlmB//
go_0042355_8	mobA//rihB//galE//xylB//kduD//frdC//
go_0042371_7	atoB//
go_0042413_6	puuC//gmk//
go_0042450_7	purU//rnpA//epmB//galM//rne//citE//
go_0042454_7	nrdD//
go_0042493_4	aspS//gpsA//wcaJ//mltD//gldA//fabH//cyoE//murE//moaE//hypB//purA//hisD//hisC//
go_0042538_6	cheB//gpmA//lysU//
go_0042542_5	nudC//aldB//cysS//ppc//
go_0042545_5	psd//
go_0042594_4	purC//hisA//tsaC//alaS//
go_0042619_6	
go_0042710_4	purN//caiD//tyrA//gor//cpsB//adhE//rsuA//ycjU//
go_0042732_6	acpS//
go_0042744_6	aphA//entD//
go_0042759_7	caiB//
go_0042773_6	recF//
go_0042777_8	
go_0042780_10	gnd//mutM//
go_0042817_5	wcaJ//
go_0042819_6	frlB//
go_0042823_6	oxc//murF//ansB//uxaA//
go_0042838_6	ppsA//phnO//glpC//fabA//
go_0042840_7	tdk//uvrC//patZ//speC//cmoB//lyxK//
go_0042843_7	uidA//gloA//
go_0042846_8	yfeW//
go_0042852_9	galE//
go_0042867_8	acpS//
go_0042873_7	pyrC//
go_0042882_10	puuD//mazG//
go_0042884_7	acpH//gpsA//hflX//
go_0042885_8	pykA//
go_0042891_6	orn//nhoA//dcm//rffC//sseA//phoA//waaZ//
go_0042906_8	lpxM//dacD//purA//
go_0042908_5	yigB//
go_0042914_8	hyi//
go_0042918_6	torC//carB//
go_0042919_6	
go_0042920_6	dgkA//
go_0042928_7	
go_0042930_7	lpxB//ssuD//rihA//gabT//cmoA//wrbA//glgA//pykF//sthA//ycjU//
go_0042938_8	thrB//uvrC//mutH//
go_0042939_8	cheB//
go_0042941_8	dgt//
go_0042942_6	deoB//nagB//
go_0042953_6	
go_0042956_8	coaD//hinT//
go_0042968_8	luxS//mnmC//gloC//
go_0043039_6	panC//tktB//hcp//
go_0043041_6	citG//kduI//
go_0043085_5	deoD//ssuE//prmB//
go_0043086_5	gph//
go_0043093_3	sdhD//dusC//bioF//rlmL//
go_0043097_6	ribA//adiA//
go_0043099_7	dadA//
go_0043100_6	alsE//
go_0043102_5	citG//
go_0043103_7	deoC//
go_0043137_6	pgm//btuR//
go_0043150_8	
go_0043157_6	ulaF//
go_0043164_6	pgsA//gmk//prpD//queF//yjjG//nrfA//proS//
go_0043165_6	ispF//hisD//
go_0043171_5	tehB//malZ//mdh//rrrD//cmoA//
go_0043200_5	
go_0043201_6	
go_0043213_7	cobU//xthA//
go_0043254_5	
go_0043335_3	eda//folP//arsC//dgoD//malP//
go_0043433_5	yeaE//nanA//polB//
go_0043442_6	chbF//
go_0043456_6	lysA//
go_0043462_6	puuB//
go_0043470_6	
go_0043471_6	
go_0043488_5	puuE//rfe//astC//
go_0043547_7	
go_0043571_7	glcF//
go_0043610_4	gmd//hcaF//sucB//
go_0043686_7	garK//
go_0043687_7	entH//aroK//xdhB//arsC//glmM//
go_0043708_5	rffT//
go_0043709_6	ddlB//
go_0043711_5	
go_0043952_7	
go_0043953_7	menB//
go_0044010_5	add//aroE//alaC//dacD//dgoD//lacZ//
go_0044011_4	menE//
go_0044036_5	fadM//yfaU//ruvA//
go_0044038_6	rihC//acnA//
go_0044092_4	
go_0044179_5	
go_0044208_7	puuE//
go_0044238_3	dgcZ//moeA//ung//kdsD//
go_0044248_4	
go_0044255_4	
go_0044262_4	nirB//dmlA//
go_0044273_5	hemL//
go_0044275_5	xdhB//
go_0044349_6	
go_0044355_6	srlD//
go_0044532_6	
go_0044659_7	narI//
go_0044718_6	proC//
go_0044764_3	
go_0044780_6	yagE//
go_0044781_5	
go_0044787_5	gltX//
go_0044874_7	
go_0045004_7	gldA//ispA//cheB//
go_0045013_7	
go_0045226_7	rsgA//aphA//ilvC//sdhD//umpH//lpxH//
go_0045333_5	menC//idnO//
go_0045337_6	paaH//
go_0045454_4	hisD//sucB//tnaA//ispU//rihA//sdhD//cysI//
go_0045471_5	puuD//hcaE//
go_0045717_8	hisB//kbaZ//
go_0045719_8	
go_0045723_8	
go_0045727_8	
go_0045732_7	
go_0045733_6	bioD//moaA//
go_0045819_8	
go_0045828_7	
go_0045848_5	
go_0045859_7	
go_0045861_8	
go_0045862_8	
go_0045883_5	
go_0045892_8	acnB//yhdH//fre//aroD//iaaA//
go_0045893_8	ispA//pldB//
go_0045900_9	
go_0045903_5	dosP//
go_0045912_6	der//eptA//gpmA//
go_0045926_5	
go_0045936_8	
go_0045947_9	paaG//metK//
go_0045975_9	
go_0045990_6	
go_0046037_8	pphA//
go_0046040_8	cysK//
go_0046047_8	yajO//
go_0046050_8	mutL//rsmF//rutE//
go_0046052_8	cysE//
go_0046061_8	insI-2//
go_0046076_8	rihB//
go_0046081_8	mutH//gstB//
go_0046086_6	dmsB//
go_0046098_7	yghU//
go_0046100_7	rlmG//
go_0046101_6	purB//pabA//
go_0046103_9	dmsA//
go_0046104_8	folM//
go_0046115_10	mrcB//
go_0046133_8	eutB//argD//
go_0046166_6	udk//
go_0046168_6	tag//mpaA//
go_0046176_6	lipB//yagF//menF//yqjH//
go_0046177_7	mltD//ygjK//tatD//mtgA//
go_0046181_7	recO//
go_0046183_7	cyoE//purD//tyrA//
go_0046187_6	moaA//
go_0046196_5	cmk//
go_0046210_6	folE//acnB//pdeL//
go_0046214_6	dsdA//
go_0046256_7	dgcT//etk//
go_0046271_5	nadE//
go_0046279_6	ynfF//
go_0046292_4	mhpC//
go_0046294_5	phnP//pabC//
go_0046296_6	yciA//citG//speC//
go_0046306_6	ygjK//rffG//
go_0046323_10	fumC//
go_0046325_8	
go_0046336_6	ahr//
go_0046342_8	maeA//
go_0046348_6	nudC//hisB//
go_0046365_5	glpA//
go_0046392_7	recO//pheT//fucI//frlC//
go_0046397_6	
go_0046416_6	ddlB//
go_0046452_6	yjiA//
go_0046459_6	waaQ//
go_0046470_5	
go_0046474_6	ppx//rsmE//birA//scpC//purC//fadI//
go_0046487_5	dcd//
go_0046501_6	rffH//
go_0046618_6	guaA//dgcM//wzc//glgX//cysI//napA//
go_0046654_7	yegS//fcl//yihX//gluQ//fucI//
go_0046655_5	dbpA//
go_0046656_6	kdgK//napA//panD//glcD//dfp//tpiA//
go_0046657_6	wecB//
go_0046677_4	lpxD//rlmJ//tdh//scpB//ruvA//yieF//appA//abgA//recR//metG//ubiD//yahK//nagK//lipA//nadB//ynfF//yfbR//hisH//xylA//ulaE//speC//alaC//plsB//rffG//nagZ//cobC//cysD//dgcZ//entH//yciV//ycaO//
go_0046685_4	ldhA//patA//
go_0046686_6	cysK//
go_0046688_6	serA//rimK//
go_0046690_5	idnD//deoC//
go_0046710_8	cmoA//
go_0046718_8	dmsA//ravA//
go_0046777_8	alsK//gpt//gstA//
go_0046834_6	folM//
go_0046835_5	serB//allC//purA//coaE//ydiB//yfeW//tadA//tsaB//truB//glcF//lacZ//ackA//pheT//ung//recO//glcD//accD//rsmI//bcsA//murI//cobS//
go_0046836_7	rutA//
go_0046839_6	cobC//
go_0046855_6	rhaD//
go_0046892_8	
go_0046901_7	hisB//
go_0046939_7	fadD//waaB//fkpB//ubiG//
go_0046942_7	fadI//cdsA//cadA//
go_0046944_7	pta//
go_0047484_6	
go_0048034_6	aroF//
go_0048255_6	
go_0048473_8	entB//
go_0048518_4	
go_0048870_3	maa//
go_0050427_5	metG//
go_0050667_6	cmoA//birA//
go_0050779_5	lpxD//
go_0050790_4	ygeX//ilvB//
go_0050821_5	hisF//avtA//
go_0050918_5	rihA//entD//
go_0050919_5	spoT//
go_0051050_5	
go_0051083_5	hmp//
go_0051085_5	glxK//sbcB//
go_0051090_4	aroL//
go_0051091_5	rnb//
go_0051131_7	
go_0051143_8	acpH//
go_0051156_5	tsaE//
go_0051171_5	
go_0051188_5	asd//
go_0051191_6	glpD//
go_0051205_6	
go_0051224_6	
go_0051252_6	
go_0051258_7	
go_0051260_7	polA//mcrB//
go_0051270_5	
go_0051271_6	ydiB//pyrE//
go_0051274_8	
go_0051276_5	
go_0051289_8	ldcC//coaD//napC//dxs//nagK//torC//ruvB//thrA//rpe//gcvH//hemE//ubiH//etk//glnE//ssuD//uvrB//glcD//yihX//valS//rfbB//pgm//rsmD//lpd//tktB//rdgB//ybiV//gdhA//ybiV//lpxP//cpsG//ligA//rfbB//
go_0051301_3	dmlA//yigL//deoD//tdcE//rfbC//luxS//menA//purB//
go_0051302_5	
go_0051304_4	ygjK//
go_0051338_5	
go_0051345_6	
go_0051346_6	mhpC//
go_0051347_6	
go_0051349_6	
go_0051353_6	nth//
go_0051391_8	dacC//
go_0051409_4	cpdB//
go_0051410_3	manA//
go_0051452_10	hypB//
go_0051453_9	araB//
go_0051454_10	maa//rsmC//bioF//ycaO//sucA//
go_0051476_7	alaS//
go_0051484_7	nhoA//
go_0051495_8	
go_0051595_6	pcm//gadA//
go_0051596_6	cheB//pgaC//nrdF//narI//
go_0051599_4	
go_0051603_6	selB//phnN//
go_0051604_5	mobA//folE//ldcC//
go_0051607_4	lpxL//rlmD//
go_0051649_4	
go_0051668_4	
go_0051692_6	argG//yeiG//
go_0051704_2	hisC//acs//
go_0051715_4	
go_0051716_3	
go_0051726_5	
go_0051781_6	murG//
go_0051782_6	
go_0051977_7	
go_0051983_5	
go_0052131_6	
go_0052547_6	
go_0052653_5	
go_0052777_7	glgB//pheS//
go_0052778_6	preT//
go_0052837_6	melA//
go_0055070_10	napA//
go_0055072_10	pfkB//gadB//
go_0055085_5	lyxK//rffG//nadA//waaG//ubiI//gntK//rnpA//purU//ribC//rsmB//alaA//kbaY//gcvP//pyrF//rlmD//prs//idi//pabA//nth//serS//hisH//ispH//yqhD//narV//truB//folM//ddlB//paaH//cmoA//mltB//sucC//alaC//yfdR//ldcC//caiD//glpB//dxr//metC//trmJ//ybiV//argF//glnA//betB//murF//udk//hycB//nrdB//glgX//metE//yjcS//thyA//nrfD//ilvH//ravA//talB//rfe//purB//pabB//dnaE//abgB//aldB//waaC//rutB//umuD//folD//dgcM//murD//mrcB//rlmI//accB//truA//idi//trmA//rlmG//plsC//mtlD//accB//gcvT//cysD//kdsB//
go_0055086_4	ybhA//dgoK//
go_0055114_3	gmk//pdxB//leuD//hypB//epmB//katE//cpsG//gstA//lpxT//fklB//rfaE//wecC//queG//lldD//rhaA//melA//psuG//glcB//allC//pdxA//glxR//leuA//pfkB//kdsC//malQ//ruvA//iaaA//alkA//phnI//phnN//paaZ//ybcF//mdh//pgaD//rsmJ//yjcS//phnH//lpxC//apt//mog//purL//nadC//rnt//alaA//
go_0055129_5	abgA//yegS//glpA//
go_0055130_8	dapF//queD//
go_0060003_10	ldcC//gcvT//
go_0060274_5	yjjX//
go_0060326_5	treA//
go_0060566_8	
go_0060567_8	
go_0060699_8	
go_0060702_9	recR//
go_0061077_4	queF//rlmJ//thrC//garR//bglX//
go_0061475_9	ugd//
go_0061504_8	mak//
go_0061610_5	gltX//
go_0061615_7	guaA//prpB//
go_0061720_5	mutT//ssuD//ldtD//
go_0065002_6	speC//
go_0065007_2	thiC//
go_0070084_7	lldD//
go_0070178_5	dmsB//
go_0070207_8	metF//cysD//idi//
go_0070298_8	
go_0070301_6	opgB//ppc//
go_0070329_5	suhB//
go_0070413_7	cdd//
go_0070415_6	napA//glgA//
go_0070417_5	thiD//
go_0070453_7	pdxB//
go_0070475_7	cheR//glgC//dam//hemN//adhP//rdgB//recJ//umuC//dld//rlmJ//sucD//hemG//ssuD//yihX//dgcM//aspC//waaY//iscS//mmuM//
go_0070476_7	argK//rhaM//
go_0070482_4	codA//
go_0070574_9	def//aroG//tatD//mnmE//
go_0070581_8	
go_0070588_9	
go_0070689_6	fabA//pgaB//
go_0070726_5	lyxK//bfr//
go_0070778_6	malS//gudD//
go_0070894_6	
go_0070930_7	
go_0070981_6	pck//
go_0070989_4	poxB//
go_0071139_6	
go_0071218_6	trpB//
go_0071229_5	
go_0071230_6	carB//
go_0071236_5	ilvD//panC//uvrC//
go_0071237_6	
go_0071243_5	gpsA//
go_0071248_6	
go_0071249_6	
go_0071250_6	
go_0071266_6	rihA//
go_0071271_7	pagP//
go_0071276_7	
go_0071280_7	yieH//
go_0071284_7	
go_0071286_7	
go_0071287_7	
go_0071288_7	cynS//yihX//
go_0071289_7	ubiC//
go_0071291_6	pdeR//
go_0071292_7	lpxB//
go_0071294_7	add//
go_0071310_5	
go_0071421_9	nadB//argE//glpB//
go_0071422_7	dcm//dam//sgbH//
go_0071423_8	dcm//
go_0071454_5	ulaD//hemH//
go_0071456_5	
go_0071467_5	
go_0071468_6	alsK//treF//hycB//pgpC//
go_0071470_5	
go_0071474_6	mnaT//glgP//gpmA//
go_0071500_5	lgoD//
go_0071502_5	
go_0071555_4	rluF//gmk//fabH//yihS//tag//eda//birA//rsmJ//
go_0071577_9	leuS//cadA//maeA//ribA//nrfD//coaD//
go_0071705_5	
go_0071731_5	
go_0071732_6	dhaL//
go_0071769_5	
go_0071805_4	tynA//epmC//torC//yieH//gltX//trmH//ltaE//glmU//pgpC//
go_0071806_6	entD//rffC//
go_0071807_8	
go_0071897_6	nanE//hisC//scpB//accD//dgcZ//sgbE//
go_0071915_9	gadA//
go_0071932_8	fadJ//
go_0071934_6	pinE//
go_0071945_7	
go_0071951_8	otsB//
go_0071963_4	
go_0071973_6	bfr//
go_0071977_5	
go_0071978_7	
go_0072321_6	
go_0072323_7	
go_0072344_7	entC//epmC//
go_0072348_5	glgP//
go_0072488_7	hflX//
go_0072511_7	nemA//
go_0072531_6	gor//
go_0072581_9	trpE//
go_0072714_5	
go_0075713_7	
go_0080111_4	yjiA//frmB//
go_0089705_7	
go_0089709_7	cysE//ampH//
go_0090071_6	
go_0090116_7	frdA//
go_0090143_4	
go_0090305_6	eda//ilvI//paaK//proS//udk//btuE//purC//ycjU//dxs//malS//mpaA//thrA//rlmI//lpxD//aroK//purD//curA//dgcT//paaE//dgt//acs//yqaB//phoA//fabD//plsB//pgpC//mutS//clsA//ydiO//pyrC//nemA//gcl//hcaB//hyaA//lpxL//fumC//ulaE//fbaA//pdeF//ycaO//yjjX//hisA//
go_0090313_8	
go_0090347_6	
go_0090352_6	
go_0090357_7	
go_0090358_8	
go_0090501_7	sdhB//gadB//cof//agp//pdxH//pbpC//xylA//hdhA//leuB//murA//clsB//phnH//
go_0090502_8	lpxH//dgoK//entA//gpp//dgt//hisS//ydiF//waaU//queG//pyrC//gdhA//pabC//rffM//fabB//phnJ//rpiA//gntK//
go_0090503_8	dfp//katE//mutM//phnI//panB//deoB//aspS//gldA//gluQ//
go_0090529_5	
go_0090540_10	tdcG//
go_0090549_5	
go_0090609_6	nanE//
go_0097056_7	gstA//
go_0097264_6	argE//
go_0097304_7	cueO//
go_0097339_7	glk//
go_0097428_6	yfeX//gntK//
go_0097502_4	mug//
go_0097510_7	frdD//
go_0097533_5	
go_0097638_8	feaB//
go_0098002_8	
go_0098655_7	aceA//aroB//oxc//argD//recJ//selD//glpA//yagE//cysN//rbsK//tsaB//murI//rffT//trpD//lpxD//
go_0098656_7	gabD//
go_0098707_10	
go_0098708_8	mutY//bglX//
go_0098710_7	gltX//glgA//
go_0098713_8	arnA//prs//
go_0098719_9	
go_0098732_6	nfsB//
go_0098795_9	ugd//
go_0098869_4	hemD//frc//dmsB//eptC//queA//galM//cysD//gatY//nagA//appA//rlmJ//pdxK//ldhA//menC//pgaC//
go_0099131_7	pphB//
go_0099132_7	lpxT//pdeH//dapF//bioH//valS//mtn//hcaD//dosP//
go_0099133_8	speG//ilvC//metC//astC//pgl//paaG//yfaU//opgE//gadB//polB//nrdD//yhdJ//
go_0101030_8	dcm//
go_1900190_5	speD//
go_1900191_6	
