# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	ygjK//
go_0015909_8	fabH//
go_0015912_8	tyrS//
go_0015914_7	hcaC//
go_0015920_7	adhP//dgcZ//
go_0015937_7	murQ//yqhD//gcvP//epd//
go_0015940_6	alr//
go_0015944_4	araB//tmcA//thiI//
go_0015949_5	putA//iscS//rbn//cysG//fre//argG//birA//cobB//btuE//pta//ubiH//rluB//rutD//proB//ldcC//glxR//panC//cobT//
go_0015950_6	ribD//
go_0015951_7	prpB//fabI//
go_0015968_6	
go_0015969_8	xylB//ycjU//
go_0015976_2	edd//
go_0015986_7	
go_0015990_10	nadD//uvrB//
go_0016024_7	apaH//
go_0016032_5	rnt//
go_0016036_6	nadC//kdgK//
go_0016042_5	
go_0016052_5	tgt//purL//rhaA//arsC//
go_0016075_8	fabA//
go_0016078_8	nrfC//
go_0016094_6	mnaT//nanA//
go_0016226_5	aroC//tyrB//ilvD//pgaB//
go_0016259_7	galK//
go_0016260_8	moaA//mtn//purF//
go_0016310_6	yciV//frmA//waaY//prpC//metK//rhaB//prmC//allD//katG//prpC//ldcA//gshB//pdxY//waaB//pgsA//hemE//lacZ//
go_0016311_6	argB//sodC//narV//betB//rph//fdhF//ssuD//feaB//astB//ldtD//gluQ//ulaE//aroG//ribF//waaY//fumC//gshB//astC//miaB//abgA//lpxH//accD//rhaB//hemF//ppiC//aes//yjcS//coaD//slt//cobT//idnK//glcF//xylB//ttdB//rlmB//hisH//thrB//tdcG//pheA//thiL//
go_0016458_3	
go_0016485_6	preA//mdh//
go_0016540_7	waaQ//entB//
go_0016579_7	truC//
go_0016998_5	ligA//
go_0017001_5	gutQ//
go_0017003_8	mhpB//
go_0017004_7	tyrA//
go_0017013_7	
go_0017038_6	
go_0017148_8	katG//selB//rnt//dgcT//proA//
go_0017189_7	lyxK//
go_0017198_7	ubiH//
go_0018012_8	edd//
go_0018023_7	mltF//
go_0018063_8	ppiA//
go_0018070_8	ligB//truA//
go_0018104_8	nrdE//accB//purD//ulaD//pabA//
go_0018105_8	lpxK//
go_0018106_8	
go_0018108_8	acpT//
go_0018117_8	
go_0018125_6	mhpD//
go_0018131_6	hyi//
go_0018160_8	dmlA//
go_0018206_8	nfsB//
go_0018247_9	entC//
go_0018283_6	
go_0018298_7	lacZ//
go_0018307_7	mocA//
go_0018315_8	argF//
go_0018339_9	hmp//
go_0018345_8	gatY//
go_0018364_6	queF//cysN//
go_0018378_9	
go_0018393_10	ftnA//
go_0018394_9	yjjX//
go_0018410_8	ilvD//
go_0018909_5	tyrB//
go_0018937_4	talB//
go_0019042_6	nanA//
go_0019068_6	
go_0019076_6	
go_0019217_7	
go_0019242_6	malS//
go_0019243_7	thrC//apt//guaD//sgbU//
go_0019249_6	asnA//
go_0019250_7	uvrC//
go_0019262_6	yfcF//cysG//trpA//nth//dapA//
go_0019264_7	tatD//
go_0019272_9	tynA//aroD//
go_0019284_7	truB//rhaB//
go_0019285_5	narY//cdd//
go_0019288_6	lpoA//sgbH//pyrB//dgkA//
go_0019290_5	
go_0019292_8	ahr//
go_0019294_6	ilvH//thiL//sthA//narY//
go_0019299_6	ruvA//
go_0019301_7	guaB//menF//aroE//kdsD//mrcA//fabA//thiH//
go_0019303_7	otsB//pdxJ//
go_0019305_7	entC//
go_0019309_7	araB//
go_0019316_8	trpE//kbaZ//phoA//
go_0019318_5	atoB//
go_0019323_6	lldD//lysA//carB//ycaO//trmI//btuR//pinE//
go_0019324_6	glpD//nrfA//nrfA//lpxM//relA//
go_0019343_8	betA//
go_0019344_7	ubiG//
go_0019346_7	trmA//
go_0019353_8	serB//dgoK//cobC//fklB//
go_0019354_6	galE//
go_0019379_5	trmI//
go_0019380_6	ruvC//pfkB//
go_0019388_7	sdhD//
go_0019391_6	gshA//
go_0019394_7	frmB//
go_0019395_5	leuD//
go_0019404_8	tadA//citG//
go_0019413_6	yihS//phnN//
go_0019419_4	lpd//
go_0019427_7	gstA//
go_0019430_5	murC//rph//srlD//
go_0019432_7	tdcG//
go_0019439_5	ppc//rfaE//
go_0019447_8	uxaA//
go_0019450_9	yqjH//
go_0019464_7	metG//serA//fadI//hinT//serB//uvrC//
go_0019480_4	lipB//
go_0019509_7	
go_0019516_4	queG//ldhA//
go_0019521_6	chbF//mnmE//
go_0019542_6	narV//
go_0019545_6	surA//
go_0019546_9	cysQ//
go_0019563_7	aldA//tdcE//mrcB//
go_0019568_7	metL//rsmF//
go_0019569_7	thiG//menI//rnd//
go_0019571_8	mhpA//trpS//thrB//
go_0019572_8	yfbR//
go_0019584_7	
go_0019588_7	nadA//pncB//
go_0019592_8	fabG//
go_0019595_8	rluE//
go_0019607_6	ttdB//recG//
go_0019622_6	glmS//narY//tcdA//
go_0019629_7	pyrF//gstB//
go_0019632_5	paaB//napB//rsmG//murF//
go_0019634_5	tyrS//
go_0019645_6	hemD//prmB//ulaF//
go_0019646_6	purC//nanE//cmoA//puuE//
go_0019664_6	mak//poxB//
go_0019665_5	tdh//
go_0019673_6	orn//
go_0019676_3	fabG//
go_0019677_8	
go_0019679_7	paaA//gatY//fklB//
go_0019686_6	sgbU//
go_0019698_7	fadD//glk//umpG//waaF//thiG//amiD//
go_0019700_6	paaB//insI-1//rluE//add//
go_0019740_2	kduD//sodB//psuG//ansA//thrS//ydfG//
go_0019752_6	
go_0019805_6	fabZ//
go_0019835_3	
go_0019852_5	hemD//tadA//gpsA//
go_0019854_6	garR//surA//
go_0019856_7	aspC//
go_0019858_7	trpA//
go_0019859_7	dgcZ//
go_0019877_6	idnD//allB//cysG//
go_0019878_9	acpS//
go_0019935_6	ravA//plsC//
go_0019985_8	ruvC//gcvP//
go_0019988_7	purA//
go_0022417_4	yfaU//
go_0022610_2	cyoE//
go_0022611_3	nanK//glcE//folP//
go_0022900_4	pepD//phnN//
go_0022904_5	queC//thiE//ispB//
go_0023014_4	rffM//hpt//mutL//
go_0030001_7	ahr//tdk//trmA//
go_0030007_8	lysS//
go_0030026_9	
go_0030091_6	fre//cdsA//xthA//putA//
go_0030153_5	
go_0030162_7	
go_0030163_5	ulaD//uxaB//tmk//argF//
go_0030244_9	
go_0030258_5	nrfB//
go_0030260_7	
go_0030261_8	
go_0030307_6	
go_0030308_6	cobC//scpC//
go_0030388_5	rsmH//gshA//pdxH//
go_0030488_6	btuE//dgoK//rlmG//ulaD//fumB//gltD//psd//mltA//mak//pabA//
go_0030490_10	
go_0030497_7	puuB//ldtE//
go_0030541_4	
go_0030573_6	mhpB//
go_0030632_8	gloA//fadD//fabG//preA//
go_0030641_8	argH//yccX//
go_0030643_8	
go_0030961_9	waaG//
go_0030980_7	speF//gcvP//mrcA//
go_0031118_8	rsmE//
go_0031119_8	orn//ppiA//argD//patZ//yfeX//argB//
go_0031125_10	fabA//
go_0031162_5	mhpD//
go_0031167_6	thiI//pgpA//fadK//pdxB//sodB//chbG//
go_0031280_6	hisG//
go_0031297_7	
go_0031342_5	
go_0031346_7	
go_0031365_7	tdh//
go_0031400_8	
go_0031439_9	
go_0031460_7	pdxK//orn//ldtE//alkB//pgpA//nfi//
go_0031554_7	
go_0031555_8	
go_0031556_9	
go_0031564_8	adeD//
go_0031638_7	
go_0031648_5	
go_0031669_5	
go_0031670_5	
go_0032025_6	mnaT//
go_0032026_6	aspS//
go_0032049_8	argH//ilvA//nudF//
go_0032055_6	
go_0032091_6	
go_0032147_9	
go_0032150_8	
go_0032194_8	iaaA//
go_0032196_3	curA//
go_0032238_6	queD//
go_0032259_3	rfbC//dapF//lsrK//rsmH//
go_0032261_6	hisF//
go_0032263_7	accC//arnA//
go_0032264_7	adhE//trmO//
go_0032265_7	gnd//
go_0032272_7	
go_0032297_10	
go_0032298_10	
go_0032324_6	moaE//recG//pgi//
go_0032329_7	cpdB//yihT//
go_0032359_7	
go_0032412_6	
go_0032413_6	
go_0032414_6	rnpA//
go_0032445_10	fadD//pdxA//
go_0032462_7	rsmH//
go_0032466_7	
go_0032467_7	
go_0032506_4	
go_0032508_8	yihS//ansB//slt//bglA//
go_0032774_6	pgk//
go_0032775_6	dmlA//tadA//nrfC//
go_0032781_7	
go_0032784_8	
go_0032790_6	dcd//
go_0032885_7	
go_0032951_8	
go_0032955_6	
go_0032973_7	queF//
go_0032978_7	
go_0033014_6	ilvI//fkpA//
go_0033051_5	folM//
go_0033120_8	
go_0033194_5	gapA//fadM//nudF//
go_0033195_5	ltaE//
go_0033212_10	tsaD//wzb//
go_0033214_11	udp//ilvA//
go_0033228_8	hcaB//entD//speC//
go_0033317_7	alaA//truB//pdeF//waaH//
go_0033320_6	etp//
go_0033345_8	queA//ribC//
go_0033353_5	mutM//
go_0033359_7	ribE//rlmF//
go_0033384_6	waaG//
go_0033388_7	thiH//
go_0033477_5	hemD//
go_0033499_8	dxs//kduD//ldcA//pdxK//menC//
go_0033518_6	torA//
go_0033539_7	alaA//
go_0033542_7	phnH//
go_0033543_8	citX//
go_0033567_6	
go_0033585_7	yccX//frlB//
go_0033611_8	rlmD//
go_0033683_7	
go_0034194_8	queF//gltD//sseA//
go_0034195_8	mrcA//
go_0034198_6	mtlD//ldtB//
go_0034203_6	edd//
go_0034204_5	lysA//ampD//
go_0034213_6	pdxB//
go_0034214_7	pphB//treF//opgE//
go_0034219_6	aroF//pyrE//hycB//argK//fabI//dgoA//rutE//gutQ//thiD//miaB//rfaD//dmlA//ribA//dgcM//pdxA//caiB//dld//gstB//ogt//dsdA//sdhC//puuC//dmsA//ispA//paaB//hyi//ulaF//kdsD//yqhD//
go_0034220_6	ygeX//truB//hyaC//rlmG//waaL//ldtA//
go_0034224_6	
go_0034227_8	speC//
go_0034258_8	xylB//
go_0034260_5	
go_0034289_7	atoB//
go_0034337_3	eptA//
go_0034355_7	gluQ//psd//yagF//curA//
go_0034401_5	
go_0034414_9	arsC//
go_0034421_8	xthA//
go_0034470_8	bglB//
go_0034552_7	
go_0034599_5	hemD//xylA//tktB//puuE//tsaC//
go_0034605_5	yihU//nrfD//
go_0034614_6	mltD//
go_0034620_6	cfa//
go_0034628_9	mraY//xylA//hcp//aspC//nrfA//
go_0034635_6	agp//
go_0034644_7	otsA//
go_0034661_7	
go_0034775_7	yjjG//sucC//
go_0034983_9	lpxP//gshA//
go_0035235_6	pdxA//rlmL//mutH//
go_0035307_9	
go_0035335_8	yfeW//sucC//
go_0035344_8	entD//murI//
go_0035350_6	pinE//
go_0035429_8	yjjG//pldB//tnaA//dapD//ssuD//sseA//
go_0035433_7	betA//
go_0035434_9	atoB//
go_0035435_9	ubiX//alr//rluD//ubiF//
go_0035442_7	dapB//hisS//pncB//dmsA//cysN//alaC//folE//
go_0035443_7	idnD//galU//citC//
go_0035444_9	maeA//ppsA//gmk//paoC//
go_0035461_6	waaA//
go_0035524_8	gntK//
go_0035552_6	hemF//
go_0035553_6	clsA//
go_0035556_4	
go_0035600_8	torC//
go_0035672_6	gapA//carB//nrdA//
go_0035725_9	glnS//ppiC//cysM//adhE//glyS//
go_0035784_9	bglX//
go_0035864_6	
go_0035873_8	aspC//rlmH//
go_0035999_5	menA//paaA//rihB//
go_0036001_7	ldtA//
go_0036047_9	clsC//
go_0036049_9	epmB//
go_0036088_6	waaP//
go_0036104_6	yagF//argH//
go_0036172_6	nemA//
go_0036214_3	
go_0036265_6	aes//
go_0036289_9	dusC//hemN//
go_0036448_6	xylA//yidA//
go_0036460_5	
go_0036506_5	
go_0036525_7	
go_0038083_9	yajO//cyaA//
go_0040033_9	
go_0042026_4	xylA//ligB//allB//torC//
go_0042126_5	trmD//
go_0042128_5	
go_0042150_7	luxS//
go_0042157_5	
go_0042158_6	pflB//lpxP//
go_0042177_7	
go_0042182_5	lpxH//
go_0042219_6	
go_0042245_7	rlmL//hcaD//rlmE//
go_0042254_5	glpB//
go_0042255_6	
go_0042274_5	cpsB//
go_0042304_7	
go_0042351_7	yciA//
go_0042355_8	yrfG//thrS//menD//mtgA//abgB//pgi//
go_0042371_7	lsrG//
go_0042413_6	guaA//kefF//
go_0042450_7	frmA//prpD//napC//asnB//aroB//mltA//
go_0042454_7	ispH//
go_0042493_4	nrfB//hemA//torC//rph//hdhA//pbpC//poxB//bioC//puuC//pdxH//kdsD//pfkB//phnP//
go_0042538_6	coaD//glcB//nudB//
go_0042542_5	bcsA//nhoA//recR//argE//
go_0042545_5	yfeX//
go_0042594_4	gshB//ybjI//tktA//tdcB//
go_0042619_6	
go_0042710_4	hflX//mngB//carB//aroE//fkpA//gstA//recG//fadM//
go_0042732_6	proB//
go_0042744_6	rnb//mltB//
go_0042759_7	rfbC//
go_0042773_6	yjiA//
go_0042777_8	
go_0042780_10	purA//folC//
go_0042817_5	ldcA//
go_0042819_6	glgX//
go_0042823_6	dkgB//yqaB//fadB//ftnA//
go_0042838_6	rfbB//rpe//acnA//mutH//
go_0042840_7	tgt//aldB//yciV//polB//rbn//adhP//
go_0042843_7	sdhC//waaH//
go_0042846_8	yjiA//
go_0042852_9	menH//
go_0042867_8	aceA//
go_0042873_7	asd//
go_0042882_10	ilvC//hisF//
go_0042884_7	yeaG//rbsK//cpsB//
go_0042885_8	gmhB//
go_0042891_6	pykF//psd//entC//uxaA//aroD//trmL//paoC//
go_0042906_8	ahpC//lipB//spoT//
go_0042908_5	ribB//
go_0042914_8	trpD//
go_0042918_6	ahpC//gluQ//
go_0042919_6	
go_0042920_6	rihC//
go_0042928_7	
go_0042930_7	entE//truD//hemD//pgaB//ribF//yhdJ//ulaF//glcE//tynA//kdsC//
go_0042938_8	hisB//carB//ispA//
go_0042939_8	ahpC//
go_0042941_8	truB//
go_0042942_6	purA//metF//
go_0042953_6	
go_0042956_8	entD//thrS//
go_0042968_8	queF//aroH//rsmC//
go_0043039_6	dkgA//citX//truD//
go_0043041_6	pcm//idi//
go_0043085_5	panD//rlmH//rhaA//
go_0043086_5	acs//
go_0043093_3	tesB//rsmE//metF//ampH//
go_0043097_6	pgpB//uvrB//
go_0043099_7	rsmE//
go_0043100_6	pdxA//
go_0043102_5	hcaB//
go_0043103_7	gnd//
go_0043137_6	rihA//dgcZ//
go_0043150_8	
go_0043157_6	gph//
go_0043164_6	rlmB//hisS//nirB//leuC//tyrS//rpiA//paaE//
go_0043165_6	abgA//yhdH//
go_0043171_5	yieH//prpC//rne//lpxM//ychF//
go_0043200_5	
go_0043201_6	
go_0043213_7	tesB//ackA//
go_0043254_5	
go_0043335_3	orn//nudB//cobT//cmoB//yigB//
go_0043433_5	phnP//kbaZ//gmk//
go_0043442_6	recR//
go_0043456_6	gmd//
go_0043462_6	ubiI//
go_0043470_6	
go_0043471_6	
go_0043488_5	sucB//carA//putA//
go_0043547_7	
go_0043571_7	cynT//
go_0043610_4	menF//nagB//pdeF//
go_0043686_7	metF//
go_0043687_7	opgB//purC//manA//dfp//lyxK//
go_0043708_5	pyrB//
go_0043709_6	pheA//
go_0043711_5	
go_0043952_7	
go_0043953_7	fabB//
go_0044010_5	slt//entF//bioD//rsmD//garR//leuC//
go_0044011_4	gor//
go_0044036_5	hflX//mltD//ung//
go_0044038_6	tilS//nrdF//
go_0044092_4	
go_0044179_5	
go_0044208_7	dgcM//
go_0044238_3	glpB//gmk//miaB//prmC//
go_0044248_4	
go_0044255_4	
go_0044262_4	frmA//mdh//
go_0044273_5	recO//
go_0044275_5	purN//
go_0044349_6	
go_0044355_6	accB//
go_0044532_6	
go_0044659_7	adhE//
go_0044718_6	gutQ//
go_0044764_3	
go_0044780_6	mhpC//
go_0044781_5	
go_0044787_5	tdk//
go_0044874_7	
go_0045004_7	rbn//dmlA//dgoD//
go_0045013_7	
go_0045226_7	cynS//panB//nrdE//recO//fre//nudF//
go_0045333_5	citE//dinB//
go_0045337_6	mog//
go_0045454_4	nagZ//menB//yjjX//galU//ddlA//rutC//xylB//
go_0045471_5	uxuB//gcvT//
go_0045717_8	betB//preA//
go_0045719_8	
go_0045723_8	
go_0045727_8	
go_0045732_7	
go_0045733_6	nudF//ybiV//
go_0045819_8	
go_0045828_7	
go_0045848_5	
go_0045859_7	
go_0045861_8	
go_0045862_8	
go_0045883_5	
go_0045892_8	clsC//phoA//cobB//insI-2//dam//
go_0045893_8	sodC//ulaE//
go_0045900_9	
go_0045903_5	coaA//
go_0045912_6	thrA//sdhC//fkpB//
go_0045926_5	
go_0045936_8	
go_0045947_9	lpcA//rsmB//
go_0045975_9	
go_0045990_6	
go_0046037_8	tdk//
go_0046040_8	atoB//
go_0046047_8	thiM//
go_0046050_8	coaD//pphA//frc//
go_0046052_8	yieH//
go_0046061_8	cpsB//
go_0046076_8	pheA//
go_0046081_8	purF//nirB//
go_0046086_6	nudC//
go_0046098_7	tilS//
go_0046100_7	der//
go_0046101_6	fkpA//ynfH//
go_0046103_9	lpxC//
go_0046104_8	folM//
go_0046115_10	mnaT//
go_0046133_8	pgpA//cadA//
go_0046166_6	cysN//
go_0046168_6	yciA//nfi//
go_0046176_6	bglB//aroE//yjjG//dcyD//
go_0046177_7	pyrF//cheR//speB//ddlB//
go_0046181_7	avtA//
go_0046183_7	tadA//aspS//coaD//
go_0046187_6	rnt//
go_0046196_5	garK//
go_0046210_6	phnL//ubiX//fumC//
go_0046214_6	rlmG//
go_0046256_7	rnpA//umpH//
go_0046271_5	dxs//
go_0046279_6	ilvA//
go_0046292_4	guaD//
go_0046294_5	dsdA//tnaA//
go_0046296_6	ybhA//dut//insI-1//
go_0046306_6	fkpA//hcaB//
go_0046323_10	ilvH//
go_0046325_8	
go_0046336_6	srlD//
go_0046342_8	thiG//
go_0046348_6	hemN//ackA//
go_0046365_5	ahpC//
go_0046392_7	waaA//coaA//nadD//proC//
go_0046397_6	
go_0046416_6	narI//
go_0046452_6	ycjU//
go_0046459_6	ppiC//
go_0046470_5	
go_0046474_6	rsmC//mak//queC//lpoA//cysK//fadE//
go_0046487_5	truB//
go_0046501_6	dxr//
go_0046618_6	acnB//purF//paaJ//hemN//aphA//murI//
go_0046654_7	metE//purF//dgt//folX//ulaG//
go_0046655_5	yciV//
go_0046656_6	trmO//alsK//waaJ//ghrB//metC//garK//
go_0046657_6	ndk//
go_0046677_4	thyA//cpsB//dusB//gutQ//rihB//fes//menI//phnJ//waaH//kdgK//ilvB//codA//lpxH//entA//cpsB//aceA//acnB//fadH//scpB//purC//puuD//gph//gltD//acpS//waaJ//argA//cueO//frdC//tsaB//ubiE//ltaE//
go_0046685_4	pdxJ//fucI//
go_0046686_6	entE//
go_0046688_6	dapD//cynT//
go_0046690_5	ppk//pnp//
go_0046710_8	thrC//
go_0046718_8	lpxM//guaD//
go_0046777_8	arnT//lpd//argG//
go_0046834_6	yidA//
go_0046835_5	nanK//yfiC//dgkA//waaQ//hemA//speC//hemC//thrS//paaH//sseA//pldB//talB//cpsG//sdhB//torC//sgbU//ogt//dcd//aceB//pta//mltA//
go_0046836_7	hisC//
go_0046839_6	rnd//
go_0046855_6	rffT//
go_0046892_8	
go_0046901_7	cmoB//
go_0046939_7	selA//ddlA//folA//citG//
go_0046942_7	hpt//solA//citG//
go_0046944_7	argS//
go_0047484_6	
go_0048034_6	recR//
go_0048255_6	
go_0048473_8	lsrK//
go_0048518_4	
go_0048870_3	ispU//
go_0050427_5	ubiA//
go_0050667_6	mltD//rlmH//
go_0050779_5	sodC//
go_0050790_4	sad//gapA//
go_0050821_5	entF//katG//
go_0050918_5	kdsA//menF//
go_0050919_5	pgpB//
go_0051050_5	
go_0051083_5	phnJ//
go_0051085_5	malY//metC//
go_0051090_4	umuC//
go_0051091_5	maeA//
go_0051131_7	
go_0051143_8	ycjU//
go_0051156_5	ydiB//
go_0051171_5	
go_0051188_5	guaB//
go_0051191_6	lysC//
go_0051205_6	
go_0051224_6	
go_0051252_6	
go_0051258_7	
go_0051260_7	aroC//glnE//
go_0051270_5	
go_0051271_6	sgbE//proC//
go_0051274_8	
go_0051276_5	
go_0051289_8	trmD//fadB//rsmG//paaJ//apaH//relA//xapA//hinT//dacA//pta//pabC//pheS//mmuM//fabI//wzb//waaY//gluQ//phnM//kbaY//entH//avtA//coaD//fabD//ymdB//kbaY//luxS//hcaC//talB//rsuA//trpB//dut//rlmD//
go_0051301_3	glmU//malS//murI//galK//hemD//tdcB//ulaE//appA//
go_0051302_5	
go_0051304_4	ubiD//
go_0051338_5	
go_0051345_6	
go_0051346_6	hisH//
go_0051347_6	
go_0051349_6	
go_0051353_6	narI//
go_0051391_8	mtn//
go_0051409_4	tilS//
go_0051410_3	dapD//
go_0051452_10	serB//
go_0051453_9	rluB//
go_0051454_10	pyrC//rffC//adiA//hemN//rffG//
go_0051476_7	leuB//
go_0051484_7	selB//
go_0051495_8	
go_0051595_6	yjhH//speC//
go_0051596_6	recF//thiE//fes//hisB//
go_0051599_4	
go_0051603_6	pyrD//nanE//
go_0051604_5	trmI//idnD//def//
go_0051607_4	rlmC//mngB//
go_0051649_4	
go_0051668_4	
go_0051692_6	ychF//gstB//
go_0051704_2	yqhD//adeD//
go_0051715_4	
go_0051716_3	
go_0051726_5	
go_0051781_6	aceA//
go_0051782_6	
go_0051977_7	
go_0051983_5	
go_0052131_6	
go_0052547_6	
go_0052653_5	
go_0052777_7	phoA//cysS//
go_0052778_6	hemC//
go_0052837_6	metE//
go_0055070_10	sdaA//
go_0055072_10	fadM//melA//
go_0055085_5	tmk//glcB//lpxK//gcd//bioB//pdeF//leuB//ascB//rluE//glmM//abgB//yigL//xdhB//bioC//idnO//argG//selB//folC//maa//pgpC//aroL//kbaY//dapB//dgoD//rlmC//recO//pta//paaJ//thiI//apaH//dnaQ//fabZ//yihX//slyD//ubiC//fucI//mnaT//gmk//eno//arnB//ruvC//pdeH//speD//yfcG//nrdA//gatD//pykA//yghU//etp//glcF//purD//yajO//thiE//mltD//cyaA//cdd//lsrG//metC//rluC//hcp//panB//ubiI//argH//tdh//waaQ//hcp//birA//rhaA//pgi//dgcM//glgX//alaC//speG//sad//leuD//ilvA//aroE//def//hemF//aceB//
go_0055086_4	ilvN//insI-1//
go_0055114_3	torA//dadA//cyaA//gatY//yfcF//ascB//glxK//leuA//ispH//recJ//panD//murG//ndk//speF//phnO//bacA//pdxK//gcvH//speF//hisB//wrbA//mhpB//mnmA//pyrH//dinB//fklB//argK//rhaB//dhaK//polA//eptB//panE//metK//selB//moaD//codA//yfeX//sucD//lsrK//miaB//metB//kdsB//tilS//asnA//
go_0055129_5	hemC//rutD//kduD//
go_0055130_8	pgpB//trmD//
go_0060003_10	gshB//purU//
go_0060274_5	cpdB//
go_0060326_5	lpoB//
go_0060566_8	
go_0060567_8	
go_0060699_8	
go_0060702_9	nadK//
go_0061077_4	rsmF//lacZ//argD//truA//ndk//
go_0061475_9	gabD//
go_0061504_8	phnI//
go_0061610_5	glpA//
go_0061615_7	fre//mtlD//
go_0061720_5	bglX//thrA//pdxA//
go_0065002_6	uxaA//
go_0065007_2	queG//
go_0070084_7	mnmE//
go_0070178_5	glk//
go_0070207_8	fabD//ymdB//lplA//
go_0070298_8	
go_0070301_6	mltF//wzb//
go_0070329_5	glnE//
go_0070413_7	gcvT//
go_0070415_6	nrdD//alaC//
go_0070417_5	mltA//
go_0070453_7	lpxC//
go_0070475_7	araB//gntK//waaY//fkpA//ulaD//ribE//dacD//rffC//ldcC//thiC//hyi//rnt//wcaJ//pdxB//orn//wzb//rihC//pfkA//tyrS//
go_0070476_7	ubiE//ssuD//
go_0070482_4	pdeF//
go_0070574_9	yigL//waaY//glgC//gmk//
go_0070581_8	
go_0070588_9	
go_0070689_6	coaE//ubiI//
go_0070726_5	cpdB//clsA//
go_0070778_6	paaC//proA//
go_0070894_6	
go_0070930_7	
go_0070981_6	atoB//
go_0070989_4	tdk//
go_0071139_6	
go_0071218_6	ppc//
go_0071229_5	
go_0071230_6	glpC//
go_0071236_5	bglX//yigB//ispG//
go_0071237_6	
go_0071243_5	thiG//
go_0071248_6	
go_0071249_6	
go_0071250_6	
go_0071266_6	ilvM//
go_0071271_7	chbF//
go_0071276_7	
go_0071280_7	hmp//
go_0071284_7	
go_0071286_7	
go_0071287_7	
go_0071288_7	metE//citE//
go_0071289_7	rutD//
go_0071291_6	pnp//
go_0071292_7	arnT//
go_0071294_7	murA//
go_0071310_5	
go_0071421_9	metL//hflX//trpS//
go_0071422_7	mug//dbpA//gadA//
go_0071423_8	murC//
go_0071454_5	trpE//cysI//
go_0071456_5	
go_0071467_5	
go_0071468_6	katE//otsB//dinB//speF//
go_0071470_5	
go_0071474_6	katG//aroF//murC//
go_0071500_5	rsgA//
go_0071502_5	
go_0071555_4	ubiC//yfiC//coaE//ansA//fumC//cobS//cof//mog//
go_0071577_9	gltD//hcaE//nrfC//pyrD//truA//nrdB//
go_0071705_5	
go_0071731_5	
go_0071732_6	cysQ//
go_0071769_5	
go_0071805_4	alr//kbaY//cynT//pdxA//ldtA//pbpC//acnB//prs//mltD//
go_0071806_6	spoT//lyxK//
go_0071807_8	
go_0071897_6	argA//menA//mcrA//gatZ//puuD//ackA//
go_0071915_9	mmuM//
go_0071932_8	uidA//
go_0071934_6	tatD//
go_0071945_7	
go_0071951_8	mutM//
go_0071963_4	
go_0071973_6	uxaC//
go_0071977_5	
go_0071978_7	
go_0072321_6	
go_0072323_7	
go_0072344_7	yhdH//pgaD//
go_0072348_5	truC//
go_0072488_7	araB//
go_0072511_7	aceB//
go_0072531_6	ycaO//
go_0072581_9	moeB//
go_0072714_5	
go_0075713_7	
go_0080111_4	leuD//glpD//
go_0089705_7	
go_0089709_7	pdxB//ampD//
go_0090071_6	
go_0090116_7	phnL//
go_0090143_4	
go_0090305_6	xapA//scpB//abgB//dinB//torC//pdxA//ltaE//yjjX//cysH//thiE//hemC//acpT//galU//galE//gloB//speA//alkA//nrfA//iaaA//slyD//mhpA//allD//pgaC//sgbE//otsA//kefF//mltB//yjjG//tdcB//hmp//rsmE//rimK//preT//hemG//rsmG//truD//scpC//argG//cysN//ubiF//agp//frdD//
go_0090313_8	
go_0090347_6	
go_0090352_6	
go_0090357_7	
go_0090358_8	
go_0090501_7	ansB//cobS//frdC//paaA//cysN//aspS//mnmG//ghrB//hisG//aldA//nadK//lipA//
go_0090502_8	gloB//tadA//alsK//hyaA//yeiG//phnL//malY//gatZ//wecB//thiD//accD//fre//ligB//pheT//phnJ//pta//relA//
go_0090503_8	guaC//guaD//frdC//ndh//sgbH//eptC//asd//pgaB//sodC//
go_0090529_5	
go_0090540_10	glcB//
go_0090549_5	
go_0090609_6	adhP//
go_0097056_7	deoD//
go_0097264_6	fadK//
go_0097304_7	uvrA//
go_0097339_7	preT//
go_0097428_6	gcd//glyS//
go_0097502_4	dcd//
go_0097510_7	aroK//
go_0097533_5	
go_0097638_8	ldhA//
go_0098002_8	
go_0098655_7	zwf//waaF//hcaB//eptC//leuS//ubiC//appA//ugd//dapA//thiC//tdcE//nagB//wrbA//murI//trmL//
go_0098656_7	rutE//
go_0098707_10	
go_0098708_8	cpsG//cysD//
go_0098710_7	yccX//glxR//
go_0098713_8	frdD//aroL//
go_0098719_9	
go_0098732_6	ssuE//
go_0098795_9	sdhC//
go_0098869_4	phoA//murQ//paaK//thiM//thiD//serC//uxaC//pldB//narH//waaO//fabZ//pdxB//gloA//ldhA//fabZ//
go_0099131_7	ftnA//
go_0099132_7	bioD//aroE//galM//pykA//rluF//asd//cdsA//iaaA//
go_0099133_8	pphA//pyrF//katG//cynT//atoB//gpmM//rlmJ//waaA//purA//bacA//lpxH//murF//
go_0101030_8	phnL//
go_1900190_5	tsaC//
go_1900191_6	
go_1900192_6	
