# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	tmcA//
go_0015909_8	yjcS//
go_0015912_8	queC//
go_0015914_7	tilS//
go_0015920_7	trpB//trpC//
go_0015937_7	kdsC//fkpA//thrB//ribE//
go_0015940_6	asnS//
go_0015944_4	citC//ugd//cysS//
go_0015949_5	recG//ilvD//waaC//ghrB//rsmG//glmU//cyoE//citE//hinT//truB//selA//coaD//uxaC//ilvB//ulaF//lpd//bioA//leuA//
go_0015950_6	alkA//
go_0015951_7	pck//dxr//
go_0015968_6	
go_0015969_8	glcD//gloC//
go_0015976_2	narV//
go_0015986_7	
go_0015990_10	uvrA//asnB//
go_0016024_7	ydiF//
go_0016032_5	ycjU//
go_0016036_6	miaA//yjhH//
go_0016042_5	
go_0016052_5	epmA//ppc//eno//ydiO//
go_0016075_8	pyrG//
go_0016078_8	pfkB//
go_0016094_6	proC//katG//
go_0016226_5	guaB//pyrD//glnA//uxuB//
go_0016259_7	acpS//
go_0016260_8	kbaZ//panE//tynA//
go_0016310_6	rfbC//rsmA//rlmF//tmcA//tktA//argB//lpxB//birA//eutB//metF//dmsB//paaK//cobT//torC//ada//dxs//fabH//
go_0016311_6	sseA//ppiC//otsA//argK//mnaT//mrdA//yciV//sucC//wzc//malP//ydiO//fabH//deoC//frdA//cfa//fabB//rihB//dam//gltX//argC//moaD//acnB//apaH//ubiC//paaE//proC//mak//tmcA//ubiA//glgP//icd//rlmL//adiA//trmH//yeaG//tdcE//ppc//gpt//treF//tig//
go_0016458_3	
go_0016485_6	acnA//yihU//
go_0016540_7	idnD//idi//
go_0016579_7	cysE//
go_0016998_5	yigL//
go_0017001_5	dcyD//
go_0017003_8	napA//
go_0017004_7	selD//
go_0017013_7	
go_0017038_6	
go_0017148_8	frlB//pepD//pgl//phnI//valS//
go_0017189_7	fklB//
go_0017198_7	mnmE//
go_0018012_8	ubiD//
go_0018023_7	sodA//
go_0018063_8	glpC//
go_0018070_8	rlmH//araA//
go_0018104_8	selA//moaD//patZ//glpC//aes//
go_0018105_8	adhP//
go_0018106_8	
go_0018108_8	adeD//
go_0018117_8	
go_0018125_6	hemD//
go_0018131_6	tdcE//
go_0018160_8	rpiA//
go_0018206_8	truD//
go_0018247_9	yjjG//
go_0018283_6	
go_0018298_7	zwf//
go_0018307_7	ansA//
go_0018315_8	thiD//
go_0018339_9	thiE//
go_0018345_8	adiA//
go_0018364_6	gmhB//der//
go_0018378_9	
go_0018393_10	cmoA//
go_0018394_9	tauD//
go_0018410_8	pflB//
go_0018909_5	mutS//
go_0018937_4	mutY//
go_0019042_6	katE//
go_0019068_6	
go_0019076_6	
go_0019217_7	
go_0019242_6	pabA//
go_0019243_7	rluF//tsaE//dgcZ//pphA//
go_0019249_6	edd//
go_0019250_7	rsgA//
go_0019262_6	rsmB//nudC//pgm//sucB//dnaE//
go_0019264_7	tag//
go_0019272_9	wrbA//birA//
go_0019284_7	ligA//hisS//
go_0019285_5	rph//uvrB//
go_0019288_6	waaJ//nagB//rsmI//pdeF//
go_0019290_5	
go_0019292_8	phnL//
go_0019294_6	purD//folM//narZ//roxA//
go_0019299_6	yihV//
go_0019301_7	sodA//rsmG//umuC//patZ//galU//ychF//hemL//
go_0019303_7	tdcG//pfkB//
go_0019305_7	waaQ//
go_0019309_7	lipB//
go_0019316_8	cmk//accB//ddlA//
go_0019318_5	asnA//
go_0019323_6	menB//slyD//dacA//mdh//gutQ//prpB//arsC//
go_0019324_6	ttdA//rluD//feaB//def//mltA//
go_0019343_8	tilS//
go_0019344_7	glpD//
go_0019346_7	yqaB//
go_0019353_8	fau//lysU//argS//fes//
go_0019354_6	rlmG//
go_0019379_5	mazG//
go_0019380_6	phnI//oxc//
go_0019388_7	sodB//
go_0019391_6	murB//
go_0019394_7	xapA//
go_0019395_5	yjiA//
go_0019404_8	trmL//guaB//
go_0019413_6	ycjU//leuD//
go_0019419_4	mrcA//
go_0019427_7	gluQ//
go_0019430_5	arnT//citX//entB//
go_0019432_7	nrfA//
go_0019439_5	aroG//mdh//
go_0019447_8	cysE//
go_0019450_9	ahr//
go_0019464_7	allD//mak//dapB//acnB//gstA//opgE//
go_0019480_4	uxuB//
go_0019509_7	
go_0019516_4	xdhB//gloB//
go_0019521_6	amiD//pdeR//
go_0019542_6	kdsA//
go_0019545_6	katG//
go_0019546_9	uvrC//
go_0019563_7	cysI//fre//yfbR//
go_0019568_7	wrbA//yqaB//
go_0019569_7	gloB//paaJ//gabD//
go_0019571_8	pta//paaB//treF//
go_0019572_8	surA//
go_0019584_7	
go_0019588_7	rlmF//pyrC//
go_0019592_8	pyrB//
go_0019595_8	psd//
go_0019607_6	cueO//gpt//
go_0019622_6	ogt//aes//moaE//
go_0019629_7	add//yihT//
go_0019632_5	fucK//phnP//mhpA//lpxP//
go_0019634_5	pgpA//
go_0019645_6	birA//tmk//tgt//
go_0019646_6	entH//dacC//tnaA//purT//
go_0019664_6	nrdA//truC//
go_0019665_5	queF//
go_0019673_6	ycjU//
go_0019676_3	fucO//
go_0019677_8	
go_0019679_7	gloC//phr//prpD//
go_0019686_6	paaG//
go_0019698_7	hpt//frmA//pgpA//gluQ//nudC//glmU//
go_0019700_6	allB//solA//pinE//yhdJ//
go_0019740_2	wecB//mrcA//thiG//ung//yigB//metG//
go_0019752_6	
go_0019805_6	dnaQ//
go_0019835_3	
go_0019852_5	gph//ilvC//argB//
go_0019854_6	sucA//gloB//
go_0019856_7	dgoK//
go_0019858_7	allD//
go_0019859_7	aldA//
go_0019877_6	rluE//ydfG//cysG//
go_0019878_9	waaH//
go_0019935_6	hisG//eutD//
go_0019985_8	ada//abgA//
go_0019988_7	gcl//
go_0022417_4	hemL//
go_0022610_2	gcvP//
go_0022611_3	dinB//pdeH//mltB//
go_0022900_4	mhpD//fabA//
go_0022904_5	ileS//ravA//mltB//
go_0023014_4	avtA//aspS//mhpC//
go_0030001_7	glgP//lysC//yeaE//
go_0030007_8	pgaD//
go_0030026_9	
go_0030091_6	pheT//ribD//speA//gltB//
go_0030153_5	
go_0030162_7	
go_0030163_5	hinT//guaD//eutD//cobS//
go_0030244_9	
go_0030258_5	pdxJ//
go_0030260_7	
go_0030261_8	
go_0030307_6	
go_0030308_6	mltA//bglA//
go_0030388_5	arsC//argI//ilvH//
go_0030488_6	glpB//dmsA//ychF//yfiC//mnmE//trpB//rsmB//pdeH//proS//lysU//
go_0030490_10	
go_0030497_7	rffT//pyrH//
go_0030541_4	
go_0030573_6	sgbE//
go_0030632_8	trmL//sdhB//lysU//hisB//
go_0030641_8	kdgK//sdhB//
go_0030643_8	
go_0030961_9	ldcC//
go_0030980_7	entE//melA//menF//
go_0031118_8	psd//
go_0031119_8	lipB//relA//miaA//tnaA//pgpB//pyrF//
go_0031125_10	ilvI//
go_0031162_5	pphB//
go_0031167_6	murF//pdeR//wecC//tig//mtlD//torA//
go_0031280_6	mutY//
go_0031297_7	
go_0031342_5	
go_0031346_7	
go_0031365_7	sodB//
go_0031400_8	
go_0031439_9	
go_0031460_7	nhoA//yfeW//aroF//galT//purL//rlmE//
go_0031554_7	
go_0031555_8	
go_0031556_9	
go_0031564_8	thiI//
go_0031638_7	
go_0031648_5	
go_0031669_5	
go_0031670_5	
go_0032025_6	entE//
go_0032026_6	accA//
go_0032049_8	accB//gnd//recJ//
go_0032055_6	
go_0032091_6	
go_0032147_9	
go_0032150_8	
go_0032194_8	gnd//
go_0032196_3	yagE//
go_0032238_6	valS//
go_0032259_3	pdxK//nadA//kefF//asnS//
go_0032261_6	pnp//
go_0032263_7	napC//nirD//
go_0032264_7	purT//rnb//
go_0032265_7	hcaF//
go_0032272_7	
go_0032297_10	
go_0032298_10	
go_0032324_6	ssuD//pyrC//yihT//
go_0032329_7	roxA//hmp//
go_0032359_7	
go_0032412_6	
go_0032413_6	
go_0032414_6	rbn//
go_0032445_10	gmk//otsB//
go_0032462_7	moeB//
go_0032466_7	
go_0032467_7	
go_0032506_4	
go_0032508_8	galM//frdB//mnmC//rpe//
go_0032774_6	queF//
go_0032775_6	dkgB//hypB//malZ//
go_0032781_7	
go_0032784_8	
go_0032790_6	lysC//
go_0032885_7	
go_0032951_8	
go_0032955_6	
go_0032973_7	pgaB//
go_0032978_7	
go_0033014_6	rsmF//hcaD//
go_0033051_5	yfiC//
go_0033120_8	
go_0033194_5	umuD//waaO//purL//
go_0033195_5	bioB//
go_0033212_10	rne//rsmD//
go_0033214_11	murC//waaP//
go_0033228_8	aroA//paaG//ttdB//
go_0033317_7	cyoE//tsaC//paaZ//ulaF//
go_0033320_6	agp//
go_0033345_8	rlmC//frc//
go_0033353_5	gcvP//
go_0033359_7	epmB//gpsA//
go_0033384_6	fes//
go_0033388_7	acnA//
go_0033477_5	yhdH//
go_0033499_8	speA//asd//ynfH//panC//argI//
go_0033518_6	gatZ//
go_0033539_7	yihX//
go_0033542_7	phnJ//
go_0033543_8	amiD//
go_0033567_6	
go_0033585_7	yihV//mltC//
go_0033611_8	fabH//
go_0033683_7	
go_0034194_8	rfbB//nrdB//gpmM//
go_0034195_8	nanA//
go_0034198_6	gstA//purL//
go_0034203_6	murG//
go_0034204_5	waaP//nrfA//
go_0034213_6	wzb//
go_0034214_7	rutE//scpB//nadD//
go_0034219_6	cmoB//pdeF//hinT//ppiA//dhaM//yciA//ybjI//rbn//aceF//rutB//gstA//speA//ybjG//valS//rihC//mngB//psuG//ydiB//cysN//coaA//queF//panE//puuC//rbsK//asnS//rfe//lpxL//ldtE//gltD//
go_0034220_6	adeD//torA//ldtE//speG//fabZ//metB//
go_0034224_6	
go_0034227_8	fruK//
go_0034258_8	xdhB//
go_0034260_5	
go_0034289_7	rph//
go_0034337_3	eda//
go_0034355_7	ubiH//waaP//nadC//appA//
go_0034401_5	
go_0034414_9	wecC//
go_0034421_8	gpmM//
go_0034470_8	nadE//
go_0034552_7	
go_0034599_5	nrdD//ftnA//pldB//ligA//phr//
go_0034605_5	alaA//yihX//
go_0034614_6	dacD//
go_0034620_6	queC//
go_0034628_9	gltD//pbpC//ybcF//pheT//rsgA//
go_0034635_6	coaE//
go_0034644_7	dacD//
go_0034661_7	
go_0034775_7	dgcM//bioA//
go_0034983_9	mpaA//pck//
go_0035235_6	rluA//pheS//argA//
go_0035307_9	
go_0035335_8	mtlD//etk//
go_0035344_8	ansB//mcrB//
go_0035350_6	narH//
go_0035429_8	lpxH//narY//rrrD//entD//trmA//ubiA//
go_0035433_7	gluQ//
go_0035434_9	acpT//
go_0035435_9	serB//dfp//aroG//uxuA//
go_0035442_7	rsmC//btuR//amiD//paoC//menC//gshA//pyrH//
go_0035443_7	cobU//rsmC//moaD//
go_0035444_9	pagP//ygjK//argC//ribA//
go_0035461_6	waaF//
go_0035524_8	fbp//
go_0035552_6	fdhF//
go_0035553_6	lyxK//
go_0035556_4	
go_0035600_8	cheB//
go_0035672_6	fucK//hycB//ubiE//
go_0035725_9	betA//thrB//prmB//rsmB//bioF//
go_0035784_9	pck//
go_0035864_6	
go_0035873_8	nagA//fre//
go_0035999_5	allB//proA//tig//
go_0036001_7	rutE//
go_0036047_9	astB//
go_0036049_9	eno//
go_0036088_6	frmA//
go_0036104_6	tdcB//rnpA//
go_0036172_6	thrB//
go_0036214_3	
go_0036265_6	phr//
go_0036289_9	appA//sodC//
go_0036448_6	serS//avtA//
go_0036460_5	
go_0036506_5	
go_0036525_7	
go_0038083_9	leuS//entF//
go_0040033_9	
go_0042026_4	alr//cysH//rlmB//ansA//
go_0042126_5	lpcA//
go_0042128_5	
go_0042150_7	cobT//
go_0042157_5	
go_0042158_6	etk//glpK//
go_0042177_7	
go_0042182_5	rfbD//
go_0042219_6	
go_0042245_7	ftsI//pdeL//tsaC//
go_0042254_5	kdsD//
go_0042255_6	
go_0042274_5	maa//
go_0042304_7	
go_0042351_7	queC//
go_0042355_8	cpdB//metE//tdh//ubiX//ygeX//torZ//
go_0042371_7	argS//
go_0042413_6	idi//tadA//
go_0042450_7	paaZ//ileS//proA//garL//speD//coaE//
go_0042454_7	metB//
go_0042493_4	menE//hemB//mhpB//gadA//alaS//btuR//malZ//aphA//pyrG//orn//rutA//bioA//hemD//
go_0042538_6	yihS//dld//yfbR//
go_0042542_5	fbaA//yihU//metF//gcvP//
go_0042545_5	miaB//
go_0042594_4	mtgA//phnM//pabC//glnA//
go_0042619_6	
go_0042710_4	purA//gutQ//adiA//rffT//rdgB//maeA//hisG//yjiA//
go_0042732_6	paaA//
go_0042744_6	rsmH//ansA//
go_0042759_7	rffH//
go_0042773_6	yagF//
go_0042777_8	
go_0042780_10	preT//cysS//
go_0042817_5	pdxH//
go_0042819_6	trmA//
go_0042823_6	rlmJ//paaA//ulaD//hcaC//
go_0042838_6	panB//dgoK//cysG//fucI//
go_0042840_7	aes//argS//clsB//paaJ//ldtD//nirB//
go_0042843_7	ubiA//murG//
go_0042846_8	insI-2//
go_0042852_9	ilvE//
go_0042867_8	waaF//
go_0042873_7	ttdA//
go_0042882_10	ribF//cyoE//
go_0042884_7	suhB//purB//orn//
go_0042885_8	rsmC//
go_0042891_6	gadB//sucD//deoA//ubiI//ybiV//tpiA//yihS//
go_0042906_8	rsmC//aroF//paaC//
go_0042908_5	lldD//
go_0042914_8	miaB//
go_0042918_6	eda//pepD//
go_0042919_6	
go_0042920_6	narG//
go_0042928_7	
go_0042930_7	moaA//puuB//rph//lsrK//lpxP//ribE//pgm//argE//mobA//allC//
go_0042938_8	sucA//dmsA//ygjK//
go_0042939_8	trmJ//
go_0042941_8	yciV//
go_0042942_6	queA//ampD//
go_0042953_6	
go_0042956_8	paaK//lipA//
go_0042968_8	sufS//ispF//umuC//
go_0043039_6	umpG//gmd//gapA//
go_0043041_6	pgk//yjhG//
go_0043085_5	fruK//tsaD//aroK//
go_0043086_5	pgk//
go_0043093_3	icd//dmsB//fadB//rlmG//
go_0043097_6	narY//gutQ//
go_0043099_7	dosP//
go_0043100_6	galU//
go_0043102_5	cysQ//
go_0043103_7	cdd//
go_0043137_6	thiG//narI//
go_0043150_8	
go_0043157_6	rsmJ//
go_0043164_6	hyaB//recG//yeaG//paaA//mutL//lpxK//ispH//
go_0043165_6	lysU//yihT//
go_0043171_5	ybhA//rlmM//treA//phnM//codA//
go_0043200_5	
go_0043201_6	
go_0043213_7	bioC//fucA//
go_0043254_5	
go_0043335_3	pykA//accB//alaC//pheA//yeaG//
go_0043433_5	dmsB//mhpA//mraY//
go_0043442_6	bioC//
go_0043456_6	thiL//
go_0043462_6	gstA//
go_0043470_6	
go_0043471_6	
go_0043488_5	lpxL//yeaG//epmA//
go_0043547_7	
go_0043571_7	thyA//
go_0043610_4	eutD//uvrB//dxs//
go_0043686_7	queA//
go_0043687_7	speE//glcE//truD//alaA//galE//
go_0043708_5	ygjK//
go_0043709_6	torA//
go_0043711_5	
go_0043952_7	
go_0043953_7	pagP//
go_0044010_5	waaZ//uxaB//yfbR//rsmB//hcaC//aceA//
go_0044011_4	pphA//
go_0044036_5	csdA//murI//paaF//
go_0044038_6	tktA//napC//
go_0044092_4	
go_0044179_5	
go_0044208_7	kduI//
go_0044238_3	umuD//glmU//pbpC//cobU//
go_0044248_4	
go_0044255_4	
go_0044262_4	wecC//astC//
go_0044273_5	kdsD//
go_0044275_5	btuE//
go_0044349_6	
go_0044355_6	hisB//
go_0044532_6	
go_0044659_7	uxaB//
go_0044718_6	betA//
go_0044764_3	
go_0044780_6	curA//
go_0044781_5	
go_0044787_5	alsE//
go_0044874_7	
go_0045004_7	lpxL//trpA//ldtC//
go_0045013_7	
go_0045226_7	adiA//lpoA//hisS//argH//malQ//paaF//
go_0045333_5	torY//phnL//
go_0045337_6	gudD//
go_0045454_4	ilvI//frdC//alkA//caiB//pgpB//leuC//entB//
go_0045471_5	ribE//alaA//
go_0045717_8	ppc//tehB//
go_0045719_8	
go_0045723_8	
go_0045727_8	
go_0045732_7	
go_0045733_6	thrB//nrdA//
go_0045819_8	
go_0045828_7	
go_0045848_5	
go_0045859_7	
go_0045861_8	
go_0045862_8	
go_0045883_5	
go_0045892_8	miaA//lpxM//cmoB//hemD//insI-2//
go_0045893_8	hemF//tsaE//
go_0045900_9	
go_0045903_5	pck//
go_0045912_6	rfbD//xdhB//queA//
go_0045926_5	
go_0045936_8	
go_0045947_9	fdhF//hemH//
go_0045975_9	
go_0045990_6	
go_0046037_8	ltaE//
go_0046040_8	rhaM//
go_0046047_8	gadB//
go_0046050_8	zwf//prpB//queA//
go_0046052_8	tdcG//
go_0046061_8	folC//
go_0046076_8	rlmM//
go_0046081_8	speE//ydiB//
go_0046086_6	rsmI//
go_0046098_7	argC//
go_0046100_7	ldtA//
go_0046101_6	gatY//glxK//
go_0046103_9	treC//
go_0046104_8	rutC//
go_0046115_10	phnM//
go_0046133_8	yegS//pyrC//
go_0046166_6	fadJ//
go_0046168_6	ydfG//ldcA//
go_0046176_6	ileS//dhaK//puuA//ulaF//
go_0046177_7	rutE//preA//pcm//puuD//
go_0046181_7	ispG//
go_0046183_7	hemH//hdhA//metF//
go_0046187_6	nadA//
go_0046196_5	trmH//
go_0046210_6	ulaD//pdxK//yidA//
go_0046214_6	fabH//
go_0046256_7	ygjK//kefF//
go_0046271_5	murI//
go_0046279_6	ampD//
go_0046292_4	ilvA//
go_0046294_5	hmp//dam//
go_0046296_6	yhdJ//aes//der//
go_0046306_6	surA//ilvA//
go_0046323_10	glyS//
go_0046325_8	
go_0046336_6	mhpC//
go_0046342_8	yhdJ//
go_0046348_6	yagE//lpxD//
go_0046365_5	citX//
go_0046392_7	dnaQ//hisI//cheR//mutT//
go_0046397_6	
go_0046416_6	ycaO//
go_0046452_6	pepD//
go_0046459_6	ldcA//
go_0046470_5	
go_0046474_6	uvrA//rfbD//gpmM//ackA//valS//folM//
go_0046487_5	mrcA//
go_0046501_6	thiC//
go_0046618_6	narV//moeA//rph//wecB//atoB//dgcM//
go_0046654_7	hcaE//fcl//menB//lysA//bglB//
go_0046655_5	gabT//
go_0046656_6	pgaC//valS//fadK//gutQ//fadM//pflB//
go_0046657_6	mnmC//
go_0046677_4	birA//wecB//fadB//waaH//ubiC//pabC//dfp//fbp//mrcB//galK//pgaB//cyoE//def//fadA//ppk//clsC//glcF//eutB//hcaD//glcF//umuD//rsmG//purL//metC//pphB//queD//pgpA//tpiA//rnb//ogt//lpd//
go_0046685_4	mak//hcaC//
go_0046686_6	trpC//
go_0046688_6	chbF//fabD//
go_0046690_5	etk//hemB//
go_0046710_8	yfeX//
go_0046718_8	pldB//gdhA//
go_0046777_8	pyrE//dut//pck//
go_0046834_6	purF//
go_0046835_5	pheA//udk//pheT//fre//pepD//waaQ//yieH//umuD//rpe//torZ//hypB//cyoE//yfeX//ulaD//aroD//speG//frlB//hisI//deoC//ltaE//cpdA//
go_0046836_7	glyA//
go_0046839_6	tdk//
go_0046855_6	nth//
go_0046892_8	
go_0046901_7	lpxB//
go_0046939_7	mltC//rluB//ldtE//chbG//
go_0046942_7	guaB//hisG//panE//
go_0046944_7	gpmA//
go_0047484_6	
go_0048034_6	pnp//
go_0048255_6	
go_0048473_8	pck//
go_0048518_4	
go_0048870_3	ldtA//
go_0050427_5	cysH//
go_0050667_6	nth//glpA//
go_0050779_5	apt//
go_0050790_4	thiH//cysI//
go_0050821_5	sucB//purB//
go_0050918_5	cheR//torZ//
go_0050919_5	fbaA//
go_0051050_5	
go_0051083_5	frdA//
go_0051085_5	gatY//yciA//
go_0051090_4	sgbE//
go_0051091_5	queA//
go_0051131_7	
go_0051143_8	srlD//
go_0051156_5	yciA//
go_0051171_5	
go_0051188_5	rlmG//
go_0051191_6	deoC//
go_0051205_6	
go_0051224_6	
go_0051252_6	
go_0051258_7	
go_0051260_7	adeD//fbaA//
go_0051270_5	
go_0051271_6	yeiG//apaH//
go_0051274_8	
go_0051276_5	
go_0051289_8	rnb//hmp//arnT//citC//rsmJ//pdeF//gudD//gloB//ygeX//rhaM//epmB//ubiF//recF//ribB//patD//putA//hypF//ldtD//pgpC//lysU//mutL//rffM//otsA//gph//waaL//yqaB//trmJ//nirD//dut//btuE//ligA//cysQ//
go_0051301_3	waaJ//glmU//lpxK//guaA//talB//ilvB//fabH//ycjU//
go_0051302_5	
go_0051304_4	gdhA//
go_0051338_5	
go_0051345_6	
go_0051346_6	paaH//
go_0051347_6	
go_0051349_6	
go_0051353_6	prpD//
go_0051391_8	mrdA//
go_0051409_4	scpB//
go_0051410_3	argF//
go_0051452_10	dgcT//
go_0051453_9	dgoK//
go_0051454_10	tktB//lplA//lpxL//tynA//folX//
go_0051476_7	cheR//
go_0051484_7	rfbD//
go_0051495_8	
go_0051595_6	ubiX//hemA//
go_0051596_6	rsmG//agp//tyrB//pcm//
go_0051599_4	
go_0051603_6	udk//ispU//
go_0051604_5	thiC//proS//ada//
go_0051607_4	citX//pnp//
go_0051649_4	
go_0051668_4	
go_0051692_6	tsaB//pta//
go_0051704_2	yjiA//ugd//
go_0051715_4	
go_0051716_3	
go_0051726_5	
go_0051781_6	mutS//
go_0051782_6	
go_0051977_7	
go_0051983_5	
go_0052131_6	
go_0052547_6	
go_0052653_5	
go_0052777_7	acs//pdxY//
go_0052778_6	pnp//
go_0052837_6	amyA//
go_0055070_10	cysE//
go_0055072_10	paaF//argA//
go_0055085_5	cpdB//aceF//wcaJ//rlmI//astC//ispG//nagZ//ndh//mhpB//dut//glpB//gatD//rnt//hyaC//lysS//rutD//gapA//ycaO//murQ//gatY//ygeX//rsmH//yieH//edd//arsC//hemH//ispA//yqjH//rlmI//nadA//kdgK//gloC//folM//ybjG//eutB//ydiF//acpT//prpC//insI-1//xapA//fadK//edd//queD//tdcB//narZ//nth//waaQ//mutY//epmB//cyaA//gloA//mdh//dgt//waaJ//malQ//nrfA//dut//btuE//pgpA//ydiB//ybcF//sdhC//trmD//tadA//acnA//asnB//ldtA//ldhA//uxuB//gloC//rsmB//umpG//fadH//tyrA//cdd//treF//aroG//argH//cysS//fdhF//
go_0055086_4	guaD//tsaB//
go_0055114_3	preT//ispA//pgpB//hchA//yfiC//psd//adhE//hmp//phnH//pdxH//otsA//patZ//uxuA//pdxH//fkpA//glpX//tdcD//fabG//torY//dgcT//tcdA//rlmB//coaA//arnB//sufS//lplA//etk//rfaD//hemA//mnaT//dgoK//mhpD//eno//bcsA//lpd//dosP//ada//sdaB//lysC//ldtD//gpt//acs//metF//selD//
go_0055129_5	yjjX//pykA//atoB//
go_0055130_8	hemG//yfbR//
go_0060003_10	wcaJ//ruvB//
go_0060274_5	adhP//
go_0060326_5	speC//
go_0060566_8	
go_0060567_8	
go_0060699_8	
go_0060702_9	caiD//
go_0061077_4	suhB//hemC//frdC//lpoA//caiB//
go_0061475_9	fabI//
go_0061504_8	rluD//
go_0061610_5	opgE//
go_0061615_7	dut//glcB//
go_0061720_5	pheT//ulaD//rluB//
go_0065002_6	fadA//
go_0065007_2	pck//
go_0070084_7	bioF//
go_0070178_5	guaA//
go_0070207_8	ahr//etp//etk//
go_0070298_8	
go_0070301_6	glxR//ldtE//
go_0070329_5	entD//
go_0070413_7	pgaB//
go_0070415_6	speC//betB//
go_0070417_5	nudF//
go_0070453_7	kdgK//
go_0070475_7	yhdH//hdhA//rlmI//dusB//deoD//acnB//ubiD//citG//rhaM//cadA//pnp//ilvC//sgbE//ampD//ascB//mhpB//gcl//mug//cheB//
go_0070476_7	ddlA//tadA//
go_0070482_4	guaB//
go_0070574_9	treC//tesB//dut//epmC//
go_0070581_8	
go_0070588_9	
go_0070689_6	bioA//ispF//
go_0070726_5	metH//mdh//
go_0070778_6	dadA//menF//
go_0070894_6	
go_0070930_7	
go_0070981_6	speC//
go_0070989_4	yfeX//
go_0071139_6	
go_0071218_6	mpaA//
go_0071229_5	
go_0071230_6	napA//
go_0071236_5	suhB//treC//pbpC//
go_0071237_6	
go_0071243_5	pdxB//
go_0071248_6	
go_0071249_6	
go_0071250_6	
go_0071266_6	prpC//
go_0071271_7	ftnA//
go_0071276_7	
go_0071280_7	amiD//
go_0071284_7	
go_0071286_7	
go_0071287_7	
go_0071288_7	mepS//rluA//
go_0071289_7	ydiO//
go_0071291_6	nemA//
go_0071292_7	murD//
go_0071294_7	mcrB//
go_0071310_5	
go_0071421_9	yigL//idnK//nrfC//
go_0071422_7	glnE//ubiA//rfbB//
go_0071423_8	acpS//
go_0071454_5	rpe//citX//
go_0071456_5	
go_0071467_5	
go_0071468_6	cfa//mutS//pdeR//waaL//
go_0071470_5	
go_0071474_6	valS//waaQ//bioF//
go_0071500_5	yahK//
go_0071502_5	
go_0071555_4	napA//allD//bioC//uidA//dcd//mog//ravA//umuC//
go_0071577_9	umuD//thyA//sdaB//fadB//lpxK//gltD//
go_0071705_5	
go_0071731_5	
go_0071732_6	hemH//
go_0071769_5	
go_0071805_4	dgkA//kdgK//dfp//citG//ravA//lpxC//galE//rluE//ribC//
go_0071806_6	bioB//yagF//
go_0071807_8	
go_0071897_6	ilvM//miaB//kbaY//lsrK//ycaO//yciV//
go_0071915_9	fadE//
go_0071932_8	sdhD//
go_0071934_6	rimK//
go_0071945_7	
go_0071951_8	entE//
go_0071963_4	
go_0071973_6	entC//
go_0071977_5	
go_0071978_7	
go_0072321_6	
go_0072323_7	
go_0072344_7	alaA//metK//
go_0072348_5	udk//
go_0072488_7	plsC//
go_0072511_7	tatD//
go_0072531_6	argH//
go_0072581_9	fucA//
go_0072714_5	
go_0075713_7	
go_0080111_4	waaH//opgB//
go_0089705_7	
go_0089709_7	napB//pgaD//
go_0090071_6	
go_0090116_7	mutY//
go_0090143_4	
go_0090305_6	ravA//mnmC//fbaA//ddlA//tyrS//trpS//arnB//frdC//ndh//ubiC//kduD//hemD//entH//polA//dmlA//galM//pdxB//uvrA//hisC//trmI//accC//tmk//cadA//dapD//cysC//mgsA//queA//entB//lysS//pdxY//fadM//gdhA//lpxL//cheR//phr//arsC//rfe//waaQ//rpiB//cfa//hcaC//wcaJ//
go_0090313_8	
go_0090347_6	
go_0090352_6	
go_0090357_7	
go_0090358_8	
go_0090501_7	allD//ppc//rfaE//uxuB//trpA//eptA//araA//miaB//paaE//yihS//kbaZ//rffG//
go_0090502_8	dadA//cpsG//trmL//alkA//alaC//dgoD//nudB//entE//entA//sucB//dgoA//entD//metH//gpmM//folD//pheS//allC//
go_0090503_8	ruvC//fklB//asd//ilvM//bacA//aldB//malY//nagA//ttdB//
go_0090529_5	
go_0090540_10	rhaD//
go_0090549_5	
go_0090609_6	ydfG//
go_0097056_7	sdaB//
go_0097264_6	dld//
go_0097304_7	pgpA//
go_0097339_7	rfaE//
go_0097428_6	yfeW//malS//
go_0097502_4	malY//
go_0097510_7	puuE//
go_0097533_5	
go_0097638_8	bioC//
go_0098002_8	
go_0098655_7	ydiF//ydfG//garK//btuR//kdsB//fadE//lpcA//prmB//yciV//scpC//asnS//pabB//pgm//folP//trmJ//
go_0098656_7	frdA//
go_0098707_10	
go_0098708_8	dmsB//kdgK//
go_0098710_7	trpA//nrdB//
go_0098713_8	ruvC//aroD//
go_0098719_9	
go_0098732_6	kbaY//
go_0098795_9	proA//
go_0098869_4	scpC//folX//rsmH//ynfF//hemD//ushA//citE//ldhA//ahpC//hisD//pdeH//yfeW//pta//hisD//maeA//
go_0099131_7	yegS//
go_0099132_7	gltB//entH//hisB//nagB//mltB//moeB//yihV//argH//
go_0099133_8	lysS//cpdA//speB//mpaA//tyrS//appA//hisI//yieH//truC//cdsA//hcaF//lsrG//
go_0101030_8	lgoD//
go_1900190_5	mrcA//
