# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	rrrD//
go_0015912_8	cyoE//
go_0015914_7	arsC//
go_0015920_7	ilvB//queD//
go_0015937_7	rlmG//rfaE//narZ//murD//
go_0015940_6	yqhD//
go_0015944_4	aceA//ubiC//xylA//
go_0015949_5	rrrD//clsA//pgl//fadE//cpsG//mmuM//dnaQ//csdA//psd//dkgA//xylA//aroE//oxc//cfa//ltaE//alaC//katG//dxs//
go_0015950_6	napC//
go_0015951_7	iscS//lpcA//
go_0015968_6	
go_0015969_8	katE//accB//
go_0015976_2	truA//
go_0015986_7	
go_0015990_10	mutH//waaU//
go_0016024_7	plsC//
go_0016032_5	bioC//
go_0016036_6	cysQ//nirD//
go_0016042_5	
go_0016052_5	cysN//rffM//pldB//cysN//
go_0016075_8	tilS//
go_0016078_8	purU//
go_0016094_6	nfi//hisB//
go_0016226_5	lpxB//lysS//hemB//edd//
go_0016259_7	narZ//
go_0016260_8	hypF//frdC//ubiG//
go_0016310_6	alsE//ybcF//aroD//trpS//bioB//ubiC//proB//citG//pyrF//fau//phnN//trpD//gcd//bacA//mutS//tsaD//insI-1//
go_0016311_6	ilvM//gcl//trpC//cysI//hisF//rutB//maeA//accD//argD//ssuD//ilvA//lpxL//rihB//ybcF//gmd//argC//paoC//ycjU//tdk//pfkA//fau//abgB//gmhB//arnT//mrcA//fadH//cof//umpH//tsaC//hisF//ynfE//yihT//yieH//yhdH//pflB//thiI//lpxT//paaA//folX//eptC//
go_0016458_3	
go_0016485_6	menI//pphA//
go_0016540_7	citG//dnaQ//
go_0016579_7	ftnA//
go_0016998_5	dkgB//
go_0017001_5	tauD//
go_0017003_8	xapA//
go_0017004_7	scpC//
go_0017013_7	
go_0017038_6	
go_0017148_8	dfp//folX//amyA//mnmG//birA//
go_0017189_7	kefF//
go_0017198_7	puuE//
go_0018012_8	paaB//
go_0018023_7	rnb//
go_0018063_8	tgt//
go_0018070_8	mrcA//ilvC//
go_0018104_8	glgX//ldhA//frc//nrfA//dhaM//
go_0018105_8	glgP//
go_0018106_8	
go_0018108_8	sseA//
go_0018117_8	
go_0018125_6	dhaM//
go_0018131_6	rlmH//
go_0018160_8	nrdA//
go_0018206_8	tyrA//
go_0018247_9	pnp//
go_0018283_6	
go_0018298_7	dnaE//
go_0018307_7	hcp//
go_0018315_8	hemF//
go_0018339_9	pyrF//
go_0018345_8	cobC//
go_0018364_6	eptA//mutL//
go_0018378_9	
go_0018393_10	lgoD//
go_0018394_9	paaC//
go_0018410_8	mnaT//
go_0018909_5	katE//
go_0018937_4	alsK//
go_0019042_6	cpdA//
go_0019068_6	
go_0019076_6	
go_0019217_7	
go_0019242_6	abgA//
go_0019243_7	yahK//guaB//plsB//nfi//
go_0019249_6	folX//
go_0019250_7	gstA//
go_0019262_6	yeaE//etk//metB//tsaC//cysI//
go_0019264_7	speA//
go_0019272_9	ssuD//lysS//
go_0019284_7	rnb//lysU//
go_0019285_5	lyxK//gatD//
go_0019288_6	nagZ//eutB//fabG//hcaF//
go_0019290_5	
go_0019292_8	glnA//
go_0019294_6	pheS//rsmG//rffC//citG//
go_0019299_6	oxc//
go_0019301_7	adhE//codA//panB//rsmH//proC//asnB//fes//
go_0019303_7	yigL//udk//
go_0019305_7	rutD//
go_0019309_7	glnA//
go_0019316_8	recR//thrA//sucA//
go_0019318_5	queA//
go_0019323_6	abgA//nagZ//prs//dmsB//cobS//rhaA//nrfC//
go_0019324_6	gcl//pagP//hyaC//phnN//atoB//
go_0019343_8	dacC//
go_0019344_7	rfe//
go_0019346_7	ygjK//
go_0019353_8	bacA//gldA//pheT//malY//
go_0019354_6	torY//
go_0019379_5	lpxC//
go_0019380_6	rsmJ//leuB//
go_0019388_7	dapA//
go_0019391_6	metL//
go_0019394_7	dosP//
go_0019395_5	glyA//
go_0019404_8	adk//ogt//
go_0019413_6	kdsC//queA//
go_0019419_4	trpA//
go_0019427_7	rsmH//
go_0019430_5	cueO//gatZ//gor//
go_0019432_7	chbG//
go_0019439_5	tktA//trmD//
go_0019447_8	apt//
go_0019450_9	rrrD//
go_0019464_7	rsmF//gltX//yqaB//puuB//ubiA//phoA//
go_0019480_4	hemG//
go_0019509_7	
go_0019516_4	torZ//cmoB//
go_0019521_6	pheT//fumA//
go_0019542_6	hyaB//
go_0019545_6	gcvP//
go_0019546_9	glgC//
go_0019563_7	napB//narZ//rluA//
go_0019568_7	ruvC//alkB//
go_0019569_7	iaaA//gatY//glpA//
go_0019571_8	gph//rihB//gldA//
go_0019572_8	garR//
go_0019584_7	
go_0019588_7	apt//tgt//
go_0019592_8	narZ//
go_0019595_8	cueO//
go_0019607_6	frlC//yigB//
go_0019622_6	yrfG//apt//sad//
go_0019629_7	argD//narI//
go_0019632_5	waaL//napA//pgaD//ahr//
go_0019634_5	tmk//
go_0019645_6	purB//murB//idnO//
go_0019646_6	yjhH//nrfC//nagK//kduD//
go_0019664_6	dxr//gstA//
go_0019665_5	ilvN//
go_0019673_6	rbsK//
go_0019676_3	fumB//
go_0019677_8	
go_0019679_7	pck//polB//nhoA//
go_0019686_6	recO//
go_0019698_7	rfe//avtA//glcE//ribE//rsmA//allB//
go_0019700_6	lgoD//cmk//garK//rsmJ//
go_0019740_2	prpC//yeiG//gmd//ynfF//rfbD//gabD//
go_0019752_6	
go_0019805_6	pyrD//
go_0019835_3	
go_0019852_5	fadD//rhaM//clsA//
go_0019854_6	ydiF//moaE//
go_0019856_7	sdhC//
go_0019858_7	allD//
go_0019859_7	adk//
go_0019877_6	mltB//rlmF//yfcF//
go_0019878_9	hemH//
go_0019935_6	gpp//ribA//
go_0019985_8	pgm//thrB//
go_0019988_7	nirD//
go_0022417_4	tdcG//
go_0022610_2	menI//
go_0022611_3	nadB//glmM//kdsD//
go_0022900_4	opgE//lpoA//
go_0022904_5	alsK//folA//murQ//
go_0023014_4	ybcF//bglX//fumC//
go_0030001_7	glpC//deoA//narY//
go_0030007_8	ppiA//
go_0030026_9	
go_0030091_6	recG//rdgB//yfdR//murG//
go_0030153_5	
go_0030162_7	
go_0030163_5	bglA//hcp//dgoD//hypB//
go_0030244_9	
go_0030258_5	ansA//
go_0030260_7	
go_0030261_8	
go_0030307_6	
go_0030308_6	malZ//pflB//
go_0030388_5	purT//ilvI//mtgA//
go_0030488_6	xylB//tsaE//deoB//rpiB//nirB//asnS//tadA//cmoB//nagK//aroC//
go_0030490_10	
go_0030497_7	birA//queF//
go_0030541_4	
go_0030573_6	dut//
go_0030632_8	aceA//phnG//xylA//kdsB//
go_0030641_8	mutL//aceB//
go_0030643_8	
go_0030961_9	thiC//
go_0030980_7	adiA//lldD//murQ//
go_0031118_8	ubiF//
go_0031119_8	yigL//dapF//wzb//ruvB//gltD//glgX//
go_0031125_10	garK//
go_0031162_5	moaA//
go_0031167_6	hisB//rsmH//yqaB//arsC//tdcG//queD//
go_0031280_6	prs//
go_0031297_7	
go_0031342_5	
go_0031346_7	
go_0031365_7	arsC//
go_0031400_8	
go_0031439_9	
go_0031460_7	hemH//entA//dusB//alaA//ychF//pgsA//
go_0031554_7	
go_0031555_8	
go_0031556_9	
go_0031564_8	preA//
go_0031638_7	
go_0031648_5	
go_0031669_5	
go_0031670_5	
go_0032025_6	sucA//
go_0032026_6	metK//
go_0032049_8	adk//lpxH//lsrK//
go_0032055_6	
go_0032091_6	
go_0032147_9	
go_0032150_8	
go_0032194_8	torC//
go_0032196_3	gatZ//
go_0032238_6	zwf//
go_0032259_3	bacA//nagA//purC//tdcB//
go_0032261_6	scpC//
go_0032263_7	phnL//rfbB//
go_0032264_7	rph//rnt//
go_0032265_7	betB//
go_0032272_7	
go_0032297_10	
go_0032298_10	
go_0032324_6	narZ//yjjG//folA//
go_0032329_7	glcB//gor//
go_0032359_7	
go_0032412_6	
go_0032413_6	
go_0032414_6	mnmC//
go_0032445_10	recO//ybjI//
go_0032462_7	xylA//
go_0032466_7	
go_0032467_7	
go_0032506_4	
go_0032508_8	accC//nudF//gpmM//rdgB//
go_0032774_6	curA//
go_0032775_6	mcrB//cysD//amiD//
go_0032781_7	
go_0032784_8	
go_0032790_6	udk//
go_0032885_7	
go_0032951_8	
go_0032955_6	
go_0032973_7	accA//
go_0032978_7	
go_0033014_6	trmO//iaaA//
go_0033051_5	mmuM//
go_0033120_8	
go_0033194_5	dmsC//ftsI//speE//
go_0033195_5	curA//
go_0033212_10	folM//yahK//
go_0033214_11	menB//lpxB//
go_0033228_8	mltB//waaJ//adhE//
go_0033317_7	opgB//araD//alaS//speF//
go_0033320_6	yigL//
go_0033345_8	fabZ//phnN//
go_0033353_5	paaB//
go_0033359_7	coaA//hemH//
go_0033384_6	ilvE//
go_0033388_7	leuS//
go_0033477_5	ubiD//
go_0033499_8	trmA//glmU//trmJ//ribB//idnK//
go_0033518_6	eno//
go_0033539_7	pepD//
go_0033542_7	murI//
go_0033543_8	waaS//
go_0033567_6	
go_0033585_7	mhpC//poxB//
go_0033611_8	cobT//
go_0033683_7	
go_0034194_8	pdeF//cobC//waaB//
go_0034195_8	pnp//
go_0034198_6	edd//ygjK//
go_0034203_6	rsmJ//
go_0034204_5	glcB//hisD//
go_0034213_6	malZ//
go_0034214_7	dcd//epd//tmk//
go_0034219_6	aldB//umpH//glmU//lpxL//menC//dacC//gloB//ampD//folD//truD//hemF//rlmJ//psd//adk//folX//hdhA//sdhB//der//rfbB//edd//rffH//tynA//thiI//gutQ//torC//lpxH//trmO//pgm//pyrC//
go_0034220_6	hisI//pykA//argC//ldtA//fabI//menH//
go_0034224_6	
go_0034227_8	tdcE//
go_0034258_8	tmk//
go_0034260_5	
go_0034289_7	cheB//
go_0034337_3	menI//
go_0034355_7	eptC//prpB//tpiA//rlmM//
go_0034401_5	
go_0034414_9	frdB//
go_0034421_8	gloB//
go_0034470_8	rhaA//
go_0034552_7	
go_0034599_5	paaZ//entF//hypB//galU//tsaB//
go_0034605_5	rne//cmk//
go_0034614_6	amyA//
go_0034620_6	dsdA//
go_0034628_9	waaQ//pgsA//ppx//gabT//asnS//
go_0034635_6	glyS//
go_0034644_7	aspC//
go_0034661_7	
go_0034775_7	ubiE//nirD//
go_0034983_9	rlmM//hisD//
go_0035235_6	hisI//sufS//sthA//
go_0035307_9	
go_0035335_8	pdxY//mnaT//
go_0035344_8	proS//lpxP//
go_0035350_6	hisC//
go_0035429_8	tauD//ubiG//xylA//queG//hyaC//ispU//
go_0035433_7	ubiG//
go_0035434_9	pgpA//
go_0035435_9	rhaD//sthA//yeiG//garD//
go_0035442_7	hemE//rlmJ//yciV//wcaJ//selA//ppx//paaA//
go_0035443_7	fadD//tig//uxuA//
go_0035444_9	pldB//mrcA//pdxA//rph//
go_0035461_6	umuD//
go_0035524_8	yqaB//
go_0035552_6	menH//
go_0035553_6	rsmA//
go_0035556_4	
go_0035600_8	leuS//
go_0035672_6	azoR//idnO//mhpD//
go_0035725_9	alaC//tig//bcsA//gadB//yieH//
go_0035784_9	queD//
go_0035864_6	
go_0035873_8	fkpB//asd//
go_0035999_5	edd//fadK//thiG//
go_0036001_7	opgE//
go_0036047_9	bacA//
go_0036049_9	ahr//
go_0036088_6	maeA//
go_0036104_6	ubiI//ynfH//
go_0036172_6	prs//
go_0036214_3	
go_0036265_6	rnpA//
go_0036289_9	glxK//mutH//
go_0036448_6	ynfE//hcaB//
go_0036460_5	
go_0036506_5	
go_0036525_7	
go_0038083_9	rhaB//citE//
go_0040033_9	
go_0042026_4	purT//citC//ulaF//nagZ//
go_0042126_5	purA//
go_0042128_5	
go_0042150_7	fucO//
go_0042157_5	
go_0042158_6	aroD//aroF//
go_0042177_7	
go_0042182_5	wecC//
go_0042219_6	
go_0042245_7	ppsA//acnB//pdxA//
go_0042254_5	srlD//
go_0042255_6	
go_0042274_5	nudF//
go_0042304_7	
go_0042351_7	ligA//
go_0042355_8	ppsA//trmL//lpoA//eptC//ynfF//puuD//
go_0042371_7	ddlB//
go_0042413_6	mtgA//citG//
go_0042450_7	pdeR//gldA//murB//glnE//rnb//murI//
go_0042454_7	xthA//
go_0042493_4	rlmE//asnA//lpxK//betB//hemF//rsmE//yihS//ansA//ddlA//glpA//phr//argS//dkgB//
go_0042538_6	cysK//tdcE//rbsK//
go_0042542_5	proC//sgbU//narV//guaD//
go_0042545_5	alkA//
go_0042594_4	ldtD//xthA//mpaA//hisH//
go_0042619_6	
go_0042710_4	chbF//iaaA//cheR//deoA//betA//thiG//speE//speB//
go_0042732_6	tyrA//
go_0042744_6	arnT//cdd//
go_0042759_7	pdxB//
go_0042773_6	umuD//
go_0042777_8	
go_0042780_10	pgpB//lpoA//
go_0042817_5	selB//
go_0042819_6	mutT//
go_0042823_6	tatD//pgaD//pdeR//hisF//
go_0042838_6	lpd//yciA//phnO//argD//
go_0042840_7	mnmC//nudF//truC//eda//ulaF//uvrA//
go_0042843_7	hemN//rpiB//
go_0042846_8	rfbD//
go_0042852_9	feaB//
go_0042867_8	narV//
go_0042873_7	hisG//
go_0042882_10	yihU//hemG//
go_0042884_7	glk//cpdA//ispF//
go_0042885_8	lpoA//
go_0042891_6	gatY//fabG//speD//eda//rutE//glmS//ansB//
go_0042906_8	betA//eptA//tag//
go_0042908_5	putA//
go_0042914_8	talB//
go_0042918_6	rsmI//araD//
go_0042919_6	
go_0042920_6	arnA//
go_0042928_7	
go_0042930_7	rne//cof//tdcG//pyrC//malZ//gabD//ymdB//dgcM//ansB//queF//
go_0042938_8	yagF//sodB//truC//
go_0042939_8	clsA//
go_0042941_8	leuB//
go_0042942_6	pdeR//pheT//
go_0042953_6	
go_0042956_8	dcd//metH//
go_0042968_8	manA//serS//lgoD//
go_0043039_6	pgi//mrcB//aroE//
go_0043041_6	rffG//tmk//
go_0043085_5	dcd//entF//rihA//
go_0043086_5	yjiA//
go_0043093_3	scpB//ynfE//aroB//aroD//
go_0043097_6	argS//waaY//
go_0043099_7	hemB//
go_0043100_6	araD//
go_0043102_5	hisF//
go_0043103_7	narG//
go_0043137_6	rsmE//torZ//
go_0043150_8	
go_0043157_6	tdcE//
go_0043164_6	wrbA//acs//ybhA//kdsB//yfcG//torA//mpaA//
go_0043165_6	selA//purL//
go_0043171_5	murE//paoC//chbF//udk//tyrS//
go_0043200_5	
go_0043201_6	
go_0043213_7	rbsD//gpsA//
go_0043254_5	
go_0043335_3	tynA//nagB//aroE//glgB//yciV//
go_0043433_5	rffH//preA//rbsK//
go_0043442_6	ppk//
go_0043456_6	ybjG//
go_0043462_6	melA//
go_0043470_6	
go_0043471_6	
go_0043488_5	recR//gabD//nadE//
go_0043547_7	
go_0043571_7	kdsC//
go_0043610_4	hcaD//ansB//rhaA//
go_0043686_7	sdhA//
go_0043687_7	phnL//otsA//ygeX//purC//mtlD//
go_0043708_5	yahK//
go_0043709_6	ileS//
go_0043711_5	
go_0043952_7	
go_0043953_7	acpT//
go_0044010_5	dmsC//mobA//waaF//rrrD//alr//sodB//
go_0044011_4	frlB//
go_0044036_5	ldtD//rluA//trmJ//
go_0044038_6	yihT//lgoD//
go_0044092_4	
go_0044179_5	
go_0044208_7	glxK//
go_0044238_3	sdhB//sdaB//eno//eno//
go_0044248_4	
go_0044255_4	
go_0044262_4	nadK//fabZ//
go_0044273_5	rpe//
go_0044275_5	waaB//
go_0044349_6	
go_0044355_6	guaB//
go_0044532_6	
go_0044659_7	gcl//
go_0044718_6	cysQ//
go_0044764_3	
go_0044780_6	gatD//
go_0044781_5	
go_0044787_5	prpD//
go_0044874_7	
go_0045004_7	ymdB//fruK//tyrB//
go_0045013_7	
go_0045226_7	sgbE//leuD//dgt//ulaG//aspA//mgsA//
go_0045333_5	ynfF//appA//
go_0045337_6	psuG//
go_0045454_4	upp//garL//glcE//bioC//scpB//cynT//gabT//
go_0045471_5	mutS//yigB//
go_0045717_8	hinT//pncB//
go_0045719_8	
go_0045723_8	
go_0045727_8	
go_0045732_7	
go_0045733_6	lplA//lpxC//
go_0045819_8	
go_0045828_7	
go_0045848_5	
go_0045859_7	
go_0045861_8	
go_0045862_8	
go_0045883_5	
go_0045892_8	tdh//purN//pgaD//lpxB//purA//
go_0045893_8	queF//folP//
go_0045900_9	
go_0045903_5	kdsD//
go_0045912_6	lysC//trmH//yfbR//
go_0045926_5	
go_0045936_8	
go_0045947_9	acnB//dcyD//
go_0045975_9	
go_0045990_6	
go_0046037_8	der//
go_0046040_8	nrdD//
go_0046047_8	ravA//
go_0046050_8	ogt//ubiX//adhP//
go_0046052_8	umuD//
go_0046061_8	gcl//
go_0046076_8	mhpD//
go_0046081_8	lipB//pgi//
go_0046086_6	lysU//
go_0046098_7	rlmD//
go_0046100_7	speF//
go_0046101_6	rutA//mnmC//
go_0046103_9	hisB//
go_0046104_8	dcd//
go_0046115_10	dacA//
go_0046133_8	acpS//fcl//
go_0046166_6	mraY//
go_0046168_6	ycjU//glcB//
go_0046176_6	bioA//clsB//kduI//cadA//
go_0046177_7	avtA//leuA//yciA//gudD//
go_0046181_7	kdsA//
go_0046183_7	tdcE//ilvA//metB//
go_0046187_6	aes//
go_0046196_5	dmlA//
go_0046210_6	gatD//pgaD//rlmJ//
go_0046214_6	frlB//
go_0046256_7	narZ//menE//
go_0046271_5	pyrH//
go_0046279_6	kdsA//
go_0046292_4	rihA//
go_0046294_5	mobA//betA//
go_0046296_6	bglB//cpsG//yihX//
go_0046306_6	kduD//sbcB//
go_0046323_10	cdsA//
go_0046325_8	
go_0046336_6	glmU//
go_0046342_8	gloA//
go_0046348_6	acpS//aroB//
go_0046365_5	talB//
go_0046392_7	paaC//eutD//pgpB//dnaE//
go_0046397_6	
go_0046416_6	rutB//
go_0046452_6	acnB//
go_0046459_6	trpB//
go_0046470_5	
go_0046474_6	purF//yieH//galM//sdhA//dapD//sucC//
go_0046487_5	adiA//
go_0046501_6	dhaL//
go_0046618_6	rsmE//pdxY//recF//trmJ//rfaD//rfbD//
go_0046654_7	tesB//alr//entD//pepD//dapF//
go_0046655_5	cysG//
go_0046656_6	metL//aspS//dld//argI//pnp//azoR//
go_0046657_6	ssuD//
go_0046677_4	mnaT//pta//rsuA//recR//nrdD//purC//dacD//orn//patZ//citE//dmsB//thrC//tauD//fucO//pyrH//mdh//fucI//glgP//dacD//narZ//mhpA//lsrG//maeA//rihC//tdk//pdxB//aroC//napB//kdsB//treC//lplA//
go_0046685_4	fabH//ilvN//
go_0046686_6	glcB//
go_0046688_6	thyA//entF//
go_0046690_5	trpA//sdhA//
go_0046710_8	ushA//
go_0046718_8	lpxT//yfcG//
go_0046777_8	rlmF//ubiE//paaA//
go_0046834_6	ilvA//
go_0046835_5	bglA//waaP//solA//glcF//nemA//insI-2//trmL//rutC//tktA//pinE//ldtB//glpD//ribB//xylB//ilvN//argH//pabB//treC//moaA//pepD//menE//
go_0046836_7	ubiD//
go_0046839_6	glyS//
go_0046855_6	hemB//
go_0046892_8	
go_0046901_7	cpdA//
go_0046939_7	fucI//dgcZ//ispF//cheR//
go_0046942_7	der//xthA//mhpC//
go_0046944_7	fucK//
go_0047484_6	
go_0048034_6	mhpC//
go_0048255_6	
go_0048473_8	ubiA//
go_0048518_4	
go_0048870_3	gatZ//
go_0050427_5	frdB//
go_0050667_6	acnA//citC//
go_0050779_5	gstA//
go_0050790_4	alkA//narI//
go_0050821_5	pdxJ//epmC//
go_0050918_5	rsmD//deoA//
go_0050919_5	tpiA//
go_0051050_5	
go_0051083_5	allD//
go_0051085_5	folP//yhdJ//
go_0051090_4	birA//
go_0051091_5	aldA//
go_0051131_7	
go_0051143_8	polA//
go_0051156_5	cysC//
go_0051171_5	
go_0051188_5	hcaC//
go_0051191_6	hmp//
go_0051205_6	
go_0051224_6	
go_0051252_6	
go_0051258_7	
go_0051260_7	rihA//dhaL//
go_0051270_5	
go_0051271_6	cpsG//gltD//
go_0051274_8	
go_0051276_5	
go_0051289_8	talB//patD//queD//dmsC//hyi//rsmJ//lpxC//amyA//entB//hisC//mnmE//alr//tdcD//rihA//truB//wzc//preA//uvrB//glpA//aroF//gloC//ispA//psd//purN//ruvA//mltF//prmC//mmuM//codA//dxs//ribE//fadK//
go_0051301_3	yjhH//pgaC//cysK//yjjG//alaS//fruK//acs//adhP//
go_0051302_5	
go_0051304_4	ilvN//
go_0051338_5	
go_0051345_6	
go_0051346_6	speG//
go_0051347_6	
go_0051349_6	
go_0051353_6	gadA//
go_0051391_8	thrC//
go_0051409_4	umpG//
go_0051410_3	lpxH//
go_0051452_10	hemL//
go_0051453_9	fumA//
go_0051454_10	etk//dxs//hisC//lysS//slyD//
go_0051476_7	nadD//
go_0051484_7	moaA//
go_0051495_8	
go_0051595_6	dgcM//ymdB//
go_0051596_6	recF//fumC//cysG//ldtE//
go_0051599_4	
go_0051603_6	gmk//alaS//
go_0051604_5	iscS//metG//dgkA//
go_0051607_4	wzc//gph//
go_0051649_4	
go_0051668_4	
go_0051692_6	patZ//trmD//
go_0051704_2	patD//recO//
go_0051715_4	
go_0051716_3	
go_0051726_5	
go_0051781_6	yfbR//
go_0051782_6	
go_0051977_7	
go_0051983_5	
go_0052131_6	
go_0052547_6	
go_0052653_5	
go_0052777_7	purF//cysE//
go_0052778_6	rhaB//
go_0052837_6	cysN//
go_0055070_10	treC//
go_0055072_10	purC//cdd//
go_0055085_5	opgE//rffT//pykA//dusC//birA//gutQ//gudD//pta//dgkA//dadA//rsmA//gpmM//aphA//glnS//yagE//lpxM//menB//pabA//abgA//frdB//relA//yigB//ldhA//kdsB//pdxY//miaA//mutM//nadD//rsmG//glgA//narY//pgl//rlmH//mcrB//pphB//lpxL//dmlA//dosP//tnaA//puuA//fadK//rutA//feaB//lysU//ynfE//ubiH//yciA//fadH//iscS//frlB//gatY//ilvI//lipA//mazG//fbaA//argA//coaA//idnO//dhaM//melA//gatD//preA//metE//galE//cobU//acnA//rlmG//allD//kefF//paaB//sad//coaD//pldB//citC//menD//nanA//pdxJ//argE//fkpA//alkB//
go_0055086_4	idnK//fucK//
go_0055114_3	glcB//codA//dapB//yfaU//appA//hisH//ispA//tyrS//dld//dmlA//queD//nrdB//lpxC//gabD//rffM//paaK//tdcE//aphA//gltX//alsE//citG//mltB//cheR//poxB//waaO//leuC//mltB//alkA//hemD//waaC//fdhF//ssuD//fabA//pyrD//lplA//pdxA//yidA//deoC//def//dkgA//yjjX//speF//fre//fbp//
go_0055129_5	hchA//tsaE//tynA//
go_0055130_8	dkgA//purC//
go_0060003_10	nadB//pdeL//
go_0060274_5	lysU//
go_0060326_5	pgaC//
go_0060566_8	
go_0060567_8	
go_0060699_8	
go_0060702_9	nrfA//
go_0061077_4	pgpA//acpT//ppiA//gldA//fes//
go_0061475_9	ispB//
go_0061504_8	glpX//
go_0061610_5	dgoA//
go_0061615_7	dgcM//cyoE//
go_0061720_5	nadK//dld//rhaB//
go_0065002_6	rhaA//
go_0065007_2	thrB//
go_0070084_7	aspS//
go_0070178_5	aspA//
go_0070207_8	panC//bioC//yidA//
go_0070298_8	
go_0070301_6	rsmE//thiC//
go_0070329_5	suhB//
go_0070413_7	aldA//
go_0070415_6	cynT//purU//
go_0070417_5	entH//
go_0070453_7	dkgB//
go_0070475_7	thrB//rluB//hypB//hisD//rfe//idi//rfbD//cmoB//galM//melA//panE//cdh//tauD//paaB//rsmJ//queF//rlmJ//idnD//gor//
go_0070476_7	yihX//folC//
go_0070482_4	mltC//
go_0070574_9	pdxJ//aldB//yjcS//waaO//
go_0070581_8	
go_0070588_9	
go_0070689_6	ascB//speG//
go_0070726_5	tktA//rffM//
go_0070778_6	kduI//ubiE//
go_0070894_6	
go_0070930_7	
go_0070981_6	dinB//
go_0070989_4	insI-1//
go_0071139_6	
go_0071218_6	purF//
go_0071229_5	
go_0071230_6	mug//
go_0071236_5	glgB//phnM//murD//
go_0071237_6	
go_0071243_5	yjiA//
go_0071248_6	
go_0071249_6	
go_0071250_6	
go_0071266_6	sdhC//
go_0071271_7	mdh//
go_0071276_7	
go_0071280_7	dgcZ//
go_0071284_7	
go_0071286_7	
go_0071287_7	
go_0071288_7	mpaA//cysS//
go_0071289_7	edd//
go_0071291_6	pgi//
go_0071292_7	otsA//
go_0071294_7	serB//
go_0071310_5	
go_0071421_9	dusC//pinE//nrfD//
go_0071422_7	pncB//mltC//alkB//
go_0071423_8	ssuD//
go_0071454_5	purT//bglB//
go_0071456_5	
go_0071467_5	
go_0071468_6	gpmM//rlmE//lpcA//puuE//
go_0071470_5	
go_0071474_6	ybjI//ispG//galE//
go_0071500_5	apt//
go_0071502_5	
go_0071555_4	uxuB//slyD//rluA//cadA//dadA//phoA//ileS//rihC//
go_0071577_9	astB//mltF//dusB//rluC//gshA//ppsA//
go_0071705_5	
go_0071731_5	
go_0071732_6	glcB//
go_0071769_5	
go_0071805_4	menC//malQ//aroF//yigL//rlmF//entC//ssuD//pheS//glmM//
go_0071806_6	menB//phnJ//
go_0071807_8	
go_0071897_6	hemG//bioA//nadC//cheB//lacZ//tig//
go_0071915_9	gcd//
go_0071932_8	rlmA//
go_0071934_6	iaaA//
go_0071945_7	
go_0071951_8	panD//
go_0071963_4	
go_0071973_6	fadI//
go_0071977_5	
go_0071978_7	
go_0072321_6	
go_0072323_7	
go_0072344_7	eptC//allB//
go_0072348_5	glpD//
go_0072488_7	araD//
go_0072511_7	cysK//
go_0072531_6	thiH//
go_0072581_9	bcsA//
go_0072714_5	
go_0075713_7	
go_0080111_4	phnN//lsrK//
go_0089705_7	
go_0089709_7	rlmM//nrfA//
go_0090071_6	
go_0090116_7	katG//
go_0090143_4	
go_0090305_6	pheA//trpB//wcaJ//deoA//pphA//nadD//gudD//mgsA//selD//tmk//gabD//fre//frdC//asd//pncB//ilvA//oxc//ravA//leuD//sdhB//thiE//argF//opgE//tag//fabG//frlC//xthA//dfp//sseA//tnaA//napB//dgoA//waaZ//gmd//gph//kdsD//cysE//rsmG//tilS//malS//phnJ//mmuM//
go_0090313_8	
go_0090347_6	
go_0090352_6	
go_0090357_7	
go_0090358_8	
go_0090501_7	aroE//glgC//paaG//wzc//xapA//hisB//frlC//acs//suhB//tehB//kdsD//ndh//
go_0090502_8	yccX//bioH//cof//argB//ydfG//thrS//ttdA//sdhC//rhaM//phnO//wecC//puuB//preA//waaF//rffT//aroF//pepD//
go_0090503_8	paaG//arnB//tnaA//menA//selB//tynA//rffH//cpdA//rlmF//
go_0090529_5	
go_0090540_10	waaS//
go_0090549_5	
go_0090609_6	wcaJ//
go_0097056_7	fadJ//
go_0097264_6	yfeW//
go_0097304_7	tsaD//
go_0097339_7	pheT//
go_0097428_6	tmk//dinB//
go_0097502_4	mug//
go_0097510_7	queA//
go_0097533_5	
go_0097638_8	epmB//
go_0098002_8	
go_0098655_7	rsmF//frdB//frlB//rlmF//ilvM//plsB//relA//guaD//nagB//waaJ//selA//iaaA//accC//sucA//hyaB//
go_0098656_7	yjcS//
go_0098707_10	
go_0098708_8	pgpC//tsaD//
go_0098710_7	ulaD//amyA//
go_0098713_8	rsmD//allB//
go_0098719_9	
go_0098732_6	folP//
go_0098795_9	plsC//
go_0098869_4	dkgB//gutQ//ampD//udk//dgkA//pgaD//caiB//melA//entA//abgB//menD//puuA//thrA//garK//gcvP//
go_0099131_7	galK//
go_0099132_7	rsmE//fadD//fadH//menI//garL//yjjX//cof//eptC//
go_0099133_8	ghrB//chbF//gpsA//lysU//purU//katE//leuA//nrdE//birA//argB//tdcG//rluE//
go_0101030_8	pdeF//
go_1900190_5	trpS//
go_1900191_6	
go_1900192_6	
go_1900231_6	menI//
