# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	lacZ//
go_0015889_6	dcd//aceB//menE//
go_0015891_6	nrfB//
go_0015906_6	coaD//
go_0015909_8	lsrG//
go_0015912_8	pgpA//
go_0015914_7	ubiE//
go_0015920_7	srlD//nadD//
go_0015937_7	yjiA//recG//tsaD//panC//
go_0015940_6	lpcA//
go_0015944_4	lacZ//kdsB//cysE//
go_0015949_5	pgpA//rsmF//yigB//pgsA//eutD//dosP//aceF//add//ribB//sseA//argI//hcaC//mak//gstA//ilvI//phoA//galM//cysD//
go_0015950_6	patA//
go_0015951_7	glgB//yieF//
go_0015968_6	
go_0015969_8	aphA//purD//
go_0015976_2	mrcA//
go_0015986_7	
go_0015990_10	pdxK//panE//
go_0016024_7	ispG//
go_0016032_5	mdh//
go_0016036_6	rfbC//ldtB//
go_0016042_5	
go_0016052_5	epd//pykA//appA//upp//
go_0016075_8	sdhB//
go_0016078_8	alsE//
go_0016094_6	puuC//sodA//
go_0016226_5	metG//chbF//metE//lysS//
go_0016259_7	alaC//
go_0016260_8	hisB//suhB//mtn//
go_0016310_6	prs//ldtD//garD//metL//ycjU//purU//aceB//pdxY//menC//pdxK//sucD//alr//fabI//trpE//tdk//cysM//gluQ//
go_0016311_6	fes//fklB//napA//ygeX//yciA//solA//trmJ//mutL//uidA//fadB//accB//arnT//xapA//alaC//fdhF//spoT//hyaB//yjjG//yigB//glgP//xapA//pabC//queC//ansB//cyoE//leuC//gdhA//hisS//paaZ//betA//hisF//plsB//menB//putA//nrdB//pdxK//nanA//btuE//eutD//lpxC//
go_0016458_3	
go_0016485_6	alkB//pheS//
go_0016540_7	lysS//paaG//
go_0016579_7	appA//
go_0016998_5	guaD//
go_0017001_5	ubiC//
go_0017003_8	katG//
go_0017004_7	btuR//
go_0017013_7	
go_0017038_6	
go_0017148_8	ssuD//phnM//lsrK//fucK//purN//
go_0017189_7	rsmD//
go_0017198_7	rutC//
go_0018012_8	aroK//
go_0018023_7	tgt//
go_0018063_8	gldA//
go_0018070_8	rhaB//folA//
go_0018104_8	ldcA//tcdA//dacD//dgcM//narI//
go_0018105_8	pdeH//
go_0018106_8	
go_0018108_8	glxR//
go_0018117_8	
go_0018125_6	rhaD//
go_0018131_6	mutY//
go_0018160_8	tktA//
go_0018206_8	hisI//
go_0018247_9	cdd//
go_0018283_6	
go_0018298_7	truC//
go_0018307_7	coaE//
go_0018315_8	menH//
go_0018339_9	entB//
go_0018345_8	lpxB//
go_0018364_6	speG//yihV//
go_0018378_9	
go_0018393_10	menC//
go_0018394_9	dbpA//
go_0018410_8	fadK//
go_0018909_5	nrfA//
go_0018937_4	rutA//
go_0019042_6	mutM//
go_0019068_6	
go_0019076_6	
go_0019217_7	
go_0019242_6	aceB//
go_0019243_7	lsrG//nrdD//ydiF//uxaC//
go_0019249_6	tdk//
go_0019250_7	ruvB//
go_0019262_6	cpdA//dcd//waaY//eutB//yciV//
go_0019264_7	selB//
go_0019272_9	folC//rutD//
go_0019284_7	fes//xapA//
go_0019285_5	dgoK//trpE//
go_0019288_6	aroD//sucC//cdh//ugd//
go_0019290_5	
go_0019292_8	nth//
go_0019294_6	waaZ//gldA//abgB//hemB//
go_0019299_6	tadA//
go_0019301_7	sucB//tmk//serB//gmhB//recF//trmH//fadM//
go_0019303_7	gltD//alaC//
go_0019305_7	eutB//
go_0019309_7	alaS//
go_0019316_8	glmM//pdxY//hemD//
go_0019318_5	rihA//
go_0019323_6	rluE//rbn//paaZ//ispA//katE//yihT//glnA//
go_0019324_6	gluQ//frdA//frc//aceA//dam//
go_0019343_8	ampD//
go_0019344_7	dgt//
go_0019346_7	gshA//
go_0019353_8	pgaB//ahr//queG//polB//
go_0019354_6	ybiV//
go_0019379_5	gstB//
go_0019380_6	hyaA//nrfC//
go_0019388_7	adhE//
go_0019391_6	dhaM//
go_0019394_7	pyrF//
go_0019395_5	puuE//
go_0019404_8	murD//yjjX//
go_0019413_6	tpiA//lplA//
go_0019419_4	rlmH//
go_0019427_7	ilvA//
go_0019430_5	trpE//gnd//srlD//
go_0019432_7	aspC//
go_0019439_5	dnaE//tdcB//
go_0019447_8	trpD//
go_0019450_9	sseA//
go_0019464_7	pbpC//aroC//puuE//ynfE//codA//acnA//
go_0019480_4	tsaC//
go_0019509_7	
go_0019516_4	preT//sodC//
go_0019521_6	hemG//argH//
go_0019542_6	metE//
go_0019545_6	leuB//
go_0019546_9	metH//
go_0019563_7	umpH//yihT//phnJ//
go_0019568_7	ubiF//wzb//
go_0019569_7	pabB//dhaL//adhE//
go_0019571_8	tcdA//lpxB//fbaA//
go_0019572_8	malP//
go_0019584_7	
go_0019588_7	purN//yrfG//
go_0019592_8	lgoD//
go_0019595_8	thrA//
go_0019607_6	deoC//dam//
go_0019622_6	yihV//thiD//rpiB//
go_0019629_7	rlmD//murF//
go_0019632_5	yihX//entD//folE//sucA//
go_0019634_5	fucO//
go_0019645_6	rlmB//acnB//selA//
go_0019646_6	tdcE//uxaA//ribC//tynA//
go_0019664_6	mhpD//epd//
go_0019665_5	ygeX//
go_0019673_6	ruvA//
go_0019676_3	garL//
go_0019677_8	
go_0019679_7	add//rsmE//allB//
go_0019686_6	ada//
go_0019698_7	thiL//accA//gcvH//rpiB//phnI//mnmA//
go_0019700_6	rfbB//frmB//epd//mdh//
go_0019740_2	rlmE//hisH//pheA//yihU//gph//gltX//
go_0019752_6	
go_0019805_6	proC//
go_0019835_3	
go_0019852_5	mnaT//nagK//rsmF//
go_0019854_6	lysC//dinB//
go_0019856_7	yjjG//
go_0019858_7	psuG//
go_0019859_7	aspS//
go_0019877_6	rsmH//lysU//ansA//
go_0019878_9	fadA//
go_0019935_6	alr//phnO//
go_0019985_8	apaH//mcrB//
go_0019988_7	ssuE//
go_0022417_4	mutS//
go_0022610_2	ubiE//
go_0022611_3	phnI//phr//rihA//
go_0022900_4	moeB//phnH//
go_0022904_5	pheT//feaB//gmd//
go_0023014_4	paoC//nth//rbn//
go_0030001_7	coaE//dsdA//hemE//
go_0030007_8	garR//
go_0030026_9	
go_0030091_6	gatD//allB//alaS//glk//
go_0030153_5	
go_0030162_7	
go_0030163_5	alaS//lgoD//rffC//kdsA//
go_0030244_9	
go_0030258_5	aes//
go_0030260_7	
go_0030261_8	
go_0030307_6	
go_0030308_6	fbaA//pinE//
go_0030388_5	waaG//mmuM//glpK//
go_0030488_6	fruK//yccX//torC//kdsC//ybjG//coaD//eda//ssuD//alaA//hpt//
go_0030490_10	
go_0030497_7	hisI//rluF//
go_0030541_4	
go_0030573_6	fes//
go_0030632_8	ynfH//tdh//gloB//ttdA//
go_0030641_8	otsB//pyrF//
go_0030643_8	
go_0030961_9	ndh//
go_0030980_7	phnL//proA//ubiI//
go_0031118_8	argS//
go_0031119_8	rnd//lpcA//thrA//hyaB//nudG//narI//
go_0031125_10	tdcG//
go_0031162_5	waaB//
go_0031167_6	ligB//scpB//pgaB//rsmJ//mog//ruvC//
go_0031280_6	hemF//
go_0031297_7	
go_0031342_5	
go_0031346_7	
go_0031365_7	rluB//
go_0031400_8	
go_0031439_9	
go_0031460_7	fbp//glnS//mocA//mnmG//aroD//selD//
go_0031554_7	
go_0031555_8	
go_0031556_9	
go_0031564_8	ghrB//
go_0031638_7	
go_0031648_5	
go_0031669_5	
go_0031670_5	
go_0032025_6	hisC//
go_0032026_6	coaA//
go_0032049_8	gutQ//add//iaaA//
go_0032055_6	
go_0032091_6	
go_0032147_9	
go_0032150_8	
go_0032194_8	ribE//
go_0032196_3	mpaA//
go_0032238_6	wzb//
go_0032259_3	rlmM//xylA//metF//hcaD//
go_0032261_6	rrrD//
go_0032263_7	hyaB//nudF//
go_0032264_7	prs//kduD//
go_0032265_7	nrdE//
go_0032272_7	
go_0032297_10	
go_0032298_10	
go_0032324_6	tyrA//lacZ//aroK//
go_0032329_7	sucB//aroC//
go_0032359_7	
go_0032412_6	
go_0032413_6	
go_0032414_6	mltA//
go_0032445_10	yhdJ//fbp//
go_0032462_7	dcyD//
go_0032466_7	
go_0032467_7	
go_0032506_4	
go_0032508_8	tyrA//def//csdA//gapA//
go_0032774_6	fumA//
go_0032775_6	gluQ//torC//hemG//
go_0032781_7	
go_0032784_8	
go_0032790_6	chbG//
go_0032885_7	
go_0032951_8	
go_0032955_6	
go_0032973_7	nrfD//
go_0032978_7	
go_0033014_6	rsmE//alaS//
go_0033051_5	gdhA//
go_0033120_8	
go_0033194_5	ogt//allD//gapA//
go_0033195_5	pgpB//
go_0033212_10	fabI//cyaA//
go_0033214_11	hycB//asnS//
go_0033228_8	glpA//yihS//dxs//
go_0033317_7	cynS//dapF//astB//panC//
go_0033320_6	ldtD//
go_0033345_8	adiA//argS//
go_0033353_5	ung//
go_0033359_7	fadE//epmB//
go_0033384_6	fabI//
go_0033388_7	ldcA//
go_0033477_5	idnK//
go_0033499_8	miaB//yhdJ//yjhG//surA//rlmI//
go_0033518_6	fadM//
go_0033539_7	hinT//
go_0033542_7	chbF//
go_0033543_8	rsmE//
go_0033567_6	
go_0033585_7	lipB//rhaM//
go_0033611_8	malZ//
go_0033683_7	
go_0034194_8	rsuA//mpaA//truC//
go_0034195_8	ppiC//
go_0034198_6	frc//ilvD//
go_0034203_6	avtA//
go_0034204_5	fau//gloB//
go_0034213_6	malZ//
go_0034214_7	umuD//pabA//prmB//
go_0034219_6	dgcM//pyrB//ampH//uvrC//glcB//dmsA//aceA//glxR//gdhA//truA//torC//glxK//rhaA//ubiX//cysI//ung//menA//mtn//hmp//ribB//ldtD//fucO//leuD//malZ//gpmA//metL//ugd//purA//eptB//
go_0034220_6	hemD//dnaE//malQ//gph//uxaC//yidA//
go_0034224_6	
go_0034227_8	cynT//
go_0034258_8	sseA//
go_0034260_5	
go_0034289_7	rhaA//
go_0034337_3	ppiC//
go_0034355_7	dapF//queC//deoA//nagZ//
go_0034401_5	
go_0034414_9	rlmM//
go_0034421_8	selD//
go_0034470_8	narH//
go_0034552_7	
go_0034599_5	purC//gloA//yfdR//miaA//torC//
go_0034605_5	fadH//yeaE//
go_0034614_6	proB//
go_0034620_6	tyrA//
go_0034628_9	ynfH//dfp//etk//lipA//uidA//
go_0034635_6	yfbR//
go_0034644_7	sufS//
go_0034661_7	
go_0034775_7	yqhD//nudG//
go_0034983_9	rbsD//aroB//
go_0035235_6	rluE//ltaE//glcD//
go_0035307_9	
go_0035335_8	galT//ygeX//
go_0035344_8	hcaB//pgi//
go_0035350_6	nudG//
go_0035429_8	orn//arsC//rsgA//pphB//rluE//gatZ//
go_0035433_7	dnaE//
go_0035434_9	cobS//
go_0035435_9	yqaB//yegS//lsrG//csdA//
go_0035442_7	glpC//yjhH//rlmJ//leuD//pgpC//glgB//murQ//
go_0035443_7	ddlB//ybhA//bioH//
go_0035444_9	accA//glnA//rfbC//napC//
go_0035461_6	tsaE//
go_0035524_8	gpp//
go_0035552_6	aroH//
go_0035553_6	guaA//
go_0035556_4	
go_0035600_8	torA//
go_0035672_6	hinT//ribE//yjjX//
go_0035725_9	purB//glmU//hflX//rlmM//acs//
go_0035784_9	deoB//
go_0035864_6	
go_0035873_8	serC//hyaB//
go_0035999_5	rhaD//ybjG//gcd//
go_0036001_7	yjhH//
go_0036047_9	murA//
go_0036049_9	yjhH//
go_0036088_6	napC//
go_0036104_6	ampH//wzc//
go_0036172_6	fbp//
go_0036214_3	
go_0036265_6	sdaA//
go_0036289_9	aroD//aspA//
go_0036448_6	murE//pdxA//
go_0036460_5	
go_0036506_5	
go_0036525_7	
go_0038083_9	deoB//dapF//
go_0040033_9	
go_0042026_4	hemC//kdsC//murE//yagF//
go_0042126_5	folM//
go_0042128_5	
go_0042150_7	cysM//
go_0042157_5	
go_0042158_6	mtn//mrcA//
go_0042177_7	
go_0042182_5	cpdB//
go_0042219_6	
go_0042245_7	recJ//ansA//selD//
go_0042254_5	putA//
go_0042255_6	
go_0042274_5	dkgB//
go_0042304_7	
go_0042351_7	ydiB//
go_0042355_8	frmA//prpB//yfaU//pgl//tig//pyrC//
go_0042371_7	argA//
go_0042413_6	hyi//argC//
go_0042450_7	scpB//cyoE//nudC//gabD//trmH//waaA//
go_0042454_7	tktB//
go_0042493_4	ribE//trmD//ulaE//gstB//eno//gutQ//nrfA//phnO//cysM//manA//rsmD//dapB//alsE//
go_0042538_6	frdA//rsmE//metB//
go_0042542_5	waaS//rpiA//hcaF//rnpA//
go_0042545_5	proA//
go_0042594_4	ilvM//hyaB//rsmE//yfbR//
go_0042619_6	
go_0042710_4	yccX//eptB//pdeF//speG//glyS//trmD//rlmM//rsgA//
go_0042732_6	gmd//
go_0042744_6	murG//aroB//
go_0042759_7	tdcE//
go_0042773_6	prmC//
go_0042777_8	
go_0042780_10	add//ldtA//
go_0042817_5	metH//
go_0042819_6	putA//
go_0042823_6	xylA//waaH//ravA//solA//
go_0042838_6	yfbR//idnO//accC//treF//
go_0042840_7	polA//fadM//umpH//fkpB//frdC//ilvN//
go_0042843_7	rluE//mak//
go_0042846_8	eutD//
go_0042852_9	rffG//
go_0042867_8	ilvC//
go_0042873_7	gltB//
go_0042882_10	aroB//yciV//
go_0042884_7	rlmH//yigB//cynT//
go_0042885_8	chbF//
go_0042891_6	menF//uxuB//eptB//argC//galE//glpA//ygeX//
go_0042906_8	mutS//def//mutL//
go_0042908_5	pdxY//
go_0042914_8	aroF//
go_0042918_6	lysC//tdcB//
go_0042919_6	
go_0042920_6	cobC//
go_0042928_7	
go_0042930_7	rpiA//entA//lpxD//proC//gldA//ybjG//pgpA//yciA//etp//bioF//
go_0042938_8	kdsB//torA//nanE//
go_0042939_8	ssuE//
go_0042941_8	rnd//
go_0042942_6	pyrD//upp//
go_0042953_6	
go_0042956_8	tdh//iscS//
go_0042968_8	poxB//rph//lyxK//
go_0043039_6	dbpA//cyoE//yjcS//
go_0043041_6	clsA//yqhD//
go_0043085_5	dapF//katE//rrrD//
go_0043086_5	mog//
go_0043093_3	rsuA//rluD//astB//rhaB//
go_0043097_6	tehB//dkgA//
go_0043099_7	menI//
go_0043100_6	recJ//
go_0043102_5	luxS//
go_0043103_7	argD//
go_0043137_6	recJ//waaQ//
go_0043150_8	
go_0043157_6	ileS//
go_0043164_6	talB//ftnA//waaY//acnB//fbp//galT//glpA//
go_0043165_6	sodB//ldtB//
go_0043171_5	tauD//yihT//mrcB//fadJ//aceA//
go_0043200_5	
go_0043201_6	
go_0043213_7	wcaJ//yciA//
go_0043254_5	
go_0043335_3	rhaB//dkgA//nrdF//fdhF//gadA//
go_0043433_5	nrdE//proA//rffC//
go_0043442_6	dacC//
go_0043456_6	avtA//
go_0043462_6	ilvH//
go_0043470_6	
go_0043471_6	
go_0043488_5	aroE//recR//pdxK//
go_0043547_7	
go_0043571_7	pheS//
go_0043610_4	trpS//adeD//gatY//
go_0043686_7	umpH//
go_0043687_7	sodB//ushA//acs//eutB//mutS//
go_0043708_5	nanK//
go_0043709_6	uxuA//
go_0043711_5	
go_0043952_7	
go_0043953_7	sgbE//
go_0044010_5	yihT//ubiC//phr//yeiG//lpcA//opgE//
go_0044011_4	mraY//
go_0044036_5	oxc//ubiH//mug//
go_0044038_6	fbp//gloC//
go_0044092_4	
go_0044179_5	
go_0044208_7	waaZ//
go_0044238_3	purB//thrA//pyrF//dmsC//
go_0044248_4	
go_0044255_4	
go_0044262_4	glyA//spoT//
go_0044273_5	purF//
go_0044275_5	rhaB//
go_0044349_6	
go_0044355_6	murG//
go_0044532_6	
go_0044659_7	wzb//
go_0044718_6	purL//
go_0044764_3	
go_0044780_6	nfsB//
go_0044781_5	
go_0044787_5	nrdB//
go_0044874_7	
go_0045004_7	yqhD//nanE//puuB//
go_0045013_7	
go_0045226_7	opgE//ribC//hypB//pyrE//roxA//tdcD//
go_0045333_5	rluA//leuC//
go_0045337_6	mrdA//
go_0045454_4	cof//ulaG//lacZ//yihX//xapA//puuA//wecB//
go_0045471_5	waaL//astC//
go_0045717_8	torC//rffM//
go_0045719_8	
go_0045723_8	
go_0045727_8	
go_0045732_7	
go_0045733_6	tag//umuC//
go_0045819_8	
go_0045828_7	
go_0045848_5	
go_0045859_7	
go_0045861_8	
go_0045862_8	
go_0045883_5	
go_0045892_8	amiD//surA//gmhB//ogt//rbsK//
go_0045893_8	kdgK//uxaC//
go_0045900_9	
go_0045903_5	panD//
go_0045912_6	speE//mug//ddlA//
go_0045926_5	
go_0045936_8	
go_0045947_9	nudB//sgbE//
go_0045975_9	
go_0045990_6	
go_0046037_8	nadC//
go_0046040_8	hemD//
go_0046047_8	metB//
go_0046050_8	def//nudB//phoA//
go_0046052_8	mutH//
go_0046061_8	ydfG//
go_0046076_8	pdeH//
go_0046081_8	purT//alaS//
go_0046086_6	dacA//
go_0046098_7	pyrH//
go_0046100_7	uxuB//
go_0046101_6	pgaC//ilvN//
go_0046103_9	phnI//
go_0046104_8	sad//
go_0046115_10	carB//
go_0046133_8	cmoA//fkpB//
go_0046166_6	murC//
go_0046168_6	folE//mltA//
go_0046176_6	rsmI//pheT//pyrH//alr//
go_0046177_7	moaA//slyD//pdeF//panC//
go_0046181_7	waaA//
go_0046183_7	ribB//yfcF//yagF//
go_0046187_6	rluC//
go_0046196_5	frdA//
go_0046210_6	csdA//lsrK//fucI//
go_0046214_6	hypB//
go_0046256_7	citC//mutH//
go_0046271_5	astC//
go_0046279_6	gshB//
go_0046292_4	glpK//
go_0046294_5	guaA//gldA//
go_0046296_6	uxuA//rutE//waaB//
go_0046306_6	yfiC//rihA//
go_0046323_10	thiG//
go_0046325_8	
go_0046336_6	glxR//
go_0046342_8	ribF//
go_0046348_6	ispH//hyi//
go_0046365_5	wrbA//
go_0046392_7	pgaB//bioH//yfbR//thiL//
go_0046397_6	
go_0046416_6	menB//
go_0046452_6	alsE//
go_0046459_6	abgB//
go_0046470_5	
go_0046474_6	coaE//queC//cynT//nrdE//ldtC//sdhA//
go_0046487_5	serB//
go_0046501_6	ygeX//
go_0046618_6	idi//idnO//nirB//tsaC//ybhA//betA//
go_0046654_7	gor//deoA//glpC//tehB//slt//
go_0046655_5	wecC//
go_0046656_6	fucI//murQ//rhaD//sucD//otsB//carB//
go_0046657_6	sdhB//
go_0046677_4	trmL//idi//prs//lpxH//ugd//purA//yigL//kduD//fadI//ndk//clsA//ssuE//kduD//cpsG//queF//tatD//fucO//glnA//pcm//dmlA//tgt//lyxK//folP//eutB//ugd//fes//gmhB//codA//mgsA//mutS//bcsA//
go_0046685_4	glcF//fabD//
go_0046686_6	murF//
go_0046688_6	recF//ycaO//
go_0046690_5	fucO//murE//
go_0046710_8	paoC//
go_0046718_8	gpt//queA//
go_0046777_8	folP//frdB//mobA//
go_0046834_6	mtgA//
go_0046835_5	hemL//avtA//yegS//psd//glpX//cdh//cynT//mrdA//trmH//dfp//hemN//rne//acpH//pheT//rutC//sucB//cheR//allB//prs//garL//phnI//
go_0046836_7	bioC//
go_0046839_6	hemG//
go_0046855_6	cmoA//
go_0046892_8	
go_0046901_7	eutD//
go_0046939_7	garK//ybjI//yihX//kbaZ//
go_0046942_7	nanK//entC//cmk//
go_0046944_7	malP//
go_0047484_6	
go_0048034_6	wcaJ//
go_0048255_6	
go_0048473_8	pck//
go_0048518_4	
go_0048870_3	eptA//
go_0050427_5	lpoA//
go_0050667_6	clsB//argE//
go_0050779_5	gapA//
go_0050790_4	astB//pcm//
go_0050821_5	wecB//ilvH//
go_0050918_5	mltA//ung//
go_0050919_5	thrC//
go_0051050_5	
go_0051083_5	waaF//
go_0051085_5	dapF//nirB//
go_0051090_4	glpA//
go_0051091_5	ubiX//
go_0051131_7	
go_0051143_8	tmcA//
go_0051156_5	trmJ//
go_0051171_5	
go_0051188_5	fbp//
go_0051191_6	yjjX//
go_0051205_6	
go_0051224_6	
go_0051252_6	
go_0051258_7	
go_0051260_7	der//dapF//
go_0051270_5	
go_0051271_6	alaS//spoT//
go_0051274_8	
go_0051276_5	
go_0051289_8	eutB//fau//speA//narI//xapA//rluA//leuC//gltD//gltX//dinB//rluA//ileS//ribD//lpxM//amiD//aes//tdcE//pabB//lpxL//dapD//sdhD//patZ//paaF//hpt//yieH//entE//trmH//coaD//rffM//mhpC//rsmG//cysS//
go_0051301_3	dusB//pgaC//moaD//ldtA//metB//sucA//mnmC//ispH//
go_0051302_5	
go_0051304_4	ugd//
go_0051338_5	
go_0051345_6	
go_0051346_6	fadK//
go_0051347_6	
go_0051349_6	
go_0051353_6	paaE//
go_0051391_8	hisG//
go_0051409_4	gpp//
go_0051410_3	waaP//
go_0051452_10	slt//
go_0051453_9	rlmD//
go_0051454_10	lpxM//metL//accB//dapF//ygjK//
go_0051476_7	ilvN//
go_0051484_7	cysS//
go_0051495_8	
go_0051595_6	pheT//narV//
go_0051596_6	uxuB//nanE//ispB//selB//
go_0051599_4	
go_0051603_6	treF//accA//
go_0051604_5	tgt//ulaG//curA//
go_0051607_4	aspA//kdgK//
go_0051649_4	
go_0051668_4	
go_0051692_6	gshA//gpmA//
go_0051704_2	katE//fes//
go_0051715_4	
go_0051716_3	
go_0051726_5	
go_0051781_6	serC//
go_0051782_6	
go_0051977_7	
go_0051983_5	
go_0052131_6	
go_0052547_6	
go_0052653_5	
go_0052777_7	pgi//pyrF//
go_0052778_6	tsaC//
go_0052837_6	glnS//
go_0055070_10	yggF//
go_0055072_10	glnE//xdhB//
go_0055085_5	tyrB//wcaJ//trmJ//nrfC//ruvA//garR//glcF//yciA//hyaA//rimK//pyrC//thiC//glgB//fucO//menH//bioH//tsaE//katE//puuC//rlmA//rlmB//feaB//torC//rlmH//paaH//aspA//cueO//ruvA//accD//alaC//apaH//mrcB//alkB//ispA//cdh//alaA//otsB//pgi//garR//trmI//recO//ilvH//alaC//ispH//tdcE//serB//mdh//lpxP//tcdA//caiD//argD//argC//lysA//ldcC//recR//zwf//nadE//tesB//hcaC//moaE//citG//sdhB//frmA//waaS//rutE//ahpC//ulaD//ldtA//xdhB//nudF//rlmE//gabT//add//garR//apt//purD//argE//waaC//uxaB//ribD//
go_0055086_4	aldB//pyrC//
go_0055114_3	glxR//cobT//nadC//uvrA//selD//serB//mhpD//feaB//gshB//dnaQ//speG//umuD//ampH//wecB//phnP//moaD//rffH//yihV//tsaB//ydiF//ldtB//kduD//mepS//idi//rpiA//folD//agp//ada//rluE//nadK//mog//uvrA//gltD//tsaC//lipB//hemC//glpK//pgk//dapD//sucC//lysU//bioF//rnt//ahr//
go_0055129_5	frmA//glcB//hyaB//
go_0055130_8	dmsA//sodB//
go_0060003_10	rnd//entF//
go_0060274_5	phr//
go_0060326_5	dmsC//
go_0060566_8	
go_0060567_8	
go_0060699_8	
go_0060702_9	yqaB//
go_0061077_4	entE//gluQ//mpaA//gadB//iaaA//
go_0061475_9	epmC//
go_0061504_8	idnD//
go_0061610_5	narZ//
go_0061615_7	alaS//rfbB//
go_0061720_5	yjiA//agp//aspS//
go_0065002_6	rutB//
go_0065007_2	menI//
go_0070084_7	rihA//
go_0070178_5	kdsB//
go_0070207_8	ilvE//uvrA//argF//
go_0070298_8	
go_0070301_6	sucD//napB//
go_0070329_5	ilvA//
go_0070413_7	rsmH//
go_0070415_6	sdaA//argD//
go_0070417_5	murB//
go_0070453_7	rutC//
go_0070475_7	fabG//prs//ldcA//waaB//dacA//hcaD//yihT//garD//phr//ampH//poxB//yihT//ygeX//lplA//thrB//betB//rbsK//ackA//rutE//
go_0070476_7	yahK//aceF//
go_0070482_4	mpaA//
go_0070574_9	wecC//ansB//narZ//sdhB//
go_0070581_8	
go_0070588_9	
go_0070689_6	yfeW//gapA//
go_0070726_5	nanA//mltD//
go_0070778_6	rsmG//aceF//
go_0070894_6	
go_0070930_7	
go_0070981_6	galM//
go_0070989_4	treC//
go_0071139_6	
go_0071218_6	clsB//
go_0071229_5	
go_0071230_6	mltA//
go_0071236_5	pdxY//atoB//fabZ//
go_0071237_6	
go_0071243_5	cmk//
go_0071248_6	
go_0071249_6	
go_0071250_6	
go_0071266_6	umuD//
go_0071271_7	pabB//
go_0071276_7	
go_0071280_7	queD//
go_0071284_7	
go_0071286_7	
go_0071287_7	
go_0071288_7	ugd//asnB//
go_0071289_7	glyS//
go_0071291_6	cueO//
go_0071292_7	waaC//
go_0071294_7	dapF//
go_0071310_5	
go_0071421_9	hisC//ilvE//mnaT//
go_0071422_7	nadD//dgoA//araD//
go_0071423_8	gudD//
go_0071454_5	lpd//ung//
go_0071456_5	
go_0071467_5	
go_0071468_6	fadE//ldcC//ddlB//trmD//
go_0071470_5	
go_0071474_6	dkgB//hisC//dcyD//
go_0071500_5	gltD//
go_0071502_5	
go_0071555_4	sad//pdeH//pgm//nanK//nirB//ftsI//polA//rutA//
go_0071577_9	ybhA//mepS//citG//fumA//sdhC//miaA//
go_0071705_5	
go_0071731_5	
go_0071732_6	thrB//
go_0071769_5	
go_0071805_4	truB//nrfD//cobC//ndk//narV//phnH//cmoA//pheA//kdsD//
go_0071806_6	hisI//ung//
go_0071807_8	
go_0071897_6	tatD//cfa//garK//ppk//dmsA//miaB//
go_0071915_9	mpaA//
go_0071932_8	alaC//
go_0071934_6	gmd//
go_0071945_7	
go_0071951_8	fruK//
go_0071963_4	
go_0071973_6	leuB//
go_0071977_5	
go_0071978_7	
go_0072321_6	
go_0072323_7	
go_0072344_7	waaH//rbsD//
go_0072348_5	trpS//
go_0072488_7	dapF//
go_0072511_7	ftsI//
go_0072531_6	lpcA//
go_0072581_9	scpB//
go_0072714_5	
go_0075713_7	
go_0080111_4	nrfD//glxR//
go_0089705_7	
go_0089709_7	insI-2//fadI//
go_0090071_6	
go_0090116_7	mgsA//
go_0090143_4	
go_0090305_6	frc//fadD//ghrB//ligB//fadJ//fucA//rutE//umuD//yagF//yegS//ftsI//alkB//gltB//rfbC//cysD//waaZ//tdcG//udp//mltB//torZ//rluD//rfe//sdhD//pdxH//pdeF//nanK//ruvC//paaZ//glgX//alaC//asnS//mrcB//pgl//avtA//lysU//tmcA//sgbE//gmd//proA//ygeX//curA//speB//
go_0090313_8	
go_0090347_6	
go_0090352_6	
go_0090357_7	
go_0090358_8	
go_0090501_7	feaB//deoD//ppsA//rnd//menB//pfkB//allB//relA//mtgA//rluB//sodA//mutY//
go_0090502_8	fabB//tmcA//yfcG//ribD//ampH//asnA//adiA//tktB//aldA//dosP//paaZ//gpp//frlC//opgB//proS//sad//ilvH//
go_0090503_8	ubiF//mhpA//wcaJ//ispA//waaJ//cysH//fabH//yciV//frmB//
go_0090529_5	
go_0090540_10	lysC//
go_0090549_5	
go_0090609_6	ndh//
go_0097056_7	thiG//
go_0097264_6	rne//
go_0097304_7	mutY//
go_0097339_7	ybjI//
go_0097428_6	murI//tdh//
go_0097502_4	srlD//
go_0097510_7	thrC//
go_0097533_5	
go_0097638_8	yhdH//
go_0098002_8	
go_0098655_7	prs//truD//ubiI//yfaU//waaF//tdk//murQ//zwf//ssuE//ppk//appA//fabI//lpxC//fucI//dgkA//
go_0098656_7	idnO//
go_0098707_10	
go_0098708_8	galU//mhpC//
go_0098710_7	fau//citE//
go_0098713_8	rihA//folM//
go_0098719_9	
go_0098732_6	otsB//
go_0098795_9	betA//
go_0098869_4	cadA//rlmB//gldA//hchA//kdsA//cdsA//menA//hemG//edd//phnJ//sucB//dam//trpS//rsmG//frdC//
go_0099131_7	glnA//
go_0099132_7	recJ//eptA//nanK//curA//ppc//galU//eutB//proB//
go_0099133_8	ubiI//eutD//nagZ//fabD//wzb//gudD//cadA//rne//purD//dsdA//selB//aphA//
