#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct 10 15:03:56 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/datasets_bnumbers/gos_bnum.txt
GO_0000018_7	hprR//b3290//b3264//b2622//
GO_0009167_8	b2687//b3733//b1499//b2364//b0294//b1588//b3766//b1892//b2283//b2269//b1828//b2014//b0113//b1776//b4020//b0061//b0589//b0161//b2405//b1557//b1241//b0605//b2306//b2185//b0397//b4602//b0465//b0603//b2697//b2964//b3221//b3502//b0337//b4026//
GO_0009168_9	b0611//insI1//b1798//b4146//b0881//b1769//b0699//b2474//b1654//b3496//b2256//b0460//b4179//b4251//b3833//b4305//b1158//b4018//b3809//b1890//b3210//b3651//b1785//b1260//b3722//b3403//b0300//b1677//b1046//b0466//
GO_0009173_8	b2078//b1809//b0620//b1246//b0078//b1258//b0739//
GO_0009174_9	b0423//b0882//
GO_0009175_9	b0071//rhmD//b2630//b0028//b2341//
GO_0009176_8	b3612//b0513//b3682//
GO_0009177_9	b0315//b1132//b1815//
GO_0009179_8	b0699//gapC//b4109//b2297//b4347//b1741//b1748//b2179//b2946//b0041//b3364//b2480//b3235//b4198//b3630//b3309//b3493//b0051//b2005//b2659//b2069//b1313//b3577//
GO_0009180_9	b1779//
GO_0009185_7	b3131//b3304//b4155//b0512//b0614//b0094//b1737//b1522//bioD2//b0514//b2008//b1635//b4063//b2256//b3288//b0723//b1892//b2328//b4050//b1109//b1077//b0369//b0724//b2301//
GO_0009186_7	b0347//
GO_0009187_7	b1112//b0570//
GO_0009188_8	b2684//b0835//
GO_0009189_8	b0052//
GO_0009190_8	b2092//b2818//
GO_0009193_8	b4470//
GO_0009194_9	yeeL//
GO_0009196_8	b1040//
GO_0009197_9	b0173//
GO_0009199_7	b4361//b4243//b0085//b1922//b4082//b4363//b0368//b2153//b0804//b4381//b2064//b1082//b2064//b2553//b3205//b1658//b3075//b4166//b0004//b2370//b0871//b0121//b3357//b1728//b0996//b4196//b2615//b3243//b3477//b3056//b1897//
GO_0009200_7	b0803//b2530//b1015//b0566//
GO_0009201_8	b0616//b2597//b1053//b0583//b3588//b2374//b0535//b4374//b1445//b1851//b2594//b2608//b3582//b0980//b2828//b1515//b0566//b0423//b2096//b4251//b4637//b4252//b2311//b1390//
GO_0009202_8	b0178//
GO_0009203_8	b3349//
GO_0009204_8	b3387//b2729//b3363//
GO_0009205_8	b0534//b1955//b2542//b2197//b1343//b1261//b1350//b1009//b3707//b0071//b0463//b3503//b4378//b4382//b2040//b3172//b2777//b3632//b3522//b1663//b0949//b2196//b3208//b1119//b4029//b3684//b0404//b2315//b3785//
GO_0009206_9	b0810//b1785//b4479//b0340//b3306//b3355//b0004//b0388//b1413//b3935//b4550//b0447//b3297//b1192//b0025//b0350//bioD1//b4468//b1621//b1133//b3118//b2578//b3621//
GO_0009208_8	b1244//b3241//
GO_0009209_9	b1024//
GO_0009210_9	b1681//
GO_0009211_8	b2061//b1603//b2568//
GO_0009212_9	b3735//
GO_0009213_9	b4377//b1998//
GO_0009215_8	b1023//b0927//
GO_0009217_9	b2616//b4602//
GO_0009218_7	b0723//b3301//b1844//b4203//b3916//b4241//b4306//b3809//b1701//b0954//b0143//b1680//
GO_0009219_7	b2217//b1466//b0620//b1530//b1335//
GO_0009220_8	b0796//b3843//b0439//b1805//b0440//b0982//
GO_0009221_8	b2483//b4550//b0058//b4070//
GO_0009222_7	b0692//b0237//b2958//b1159//b4268//b0406//
GO_0009223_7	b0586//b4180//
GO_0009224_9	b0874//b2913//
GO_0009225_5	b0099//b1496//b2711//b1713//b4161//b3501//b3825//b3928//b3526//b1221//b4501//b2180//b2369//b3025//b1158//
GO_0009226_6	b2525//b3691//b1399//b4319//b2025//b3437//b1158//b3221//b0008//b2284//b3910//b3288//b4143//
GO_0009228_7	b2175//b2743//b2077//bioD1//b3708//rpnD//b0192//b3569//b4324//b3009//
GO_0009229_6	b1222//b0427//
GO_0009231_6	b0641//insI4//b0449//b4101//b2684//b2315//b0047//
GO_0009233_6	b4637//b2781//b3395//b4224//b2105//b4389//b2157//b3568//b2415//b0599//
GO_0009234_7	b2409//b3691//b0007//b0529//b4109//b0590//b0397//b0945//b1119//b2501//
GO_0009235_5	b4213//b0452//b3417//b3453//b2069//b1450//
GO_0009236_6	b4062//b0183//b1050//b1091//b2518//b3299//
GO_0009237_4	b1010//b3156//b4230//b1885//b0962//b3431//b3156//b3740//b3128//
GO_0009238_5	b3569//b3234//b0867//b3393//b0089//b1269//b0531//b2628//b1658//
GO_0009239_6	b4016//b0049//b3599//b0802//b2008//b2715//b0526//b0554//
GO_0009240_6	b0431//b2075//b4035//b2530//b2383//
GO_0009242_6	b2926//b0756//b3049//b3066//b3622//b3687//b1226//b2580//b2955//b3689//b1290//
GO_0009243_7	b1244//
GO_0009244_7	b3909//b4149//b2669//b2797//b0121//b0811//b1232//b0158//b0095//b3375//b0435//b2108//b2316//b1078//b1393//b3253//b4168//b3048//b0025//b4428//b2627//b2203//b3616//b3985//b2381//b2896//b4355//b1037//b3686//
GO_0009245_6	b4279//b0528//b0659//b0696//b0878//b1092//b4356//b1613//b1473//b1871//
GO_0009246_6	b1025//b0546//b0638//b0577//b4207//b3261//b2990//b0896//b0929//
GO_0009247_6	b1623//b0739//b3581//b0634//b0714//b0078//b1506//b3558//b2760//b3494//b3752//b1245//
GO_0009249_6	b3732//b1410//b4087//
GO_0009250_7	b2242//b2754//b2010//b2666//b3173//b0452//b1597//b3376//b1991//b1140//b2707//b2284//b4262//b1474//
GO_0009251_7	b0345//b4120//b1830//b3308//b2981//b1634//
GO_0009252_7	b4055//b0842//b3032//b4354//b0140//b0953//b1804//b1206//b3888//b0531//b4464//b1422//b0432//b0066//b4280//b3264//b1395//b2893//b2834//b4046//b3522//b0585//b2726//b2199//b1951//b0480//b2990//b2406//b1822//b1238//b2943//b0461//b4139//b2278//b1772//b0357//b4335//b0661//b1274//
GO_0009253_8	b3310//b0827//b0240//b3442//b0840//b3256//b0699//b4586//b3771//b3266//
GO_0009254_8	b0378//b0873//b2971//b0807//b4365//b4114//b0597//b0679//b1653//b1252//
GO_0009256_7	b3497//b3642//b1071//b0004//
GO_0009257_8	b4386//b2129//b4152//b1552//
GO_0009259_6	b4209//b0195//b1113//b0415//b3592//b0877//b1207//b4242//b2424//b0466//b2324//b3261//b0160//b0588//b3081//b0933//b1081//b0854//b3875//b4399//b1327//b2308//b4117//b1804//b2666//b0878//b1335//b1141//b0628//b0272//b4667//b2786//b2255//b4300//b2417//b1823//b2579//b1922//b2311//b1100//b0584//b2383//b0287//b0101//b2260//b2906//b3892//b3431//b1707//b2497//b3960//b2551//b2206//b0960//b3296//b4383//b1073//b2277//b3168//b2844//b3640//
GO_0009260_7	b0058//b0974//b3665//b3901//b2502//b0350//b4470//b0687//b3230//b3213//b1444//b3018//b1253//b3461//b1534//b2091//b1712//b0006//b1002//b2954//b3317//b2153//b3980//b1753//b2198//b1474//b2412//b3900//b1988//b3391//b4299//b2194//b1930//b2664//b0401//b3701//b1827//b0024//b1236//b1130//b0347//b0546//b3145//b0173//
GO_0009261_6	b0877//b3266//b3176//b0446//b2883//b4139//
GO_0009262_5	b2435//b4266//b3829//b3261//b4465//b4243//b3179//b0875//b4242//b0811//b3223//b2709//b3428//
GO_0009263_6	b0296//b2836//b4353//b0299//b3040//b2338//b0159//b4118//b3641//
GO_0009264_6	b0724//b0802//b3391//b2252//b4313//
GO_0009265_7	b3577//b1100//b1959//b2923//b2729//
GO_0009266_4	b0445//b3708//b2551//b4224//b1497//b4316//b3572//b0478//b2374//b1306//b4359//b2008//b2078//b4246//b0877//b2922//b2733//b3721//b0172//b3124//b3952//b2786//b0870//b0859//b0041//b0857//b2743//b3301//b1701//b2630//b4347//b2370//b3416//b1167//b1661//b0328//b3494//b2688//b3672//b1992//b1951//b0031//b2774//b0019//b0585//b3145//b0491//b3541//b2631//b3196//b0698//b1539//b2945//b3134//b2474//b0570//b3590//b0403//b3454//b3503//b1209//b1653//b3668//b3341//b2905//b0263//b4096//b4265//b3241//b2998//b3826//msrP//b4394//b0026//b4300//b0823//b2703//b2595//b4124//b0028//b4358//b0572//
GO_0009267_5	b4367//b2323//b0756//b1930//b2611//b0492//b0094//b0049//b3394//b2067//b1370//b1736//b2388//b4214//b0608//b0045//b3196//b1093//b3639//b3836//b2597//b0430//b3958//b1344//b0240//b0007//
GO_0009268_4	b2827//b4115//b4214//b1780//b4152//b1939//b3486//b3603//b0087//b4193//b4602//b2209//b2163//b0448//b0092//b2492//b0393//b1167//b4101//b2373//b3588//b0444//b1594//b2248//b1327//b3744//b2993//
GO_0009271_4	b0058//b4326//b3212//
GO_0009273_5	b2518//b4074//b1475//b1390//b1815//b3994//b1557//b3303//b2523//b1407//
GO_0009290_6	b4069//b0238//
GO_0009292_4	b2979//b3089//
GO_0009294_5	b3676//b1817//
GO_0009297_6	b2248//b2811//b1174//b2742//b0264//b2220//b2207//b1392//b0256//b0022//b4318//b0417//b2930//b1525//
GO_0009298_7	b0059//b4141//b0058//
GO_0009305_7	b4113//
GO_0009306_4	b3631//b4464//b4485//b0233//gapC//b1394//b1245//
GO_0009308_5	b0605//b4479//b3990//b2041//b4214//b3073//b1058//b4528//b2779//b3718//b3565//b3311//b1766//b0437//b1390//b0082//b3201//b1849//b3070//b1073//b1319//b1264//b1507//b0470//b1508//b2429//b2688//
GO_0009309_6	b1207//b1105//b3991//b4174//b4238//b0153//b3126//b2027//b1053//b2311//b2961//b2803//b0029//b2425//
GO_0009310_6	b0566//b3205//b2897//b4460//b3962//b3671//b4062//b2576//b2431//b1324//b2551//b2436//b0685//
GO_0009311_5	b3313//b0375//b1761//b2925//b4169//b2963//b2435//b1014//b2614//b1187//b2211//b2224//b0240//b4668//b3936//b0089//b0038//b0022//b3679//b4304//b2407//b1221//b0427//b1132//b4346//b2470//b2144//b1945//b1211//b4312//b2491//b1679//b0604//b4059//b0585//b3199//b0486//b2479//b0393//b3393//b1682//b2218//b3547//b1688//b4299//b1518//b0877//b1279//b0831//b0676//b3371//b0687//b2546//
GO_0009312_6	b4299//b0555//b2148//b3825//b3376//b0487//b2413//b0509//b0207//b3931//b0312//b4174//b2147//b3204//b0904//b0640//b0936//b0756//b3116//b1514//b0272//b1707//b0101//b1041//b4471//b3982//b0092//b1130//b3366//b4359//b2481//b0970//b4306//b0208//b3240//b1557//b0171//b0877//b4464//b2611//b2052//b1069//
GO_0009313_6	b2584//b1603//b3984//b3682//b3635//b3789//b3344//b3872//b0881//b3498//
GO_0009314_4	b1045//b0988//b2413//b2501//b3412//b3347//b1249//b3740//b3722//b2110//b1926//b1821//b0877//b2129//b3507//b2524//b0078//b4474//b4175//b1716//b3535//b0887//b4175//b0896//b1178//b2845//b4702//b1250//b1130//b2476//b0476//b2538//b4401//b1246//bioP//b4350//b2575//b2285//b3654//b2282//b2957//b3667//b0357//b3724//b0172//b2381//b2038//b0936//b1623//b4143//b4160//b1099//b3125//b4393//b2170//b2893//b4028//b3515//b1633//b0084//b0590//b4035//b1244//b3933//b3260//b1516//b0629//b3919//b3542//b3093//b1348//b2422//b4358//b2104//b2236//b2277//b0603//b3880//b1329//b1393//b0832//b0757//b2957//b0063//b4123//b0948//b1824//b0462//b0184//b1479//b0882//b1621//
GO_0009372_5	b0692//b4161//b1714//
GO_0009394_6	b1113//b2869//b1521//b0398//b0551//b2370//b1787//
GO_0009395_6	b3709//
GO_0009396_6	b1124//b0942//b1307//b3687//b2418//b2333//b0428//b0336//b4324//b0641//b2921//
GO_0009397_6	b4259//b1493//
GO_0009398_7	b0741//
GO_0009401_7	b2362//b4373//b1652//b3407//b0415//b1521//b3393//b3301//b1236//b0186//b3437//b2478//b1779//b0863//b1829//b4565//b1320//b2767//b1922//b0628//b3232//b2553//b3836//b1130//b2365//b4029//b2180//b2316//b0512//b0450//b1870//b2146//b0593//b4240//b2114//b3664//b0141//b2806//b2330//b0640//b2801//b2610//b2798//b2267//b0974//b2714//b3897//b3071//b2922//b0331//b3269//b1658//
GO_0009403_5	b0511//
GO_0009404_4	b1390//b3528//b2578//b1840//b4506//b0841//b3569//b3705//b1215//b0611//b1516//b3599//b0176//b3452//b0630//b3806//b2441//b3183//b0411//
GO_0009405_4	b0635//b3091//b3237//
GO_0009407_3	b1317//b1107//b0830//b3973//b2026//b1530//b2243//b1114//b3916//b3613//b2262//b2203//b1130//b1840//b0231//b1477//
GO_0009408_4	b1279//b3096//b2233//b1339//b2758//b1780//b0265//b3534//b2904//b1613//b1223//b4003//b2741//b0200//b2673//b0524//b3893//b0419//glsA2//b0140//b2573//b1250//b1430//b1921//b3888//b4366//b1587//b3319//b1045//b2603//hxpB//b2498//b3317//b2883//b4705//b3871//b3093//b2106//b1734//b2151//b0975//b1925//b2981//b2711//b0133//b1165//b0116//b1841//b1023//b0628//b3241//b3769//b3707//b3956//b0557//b3309//b0960//b4097//b2622//b2078//
GO_0009409_4	b0085//b2540//b1854//b4227//b0294//b2224//b2198//b0085//b0115//b0810//b3260//b3633//b1748//b4471//b0694//b1953//b1716//b0862//
GO_0009410_4	b4113//
GO_0009411_6	b2835//b4252//b1600//b3301//b2329//b2195//b1756//b0599//b0630//b1048//b0767//b2595//b4124//b1707//b3619//b2285//
GO_0009415_4	b3052//
GO_0009416_5	b4041//b1363//b1130//b3235//b0921//b1927//b1448//b3972//srkA//b2551//b1200//b0509//b2290//b2675//b1079//b3904//b3113//b0008//b2687//
GO_0009423_8	b1815//b0378//b2061//b2032//
GO_0009432_5	b1271//b1570//b3212//b4011//b0166//b2215//b0484//b1682//b3918//b1552//b1511//b3730//b3401//b3235//b3429//b0708//b0853//b2552//b0782//b3072//b0597//b0770//
GO_0009435_9	b2663//b3812//b2556//b1569//b1686//b2008//b2753//b4300//b1872//
GO_0009436_6	b3713//b0824//b2156//b0611//
GO_0009437_5	b4474//b3952//b3321//b2365//b0765//b1707//b2765//
GO_0009438_5	b3359//b3909//b0088//b4356//b2053//b2301//b2409//b3011//b4528//b3772//b2996//b1569//b2078//b1623//b3394//b3161//b1257//b4471//b3053//b4297//b4359//b3299//b0857//b0141//b4347//b2905//b2913//b4352//b3141//b0718//
GO_0009439_5	b2514//b2294//b0331//
GO_0009440_6	b0184//b3783//b3121//
GO_0009441_5	b0533//b0803//b1887//b1584//b1241//
GO_0009442_7	b0141//b0695//b2865//b0003//b4317//
GO_0009443_5	b1116//b2662//b0963//
GO_0009445_5	b3640//b3153//b2980//b0613//b2540//b2341//b3304//b3167//b0891//b2788//
GO_0009446_6	b2892//b0683//
GO_0009447_6	b1302//b0031//b4014//b2241//b2865//b1141//b3876//b1264//
GO_0009448_5	b2539//b1753//b0270//b2568//
GO_0009450_6	b2923//b1165//b3932//b3415//
GO_0009451_6	b3070//b4070//b1489//b1394//b1701//b1386//b0183//b1011//b3839//b2686//b0771//b2904//b1253//b1625//b3459//b4335//b3074//b2677//b3300//b2793//b1120//b0184//b4072//b0451//b2104//b0550//b1924//b3161//b2726//b0188//b2533//b3477//b3297//b1118//b0311//b2578//b1014//b1274//b4419//hiuH//b0620//b2253//b0997//b3605//b2174//b2952//b0878//b0621//b1660//b1815//b1192//b3452//b2350//b4323//b2684//b1633//b0947//b1606//b0232//b1343//b1749//b0085//b1656//b2294//b0513//b1961//b3526//b3669//b1440//b3727//b2669//b1342//b2159//b2493//b0918//b0168//b2105//b2545//b0178//glsA//b3998//b1104//b2962//
GO_0009453_4	b3847//
GO_0009454_5	b0896//
GO_0009593_4	b0357//b2525//
GO_0009597_5	b1652//
GO_0009605_3	b3409//b4317//b1201//b2575//b0855//b1478//b1580//b0543//b3500//b0063//b2370//b1618//b3363//b1603//b4532//b4269//b0983//b4326//b1090//b0347//b0957//b0051//b2111//b0064//b0687//b2292//gpr//b1189//b3860//b2287//b4394//b2278//b4351//b0942//b0796//b0175//b1197//b4377//b2882//b3857//b0243//b3256//b3376//b3428//b4154//b0131//b2741//b4315//b2079//b2388//b3503//b2688//b0939//b1827//b1702//b3321//b0478//b0443//b3622//b4241//b1200//b2580//b3812//b4376//b0420//b3983//b1590//b1540//b4042//b0852//b3148//b1597//b0574//b3879//b2184//b0509//b0730//
GO_0009607_3	b2219//b0398//b2320//b3735//b0040//b3143//b4189//b2696//b1282//b0098//b0817//b1317//b0614//b0439//
GO_0009615_4	b0504//b0881//b1766//b0186//b1735//b3080//b2025//b1279//b0102//b3843//b3437//b2421//b1385//b1467//
GO_0009628_3	b1832//b2558//b2213//b0191//b1564//b2289//b4041//b3225//b1620//b1613//b1734//b0577//b2842//b4063//b3925//b1186//b3834//b1951//b2282//b0438//b0153//b0447//b2469//b2533//b2631//b1593//b3282//b2354//b2670//b0870//b0680//b4312//b1114//b3463//b2903//b3904//b1281//b3771//b3094//b1277//b4524//b3351//b2199//b2335//b0314//b2564//b4478//b2926//b3105//b4362//b2584//b0113//b0337//b1274//b3196//b0685//b4415//b2297//b0578//b0070//b1478//b2276//b2616//b3738//b4554//b1407//b0641//b1204//b1304//b1926//b1739//b1015//b2477//b1182//b0197//b3832//b1987//b2412//b1088//b2536//b1247//b3432//b2429//b4154//b3770//b2264//b2865//b3136//b0418//b1360//b0969//b0602//b3034//b2904//b2697//b4317//b2991//hxpA//b1633//b2780//b1427//b3746//b2380//b2373//b1224//b3126//b0210//b3786//b0041//b0709//b2751//b0545//b0846//b1362//b1729//b1100//b1421//b2240//b3515//b3021//b2993//b3204//b4386//b0778//b2326//b3141//b4154//b3394//b2202//b3282//b4114//b3477//b0447//b4100//b1133//b3153//b2133//b3705//b0727//b4033//b0047//b3366//b0623//b0796//b1973//b2994//b4302//b2025//b2316//b1111//b2010//b2615//b0041//b0694//b2061//b0530//b0469//b4059//b3707//b1507//b0644//b0239//b1039//b1688//b2164//b0809//b1084//b3661//b3666//b2234//b0221//b4477//b1047//b1077//b3981//b3791//b0084//b3426//b2794//b3392//b3175//b1024//b4162//glsA2//b0032//b0592//b0912//b1916//b0531//b0022//b4138//b0511//b1050//b3462//b4359//b3414//b0268//b3721//b0891//b4058//b1467//b3619//b2617//b3993//b1945//b4317//b3669//arcC//b1680//b1595//b0642//b3032//b4098//b3567//b2441//b0532//b3604//b0344//b0091//b4161//b4467//b4510//b0530//b1692//b4513//b0188//b3376//b2896//b3606//b2740//
GO_0009635_4	b4474//
GO_0009636_4	b2014//b0841//b1960//b1807//b0143//b3580//b2302//b3869//b0006//b3250//b3032//b3888//b0116//b2954//b1539//b0554//b3026//b3294//b3571//b1039//b0717//b2338//b2711//b1930//b4003//b0497//b2524//b2683//b1276//b3421//b1313//
GO_0009637_6	b0167//
GO_0009651_5	b1885//b0573//b4245//b2500//b0946//b4373//
GO_0009653_3	b1296//
GO_0009696_4	b2052//
GO_0009697_5	b1224//
GO_0009698_4	b0830//
GO_0009712_6	b4112//b3878//b0688//b4255//b3477//b3640//b0622//b0708//b0982//b2739//
GO_0009713_7	b1853//b3621//b2367//b0627//b4067//b2480//b4069//b2896//b3601//
GO_0009719_3	b1302//b0076//b0195//
GO_0009730_5	b3836//
GO_0009743_5	b1113//
GO_0009785_5	b2318//
GO_0009850_4	b2938//b4354//b2161//b1557//b4243//b1125//b0254//b1222//b4232//b1535//b4335//b1390//b3572//
GO_0009852_5	b0146//b4069//b0530//b1424//b0431//b3774//b3148//b4312//b0855//b4166//b3546//b0737//b0226//
GO_0009889_5	b0328//b2545//b2757//b2022//b2105//b0138//b0096//b0329//b0847//b4097//b0065//b3928//b1970//b3990//b3953//b2125//b3301//b4389//b2755//b0211//b4111//b2924//b0462//b3399//b3011//b0367//b0585//b3522//b4637//b2523//b1415//b3707//b2042//b1676//b1769//b2788//b0573//b2800//b3029//b0296//b1621//b1499//b1422//b1220//b2667//b2828//b2518//b3601//b3363//b0860//b1970//b0813//b4114//b2925//b0110//b3735//b0189//b0474//b4094//b3615//b2741//b4192//b1917//b1812//b1956//b0806//b1079//b2193//b1078//b2622//b3651//b0512//b2712//b1533//b0226//b3895//b0430//b0028//b2143//b0070//b2907//b1338//b3209//b3070//b1511//b2361//b0710//b2282//b2399//b0817//b1715//b2297//b1293//b2670//b2744//b4136//b1013//b1450//b2661//b3702//b2483//b2770//b3219//b2424//b0734//b2517//b2199//b1745//b1859//b0949//b0167//b0341//b3816//b1807//b0783//b1896//b1812//b3179//b3318//b1912//b2843//b3744//b2276//b3639//b3743//b1655//b4000//b0394//b0047//b0377//b2287//b0410//glsA//b1737//b2704//b2451//b1544//b4172//b1857//b1075//b1891//b4421//b1917//b1693//b0073//b0774//b0316//b3370//b0256//b2478//b0281//b1703//b1740//b1611//b3357//b2512//b2922//b3935//b0296//b1039//b2416//b0070//b2243//b1696//b0661//b3724//b4136//b2026//b0357//b0812//b2277//b0740//b3499//b1250//b0418//b0382//b1071//b2628//b3021//b1045//b4350//b3390//b2563//b3671//b2208//b2998//b2409//b2296//b0722//b3442//b2276//b1873//b0062//b0680//b4088//b1854//b0628//b2105//b2378//b1753//b0421//b1506//b3871//b0102//b4249//b3676//b1474//b2716//b2724//b0264//b0465//b3116//b0830//b0592//b1007//b4375//b1638//b2417//b3986//b2960//b0721//b3364//b4201//b0699//b1072//b2211//b3734//b3391//b1448//b0160//b1264//b0941//b3732//b3163//b3408//b1775//b3149//b1633//b0512//b3131//b1860//b3287//b1697//b2733//b2798//b1112//b2133//b2109//b1539//b3929//b3717//b3366//b0195//b1008//b2741//b3857//b2687//b1118//b1782//b0687//b3371//b2829//b3305//b3225//b4705//b3393//b1874//b1124//b4322//b1497//b2075//b3403//b1301//b3783//b3476//b0323//b2015//b3225//b1658//b4316//b2362//b1590//b0718//b3347//b1477//b1247//b4394//b1045//b0088//b3390//b0637//b2078//b3889//b0939//b4178//b3994//b4019//b3376//b0208//b2548//b1858//b0742//b3788//b0141//b3147//b4682//b0007//b3943//b0930//b2138//b1207//b0486//b0945//b3607//b2955//b2246//
GO_0009890_6	b2631//b0640//b3161//b4114//b1200//b3182//b3253//b4319//b2559//b3882//b1822//b3847//b2370//b4003//b3910//b3129//b2670//b2943//b3807//b2784//b1973//b2662//b3391//b4106//b2563//b3703//b2905//b0481//b2224//b1861//b3876//b0586//b1988//b2478//b2938//b4202//b0152//b3451//b2104//b0687//b0033//b1269//b3580//b2111//b4358//b4664//b3745//b0585//b0004//b0999//b1526//b1849//b3168//b4261//b4198//b0296//b3747//b3680//b0243//b2620//b4179//b0195//b2128//b4309//b3607//b0927//b4099//b4112//b0461//b2500//b3433//b3691//b4315//b3189//b2796//b1252//b2268//b1088//b2100//b3463//b0867//b3170//b0771//b1132//b0273//b0233//b2501//b1467//b0254//b0067//b1202//b1540//b3957//b0956//b2770//b2683//b2799//b4539//b4219//b3563//b2729//b4124//b0029//b2435//b2135//b0796//b2679//b1576//b0574//b3839//b3426//b1597//b3753//b0734//b2389//b3600//b4214//b2498//b4096//b1013//b1684//
GO_0009891_6	b0794//b2751//b0657//b0597//b1225//b0478//b1634//b0414//b0969//b0854//b1781//b4356//b2323//b2669//b4166//b1252//b0346//b0179//b0587//b1013//b3351//b0651//b2905//b3910//b1466//b1783//b2480//b0040//b2470//b2526//b4172//b4483//b0589//b0675//b0007//b1298//b3166//b1050//b1078//b3519//b3092//b2774//b0441//b2904//b1621//b3730//b1554//b4100//b0155//b0877//b2606//b3652//b4464//b3082//b3636//b1926//b3572//b0355//b1253//b1649//b2125//b4239//b2493//b4378//b3597//b4238//b3703//b0504//b2365//b3943//b0197//b3313//b3725//b2615//b1642//b0397//b2631//b1493//b2417//b4421//b0440//b0557//b2965//
GO_0009892_5	b0697//b1856//b1654//b3785//b0554//b2010//b4090//b2233//b0620//b0144//b3871//b0881//b1130//b0875//b3805//b2218//b1828//b0102//topAI//b0699//b1824//b1808//b3477//b2559//b1126//b2308//b1188//b1655//b0717//b3581//b1209//b4289//b4027//b1182//b2569//b2525//b0152//b4190//b0918//b2283//b2989//b2751//b2935//b4055//b1663//b3708//b0554//b1022//b0003//b3909//b4137//b3145//b4124//b0662//b2381//b2282//b2892//b3376//b1990//b3720//b3057//b0194//b4139//b2703//b0231//b2042//b1128//b0152//b0125//b0399//b0262//b3972//b2690//b3699//b3996//b2217//b0687//b2335//b3152//b3879//b4358//b3494//b2339//b4193//b1061//b2368//b3018//b4173//b0211//b2144//b2370//b1658//b0101//b1808//b3902//b1978//b1447//b0947//b0086//b1658//b3450//b0566//b2929//b2290//b2291//b3579//b0084//b1035//b2620//b1617//b1526//b0411//b3463//b2912//b3464//b3517//b0738//b1956//b2684//b0805//b0857//b2761//b1363//b1623//b0733//b0034//b2939//b0601//b0634//b3399//b3671//b0399//b2350//b0329//b3288//b2037//b0575//b1479//b3745//b2091//b2266//b2830//b0891//b0697//b1410//b1236//
GO_0009893_5	b0708//b2742//b0854//b4100//b0221//b3889//b0065//b4365//b1714//b1257//b3364//b1871//b4149//b4377//b3984//b2844//b0200//b2838//b2760//b2427//b2367//hprS//b1891//b4161//b4071//b4297//b3060//b1407//b3279//b0341//b2126//b1961//b4120//b1234//b2697//b3731//b0093//b4035//b4398//b2048//b1688//b2161//b2728//b3793//b2808//b4391//b2424//b0829//b0047//b1743//msrP//b0139//b2603//b3170//b0491//b2354//b1424//b0844//b0911//b1363//b0699//b3080//b0245//b1265//b2405//b1489//b3343//b4032//b1300//b1536//b0254//b0657//b2285//b0211//b0639//b3481//b1733//b3580//b0947//b0186//b1218//b2927//b2683//b2789//b4372//b3153//b0730//hprR//b3450//b1275//b2438//b3528//b2913//b1128//b1040//b0767//b4004//b3650//b3631//
GO_0009894_5	b1842//b1114//b3179//b1160//b1342//b3965//b4356//b2096//b1916//b4351//b2801//b3503//b4230//b3361//
GO_0009895_6	b0779//b3870//b2417//arcC//
GO_0009896_6	b2415//b0408//b1592//
GO_0009966_5	b0076//
GO_0009968_6	b1109//
GO_0009970_6	b3652//b0677//b4460//
GO_0009972_10	b3959//
GO_0009991_4	b1855//b4528//b1415//b1748//b2170//b0121//b0254//b3430//b2617//b4361//b4193//b3738//b3543//b1703//b0823//b0983//b4358//b1176//b3699//b3956//b2517//b2015//b1205//b2277//b3128//b0577//b2414//b2745//b4113//b0756//b0683//b0136//b3590//b3093//b2057//b1729//b3883//b2500//b0260//b4054//b3416//b3049//b1763//b3659//b1592//b3222//b4618//b3126//b0101//b0962//b1329//b0168//b3543//b2268//b2808//b2933//b0534//b3729//b1606//b3386//b1539//b0798//b1896//
GO_0009992_5	b3812//b2370//b3261//b0517//
GO_0010033_4	b2157//b2683//b3828//b4153//b0191//b0478//b1290//b4095//b3180//b0796//b2009//b3301//b1732//b2140//b1594//b1303//b1778//b1041//b2125//b2777//b1166//b4118//b3247//b0401//b0675//b2995//b2971//b3481//b3684//b1040//b4062//b0138//b0739//b1165//b4125//b3549//b2287//b2076//b1557//b0729//b1158//b0958//b3421//
GO_0010035_4	b4162//b0052//b3572//b3543//b1852//b0081//b3413//b3204//b0983//b0072//b2927//b1375//b2175//b1664//b1970//b2378//b0476//b4072//b1861//b2136//b0415//b2028//b0367//b1753//b4227//b2383//b0098//b2336//b1901//b0605//b4142//b0939//b0797//b0823//b3230//b0314//b3584//b3601//b4027//b2105//b1198//b0162//b1188//b3390//b1327//b0905//b3901//b1427//b0296//glsB//b4464//b3553//b3240//b3240//b2882//b3261//b0635//b0942//b4014//b1123//b0176//b3049//b4155//b0179//b4388//b3459//b0792//b3632//b2378//b2990//b0460//b3460//b1927//b3165//b0534//b0555//
