# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	pepD//
go_0015912_8	nrfB//
go_0015914_7	dgkA//
go_0015920_7	iaaA//ligB//
go_0015937_7	thiI//rsmI//cobC//plsC//
go_0015940_6	lysC//
go_0015944_4	treA//frdA//hisB//
go_0015949_5	ynfE//menF//tsaB//aspS//torY//pncB//selA//deoB//rsmI//rimK//ycaO//yjjX//fabI//galE//gcvT//nagB//phnI//mnmG//
go_0015950_6	betB//
go_0015951_7	fadK//waaL//
go_0015968_6	
go_0015969_8	dcyD//rutC//
go_0015976_2	narH//
go_0015986_7	
go_0015990_10	rluA//alaC//
go_0016024_7	hisB//
go_0016032_5	tcdA//
go_0016036_6	glk//rlmF//
go_0016042_5	
go_0016052_5	araB//ispB//rbsK//rutB//
go_0016075_8	tyrB//
go_0016078_8	paaF//
go_0016094_6	aroE//orn//
go_0016226_5	waaL//rutC//nanK//pheS//
go_0016259_7	pgpB//
go_0016260_8	dxr//kefF//wzb//
go_0016310_6	rsmD//dapB//argH//pabB//phnG//sufS//dhaM//rlmD//umpH//garL//glyA//dgoK//codA//waaF//rlmL//waaU//tsaE//
go_0016311_6	betA//pgsA//sucD//lsrK//dkgA//rluC//mnmC//psd//argK//malZ//menF//cysQ//ycaO//ilvC//mnaT//mutM//pta//bioD//lpxH//dmsA//cysM//ttdB//puuA//azoR//speF//nrfA//waaB//trpS//miaA//clsC//ddlA//waaH//hyaA//phnM//scpB//guaC//aspS//yagE//metH//purU//
go_0016458_3	
go_0016485_6	lpxC//gcd//
go_0016540_7	pyrH//gpp//
go_0016579_7	phnM//
go_0016998_5	kdsA//
go_0017001_5	prmC//
go_0017003_8	entB//
go_0017004_7	waaJ//
go_0017013_7	
go_0017038_6	
go_0017148_8	bcsA//kbaZ//garR//ppc//rlmF//
go_0017189_7	rluE//
go_0017198_7	purD//
go_0018012_8	ppsA//
go_0018023_7	amiD//
go_0018063_8	cysE//
go_0018070_8	cpdA//argE//
go_0018104_8	dapA//lplA//guaC//valS//yjjG//
go_0018105_8	ulaF//
go_0018106_8	
go_0018108_8	tdcE//
go_0018117_8	
go_0018125_6	plsB//
go_0018131_6	rsmB//
go_0018160_8	kdgK//
go_0018206_8	nadE//
go_0018247_9	yjhG//
go_0018283_6	
go_0018298_7	pgaD//
go_0018307_7	insI-1//
go_0018315_8	malQ//
go_0018339_9	ampD//
go_0018345_8	lpxK//
go_0018364_6	menH//aroE//
go_0018378_9	
go_0018393_10	nirD//
go_0018394_9	rsmD//
go_0018410_8	garR//
go_0018909_5	katG//
go_0018937_4	dmsB//
go_0019042_6	gpmA//
go_0019068_6	
go_0019076_6	
go_0019217_7	
go_0019242_6	nfi//
go_0019243_7	mnmG//lpoB//moaD//tdk//
go_0019249_6	speA//
go_0019250_7	ldcC//
go_0019262_6	moaE//mazG//deoD//rpe//ilvA//
go_0019264_7	ulaF//
go_0019272_9	paaH//bioD//
go_0019284_7	solA//recR//
go_0019285_5	fucO//fabG//
go_0019288_6	rhaM//ghrB//curA//sufS//
go_0019290_5	
go_0019292_8	dinB//
go_0019294_6	plsC//purB//pyrH//kdgK//
go_0019299_6	rsmA//
go_0019301_7	gshB//selB//ftnA//waaJ//tehB//tdcB//dapA//
go_0019303_7	ada//amyA//
go_0019305_7	avtA//
go_0019309_7	hemH//
go_0019316_8	fadD//metB//leuC//
go_0019318_5	waaC//
go_0019323_6	pdeH//ppc//glgP//yeaE//thrS//cmoA//ubiD//
go_0019324_6	mngB//dmlA//ilvA//tmcA//miaB//
go_0019343_8	torZ//
go_0019344_7	rfaE//
go_0019346_7	ispF//
go_0019353_8	galT//paaJ//speC//eutD//
go_0019354_6	patA//
go_0019379_5	uvrA//
go_0019380_6	pphB//rsmB//
go_0019388_7	cyoE//
go_0019391_6	pyrB//
go_0019394_7	lpoB//
go_0019395_5	trpA//
go_0019404_8	truC//metL//
go_0019413_6	dcyD//pck//
go_0019419_4	codA//
go_0019427_7	napA//
go_0019430_5	folP//ruvA//sdaA//
go_0019432_7	umpH//
go_0019439_5	hinT//plsC//
go_0019447_8	hisS//
go_0019450_9	narV//
go_0019464_7	cof//hypB//fkpB//rsmD//xylB//trmO//
go_0019480_4	acpS//
go_0019509_7	
go_0019516_4	murE//rfbD//
go_0019521_6	sbcB//rfe//
go_0019542_6	feaB//
go_0019545_6	abgB//
go_0019546_9	nrfA//
go_0019563_7	gluQ//malP//arsC//
go_0019568_7	folP//codA//
go_0019569_7	birA//dkgA//ldcA//
go_0019571_8	truC//nagB//yjcS//
go_0019572_8	entA//
go_0019584_7	
go_0019588_7	uvrA//thrS//
go_0019592_8	dusB//
go_0019595_8	uxaB//
go_0019607_6	tatD//dam//
go_0019622_6	pfkA//hemG//selD//
go_0019629_7	rhaB//dusC//
go_0019632_5	lpxC//pnp//asnA//rdgB//
go_0019634_5	pldB//
go_0019645_6	gatZ//mgsA//pfkA//
go_0019646_6	gldA//umpG//dgoD//pykA//
go_0019664_6	oxc//hisA//
go_0019665_5	ilvC//
go_0019673_6	menH//
go_0019676_3	recF//
go_0019677_8	
go_0019679_7	ymdB//sucD//rffH//
go_0019686_6	waaP//
go_0019698_7	thrA//yjjX//fadE//rutC//ycaO//queG//
go_0019700_6	feaB//tehB//yjjX//fucA//
go_0019740_2	nanA//pdxH//cheR//tktB//cysC//rsmD//
go_0019752_6	
go_0019805_6	wecC//
go_0019835_3	
go_0019852_5	feaB//waaO//panD//
go_0019854_6	rsmE//rhaD//
go_0019856_7	dcyD//
go_0019858_7	der//
go_0019859_7	gldA//
go_0019877_6	gluQ//cobT//glnE//
go_0019878_9	ansB//
go_0019935_6	rutD//manA//
go_0019985_8	pyrE//yeaE//
go_0019988_7	ulaG//
go_0022417_4	psd//
go_0022610_2	ispU//
go_0022611_3	rluF//pdxJ//dhaK//
go_0022900_4	serS//pgk//
go_0022904_5	putA//icd//dam//
go_0023014_4	aspS//coaA//iaaA//
go_0030001_7	solA//purA//hyaC//
go_0030007_8	sdaA//
go_0030026_9	
go_0030091_6	hisH//wzb//ligA//cobT//
go_0030153_5	
go_0030162_7	
go_0030163_5	alkA//fes//deoD//waaC//
go_0030244_9	
go_0030258_5	nfsB//
go_0030260_7	
go_0030261_8	
go_0030307_6	
go_0030308_6	spoT//glcE//
go_0030388_5	hcaF//allB//glcD//
go_0030488_6	aroL//ynfE//alkA//rffH//bglB//bioF//argI//folX//hcaB//rsmA//
go_0030490_10	
go_0030497_7	udk//hcaC//
go_0030541_4	
go_0030573_6	sufS//
go_0030632_8	dgcM//rnpA//cobT//mog//
go_0030641_8	ydiO//dam//
go_0030643_8	
go_0030961_9	glcE//
go_0030980_7	gph//xylB//hemH//
go_0031118_8	bacA//
go_0031119_8	cobS//rsmF//frlB//otsB//dcyD//panD//
go_0031125_10	ilvN//
go_0031162_5	tauD//
go_0031167_6	nudC//rfbD//clsA//phnM//glpB//dcd//
go_0031280_6	malQ//
go_0031297_7	
go_0031342_5	
go_0031346_7	
go_0031365_7	araA//
go_0031400_8	
go_0031439_9	
go_0031460_7	gudD//nth//puuE//mrcA//ada//ulaG//
go_0031554_7	
go_0031555_8	
go_0031556_9	
go_0031564_8	ydiO//
go_0031638_7	
go_0031648_5	
go_0031669_5	
go_0031670_5	
go_0032025_6	ycaO//
go_0032026_6	epmA//
go_0032049_8	fadA//purF//waaO//
go_0032055_6	
go_0032091_6	
go_0032147_9	
go_0032150_8	
go_0032194_8	torY//
go_0032196_3	dam//
go_0032238_6	hchA//
go_0032259_3	cof//dusC//dapA//ftsI//
go_0032261_6	fadJ//
go_0032263_7	yahK//glyA//
go_0032264_7	rlmH//sdhA//
go_0032265_7	pyrB//
go_0032272_7	
go_0032297_10	
go_0032298_10	
go_0032324_6	panC//trmJ//ygjK//
go_0032329_7	aroE//pgpA//
go_0032359_7	
go_0032412_6	
go_0032413_6	
go_0032414_6	cdd//
go_0032445_10	tdcB//gltB//
go_0032462_7	entH//
go_0032466_7	
go_0032467_7	
go_0032506_4	
go_0032508_8	rrrD//mltD//gstA//feaB//
go_0032774_6	glxR//
go_0032775_6	hcaF//folC//dmsC//
go_0032781_7	
go_0032784_8	
go_0032790_6	waaC//
go_0032885_7	
go_0032951_8	
go_0032955_6	
go_0032973_7	dacD//
go_0032978_7	
go_0033014_6	tdcG//pgaB//
go_0033051_5	gdhA//
go_0033120_8	
go_0033194_5	prpB//folE//pyrB//
go_0033195_5	miaA//
go_0033212_10	nrfC//cpdA//
go_0033214_11	gmd//phnH//
go_0033228_8	phnP//mrcB//yeaG//
go_0033317_7	pdxB//alaA//fbaA//ispF//
go_0033320_6	glcB//
go_0033345_8	fcl//aroF//
go_0033353_5	fabD//
go_0033359_7	metF//cmoA//
go_0033384_6	hyaA//
go_0033388_7	valS//
go_0033477_5	cysH//
go_0033499_8	gntK//patZ//umuD//rutB//bioC//
go_0033518_6	kdsC//
go_0033539_7	mmuM//
go_0033542_7	idi//
go_0033543_8	ahpC//
go_0033567_6	
go_0033585_7	hyaB//ribB//
go_0033611_8	menI//
go_0033683_7	
go_0034194_8	dmsB//nrdD//ilvI//
go_0034195_8	btuE//
go_0034198_6	rlmC//trpE//
go_0034203_6	gloB//
go_0034204_5	uidA//clsB//
go_0034213_6	cysI//
go_0034214_7	murD//ilvH//gshB//
go_0034219_6	proB//mhpD//kbaY//purN//galE//folM//tdcB//tatD//trmA//pdxA//cueO//nrfA//dinB//ispA//aroC//treA//idi//eno//murD//gatY//yeaE//allD//paaH//mutS//rlmI//gcd//gmhB//hemH//hemD//
go_0034220_6	pdxB//rffG//ubiI//sodB//mngB//hypF//
go_0034224_6	
go_0034227_8	pdxH//
go_0034258_8	entD//
go_0034260_5	
go_0034289_7	spoT//
go_0034337_3	insI-1//
go_0034355_7	ssuE//fabZ//ogt//bioD//
go_0034401_5	
go_0034414_9	waaO//
go_0034421_8	metK//
go_0034470_8	narH//
go_0034552_7	
go_0034599_5	upp//epmC//rutB//rpiB//trmH//
go_0034605_5	nudF//mhpD//
go_0034614_6	murB//
go_0034620_6	ssuD//
go_0034628_9	alr//sodA//ubiA//gpmM//lpd//
go_0034635_6	ispF//
go_0034644_7	katG//
go_0034661_7	
go_0034775_7	rsmD//aroE//
go_0034983_9	yihV//mepS//
go_0035235_6	thiD//frmA//truA//
go_0035307_9	
go_0035335_8	pflB//ldtB//
go_0035344_8	gltX//sodA//
go_0035350_6	asnA//
go_0035429_8	rfaD//idnD//cof//cpdA//chbF//galU//
go_0035433_7	putA//
go_0035434_9	ligB//
go_0035435_9	folX//pinE//purB//malP//
go_0035442_7	idnK//sdhD//pnp//insI-2//ilvB//yjiA//lysA//
go_0035443_7	uxaA//proS//arnB//
go_0035444_9	gatD//dgcZ//murB//allC//
go_0035461_6	fadK//
go_0035524_8	dgt//
go_0035552_6	puuB//
go_0035553_6	glgX//
go_0035556_4	
go_0035600_8	kbaY//
go_0035672_6	sdaA//hisH//ispB//
go_0035725_9	malQ//hyaC//hemN//rpiA//def//
go_0035784_9	ybhA//
go_0035864_6	
go_0035873_8	hyaA//panE//
go_0035999_5	alkA//dapA//btuE//
go_0036001_7	ispA//
go_0036047_9	fucK//
go_0036049_9	rpe//
go_0036088_6	ligB//
go_0036104_6	ybcF//ttdB//
go_0036172_6	thrC//
go_0036214_3	
go_0036265_6	metC//
go_0036289_9	ligA//pcm//
go_0036448_6	nadC//uxaA//
go_0036460_5	
go_0036506_5	
go_0036525_7	
go_0038083_9	metG//hisB//
go_0040033_9	
go_0042026_4	nth//tilS//kdsD//guaB//
go_0042126_5	cysM//
go_0042128_5	
go_0042150_7	lpxT//
go_0042157_5	
go_0042158_6	yfcG//alaA//
go_0042177_7	
go_0042182_5	queA//
go_0042219_6	
go_0042245_7	gpsA//coaD//atoB//
go_0042254_5	paaH//
go_0042255_6	
go_0042274_5	speC//
go_0042304_7	
go_0042351_7	ygjK//
go_0042355_8	ansB//coaA//hemN//asnB//entC//mrcB//
go_0042371_7	dapB//
go_0042413_6	ribC//ppx//
go_0042450_7	cdsA//umuD//selD//pck//rluA//narH//
go_0042454_7	prpC//
go_0042493_4	tgt//phnM//hemN//cheB//aes//rsmH//tauD//fabG//yhdH//gloC//pyrG//nagZ//mhpB//
go_0042538_6	paaC//lgoD//allC//
go_0042542_5	ppiA//aroG//mgsA//metF//
go_0042545_5	lysC//
go_0042594_4	rlmD//tsaD//otsA//serC//
go_0042619_6	
go_0042710_4	lpxT//yccX//icd//gatD//gluQ//ascB//rbsD//selD//
go_0042732_6	lysC//
go_0042744_6	metC//araB//
go_0042759_7	cysE//
go_0042773_6	hcp//
go_0042777_8	
go_0042780_10	fucK//hisH//
go_0042817_5	tktA//
go_0042819_6	alaC//
go_0042823_6	der//acpT//azoR//mhpB//
go_0042838_6	patZ//rffG//dinB//glcD//
go_0042840_7	adhP//menH//fabG//adhE//ahr//pdxK//
go_0042843_7	hpt//idnD//
go_0042846_8	hflX//
go_0042852_9	dmlA//
go_0042867_8	clsA//
go_0042873_7	wrbA//
go_0042882_10	frdD//tmk//
go_0042884_7	rutB//puuD//phnP//
go_0042885_8	yjhH//
go_0042891_6	pabB//umuC//yeiG//narV//pfkA//cfa//adhP//
go_0042906_8	nanE//panB//metC//
go_0042908_5	etk//
go_0042914_8	lpxD//
go_0042918_6	bioD//ycaO//
go_0042919_6	
go_0042920_6	phr//
go_0042928_7	
go_0042930_7	hyaC//prpD//fabH//gpmM//cmoA//ribB//ybjG//tesB//hypF//carA//
go_0042938_8	dgcT//tdcB//tdh//
go_0042939_8	mltB//
go_0042941_8	phnN//
go_0042942_6	dgkA//lpxH//
go_0042953_6	
go_0042956_8	gadB//dxs//
go_0042968_8	rhaM//purN//yfdR//
go_0043039_6	dgoD//fkpA//fumB//
go_0043041_6	cdd//rhaM//
go_0043085_5	dhaL//epmC//gloC//
go_0043086_5	lpoA//
go_0043093_3	rhaM//gntK//ubiC//entH//
go_0043097_6	adiA//ung//
go_0043099_7	avtA//
go_0043100_6	yrfG//
go_0043102_5	dcd//
go_0043103_7	rlmE//
go_0043137_6	rne//speE//
go_0043150_8	
go_0043157_6	pdeL//
go_0043164_6	hisF//glgC//yfdR//relA//speB//azoR//fadM//
go_0043165_6	gshA//uxaA//
go_0043171_5	lysC//ascB//rutE//rfaD//ascB//
go_0043200_5	
go_0043201_6	
go_0043213_7	recO//hchA//
go_0043254_5	
go_0043335_3	pgaD//ispU//purL//phnI//rlmI//
go_0043433_5	umpH//ymdB//ispA//
go_0043442_6	mnmE//
go_0043456_6	ilvD//
go_0043462_6	ruvC//
go_0043470_6	
go_0043471_6	
go_0043488_5	bcsA//menE//rhaM//
go_0043547_7	
go_0043571_7	rsmH//
go_0043610_4	appA//ubiH//yagF//
go_0043686_7	cpsG//
go_0043687_7	tsaC//pagP//insI-1//aspA//luxS//
go_0043708_5	sdaA//
go_0043709_6	waaZ//
go_0043711_5	
go_0043952_7	
go_0043953_7	purL//
go_0044010_5	phnI//uxaB//queD//aldA//uxaC//hyi//
go_0044011_4	sodC//
go_0044036_5	galE//yfeW//ung//
go_0044038_6	gpsA//metB//
go_0044092_4	
go_0044179_5	
go_0044208_7	ynfE//
go_0044238_3	glxK//moeB//yfeX//torA//
go_0044248_4	
go_0044255_4	
go_0044262_4	bioH//metF//
go_0044273_5	nrfC//
go_0044275_5	preT//
go_0044349_6	
go_0044355_6	dacA//
go_0044532_6	
go_0044659_7	pepD//
go_0044718_6	slyD//
go_0044764_3	
go_0044780_6	rutA//
go_0044781_5	
go_0044787_5	manA//
go_0044874_7	
go_0045004_7	puuA//rlmE//wzc//
go_0045013_7	
go_0045226_7	folC//prpB//glgX//hisD//yciV//napA//
go_0045333_5	wecB//frlB//
go_0045337_6	gmhB//
go_0045454_4	sucD//hcaB//aroF//treA//asnS//arnT//nirB//
go_0045471_5	rpe//rlmL//
go_0045717_8	speE//xylA//
go_0045719_8	
go_0045723_8	
go_0045727_8	
go_0045732_7	
go_0045733_6	fruK//puuD//
go_0045819_8	
go_0045828_7	
go_0045848_5	
go_0045859_7	
go_0045861_8	
go_0045862_8	
go_0045883_5	
go_0045892_8	puuC//thrA//aroG//waaO//napA//
go_0045893_8	ulaD//mltB//
go_0045900_9	
go_0045903_5	atoB//
go_0045912_6	glgA//folX//waaP//
go_0045926_5	
go_0045936_8	
go_0045947_9	guaA//gcvH//
go_0045975_9	
go_0045990_6	
go_0046037_8	yihT//
go_0046040_8	acnB//
go_0046047_8	mcrB//
go_0046050_8	waaG//fruK//argF//
go_0046052_8	lpxC//
go_0046061_8	pabC//
go_0046076_8	aldB//
go_0046081_8	etk//nrfA//
go_0046086_6	argC//
go_0046098_7	aldB//
go_0046100_7	folD//
go_0046101_6	pfkA//aceB//
go_0046103_9	hyaC//
go_0046104_8	adhP//
go_0046115_10	ulaF//
go_0046133_8	fucO//wecB//
go_0046166_6	paaZ//
go_0046168_6	psuG//mug//
go_0046176_6	ppk//dacA//rfaE//aroC//
go_0046177_7	glpB//thrC//sdaA//rne//
go_0046181_7	rsmJ//
go_0046183_7	pdeL//pepD//aceB//
go_0046187_6	moeB//
go_0046196_5	thiH//
go_0046210_6	cheR//argF//pyrE//
go_0046214_6	spoT//
go_0046256_7	chbG//eda//
go_0046271_5	rsmG//
go_0046279_6	mnmG//
go_0046292_4	ybjG//
go_0046294_5	ilvH//iaaA//
go_0046296_6	ymdB//mhpB//hemG//
go_0046306_6	dgkA//gatZ//
go_0046323_10	glcB//
go_0046325_8	
go_0046336_6	queF//
go_0046342_8	dmlA//
go_0046348_6	hisD//dgkA//
go_0046365_5	ftnA//
go_0046392_7	preA//umuC//argD//yfaU//
go_0046397_6	
go_0046416_6	nrfB//
go_0046452_6	trmH//
go_0046459_6	lpxP//
go_0046470_5	
go_0046474_6	glk//lipA//idi//pdeH//luxS//kbaZ//
go_0046487_5	kduI//
go_0046501_6	yieF//
go_0046618_6	fadB//pfkA//fadB//ltaE//hycB//cobS//
go_0046654_7	dhaM//argI//trpA//mltB//rluF//
go_0046655_5	ispA//
go_0046656_6	cysC//gutQ//cysD//mltC//ribA//aroK//
go_0046657_6	nadB//
go_0046677_4	adhE//trmI//cdsA//eptC//ldtA//nrdF//lpxL//yhdH//alsK//mutT//hcaD//hcaF//mtgA//mngB//kdsA//mutL//rlmH//mutH//kefF//xylB//phnN//pykA//mmuM//aceB//pabA//waaP//tdcE//nagK//mltF//fcl//aldB//
go_0046685_4	pykF//mpaA//
go_0046686_6	purF//
go_0046688_6	glpX//rutE//
go_0046690_5	aspC//speE//
go_0046710_8	glmM//
go_0046718_8	rfaD//ycaO//
go_0046777_8	speE//miaB//pgsA//
go_0046834_6	udk//
go_0046835_5	cysS//malZ//add//pgsA//murA//pykA//garK//psd//btuE//abgB//uxaC//udp//aspA//speG//tdcE//purA//rsgA//glxK//waaU//preA//menI//
go_0046836_7	betB//
go_0046839_6	cpsG//
go_0046855_6	pgl//
go_0046892_8	
go_0046901_7	panE//
go_0046939_7	alkB//ilvC//aldA//gor//
go_0046942_7	waaZ//pck//patD//
go_0046944_7	asnA//
go_0047484_6	
go_0048034_6	ruvA//
go_0048255_6	
go_0048473_8	narZ//
go_0048518_4	
go_0048870_3	tadA//
go_0050427_5	lpcA//
go_0050667_6	sdhD//rluB//
go_0050779_5	ubiX//
go_0050790_4	argK//dxs//
go_0050821_5	galE//rsmA//
go_0050918_5	cysQ//rihA//
go_0050919_5	aceF//
go_0051050_5	
go_0051083_5	rsmE//
go_0051085_5	ppiC//pgaC//
go_0051090_4	ubiI//
go_0051091_5	yjcS//
go_0051131_7	
go_0051143_8	argF//
go_0051156_5	pykF//
go_0051171_5	
go_0051188_5	rfaD//
go_0051191_6	eptC//
go_0051205_6	
go_0051224_6	
go_0051252_6	
go_0051258_7	
go_0051260_7	glpX//hemF//
go_0051270_5	
go_0051271_6	orn//spoT//
go_0051274_8	
go_0051276_5	
go_0051289_8	clsA//nrfC//lpoA//nrdB//dapF//dapA//yhdJ//yjhG//waaG//aroF//ulaG//phnJ//waaY//folA//cysH//mutH//paaC//waaJ//tdcB//nrdB//ycaO//mcrB//cheR//ydiF//mepS//moaD//katE//paaF//trpC//folE//ynfH//umuD//
go_0051301_3	guaB//argB//gatD//yjcS//prpD//chbG//murA//cobB//
go_0051302_5	
go_0051304_4	betB//
go_0051338_5	
go_0051345_6	
go_0051346_6	mltB//
go_0051347_6	
go_0051349_6	
go_0051353_6	wrbA//
go_0051391_8	sad//
go_0051409_4	mtn//
go_0051410_3	iaaA//
go_0051452_10	pgaD//
go_0051453_9	relA//
go_0051454_10	uvrA//nhoA//dgt//gatY//codA//
go_0051476_7	bglX//
go_0051484_7	tyrA//
go_0051495_8	
go_0051595_6	chbG//fabI//
go_0051596_6	queG//ruvA//lysU//maa//
go_0051599_4	
go_0051603_6	mutH//entH//
go_0051604_5	hypF//phnP//frdB//
go_0051607_4	sucC//tktB//
go_0051649_4	
go_0051668_4	
go_0051692_6	ubiG//hinT//
go_0051704_2	hyi//katG//
go_0051715_4	
go_0051716_3	
go_0051726_5	
go_0051781_6	mrcA//
go_0051782_6	
go_0051977_7	
go_0051983_5	
go_0052131_6	
go_0052547_6	
go_0052653_5	
go_0052777_7	ldcA//truD//
go_0052778_6	cobU//
go_0052837_6	allC//
go_0055070_10	ldtC//
go_0055072_10	yfeW//frdD//
go_0055085_5	curA//argI//mtn//ligB//narI//glpA//hinT//add//rsmE//epmB//rffM//gloC//murC//pfkA//pyrE//paaG//accA//thiL//carB//mltD//umuD//trmH//araA//paaZ//torY//truB//cobC//paaE//pgaB//hcp//sufS//dosP//thrS//wecC//phnH//nirD//gor//accD//hcaE//epmB//pbpC//gcl//purN//ribC//argD//speF//dgkA//aphA//uxuA//pgpC//miaA//metB//alsE//nrfA//hemN//rlmG//citG//fabH//uxaC//paaA//astB//psuG//glk//torZ//gstA//mhpD//yegS//maa//mnmC//rsmA//araD//ldhA//mdh//alaA//selA//proA//paaC//ldhA//tcdA//katG//
go_0055086_4	cynS//yqjH//
go_0055114_3	gldA//xylA//cmoB//murQ//gatD//yhdJ//wzb//uxaC//trpB//ssuE//tyrB//tag//speB//hcaF//rlmJ//aspA//rsmC//ruvA//paaZ//glgB//mutM//poxB//glpB//tyrA//rnb//puuE//mltA//ymdB//puuA//cobT//wcaJ//amyA//hinT//sgbE//nanA//hisH//torA//phnN//fucA//menC//thiL//yjjX//mpaA//gudD//
go_0055129_5	azoR//ilvE//speD//
go_0055130_8	pgsA//nrdF//
go_0060003_10	yfaU//pyrF//
go_0060274_5	purF//
go_0060326_5	umpH//
go_0060566_8	
go_0060567_8	
go_0060699_8	
go_0060702_9	asnB//
go_0061077_4	yggF//murB//lpxL//yihX//hisB//
go_0061475_9	menC//
go_0061504_8	fucO//
go_0061610_5	cadA//
go_0061615_7	citE//ahpC//
go_0061720_5	gshB//hisH//nanA//
go_0065002_6	yidA//
go_0065007_2	kduD//
go_0070084_7	dapB//
go_0070178_5	ppiC//
go_0070207_8	asnB//proA//tauD//
go_0070298_8	
go_0070301_6	cmoA//tyrA//
go_0070329_5	menI//
go_0070413_7	ascB//
go_0070415_6	rffG//mutL//
go_0070417_5	clsC//
go_0070453_7	polB//
go_0070475_7	ligB//yihT//tyrA//tmcA//mnmE//yfcG//phnP//yrfG//pdxJ//yrfG//queF//selD//yagE//proB//cobB//ubiC//ndk//mutH//coaA//
go_0070476_7	curA//dinB//
go_0070482_4	nudC//
go_0070574_9	ruvC//panC//dkgA//nagZ//
go_0070581_8	
go_0070588_9	
go_0070689_6	sgbH//udp//
go_0070726_5	sgbE//add//
go_0070778_6	nrfC//gltB//
go_0070894_6	
go_0070930_7	
go_0070981_6	mdh//
go_0070989_4	acpH//
go_0071139_6	
go_0071218_6	purD//
go_0071229_5	
go_0071230_6	tyrB//
go_0071236_5	puuD//paaC//mltA//
go_0071237_6	
go_0071243_5	gudD//
go_0071248_6	
go_0071249_6	
go_0071250_6	
go_0071266_6	citG//
go_0071271_7	upp//
go_0071276_7	
go_0071280_7	moeB//
go_0071284_7	
go_0071286_7	
go_0071287_7	
go_0071288_7	trpB//lpxM//
go_0071289_7	citG//
go_0071291_6	moaA//
go_0071292_7	ampD//
go_0071294_7	rutC//
go_0071310_5	
go_0071421_9	relA//fadB//araD//
go_0071422_7	narV//wrbA//phnN//
go_0071423_8	ribB//
go_0071454_5	cysK//dgoA//
go_0071456_5	
go_0071467_5	
go_0071468_6	pbpC//katE//cysK//gor//
go_0071470_5	
go_0071474_6	gcl//folA//pagP//
go_0071500_5	galK//
go_0071502_5	
go_0071555_4	clsC//moeB//araB//hemD//guaD//fadB//dgcT//miaB//
go_0071577_9	yqaB//ligB//glcF//kdsD//aroC//cysI//
go_0071705_5	
go_0071731_5	
go_0071732_6	nth//
go_0071769_5	
go_0071805_4	gltD//poxB//ispU//rph//tdh//rpe//yfaU//pyrE//gstA//
go_0071806_6	treF//hisC//
go_0071807_8	
go_0071897_6	ubiX//waaG//add//ispB//cpdA//plsB//
go_0071915_9	agp//
go_0071932_8	ldhA//
go_0071934_6	frdA//
go_0071945_7	
go_0071951_8	lsrK//
go_0071963_4	
go_0071973_6	gcd//
go_0071977_5	
go_0071978_7	
go_0072321_6	
go_0072323_7	
go_0072344_7	ogt//pykA//
go_0072348_5	gatD//
go_0072488_7	gltD//
go_0072511_7	cmoA//
go_0072531_6	csdA//
go_0072581_9	yhdH//
go_0072714_5	
go_0075713_7	
go_0080111_4	epmC//dmsA//
go_0089705_7	
go_0089709_7	argG//waaB//
go_0090071_6	
go_0090116_7	prpB//
go_0090143_4	
go_0090305_6	gldA//dcyD//rsmA//frc//metF//mutT//fadH//rfaE//ppiC//proA//selA//yfcG//pykF//idnK//entD//paaC//rluC//recO//mhpA//kdsD//gpsA//cobU//lpxB//dhaM//narG//gadB//yagE//pphB//epmB//ulaF//caiB//bioB//pldB//gcvP//rutA//def//entH//asd//pgpB//thiE//melA//scpC//
go_0090313_8	
go_0090347_6	
go_0090352_6	
go_0090357_7	
go_0090358_8	
go_0090501_7	trmL//fabZ//waaA//cobC//ugd//ycjU//rsuA//polB//ulaF//katG//rdgB//moaA//
go_0090502_8	uxaC//apt//trpC//apt//cobS//argF//fabA//panB//dgoD//nagK//gstB//leuS//ulaG//ydiO//menF//gapA//dapA//
go_0090503_8	sbcB//dut//ruvC//aroH//deoD//ldcA//lysU//yieH//napA//
go_0090529_5	
go_0090540_10	hyaC//
go_0090549_5	
go_0090609_6	phnI//
go_0097056_7	yqhD//
go_0097264_6	sad//
go_0097304_7	ribC//
go_0097339_7	purU//
go_0097428_6	hisC//aldA//
go_0097502_4	gph//
go_0097510_7	rsuA//
go_0097533_5	
go_0097638_8	slyD//
go_0098002_8	
go_0098655_7	nrdF//pta//acpT//aroK//truD//rbn//thiH//narZ//mltF//betA//treC//sufS//rlmF//pabC//suhB//
go_0098656_7	alaS//
go_0098707_10	
go_0098708_8	fruK//narI//
go_0098710_7	nhoA//aroK//
go_0098713_8	aroG//moaA//
go_0098719_9	
go_0098732_6	hemB//
go_0098795_9	malY//
go_0098869_4	yjjX//menE//gpmA//deoD//nrfC//hemE//nfsB//mazG//rlmJ//cobC//gpmM//mutT//pgk//rsmI//tdk//
go_0099131_7	yeiG//
go_0099132_7	nanA//kefF//kdsD//leuB//paaE//eptB//icd//apt//
go_0099133_8	prpD//nagK//rihB//ldcA//lsrK//waaO//sgbH//lysA//glmU//udp//pdxA//hflX//
go_0101030_8	hemD//
go_1900190_5	phnM//
