# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	ldtE//
go_0015906_6	serB//
go_0015909_8	cdsA//
go_0015912_8	nfsB//
go_0015914_7	tdcE//
go_0015920_7	acpH//cheB//
go_0015937_7	aspS//glmU//adeD//mltC//
go_0015940_6	yihV//
go_0015944_4	pdxB//ydiB//mrdA//
go_0015949_5	pyrD//pgl//epmA//ligB//cysS//dut//rne//nudB//recR//purA//fkpA//moaA//fadH//dinB//hchA//ybjI//dxr//yqhD//
go_0015950_6	accB//
go_0015951_7	mltC//ispA//
go_0015968_6	
go_0015969_8	gloA//pgpC//
go_0015976_2	hemN//
go_0015986_7	
go_0015990_10	panB//lysC//
go_0016024_7	pgm//
go_0016032_5	psd//
go_0016036_6	ydiO//plsC//
go_0016042_5	
go_0016052_5	ispB//sdhC//aceA//recR//
go_0016075_8	lgoD//
go_0016078_8	idi//
go_0016094_6	astB//sdaA//
go_0016226_5	trpB//icd//asd//nudG//
go_0016259_7	ogt//
go_0016260_8	umuC//aldB//ilvA//
go_0016310_6	thiG//lpoA//dapA//guaA//lyxK//glcE//dapB//lpxK//thyA//polA//cynT//folC//rfbC//pbpC//ltaE//lplA//ynfF//
go_0016311_6	waaA//patD//wrbA//hemL//mhpC//scpB//gpp//hcaE//rfbC//argI//lysS//panB//fucK//surA//narG//cdsA//glgA//pgl//uvrC//fadE//nfsB//bioB//allD//fumC//bioC//tdk//pabA//atoB//hisF//caiB//hisS//tcdA//lpoB//tsaC//hypF//kdsB//bfr//ycaO//tmcA//ybcF//
go_0016458_3	
go_0016485_6	waaB//ascB//
go_0016540_7	moaD//napB//
go_0016579_7	araD//
go_0016998_5	recO//
go_0017001_5	ldtC//
go_0017003_8	add//
go_0017004_7	ynfE//
go_0017013_7	
go_0017038_6	
go_0017148_8	mak//rhaM//cysM//dgoD//tauD//
go_0017189_7	fucA//
go_0017198_7	fucK//
go_0018012_8	gatZ//
go_0018023_7	udk//
go_0018063_8	cdd//
go_0018070_8	pdeF//tesB//
go_0018104_8	ydiF//melA//argD//csdA//cobC//
go_0018105_8	fumC//
go_0018106_8	
go_0018108_8	cheB//
go_0018117_8	
go_0018125_6	ruvB//
go_0018131_6	rnpA//
go_0018160_8	alsK//
go_0018206_8	ispG//
go_0018247_9	tmk//
go_0018283_6	
go_0018298_7	rihC//
go_0018307_7	cdh//
go_0018315_8	aroA//
go_0018339_9	yeaG//
go_0018345_8	ispH//
go_0018364_6	truA//adeD//
go_0018378_9	
go_0018393_10	speF//
go_0018394_9	ubiC//
go_0018410_8	sgbE//
go_0018909_5	pgpB//
go_0018937_4	ilvN//
go_0019042_6	arsC//
go_0019068_6	
go_0019076_6	
go_0019217_7	
go_0019242_6	pdeL//
go_0019243_7	aes//sodA//tilS//uvrA//
go_0019249_6	insI-2//
go_0019250_7	carA//
go_0019262_6	cpdA//ahr//tktB//folP//mnmC//
go_0019264_7	pdxJ//
go_0019272_9	acnB//lysA//
go_0019284_7	deoC//ispH//
go_0019285_5	wcaJ//trmH//
go_0019288_6	ilvI//ppsA//xdhB//ispA//
go_0019290_5	
go_0019292_8	phoA//
go_0019294_6	ulaD//coaA//rsuA//prmC//
go_0019299_6	cobC//
go_0019301_7	murD//galK//prpC//yjiA//uxaC//rlmA//thrA//
go_0019303_7	hcaB//acnB//
go_0019305_7	alkA//
go_0019309_7	pldB//
go_0019316_8	gcvP//fkpB//ulaG//
go_0019318_5	dapD//
go_0019323_6	apaH//aldB//gcl//yccX//prmC//purB//paaH//
go_0019324_6	rnb//hmp//aroB//insI-1//cobU//
go_0019343_8	nadE//
go_0019344_7	pdxH//
go_0019346_7	entE//
go_0019353_8	tyrB//epmA//wzb//tmk//
go_0019354_6	fucO//
go_0019379_5	rfe//
go_0019380_6	azoR//carB//
go_0019388_7	mepS//
go_0019391_6	ydiB//
go_0019394_7	queG//
go_0019395_5	ssuD//
go_0019404_8	ulaG//rsmD//
go_0019413_6	cynT//kbaZ//
go_0019419_4	ssuE//
go_0019427_7	waaF//
go_0019430_5	ldtC//paaE//gadB//
go_0019432_7	yfcG//
go_0019439_5	murB//fumC//
go_0019447_8	gadA//
go_0019450_9	tmcA//
go_0019464_7	idnO//metF//rluC//ubiE//serA//ilvA//
go_0019480_4	rrrD//
go_0019509_7	
go_0019516_4	puuD//gapA//
go_0019521_6	gluQ//mhpB//
go_0019542_6	ssuD//
go_0019545_6	chbG//
go_0019546_9	rsmB//
go_0019563_7	nanK//scpB//malP//
go_0019568_7	fucK//aceA//
go_0019569_7	waaA//kdgK//thrS//
go_0019571_8	nanE//fadM//ahpC//
go_0019572_8	mdh//
go_0019584_7	
go_0019588_7	leuA//alaS//
go_0019592_8	rsmG//
go_0019595_8	ldtE//
go_0019607_6	menE//rne//
go_0019622_6	nrfA//alaA//murF//
go_0019629_7	asnA//ppsA//
go_0019632_5	abgB//thrA//truB//otsA//
go_0019634_5	yfcG//
go_0019645_6	uvrC//moaD//napA//
go_0019646_6	dinB//purF//rsmD//mutH//
go_0019664_6	scpB//speB//
go_0019665_5	alsE//
go_0019673_6	menF//
go_0019676_3	phnM//
go_0019677_8	
go_0019679_7	tauD//tnaA//gloC//
go_0019686_6	dgoD//
go_0019698_7	dmsC//pncB//yagF//pagP//oxc//rlmI//
go_0019700_6	rlmB//rnpA//etk//ubiA//
go_0019740_2	trmD//metB//tatD//phoA//cysD//lsrG//
go_0019752_6	
go_0019805_6	yfbR//
go_0019835_3	
go_0019852_5	glcD//gutQ//malS//
go_0019854_6	dut//purT//
go_0019856_7	mtgA//
go_0019858_7	ndk//
go_0019859_7	dacA//
go_0019877_6	nadD//glyS//folP//
go_0019878_9	argF//
go_0019935_6	purD//mhpA//
go_0019985_8	amiD//gstB//
go_0019988_7	dcm//
go_0022417_4	ttdA//
go_0022610_2	trmD//
go_0022611_3	trmL//yjiA//sthA//
go_0022900_4	pykF//ubiE//
go_0022904_5	tsaD//dgcT//tdcD//
go_0023014_4	ppsA//iscS//cysD//
go_0030001_7	thiE//pgaC//phnM//
go_0030007_8	leuD//
go_0030026_9	
go_0030091_6	thyA//folD//paaJ//rfbB//
go_0030153_5	
go_0030162_7	
go_0030163_5	wzb//ppsA//speC//entE//
go_0030244_9	
go_0030258_5	ispA//
go_0030260_7	
go_0030261_8	
go_0030307_6	
go_0030308_6	paaA//phnJ//
go_0030388_5	ampD//mltA//folD//
go_0030488_6	birA//aroE//epmB//dgcM//maeA//ligA//garD//ynfF//lpxM//ruvA//
go_0030490_10	
go_0030497_7	prs//glnS//
go_0030541_4	
go_0030573_6	argE//
go_0030632_8	chbF//mnmA//waaP//gmhB//
go_0030641_8	fruK//rnpA//
go_0030643_8	
go_0030961_9	hemD//
go_0030980_7	pyrD//fcl//rluE//
go_0031118_8	menE//
go_0031119_8	ychF//yagE//kdsC//entF//wcaJ//kefF//
go_0031125_10	pgm//
go_0031162_5	tmk//
go_0031167_6	mrcB//prpD//def//tgt//aldA//glcD//
go_0031280_6	gor//
go_0031297_7	
go_0031342_5	
go_0031346_7	
go_0031365_7	yfaU//
go_0031400_8	
go_0031439_9	
go_0031460_7	rutE//idi//glmU//mmuM//proS//lpd//
go_0031554_7	
go_0031555_8	
go_0031556_9	
go_0031564_8	dusC//
go_0031638_7	
go_0031648_5	
go_0031669_5	
go_0031670_5	
go_0032025_6	mhpB//
go_0032026_6	yigB//
go_0032049_8	fadE//metH//tdcB//
go_0032055_6	
go_0032091_6	
go_0032147_9	
go_0032150_8	
go_0032194_8	cyoE//
go_0032196_3	dhaM//
go_0032238_6	acs//
go_0032259_3	fruK//cysG//chbF//serS//
go_0032261_6	purT//
go_0032263_7	coaA//tynA//
go_0032264_7	tsaB//cof//
go_0032265_7	cobB//
go_0032272_7	
go_0032297_10	
go_0032298_10	
go_0032324_6	yihS//sucC//glgP//
go_0032329_7	gltB//kduI//
go_0032359_7	
go_0032412_6	
go_0032413_6	
go_0032414_6	suhB//
go_0032445_10	truA//proC//
go_0032462_7	rsmD//
go_0032466_7	
go_0032467_7	
go_0032506_4	
go_0032508_8	acs//hyaC//ldtD//caiB//
go_0032774_6	sdaB//
go_0032775_6	ispF//fruK//dnaE//
go_0032781_7	
go_0032784_8	
go_0032790_6	aspC//
go_0032885_7	
go_0032951_8	
go_0032955_6	
go_0032973_7	galM//
go_0032978_7	
go_0033014_6	luxS//lpd//
go_0033051_5	pfkA//
go_0033120_8	
go_0033194_5	gatD//ada//pncB//
go_0033195_5	psuG//
go_0033212_10	aroC//orn//
go_0033214_11	cysC//yhdH//
go_0033228_8	dinB//ybjG//menH//
go_0033317_7	aroC//mltD//def//rluE//
go_0033320_6	oxc//
go_0033345_8	pyrG//speA//
go_0033353_5	folM//
go_0033359_7	sdaA//astB//
go_0033384_6	phnH//
go_0033388_7	pnp//
go_0033477_5	trmI//
go_0033499_8	ilvB//luxS//frdC//yfaU//aceB//
go_0033518_6	eptC//
go_0033539_7	idnD//
go_0033542_7	rhaM//
go_0033543_8	citG//
go_0033567_6	
go_0033585_7	waaZ//kduD//
go_0033611_8	ldtA//
go_0033683_7	
go_0034194_8	nanE//truB//ansA//
go_0034195_8	fabA//
go_0034198_6	glgA//hcaE//
go_0034203_6	tktA//
go_0034204_5	lysA//dmsC//
go_0034213_6	ilvN//
go_0034214_7	alr//bioH//mraY//
go_0034219_6	tilS//rfbC//ppiC//iscS//pdeH//cysI//mhpD//glgB//udp//ispA//trmJ//murB//gcl//folX//pheT//lpxP//gnd//lipB//feaB//deoA//tdcG//hyaA//thyA//arsC//gshB//talB//tig//yfdR//pfkA//
go_0034220_6	dxr//ndk//ansA//def//mhpB//glnA//
go_0034224_6	
go_0034227_8	phnH//
go_0034258_8	idnO//
go_0034260_5	
go_0034289_7	pdxK//
go_0034337_3	ubiD//
go_0034355_7	lsrG//gldA//rlmA//tdcB//
go_0034401_5	
go_0034414_9	yjhH//
go_0034421_8	murI//
go_0034470_8	dxs//
go_0034552_7	
go_0034599_5	clsB//recR//yihT//recF//xthA//
go_0034605_5	fre//cysG//
go_0034614_6	cheR//
go_0034620_6	frlC//
go_0034628_9	ribC//kdsC//paaJ//accD//dsdA//
go_0034635_6	metC//
go_0034644_7	tktB//
go_0034661_7	
go_0034775_7	fadH//idnO//
go_0034983_9	gldA//fumC//
go_0035235_6	manA//rlmE//argG//
go_0035307_9	
go_0035335_8	panB//polB//
go_0035344_8	bglA//pagP//
go_0035350_6	accD//
go_0035429_8	thrB//proB//alsK//aroB//dapA//yqaB//
go_0035433_7	yeiG//
go_0035434_9	yrfG//
go_0035435_9	moeB//mnaT//nirB//dld//
go_0035442_7	dgcT//opgB//cysD//queC//menF//astC//cdsA//
go_0035443_7	argA//garK//paaG//
go_0035444_9	ilvE//speA//yciV//pck//
go_0035461_6	glmM//
go_0035524_8	uidA//
go_0035552_6	folD//
go_0035553_6	yqaB//
go_0035556_4	
go_0035600_8	ispA//
go_0035672_6	ligB//purT//metE//
go_0035725_9	ubiA//yciV//entC//bcsA//garD//
go_0035784_9	nrfB//
go_0035864_6	
go_0035873_8	panC//lpxD//
go_0035999_5	katG//roxA//fucK//
go_0036001_7	yidA//
go_0036047_9	gluQ//
go_0036049_9	pnp//
go_0036088_6	dgoK//
go_0036104_6	dhaM//gloC//
go_0036172_6	ispU//
go_0036214_3	
go_0036265_6	ulaG//
go_0036289_9	cysG//alaS//
go_0036448_6	umpG//fabH//
go_0036460_5	
go_0036506_5	
go_0036525_7	
go_0038083_9	rlmB//ribC//
go_0040033_9	
go_0042026_4	garR//asd//nadA//aroK//
go_0042126_5	argS//
go_0042128_5	
go_0042150_7	rihB//
go_0042157_5	
go_0042158_6	cysC//putA//
go_0042177_7	
go_0042182_5	gatY//
go_0042219_6	
go_0042245_7	uvrB//fadK//mtn//
go_0042254_5	epmC//
go_0042255_6	
go_0042274_5	selD//
go_0042304_7	
go_0042351_7	galM//
go_0042355_8	arnT//dam//thiD//murA//sodA//scpC//
go_0042371_7	paaE//
go_0042413_6	srlD//hyi//
go_0042450_7	tehB//glmU//rhaA//rutB//gadB//agp//
go_0042454_7	ychF//
go_0042493_4	murE//araD//purN//waaJ//fucI//ligB//hycB//pheS//gutQ//pphB//yhdJ//dsdA//dnaE//
go_0042538_6	rffM//dgoK//nth//
go_0042542_5	opgB//kdsA//nirB//rihC//
go_0042545_5	cdsA//
go_0042594_4	galM//mltA//gnd//epmA//
go_0042619_6	
go_0042710_4	acpT//gdhA//gntK//uxuA//rnd//gmk//rbn//dgoD//
go_0042732_6	glyA//
go_0042744_6	iaaA//insI-2//
go_0042759_7	gltB//
go_0042773_6	waaH//
go_0042777_8	
go_0042780_10	rutB//mnaT//
go_0042817_5	waaB//
go_0042819_6	fre//
go_0042823_6	fadJ//dhaK//ubiD//yjjG//
go_0042838_6	purF//tag//phnL//queG//
go_0042840_7	cmk//waaQ//dgoA//surA//eptA//rsmD//
go_0042843_7	dacA//glxK//
go_0042846_8	tmk//
go_0042852_9	relA//
go_0042867_8	yjiA//
go_0042873_7	amiD//
go_0042882_10	ybiV//cysE//
go_0042884_7	rlmA//fruK//fbaA//
go_0042885_8	fcl//
go_0042891_6	mtlD//rpiA//dkgA//lsrG//rhaA//guaA//gnd//
go_0042906_8	tynA//paaF//plsC//
go_0042908_5	yfcG//
go_0042914_8	galE//
go_0042918_6	epmB//entA//
go_0042919_6	
go_0042920_6	waaL//
go_0042928_7	
go_0042930_7	mtlD//allB//tehB//lpxP//folM//prs//thiM//dhaK//ribE//phnL//
go_0042938_8	idnK//ispG//bioD//
go_0042939_8	glyS//
go_0042941_8	rluF//
go_0042942_6	rlmG//yfeW//
go_0042953_6	
go_0042956_8	feaB//cfa//
go_0042968_8	yqjH//yidA//paaK//
go_0043039_6	glpB//waaY//ribA//
go_0043041_6	queA//polA//
go_0043085_5	cobU//mnmG//pck//
go_0043086_5	guaD//
go_0043093_3	narG//arnA//idnK//purL//
go_0043097_6	speA//eutD//
go_0043099_7	cmoA//
go_0043100_6	kbaY//
go_0043102_5	def//
go_0043103_7	ribE//
go_0043137_6	icd//tgt//
go_0043150_8	
go_0043157_6	rsmF//
go_0043164_6	ung//pdeF//lpcA//nrfA//prmB//rlmA//birA//
go_0043165_6	mtgA//aroD//
go_0043171_5	glmM//torA//yihT//manA//ybiV//
go_0043200_5	
go_0043201_6	
go_0043213_7	cheR//rlmD//
go_0043254_5	
go_0043335_3	pgaB//glpA//dxr//sdaA//dkgB//
go_0043433_5	lysS//pgaB//dsdA//
go_0043442_6	rrrD//
go_0043456_6	cheB//
go_0043462_6	idnK//
go_0043470_6	
go_0043471_6	
go_0043488_5	uvrC//rimK//cadA//
go_0043547_7	
go_0043571_7	paaG//
go_0043610_4	eutB//bfr//gltD//
go_0043686_7	gpp//
go_0043687_7	frlC//moeA//ddlA//narZ//leuA//
go_0043708_5	glpK//
go_0043709_6	fre//
go_0043711_5	
go_0043952_7	
go_0043953_7	gor//
go_0044010_5	hemB//folE//dmsA//waaU//hemA//wecC//
go_0044011_4	rlmE//
go_0044036_5	ispA//rihC//nrdB//
go_0044038_6	ubiD//lpoB//
go_0044092_4	
go_0044179_5	
go_0044208_7	avtA//
go_0044238_3	metF//nudC//hchA//bioA//
go_0044248_4	
go_0044255_4	
go_0044262_4	yajO//queD//
go_0044273_5	treA//
go_0044275_5	ybjG//
go_0044349_6	
go_0044355_6	betA//
go_0044532_6	
go_0044659_7	uxuA//
go_0044718_6	kdsD//
go_0044764_3	
go_0044780_6	yajO//
go_0044781_5	
go_0044787_5	atoB//
go_0044874_7	
go_0045004_7	dgoA//rlmE//uxuB//
go_0045013_7	
go_0045226_7	adeD//ruvA//lpoB//phnL//yccX//aceF//
go_0045333_5	udk//panD//
go_0045337_6	etp//
go_0045454_4	astB//yfcG//mngB//glxR//aceA//dacC//phnO//
go_0045471_5	narZ//xylB//
go_0045717_8	edd//sdhC//
go_0045719_8	
go_0045723_8	
go_0045727_8	
go_0045732_7	
go_0045733_6	napC//mnmG//
go_0045819_8	
go_0045828_7	
go_0045848_5	
go_0045859_7	
go_0045861_8	
go_0045862_8	
go_0045883_5	
go_0045892_8	rlmC//fadK//katG//mltD//gutQ//
go_0045893_8	phnI//aphA//
go_0045900_9	
go_0045903_5	cyaA//
go_0045912_6	yagE//psuG//pyrD//
go_0045926_5	
go_0045936_8	
go_0045947_9	ilvH//ribA//
go_0045975_9	
go_0045990_6	
go_0046037_8	frlB//
go_0046040_8	puuD//
go_0046047_8	apt//
go_0046050_8	coaE//bioH//galT//
go_0046052_8	lsrK//
go_0046061_8	betA//
go_0046076_8	rihC//
go_0046081_8	dnaQ//cysI//
go_0046086_6	rnpA//
go_0046098_7	hemN//
go_0046100_7	fabZ//
go_0046101_6	nanE//iaaA//
go_0046103_9	yjhG//
go_0046104_8	torC//
go_0046115_10	nudG//
go_0046133_8	citG//wzb//
go_0046166_6	metB//
go_0046168_6	sseA//opgB//
go_0046176_6	gatD//gmhB//bacA//pgpA//
go_0046177_7	ygjK//insI-1//pdxA//nanE//
go_0046181_7	udp//
go_0046183_7	valS//uvrB//mltA//
go_0046187_6	fadM//
go_0046196_5	pyrF//
go_0046210_6	waaA//ymdB//hemG//
go_0046214_6	lpxH//
go_0046256_7	trmD//speD//
go_0046271_5	dmlA//
go_0046279_6	cobB//
go_0046292_4	tyrS//
go_0046294_5	aldA//glcB//
go_0046296_6	yfdR//hemD//ppiC//
go_0046306_6	pyrE//pgaC//
go_0046323_10	glnA//
go_0046325_8	
go_0046336_6	arnB//
go_0046342_8	folE//
go_0046348_6	rsmG//trpB//
go_0046365_5	epmB//
go_0046392_7	curA//argF//iaaA//ppc//
go_0046397_6	
go_0046416_6	mutY//
go_0046452_6	yagF//
go_0046459_6	prs//
go_0046470_5	
go_0046474_6	cobB//sucB//nanK//proA//gltX//alaS//
go_0046487_5	sgbE//
go_0046501_6	rpiA//
go_0046618_6	truA//ispG//opgB//waaP//dapA//malP//
go_0046654_7	menE//gcl//insI-1//selA//lpcA//
go_0046655_5	mdh//
go_0046656_6	torC//truB//fabB//ascB//cobC//ttdB//
go_0046657_6	mtlD//
go_0046677_4	hcaD//bglB//recO//aroD//cyoE//nirD//udk//nirD//hdhA//gatZ//eda//lpxL//metH//guaB//uxaA//dmsA//aceA//appA//uxaB//trpA//aroL//paaH//nudB//yihS//acpH//acnB//gpmA//cpsB//menH//fucA//mhpD//
go_0046685_4	dld//argF//
go_0046686_6	edd//
go_0046688_6	dgcZ//murI//
go_0046690_5	astC//tilS//
go_0046710_8	gmhB//
go_0046718_8	queC//metH//
go_0046777_8	otsB//alaS//cfa//
go_0046834_6	hcaC//
go_0046835_5	ulaF//hisS//entE//pcm//dosP//pphB//queD//pdxA//ydiB//mcrB//nudG//prpD//add//sad//hyi//cmk//betA//mltA//nfi//sbcB//oxc//
go_0046836_7	ubiF//
go_0046839_6	rsmH//
go_0046855_6	folA//
go_0046892_8	
go_0046901_7	gudD//
go_0046939_7	wcaJ//patZ//alaC//ynfH//
go_0046942_7	citG//lpoB//torC//
go_0046944_7	dut//
go_0047484_6	
go_0048034_6	yjhG//
go_0048255_6	
go_0048473_8	hyaB//
go_0048518_4	
go_0048870_3	fadM//
go_0050427_5	glcE//
go_0050667_6	btuR//umuD//
go_0050779_5	tag//
go_0050790_4	yihX//wecC//
go_0050821_5	pta//nth//
go_0050918_5	rbsD//puuC//
go_0050919_5	dgoA//
go_0051050_5	
go_0051083_5	ydiO//
go_0051085_5	hemA//cysQ//
go_0051090_4	garL//
go_0051091_5	argF//
go_0051131_7	
go_0051143_8	uxaA//
go_0051156_5	dgcM//
go_0051171_5	
go_0051188_5	nirB//
go_0051191_6	ltaE//
go_0051205_6	
go_0051224_6	
go_0051252_6	
go_0051258_7	
go_0051260_7	phnI//murB//
go_0051270_5	
go_0051271_6	yciV//folE//
go_0051274_8	
go_0051276_5	
go_0051289_8	thiH//lldD//adhE//fadM//menH//bcsA//panE//abgA//gstB//ribA//entE//citG//mnmC//polB//gudD//pyrG//phnH//yqhD//fcl//lplA//otsB//ynfH//yfdR//fabG//proA//yahK//thrA//rlmA//entE//glnA//rffM//tehB//
go_0051301_3	tig//rluB//mhpD//cdsA//cadA//gstA//cadA//glpX//
go_0051302_5	
go_0051304_4	mobA//
go_0051338_5	
go_0051345_6	
go_0051346_6	rutB//
go_0051347_6	
go_0051349_6	
go_0051353_6	yagF//
go_0051391_8	lpxT//
go_0051409_4	solA//
go_0051410_3	nanK//
go_0051452_10	fadK//
go_0051453_9	kefF//
go_0051454_10	ushA//pyrF//ydiB//sufS//patA//
go_0051476_7	rihB//
go_0051484_7	alkA//
go_0051495_8	
go_0051595_6	fadK//ldtD//
go_0051596_6	ung//serC//cysK//waaS//
go_0051599_4	
go_0051603_6	lpxH//mazG//
go_0051604_5	garR//dxr//fumB//
go_0051607_4	glmM//asnS//
go_0051649_4	
go_0051668_4	
go_0051692_6	yhdH//kbaZ//
go_0051704_2	aspA//abgA//
go_0051715_4	
go_0051716_3	
go_0051726_5	
go_0051781_6	lpxM//
go_0051782_6	
go_0051977_7	
go_0051983_5	
go_0052131_6	
go_0052547_6	
go_0052653_5	
go_0052777_7	putA//maeA//
go_0052778_6	ndh//
go_0052837_6	ilvB//
go_0055070_10	glgC//
go_0055072_10	acnB//recF//
go_0055085_5	orn//pdeF//sucC//wecC//thiL//pagP//lplA//accD//yihX//hisH//apt//gcvP//tnaA//bioC//azoR//phnO//umpH//gutQ//speF//fadB//thiH//talB//ispU//accD//cueO//spoT//speC//def//gpt//fbaA//folM//umuC//dacA//guaC//dfp//allC//ung//rlmI//hcaC//allD//acpH//mnmE//dacD//guaB//patZ//mcrA//fabG//cysI//gapA//malZ//cysK//paaB//codA//nrdA//glxK//rpiB//queF//pyrH//trmO//trpC//glxR//speD//menB//trpB//pykA//hemC//alsK//cysH//tynA//rluC//dhaM//acnB//ndk//allD//pflB//mltB//ssuE//trpD//epmA//ynfH//
go_0055086_4	xapA//yqhD//
go_0055114_3	clsA//rlmJ//puuE//bioD//rsuA//rsmA//yihS//aroF//trpD//ldtA//dacA//entH//gapA//dld//ilvI//tyrA//gapA//yfeX//cysC//ynfF//rlmH//tsaC//citE//rutE//puuE//ushA//fbaA//def//rffM//dusB//bglB//trpB//fucA//rihA//mutM//dcd//folP//entE//rrrD//puuB//rlmI//glnA//rsmA//epmB//
go_0055129_5	aceA//mazG//aldB//
go_0055130_8	cobU//ilvM//
go_0060003_10	narY//etp//
go_0060274_5	pldB//
go_0060326_5	pyrG//
go_0060566_8	
go_0060567_8	
go_0060699_8	
go_0060702_9	ruvC//
go_0061077_4	tig//hyaB//folM//thrS//trpA//
go_0061475_9	allC//
go_0061504_8	pyrB//
go_0061610_5	yeiG//
go_0061615_7	gcd//mepS//
go_0061720_5	lpxH//proA//mrcB//
go_0065002_6	entE//
go_0065007_2	gltD//
go_0070084_7	yrfG//
go_0070178_5	dacD//
go_0070207_8	hemA//guaB//menF//
go_0070298_8	
go_0070301_6	ligA//dgkA//
go_0070329_5	tmcA//
go_0070413_7	gnd//
go_0070415_6	rsmH//accD//
go_0070417_5	murD//
go_0070453_7	dgoA//
go_0070475_7	uxuA//argA//hisB//kdgK//tynA//acnA//pdeH//hflX//sucD//trpE//nfi//tdcB//narZ//fumA//der//melA//hisG//curA//glgC//
go_0070476_7	ung//rsmJ//
go_0070482_4	dacD//
go_0070574_9	rbn//speF//pheS//dmsA//
go_0070581_8	
go_0070588_9	
go_0070689_6	bioF//sucD//
go_0070726_5	ubiI//cyoE//
go_0070778_6	fabD//purD//
go_0070894_6	
go_0070930_7	
go_0070981_6	pykF//
go_0070989_4	psuG//
go_0071139_6	
go_0071218_6	glcB//
go_0071229_5	
go_0071230_6	curA//
go_0071236_5	glmU//dadA//sucA//
go_0071237_6	
go_0071243_5	murA//
go_0071248_6	
go_0071249_6	
go_0071250_6	
go_0071266_6	arnA//
go_0071271_7	tpiA//
go_0071276_7	
go_0071280_7	yfdR//
go_0071284_7	
go_0071286_7	
go_0071287_7	
go_0071288_7	garR//gloC//
go_0071289_7	ftsI//
go_0071291_6	manA//
go_0071292_7	idnD//
go_0071294_7	serS//
go_0071310_5	
go_0071421_9	yhdJ//gmd//lpxB//
go_0071422_7	yjcS//wzc//tmcA//
go_0071423_8	narY//
go_0071454_5	gstA//tsaE//
go_0071456_5	
go_0071467_5	
go_0071468_6	rlmG//rihC//rbsD//narV//
go_0071470_5	
go_0071474_6	entC//sucC//acs//
go_0071500_5	allC//
go_0071502_5	
go_0071555_4	oxc//waaA//tyrA//mnmC//clsC//pykA//phnM//deoC//
go_0071577_9	argS//yigL//btuR//patZ//rlmE//murQ//
go_0071705_5	
go_0071731_5	
go_0071732_6	trpE//
go_0071769_5	
go_0071805_4	purD//dfp//rffH//nrdF//appA//speC//yieH//cobS//ilvH//
go_0071806_6	pfkA//fabD//
go_0071807_8	
go_0071897_6	amiD//pgaD//add//lsrG//dusC//panB//
go_0071915_9	murE//
go_0071932_8	rlmC//
go_0071934_6	rsmC//
go_0071945_7	
go_0071951_8	ldcA//
go_0071963_4	
go_0071973_6	rlmH//
go_0071977_5	
go_0071978_7	
go_0072321_6	
go_0072323_7	
go_0072344_7	trpA//sthA//
go_0072348_5	yciA//
go_0072488_7	dkgA//
go_0072511_7	thrB//
go_0072531_6	folD//
go_0072581_9	torC//
go_0072714_5	
go_0075713_7	
go_0080111_4	sdhD//cdd//
go_0089705_7	
go_0089709_7	mltB//tyrS//
go_0090071_6	
go_0090116_7	pdeR//
go_0090143_4	
go_0090305_6	nirD//ubiA//pgpB//phoA//araA//speF//waaJ//yihV//ligB//thiM//phr//ssuE//rsuA//otsA//dgcM//mhpC//folP//idi//purL//folA//mngB//purL//ldtD//frmA//pabA//ilvB//cobS//rnt//galM//trmA//speD//epmB//fadB//entF//dmlA//carA//moaA//ampH//lpoA//yjhH//hyaA//rffC//
go_0090313_8	
go_0090347_6	
go_0090352_6	
go_0090357_7	
go_0090358_8	
go_0090501_7	gldA//ogt//rluF//lpxC//queC//allC//frdC//fkpB//rluC//malY//pta//preA//
go_0090502_8	cmoB//ynfF//lacZ//paaA//nfi//ampD//prs//rluA//gpp//mazG//umuC//lpoA//cpsB//deoD//sad//glpB//hemF//
go_0090503_8	mhpB//ribA//yqaB//paaF//sdaA//cof//selB//paaH//nemA//
go_0090529_5	
go_0090540_10	hyi//
go_0090549_5	
go_0090609_6	mutS//
go_0097056_7	sdhD//
go_0097264_6	acpH//
go_0097304_7	torZ//
go_0097339_7	mltB//
go_0097428_6	xylB//yhdJ//
go_0097502_4	fumB//
go_0097510_7	rhaA//
go_0097533_5	
go_0097638_8	dxr//
go_0098002_8	
go_0098655_7	btuE//speA//gapA//argA//pck//hflX//pck//epmC//sufS//metL//gluQ//nagB//trmI//mutY//polB//
go_0098656_7	yfcG//
go_0098707_10	
go_0098708_8	malZ//codA//
go_0098710_7	purU//cpdA//
go_0098713_8	pck//hcp//
go_0098719_9	
go_0098732_6	yihX//
go_0098795_9	gldA//
go_0098869_4	menA//aroB//hypB//waaC//hisF//pepD//entD//ilvC//tehB//gcvT//hemB//dhaK//ilvH//mutS//tdcG//
go_0099131_7	pfkB//
go_0099132_7	tgt//prmB//dxr//fabB//argB//acnA//yhdH//arnB//
go_0099133_8	ampH//hemH//putA//hemB//lysU//sucA//sthA//rdgB//pphB//araA//fumB//xthA//
go_0101030_8	ldtE//
go_1900190_5	rluB//
go_1900191_6	
go_1900192_6	
go_1900231_6	aphA//
