# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	rph//
go_0015891_6	wzc//
go_0015906_6	dld//
go_0015909_8	yeaG//
go_0015912_8	ddlA//
go_0015914_7	mnaT//
go_0015920_7	gph//hypF//
go_0015937_7	adiA//folP//maeA//rihC//
go_0015940_6	menE//
go_0015944_4	orn//dinB//narH//
go_0015949_5	pdxH//waaO//pgl//dgcT//thrA//gpmA//aspA//lpcA//der//waaP//bioD//yjhG//glpA//speG//glgC//mtn//arnB//ligB//
go_0015950_6	ribC//
go_0015951_7	fklB//rsgA//
go_0015968_6	
go_0015969_8	hinT//edd//
go_0015976_2	citE//
go_0015986_7	
go_0015990_10	insI-2//argI//
go_0016024_7	selA//
go_0016032_5	gdhA//
go_0016036_6	trpS//speD//
go_0016042_5	
go_0016052_5	dgcT//leuB//dosP//thrC//
go_0016075_8	ilvI//
go_0016078_8	pphB//
go_0016094_6	araD//pdeF//
go_0016226_5	recO//cysM//solA//cysM//
go_0016259_7	mog//
go_0016260_8	xthA//guaC//argI//
go_0016310_6	rluB//gloA//glcB//lpxP//ribF//cdsA//yihV//rluF//araB//yjcS//yqhD//ilvC//uxuA//lysA//cdsA//hcaE//ndk//
go_0016311_6	mpaA//fadJ//pdeF//lyxK//bioD//phnP//pabC//rhaB//yihX//hpt//caiB//gabT//trmO//chbG//glgC//gadB//cobS//gstB//folD//moeB//pphB//metF//mraY//napC//rlmB//rsmB//entF//tktB//pgpB//ruvC//glcB//wcaJ//trmD//glnE//alaC//panD//sdhB//adeD//mutT//wrbA//
go_0016458_3	
go_0016485_6	fucO//gcl//
go_0016540_7	nagB//solA//
go_0016579_7	iaaA//
go_0016998_5	eutD//
go_0017001_5	xylA//
go_0017003_8	ghrB//
go_0017004_7	lysS//
go_0017013_7	
go_0017038_6	
go_0017148_8	rutB//aroB//valS//treC//cheB//
go_0017189_7	gstA//
go_0017198_7	rdgB//
go_0018012_8	sbcB//
go_0018023_7	yahK//
go_0018063_8	rnpA//
go_0018070_8	mngB//rlmB//
go_0018104_8	frmA//trmJ//acs//umuD//malQ//
go_0018105_8	pepD//
go_0018106_8	
go_0018108_8	paaB//
go_0018117_8	
go_0018125_6	rlmM//
go_0018131_6	fdhF//
go_0018160_8	ilvI//
go_0018206_8	glpK//
go_0018247_9	tdk//
go_0018283_6	
go_0018298_7	yahK//
go_0018307_7	ackA//
go_0018315_8	torC//
go_0018339_9	nanE//
go_0018345_8	mpaA//
go_0018364_6	nagZ//prpB//
go_0018378_9	
go_0018393_10	eptA//
go_0018394_9	hchA//
go_0018410_8	yeiG//
go_0018909_5	nadC//
go_0018937_4	pgpC//
go_0019042_6	entD//
go_0019068_6	
go_0019076_6	
go_0019217_7	
go_0019242_6	mutM//
go_0019243_7	mhpC//puuC//nrfA//pdeF//
go_0019249_6	rluC//
go_0019250_7	frmB//
go_0019262_6	mutH//glnE//nrfC//narG//tdcG//
go_0019264_7	mltC//
go_0019272_9	hypF//argK//
go_0019284_7	ycaO//ttdA//
go_0019285_5	gor//mltF//
go_0019288_6	fucA//pdeH//tdcB//speF//
go_0019290_5	
go_0019292_8	waaL//
go_0019294_6	ada//rbsD//hypF//kdsC//
go_0019299_6	pcm//
go_0019301_7	ushA//entA//ftnA//queD//arnT//pbpC//cobT//
go_0019303_7	murE//sdaB//
go_0019305_7	murB//
go_0019309_7	narZ//
go_0019316_8	queF//aspC//rlmJ//
go_0019318_5	purC//
go_0019323_6	uvrA//rluD//pabC//fabA//thiC//yhdJ//waaB//
go_0019324_6	glpX//pdxJ//miaB//epd//frdA//
go_0019343_8	menE//
go_0019344_7	accB//
go_0019346_7	prmC//
go_0019353_8	tpiA//nadB//leuB//gutQ//
go_0019354_6	thiM//
go_0019379_5	rlmC//
go_0019380_6	ampH//atoB//
go_0019388_7	rffT//
go_0019391_6	ldhA//
go_0019394_7	cpsB//
go_0019395_5	sufS//
go_0019404_8	lldD//alkA//
go_0019413_6	glgA//nadC//
go_0019419_4	pdxJ//
go_0019427_7	mrcB//
go_0019430_5	bioH//phnN//trpB//
go_0019432_7	cueO//
go_0019439_5	yjhH//thrB//
go_0019447_8	mngB//
go_0019450_9	malY//
go_0019464_7	entC//sgbU//coaA//phnG//lpoA//ruvB//
go_0019480_4	entD//
go_0019509_7	
go_0019516_4	garK//mhpA//
go_0019521_6	amiD//rfaD//
go_0019542_6	tyrA//
go_0019545_6	dgoD//
go_0019546_9	poxB//
go_0019563_7	yfeX//ampD//metG//
go_0019568_7	ogt//leuB//
go_0019569_7	gor//eno//lsrK//
go_0019571_8	murD//rlmD//scpB//
go_0019572_8	clsA//
go_0019584_7	
go_0019588_7	acnA//allD//
go_0019592_8	dam//
go_0019595_8	gudD//
go_0019607_6	dhaK//dxr//
go_0019622_6	gnd//kdsA//allD//
go_0019629_7	yahK//rfbB//
go_0019632_5	nrdF//insI-2//yqhD//relA//
go_0019634_5	tilS//
go_0019645_6	pyrG//waaL//kduI//
go_0019646_6	sodC//dacC//nudG//ychF//
go_0019664_6	gloC//dgoK//
go_0019665_5	yajO//
go_0019673_6	pagP//
go_0019676_3	tpiA//
go_0019677_8	
go_0019679_7	yhdH//purC//sucD//
go_0019686_6	citE//
go_0019698_7	pgaC//hemB//nadB//oxc//cheR//gltD//
go_0019700_6	torA//alsE//tdk//accC//
go_0019740_2	nudB//proS//sodB//gpp//uvrA//ppx//
go_0019752_6	
go_0019805_6	caiB//
go_0019835_3	
go_0019852_5	nudB//serA//rne//
go_0019854_6	sdaB//rlmM//
go_0019856_7	pgl//
go_0019858_7	thiM//
go_0019859_7	hyaB//
go_0019877_6	pdxJ//gntK//patZ//
go_0019878_9	hemE//
go_0019935_6	thyA//yciA//
go_0019985_8	queG//kdsB//
go_0019988_7	pyrE//
go_0022417_4	hcaB//
go_0022610_2	thiI//
go_0022611_3	yihU//mtn//uxuB//
go_0022900_4	deoD//gcl//
go_0022904_5	ruvB//argH//trmJ//
go_0023014_4	patA//cyoE//zwf//
go_0030001_7	pyrD//lysU//nagK//
go_0030007_8	dnaE//
go_0030026_9	
go_0030091_6	bglA//purL//ilvI//amyA//
go_0030153_5	
go_0030162_7	
go_0030163_5	hisI//ycaO//eptC//ndh//
go_0030244_9	
go_0030258_5	nudF//
go_0030260_7	
go_0030261_8	
go_0030307_6	
go_0030308_6	rpiB//gloA//
go_0030388_5	frdB//aroB//lsrK//
go_0030488_6	rsmG//mmuM//glnA//pyrC//bioH//mpaA//cmoB//putA//glpC//sodA//
go_0030490_10	
go_0030497_7	frdC//metC//
go_0030541_4	
go_0030573_6	cadA//
go_0030632_8	ascB//narV//pykA//cheR//
go_0030641_8	sdaA//acpT//
go_0030643_8	
go_0030961_9	mocA//
go_0030980_7	dhaL//dkgB//gor//
go_0031118_8	ulaF//
go_0031119_8	hcaD//dcd//allD//deoB//hcaF//ispU//
go_0031125_10	ansA//
go_0031162_5	torC//
go_0031167_6	glcE//aroG//pgaC//speF//tnaA//gudD//
go_0031280_6	pagP//
go_0031297_7	
go_0031342_5	
go_0031346_7	
go_0031365_7	kbaZ//
go_0031400_8	
go_0031439_9	
go_0031460_7	paaH//patD//pdxJ//ghrB//maeA//rpiB//
go_0031554_7	
go_0031555_8	
go_0031556_9	
go_0031564_8	rnd//
go_0031638_7	
go_0031648_5	
go_0031669_5	
go_0031670_5	
go_0032025_6	alr//
go_0032026_6	cysC//
go_0032049_8	lpxL//ttdA//cyaA//
go_0032055_6	
go_0032091_6	
go_0032147_9	
go_0032150_8	
go_0032194_8	hflX//
go_0032196_3	purU//
go_0032238_6	sbcB//
go_0032259_3	tag//preT//mngB//rsmH//
go_0032261_6	tktA//
go_0032263_7	recG//adeD//
go_0032264_7	pphA//gcvH//
go_0032265_7	amyA//
go_0032272_7	
go_0032297_10	
go_0032298_10	
go_0032324_6	yfdR//ycjU//panD//
go_0032329_7	citX//yfbR//
go_0032359_7	
go_0032412_6	
go_0032413_6	
go_0032414_6	fcl//
go_0032445_10	rsmI//rlmH//
go_0032462_7	metG//
go_0032466_7	
go_0032467_7	
go_0032506_4	
go_0032508_8	yigB//mltD//lysA//phnP//
go_0032774_6	waaG//
go_0032775_6	iaaA//xdhB//pyrD//
go_0032781_7	
go_0032784_8	
go_0032790_6	hisD//
go_0032885_7	
go_0032951_8	
go_0032955_6	
go_0032973_7	gcvP//
go_0032978_7	
go_0033014_6	fkpB//sucA//
go_0033051_5	hisG//
go_0033120_8	
go_0033194_5	nanE//paaJ//menE//
go_0033195_5	fdhF//
go_0033212_10	orn//rfbC//
go_0033214_11	ribB//rrrD//
go_0033228_8	paaG//nudG//argG//
go_0033317_7	gudD//panD//rlmG//nanA//
go_0033320_6	putA//
go_0033345_8	asd//leuA//
go_0033353_5	deoA//
go_0033359_7	hcaB//hemC//
go_0033384_6	pdeF//
go_0033388_7	hpt//
go_0033477_5	ubiD//
go_0033499_8	miaB//paaH//hyaC//astB//ldcC//
go_0033518_6	mog//
go_0033539_7	wzc//
go_0033542_7	cysS//
go_0033543_8	rlmC//
go_0033567_6	
go_0033585_7	gloB//lpxT//
go_0033611_8	paaA//
go_0033683_7	
go_0034194_8	ilvC//hyaC//fabB//
go_0034195_8	yajO//
go_0034198_6	fadI//ymdB//
go_0034203_6	plsB//
go_0034204_5	kdsB//accD//
go_0034213_6	lpxP//
go_0034214_7	eno//argG//gabD//
go_0034219_6	rluA//lpxK//selA//rnd//glcE//mltF//coaD//malQ//idnD//ilvI//dapB//serC//thiH//ilvH//glgC//metF//citC//puuE//rsmI//rfe//yagE//astB//rlmI//metE//rlmH//murF//pnp//uxaB//guaC//
go_0034220_6	dapD//sodA//gpmM//menI//hyaB//nadE//
go_0034224_6	
go_0034227_8	puuC//
go_0034258_8	proS//
go_0034260_5	
go_0034289_7	pyrG//
go_0034337_3	ybhA//
go_0034355_7	yidA//menC//cynS//lsrK//
go_0034401_5	
go_0034414_9	menE//
go_0034421_8	aspA//
go_0034470_8	paaZ//
go_0034552_7	
go_0034599_5	hyaC//eno//allC//cysG//mltD//
go_0034605_5	pflB//uxuA//
go_0034614_6	yjcS//
go_0034620_6	napA//
go_0034628_9	avtA//guaA//trmD//murC//cadA//
go_0034635_6	gutQ//
go_0034644_7	rsmJ//
go_0034661_7	
go_0034775_7	umpH//napA//
go_0034983_9	proS//fadH//
go_0035235_6	tpiA//cof//pheT//
go_0035307_9	
go_0035335_8	rihC//glcB//
go_0035344_8	pfkB//fabA//
go_0035350_6	mak//
go_0035429_8	paaK//waaJ//selA//ubiG//phoA//birA//
go_0035433_7	pabC//
go_0035434_9	queA//
go_0035435_9	ilvM//kduD//ribD//lysU//
go_0035442_7	serS//fre//rlmI//dgoA//pdxK//nrdF//hcp//
go_0035443_7	valS//pdxK//dhaL//
go_0035444_9	ulaD//pinE//yihU//gloC//
go_0035461_6	sodC//
go_0035524_8	kduD//
go_0035552_6	ybjG//
go_0035553_6	kdsA//
go_0035556_4	
go_0035600_8	torA//
go_0035672_6	hcp//ymdB//cysS//
go_0035725_9	puuE//speD//glmU//pgl//hisI//
go_0035784_9	idnK//
go_0035864_6	
go_0035873_8	araB//waaG//
go_0035999_5	araB//dmsB//rsmC//
go_0036001_7	ribE//
go_0036047_9	hemH//
go_0036049_9	mhpA//
go_0036088_6	rlmA//
go_0036104_6	queD//folE//
go_0036172_6	yciA//
go_0036214_3	
go_0036265_6	wecC//
go_0036289_9	cobS//mnmA//
go_0036448_6	psd//queF//
go_0036460_5	
go_0036506_5	
go_0036525_7	
go_0038083_9	glcE//ldtA//
go_0040033_9	
go_0042026_4	recF//rffT//ispB//rlmJ//
go_0042126_5	pdxA//
go_0042128_5	
go_0042150_7	sad//
go_0042157_5	
go_0042158_6	rrrD//sucD//
go_0042177_7	
go_0042182_5	pgaB//
go_0042219_6	
go_0042245_7	insI-1//thiL//hisC//
go_0042254_5	glgA//
go_0042255_6	
go_0042274_5	asnA//
go_0042304_7	
go_0042351_7	rpe//
go_0042355_8	nrfC//napC//arnB//speD//ilvI//abgB//
go_0042371_7	hyaA//
go_0042413_6	hisG//rpiA//
go_0042450_7	ligA//mltB//rutD//cpsB//ydfG//lgoD//
go_0042454_7	bcsA//
go_0042493_4	etk//lgoD//tsaE//queA//hcaB//rihA//phnN//dgkA//clsB//cyaA//dkgA//aroF//tktB//
go_0042538_6	alkA//rlmD//cyoE//
go_0042542_5	azoR//gudD//pgaD//trmJ//
go_0042545_5	polA//
go_0042594_4	fumA//folP//glcD//glgP//
go_0042619_6	
go_0042710_4	rnd//ppiA//tehB//ssuE//nanA//waaH//gmd//ppiA//
go_0042732_6	argC//
go_0042744_6	rpe//fbp//
go_0042759_7	fadK//
go_0042773_6	ampD//
go_0042777_8	
go_0042780_10	carB//clsB//
go_0042817_5	waaY//
go_0042819_6	dcyD//
go_0042823_6	lyxK//dmsC//rnd//serA//
go_0042838_6	cheB//argH//ilvC//dsdA//
go_0042840_7	pbpC//umuC//yhdH//selA//galT//nemA//
go_0042843_7	nrfC//hypF//
go_0042846_8	hemE//
go_0042852_9	rihB//
go_0042867_8	pdeH//
go_0042873_7	pheA//
go_0042882_10	ygeX//prs//
go_0042884_7	ampH//menF//gdhA//
go_0042885_8	fcl//
go_0042891_6	aceB//purN//chbF//lysC//ndh//mdh//tyrB//
go_0042906_8	ybhA//dxr//ulaD//
go_0042908_5	yihX//
go_0042914_8	nirB//
go_0042918_6	ydiF//ubiD//
go_0042919_6	
go_0042920_6	deoC//
go_0042928_7	
go_0042930_7	selB//pgsA//acpH//rlmI//gpp//aroD//speC//ymdB//yihU//yccX//
go_0042938_8	waaG//arnT//glk//
go_0042939_8	ybhA//
go_0042941_8	ndh//
go_0042942_6	ispH//dapB//
go_0042953_6	
go_0042956_8	tsaB//nudC//
go_0042968_8	phnO//dgoA//glmS//
go_0043039_6	ssuE//eptC//kbaY//
go_0043041_6	waaC//nadE//
go_0043085_5	gudD//asnA//cpsB//
go_0043086_5	xylB//
go_0043093_3	napB//bioH//accB//tcdA//
go_0043097_6	sdaB//dmsC//
go_0043099_7	glnE//
go_0043100_6	rfaE//
go_0043102_5	nrfC//
go_0043103_7	gmk//
go_0043137_6	thiM//guaD//
go_0043150_8	
go_0043157_6	hisA//
go_0043164_6	pyrD//fadM//mnmG//plsB//aspA//kbaZ//selB//
go_0043165_6	ahpC//menE//
go_0043171_5	paaA//hemD//rlmF//alsE//uxaA//
go_0043200_5	
go_0043201_6	
go_0043213_7	birA//ackA//
go_0043254_5	
go_0043335_3	gpmA//thiG//cysC//murG//purF//
go_0043433_5	gcd//hdhA//ubiC//
go_0043442_6	glnE//
go_0043456_6	rsmD//
go_0043462_6	edd//
go_0043470_6	
go_0043471_6	
go_0043488_5	glgC//phr//waaL//
go_0043547_7	
go_0043571_7	prpD//
go_0043610_4	argA//rlmE//fabD//
go_0043686_7	miaB//
go_0043687_7	deoD//pdeR//rutB//wcaJ//aroF//
go_0043708_5	ampD//
go_0043709_6	mdh//
go_0043711_5	
go_0043952_7	
go_0043953_7	cpsG//
go_0044010_5	frdA//ldtE//nanE//cobC//malP//btuR//
go_0044011_4	gltX//
go_0044036_5	arnA//fau//mltA//
go_0044038_6	recJ//bioD//
go_0044092_4	
go_0044179_5	
go_0044208_7	pgpB//
go_0044238_3	recG//lysS//nadA//menB//
go_0044248_4	
go_0044255_4	
go_0044262_4	rluD//paaH//
go_0044273_5	tcdA//
go_0044275_5	sdhC//
go_0044349_6	
go_0044355_6	asnB//
go_0044532_6	
go_0044659_7	speG//
go_0044718_6	guaB//
go_0044764_3	
go_0044780_6	alaC//
go_0044781_5	
go_0044787_5	insI-2//
go_0044874_7	
go_0045004_7	nadE//dcyD//waaL//
go_0045013_7	
go_0045226_7	galT//fkpB//opgE//araB//trmO//pdxH//
go_0045333_5	speA//rluC//
go_0045337_6	rbn//
go_0045454_4	pphA//araA//lipB//nadD//aroD//pphA//yigL//
go_0045471_5	roxA//pabA//
go_0045717_8	sdhA//glpB//
go_0045719_8	
go_0045723_8	
go_0045727_8	
go_0045732_7	
go_0045733_6	aroA//mnaT//
go_0045819_8	
go_0045828_7	
go_0045848_5	
go_0045859_7	
go_0045861_8	
go_0045862_8	
go_0045883_5	
go_0045892_8	ulaD//yeaG//cobU//rffC//nfi//
go_0045893_8	yhdJ//appA//
go_0045900_9	
go_0045903_5	aroA//
go_0045912_6	hcaB//trmJ//waaB//
go_0045926_5	
go_0045936_8	
go_0045947_9	galK//nadB//
go_0045975_9	
go_0045990_6	
go_0046037_8	xylA//
go_0046040_8	pyrD//
go_0046047_8	argG//
go_0046050_8	mog//yihS//nudF//
go_0046052_8	purU//
go_0046061_8	ydiB//
go_0046076_8	ilvN//
go_0046081_8	gcvP//rsmE//
go_0046086_6	pdeH//
go_0046098_7	dut//
go_0046100_7	tdh//
go_0046101_6	suhB//menE//
go_0046103_9	tcdA//
go_0046104_8	nagA//
go_0046115_10	entF//
go_0046133_8	nrfB//rutA//
go_0046166_6	rutE//
go_0046168_6	paaA//fabH//
go_0046176_6	ubiA//recG//paaJ//fkpA//
go_0046177_7	nrdF//epmA//pdeR//rffT//
go_0046181_7	araA//
go_0046183_7	pgaD//uvrA//umuD//
go_0046187_6	rbn//
go_0046196_5	mnmE//
go_0046210_6	uxuA//frdC//mutL//
go_0046214_6	mltB//
go_0046256_7	menF//maeA//
go_0046271_5	asnB//
go_0046279_6	yeaE//
go_0046292_4	dgcM//
go_0046294_5	proS//gabD//
go_0046296_6	lpoA//menB//dusC//
go_0046306_6	bioF//cysM//
go_0046323_10	ampD//
go_0046325_8	
go_0046336_6	ubiI//
go_0046342_8	sad//
go_0046348_6	tdk//wrbA//
go_0046365_5	frdC//
go_0046392_7	fabG//murB//ubiC//ubiE//
go_0046397_6	
go_0046416_6	hcp//
go_0046452_6	araD//
go_0046459_6	alsK//
go_0046470_5	
go_0046474_6	ldcC//srlD//rhaA//deoC//mpaA//bioC//
go_0046487_5	menD//
go_0046501_6	ldcA//
go_0046618_6	mhpA//dosP//murI//purU//appA//thrB//
go_0046654_7	mltA//ldtB//fbaA//uidA//yieF//
go_0046655_5	fadM//
go_0046656_6	gcvT//araA//frlC//apaH//rph//rutC//
go_0046657_6	fumC//
go_0046677_4	ppsA//ybjI//ygjK//paaB//dmsA//hcaF//tynA//gcd//hemG//dnaE//idnO//pnp//glcD//sucC//aroE//queG//ilvA//mtgA//rluB//hyaC//waaU//ynfE//cadA//dld//glpB//idnK//dgcM//uxaC//frlB//ubiX//atoB//
go_0046685_4	ribF//sad//
go_0046686_6	sdhB//
go_0046688_6	plsC//thiG//
go_0046690_5	nagB//glyA//
go_0046710_8	dxs//
go_0046718_8	torY//preT//
go_0046777_8	umuC//dhaK//dhaM//
go_0046834_6	cysD//
go_0046835_5	rluA//pabA//xthA//hemN//pgaB//uxaC//ftnA//torY//cynS//kbaZ//frdC//rhaB//iscS//hemC//purF//rfbC//purB//ruvB//tilS//paaH//apt//
go_0046836_7	mrdA//
go_0046839_6	hyaC//
go_0046855_6	fumC//
go_0046892_8	
go_0046901_7	polA//
go_0046939_7	patA//rpe//gdhA//ftsI//
go_0046942_7	tsaB//uxuA//plsC//
go_0046944_7	tmk//
go_0047484_6	
go_0048034_6	cpdA//
go_0048255_6	
go_0048473_8	thrB//
go_0048518_4	
go_0048870_3	mutY//
go_0050427_5	dhaM//
go_0050667_6	mhpA//torY//
go_0050779_5	dfp//
go_0050790_4	mtlD//pheT//
go_0050821_5	rne//dgoK//
go_0050918_5	ilvC//yccX//
go_0050919_5	yjiA//
go_0051050_5	
go_0051083_5	polA//
go_0051085_5	ldtD//murG//
go_0051090_4	tdcB//
go_0051091_5	malQ//
go_0051131_7	
go_0051143_8	pnp//
go_0051156_5	yccX//
go_0051171_5	
go_0051188_5	yjhH//
go_0051191_6	thiD//
go_0051205_6	
go_0051224_6	
go_0051252_6	
go_0051258_7	
go_0051260_7	gcd//citG//
go_0051270_5	
go_0051271_6	rihC//ttdB//
go_0051274_8	
go_0051276_5	
go_0051289_8	ycjU//nagB//cmk//adhE//eptC//alkB//leuD//ispG//dadA//metG//lacZ//aroF//mdh//narH//ruvC//insI-2//sdhC//accB//yidA//idnK//scpC//pldB//tesB//ubiI//gltD//cobS//phr//hisD//ubiF//ilvD//bglB//entA//
go_0051301_3	mrdA//nhoA//mhpC//betA//preT//recO//ubiE//glxK//
go_0051302_5	
go_0051304_4	feaB//
go_0051338_5	
go_0051345_6	
go_0051346_6	panD//
go_0051347_6	
go_0051349_6	
go_0051353_6	hisS//
go_0051391_8	ldhA//
go_0051409_4	dgcM//
go_0051410_3	recJ//
go_0051452_10	pdxJ//
go_0051453_9	aroA//
go_0051454_10	pfkA//chbF//tmk//guaA//dgoA//
go_0051476_7	cysI//
go_0051484_7	waaB//
go_0051495_8	
go_0051595_6	pgaD//metB//
go_0051596_6	ynfH//sad//dhaK//guaD//
go_0051599_4	
go_0051603_6	pgaD//rfe//
go_0051604_5	sufS//orn//nhoA//
go_0051607_4	frdB//ppiA//
go_0051649_4	
go_0051668_4	
go_0051692_6	thiE//tyrB//
go_0051704_2	etp//yfcF//
go_0051715_4	
go_0051716_3	
go_0051726_5	
go_0051781_6	wecC//
go_0051782_6	
go_0051977_7	
go_0051983_5	
go_0052131_6	
go_0052547_6	
go_0052653_5	
go_0052777_7	sdaA//prpB//
go_0052778_6	rlmA//
go_0052837_6	bioB//
go_0055070_10	purA//
go_0055072_10	apaH//argD//
go_0055085_5	epd//mtn//preT//phnO//dadA//ttdB//accC//murC//oxc//rlmA//eptC//asnB//waaU//frdC//purB//mocA//paaK//dfp//lipA//argE//selB//lpoA//xthA//yieF//entA//maa//nrfC//gapA//insI-2//rsmA//prpC//araD//cdsA//fcl//mutS//fadB//glyS//pdxA//lyxK//hchA//surA//tig//serB//thiG//carB//ribB//nfi//pyrE//ppsA//tilS//malQ//fadI//yieH//alsK//ispG//uvrB//rlmM//aroL//maa//ilvI//mazG//dgoD//mltD//glpK//pheA//cdsA//gmd//eutD//mutH//tnaA//yihS//kbaY//entA//nirD//nfsB//argF//ppiA//moaD//phoA//bioB//
go_0055086_4	rluB//yfcF//
go_0055114_3	alkA//yjjX//ampH//recJ//ydiF//fumC//sbcB//puuD//umpG//adhP//gstB//guaB//opgE//yjiA//rutB//nfsB//nrfD//ribD//sdhA//tdcD//pykF//rsmE//queG//accC//roxA//glxK//thiM//aceA//pyrG//aldB//avtA//alaA//tyrA//pflB//ppk//kdsC//coaD//pphA//paoC//apt//rluE//rffG//rutB//nrfB//
go_0055129_5	bioA//ribD//menE//
go_0055130_8	rsmE//ychF//
go_0060003_10	nrfA//astB//
go_0060274_5	dmlA//
go_0060326_5	rnd//
go_0060566_8	
go_0060567_8	
go_0060699_8	
go_0060702_9	guaA//
go_0061077_4	rutE//mraY//hisB//gntK//ppx//
go_0061475_9	hemC//
go_0061504_8	menA//
go_0061610_5	panE//
go_0061615_7	rfbD//pdxH//
go_0061720_5	dhaL//dgoD//mpaA//
go_0065002_6	dkgB//
go_0065007_2	yihT//
go_0070084_7	bcsA//
go_0070178_5	lacZ//
go_0070207_8	gpt//epmB//fkpB//
go_0070298_8	
go_0070301_6	mltF//sgbH//
go_0070329_5	orn//
go_0070413_7	hemA//
go_0070415_6	prs//waaY//
go_0070417_5	avtA//
go_0070453_7	hemN//
go_0070475_7	citX//waaZ//tyrS//tadA//mutL//btuR//lsrK//fabI//coaA//rluA//glmU//rsmJ//rdgB//cpsG//bioD//luxS//ndk//ttdB//recR//
go_0070476_7	bglA//dbpA//
go_0070482_4	wzc//
go_0070574_9	prmC//yahK//glk//uxaA//
go_0070581_8	
go_0070588_9	
go_0070689_6	ltaE//proS//
go_0070726_5	mtlD//ulaD//
go_0070778_6	ubiA//ispA//
go_0070894_6	
go_0070930_7	
go_0070981_6	eutB//
go_0070989_4	treC//
go_0071139_6	
go_0071218_6	argI//
go_0071229_5	
go_0071230_6	panD//
go_0071236_5	truD//yqhD//glpC//
go_0071237_6	
go_0071243_5	agp//
go_0071248_6	
go_0071249_6	
go_0071250_6	
go_0071266_6	dxr//
go_0071271_7	yghU//
go_0071276_7	
go_0071280_7	ruvB//
go_0071284_7	
go_0071286_7	
go_0071287_7	
go_0071288_7	pykA//mhpA//
go_0071289_7	rhaD//
go_0071291_6	menA//
go_0071292_7	serA//
go_0071294_7	pagP//
go_0071310_5	
go_0071421_9	dgcT//waaZ//waaQ//
go_0071422_7	lpoB//opgE//dgoD//
go_0071423_8	trpS//
go_0071454_5	dcm//mnmC//
go_0071456_5	
go_0071467_5	
go_0071468_6	apaH//pgaC//ilvN//bioD//
go_0071470_5	
go_0071474_6	eptB//yqaB//rlmI//
go_0071500_5	ybhA//
go_0071502_5	
go_0071555_4	sbcB//paaJ//pphB//rlmC//yfiC//wrbA//yrfG//rlmC//
go_0071577_9	rlmL//uvrA//gatZ//alsE//moeA//talB//
go_0071705_5	
go_0071731_5	
go_0071732_6	hcaB//
go_0071769_5	
go_0071805_4	mpaA//arsC//yciV//glmM//lipB//acnB//tehB//entA//dgkA//
go_0071806_6	nagB//fadE//
go_0071807_8	
go_0071897_6	surA//fumC//btuR//tdk//hisB//hycB//
go_0071915_9	waaC//
go_0071932_8	araB//
go_0071934_6	garD//
go_0071945_7	
go_0071951_8	pncB//
go_0071963_4	
go_0071973_6	yfbR//
go_0071977_5	
go_0071978_7	
go_0072321_6	
go_0072323_7	
go_0072344_7	phnI//paaK//
go_0072348_5	lyxK//
go_0072488_7	ldcA//
go_0072511_7	rsmG//
go_0072531_6	wzb//
go_0072581_9	waaA//
go_0072714_5	
go_0075713_7	
go_0080111_4	rsmJ//ulaE//
go_0089705_7	
go_0089709_7	nth//thiM//
go_0090071_6	
go_0090116_7	glgC//
go_0090143_4	
go_0090305_6	kduD//rimK//wzb//eda//yajO//dfp//nfi//trpB//wecC//ulaD//yagF//allB//hyi//yhdJ//spoT//aes//aceB//entH//rsmF//gpp//astC//moeB//gpt//ribE//waaB//dxs//deoD//ribE//hchA//ansB//dinB//pldB//kduD//rfbD//trpB//deoB//allC//glcB//yfdR//tdcD//phoA//psd//
go_0090313_8	
go_0090347_6	
go_0090352_6	
go_0090357_7	
go_0090358_8	
go_0090501_7	tktB//plsB//glgC//mak//gstB//dgcT//aroA//otsA//tauD//hemB//dusB//ispG//
go_0090502_8	ispF//glmS//mnaT//ruvA//polB//amyA//gcl//epmB//yjiA//nfi//dusB//gor//moaE//gpmA//tpiA//cysD//kdsA//
go_0090503_8	ubiF//preA//yihV//gloC//bioD//ybiV//caiB//rlmM//yqaB//
go_0090529_5	
go_0090540_10	fadH//
go_0090549_5	
go_0090609_6	sucA//
go_0097056_7	wecC//
go_0097264_6	dosP//
go_0097304_7	mnmG//
go_0097339_7	dut//
go_0097428_6	frdB//ogt//
go_0097502_4	pyrD//
go_0097510_7	yfcG//
go_0097533_5	
go_0097638_8	amyA//
go_0098002_8	
go_0098655_7	rluE//glxR//ribF//aceF//ldtE//entC//serC//waaS//rhaD//pheA//uidA//hinT//azoR//tehB//gpmA//
go_0098656_7	amyA//
go_0098707_10	
go_0098708_8	mobA//fadM//
go_0098710_7	leuC//apaH//
go_0098713_8	alkB//ssuD//
go_0098719_9	
go_0098732_6	aroC//
go_0098795_9	yjjX//
go_0098869_4	moaD//ilvM//argS//rluE//dacA//fucO//mocA//pabB//tktB//mltF//lpcA//rfe//ldhA//speE//yieH//
go_0099131_7	bioH//
go_0099132_7	fumC//napC//der//ftsI//bioH//fruK//cobT//mnmA//
