# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	mnmA//
go_0015906_6	ansA//
go_0015909_8	wecB//
go_0015912_8	acnA//
go_0015914_7	ahpC//
go_0015920_7	pgl//dmsB//
go_0015937_7	lpxC//menH//hcaC//hypF//
go_0015940_6	menB//
go_0015944_4	prpB//ligA//nagK//
go_0015949_5	dam//lldD//hisI//puuC//speG//ulaG//argA//solA//sodB//xdhB//ispB//speB//fucA//pabC//tesB//argC//glgX//mocA//
go_0015950_6	aroE//
go_0015951_7	menF//rffG//
go_0015968_6	
go_0015969_8	etp//entD//
go_0015976_2	hypB//
go_0015986_7	
go_0015990_10	cof//yieH//
go_0016024_7	lplA//
go_0016032_5	garK//
go_0016036_6	gloA//pldB//
go_0016042_5	
go_0016052_5	murB//dgoK//gadA//folD//
go_0016075_8	dapA//
go_0016078_8	nagZ//
go_0016094_6	ldtC//glpA//
go_0016226_5	moeB//fadD//rutC//fadI//
go_0016259_7	yihX//
go_0016260_8	nrdE//queD//ydfG//
go_0016310_6	speB//dld//argK//thiH//selD//ldtE//ansA//pheS//nadD//nadE//prmC//trmI//argI//cobS//preT//gapA//fadA//
go_0016311_6	purA//tyrB//paaB//serC//serB//lyxK//dgoD//galE//pheA//gloC//thyA//ybiV//yihU//mhpD//fau//gntK//galT//yjjX//yfaU//hcaE//ahpC//fabB//yigB//mhpB//araA//serC//rlmC//rihC//glnA//phoA//glyS//mepS//dhaK//waaA//puuB//treA//hemL//ubiE//thrS//truC//
go_0016458_3	
go_0016485_6	xthA//sgbU//
go_0016540_7	purU//menH//
go_0016579_7	waaP//
go_0016998_5	yegS//
go_0017001_5	lldD//
go_0017003_8	metF//
go_0017004_7	waaB//
go_0017013_7	
go_0017038_6	
go_0017148_8	pgpC//thrA//yhdH//eno//speE//
go_0017189_7	melA//
go_0017198_7	xylB//
go_0018012_8	pyrH//
go_0018023_7	nudB//
go_0018063_8	dxr//
go_0018070_8	gudD//prmC//
go_0018104_8	uxuB//argK//thrS//nagA//rlmM//
go_0018105_8	alaA//
go_0018106_8	
go_0018108_8	pgaC//
go_0018117_8	
go_0018125_6	entC//
go_0018131_6	trmO//
go_0018160_8	pdxK//
go_0018206_8	dgoK//
go_0018247_9	ligB//
go_0018283_6	
go_0018298_7	narZ//
go_0018307_7	codA//
go_0018315_8	dcyD//
go_0018339_9	alaS//
go_0018345_8	fau//
go_0018364_6	gstB//pgsA//
go_0018378_9	
go_0018393_10	hyi//
go_0018394_9	otsA//
go_0018410_8	glcE//
go_0018909_5	zwf//
go_0018937_4	cysS//
go_0019042_6	murB//
go_0019068_6	
go_0019076_6	
go_0019217_7	
go_0019242_6	lpxT//
go_0019243_7	mutM//fadD//curA//yieF//
go_0019249_6	fucA//
go_0019250_7	menF//
go_0019262_6	glmM//acnB//bioC//rnpA//accB//
go_0019264_7	lysC//
go_0019272_9	umpG//sucC//
go_0019284_7	dam//cdd//
go_0019285_5	dgcT//psd//
go_0019288_6	etk//alaS//dcd//ilvH//
go_0019290_5	
go_0019292_8	trpA//
go_0019294_6	sodC//ispB//nudG//rlmC//
go_0019299_6	malP//
go_0019301_7	napC//dgkA//pdeH//sgbU//ubiC//tdcE//yfcF//
go_0019303_7	betB//purU//
go_0019305_7	waaF//
go_0019309_7	pabA//
go_0019316_8	mutH//mnmC//pyrB//
go_0019318_5	mog//
go_0019323_6	mnmG//fcl//katG//puuD//moeA//surA//ugd//
go_0019324_6	purN//lpxK//purD//kduD//uxuB//
go_0019343_8	idnK//
go_0019344_7	tsaE//
go_0019346_7	folE//
go_0019353_8	argH//ftsI//mhpA//yccX//
go_0019354_6	hemC//
go_0019379_5	rrrD//
go_0019380_6	ascB//sdaB//
go_0019388_7	ackA//
go_0019391_6	speG//
go_0019394_7	ushA//
go_0019395_5	mhpC//
go_0019404_8	ung//cysG//
go_0019413_6	bglA//rhaB//
go_0019419_4	tdcG//
go_0019427_7	fbp//
go_0019430_5	cysQ//rfaE//dinB//
go_0019432_7	gudD//
go_0019439_5	wecB//cobC//
go_0019447_8	fabZ//
go_0019450_9	aroB//
go_0019464_7	glnS//entD//frmA//mltD//pheA//guaA//
go_0019480_4	dmsA//
go_0019509_7	
go_0019516_4	dxs//melA//
go_0019521_6	orn//pyrF//
go_0019542_6	dgcM//
go_0019545_6	lpd//
go_0019546_9	phoA//
go_0019563_7	coaD//paaH//asnA//
go_0019568_7	proA//citG//
go_0019569_7	dgcZ//dhaK//glgB//
go_0019571_8	dusC//alaC//lpoB//
go_0019572_8	ruvC//
go_0019584_7	
go_0019588_7	mrcB//lpcA//
go_0019592_8	guaD//
go_0019595_8	alkA//
go_0019607_6	thiE//maeA//
go_0019622_6	dcd//puuE//ydiB//
go_0019629_7	dkgB//yfbR//
go_0019632_5	gltB//maeA//trpS//fabZ//
go_0019634_5	aes//
go_0019645_6	treA//gmk//glxK//
go_0019646_6	cdd//scpB//nrfA//rffH//
go_0019664_6	dhaM//ilvN//
go_0019665_5	proA//
go_0019673_6	pphB//
go_0019676_3	waaB//
go_0019677_8	
go_0019679_7	menE//poxB//ltaE//
go_0019686_6	dcd//
go_0019698_7	gcd//ybhA//mhpA//yegS//glcF//thrS//
go_0019700_6	aldA//ttdA//asnS//nrdB//
go_0019740_2	hemD//paaG//glpA//lpoB//yihU//tdk//
go_0019752_6	
go_0019805_6	preT//
go_0019835_3	
go_0019852_5	nadA//amiD//dusB//
go_0019854_6	acs//tpiA//
go_0019856_7	narY//
go_0019858_7	treA//
go_0019859_7	yagF//
go_0019877_6	kduI//glgP//tdk//
go_0019878_9	lpxL//
go_0019935_6	ydiB//rsmG//
go_0019985_8	aes//yihU//
go_0019988_7	yajO//
go_0022417_4	hypB//
go_0022610_2	gltX//
go_0022611_3	citE//hemE//kduD//
go_0022900_4	dgcZ//alaS//
go_0022904_5	rutE//murF//glpC//
go_0023014_4	deoA//dld//speE//
go_0030001_7	pyrH//yqaB//plsC//
go_0030007_8	katE//
go_0030026_9	
go_0030091_6	treC//chbF//insI-1//ileS//
go_0030153_5	
go_0030162_7	
go_0030163_5	prs//cpdA//lipB//hisA//
go_0030244_9	
go_0030258_5	aes//
go_0030260_7	
go_0030261_8	
go_0030307_6	
go_0030308_6	rsmJ//thiE//
go_0030388_5	mmuM//pgk//speC//
go_0030488_6	aspC//cmoA//yigB//yghU//selD//gudD//murF//nudB//ttdA//nadB//
go_0030490_10	
go_0030497_7	gluQ//pdxH//
go_0030541_4	
go_0030573_6	speB//
go_0030632_8	ascB//aroG//epmC//aldA//
go_0030641_8	ilvE//dxr//
go_0030643_8	
go_0030961_9	sdhD//
go_0030980_7	coaA//pphB//uxaB//
go_0031118_8	gpsA//
go_0031119_8	gpt//ahpC//cmk//lpxD//glmM//hisA//
go_0031125_10	bcsA//
go_0031162_5	argE//
go_0031167_6	srlD//add//cdd//nrfD//hflX//kdsC//
go_0031280_6	pgpA//
go_0031297_7	
go_0031342_5	
go_0031346_7	
go_0031365_7	phnO//
go_0031400_8	
go_0031439_9	
go_0031460_7	glk//ugd//hyi//malQ//ppx//uvrB//
go_0031554_7	
go_0031555_8	
go_0031556_9	
go_0031564_8	argG//
go_0031638_7	
go_0031648_5	
go_0031669_5	
go_0031670_5	
go_0032025_6	ilvD//
go_0032026_6	hisI//
go_0032049_8	yqhD//yccX//mltA//
go_0032055_6	
go_0032091_6	
go_0032147_9	
go_0032150_8	
go_0032194_8	sucA//
go_0032196_3	tcdA//
go_0032238_6	slyD//
go_0032259_3	rsmB//aceA//mtgA//kdgK//
go_0032261_6	treA//
go_0032263_7	adhP//folC//
go_0032264_7	cueO//garR//
go_0032265_7	rhaA//
go_0032272_7	
go_0032297_10	
go_0032298_10	
go_0032324_6	tdcD//rfbB//rluC//
go_0032329_7	cadA//nrfB//
go_0032359_7	
go_0032412_6	
go_0032413_6	
go_0032414_6	lpcA//
go_0032445_10	narI//yggF//
go_0032462_7	rlmC//
go_0032466_7	
go_0032467_7	
go_0032506_4	
go_0032508_8	sdaB//appA//kdsC//thiI//
go_0032774_6	fucI//
go_0032775_6	selB//moaD//malP//
go_0032781_7	
go_0032784_8	
go_0032790_6	hisC//
go_0032885_7	
go_0032951_8	
go_0032955_6	
go_0032973_7	pyrE//
go_0032978_7	
go_0033014_6	dcm//bioD//
go_0033051_5	trpS//
go_0033120_8	
go_0033194_5	nadD//glgA//mnaT//
go_0033195_5	metF//
go_0033212_10	yfaU//yeaG//
go_0033214_11	bcsA//manA//
go_0033228_8	thiE//ybjG//murB//
go_0033317_7	frlC//guaC//murB//ppk//
go_0033320_6	gabT//
go_0033345_8	nadK//rutA//
go_0033353_5	rbn//
go_0033359_7	alr//kdsA//
go_0033384_6	ulaF//
go_0033388_7	rlmD//
go_0033477_5	ldtD//
go_0033499_8	mhpC//recF//manA//tdcD//sgbU//
go_0033518_6	yfiC//
go_0033539_7	malQ//
go_0033542_7	tag//
go_0033543_8	aroD//
go_0033567_6	
go_0033585_7	ndh//paaH//
go_0033611_8	gcvP//
go_0033683_7	
go_0034194_8	aspC//xthA//add//
go_0034195_8	chbF//
go_0034198_6	aroK//rsuA//
go_0034203_6	hisB//
go_0034204_5	dcm//fabD//
go_0034213_6	waaU//
go_0034214_7	glpX//mog//birA//
go_0034219_6	glmM//pgsA//garR//aroC//eptA//ilvI//asnA//rfaE//pgm//gltX//ispF//gldA//rbsD//idnD//deoA//ynfH//yjhG//mak//edd//hdhA//ldtB//ilvM//argC//nth//fadM//sdhC//lpd//tcdA//arnB//
go_0034220_6	ubiX//pgm//ruvC//tdcG//gstB//mtn//
go_0034224_6	
go_0034227_8	bacA//
go_0034258_8	avtA//
go_0034260_5	
go_0034289_7	glk//
go_0034337_3	purD//
go_0034355_7	apaH//ppiC//allD//paaA//
go_0034401_5	
go_0034414_9	glgB//
go_0034421_8	citC//
go_0034470_8	phnM//
go_0034552_7	
go_0034599_5	sodB//trmL//fabA//rlmI//gshB//
go_0034605_5	metK//gloC//
go_0034614_6	lipB//
go_0034620_6	fruK//
go_0034628_9	hemB//pgaC//betA//mnmC//abgA//
go_0034635_6	menE//
go_0034644_7	ulaE//
go_0034661_7	
go_0034775_7	alkB//accA//
go_0034983_9	lsrG//araB//
go_0035235_6	lpxL//rpiB//recF//
go_0035307_9	
go_0035335_8	nirD//yihX//
go_0035344_8	yjiA//lsrK//
go_0035350_6	suhB//
go_0035429_8	mtlD//argB//umpH//nanA//trmA//mhpC//
go_0035433_7	speD//
go_0035434_9	recF//
go_0035435_9	aes//hyaA//scpC//aceB//
go_0035442_7	mog//pheT//thrA//hisS//glmS//rne//ndk//
go_0035443_7	entC//frlB//pldB//
go_0035444_9	thiM//fre//deoD//cadA//
go_0035461_6	speC//
go_0035524_8	tyrB//
go_0035552_6	gph//
go_0035553_6	rffH//
go_0035556_4	
go_0035600_8	fadK//
go_0035672_6	puuB//lsrG//patD//
go_0035725_9	rpe//nudC//uvrB//rsuA//aroK//
go_0035784_9	galM//
go_0035864_6	
go_0035873_8	pyrD//tilS//
go_0035999_5	cpsB//rluA//kbaZ//
go_0036001_7	hisF//
go_0036047_9	mutY//
go_0036049_9	nrfD//
go_0036088_6	dgoD//
go_0036104_6	dmlA//mutH//
go_0036172_6	yqhD//
go_0036214_3	
go_0036265_6	ansA//
go_0036289_9	alkA//fes//
go_0036448_6	fadM//proB//
go_0036460_5	
go_0036506_5	
go_0036525_7	
go_0038083_9	dinB//wcaJ//
go_0040033_9	
go_0042026_4	prs//dadA//cynS//caiB//
go_0042126_5	pgsA//
go_0042128_5	
go_0042150_7	aspS//
go_0042157_5	
go_0042158_6	purL//rnt//
go_0042177_7	
go_0042182_5	tynA//
go_0042219_6	
go_0042245_7	ilvE//relA//rutB//
go_0042254_5	pyrC//
go_0042255_6	
go_0042274_5	tyrS//
go_0042304_7	
go_0042351_7	citE//
go_0042355_8	gpp//suhB//mngB//fabI//pykA//narI//
go_0042371_7	pyrB//
go_0042413_6	rihA//fre//
go_0042450_7	cysC//mutL//pdeR//gudD//ampH//ilvA//
go_0042454_7	waaS//
go_0042493_4	pncB//epd//fucO//metH//ruvB//mutM//relA//yqaB//cysM//argS//hcaE//kbaZ//udk//
go_0042538_6	cpdB//gcl//dacA//
go_0042542_5	torZ//pdxB//rsmI//nirD//
go_0042545_5	add//
go_0042594_4	yqhD//aroL//speA//glmU//
go_0042619_6	
go_0042710_4	fadM//trpC//serC//nudG//glgC//mgsA//sdaA//pgm//
go_0042732_6	mnmA//
go_0042744_6	def//uxuA//
go_0042759_7	tdk//
go_0042773_6	prmC//
go_0042777_8	
go_0042780_10	rutC//yggF//
go_0042817_5	bioF//
go_0042819_6	ruvA//
go_0042823_6	nfsB//leuC//dam//napA//
go_0042838_6	aroG//thiG//trmI//rpe//
go_0042840_7	alkB//acs//hypF//mhpD//paaJ//mnmA//
go_0042843_7	ulaE//dgcT//
go_0042846_8	ampH//
go_0042852_9	cdh//
go_0042867_8	rluF//
go_0042873_7	xthA//
go_0042882_10	fre//ubiF//
go_0042884_7	accA//yihT//pdxB//
go_0042885_8	nrdB//
go_0042891_6	thiG//lpxH//sad//kdsB//rlmG//dcd//ydfG//
go_0042906_8	betB//treA//nudB//
go_0042908_5	fabB//
go_0042914_8	etp//
go_0042918_6	arnB//narY//
go_0042919_6	
go_0042920_6	purU//
go_0042928_7	
go_0042930_7	gntK//waaF//rluB//pta//fadH//folC//ruvB//hemE//pfkA//guaA//
go_0042938_8	paaB//lsrK//poxB//
go_0042939_8	fadJ//
go_0042941_8	ynfF//
go_0042942_6	glgA//rbsD//
go_0042953_6	
go_0042956_8	ubiF//der//
go_0042968_8	mnmE//tyrB//gatD//
go_0043039_6	pyrE//queD//rimK//
go_0043041_6	truA//ppiC//
go_0043085_5	ttdA//astB//pdeL//
go_0043086_5	gabD//
go_0043093_3	alaC//glpD//ribE//metL//
go_0043097_6	wzb//selB//
go_0043099_7	mutT//
go_0043100_6	alaC//
go_0043102_5	mrcA//
go_0043103_7	hisB//
go_0043137_6	solA//fabI//
go_0043150_8	
go_0043157_6	dgcT//
go_0043164_6	cueO//gatY//cueO//glyS//rfbC//prs//hcaD//
go_0043165_6	aspA//serS//
go_0043171_5	mngB//putA//tatD//purD//uxaB//
go_0043200_5	
go_0043201_6	
go_0043213_7	dmsC//alaA//
go_0043254_5	
go_0043335_3	tauD//gstA//ssuE//idnK//miaA//
go_0043433_5	rpe//katE//pgsA//
go_0043442_6	rsmC//
go_0043456_6	phnL//
go_0043462_6	allC//
go_0043470_6	
go_0043471_6	
go_0043488_5	phoA//tdcB//yfaU//
go_0043547_7	
go_0043571_7	ansB//
go_0043610_4	ychF//rutE//fklB//
go_0043686_7	fumC//
go_0043687_7	lldD//murD//sdhD//pepD//glpK//
go_0043708_5	glmU//
go_0043709_6	garL//
go_0043711_5	
go_0043952_7	
go_0043953_7	hisI//
go_0044010_5	phoA//nfi//galE//gshA//mraY//argE//
go_0044011_4	ruvC//
go_0044036_5	rpe//plsB//mnmG//
go_0044038_6	rsmG//kdsA//
go_0044092_4	
go_0044179_5	
go_0044208_7	tesB//
go_0044238_3	ispB//wecC//nudB//aroK//
go_0044248_4	
go_0044255_4	
go_0044262_4	trpS//thiD//
go_0044273_5	glgX//
go_0044275_5	cysG//
go_0044349_6	
go_0044355_6	thrA//
go_0044532_6	
go_0044659_7	leuC//
go_0044718_6	serS//
go_0044764_3	
go_0044780_6	rsmE//
go_0044781_5	
go_0044787_5	zwf//
go_0044874_7	
go_0045004_7	alaC//lpxB//glcB//
go_0045013_7	
go_0045226_7	torC//mcrA//adhP//folA//pcm//sufS//
go_0045333_5	rrrD//dapF//
go_0045337_6	hinT//
go_0045454_4	mutL//rffC//pgpC//tktB//tyrS//hcp//pabA//
go_0045471_5	deoA//thrA//
go_0045717_8	arnA//purF//
go_0045719_8	
go_0045723_8	
go_0045727_8	
go_0045732_7	
go_0045733_6	glnA//mrdA//
go_0045819_8	
go_0045828_7	
go_0045848_5	
go_0045859_7	
go_0045861_8	
go_0045862_8	
go_0045883_5	
go_0045892_8	ileS//mepS//puuC//btuE//araB//
go_0045893_8	ftnA//ybjG//
go_0045900_9	
go_0045903_5	cfa//
go_0045912_6	nanK//ybjG//mocA//
go_0045926_5	
go_0045936_8	
go_0045947_9	rpiB//rlmF//
go_0045975_9	
go_0045990_6	
go_0046037_8	pabC//
go_0046040_8	tmk//
go_0046047_8	ftsI//
go_0046050_8	nrfD//katG//purL//
go_0046052_8	truA//
go_0046061_8	mug//
go_0046076_8	nagA//
go_0046081_8	accB//alaC//
go_0046086_6	mak//
go_0046098_7	phnL//
go_0046100_7	araB//
go_0046101_6	ligA//pgk//
go_0046103_9	cysK//
go_0046104_8	hemB//
go_0046115_10	rfbB//
go_0046133_8	mltB//ldtB//
go_0046166_6	idnO//
go_0046168_6	mltD//paoC//
go_0046176_6	proS//pflB//hisI//phnN//
go_0046177_7	gmk//fadA//argS//glmU//
go_0046181_7	ruvA//
go_0046183_7	ligA//hemF//prpD//
go_0046187_6	argF//
go_0046196_5	hycB//
go_0046210_6	pldB//yihU//gshB//
go_0046214_6	recO//
go_0046256_7	epd//dxr//
go_0046271_5	ubiI//
go_0046279_6	murD//
go_0046292_4	waaF//
go_0046294_5	astC//argK//
go_0046296_6	rsmJ//aceA//araD//
go_0046306_6	caiB//yigL//
go_0046323_10	mutS//
go_0046325_8	
go_0046336_6	gpmM//
go_0046342_8	clsC//
go_0046348_6	sucC//lpxT//
go_0046365_5	rluF//
go_0046392_7	tpiA//gcvT//fucO//hyaC//
go_0046397_6	
go_0046416_6	bioF//
go_0046452_6	araB//
go_0046459_6	tesB//
go_0046470_5	
go_0046474_6	prs//cmoB//deoD//waaG//rutB//murF//
go_0046487_5	mnaT//
go_0046501_6	rluF//
go_0046618_6	dgoK//poxB//fucA//tktA//hcaB//purC//
go_0046654_7	fumA//plsB//yrfG//ybjG//rlmJ//
go_0046655_5	asnA//
go_0046656_6	glmS//gpt//hemL//tpiA//mrcB//waaC//
go_0046657_6	serC//
go_0046677_4	etk//folC//leuC//alr//rlmL//purT//napB//aspC//azoR//hchA//ada//purL//astB//frdB//yihX//gpmA//yccX//rlmM//pldB//metC//purD//rihC//alr//hemL//mcrB//hisF//patA//rpiA//fadD//narZ//asnS//
go_0046685_4	pgaC//entC//
go_0046686_6	cadA//
go_0046688_6	fdhF//yeiG//
go_0046690_5	recO//tag//
go_0046710_8	bioA//
go_0046718_8	hchA//epmA//
go_0046777_8	tdcB//gatZ//prpD//
go_0046834_6	lpxD//
go_0046835_5	frmB//rimK//hcaE//ldtC//nadE//selA//gcvT//dbpA//uxuA//proB//adiA//cof//otsA//pheT//yfeW//adeD//glnE//deoB//dacD//mazG//rffT//
go_0046836_7	tdcB//
go_0046839_6	csdA//
go_0046855_6	guaB//
go_0046892_8	
go_0046901_7	putA//
go_0046939_7	fadK//folE//lysA//relA//
go_0046942_7	nrfC//apt//adhE//
go_0046944_7	lpxK//
go_0047484_6	
go_0048034_6	garD//
go_0048255_6	
go_0048473_8	kbaY//
go_0048518_4	
go_0048870_3	acs//
go_0050427_5	tyrS//
go_0050667_6	rlmL//gutQ//
go_0050779_5	deoC//
go_0050790_4	dut//galT//
go_0050821_5	rluE//glmS//
go_0050918_5	ldcC//otsB//
go_0050919_5	gcvP//
go_0051050_5	
go_0051083_5	fadD//
go_0051085_5	epmC//fabH//
go_0051090_4	gpsA//
go_0051091_5	glmS//
go_0051131_7	
go_0051143_8	phnP//
go_0051156_5	argE//
go_0051171_5	
go_0051188_5	upp//
go_0051191_6	ubiE//
go_0051205_6	
go_0051224_6	
go_0051252_6	
go_0051258_7	
go_0051260_7	murC//fabH//
go_0051270_5	
go_0051271_6	fabB//ahr//
go_0051274_8	
go_0051276_5	
go_0051289_8	poxB//nirB//gpp//ubiE//deoB//araB//pyrD//yeiG//idi//xthA//prmC//carA//fre//leuB//cadA//accC//dapB//torY//rutA//cysI//cdh//arnB//lsrG//moaA//accC//speD//rffT//yeiG//rlmB//trmL//pheA//murC//
go_0051301_3	panE//pgi//waaC//narY//lgoD//bioF//thrC//srlD//
go_0051302_5	
go_0051304_4	thiD//
go_0051338_5	
go_0051345_6	
go_0051346_6	mug//
go_0051347_6	
go_0051349_6	
go_0051353_6	napC//
go_0051391_8	pyrH//
go_0051409_4	nanA//
go_0051410_3	pabC//
go_0051452_10	ispH//
go_0051453_9	guaD//
go_0051454_10	fadM//cobS//purB//murG//pheA//
go_0051476_7	mutY//
go_0051484_7	pncB//
go_0051495_8	
go_0051595_6	lpxK//murE//
go_0051596_6	ubiX//metF//pphA//hcaE//
go_0051599_4	
go_0051603_6	dbpA//dapF//
go_0051604_5	cadA//ldtC//dfp//
go_0051607_4	uvrB//hyaC//
go_0051649_4	
go_0051668_4	
go_0051692_6	uxaB//trmA//
go_0051704_2	otsB//dxs//
go_0051715_4	
go_0051716_3	
go_0051726_5	
go_0051781_6	bacA//
go_0051782_6	
go_0051977_7	
go_0051983_5	
go_0052131_6	
go_0052547_6	
go_0052653_5	
go_0052777_7	fumC//gor//
go_0052778_6	rffC//
go_0052837_6	yhdJ//
go_0055070_10	puuE//
go_0055072_10	fucI//narG//
go_0055085_5	mak//ycjU//folP//sseA//astC//insI-1//aroF//pdxJ//mnmG//ynfE//mnaT//feaB//cysE//cobC//thiD//argF//glpD//frlC//ubiG//argG//rne//hcaE//folD//tmk//nadK//ygeX//trpB//galE//cysG//metG//edd//yqhD//glpA//trmI//sdhA//betA//abgB//tatD//pdxA//rluF//prs//cobB//speB//rlmJ//sucA//rhaA//frmB//alkA//ispU//cysI//gnd//talB//hemN//thiG//sdaA//frlC//feaB//sucC//yeaG//cdh//paaH//citE//mutL//serB//avtA//nadD//yjhG//moaD//ilvE//lpxD//cobU//slt//galE//gmk//dmlA//apt//fklB//mocA//rutD//lpxB//
go_0055086_4	recF//ynfE//
go_0055114_3	hisF//lpd//lsrK//entB//ung//citX//allD//adhP//queF//nudC//kdsB//glmS//melA//aspA//frc//pncB//slyD//ftnA//acnB//dapA//yrfG//amyA//yciA//cueO//tsaC//pldB//xylA//bioC//yfaU//fabH//glnS//umpG//metG//carA//hisF//fumC//leuC//gudD//argD//rsmG//hcaC//tsaC//lpxM//waaS//
go_0055129_5	lpcA//nhoA//ssuE//
go_0055130_8	slyD//hemH//
go_0060003_10	edd//lldD//
go_0060274_5	lysU//
go_0060326_5	nudC//
go_0060566_8	
go_0060567_8	
go_0060699_8	
go_0060702_9	ansA//
go_0061077_4	mnaT//luxS//rdgB//guaC//icd//
go_0061475_9	preT//
go_0061504_8	tig//
go_0061610_5	coaE//
go_0061615_7	hisD//glyA//
go_0061720_5	sufS//yfcF//pcm//
go_0065002_6	idnK//
go_0065007_2	yeaE//
go_0070084_7	fabG//
go_0070178_5	alr//
go_0070207_8	allC//serC//pinE//
go_0070298_8	
go_0070301_6	ybjI//nrdF//
go_0070329_5	argK//
go_0070413_7	lsrK//
go_0070415_6	pdxK//ilvA//
go_0070417_5	ispH//
go_0070453_7	alaS//
go_0070475_7	bioF//dut//puuE//folX//dmsB//rihB//kdgK//folX//murD//rlmC//ampD//mnmG//eptC//umpH//prpB//selA//eptA//mrcA//recJ//
go_0070476_7	sodB//hemN//
go_0070482_4	pfkB//
go_0070574_9	ispH//dmlA//garR//nanE//
go_0070581_8	
go_0070588_9	
go_0070689_6	astB//sucD//
go_0070726_5	phnJ//gdhA//
go_0070778_6	waaJ//yihV//
go_0070894_6	
go_0070930_7	
go_0070981_6	ligA//
go_0070989_4	menD//
go_0071139_6	
go_0071218_6	tdcG//
go_0071229_5	
go_0071230_6	fkpB//
go_0071236_5	fabA//ulaF//gstB//
go_0071237_6	
go_0071243_5	cysH//
go_0071248_6	
go_0071249_6	
go_0071250_6	
go_0071266_6	fbp//
go_0071271_7	pncB//
go_0071276_7	
go_0071280_7	yjhH//
go_0071284_7	
go_0071286_7	
go_0071287_7	
go_0071288_7	lipB//phnM//
go_0071289_7	sbcB//
go_0071291_6	torA//
go_0071292_7	lplA//
go_0071294_7	cyoE//
go_0071310_5	
go_0071421_9	hisF//iaaA//tdh//
go_0071422_7	pdxJ//fklB//ackA//
go_0071423_8	tdh//
go_0071454_5	rlmI//rbsD//
go_0071456_5	
go_0071467_5	
go_0071468_6	pdxB//wecC//uvrC//hyaC//
go_0071470_5	
go_0071474_6	entA//argA//yhdH//
go_0071500_5	yccX//
go_0071502_5	
go_0071555_4	adiA//hemD//tyrA//aspC//polA//ribB//frdB//mtgA//
go_0071577_9	frmB//sdaA//preT//sdhA//hisC//gatY//
go_0071705_5	
go_0071731_5	
go_0071732_6	yieF//
go_0071769_5	
go_0071805_4	truD//aldB//hisG//argS//proA//ybcF//rluA//kdgK//amyA//
go_0071806_6	ahpC//ubiE//
go_0071807_8	
go_0071897_6	glyS//nfi//cysI//mltA//dcyD//mltC//
go_0071915_9	queF//
go_0071932_8	arnT//
go_0071934_6	gatY//
go_0071945_7	
go_0071951_8	mnmA//
go_0071963_4	
go_0071973_6	gdhA//
go_0071977_5	
go_0071978_7	
go_0072321_6	
go_0072323_7	
go_0072344_7	curA//luxS//
go_0072348_5	moeB//
go_0072488_7	kdsB//
go_0072511_7	srlD//
go_0072531_6	cobC//
go_0072581_9	araD//
go_0072714_5	
go_0075713_7	
go_0080111_4	coaA//trmI//
go_0089705_7	
go_0089709_7	surA//dosP//
go_0090071_6	
go_0090116_7	aes//
go_0090143_4	
go_0090305_6	fadB//gpmA//paaF//hycB//carA//pyrH//glpA//yihT//prmB//acnA//pinE//menE//glpD//sodC//nudC//miaA//cpsB//aroF//otsB//frmA//panB//def//csdA//xthA//garR//nadB//hemG//cysC//hyaA//guaC//aroD//rhaD//nagA//dadA//btuE//hemA//gstA//clsC//narI//yqhD//aceF//hisH//
go_0090313_8	
go_0090347_6	
go_0090352_6	
go_0090357_7	
go_0090358_8	
go_0090501_7	ubiG//bioH//purB//yagE//ynfH//rbsK//ilvC//moaE//pgm//ydfG//rffC//bioB//
go_0090502_8	cpdA//srlD//yggF//gltD//dld//frdB//ldtB//gshB//chbG//prpC//aes//sucD//idnO//phnI//ndk//bacA//glgA//
go_0090503_8	phnN//galT//prpB//mrcA//pyrB//panE//sodC//gatD//pdeH//
go_0090529_5	
go_0090540_10	trpE//
go_0090549_5	
go_0090609_6	rlmF//
go_0097056_7	apt//
go_0097264_6	purB//
go_0097304_7	mutS//
go_0097339_7	coaE//
go_0097428_6	araD//cmoB//
go_0097502_4	fucI//
go_0097510_7	sucA//
go_0097533_5	
go_0097638_8	rlmG//
go_0098002_8	
go_0098655_7	yagF//sucA//puuE//scpB//truA//tynA//tdk//ydiF//bioA//rlmC//fabB//speF//hisG//hyi//mcrA//
go_0098656_7	metF//
go_0098707_10	
go_0098708_8	rsmF//malP//
go_0098710_7	yfcG//speG//
go_0098713_8	nrdB//otsB//
go_0098719_9	
go_0098732_6	hemB//
go_0098795_9	dgoK//
go_0098869_4	ybcF//preT//argC//dam//rne//rsmH//spoT//ispF//puuD//aceA//lysU//miaB//ftsI//lpxT//psd//
go_0099131_7	dam//
go_0099132_7	recF//napA//ycjU//yggF//dusC//queC//gatD//waaU//
go_0099133_8	argD//fadK//ugd//entE//epd//ahpC//pnp//serS//nrfB//yqhD//ldcC//nrdE//
go_0101030_8	fadE//
go_1900190_5	nfi//
go_1900191_6	
go_1900192_6	
go_1900231_6	guaA//
go_1900232_7	
go_1900233_7	purT//
go_1900372_9	
go_1900376_6	
go_1900378_7	
