# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	ltaE//
go_0015891_6	frdC//
go_0015906_6	uxuA//
go_0015909_8	narY//
go_0015912_8	melA//
go_0015914_7	gabT//
go_0015920_7	nudB//mltB//
go_0015937_7	asnB//gadB//hemE//waaF//
go_0015940_6	wecB//
go_0015944_4	fabH//ychF//nrfB//
go_0015949_5	alsK//folD//thyA//tyrS//cysE//hypB//mmuM//sseA//gor//metF//pgsA//kdgK//coaA//prs//allD//glpD//ilvC//dcm//
go_0015950_6	glmM//
go_0015951_7	frlC//uidA//
go_0015968_6	
go_0015969_8	narY//truA//
go_0015976_2	purB//
go_0015986_7	
go_0015990_10	pgaB//agp//
go_0016024_7	thyA//
go_0016032_5	ligB//
go_0016036_6	ndk//chbF//
go_0016042_5	
go_0016052_5	aceF//mtgA//arnA//paaZ//
go_0016075_8	dusC//
go_0016078_8	rlmE//
go_0016094_6	araA//ldcC//
go_0016226_5	frdA//dld//ygjK//purU//
go_0016259_7	cynT//
go_0016260_8	mtlD//patZ//uvrB//
go_0016310_6	gloC//hinT//menF//tdh//waaY//cheR//uxaB//cpsB//fabB//ppc//napB//yeiG//uxaB//proS//rnt//yjjG//ruvA//
go_0016311_6	thrA//rph//rsuA//betA//adeD//mutY//ldhA//curA//thiE//ubiE//sucA//ychF//iscS//recF//dsdA//dmsC//cysI//dgoA//udp//pepD//nrfD//napC//slyD//rluC//queG//guaD//yfdR//eptC//nagZ//allC//hisF//dgoD//aroF//acs//araD//mhpA//rlmA//recR//pgi//fucA//
go_0016458_3	
go_0016485_6	torY//hpt//
go_0016540_7	dsdA//gabD//
go_0016579_7	lyxK//
go_0016998_5	ulaD//
go_0017001_5	tag//
go_0017003_8	ruvB//
go_0017004_7	mmuM//
go_0017013_7	
go_0017038_6	
go_0017148_8	preT//napB//hflX//ansB//sucC//
go_0017189_7	gadA//
go_0017198_7	ydiF//
go_0018012_8	aroH//
go_0018023_7	gcvT//
go_0018063_8	moaE//
go_0018070_8	luxS//adeD//
go_0018104_8	folX//ispA//fucI//waaP//cysS//
go_0018105_8	trpD//
go_0018106_8	
go_0018108_8	nirB//
go_0018117_8	
go_0018125_6	hisD//
go_0018131_6	rsgA//
go_0018160_8	mcrA//
go_0018206_8	hcaD//
go_0018247_9	waaJ//
go_0018283_6	
go_0018298_7	fabG//
go_0018307_7	rluD//
go_0018315_8	entF//
go_0018339_9	tatD//
go_0018345_8	selA//
go_0018364_6	udk//wrbA//
go_0018378_9	
go_0018393_10	dkgA//
go_0018394_9	cysG//
go_0018410_8	hemG//
go_0018909_5	fabZ//
go_0018937_4	phnM//
go_0019042_6	yigL//
go_0019068_6	
go_0019076_6	
go_0019217_7	
go_0019242_6	waaA//
go_0019243_7	hcp//ruvA//speE//rihB//
go_0019249_6	argF//
go_0019250_7	treA//
go_0019262_6	wzb//dbpA//fkpB//deoA//thiL//
go_0019264_7	pyrG//
go_0019272_9	ispU//umuC//
go_0019284_7	hyi//ravA//
go_0019285_5	cobT//menE//
go_0019288_6	sseA//serB//purC//nagB//
go_0019290_5	
go_0019292_8	dosP//
go_0019294_6	nadB//kdsD//cysH//tyrA//
go_0019299_6	fadK//
go_0019301_7	fumB//dkgA//aroF//sdhC//entH//dapF//nadA//
go_0019303_7	paaZ//hyaA//
go_0019305_7	pdeF//
go_0019309_7	rsmJ//
go_0019316_8	speC//rffT//dcyD//
go_0019318_5	ulaF//
go_0019323_6	sdhD//lacZ//srlD//selD//murQ//gmk//aceA//
go_0019324_6	glk//folM//insI-1//waaO//yagF//
go_0019343_8	umpG//
go_0019344_7	rihB//
go_0019346_7	tdcE//
go_0019353_8	gltD//pheS//sgbU//katG//
go_0019354_6	sdhA//
go_0019379_5	pncB//
go_0019380_6	phnI//sucD//
go_0019388_7	rnb//
go_0019391_6	dcd//
go_0019394_7	ubiC//
go_0019395_5	waaG//
go_0019404_8	rihC//orn//
go_0019413_6	tcdA//paaF//
go_0019419_4	thiC//
go_0019427_7	glpA//
go_0019430_5	cyaA//kdsC//rnb//
go_0019432_7	mltB//
go_0019439_5	lpoA//lpxB//
go_0019447_8	panC//
go_0019450_9	leuA//
go_0019464_7	narG//rluD//frdD//yjiA//talB//tktA//
go_0019480_4	ruvB//
go_0019509_7	
go_0019516_4	aroG//entC//
go_0019521_6	speG//arnT//
go_0019542_6	leuS//
go_0019545_6	yeiG//
go_0019546_9	glnA//
go_0019563_7	gntK//gmk//ldtD//
go_0019568_7	rpiA//waaC//
go_0019569_7	rpe//ydiO//pyrD//
go_0019571_8	nadA//bioF//rluC//
go_0019572_8	gloA//
go_0019584_7	
go_0019588_7	prpB//mhpC//
go_0019592_8	gshA//
go_0019595_8	murI//
go_0019607_6	citC//torY//
go_0019622_6	thiC//prpB//nadK//
go_0019629_7	nrfD//fumA//
go_0019632_5	rutB//mcrA//ilvM//aceA//
go_0019634_5	truA//
go_0019645_6	ubiH//sgbU//folC//
go_0019646_6	waaZ//rfbD//mraY//pgm//
go_0019664_6	guaD//aphA//
go_0019665_5	gcl//
go_0019673_6	guaC//
go_0019676_3	ribF//
go_0019677_8	
go_0019679_7	mtlD//aroE//rlmF//
go_0019686_6	coaD//
go_0019698_7	kbaZ//sbcB//rlmC//solA//recR//hemL//
go_0019700_6	entF//rutD//proC//dapD//
go_0019740_2	melA//rihB//ulaD//leuS//yfcF//fucK//
go_0019752_6	
go_0019805_6	frdA//
go_0019835_3	
go_0019852_5	rihA//sseA//appA//
go_0019854_6	trpS//pyrG//
go_0019856_7	entE//
go_0019858_7	glpA//
go_0019859_7	argI//
go_0019877_6	miaA//garR//ddlA//
go_0019878_9	purD//
go_0019935_6	hemC//tdk//
go_0019985_8	waaY//dgoK//
go_0019988_7	pyrE//
go_0022417_4	ulaD//
go_0022610_2	rsmH//
go_0022611_3	rlmM//hflX//dacD//
go_0022900_4	nrdE//entA//
go_0022904_5	otsA//argE//phnN//
go_0023014_4	appA//kdsC//tdh//
go_0030001_7	plsB//thiH//aroE//
go_0030007_8	pdeL//
go_0030026_9	
go_0030091_6	gabD//ubiG//ulaF//idnD//
go_0030153_5	
go_0030162_7	
go_0030163_5	uvrA//hycB//ftsI//cysI//
go_0030244_9	
go_0030258_5	torZ//
go_0030260_7	
go_0030261_8	
go_0030307_6	
go_0030308_6	gpt//rnd//
go_0030388_5	glxK//dhaM//ftsI//
go_0030488_6	paaF//rlmH//yqaB//gatY//acs//poxB//sodA//mazG//prmB//asnB//
go_0030490_10	
go_0030497_7	gatD//hemD//
go_0030541_4	
go_0030573_6	glcB//
go_0030632_8	dgcM//proS//narI//rfbD//
go_0030641_8	phnH//folC//
go_0030643_8	
go_0030961_9	narI//
go_0030980_7	murQ//recJ//bfr//
go_0031118_8	thyA//
go_0031119_8	lysC//lpxK//gcl//sufS//gatZ//alaA//
go_0031125_10	lpxT//
go_0031162_5	chbF//
go_0031167_6	surA//torC//ispA//hemL//ybcF//lplA//
go_0031280_6	prpD//
go_0031297_7	
go_0031342_5	
go_0031346_7	
go_0031365_7	abgB//
go_0031400_8	
go_0031439_9	
go_0031460_7	nfsB//yfcG//panC//upp//etk//fabB//
go_0031554_7	
go_0031555_8	
go_0031556_9	
go_0031564_8	bglX//
go_0031638_7	
go_0031648_5	
go_0031669_5	
go_0031670_5	
go_0032025_6	pyrB//
go_0032026_6	trmH//
go_0032049_8	metK//trmH//rfaE//
go_0032055_6	
go_0032091_6	
go_0032147_9	
go_0032150_8	
go_0032194_8	valS//
go_0032196_3	ldtC//
go_0032238_6	cheB//
go_0032259_3	paaC//pheS//frdC//yihU//
go_0032261_6	putA//
go_0032263_7	clsB//rutD//
go_0032264_7	entB//kdsD//
go_0032265_7	citC//
go_0032272_7	
go_0032297_10	
go_0032298_10	
go_0032324_6	lpxH//argS//paaH//
go_0032329_7	rsmJ//guaD//
go_0032359_7	
go_0032412_6	
go_0032413_6	
go_0032414_6	idnD//
go_0032445_10	malZ//dmlA//
go_0032462_7	iscS//
go_0032466_7	
go_0032467_7	
go_0032506_4	
go_0032508_8	cmoA//rffG//recG//fabI//
go_0032774_6	edd//
go_0032775_6	pdeR//yeaE//glcB//
go_0032781_7	
go_0032784_8	
go_0032790_6	dmlA//
go_0032885_7	
go_0032951_8	
go_0032955_6	
go_0032973_7	asnA//
go_0032978_7	
go_0033014_6	yjjG//thiE//
go_0033051_5	mtgA//
go_0033120_8	
go_0033194_5	glmU//ddlA//ftsI//
go_0033195_5	yqjH//
go_0033212_10	gor//pepD//
go_0033214_11	uvrA//speC//
go_0033228_8	rlmJ//mltB//otsA//
go_0033317_7	umpH//ygeX//ampD//rsmA//
go_0033320_6	cheR//
go_0033345_8	pgk//suhB//
go_0033353_5	mutT//
go_0033359_7	tyrA//narY//
go_0033384_6	hisD//
go_0033388_7	ligA//
go_0033477_5	phnP//
go_0033499_8	nrdA//aldA//fucO//bfr//galT//
go_0033518_6	ydiF//
go_0033539_7	hyaA//
go_0033542_7	yihT//
go_0033543_8	alaS//
go_0033567_6	
go_0033585_7	thiC//aroK//
go_0033611_8	sthA//
go_0033683_7	
go_0034194_8	yrfG//kduI//tmk//
go_0034195_8	recJ//
go_0034198_6	lipA//pdeR//
go_0034203_6	patA//
go_0034204_5	gntK//sseA//
go_0034213_6	treA//
go_0034214_7	ribD//cysM//cobT//
go_0034219_6	frlC//insI-2//cysI//pdxH//ansB//pcm//aldB//dnaE//dgoK//galE//mtgA//fabI//pgl//rdgB//ulaE//thrA//pfkB//sgbU//allC//pyrE//folD//mazG//rfbD//pheA//rffM//epd//bfr//puuA//rnb//
go_0034220_6	ydiB//rihB//idnO//mug//dut//yahK//
go_0034224_6	
go_0034227_8	yqhD//
go_0034258_8	hemC//
go_0034260_5	
go_0034289_7	frdC//
go_0034337_3	accA//
go_0034355_7	rne//gltD//fdhF//fklB//
go_0034401_5	
go_0034414_9	mutL//
go_0034421_8	epmB//
go_0034470_8	mutS//
go_0034552_7	
go_0034599_5	trpC//gdhA//pgpA//rluC//gdhA//
go_0034605_5	ddlA//rluA//
go_0034614_6	melA//
go_0034620_6	adiA//
go_0034628_9	dut//trmD//mutT//accC//poxB//
go_0034635_6	ygeX//
go_0034644_7	tmk//
go_0034661_7	
go_0034775_7	hisB//sseA//
go_0034983_9	dcyD//pgm//
go_0035235_6	napA//selB//dgcT//
go_0035307_9	
go_0035335_8	rhaD//hisC//
go_0035344_8	gshA//hpt//
go_0035350_6	rutC//
go_0035429_8	murF//moeB//icd//rimK//alkB//paaH//
go_0035433_7	ybhA//
go_0035434_9	cysK//
go_0035435_9	ispB//proA//sucD//ydiB//
go_0035442_7	curA//ftsI//gpp//fadA//puuC//leuD//puuE//
go_0035443_7	lpxD//thrA//wrbA//
go_0035444_9	arsC//yqaB//yfdR//asnB//
go_0035461_6	fucO//
go_0035524_8	yjhH//
go_0035552_6	mltB//
go_0035553_6	pdeL//
go_0035556_4	
go_0035600_8	malY//
go_0035672_6	sdhC//purF//garR//
go_0035725_9	yeiG//trmI//mltD//ghrB//katE//
go_0035784_9	truD//
go_0035864_6	
go_0035873_8	suhB//argA//
go_0035999_5	purF//dacA//mak//
go_0036001_7	rlmD//
go_0036047_9	tsaC//
go_0036049_9	dmsB//
go_0036088_6	puuB//
go_0036104_6	lpxK//acpT//
go_0036172_6	argS//
go_0036214_3	
go_0036265_6	ldtB//
go_0036289_9	mcrB//yjcS//
go_0036448_6	glgB//rutC//
go_0036460_5	
go_0036506_5	
go_0036525_7	
go_0038083_9	rlmM//aroG//
go_0040033_9	
go_0042026_4	argC//leuS//aroL//rihA//
go_0042126_5	gdhA//
go_0042128_5	
go_0042150_7	hypB//
go_0042157_5	
go_0042158_6	rfaD//yfbR//
go_0042177_7	
go_0042182_5	eda//
go_0042219_6	
go_0042245_7	xthA//xylB//yfcF//
go_0042254_5	pflB//
go_0042255_6	
go_0042274_5	glcB//
go_0042304_7	
go_0042351_7	gmk//
go_0042355_8	yhdH//treA//pykF//bioC//entC//argB//
go_0042371_7	pyrC//
go_0042413_6	glk//gcl//
go_0042450_7	cyoE//waaA//hisB//chbG//puuE//glgB//
go_0042454_7	gatZ//
go_0042493_4	atoB//murI//lplA//upp//clsA//yggF//eda//gpmA//nrdF//glxR//folP//nrfA//cysN//
go_0042538_6	hmp//malS//thiH//
go_0042542_5	ltaE//glgB//alaA//gloC//
go_0042545_5	pflB//
go_0042594_4	frdA//rfbC//narI//lpxT//
go_0042619_6	
go_0042710_4	rfe//yfaU//galE//cyoE//ilvI//nfi//ycaO//thiE//
go_0042732_6	yfiC//
go_0042744_6	alaA//fadD//
go_0042759_7	gpp//
go_0042773_6	cobB//
go_0042777_8	
go_0042780_10	lpxC//deoC//
go_0042817_5	azoR//
go_0042819_6	iaaA//
go_0042823_6	fucI//sgbH//amiD//avtA//
go_0042838_6	tpiA//yjhH//cdd//mobA//
go_0042840_7	cadA//truD//rlmE//yfaU//thrS//selA//
go_0042843_7	mutL//mazG//
go_0042846_8	patD//
go_0042852_9	ubiG//
go_0042867_8	ldtE//
go_0042873_7	yjhH//
go_0042882_10	yihX//ppiA//
go_0042884_7	deoA//cysC//xapA//
go_0042885_8	pdxH//
go_0042891_6	hemN//queC//wecB//gpt//glpC//dapD//ppx//
go_0042906_8	ribF//guaB//dcd//
go_0042908_5	yagF//
go_0042914_8	ulaF//
go_0042918_6	nrdF//gor//
go_0042919_6	
go_0042920_6	aroA//
go_0042928_7	
go_0042930_7	fdhF//nadK//yqhD//ubiH//fadE//phnP//pgm//recJ//udk//sufS//
go_0042938_8	ung//eptB//orn//
go_0042939_8	truA//
go_0042941_8	glnS//
go_0042942_6	gltB//torA//
go_0042953_6	
go_0042956_8	pyrG//menC//
go_0042968_8	pgpA//add//udp//
go_0043039_6	bioD//nrdB//proS//
go_0043041_6	cysN//idi//
go_0043085_5	rsmB//queC//dgcZ//
go_0043086_5	bglA//
go_0043093_3	thrS//uxuA//nrdB//aspA//
go_0043097_6	rlmL//speD//
go_0043099_7	cysK//
go_0043100_6	queC//
go_0043102_5	nadE//
go_0043103_7	rihB//
go_0043137_6	gntK//nfsB//
go_0043150_8	
go_0043157_6	agp//
go_0043164_6	yidA//curA//fabI//bioA//puuA//galU//pyrD//
go_0043165_6	asnS//puuC//
go_0043171_5	thiM//cdd//ychF//leuA//sdaA//
go_0043200_5	
go_0043201_6	
go_0043213_7	ilvH//thrS//
go_0043254_5	
go_0043335_3	pgk//bioC//pfkB//fadD//entE//
go_0043433_5	dcyD//surA//garR//
go_0043442_6	poxB//
go_0043456_6	lpoA//
go_0043462_6	opgE//
go_0043470_6	
go_0043471_6	
go_0043488_5	tsaB//lpxK//truB//
go_0043547_7	
go_0043571_7	rsmA//
go_0043610_4	mnmE//waaJ//purC//
go_0043686_7	ttdB//
go_0043687_7	cobU//prmB//menC//thrC//wzc//
go_0043708_5	ilvE//
go_0043709_6	argG//
go_0043711_5	
go_0043952_7	
go_0043953_7	rlmG//
go_0044010_5	acpS//mhpA//mltC//proA//argS//nadD//
go_0044011_4	allD//
go_0044036_5	rlmC//asnB//epmA//
go_0044038_6	rfbC//hemL//
go_0044092_4	
go_0044179_5	
go_0044208_7	fkpA//
go_0044238_3	asd//rlmD//aldA//valS//
go_0044248_4	
go_0044255_4	
go_0044262_4	ybjI//arsC//
go_0044273_5	metG//
go_0044275_5	ddlA//
go_0044349_6	
go_0044355_6	puuB//
go_0044532_6	
go_0044659_7	glnA//
go_0044718_6	thyA//
go_0044764_3	
go_0044780_6	glgX//
go_0044781_5	
go_0044787_5	mtn//
go_0044874_7	
go_0045004_7	metK//rhaB//fbaA//
go_0045013_7	
go_0045226_7	waaB//kdsD//hemD//ssuD//ubiF//torC//
go_0045333_5	polB//fucO//
go_0045337_6	hyaC//
go_0045454_4	nadB//ilvD//frdA//astC//nrfB//rsmG//cysE//
go_0045471_5	fadE//pgaB//
go_0045717_8	ruvB//serB//
go_0045719_8	
go_0045723_8	
go_0045727_8	
go_0045732_7	
go_0045733_6	def//folM//
go_0045819_8	
go_0045828_7	
go_0045848_5	
go_0045859_7	
go_0045861_8	
go_0045862_8	
go_0045883_5	
go_0045892_8	ygjK//aceF//cdh//panC//mutH//
go_0045893_8	glyS//cueO//
go_0045900_9	
go_0045903_5	hcaD//
go_0045912_6	paoC//gltD//rimK//
go_0045926_5	
go_0045936_8	
go_0045947_9	dgcT//dacC//
go_0045975_9	
go_0045990_6	
go_0046037_8	aceA//
go_0046040_8	mazG//
go_0046047_8	clsA//
go_0046050_8	ugd//yjjG//rlmJ//
go_0046052_8	polB//
go_0046061_8	thiH//
go_0046076_8	dgoA//
go_0046081_8	acnA//rsmA//
go_0046086_6	aroF//
go_0046098_7	tgt//
go_0046100_7	ulaG//
go_0046101_6	fadJ//sgbU//
go_0046103_9	mutH//
go_0046104_8	apt//
go_0046115_10	folD//
go_0046133_8	leuB//mtlD//
go_0046166_6	panC//
go_0046168_6	waaU//rhaB//
go_0046176_6	mutT//rutC//sdaB//nadA//
go_0046177_7	pyrE//talB//menA//ltaE//
go_0046181_7	rlmA//
go_0046183_7	fabD//garR//phnP//
go_0046187_6	bioD//
go_0046196_5	narG//
go_0046210_6	mdh//gadB//katG//
go_0046214_6	pgi//
go_0046256_7	asd//ispG//
go_0046271_5	ribF//
go_0046279_6	valS//
go_0046292_4	waaA//
go_0046294_5	nrfA//tehB//
go_0046296_6	yfdR//trmD//ddlA//
go_0046306_6	carB//pheA//
go_0046323_10	nrdD//
go_0046325_8	
go_0046336_6	paaC//
go_0046342_8	argD//
go_0046348_6	cpsB//tyrA//
go_0046365_5	add//
go_0046392_7	menE//dld//kbaZ//bioH//
go_0046397_6	
go_0046416_6	ilvD//
go_0046452_6	mtgA//
go_0046459_6	phnN//
go_0046470_5	
go_0046474_6	prmB//gntK//deoB//cysH//hemE//dusC//
go_0046487_5	glmM//
go_0046501_6	yhdJ//
go_0046618_6	ubiD//waaU//caiD//paaK//lpxH//serS//
go_0046654_7	alr//ttdA//cpsG//fadD//lplA//
go_0046655_5	dmlA//
go_0046656_6	argG//pyrH//maeA//queF//cheB//rsmD//
go_0046657_6	gshA//
go_0046677_4	orn//leuA//rluF//argF//mhpB//thrS//cysE//entF//cyoE//yajO//menH//pdxB//gpp//mhpA//mgsA//yegS//wecC//fre//torZ//trmJ//yagF//trpA//tdcB//prs//orn//sgbU//gshB//nanE//phnN//fucK//yigB//
go_0046685_4	mtn//glpX//
go_0046686_6	queA//
go_0046688_6	phnM//menB//
go_0046690_5	dam//citE//
go_0046710_8	treA//
go_0046718_8	etp//lpxC//
go_0046777_8	dosP//ruvB//clsC//
go_0046834_6	glpD//
go_0046835_5	rnpA//glyA//cpsB//kbaZ//acpH//fadA//ulaG//mocA//avtA//truB//ubiX//nanE//glgP//alaC//rsmH//tgt//yjjX//paaJ//aroE//hyaB//dgcZ//
go_0046836_7	gpt//
go_0046839_6	ruvB//
go_0046855_6	cpdB//
go_0046892_8	
go_0046901_7	moeB//
go_0046939_7	nrfD//glpX//phnL//rsmC//
go_0046942_7	fadB//gltB//glpB//
go_0046944_7	hisF//
go_0047484_6	
go_0048034_6	ynfE//
go_0048255_6	
go_0048473_8	cobU//
go_0048518_4	
go_0048870_3	fabD//
go_0050427_5	ispA//
go_0050667_6	pgl//ydiO//
go_0050779_5	gor//
go_0050790_4	bioF//udk//
go_0050821_5	hflX//birA//
go_0050918_5	alsK//gshA//
go_0050919_5	mnmC//
go_0051050_5	
go_0051083_5	rfbC//
go_0051085_5	rsmB//waaY//
go_0051090_4	pgaB//
go_0051091_5	eda//
go_0051131_7	
go_0051143_8	mocA//
go_0051156_5	rlmM//
go_0051171_5	
go_0051188_5	plsC//
go_0051191_6	glgX//
go_0051205_6	
go_0051224_6	
go_0051252_6	
go_0051258_7	
go_0051260_7	gnd//cpsB//
go_0051270_5	
go_0051271_6	pgi//mhpD//
go_0051274_8	
go_0051276_5	
go_0051289_8	abgB//mug//fkpB//gadB//pyrE//tcdA//trmA//hemB//melA//tyrB//cobT//fkpA//fbp//fcl//entE//leuB//yfeW//hemC//truB//apaH//fucK//rffM//selA//moaA//lpxT//opgB//xthA//phnM//fdhF//nrfA//cmoB//add//
go_0051301_3	selB//avtA//uxuA//yajO//sdhA//pgi//xylB//trmH//
go_0051302_5	
go_0051304_4	menD//
go_0051338_5	
go_0051345_6	
go_0051346_6	glgA//
go_0051347_6	
go_0051349_6	
go_0051353_6	ampD//
go_0051391_8	waaS//
go_0051409_4	dhaM//
go_0051410_3	moeB//
go_0051452_10	recR//
go_0051453_9	tdcB//
go_0051454_10	ydiO//tatD//gatZ//sgbU//tyrA//
go_0051476_7	nadD//
go_0051484_7	torA//
go_0051495_8	
go_0051595_6	torC//ribD//
go_0051596_6	accB//plsB//mog//rnt//
go_0051599_4	
go_0051603_6	gnd//ybjG//
go_0051604_5	tdk//fabI//tpiA//
go_0051607_4	alr//nrdE//
go_0051649_4	
go_0051668_4	
go_0051692_6	mrcB//phnL//
go_0051704_2	fumC//wzc//
go_0051715_4	
go_0051716_3	
go_0051726_5	
go_0051781_6	ynfE//
go_0051782_6	
go_0051977_7	
go_0051983_5	
go_0052131_6	
go_0052547_6	
go_0052653_5	
go_0052777_7	fabH//allB//
go_0052778_6	pcm//
go_0052837_6	asnB//
go_0055070_10	murA//
go_0055072_10	sgbE//lysU//
go_0055085_5	menI//phnP//glpB//epmC//pbpC//arsC//dnaE//garR//pnp//fabH//cysI//glnS//cysH//fabD//mtlD//tadA//gnd//tnaA//pnp//nrdE//pyrF//queD//aroF//mutS//ldtB//dcm//paaF//aldB//valS//yfdR//ilvD//ushA//polB//murD//lpoA//mak//uvrB//fadM//prpD//tdk//tesB//rbsK//malS//serB//mltD//speA//pyrH//gatD//araA//paaA//hinT//roxA//fbp//aes//aphA//ppk//avtA//glcF//thrC//hisB//narG//pabA//cmoA//folX//hcaC//galM//ada//dhaK//frmA//phnL//ribF//prpC//hcaC//fklB//fadJ//ubiE//uxaC//pabC//lacZ//mpaA//
go_0055086_4	pgi//ung//
go_0055114_3	gcvH//folM//puuC//betB//thiI//rutB//pcm//pphA//ackA//sdhA//menC//lpxD//puuD//tdh//caiB//manA//rsmC//nirD//cobS//poxB//cpdB//mgsA//kdsC//suhB//fumC//argK//murE//pyrD//murA//cysG//trpE//dacC//aroH//sucD//gor//ansB//alaA//nudC//wecB//betA//gloB//thiH//mngB//gor//
go_0055129_5	rbn//ydiO//bioB//
go_0055130_8	def//gcl//
go_0060003_10	yjiA//hmp//
go_0060274_5	guaC//
go_0060326_5	sdaA//
go_0060566_8	
go_0060567_8	
go_0060699_8	
go_0060702_9	rnd//
go_0061077_4	lacZ//mnmE//purC//dosP//gudD//
go_0061475_9	galT//
go_0061504_8	selB//
go_0061610_5	ligB//
go_0061615_7	yihS//uxuA//
go_0061720_5	mak//frmA//fadH//
go_0065002_6	acpT//
go_0065007_2	pheS//
go_0070084_7	fabH//
go_0070178_5	menH//
go_0070207_8	lysU//cdh//rlmH//
go_0070298_8	
go_0070301_6	abgB//dxr//
go_0070329_5	rihB//
go_0070413_7	rhaB//
go_0070415_6	ttdB//sdaA//
go_0070417_5	rutE//
go_0070453_7	pgpA//
go_0070475_7	mrcB//pyrE//relA//argG//metL//ddlB//truB//kduD//ilvA//sdaA//queD//garK//tsaB//narY//dhaL//preT//dnaQ//deoD//tmcA//
go_0070476_7	phoA//pyrF//
go_0070482_4	hpt//
go_0070574_9	entD//mrcB//caiD//waaL//
go_0070581_8	
go_0070588_9	
go_0070689_6	slt//serB//
go_0070726_5	nagA//gapA//
go_0070778_6	trpA//folM//
go_0070894_6	
go_0070930_7	
go_0070981_6	tesB//
go_0070989_4	add//
go_0071139_6	
go_0071218_6	fumB//
go_0071229_5	
go_0071230_6	yciA//
go_0071236_5	mutL//tmcA//phoA//
go_0071237_6	
go_0071243_5	eno//
go_0071248_6	
go_0071249_6	
go_0071250_6	
go_0071266_6	hinT//
go_0071271_7	thiC//
go_0071276_7	
go_0071280_7	dcm//
go_0071284_7	
go_0071286_7	
go_0071287_7	
go_0071288_7	nrdF//pheS//
go_0071289_7	mltD//
go_0071291_6	dgcZ//
go_0071292_7	yggF//
go_0071294_7	feaB//
go_0071310_5	
go_0071421_9	mltB//fucA//phnJ//
go_0071422_7	cpdB//dmsB//ftsI//
go_0071423_8	gatY//
go_0071454_5	glmM//rutC//
go_0071456_5	
go_0071467_5	
go_0071468_6	thrA//pyrE//rutB//thrC//
go_0071470_5	
go_0071474_6	argI//ilvM//citX//
go_0071500_5	pphA//
go_0071502_5	
go_0071555_4	torZ//purL//gmk//lipA//apt//dmlA//leuC//adk//
go_0071577_9	ynfF//rsmJ//spoT//gadA//proS//hisS//
go_0071705_5	
go_0071731_5	
go_0071732_6	hemN//
go_0071769_5	
go_0071805_4	guaC//rlmL//rlmC//pykA//tktB//aroB//gltB//metG//katE//
go_0071806_6	sgbE//rsmH//
go_0071807_8	
go_0071897_6	frdD//ilvA//phnH//nadD//cobC//yjhH//
go_0071915_9	entE//
go_0071932_8	cysK//
go_0071934_6	fabB//
go_0071945_7	
go_0071951_8	rlmC//
go_0071963_4	
go_0071973_6	torY//
go_0071977_5	
go_0071978_7	
go_0072321_6	
go_0072323_7	
go_0072344_7	fdhF//rihB//
go_0072348_5	phnO//
go_0072488_7	rlmL//
go_0072511_7	gadA//
go_0072531_6	ugd//
go_0072581_9	pgaC//
go_0072714_5	
go_0075713_7	
go_0080111_4	glmU//rsuA//
go_0089705_7	
go_0089709_7	apt//rlmI//
go_0090071_6	
go_0090116_7	phnM//
go_0090143_4	
go_0090305_6	azoR//mdh//gshB//epd//cynT//rsmJ//ispA//garR//acpS//ycaO//proC//poxB//btuE//glnE//entF//ribB//rluE//ltaE//yciV//citX//umuD//dxr//mhpD//dhaK//fklB//maeA//rlmG//adeD//uxaC//uvrA//queG//patZ//pyrE//serB//malZ//ldtB//ruvC//gapA//nudG//mhpD//melA//prpB//
go_0090313_8	
go_0090347_6	
go_0090352_6	
go_0090357_7	
go_0090358_8	
go_0090501_7	argK//rfbD//ndk//rsmB//cpdA//murI//malS//plsB//rluA//fkpA//ushA//ilvH//
go_0090502_8	ribF//thrS//pepD//proC//dacD//pncB//dapF//hemC//serB//rsuA//yihV//cynS//hcaC//waaJ//entE//cysK//serB//
go_0090503_8	hcaC//dmsA//fklB//nanE//cysS//cheR//mrcB//yjjX//folE//
go_0090529_5	
go_0090540_10	pncB//
go_0090549_5	
go_0090609_6	rlmM//
go_0097056_7	cadA//
go_0097264_6	proS//
go_0097304_7	lpxK//
go_0097339_7	purT//
go_0097428_6	tatD//dgoK//
go_0097502_4	spoT//
go_0097510_7	gatD//
go_0097533_5	
go_0097638_8	cadA//
go_0098002_8	
go_0098655_7	hcaC//adhE//fumB//tehB//waaO//ydiB//menA//yfdR//ispG//alaS//kbaZ//speF//sodB//pgpC//pck//
go_0098656_7	tdcD//
go_0098707_10	
go_0098708_8	murB//pheA//
go_0098710_7	cheR//queF//
go_0098713_8	citG//argB//
go_0098719_9	
go_0098732_6	mraY//
go_0098795_9	agp//
go_0098869_4	ulaD//yidA//ulaE//phr//yjhG//moeB//dmsC//hisC//rhaM//trmL//prpC//nrfB//nrfC//rlmA//mutY//
go_0099131_7	paaG//
go_0099132_7	rfbD//rutE//paaF//recG//thiC//queG//lsrK//hemA//
go_0099133_8	ssuD//umuD//dmlA//phnJ//def//paaZ//psd//bioA//cpsB//folD//pgpB//fkpB//
go_0101030_8	paaA//
