# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	ligA//
go_0015912_8	ribB//
go_0015914_7	nudG//
go_0015920_7	fadM//ascB//
go_0015937_7	fadD//sdaA//araB//murB//
go_0015940_6	moaA//
go_0015944_4	nhoA//queD//ubiI//
go_0015949_5	fadA//waaY//rihC//murQ//fucI//accB//ogt//prpB//cyaA//tynA//btuE//ribE//hcaE//srlD//tktB//gluQ//pgsA//malQ//
go_0015950_6	asnA//
go_0015951_7	caiB//mocA//
go_0015968_6	
go_0015969_8	ilvH//hemH//
go_0015976_2	pdeH//
go_0015986_7	
go_0015990_10	mutH//rihC//
go_0016024_7	arnT//
go_0016032_5	rimK//
go_0016036_6	tesB//frdB//
go_0016042_5	
go_0016052_5	ileS//sodC//nrdE//aroD//
go_0016075_8	nagA//
go_0016078_8	gpmM//
go_0016094_6	yghU//panB//
go_0016226_5	ndk//hisA//thiM//puuD//
go_0016259_7	cobT//
go_0016260_8	rluE//panB//prs//
go_0016310_6	ampH//recR//argH//malQ//udk//fadD//glpD//lgoD//aspC//avtA//trmI//mltA//amiD//menD//araA//mhpB//thiI//
go_0016311_6	paaG//hemN//recR//panD//sodB//frmB//aroB//waaH//astC//hemF//lipA//lsrK//dld//cadA//dhaK//rfbC//nudG//mltA//selB//gloA//mnmA//atoB//fabB//pdeL//rihC//etk//nrdE//pgpC//gltB//glgA//speA//amyA//moaD//idi//torZ//rfbC//glk//tgt//cpsB//mhpB//
go_0016458_3	
go_0016485_6	rpiB//accC//
go_0016540_7	pgpB//pfkB//
go_0016579_7	ubiE//
go_0016998_5	metF//
go_0017001_5	cysM//
go_0017003_8	accA//
go_0017004_7	dnaQ//
go_0017013_7	
go_0017038_6	
go_0017148_8	guaC//entE//yfcF//proC//rlmG//
go_0017189_7	psd//
go_0017198_7	glmU//
go_0018012_8	kefF//
go_0018023_7	yhdJ//
go_0018063_8	ahpC//
go_0018070_8	queC//fumC//
go_0018104_8	frmB//idnO//purC//ung//pgk//
go_0018105_8	trpE//
go_0018106_8	
go_0018108_8	nudF//
go_0018117_8	
go_0018125_6	nhoA//
go_0018131_6	mltD//
go_0018160_8	fbp//
go_0018206_8	pdeL//
go_0018247_9	udk//
go_0018283_6	
go_0018298_7	nth//
go_0018307_7	edd//
go_0018315_8	ilvM//
go_0018339_9	kdsC//
go_0018345_8	phnM//
go_0018364_6	trmO//agp//
go_0018378_9	
go_0018393_10	trpA//
go_0018394_9	guaC//
go_0018410_8	guaA//
go_0018909_5	dgkA//
go_0018937_4	ileS//
go_0019042_6	rph//
go_0019068_6	
go_0019076_6	
go_0019217_7	
go_0019242_6	acs//
go_0019243_7	treC//gcvT//kdsC//uxuA//
go_0019249_6	relA//
go_0019250_7	murA//
go_0019262_6	bglX//deoC//dsdA//purC//mltF//
go_0019264_7	hcaE//
go_0019272_9	mmuM//fbaA//
go_0019284_7	rfbC//mltA//
go_0019285_5	ymdB//asnS//
go_0019288_6	ppsA//guaA//rihA//sgbU//
go_0019290_5	
go_0019292_8	codA//
go_0019294_6	lpxP//nadE//dcyD//aroH//
go_0019299_6	gloB//
go_0019301_7	sdhB//ogt//rffC//rrrD//ribB//aroE//ackA//
go_0019303_7	gcvH//uxuB//
go_0019305_7	metH//
go_0019309_7	curA//
go_0019316_8	hemL//alaC//nudB//
go_0019318_5	mhpA//
go_0019323_6	mhpB//yihX//ubiF//ppx//glnS//gldA//eptA//
go_0019324_6	insI-1//mngB//prmC//idnK//gshA//
go_0019343_8	rnd//
go_0019344_7	aroF//
go_0019346_7	prpB//
go_0019353_8	hinT//trpE//tig//rne//
go_0019354_6	metG//
go_0019379_5	uvrB//
go_0019380_6	tdcD//fabD//
go_0019388_7	curA//
go_0019391_6	cmk//
go_0019394_7	hisD//
go_0019395_5	ilvE//
go_0019404_8	narY//abgA//
go_0019413_6	murQ//purF//
go_0019419_4	ttdB//
go_0019427_7	aroL//
go_0019430_5	gldA//rbsD//yeiG//
go_0019432_7	dacD//
go_0019439_5	amyA//tdk//
go_0019447_8	gcd//
go_0019450_9	ndk//
go_0019464_7	yrfG//nagA//truA//garR//argG//yajO//
go_0019480_4	kdsA//
go_0019509_7	
go_0019516_4	yieH//tynA//
go_0019521_6	paaA//mocA//
go_0019542_6	rsmG//
go_0019545_6	dhaL//
go_0019546_9	nudG//
go_0019563_7	mug//aspA//arsC//
go_0019568_7	ampD//acpH//
go_0019569_7	recR//dgcZ//ssuD//
go_0019571_8	cdd//clsC//rpiA//
go_0019572_8	fdhF//
go_0019584_7	
go_0019588_7	selB//arnT//
go_0019592_8	dxr//
go_0019595_8	aroC//
go_0019607_6	etk//narZ//
go_0019622_6	waaP//recJ//napB//
go_0019629_7	menA//purC//
go_0019632_5	yccX//pfkA//allC//bglX//
go_0019634_5	ravA//
go_0019645_6	fumB//hypF//mutM//
go_0019646_6	lgoD//thiE//dapA//purF//
go_0019664_6	pdxB//tsaB//
go_0019665_5	ppk//
go_0019673_6	murG//
go_0019676_3	dapA//
go_0019677_8	
go_0019679_7	treA//pabA//garD//
go_0019686_6	asd//
go_0019698_7	ddlA//galK//sucD//trmA//paaA//rlmF//
go_0019700_6	folX//truA//yqjH//kefF//
go_0019740_2	lysU//mltB//gmhB//citE//acnB//sseA//
go_0019752_6	
go_0019805_6	wecC//
go_0019835_3	
go_0019852_5	argF//miaB//caiD//
go_0019854_6	trmD//fumB//
go_0019856_7	speF//
go_0019858_7	gatY//
go_0019859_7	murI//
go_0019877_6	citX//udk//sad//
go_0019878_9	nadA//
go_0019935_6	malP//glxR//
go_0019985_8	caiB//xapA//
go_0019988_7	gcvP//
go_0022417_4	cdd//
go_0022610_2	wrbA//
go_0022611_3	aroC//argH//ada//
go_0022900_4	rluF//argF//
go_0022904_5	nrdD//patD//mnmA//
go_0023014_4	yggF//rsmG//nrdD//
go_0030001_7	gabT//polB//glcD//
go_0030007_8	cysS//
go_0030026_9	
go_0030091_6	galT//phnM//pepD//lpxD//
go_0030153_5	
go_0030162_7	
go_0030163_5	paaH//ugd//serS//pabC//
go_0030244_9	
go_0030258_5	gloA//
go_0030260_7	
go_0030261_8	
go_0030307_6	
go_0030308_6	ldtB//rsgA//
go_0030388_5	rlmH//fabB//tmcA//
go_0030488_6	csdA//proB//ulaG//patZ//rhaA//pcm//rimK//ravA//aceF//ymdB//
go_0030490_10	
go_0030497_7	surA//rihA//
go_0030541_4	
go_0030573_6	pyrB//
go_0030632_8	pncB//amiD//tktB//cmk//
go_0030641_8	mmuM//lysA//
go_0030643_8	
go_0030961_9	thiG//
go_0030980_7	wzb//waaC//arnB//
go_0031118_8	speG//
go_0031119_8	dmsA//nudG//ppk//araD//pdxA//nadB//
go_0031125_10	sbcB//
go_0031162_5	rlmM//
go_0031167_6	sthA//hypF//gpmM//rfbB//betB//eutD//
go_0031280_6	yfiC//
go_0031297_7	
go_0031342_5	
go_0031346_7	
go_0031365_7	glk//
go_0031400_8	
go_0031439_9	
go_0031460_7	paaC//bglB//hypF//recF//galM//iscS//
go_0031554_7	
go_0031555_8	
go_0031556_9	
go_0031564_8	uxaC//
go_0031638_7	
go_0031648_5	
go_0031669_5	
go_0031670_5	
go_0032025_6	hemN//
go_0032026_6	malY//
go_0032049_8	lpxD//folA//astC//
go_0032055_6	
go_0032091_6	
go_0032147_9	
go_0032150_8	
go_0032194_8	araB//
go_0032196_3	rsmF//
go_0032238_6	kduD//
go_0032259_3	xthA//ugd//metL//trmA//
go_0032261_6	lpxP//
go_0032263_7	cdsA//rutC//
go_0032264_7	sgbE//ampD//
go_0032265_7	aroG//
go_0032272_7	
go_0032297_10	
go_0032298_10	
go_0032324_6	uxaC//aspS//thiD//
go_0032329_7	allC//pck//
go_0032359_7	
go_0032412_6	
go_0032413_6	
go_0032414_6	kdsD//
go_0032445_10	dkgA//uxaB//
go_0032462_7	hypB//
go_0032466_7	
go_0032467_7	
go_0032506_4	
go_0032508_8	yfeX//ileS//epd//eutD//
go_0032774_6	hcp//
go_0032775_6	rpiB//murI//sad//
go_0032781_7	
go_0032784_8	
go_0032790_6	ribE//
go_0032885_7	
go_0032951_8	
go_0032955_6	
go_0032973_7	mhpD//
go_0032978_7	
go_0033014_6	truB//ribF//
go_0033051_5	metL//
go_0033120_8	
go_0033194_5	opgB//pflB//ribF//
go_0033195_5	tnaA//
go_0033212_10	yjjX//nadB//
go_0033214_11	hisH//yciV//
go_0033228_8	mmuM//fcl//fumC//
go_0033317_7	alaA//tag//rluE//galE//
go_0033320_6	ygeX//
go_0033345_8	ackA//hemN//
go_0033353_5	trpS//
go_0033359_7	panC//acnA//
go_0033384_6	yigL//
go_0033388_7	ilvM//
go_0033477_5	pheA//
go_0033499_8	glnS//gloA//uvrB//uvrA//trpC//
go_0033518_6	rihA//
go_0033539_7	paaZ//
go_0033542_7	add//
go_0033543_8	sgbE//
go_0033567_6	
go_0033585_7	glpX//curA//
go_0033611_8	epmC//
go_0033683_7	
go_0034194_8	gatD//truA//mutM//
go_0034195_8	entD//
go_0034198_6	patD//thrB//
go_0034203_6	glnE//
go_0034204_5	glyA//maeA//
go_0034213_6	miaA//
go_0034214_7	yfbR//lpoA//pyrE//
go_0034219_6	yihT//ddlA//yfeX//fadB//nudB//yfdR//hflX//ubiF//fucO//cmoB//pinE//glpC//dmsC//adhP//yihS//rutD//waaQ//dacD//tadA//cysG//waaA//murQ//yfeW//nagZ//dhaL//chbG//dbpA//sucD//yfeW//
go_0034220_6	rfaE//cadA//nrfB//glgC//narZ//rutE//
go_0034224_6	
go_0034227_8	prpB//
go_0034258_8	gloC//
go_0034260_5	
go_0034289_7	glcB//
go_0034337_3	katG//
go_0034355_7	cobU//hpt//bfr//pnp//
go_0034401_5	
go_0034414_9	gcd//
go_0034421_8	curA//
go_0034470_8	cysK//
go_0034552_7	
go_0034599_5	metG//fadH//hisF//abgA//purN//
go_0034605_5	hemA//patD//
go_0034614_6	icd//
go_0034620_6	tktA//
go_0034628_9	paaH//malZ//murD//lpoB//rsmE//
go_0034635_6	mltA//
go_0034644_7	speG//
go_0034661_7	
go_0034775_7	ilvH//cobS//
go_0034983_9	speF//murI//
go_0035235_6	cysC//ftnA//dld//
go_0035307_9	
go_0035335_8	wzb//gatY//
go_0035344_8	gabD//tktB//
go_0035350_6	agp//
go_0035429_8	yieF//mnmA//gstA//nrdA//xapA//fkpA//
go_0035433_7	dcm//
go_0035434_9	ispB//
go_0035435_9	sdhC//truA//nadC//aroA//
go_0035442_7	dgcZ//kdgK//yrfG//ybjG//dmsB//hemF//psd//
go_0035443_7	mdh//ampD//fruK//
go_0035444_9	nadK//guaD//ilvI//serB//
go_0035461_6	panB//
go_0035524_8	paaG//
go_0035552_6	nrdD//
go_0035553_6	ynfE//
go_0035556_4	
go_0035600_8	add//
go_0035672_6	glgB//cpdA//pgaB//
go_0035725_9	gph//mltD//dgkA//entA//murQ//
go_0035784_9	cdh//
go_0035864_6	
go_0035873_8	lyxK//glcE//
go_0035999_5	ydfG//epmB//nudF//
go_0036001_7	iscS//
go_0036047_9	fklB//
go_0036049_9	eda//
go_0036088_6	psd//
go_0036104_6	dam//aroC//
go_0036172_6	rutC//
go_0036214_3	
go_0036265_6	nfsB//
go_0036289_9	glgA//hemE//
go_0036448_6	idnD//astC//
go_0036460_5	
go_0036506_5	
go_0036525_7	
go_0038083_9	acpT//hypF//
go_0040033_9	
go_0042026_4	lysU//yihT//tdk//nadD//
go_0042126_5	nudF//
go_0042128_5	
go_0042150_7	glnS//
go_0042157_5	
go_0042158_6	nrdD//lsrK//
go_0042177_7	
go_0042182_5	der//
go_0042219_6	
go_0042245_7	ulaG//sad//agp//
go_0042254_5	epd//
go_0042255_6	
go_0042274_5	fkpA//
go_0042304_7	
go_0042351_7	glnS//
go_0042355_8	arnA//ynfH//tauD//yagF//kdsA//rlmF//
go_0042371_7	hmp//
go_0042413_6	carA//phnJ//
go_0042450_7	hisF//folE//dgoD//gltD//talB//sgbU//
go_0042454_7	ldtC//
go_0042493_4	rpiA//tehB//hemF//aroL//dgcT//mobA//mobA//hisH//yjhH//trmH//sbcB//rnt//tadA//
go_0042538_6	frmA//pdxJ//thiH//
go_0042542_5	rsmD//relA//ssuE//frmA//
go_0042545_5	nrdF//
go_0042594_4	dusC//pta//patD//nudG//
go_0042619_6	
go_0042710_4	guaC//cysQ//dosP//tauD//tyrA//mug//cysQ//napB//
go_0042732_6	napB//
go_0042744_6	iaaA//aroK//
go_0042759_7	moeB//
go_0042773_6	fes//
go_0042777_8	
go_0042780_10	kbaY//rsuA//
go_0042817_5	pinE//
go_0042819_6	rluE//
go_0042823_6	rsmA//metG//rutD//arnB//
go_0042838_6	rhaD//gcvT//yccX//mtlD//
go_0042840_7	yrfG//gatZ//ribD//pta//gntK//dcd//
go_0042843_7	rffH//cobB//
go_0042846_8	wecC//
go_0042852_9	clsA//
go_0042867_8	rsmD//
go_0042873_7	ahr//
go_0042882_10	yigL//caiB//
go_0042884_7	ampH//ychF//panB//
go_0042885_8	paaZ//
go_0042891_6	thiD//gadA//xthA//wzb//nudC//mnmG//arnA//
go_0042906_8	galK//queC//paaH//
go_0042908_5	nadA//
go_0042914_8	rhaM//
go_0042918_6	entD//caiD//
go_0042919_6	
go_0042920_6	adhP//
go_0042928_7	
go_0042930_7	panC//ackA//glgB//hyi//yahK//clsB//hcp//tktB//dgoK//rlmM//
go_0042938_8	ghrB//acpT//nadA//
go_0042939_8	tdcE//
go_0042941_8	pgsA//
go_0042942_6	tig//moeB//
go_0042953_6	
go_0042956_8	fabI//guaA//
go_0042968_8	dgcM//frdB//deoB//
go_0043039_6	tilS//ispF//hyi//
go_0043041_6	rrrD//rpe//
go_0043085_5	acs//ogt//pykF//
go_0043086_5	napA//
go_0043093_3	apt//garR//mtlD//xylA//
go_0043097_6	poxB//cueO//
go_0043099_7	panD//
go_0043100_6	ilvB//
go_0043102_5	fucK//
go_0043103_7	rlmJ//
go_0043137_6	speE//sdaA//
go_0043150_8	
go_0043157_6	ldcA//
go_0043164_6	hypB//arnB//menE//idi//lpxD//ampH//paaZ//
go_0043165_6	adiA//bacA//
go_0043171_5	pinE//tdh//kduI//ppiC//accA//
go_0043200_5	
go_0043201_6	
go_0043213_7	speC//ravA//
go_0043254_5	
go_0043335_3	rlmD//ppc//putA//yjhH//aldB//
go_0043433_5	aphA//cpdA//mltF//
go_0043442_6	kdsC//
go_0043456_6	fadI//
go_0043462_6	lpxB//
go_0043470_6	
go_0043471_6	
go_0043488_5	rffG//dcm//glpC//
go_0043547_7	
go_0043571_7	waaA//
go_0043610_4	mhpD//accA//ldtC//
go_0043686_7	mcrA//
go_0043687_7	hemN//trmA//csdA//narV//ilvE//
go_0043708_5	narZ//
go_0043709_6	phnM//
go_0043711_5	
go_0043952_7	
go_0043953_7	folE//
go_0044010_5	rsgA//cysS//phnI//pncB//csdA//folM//
go_0044011_4	fadD//
go_0044036_5	avtA//lpxH//bfr//
go_0044038_6	nrdA//hyaC//
go_0044092_4	
go_0044179_5	
go_0044208_7	accA//
go_0044238_3	rutC//dxr//hypF//btuE//
go_0044248_4	
go_0044255_4	
go_0044262_4	dld//hcaC//
go_0044273_5	metE//
go_0044275_5	truD//
go_0044349_6	
go_0044355_6	glpA//
go_0044532_6	
go_0044659_7	nadC//
go_0044718_6	panB//
go_0044764_3	
go_0044780_6	dnaQ//
go_0044781_5	
go_0044787_5	adk//
go_0044874_7	
go_0045004_7	serS//puuD//ndh//
go_0045013_7	
go_0045226_7	nudF//uxaA//ubiF//ansB//cobS//dmsB//
go_0045333_5	mepS//pdeR//
go_0045337_6	cmk//
go_0045454_4	bcsA//pykF//carB//rsgA//nrfB//panD//ackA//
go_0045471_5	ybjG//menE//
go_0045717_8	alsK//ansB//
go_0045719_8	
go_0045723_8	
go_0045727_8	
go_0045732_7	
go_0045733_6	kduI//glyA//
go_0045819_8	
go_0045828_7	
go_0045848_5	
go_0045859_7	
go_0045861_8	
go_0045862_8	
go_0045883_5	
go_0045892_8	fabH//cof//fucI//bioB//ubiD//
go_0045893_8	deoA//argB//
go_0045900_9	
go_0045903_5	aspA//
go_0045912_6	speE//mhpA//ldtE//
go_0045926_5	
go_0045936_8	
go_0045947_9	ilvE//ygjK//
go_0045975_9	
go_0045990_6	
go_0046037_8	pdeH//
go_0046040_8	folM//
go_0046047_8	gltB//
go_0046050_8	rfbB//adhP//moaD//
go_0046052_8	folD//
go_0046061_8	moaA//
go_0046076_8	gldA//
go_0046081_8	glgX//sodC//
go_0046086_6	sucA//
go_0046098_7	arsC//
go_0046100_7	asnB//
go_0046101_6	rlmE//rfe//
go_0046103_9	metF//
go_0046104_8	pncB//
go_0046115_10	nagA//
go_0046133_8	slyD//rffH//
go_0046166_6	bioH//
go_0046168_6	murI//yeiG//
go_0046176_6	yeaE//ilvI//dcm//pagP//
go_0046177_7	cmoA//surA//tdk//ynfE//
go_0046181_7	yihX//
go_0046183_7	ldtC//cueO//lysS//
go_0046187_6	glgA//
go_0046196_5	gloA//
go_0046210_6	tdh//fucA//coaD//
go_0046214_6	yegS//
go_0046256_7	hisS//bcsA//
go_0046271_5	cobS//
go_0046279_6	ruvB//
go_0046292_4	patD//
go_0046294_5	galU//kdgK//
go_0046296_6	clsA//dosP//yfcG//
go_0046306_6	rsmD//ubiE//
go_0046323_10	purB//
go_0046325_8	
go_0046336_6	acpS//
go_0046342_8	caiB//
go_0046348_6	dut//bioH//
go_0046365_5	adhP//
go_0046392_7	eptC//purC//hycB//dnaQ//
go_0046397_6	
go_0046416_6	ppiA//
go_0046452_6	tdcE//
go_0046459_6	purU//
go_0046470_5	
go_0046474_6	curA//thyA//kbaZ//leuB//thrC//rlmD//
go_0046487_5	azoR//
go_0046501_6	ynfF//
go_0046618_6	pgk//dusB//ackA//ruvB//ampD//rffH//
go_0046654_7	talB//fkpA//frmA//slyD//ilvA//
go_0046655_5	ftnA//
go_0046656_6	thiG//kbaZ//mltD//trmL//lpoA//hcaB//
go_0046657_6	cysS//
go_0046677_4	yjjX//mltC//lysU//nrfD//scpB//kdsA//trmL//idnK//malP//hflX//coaD//ubiI//frlC//sdaA//coaD//frdB//kdgK//mraY//ribF//clsC//gpmM//gpmA//thrC//metE//phnL//csdA//cynS//yigL//phnL//bioC//pagP//
go_0046685_4	thrS//ldtD//
go_0046686_6	polA//
go_0046688_6	pdeF//gatZ//
go_0046690_5	yjhH//thiG//
go_0046710_8	purD//
go_0046718_8	waaO//clsB//
go_0046777_8	cobU//narI//ygeX//
go_0046834_6	dapB//
go_0046835_5	rlmD//nrfA//queA//ubiG//tag//pgpC//sdhD//cobC//ilvN//fruK//hemC//metK//paaF//appA//katG//serS//tdcD//yihT//gmd//entF//malQ//
go_0046836_7	glgX//
go_0046839_6	yeaE//
go_0046855_6	uxaC//
go_0046892_8	
go_0046901_7	rsmA//
go_0046939_7	hypB//eno//lpxC//yihX//
go_0046942_7	agp//mtgA//frmA//
go_0046944_7	dgoD//
go_0047484_6	
go_0048034_6	yjhG//
go_0048255_6	
go_0048473_8	selB//
go_0048518_4	
go_0048870_3	spoT//
go_0050427_5	psuG//
go_0050667_6	appA//dusB//
go_0050779_5	ndk//
go_0050790_4	frdD//dfp//
go_0050821_5	speC//fabA//
go_0050918_5	sgbH//mltD//
go_0050919_5	panC//
go_0051050_5	
go_0051083_5	mnmE//
go_0051085_5	rutC//pgpC//
go_0051090_4	ilvM//
go_0051091_5	curA//
go_0051131_7	
go_0051143_8	argD//
go_0051156_5	lpd//
go_0051171_5	
go_0051188_5	betA//
go_0051191_6	waaU//
go_0051205_6	
go_0051224_6	
go_0051252_6	
go_0051258_7	
go_0051260_7	gabT//ackA//
go_0051270_5	
go_0051271_6	sodA//thiG//
go_0051274_8	
go_0051276_5	
go_0051289_8	frlB//citC//dhaK//rutE//chbG//adiA//btuR//gldA//malQ//araA//sgbU//xylB//arnT//rbsD//dinB//pck//cmoB//phnO//aroC//cobT//prmC//ribB//dhaK//trpC//ubiF//astC//eutD//dld//pflB//kdsB//iscS//pdeH//
go_0051301_3	pepD//putA//betB//alaS//alkB//guaC//fabG//bioA//
go_0051302_5	
go_0051304_4	acpT//
go_0051338_5	
go_0051345_6	
go_0051346_6	btuR//
go_0051347_6	
go_0051349_6	
go_0051353_6	tcdA//
go_0051391_8	garK//
go_0051409_4	waaP//
go_0051410_3	pgpA//
go_0051452_10	ruvB//
go_0051453_9	cpsB//
go_0051454_10	ycaO//ubiF//fadK//fucK//bioF//
go_0051476_7	asd//
go_0051484_7	gpsA//
go_0051495_8	
go_0051595_6	pdxA//rihC//
go_0051596_6	mutS//coaA//avtA//sdhC//
go_0051599_4	
go_0051603_6	dhaL//mrdA//
go_0051604_5	galM//lsrK//waaG//
go_0051607_4	hemF//ycjU//
go_0051649_4	
go_0051668_4	
go_0051692_6	proB//mdh//
go_0051704_2	guaA//edd//
go_0051715_4	
go_0051716_3	
go_0051726_5	
go_0051781_6	paaB//
go_0051782_6	
go_0051977_7	
go_0051983_5	
go_0052131_6	
go_0052547_6	
go_0052653_5	
go_0052777_7	nadC//cysC//
go_0052778_6	menB//
go_0052837_6	fabG//
go_0055070_10	trpE//
go_0055072_10	cheR//dkgA//
go_0055085_5	etp//feaB//glcE//rlmL//puuB//rihA//lsrK//cpdB//surA//nemA//psuG//entH//rdgB//idnO//ugd//mrcB//ruvC//caiB//menH//ravA//cfa//gstB//gshA//hemD//gapA//moaD//rlmF//waaQ//phnH//aroE//tktB//aceA//rhaD//fadE//uxaA//nadK//yagE//yegS//paaA//fkpA//aceF//rnd//eutD//dhaL//aroB//tnaA//pdxY//gltX//rbn//fcl//cysM//mhpD//glmS//tdh//lldD//umuC//mltF//ligB//mpaA//pta//yigB//hycB//rluD//gpsA//puuA//add//mdh//umpG//rsmG//glnS//rsmB//yqaB//lysU//nrdE//fes//rrrD//waaZ//ribB//glk//ynfE//
go_0055086_4	miaA//menD//
go_0055114_3	kduD//argH//phnO//tag//uvrB//nrfA//aceA//truC//betA//arsC//rrrD//fadM//thrA//dhaM//ychF//tsaC//arsC//lpoB//nth//trmJ//trpC//sgbH//trpD//purC//relA//rluB//nfi//truC//pflB//pdxJ//etp//puuE//metG//manA//sodB//yjjG//sodA//adiA//dmsA//mobA//serA//carB//yciA//hemA//
go_0055129_5	entB//etp//rpiB//
go_0055130_8	bcsA//murC//
go_0060003_10	bioB//ubiC//
go_0060274_5	yigB//
go_0060326_5	cpsG//
go_0060566_8	
go_0060567_8	
go_0060699_8	
go_0060702_9	cyaA//
go_0061077_4	gpmM//leuD//nrdA//rlmJ//phnP//
go_0061475_9	hemN//
go_0061504_8	garD//
go_0061610_5	ldhA//
go_0061615_7	ampH//amyA//
go_0061720_5	bioF//wzb//kdsD//
go_0065002_6	nrfD//
go_0065007_2	clsA//
go_0070084_7	napC//
go_0070178_5	sgbH//
go_0070207_8	lipA//hypF//narI//
go_0070298_8	
go_0070301_6	tag//cmk//
go_0070329_5	accA//
go_0070413_7	entE//
go_0070415_6	idnO//ygeX//
go_0070417_5	kdsD//
go_0070453_7	yeaG//
go_0070475_7	cdsA//hisI//dcyD//rlmJ//tyrS//ulaG//rlmF//lgoD//ribC//argH//nagZ//fkpB//cdd//yhdH//psuG//apt//ndh//dacC//sdaA//
go_0070476_7	glxK//asnS//
go_0070482_4	paaF//
go_0070574_9	ispH//allB//hemN//alaC//
go_0070581_8	
go_0070588_9	
go_0070689_6	mutY//ulaD//
go_0070726_5	hflX//rdgB//
go_0070778_6	ribB//idnK//
go_0070894_6	
go_0070930_7	
go_0070981_6	prmB//
go_0070989_4	dnaQ//
go_0071139_6	
go_0071218_6	cobC//
go_0071229_5	
go_0071230_6	acpT//
go_0071236_5	fucI//uvrC//dacC//
go_0071237_6	
go_0071243_5	pnp//
go_0071248_6	
go_0071249_6	
go_0071250_6	
go_0071266_6	bioA//
go_0071271_7	glgC//
go_0071276_7	
go_0071280_7	alsK//
go_0071284_7	
go_0071286_7	
go_0071287_7	
go_0071288_7	yciV//rnt//
go_0071289_7	insI-1//
go_0071291_6	gntK//
go_0071292_7	hyaB//
go_0071294_7	tdh//
go_0071310_5	
go_0071421_9	ynfF//phoA//mltC//
go_0071422_7	hyaB//bglA//yjjG//
go_0071423_8	epmA//
go_0071454_5	yagF//uvrA//
go_0071456_5	
go_0071467_5	
go_0071468_6	selB//ispA//yagF//dgoA//
go_0071470_5	
go_0071474_6	narG//hypB//rbsK//
go_0071500_5	agp//
go_0071502_5	
go_0071555_4	deoB//yfcF//sthA//rnpA//fumA//ansB//mhpD//dapD//
go_0071577_9	galT//folA//waaL//pck//ghrB//mrdA//
go_0071705_5	
go_0071731_5	
go_0071732_6	folP//
go_0071769_5	
go_0071805_4	tmcA//coaD//scpB//kdsB//dusB//dhaM//coaA//argF//gatD//
go_0071806_6	der//clsA//
go_0071807_8	
go_0071897_6	panD//manA//phnN//tag//waaB//tyrS//
go_0071915_9	ybjI//
go_0071932_8	abgA//
go_0071934_6	truD//
go_0071945_7	
go_0071951_8	glyA//
go_0071963_4	
go_0071973_6	pheT//
go_0071977_5	
go_0071978_7	
go_0072321_6	
go_0072323_7	
go_0072344_7	xthA//fbaA//
go_0072348_5	ascB//
go_0072488_7	rihC//
go_0072511_7	hisG//
go_0072531_6	hypF//
go_0072581_9	kdsA//
go_0072714_5	
go_0075713_7	
go_0080111_4	miaA//pgpB//
go_0089705_7	
go_0089709_7	pgsA//talB//
go_0090071_6	
go_0090116_7	cfa//
go_0090143_4	
go_0090305_6	hcaF//gloC//truC//narZ//pnp//plsC//btuR//hisC//phnO//dhaM//pykF//mutY//ogt//lpxP//tpiA//rsgA//ygeX//eptA//thiD//folE//pgsA//malQ//nrfD//rfbD//mrcA//rnb//leuB//waaL//ribA//ybhA//trpB//ilvC//murC//yggF//rffC//mraY//dosP//patZ//fbaA//malY//nth//ilvA//
go_0090313_8	
go_0090347_6	
go_0090352_6	
go_0090357_7	
go_0090358_8	
go_0090501_7	ushA//metB//bioF//coaD//otsA//menC//maeA//yihU//yfbR//pykF//feaB//dgkA//
go_0090502_8	epmB//selB//tdcG//citE//cmoA//moaA//coaD//rlmA//nagK//hisS//rhaB//hcaB//ilvN//hdhA//cadA//ppk//yihS//
go_0090503_8	yjjG//pyrD//trmI//arnA//hemF//ackA//thrB//fadA//fabI//
go_0090529_5	
go_0090540_10	wecB//
go_0090549_5	
go_0090609_6	fdhF//
go_0097056_7	mepS//
go_0097264_6	thrS//
go_0097304_7	zwf//
go_0097339_7	gcl//
go_0097428_6	tgt//menE//
go_0097502_4	hdhA//
go_0097510_7	hchA//
go_0097533_5	
go_0097638_8	ubiA//
go_0098002_8	
go_0098655_7	ada//btuE//ilvB//pgaB//ribF//tesB//melA//entH//rsmD//gcvP//cysK//tdcE//ybhA//ubiH//yfeW//
go_0098656_7	ilvE//
go_0098707_10	
go_0098708_8	bioA//sucC//
go_0098710_7	moaE//bioB//
go_0098713_8	eutB//galE//
go_0098719_9	
go_0098732_6	rihB//
go_0098795_9	ogt//
go_0098869_4	moaE//treA//rffH//ppsA//torA//preT//frc//ubiA//sdhC//tpiA//phoA//fumC//rlmC//galU//dgt//
go_0099131_7	caiD//
go_0099132_7	rffM//ydiO//metB//queC//lpxM//hcaE//rutB//pgsA//
go_0099133_8	fucA//tsaD//prmC//yajO//frmB//metC//cysC//feaB//metG//rhaD//nudG//ispU//
go_0101030_8	ubiG//
go_1900190_5	yigB//
go_1900191_6	
go_1900192_6	
go_1900231_6	rbsD//
