# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	uxuA//
go_0015912_8	tpiA//
go_0015914_7	mobA//
go_0015920_7	ppiA//uidA//
go_0015937_7	murE//entA//torC//narG//
go_0015940_6	yagF//
go_0015944_4	chbG//araA//valS//
go_0015949_5	nfi//deoC//fadH//cysI//polB//gmk//purD//fbaA//entH//gltD//gpmM//uxuB//yrfG//ubiH//entE//ubiX//cadA//rpiB//
go_0015950_6	lpxD//
go_0015951_7	mnmG//cfa//
go_0015968_6	
go_0015969_8	ubiG//pdeH//
go_0015976_2	lpxL//
go_0015986_7	
go_0015990_10	trmJ//narG//
go_0016024_7	opgB//
go_0016032_5	truA//
go_0016036_6	galE//wzb//
go_0016042_5	
go_0016052_5	lipA//dfp//pagP//nirD//
go_0016075_8	pyrD//
go_0016078_8	lipA//
go_0016094_6	truB//guaB//
go_0016226_5	umpH//aspS//garR//ansA//
go_0016259_7	argE//
go_0016260_8	rutA//gdhA//nfsB//
go_0016310_6	yjhG//astC//cysG//cobU//insI-2//kbaY//bioF//pyrH//fabZ//bioF//glnA//serS//ydiO//idnD//citE//tsaD//aroD//
go_0016311_6	ldtC//scpC//gapA//kdsC//pdxY//ynfH//acs//dusB//thiC//waaL//asnB//garL//azoR//gcvT//murA//puuE//fklB//epmC//ghrB//dhaL//glnE//bioC//entF//rsmI//pgpA//metH//alsK//tadA//pdxK//fkpA//thiE//dacD//dgoD//adk//waaH//argS//truB//yihX//bioH//ppsA//
go_0016458_3	
go_0016485_6	wecC//rsmC//
go_0016540_7	yghU//wcaJ//
go_0016579_7	phnM//
go_0016998_5	dgkA//
go_0017001_5	ribB//
go_0017003_8	otsB//
go_0017004_7	tig//
go_0017013_7	
go_0017038_6	
go_0017148_8	coaD//uidA//thrC//glgB//aroC//
go_0017189_7	rpiA//
go_0017198_7	btuR//
go_0018012_8	menA//
go_0018023_7	ispH//
go_0018063_8	glpA//
go_0018070_8	panB//puuE//
go_0018104_8	gcl//napB//nagB//mngB//rhaA//
go_0018105_8	metC//
go_0018106_8	
go_0018108_8	ybiV//
go_0018117_8	
go_0018125_6	tyrA//
go_0018131_6	cmk//
go_0018160_8	mmuM//
go_0018206_8	ygjK//
go_0018247_9	yfiC//
go_0018283_6	
go_0018298_7	cysS//
go_0018307_7	caiD//
go_0018315_8	hyi//
go_0018339_9	citE//
go_0018345_8	yeiG//
go_0018364_6	insI-1//dcyD//
go_0018378_9	
go_0018393_10	araB//
go_0018394_9	yeaE//
go_0018410_8	cobC//
go_0018909_5	gshB//
go_0018937_4	pdxA//
go_0019042_6	umpH//
go_0019068_6	
go_0019076_6	
go_0019217_7	
go_0019242_6	truD//
go_0019243_7	yihS//yqjH//waaC//rfaE//
go_0019249_6	lpcA//
go_0019250_7	rlmF//
go_0019262_6	panC//thiG//rsmD//mug//accC//
go_0019264_7	fadB//
go_0019272_9	yfdR//paaB//
go_0019284_7	mnaT//moeB//
go_0019285_5	aroE//ruvB//
go_0019288_6	ubiI//puuA//tcdA//dnaQ//
go_0019290_5	
go_0019292_8	apt//
go_0019294_6	gloB//narV//fau//tdh//
go_0019299_6	gpmA//
go_0019301_7	rsmE//rhaM//ligB//paaB//slyD//gcd//nanA//
go_0019303_7	trmL//xthA//
go_0019305_7	glpD//
go_0019309_7	gcl//
go_0019316_8	dbpA//ubiC//nrdA//
go_0019318_5	dmsB//
go_0019323_6	garR//ulaD//fre//xdhB//ldhA//bioB//yghU//
go_0019324_6	phnO//lpxL//appA//thiI//leuB//
go_0019343_8	polB//
go_0019344_7	menD//
go_0019346_7	epd//
go_0019353_8	gcl//yajO//nirD//argH//
go_0019354_6	kduI//
go_0019379_5	carB//
go_0019380_6	cysS//zwf//
go_0019388_7	proB//
go_0019391_6	wzb//
go_0019394_7	polA//
go_0019395_5	uidA//
go_0019404_8	hcaE//clsB//
go_0019413_6	garD//paaC//
go_0019419_4	ulaG//
go_0019427_7	epmA//
go_0019430_5	pyrH//dadA//adeD//
go_0019432_7	lpxC//
go_0019439_5	ttdA//yigB//
go_0019447_8	fabD//
go_0019450_9	thiC//
go_0019464_7	pyrF//psuG//napC//ruvB//nudB//mtn//
go_0019480_4	nrfC//
go_0019509_7	
go_0019516_4	hmp//nadC//
go_0019521_6	orn//narI//
go_0019542_6	tpiA//
go_0019545_6	narI//
go_0019546_9	ribF//
go_0019563_7	rluB//dapA//pyrC//
go_0019568_7	pgpA//upp//
go_0019569_7	nrfD//selA//ydiO//
go_0019571_8	opgE//uvrB//rlmB//
go_0019572_8	mpaA//
go_0019584_7	
go_0019588_7	waaA//insI-2//
go_0019592_8	purD//
go_0019595_8	fau//
go_0019607_6	mrcA//speG//
go_0019622_6	fre//nrfC//sad//
go_0019629_7	ada//tdh//
go_0019632_5	waaB//thiL//ppx//ribA//
go_0019634_5	nanE//
go_0019645_6	yfaU//ribB//atoB//
go_0019646_6	sucB//glyS//panC//hcaD//
go_0019664_6	fbp//lpoA//
go_0019665_5	speB//
go_0019673_6	dgt//
go_0019676_3	lysA//
go_0019677_8	
go_0019679_7	ybjI//mazG//mutH//
go_0019686_6	nrdF//
go_0019698_7	fadE//ulaF//nanK//galT//bioD//kbaY//
go_0019700_6	rsmE//entH//bioD//gmhB//
go_0019740_2	ligB//ssuD//rsuA//aroE//paaF//waaH//
go_0019752_6	
go_0019805_6	glgP//
go_0019835_3	
go_0019852_5	nagK//lpcA//sdhD//
go_0019854_6	glyS//fucK//
go_0019856_7	rluE//
go_0019858_7	ahr//
go_0019859_7	hcaE//
go_0019877_6	phr//glnA//pykA//
go_0019878_9	speG//
go_0019935_6	glpX//sseA//
go_0019985_8	menA//nanE//
go_0019988_7	wrbA//
go_0022417_4	cynT//
go_0022610_2	treA//
go_0022611_3	ldcA//lpcA//hemG//
go_0022900_4	polA//cysC//
go_0022904_5	hcaB//tktA//tehB//
go_0023014_4	waaS//surA//cysH//
go_0030001_7	ilvE//hmp//hcaB//
go_0030007_8	gcd//
go_0030026_9	
go_0030091_6	hycB//sodC//fabZ//pncB//
go_0030153_5	
go_0030162_7	
go_0030163_5	cyoE//yajO//pgl//fkpB//
go_0030244_9	
go_0030258_5	rsuA//
go_0030260_7	
go_0030261_8	
go_0030307_6	
go_0030308_6	torZ//hisF//
go_0030388_5	leuS//leuS//glcE//
go_0030488_6	rnpA//phr//rsmB//mutS//pykF//yhdJ//recR//kdsC//coaA//hyaB//
go_0030490_10	
go_0030497_7	def//dmsB//
go_0030541_4	
go_0030573_6	cdd//
go_0030632_8	cobS//ahr//sgbU//gapA//
go_0030641_8	glgB//mltA//
go_0030643_8	
go_0030961_9	sgbH//
go_0030980_7	pyrD//gnd//fadE//
go_0031118_8	hisI//
go_0031119_8	entE//kduD//mutH//gnd//amiD//ilvD//
go_0031125_10	clsB//
go_0031162_5	cof//
go_0031167_6	accA//hdhA//katG//tyrB//torC//yieH//
go_0031280_6	puuE//
go_0031297_7	
go_0031342_5	
go_0031346_7	
go_0031365_7	curA//
go_0031400_8	
go_0031439_9	
go_0031460_7	rrrD//gadA//ybjI//mhpD//torC//gcvT//
go_0031554_7	
go_0031555_8	
go_0031556_9	
go_0031564_8	purB//
go_0031638_7	
go_0031648_5	
go_0031669_5	
go_0031670_5	
go_0032025_6	aroF//
go_0032026_6	rhaA//
go_0032049_8	mdh//fumA//rlmG//
go_0032055_6	
go_0032091_6	
go_0032147_9	
go_0032150_8	
go_0032194_8	slt//
go_0032196_3	pgl//
go_0032238_6	ushA//
go_0032259_3	uvrC//rfbB//murG//patA//
go_0032261_6	ansB//
go_0032263_7	waaF//guaC//
go_0032264_7	puuE//guaD//
go_0032265_7	panE//
go_0032272_7	
go_0032297_10	
go_0032298_10	
go_0032324_6	yjjX//ushA//ahr//
go_0032329_7	truB//entE//
go_0032359_7	
go_0032412_6	
go_0032413_6	
go_0032414_6	nanE//
go_0032445_10	accD//metL//
go_0032462_7	adhP//
go_0032466_7	
go_0032467_7	
go_0032506_4	
go_0032508_8	pyrD//ulaD//appA//menH//
go_0032774_6	iscS//
go_0032775_6	gmhB//ubiX//ung//
go_0032781_7	
go_0032784_8	
go_0032790_6	gcvT//
go_0032885_7	
go_0032951_8	
go_0032955_6	
go_0032973_7	menD//
go_0032978_7	
go_0033014_6	lpoA//ilvH//
go_0033051_5	puuE//
go_0033120_8	
go_0033194_5	acnA//dapA//tauD//
go_0033195_5	dxs//
go_0033212_10	cheB//gldA//
go_0033214_11	hyaA//dapA//
go_0033228_8	sad//coaA//pykF//
go_0033317_7	ilvN//pldB//tilS//leuB//
go_0033320_6	gldA//
go_0033345_8	entF//pdxA//
go_0033353_5	speF//
go_0033359_7	allD//ubiF//
go_0033384_6	dut//
go_0033388_7	mltB//
go_0033477_5	cysN//
go_0033499_8	fabG//dacC//gstA//fadM//dut//
go_0033518_6	fdhF//
go_0033539_7	fbaA//
go_0033542_7	panC//
go_0033543_8	nhoA//
go_0033567_6	
go_0033585_7	fkpB//dsdA//
go_0033611_8	nudB//
go_0033683_7	
go_0034194_8	leuA//fbp//abgB//
go_0034195_8	lpxD//
go_0034198_6	purC//uvrC//
go_0034203_6	argC//
go_0034204_5	metG//sucC//
go_0034213_6	citG//
go_0034214_7	aroK//rutA//rffM//
go_0034219_6	yeaE//frdA//aroC//dacC//apaH//thrA//serC//eda//ribC//nudF//ispU//hyi//torY//yfdR//gloB//apt//alr//lysA//gstB//der//gluQ//dgoK//phnG//ilvB//folP//sodB//rbsD//mrcA//hcp//
go_0034220_6	purN//nudB//mhpB//murA//pgsA//mug//
go_0034224_6	
go_0034227_8	mtn//
go_0034258_8	rluF//
go_0034260_5	
go_0034289_7	slyD//
go_0034337_3	glgA//
go_0034355_7	rph//rne//alaC//btuR//
go_0034401_5	
go_0034414_9	sdaB//
go_0034421_8	ubiA//
go_0034470_8	hcaD//
go_0034552_7	
go_0034599_5	glgP//melA//ynfF//dgcM//fadD//
go_0034605_5	otsB//aldB//
go_0034614_6	hemD//
go_0034620_6	yegS//
go_0034628_9	frlC//galE//dgkA//rluF//ilvD//
go_0034635_6	eno//
go_0034644_7	pyrC//
go_0034661_7	
go_0034775_7	gntK//sdhA//
go_0034983_9	deoA//accC//
go_0035235_6	lipA//fklB//mazG//
go_0035307_9	
go_0035335_8	allD//rph//
go_0035344_8	ispH//cobB//
go_0035350_6	udk//
go_0035429_8	gpmA//argI//entC//rfbC//mltA//rsmE//
go_0035433_7	nfsB//
go_0035434_9	aceF//
go_0035435_9	torY//ada//tsaC//narV//
go_0035442_7	tdcG//rihA//ldtB//speD//asnA//ampD//folD//
go_0035443_7	glmM//trmO//polA//
go_0035444_9	rlmG//tnaA//aceB//hypF//
go_0035461_6	mnmC//
go_0035524_8	queD//
go_0035552_6	hemE//
go_0035553_6	pdeH//
go_0035556_4	
go_0035600_8	dkgB//
go_0035672_6	speD//hcaE//rlmC//
go_0035725_9	glgB//cysH//nudG//opgE//ydfG//
go_0035784_9	gatY//
go_0035864_6	
go_0035873_8	malZ//cadA//
go_0035999_5	ribE//yigB//trmJ//
go_0036001_7	mmuM//
go_0036047_9	ldcC//
go_0036049_9	acs//
go_0036088_6	ampH//
go_0036104_6	opgE//acpT//
go_0036172_6	paaC//
go_0036214_3	
go_0036265_6	murB//
go_0036289_9	hemG//rutA//
go_0036448_6	upp//asd//
go_0036460_5	
go_0036506_5	
go_0036525_7	
go_0038083_9	bioD//melA//
go_0040033_9	
go_0042026_4	ynfH//dsdA//glmS//entB//
go_0042126_5	rsmJ//
go_0042128_5	
go_0042150_7	nadD//
go_0042157_5	
go_0042158_6	gltB//yfeW//
go_0042177_7	
go_0042182_5	bcsA//
go_0042219_6	
go_0042245_7	wzb//rsmH//scpB//
go_0042254_5	hcaF//
go_0042255_6	
go_0042274_5	accB//
go_0042304_7	
go_0042351_7	alaA//
go_0042355_8	tdcB//coaA//murA//tcdA//hyaA//yieH//
go_0042371_7	tsaC//
go_0042413_6	dmsC//tig//
go_0042450_7	acnB//mog//phnG//moaD//ybcF//argG//
go_0042454_7	slyD//
go_0042493_4	nanK//ygeX//rhaB//pdxA//uxaB//folX//gpmA//tilS//waaP//patZ//dinB//waaA//ispB//
go_0042538_6	pgsA//atoB//ymdB//
go_0042542_5	ychF//adiA//dgoA//psd//
go_0042545_5	yfcG//
go_0042594_4	napC//hisS//fucK//gshA//
go_0042619_6	
go_0042710_4	chbF//tgt//cpsB//lsrK//oxc//fbp//speC//araA//
go_0042732_6	yjjX//
go_0042744_6	kefF//prs//
go_0042759_7	wzb//
go_0042773_6	uxaC//
go_0042777_8	
go_0042780_10	eno//ulaE//
go_0042817_5	metL//
go_0042819_6	mpaA//
go_0042823_6	wzb//eptB//rsmF//moaE//
go_0042838_6	yagF//aceA//hinT//pyrH//
go_0042840_7	citC//tadA//yccX//aroK//gpmA//rhaD//
go_0042843_7	caiD//sdaA//
go_0042846_8	rlmL//
go_0042852_9	alaS//
go_0042867_8	torY//
go_0042873_7	ilvN//
go_0042882_10	frdA//phnI//
go_0042884_7	ampH//tig//malQ//
go_0042885_8	cof//
go_0042891_6	pykA//truA//cfa//yagE//yqhD//glk//argD//
go_0042906_8	paaC//aspS//moaD//
go_0042908_5	hchA//
go_0042914_8	dmsB//
go_0042918_6	napA//bglB//
go_0042919_6	
go_0042920_6	plsC//
go_0042928_7	
go_0042930_7	lpcA//ldtB//nfi//rlmB//bglX//abgA//nrdB//queG//rfbC//glmM//
go_0042938_8	pck//nudB//gudD//
go_0042939_8	sdhD//
go_0042941_8	rrrD//
go_0042942_6	dacC//pyrD//
go_0042953_6	
go_0042956_8	lpxB//uxaB//
go_0042968_8	cysC//metE//uxuA//
go_0043039_6	guaB//mnmA//hisS//
go_0043041_6	ilvM//pdxJ//
go_0043085_5	folX//galE//thiH//
go_0043086_5	mazG//
go_0043093_3	citC//csdA//nanE//dmsB//
go_0043097_6	ldhA//ravA//
go_0043099_7	bglA//
go_0043100_6	pyrD//
go_0043102_5	lplA//
go_0043103_7	fabA//
go_0043137_6	sdhC//cyaA//
go_0043150_8	
go_0043157_6	kbaY//
go_0043164_6	upp//rutC//queF//ttdB//menD//orn//galU//
go_0043165_6	fadJ//pdeR//
go_0043171_5	ddlB//tyrS//folE//gldA//argF//
go_0043200_5	
go_0043201_6	
go_0043213_7	pgpA//ilvN//
go_0043254_5	
go_0043335_3	cmk//ruvB//recR//treA//nth//
go_0043433_5	kdsD//argE//opgE//
go_0043442_6	ycaO//
go_0043456_6	chbF//
go_0043462_6	pyrE//
go_0043470_6	
go_0043471_6	
go_0043488_5	ilvN//murE//pta//
go_0043547_7	
go_0043571_7	yqhD//
go_0043610_4	ogt//lysU//putA//
go_0043686_7	bglA//
go_0043687_7	plsC//tyrB//ackA//pabB//folC//
go_0043708_5	arnB//
go_0043709_6	hyaA//
go_0043711_5	
go_0043952_7	
go_0043953_7	ybiV//
go_0044010_5	glk//melA//tktB//ilvM//ubiG//phnH//
go_0044011_4	lpxB//
go_0044036_5	frlC//cadA//pldB//
go_0044038_6	paaG//ilvA//
go_0044092_4	
go_0044179_5	
go_0044208_7	rsmA//
go_0044238_3	mltC//purL//napA//ndk//
go_0044248_4	
go_0044255_4	
go_0044262_4	fucA//dhaK//
go_0044273_5	dhaM//
go_0044275_5	clsC//
go_0044349_6	
go_0044355_6	rutB//
go_0044532_6	
go_0044659_7	rfbB//
go_0044718_6	betB//
go_0044764_3	
go_0044780_6	ubiC//
go_0044781_5	
go_0044787_5	rlmC//
go_0044874_7	
go_0045004_7	pphB//pykA//pagP//
go_0045013_7	
go_0045226_7	lpxB//lpxT//pfkA//dam//acnA//yihU//
go_0045333_5	mltB//ssuE//
go_0045337_6	mhpB//
go_0045454_4	rlmM//nadK//cfa//argF//yhdH//glgX//lacZ//
go_0045471_5	waaO//thiD//
go_0045717_8	argF//argI//
go_0045719_8	
go_0045723_8	
go_0045727_8	
go_0045732_7	
go_0045733_6	dapD//aroA//
go_0045819_8	
go_0045828_7	
go_0045848_5	
go_0045859_7	
go_0045861_8	
go_0045862_8	
go_0045883_5	
go_0045892_8	phnG//nadA//pdxY//ssuD//asnS//
go_0045893_8	cysN//pyrE//
go_0045900_9	
go_0045903_5	rsmD//
go_0045912_6	uxaC//speA//trmI//
go_0045926_5	
go_0045936_8	
go_0045947_9	metL//tag//
go_0045975_9	
go_0045990_6	
go_0046037_8	aroD//
go_0046040_8	rluE//
go_0046047_8	hyaA//
go_0046050_8	fucI//ynfE//pinE//
go_0046052_8	ldtC//
go_0046061_8	folX//
go_0046076_8	ynfH//
go_0046081_8	coaA//cdd//
go_0046086_6	ushA//
go_0046098_7	coaA//
go_0046100_7	waaH//
go_0046101_6	hemB//sgbU//
go_0046103_9	tyrA//
go_0046104_8	lpcA//
go_0046115_10	mutS//
go_0046133_8	panD//sgbH//
go_0046166_6	recF//
go_0046168_6	rfe//ribB//
go_0046176_6	mltB//purL//mmuM//rluE//
go_0046177_7	ydiF//tyrB//fumC//fabH//
go_0046181_7	thiE//
go_0046183_7	ligB//pdeH//rihC//
go_0046187_6	fadD//
go_0046196_5	putA//
go_0046210_6	fadM//lpoA//glpD//
go_0046214_6	tdcG//
go_0046256_7	hemE//nrfD//
go_0046271_5	lpcA//
go_0046279_6	epmB//
go_0046292_4	dapD//
go_0046294_5	ubiE//dgcZ//
go_0046296_6	rluF//ruvA//folE//
go_0046306_6	nrfD//thiI//
go_0046323_10	iaaA//
go_0046325_8	
go_0046336_6	nagB//
go_0046342_8	adk//
go_0046348_6	waaQ//narY//
go_0046365_5	ydiO//
go_0046392_7	gmd//rph//ilvN//ybjI//
go_0046397_6	
go_0046416_6	ulaF//
go_0046452_6	mocA//
go_0046459_6	xthA//
go_0046470_5	
go_0046474_6	pgm//lplA//tsaC//garL//fabD//speF//
go_0046487_5	argC//
go_0046501_6	yciV//
go_0046618_6	puuC//slyD//serS//eptA//lpxH//rhaA//
go_0046654_7	ydiB//pgk//menB//yfeX//waaQ//
go_0046655_5	bglX//
go_0046656_6	moaA//sdhB//yjhG//adeD//fruK//thyA//
go_0046657_6	abgA//
go_0046677_4	rlmC//entC//folD//rfbB//folA//waaP//iaaA//mhpB//birA//mobA//hcaB//menH//ulaG//btuR//ulaE//hmp//pdxB//ileS//cdsA//paaC//recG//menI//ruvA//dkgB//frdD//argF//glcB//rffC//rihC//speA//dgoA//
go_0046685_4	glpK//otsA//
go_0046686_6	psd//
go_0046688_6	gapA//aceA//
go_0046690_5	frdC//glnA//
go_0046710_8	mcrB//
go_0046718_8	acpH//cmk//
go_0046777_8	ispF//feaB//otsA//
go_0046834_6	leuD//
go_0046835_5	nrfD//pfkB//hisA//lysC//sgbH//ruvC//ppiC//gldA//lpoA//ssuE//ileS//azoR//mutH//cysG//menI//mobA//waaG//pdxB//rutD//menC//betB//
go_0046836_7	serS//
go_0046839_6	entC//
go_0046855_6	folD//
go_0046892_8	
go_0046901_7	fklB//
go_0046939_7	gmd//scpC//rbn//rutA//
go_0046942_7	ulaG//gcvT//queD//
go_0046944_7	ldtB//
go_0047484_6	
go_0048034_6	sufS//
go_0048255_6	
go_0048473_8	rph//
go_0048518_4	
go_0048870_3	lpxP//
go_0050427_5	aroH//
go_0050667_6	accC//cheB//
go_0050779_5	gltD//
go_0050790_4	yrfG//rimK//
go_0050821_5	mltB//nrdE//
go_0050918_5	ynfH//dhaM//
go_0050919_5	queD//
go_0051050_5	
go_0051083_5	hisA//
go_0051085_5	lgoD//fumC//
go_0051090_4	ispB//
go_0051091_5	truD//
go_0051131_7	
go_0051143_8	rffC//
go_0051156_5	dbpA//
go_0051171_5	
go_0051188_5	purU//
go_0051191_6	gutQ//
go_0051205_6	
go_0051224_6	
go_0051252_6	
go_0051258_7	
go_0051260_7	hemC//rlmM//
go_0051270_5	
go_0051271_6	pdxK//galE//
go_0051274_8	
go_0051276_5	
go_0051289_8	kbaZ//ravA//pphB//srlD//menA//nirB//rpiB//mhpD//wzc//dxs//dsdA//truC//roxA//acpH//ascB//opgB//dnaE//gcvT//mocA//pyrC//cmoB//ldcC//tcdA//gabD//kdgK//serS//rsmJ//lpxD//sucA//ygeX//panE//tdh//
go_0051301_3	fadE//ftsI//gmd//fadM//napC//wrbA//rlmC//entD//
go_0051302_5	
go_0051304_4	proA//
go_0051338_5	
go_0051345_6	
go_0051346_6	ychF//
go_0051347_6	
go_0051349_6	
go_0051353_6	yieF//
go_0051391_8	udp//
go_0051409_4	aldB//
go_0051410_3	dmsA//
go_0051452_10	sucD//
go_0051453_9	purT//
go_0051454_10	slyD//proC//putA//fabB//fadK//
go_0051476_7	bioH//
go_0051484_7	wzb//
go_0051495_8	
go_0051595_6	poxB//thiG//
go_0051596_6	alsE//recG//thiI//speG//
go_0051599_4	
go_0051603_6	rnd//pgpA//
go_0051604_5	queC//ddlB//glpD//
go_0051607_4	yhdJ//bcsA//
go_0051649_4	
go_0051668_4	
go_0051692_6	selB//nadD//
go_0051704_2	adk//galE//
go_0051715_4	
go_0051716_3	
go_0051726_5	
go_0051781_6	ubiE//
go_0051782_6	
go_0051977_7	
go_0051983_5	
go_0052131_6	
go_0052547_6	
go_0052653_5	
go_0052777_7	sucC//rutC//
go_0052778_6	gmhB//
go_0052837_6	ymdB//
go_0055070_10	iscS//
go_0055072_10	gpp//murF//
go_0055085_5	yjjX//pdeF//cysS//trmH//trpS//cysH//glgA//purD//tig//murF//cpdA//ybjG//ybhA//mdh//nagA//glcE//argC//malS//hisF//cmoB//mnmA//ileS//ubiE//gpmA//dgkA//cdsA//aroB//mutY//metB//ssuE//nirB//cobC//mnmG//ldtC//icd//narG//ilvE//pheS//sdhC//lipB//bioD//aspA//arsC//rsgA//selA//ynfE//araD//ssuD//tnaA//pgpC//sthA//mhpD//gstA//ycaO//udp//ubiA//arnT//putA//dam//clsA//gltX//ubiE//ubiX//argC//fadD//gatZ//nagZ//paaE//cof//mog//dmsC//luxS//aroG//ppiA//glpD//pgaD//pyrH//folX//pdxA//mnmE//
go_0055086_4	dsdA//arnA//
go_0055114_3	cynT//purA//ahpC//tdh//nrdE//orn//malY//tpiA//rsgA//astB//garK//idnO//psd//rhaB//trmD//yegS//frlB//torA//phnH//ilvA//proS//ada//rpiB//gabT//paaJ//proB//dgcZ//tdcD//ftsI//mhpD//menI//dld//acs//uvrB//menC//alsE//entB//pdeH//pagP//fre//nadC//adeD//lpcA//glk//
go_0055129_5	eutB//fcl//cobT//
go_0055130_8	cpdB//rsmB//
go_0060003_10	hemG//phnP//
go_0060274_5	cpdA//
go_0060326_5	opgB//
go_0060566_8	
go_0060567_8	
go_0060699_8	
go_0060702_9	entA//
go_0061077_4	nemA//cyaA//hisB//ispH//ilvA//
go_0061475_9	hisI//
go_0061504_8	cynT//
go_0061610_5	yihT//
go_0061615_7	aspA//menD//
go_0061720_5	rffH//pyrG//nrdE//
go_0065002_6	nagB//
go_0065007_2	mcrB//
go_0070084_7	pheT//
go_0070178_5	lysU//
go_0070207_8	narH//fkpA//sthA//
go_0070298_8	
go_0070301_6	ispB//hemE//
go_0070329_5	tsaB//
go_0070413_7	nagB//
go_0070415_6	phnH//der//
go_0070417_5	amiD//
go_0070453_7	ulaD//
go_0070475_7	yjiA//ubiA//gadA//nrdD//speG//glcB//hpt//gcvP//waaJ//mltB//scpB//pfkB//argD//glpK//fadH//ansA//ubiD//glnE//ubiA//
go_0070476_7	waaG//waaQ//
go_0070482_4	glcE//
go_0070574_9	tynA//pldB//ispA//aceB//
go_0070581_8	
go_0070588_9	
go_0070689_6	sdhD//fadK//
go_0070726_5	pykA//tsaD//
go_0070778_6	lpxC//dacD//
go_0070894_6	
go_0070930_7	
go_0070981_6	deoA//
go_0070989_4	fdhF//
go_0071139_6	
go_0071218_6	metL//
go_0071229_5	
go_0071230_6	tyrA//
go_0071236_5	yeaE//pcm//pdxH//
go_0071237_6	
go_0071243_5	phr//
go_0071248_6	
go_0071249_6	
go_0071250_6	
go_0071266_6	dapD//
go_0071271_7	wrbA//
go_0071276_7	
go_0071280_7	dnaQ//
go_0071284_7	
go_0071286_7	
go_0071287_7	
go_0071288_7	dgoK//pdxY//
go_0071289_7	moeB//
go_0071291_6	wzb//
go_0071292_7	glxK//
go_0071294_7	asnB//
go_0071310_5	
go_0071421_9	speB//gstA//proC//
go_0071422_7	mhpC//yrfG//rluE//
go_0071423_8	alsK//
go_0071454_5	fabA//alaA//
go_0071456_5	
go_0071467_5	
go_0071468_6	arsC//hisG//yegS//guaD//
go_0071470_5	
go_0071474_6	ilvD//rimK//dmsA//
go_0071500_5	waaO//
go_0071502_5	
go_0071555_4	talB//xylB//tdcD//queC//ybiV//melA//hemE//yidA//
go_0071577_9	yghU//waaY//fabH//clsC//gloA//yihV//
go_0071705_5	
go_0071731_5	
go_0071732_6	aroK//
go_0071769_5	
go_0071805_4	rsmA//yfcF//nrdA//paaZ//patD//ygjK//purA//bglA//cobT//
go_0071806_6	dapA//mnaT//
go_0071807_8	
go_0071897_6	trmL//rnd//gmhB//trpD//hinT//polB//
go_0071915_9	hemD//
go_0071932_8	purB//
go_0071934_6	torC//
go_0071945_7	
go_0071951_8	entA//
go_0071963_4	
go_0071973_6	araD//
go_0071977_5	
go_0071978_7	
go_0072321_6	
go_0072323_7	
go_0072344_7	ulaE//araA//
go_0072348_5	lpxP//
go_0072488_7	pflB//
go_0072511_7	aceF//
go_0072531_6	panD//
go_0072581_9	plsC//
go_0072714_5	
go_0075713_7	
go_0080111_4	bglX//tilS//
go_0089705_7	
go_0089709_7	purL//ycjU//
go_0090071_6	
go_0090116_7	udk//
go_0090143_4	
go_0090305_6	kduD//cysQ//pyrE//paaG//pdeF//ftnA//serC//fadK//slyD//mnmG//insI-1//uxaA//murA//moaE//ddlA//codA//melA//argA//cdh//kbaZ//gabT//lpoB//mhpA//waaG//lipA//lldD//fabB//trmD//hypB//phnM//pphB//accB//pykA//folM//tig//trpC//lpd//nanA//aroG//mngB//dut//amyA//
go_0090313_8	
go_0090347_6	
go_0090352_6	
go_0090357_7	
go_0090358_8	
go_0090501_7	tadA//nagZ//uxaA//kbaY//fadK//glmU//serC//coaD//dacD//lipA//cdsA//ilvB//
go_0090502_8	purT//waaJ//menD//fumC//prpD//trpC//speE//folD//aphA//pnp//galM//ydfG//proS//dbpA//umuD//nrdF//xapA//
go_0090503_8	argS//hemE//ppk//ugd//glpD//gloA//gmhB//murB//mraY//
go_0090529_5	
go_0090540_10	yggF//
go_0090549_5	
go_0090609_6	uxaB//
go_0097056_7	gldA//
go_0097264_6	cheB//
go_0097304_7	cpsB//
go_0097339_7	waaL//
go_0097428_6	ilvH//dapF//
go_0097502_4	ilvE//
go_0097510_7	entA//
go_0097533_5	
go_0097638_8	fbp//
go_0098002_8	
go_0098655_7	gpt//yfdR//lacZ//pgsA//puuE//ttdA//lacZ//dosP//polA//nagK//umuC//kduD//iscS//hemC//rsmG//
go_0098656_7	mhpB//
go_0098707_10	
go_0098708_8	pfkB//glpC//
go_0098710_7	metG//mak//
go_0098713_8	glxR//paaK//
go_0098719_9	
go_0098732_6	trmI//
go_0098795_9	ndk//
go_0098869_4	nfi//chbF//pnp//rsuA//tdcG//cmoB//lpxM//arsC//mmuM//tatD//entB//pyrG//uxaB//yfbR//sthA//
go_0099131_7	adhE//
go_0099132_7	hisS//ruvB//gstB//hemG//kdsB//apt//nrdB//mltD//
go_0099133_8	yfeW//sdhD//gltX//puuE//dadA//rluF//leuA//fbaA//ppiC//truC//glpK//malZ//
go_0101030_8	accC//
go_1900190_5	hisD//
