# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	glnA//
go_0015906_6	recG//
go_0015909_8	amiD//
go_0015912_8	thiI//
go_0015914_7	melA//
go_0015920_7	mutS//yhdJ//
go_0015937_7	miaA//yciA//yggF//nth//
go_0015940_6	icd//
go_0015944_4	accD//rihB//phnI//
go_0015949_5	plsB//waaC//ogt//glcF//glcB//dxs//purD//phoA//dgoA//pyrH//dnaQ//thrB//asnB//cysD//bioD//frc//uxuB//pdeF//
go_0015950_6	dcm//
go_0015951_7	cysC//torC//
go_0015968_6	
go_0015969_8	rffH//cysH//
go_0015976_2	pdxH//
go_0015986_7	
go_0015990_10	sdaB//pyrC//
go_0016024_7	argK//
go_0016032_5	slyD//
go_0016036_6	ribE//ldtA//
go_0016042_5	
go_0016052_5	cpdB//sdhA//hisD//sucD//
go_0016075_8	dhaL//
go_0016078_8	hcaD//
go_0016094_6	proC//asnB//
go_0016226_5	glgX//maa//nrfA//glpD//
go_0016259_7	fabD//
go_0016260_8	tauD//gnd//ulaF//
go_0016310_6	moeB//mdh//tktB//glpB//mtgA//sgbH//leuB//mug//yajO//trpD//cysI//deoD//ilvN//hisG//amyA//ubiD//fabA//
go_0016311_6	glcB//mltC//waaG//rutA//leuA//cof//yjjG//yihX//lpxB//argC//purD//aroH//argF//waaU//nrfB//srlD//murF//sdhD//ubiE//pck//eptC//hisC//tmk//mmuM//btuR//nadB//sdaB//cysE//fabG//pagP//ybjI//thrS//trmH//alsK//nrdE//gltB//truB//yeaE//ileS//uxuA//
go_0016458_3	
go_0016485_6	yciA//phr//
go_0016540_7	speE//pcm//
go_0016579_7	ilvC//
go_0016998_5	dinB//
go_0017001_5	pdeL//
go_0017003_8	ahpC//
go_0017004_7	purU//
go_0017013_7	
go_0017038_6	
go_0017148_8	dkgB//bioD//glgC//citX//metB//
go_0017189_7	hdhA//
go_0017198_7	gatZ//
go_0018012_8	argI//
go_0018023_7	glpD//
go_0018063_8	rluF//
go_0018070_8	roxA//yjhH//
go_0018104_8	glmU//serB//glcE//queG//gshA//
go_0018105_8	yrfG//
go_0018106_8	
go_0018108_8	rimK//
go_0018117_8	
go_0018125_6	folX//
go_0018131_6	leuA//
go_0018160_8	dnaE//
go_0018206_8	dhaM//
go_0018247_9	moeA//
go_0018283_6	
go_0018298_7	pyrC//
go_0018307_7	lacZ//
go_0018315_8	glgX//
go_0018339_9	phnG//
go_0018345_8	phnI//
go_0018364_6	metL//yeaG//
go_0018378_9	
go_0018393_10	mcrA//
go_0018394_9	gcvT//
go_0018410_8	caiB//
go_0018909_5	napA//
go_0018937_4	mhpB//
go_0019042_6	trpC//
go_0019068_6	
go_0019076_6	
go_0019217_7	
go_0019242_6	opgE//
go_0019243_7	sdhC//rlmB//narH//lplA//
go_0019249_6	dapF//
go_0019250_7	slt//
go_0019262_6	fabB//patA//narH//scpB//lsrK//
go_0019264_7	yhdH//
go_0019272_9	nagK//cyaA//
go_0019284_7	asd//ybiV//
go_0019285_5	murF//miaB//
go_0019288_6	phnN//folD//acnB//ampD//
go_0019290_5	
go_0019292_8	hemA//
go_0019294_6	umpG//hcaD//ppx//fklB//
go_0019299_6	ada//
go_0019301_7	waaO//ubiX//paaG//sdhB//phnM//frlC//sufS//
go_0019303_7	otsA//waaQ//
go_0019305_7	bioC//
go_0019309_7	rlmE//
go_0019316_8	hisG//tsaB//kbaY//
go_0019318_5	arsC//
go_0019323_6	gcvH//yjhH//bioD//yccX//pphA//yjcS//mnaT//
go_0019324_6	miaA//gcd//pphA//lpxM//hisD//
go_0019343_8	rlmC//
go_0019344_7	nrdB//
go_0019346_7	malS//
go_0019353_8	katG//narZ//mltF//glyA//
go_0019354_6	pgpC//
go_0019379_5	hcaF//
go_0019380_6	cysM//lysS//
go_0019388_7	nadA//
go_0019391_6	miaB//
go_0019394_7	yeiG//
go_0019395_5	cueO//
go_0019404_8	surA//wcaJ//
go_0019413_6	lysA//cueO//
go_0019419_4	cheB//
go_0019427_7	entE//
go_0019430_5	prmB//mak//frdB//
go_0019432_7	serA//
go_0019439_5	ldcC//entC//
go_0019447_8	eutB//
go_0019450_9	araB//
go_0019464_7	treF//cysH//nirD//glgC//dxs//waaO//
go_0019480_4	menI//
go_0019509_7	
go_0019516_4	pdxK//pgl//
go_0019521_6	dgt//hchA//
go_0019542_6	ldcA//
go_0019545_6	pabA//
go_0019546_9	gpt//
go_0019563_7	gabT//lpoB//etk//
go_0019568_7	lldD//waaS//
go_0019569_7	nirD//carB//tktB//
go_0019571_8	mog//betB//azoR//
go_0019572_8	lpxT//
go_0019584_7	
go_0019588_7	thiE//frlB//
go_0019592_8	malS//
go_0019595_8	gapA//
go_0019607_6	ampH//galU//
go_0019622_6	gnd//yihS//polB//
go_0019629_7	asnS//alkA//
go_0019632_5	arnT//rfaE//glpB//ilvE//
go_0019634_5	glgA//
go_0019645_6	udp//mrdA//wecC//
go_0019646_6	thrC//selB//cobT//fucA//
go_0019664_6	acpT//folD//
go_0019665_5	ribF//
go_0019673_6	purC//
go_0019676_3	arsC//
go_0019677_8	
go_0019679_7	mdh//aceF//lipB//
go_0019686_6	sucD//
go_0019698_7	chbG//hcp//ilvN//tsaC//yagF//argK//
go_0019700_6	rfaE//rsuA//pdxH//lpoB//
go_0019740_2	cadA//curA//sdaA//trmI//murG//cysK//
go_0019752_6	
go_0019805_6	dgkA//
go_0019835_3	
go_0019852_5	arnA//ygeX//garR//
go_0019854_6	yihS//hyi//
go_0019856_7	mnaT//
go_0019858_7	ulaE//
go_0019859_7	glyS//
go_0019877_6	hemF//pdxY//menA//
go_0019878_9	carB//
go_0019935_6	ubiC//ldtE//
go_0019985_8	patD//mobA//
go_0019988_7	queD//
go_0022417_4	fbp//
go_0022610_2	argE//
go_0022611_3	ldtC//prmB//mazG//
go_0022900_4	aphA//coaD//
go_0022904_5	gpp//cfa//clsB//
go_0023014_4	preT//hypB//pgm//
go_0030001_7	dmsC//clsC//nrfB//
go_0030007_8	pfkB//
go_0030026_9	
go_0030091_6	rrrD//frlC//mrdA//glpK//
go_0030153_5	
go_0030162_7	
go_0030163_5	manA//oxc//mltF//ubiD//
go_0030244_9	
go_0030258_5	lyxK//
go_0030260_7	
go_0030261_8	
go_0030307_6	
go_0030308_6	dgoD//lpcA//
go_0030388_5	ruvC//metE//rbsK//
go_0030488_6	ybiV//uxaC//frmA//mnmA//wcaJ//entD//wcaJ//hdhA//glxR//slt//
go_0030490_10	
go_0030497_7	acnB//galT//
go_0030541_4	
go_0030573_6	napA//
go_0030632_8	yagE//idnO//sthA//cdd//
go_0030641_8	rihA//pheA//
go_0030643_8	
go_0030961_9	yigB//
go_0030980_7	epd//suhB//gcvT//
go_0031118_8	panE//
go_0031119_8	lipA//insI-2//dam//mug//yahK//xylA//
go_0031125_10	mutS//
go_0031162_5	murA//
go_0031167_6	purD//pnp//bioC//cpdB//argE//mngB//
go_0031280_6	xapA//
go_0031297_7	
go_0031342_5	
go_0031346_7	
go_0031365_7	idi//
go_0031400_8	
go_0031439_9	
go_0031460_7	chbG//clsB//opgB//gutQ//phnP//sucA//
go_0031554_7	
go_0031555_8	
go_0031556_9	
go_0031564_8	dmsB//
go_0031638_7	
go_0031648_5	
go_0031669_5	
go_0031670_5	
go_0032025_6	pyrF//
go_0032026_6	caiB//
go_0032049_8	pgi//trpD//tdcE//
go_0032055_6	
go_0032091_6	
go_0032147_9	
go_0032150_8	
go_0032194_8	garR//
go_0032196_3	tag//
go_0032238_6	recJ//
go_0032259_3	hemD//pdeL//kdsD//puuE//
go_0032261_6	lpoA//
go_0032263_7	folM//mhpB//
go_0032264_7	metB//serS//
go_0032265_7	dhaK//
go_0032272_7	
go_0032297_10	
go_0032298_10	
go_0032324_6	murB//cof//prpC//
go_0032329_7	aceF//pyrH//
go_0032359_7	
go_0032412_6	
go_0032413_6	
go_0032414_6	rsmD//
go_0032445_10	frmB//dgcM//
go_0032462_7	ulaF//
go_0032466_7	
go_0032467_7	
go_0032506_4	
go_0032508_8	entD//lpd//pgsA//gpt//
go_0032774_6	chbG//
go_0032775_6	btuR//ppk//rnt//
go_0032781_7	
go_0032784_8	
go_0032790_6	dgoK//
go_0032885_7	
go_0032951_8	
go_0032955_6	
go_0032973_7	dgoK//
go_0032978_7	
go_0033014_6	pgpB//yeaE//
go_0033051_5	relA//
go_0033120_8	
go_0033194_5	tmk//gadB//araB//
go_0033195_5	tgt//
go_0033212_10	gloB//yeiG//
go_0033214_11	pyrE//slyD//
go_0033228_8	hemH//polA//waaS//
go_0033317_7	nirB//entB//phnI//ileS//
go_0033320_6	poxB//
go_0033345_8	patD//pyrE//
go_0033353_5	sthA//
go_0033359_7	rpiA//etk//
go_0033384_6	cysM//
go_0033388_7	yciA//
go_0033477_5	yfeW//
go_0033499_8	acnA//proS//aphA//moaE//gshB//
go_0033518_6	cueO//
go_0033539_7	paoC//
go_0033542_7	waaC//
go_0033543_8	xthA//
go_0033567_6	
go_0033585_7	uvrA//idnD//
go_0033611_8	yqjH//
go_0033683_7	
go_0034194_8	ilvH//yeaE//pgsA//
go_0034195_8	ilvM//
go_0034198_6	rlmE//epmC//
go_0034203_6	pgi//
go_0034204_5	rfbB//rrrD//
go_0034213_6	hisS//
go_0034214_7	tyrA//ynfF//waaF//
go_0034219_6	katE//ydfG//yidA//ynfE//ligB//tadA//thiD//carA//yagE//nrdB//spoT//rsmJ//hcaC//pphA//nagK//nrfD//glxK//rsmD//torY//mocA//umuD//ppiC//mak//ilvC//mnaT//yghU//aroF//alsK//amyA//
go_0034220_6	rhaA//hemB//aroH//nadK//yqhD//otsA//
go_0034224_6	
go_0034227_8	mcrA//
go_0034258_8	otsB//
go_0034260_5	
go_0034289_7	talB//
go_0034337_3	aroL//
go_0034355_7	solA//fabG//orn//rne//
go_0034401_5	
go_0034414_9	aroL//
go_0034421_8	pphA//
go_0034470_8	hpt//
go_0034552_7	
go_0034599_5	rnt//ribA//kdsA//sgbE//tatD//
go_0034605_5	lpxD//glpD//
go_0034614_6	lplA//
go_0034620_6	nudG//
go_0034628_9	glgP//purT//menH//speB//rfbB//
go_0034635_6	accA//
go_0034644_7	yfeW//
go_0034661_7	
go_0034775_7	ldhA//mgsA//
go_0034983_9	metK//uvrC//
go_0035235_6	yfcF//kdsB//pncB//
go_0035307_9	
go_0035335_8	leuD//ldtC//
go_0035344_8	argK//rrrD//
go_0035350_6	pinE//
go_0035429_8	pyrC//puuD//hemG//prpB//waaC//purC//
go_0035433_7	yagF//
go_0035434_9	speC//
go_0035435_9	rlmD//chbF//cheB//cobS//
go_0035442_7	uidA//prpD//gatZ//yhdH//moaE//eptB//gltB//
go_0035443_7	rluC//guaA//uvrC//
go_0035444_9	citC//bioB//putA//pldB//
go_0035461_6	adhE//
go_0035524_8	menB//
go_0035552_6	rsmE//
go_0035553_6	mog//
go_0035556_4	
go_0035600_8	yjhH//
go_0035672_6	psd//aldA//acpH//
go_0035725_9	mhpB//cysM//hcaF//cheB//entE//
go_0035784_9	ulaF//
go_0035864_6	
go_0035873_8	frmB//metC//
go_0035999_5	rutE//fabG//thiC//
go_0036001_7	pncB//
go_0036047_9	pgaC//
go_0036049_9	ygeX//
go_0036088_6	truA//
go_0036104_6	folM//aldA//
go_0036172_6	torZ//
go_0036214_3	
go_0036265_6	lacZ//
go_0036289_9	pncB//glcF//
go_0036448_6	araD//xthA//
go_0036460_5	
go_0036506_5	
go_0036525_7	
go_0038083_9	pgsA//gloC//
go_0040033_9	
go_0042026_4	hisC//fabZ//fkpB//pbpC//
go_0042126_5	yfeW//
go_0042128_5	
go_0042150_7	rsgA//
go_0042157_5	
go_0042158_6	psd//srlD//
go_0042177_7	
go_0042182_5	tgt//
go_0042219_6	
go_0042245_7	galU//glnS//ispG//
go_0042254_5	ampH//
go_0042255_6	
go_0042274_5	nemA//
go_0042304_7	
go_0042351_7	patZ//
go_0042355_8	mnaT//ilvM//aphA//thrC//uvrA//malY//
go_0042371_7	thiE//
go_0042413_6	glpX//glyS//
go_0042450_7	slt//insI-1//rutE//garR//fbp//dmlA//
go_0042454_7	accC//
go_0042493_4	yigL//lldD//ruvB//gltD//coaE//recR//kdsC//cysN//ppiC//ilvA//mnmE//ldtC//dut//
go_0042538_6	puuD//paaC//frc//
go_0042542_5	rlmL//rsmG//rihC//yihT//
go_0042545_5	coaE//
go_0042594_4	yqhD//pnp//tmk//fabH//
go_0042619_6	
go_0042710_4	udp//queD//pheT//yigL//iscS//gpmA//alaA//thrC//
go_0042732_6	pyrC//
go_0042744_6	murG//dkgB//
go_0042759_7	rlmH//
go_0042773_6	edd//
go_0042777_8	
go_0042780_10	nadC//bglB//
go_0042817_5	luxS//
go_0042819_6	purT//
go_0042823_6	puuE//ilvD//phoA//murI//
go_0042838_6	pheS//ndk//rlmB//rluC//
go_0042840_7	aroE//gltD//uvrB//thrS//bioF//argA//
go_0042843_7	pyrF//pdxH//
go_0042846_8	lacZ//
go_0042852_9	fabG//
go_0042867_8	pyrD//
go_0042873_7	paaB//
go_0042882_10	deoA//gpmA//
go_0042884_7	mazG//recF//ribB//
go_0042885_8	xapA//
go_0042891_6	pta//cysH//dxs//agp//pfkA//lipA//hisB//
go_0042906_8	csdA//accC//eptC//
go_0042908_5	kdsB//
go_0042914_8	lpxM//
go_0042918_6	gldA//cmoB//
go_0042919_6	
go_0042920_6	pdxA//
go_0042928_7	
go_0042930_7	mog//phnH//sodA//ligA//sgbH//fumA//cpdB//galK//uxaC//trmO//
go_0042938_8	polA//tauD//murD//
go_0042939_8	ldcA//
go_0042941_8	tdcB//
go_0042942_6	folX//pta//
go_0042953_6	
go_0042956_8	cyoE//dmsA//
go_0042968_8	wecC//cyaA//murC//
go_0043039_6	pncB//oxc//ldcC//
go_0043041_6	ppiA//udk//
go_0043085_5	hisG//mpaA//rbsK//
go_0043086_5	yjhH//
go_0043093_3	folA//narH//truD//cysG//
go_0043097_6	scpB//rpiB//
go_0043099_7	aceF//
go_0043100_6	caiB//
go_0043102_5	dhaM//
go_0043103_7	fadM//
go_0043137_6	orn//narG//
go_0043150_8	
go_0043157_6	adhP//
go_0043164_6	mhpB//ubiI//tsaD//gph//dam//puuA//pabB//
go_0043165_6	prpC//rsmC//
go_0043171_5	hemA//miaA//mltA//dkgB//rbsK//
go_0043200_5	
go_0043201_6	
go_0043213_7	argK//rfbB//
go_0043254_5	
go_0043335_3	srlD//curA//ghrB//tpiA//plsB//
go_0043433_5	ldtE//torZ//mnmA//
go_0043442_6	ftnA//
go_0043456_6	lpoA//
go_0043462_6	mug//
go_0043470_6	
go_0043471_6	
go_0043488_5	mgsA//moeB//fabD//
go_0043547_7	
go_0043571_7	dmlA//
go_0043610_4	srlD//nudB//ftnA//
go_0043686_7	rlmA//
go_0043687_7	yihT//ldtB//hcaD//prpC//murG//
go_0043708_5	bioH//
go_0043709_6	entE//
go_0043711_5	
go_0043952_7	
go_0043953_7	folM//
go_0044010_5	rutC//citC//rffM//otsB//yfiC//rpiA//
go_0044011_4	hisB//
go_0044036_5	rffM//ugd//alsK//
go_0044038_6	asnB//thrS//
go_0044092_4	
go_0044179_5	
go_0044208_7	hisB//
go_0044238_3	ubiX//pepD//yagE//patD//
go_0044248_4	
go_0044255_4	
go_0044262_4	cysQ//ilvE//
go_0044273_5	adhE//
go_0044275_5	narG//
go_0044349_6	
go_0044355_6	gabD//
go_0044532_6	
go_0044659_7	cysH//
go_0044718_6	rfbB//
go_0044764_3	
go_0044780_6	narG//
go_0044781_5	
go_0044787_5	ddlB//
go_0044874_7	
go_0045004_7	mltD//gloB//hisF//
go_0045013_7	
go_0045226_7	cobC//yfcF//fklB//rlmA//trpA//iscS//
go_0045333_5	ynfE//pphA//
go_0045337_6	btuE//
go_0045454_4	glxK//leuB//purC//mnmC//sgbE//mtlD//rutA//
go_0045471_5	ubiF//rlmF//
go_0045717_8	apaH//garL//
go_0045719_8	
go_0045723_8	
go_0045727_8	
go_0045732_7	
go_0045733_6	panC//argD//
go_0045819_8	
go_0045828_7	
go_0045848_5	
go_0045859_7	
go_0045861_8	
go_0045862_8	
go_0045883_5	
go_0045892_8	mltA//yrfG//ldhA//spoT//ispH//
go_0045893_8	proC//rutB//
go_0045900_9	
go_0045903_5	rihA//
go_0045912_6	bglX//der//eutB//
go_0045926_5	
go_0045936_8	
go_0045947_9	sgbE//pabA//
go_0045975_9	
go_0045990_6	
go_0046037_8	kefF//
go_0046040_8	napC//
go_0046047_8	waaS//
go_0046050_8	ruvC//folD//hisG//
go_0046052_8	dut//
go_0046061_8	ttdA//
go_0046076_8	fadB//
go_0046081_8	ansA//tdcG//
go_0046086_6	ribE//
go_0046098_7	glxK//
go_0046100_7	alsK//
go_0046101_6	aspC//aphA//
go_0046103_9	ynfE//
go_0046104_8	trmA//
go_0046115_10	purC//
go_0046133_8	dgcZ//sodA//
go_0046166_6	rffC//
go_0046168_6	kdsB//ppiC//
go_0046176_6	lysC//clsB//yihS//icd//
go_0046177_7	hypF//waaG//uxaB//rbsD//
go_0046181_7	pgsA//
go_0046183_7	gmhB//tktA//nadK//
go_0046187_6	puuD//
go_0046196_5	pyrB//
go_0046210_6	pheT//dadA//opgB//
go_0046214_6	entD//
go_0046256_7	accD//menF//
go_0046271_5	guaC//
go_0046279_6	moaD//
go_0046292_4	rffT//
go_0046294_5	fucO//waaO//
go_0046296_6	hemA//cpdA//tmcA//
go_0046306_6	fadJ//cyoE//
go_0046323_10	rsmH//
go_0046325_8	
go_0046336_6	ldtD//
go_0046342_8	hisF//
go_0046348_6	waaA//curA//
go_0046365_5	narY//
go_0046392_7	tcdA//otsB//aldB//polB//
go_0046397_6	
go_0046416_6	sucB//
go_0046452_6	gltB//
go_0046459_6	narZ//
go_0046470_5	
go_0046474_6	nrfD//dkgB//speF//yjjG//napA//serB//
go_0046487_5	thiH//
go_0046501_6	ybjG//
go_0046618_6	phnI//ldcC//tcdA//nrfC//fdhF//argK//
go_0046654_7	rlmG//thrS//fucK//katG//purF//
go_0046655_5	sdaB//
go_0046656_6	trmH//ttdB//rhaM//gadA//panC//sthA//
go_0046657_6	dacD//
go_0046677_4	ndk//dxs//hypB//tsaC//ulaF//etk//argG//hemG//yfcG//recJ//nemA//gloA//rsmE//glpK//recR//malZ//lldD//rsmI//umuC//cof//uvrA//ydiB//gltX//hemE//rlmH//deoC//speC//glxK//paaG//rlmI//ldtD//
go_0046685_4	ycjU//trpS//
go_0046686_6	nrdF//
go_0046688_6	argE//yjjX//
go_0046690_5	dacA//mhpD//
go_0046710_8	alr//
go_0046718_8	cobT//phnN//
go_0046777_8	puuA//phnL//dkgA//
go_0046834_6	sbcB//
go_0046835_5	galK//asd//pykA//pphB//otsB//ubiX//yqhD//gcl//metL//hcp//yihT//speB//mog//nrdD//paaC//mltC//mog//cobS//yfcF//waaH//mpaA//
go_0046836_7	epd//
go_0046839_6	pgpA//
go_0046855_6	fucO//
go_0046892_8	
go_0046901_7	bacA//
go_0046939_7	ttdB//tdk//napC//selA//
go_0046942_7	thiI//allB//pyrH//
go_0046944_7	tsaD//
go_0047484_6	
go_0048034_6	slt//
go_0048255_6	
go_0048473_8	waaC//
go_0048518_4	
go_0048870_3	purF//
go_0050427_5	fabG//
go_0050667_6	uxaB//pdxJ//
go_0050779_5	psd//
go_0050790_4	gmk//dusB//
go_0050821_5	ispB//agp//
go_0050918_5	lipA//speB//
go_0050919_5	tehB//
go_0051050_5	
go_0051083_5	phnN//
go_0051085_5	mpaA//panB//
go_0051090_4	acpS//
go_0051091_5	pfkA//
go_0051131_7	
go_0051143_8	nudG//
go_0051156_5	dusB//
go_0051171_5	
go_0051188_5	kduI//
go_0051191_6	fadD//
go_0051205_6	
go_0051224_6	
go_0051252_6	
go_0051258_7	
go_0051260_7	glxK//aceB//
go_0051270_5	
go_0051271_6	rimK//frlB//
go_0051274_8	
go_0051276_5	
go_0051289_8	ftnA//mltF//gatZ//rsmA//sucA//hycB//sdaB//malS//gcvT//entF//kdsA//cmoA//plsB//cyaA//panC//solA//gshA//rihC//speF//glnA//sufS//alkA//ispH//waaU//phr//garR//rfbB//glpA//rfbB//dgcM//nadA//thiL//
go_0051301_3	surA//ruvC//idnO//yhdJ//tsaC//gloB//pgpB//frdB//
go_0051302_5	
go_0051304_4	dnaQ//
go_0051338_5	
go_0051345_6	
go_0051346_6	thrC//
go_0051347_6	
go_0051349_6	
go_0051353_6	clsB//
go_0051391_8	rnpA//
go_0051409_4	cadA//
go_0051410_3	wcaJ//
go_0051452_10	ddlA//
go_0051453_9	recF//
go_0051454_10	ushA//rlmF//nrdE//ilvB//rph//
go_0051476_7	umuC//
go_0051484_7	nrdB//
go_0051495_8	
go_0051595_6	mrcA//otsB//
go_0051596_6	carB//hemB//rsmG//fcl//
go_0051599_4	
go_0051603_6	truD//hcaD//
go_0051604_5	cueO//thiE//ahr//
go_0051607_4	fucI//nrfD//
go_0051649_4	
go_0051668_4	
go_0051692_6	menI//aroL//
go_0051704_2	dadA//pcm//
go_0051715_4	
go_0051716_3	
go_0051726_5	
go_0051781_6	lpxB//
go_0051782_6	
go_0051977_7	
go_0051983_5	
go_0052131_6	
go_0052547_6	
go_0052653_5	
go_0052777_7	mhpD//yihU//
go_0052778_6	ychF//
go_0052837_6	recR//
go_0055070_10	azoR//
go_0055072_10	entA//gloB//
go_0055085_5	glmU//aldB//glpK//phnN//amiD//nanK//yrfG//dut//cfa//ilvH//dacC//pgaB//rluF//btuR//rlmI//aroE//purL//waaO//ispB//pcm//uxaB//rihB//yciA//wrbA//alaC//eutB//glcF//ynfH//yihV//rhaB//mngB//pphB//pgaD//hemN//valS//adhP//yagE//gor//opgB//hyaB//rutD//paaE//betA//nrdB//fadD//glnE//fumB//uxaC//ribF//queC//nadK//lpxT//mngB//mltD//yfcF//ispH//murC//dgoA//mnmA//phnL//leuA//mnmC//accD//napC//rnd//cdsA//ribD//paaH//mnmG//aspS//ribC//tmk//uidA//nrfD//uxuA//adiA//xylB//aroB//gloA//ppiA//
go_0055086_4	gmhB//def//
go_0055114_3	yidA//purB//pheA//gatD//gshA//purD//rffC//waaP//eda//folP//betA//scpB//xdhB//nadE//mutS//pgpB//pdxK//waaP//puuC//dfp//ruvA//hcaF//nrfD//argA//ldcA//pdeR//waaA//gmhB//trmJ//pflB//miaA//glgX//murQ//tesB//rph//lysU//hypB//dapA//miaB//otsB//yjhG//hisS//pyrE//argI//
go_0055129_5	ubiG//fklB//nrdD//
go_0055130_8	trpS//paoC//
go_0060003_10	tyrS//folC//
go_0060274_5	gpmA//
go_0060326_5	speG//
go_0060566_8	
go_0060567_8	
go_0060699_8	
go_0060702_9	tmk//
go_0061077_4	yqaB//xylB//fabZ//puuC//arnB//
go_0061475_9	rbsK//
go_0061504_8	murE//
go_0061610_5	surA//
go_0061615_7	pphA//dcd//
go_0061720_5	allD//acpT//talB//
go_0065002_6	frdD//
go_0065007_2	etp//
go_0070084_7	nadE//
go_0070178_5	mraY//
go_0070207_8	mnmG//coaD//arnB//
go_0070298_8	
go_0070301_6	tyrA//rutA//
go_0070329_5	waaH//
go_0070413_7	pgpB//
go_0070415_6	glcD//fumA//
go_0070417_5	ldtB//
go_0070453_7	nfsB//
go_0070475_7	hisH//yegS//fabG//gluQ//feaB//rhaM//rihC//yfdR//mrdA//dkgB//appA//araB//glcF//pgi//fbaA//gpp//dacC//glgB//purB//
go_0070476_7	ung//proA//
go_0070482_4	aroK//
go_0070574_9	entF//cyoE//frlB//narH//
go_0070581_8	
go_0070588_9	
go_0070689_6	lipB//uvrB//
go_0070726_5	gor//yjjX//
go_0070778_6	yihX//prpC//
go_0070894_6	
go_0070930_7	
go_0070981_6	ppx//
go_0070989_4	trmD//
go_0071139_6	
go_0071218_6	allB//
go_0071229_5	
go_0071230_6	pfkB//
go_0071236_5	nagB//alaA//sucC//
go_0071237_6	
go_0071243_5	moaE//
go_0071248_6	
go_0071249_6	
go_0071250_6	
go_0071266_6	cobT//
go_0071271_7	thiL//
go_0071276_7	
go_0071280_7	ribC//
go_0071284_7	
go_0071286_7	
go_0071287_7	
go_0071288_7	truA//entA//
go_0071289_7	hypF//
go_0071291_6	ltaE//
go_0071292_7	tktB//
go_0071294_7	waaB//
go_0071310_5	
go_0071421_9	gltB//tmk//ubiE//
go_0071422_7	hisI//nagB//fcl//
go_0071423_8	arnT//
go_0071454_5	aroD//nrdB//
go_0071456_5	
go_0071467_5	
go_0071468_6	citG//nrfA//cysC//sdaA//
go_0071470_5	
go_0071474_6	nirD//serS//aphA//
go_0071500_5	rutC//
go_0071502_5	
go_0071555_4	rluC//fadB//ulaD//gdhA//yjiA//nrdE//queD//leuD//
go_0071577_9	pabA//aspA//thiG//hcaF//rluC//udk//
go_0071705_5	
go_0071731_5	
go_0071732_6	pdxK//
go_0071769_5	
go_0071805_4	fadA//cpsG//ynfH//yhdJ//rihA//argK//ispF//rihB//tsaB//
go_0071806_6	tdcE//paaH//
go_0071807_8	
go_0071897_6	trpS//cysH//glyS//uvrA//rluB//thrC//
go_0071915_9	glxR//
go_0071932_8	melA//
go_0071934_6	yfaU//
go_0071945_7	
go_0071951_8	menI//
go_0071963_4	
go_0071973_6	mocA//
go_0071977_5	
go_0071978_7	
go_0072321_6	
go_0072323_7	
go_0072344_7	ribF//ascB//
go_0072348_5	caiB//
go_0072488_7	ackA//
go_0072511_7	der//
go_0072531_6	rpiB//
go_0072581_9	aroE//
go_0072714_5	
go_0075713_7	
go_0080111_4	tdcB//trpE//
go_0089705_7	
go_0089709_7	gldA//argB//
go_0090071_6	
go_0090116_7	rfe//
go_0090143_4	
go_0090305_6	xthA//dapF//wecB//pdeF//prpD//nadE//trmJ//galE//aroB//pdxB//lpxC//gatY//pdxY//gltD//paaK//polA//thiD//xdhB//waaQ//fbaA//deoD//speD//gudD//rutE//lysA//citE//pflB//aroK//hcaB//ppk//lipB//ldtC//hypB//betA//cysE//ulaD//murA//panC//nrdE//nfsB//glpD//entD//
go_0090313_8	
go_0090347_6	
go_0090352_6	
go_0090357_7	
go_0090358_8	
go_0090501_7	tsaB//idnO//rrrD//preT//lyxK//dhaM//phnI//ppc//glgB//yjiA//tktA//azoR//
go_0090502_8	tktA//pheA//tdcB//speF//bioC//acpS//abgA//mutS//aroA//cmk//feaB//slt//glpK//hisI//ycjU//argK//upp//
go_0090503_8	mutH//pykA//gltD//dgcM//lpxH//pfkB//ispF//yigL//sucA//
go_0090529_5	
go_0090540_10	waaA//
go_0090549_5	
go_0090609_6	frdC//
go_0097056_7	nrfC//
go_0097264_6	fumC//
go_0097304_7	hypF//
go_0097339_7	dcm//
go_0097428_6	wecB//fklB//
go_0097502_4	fabI//
go_0097510_7	recJ//
go_0097533_5	
go_0097638_8	cmk//
go_0098002_8	
go_0098655_7	cpsG//gloB//fabI//rffT//fucA//pyrF//phnJ//purC//apaH//ftnA//etp//rlmG//fkpA//citX//fadJ//
go_0098656_7	phnJ//
go_0098707_10	
go_0098708_8	dgoD//paaJ//
go_0098710_7	cysD//cheB//
go_0098713_8	panD//ymdB//
go_0098719_9	
go_0098732_6	chbG//
go_0098795_9	putA//
go_0098869_4	mrcB//allC//trmH//fadM//tig//pcm//glpB//fkpB//bioA//ftsI//atoB//ubiH//chbG//pgpC//dhaL//
go_0099131_7	gutQ//
go_0099132_7	paaK//ubiX//yjjX//citE//moaD//truA//hyaB//ybjI//
go_0099133_8	scpC//plsB//rfbB//tag//frmA//pdeF//asd//miaA//fumC//moaA//rutC//rutB//
