# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	malY//
go_0015887_7	poxB//
go_0015888_6	pykA//
go_0015889_6	hchA//dkgA//ilvN//
go_0015891_6	mazG//
go_0015906_6	hypF//
go_0015909_8	adeD//
go_0015912_8	fumA//
go_0015914_7	hyaA//
go_0015920_7	guaD//yihV//
go_0015937_7	pyrG//mpaA//der//roxA//
go_0015940_6	kduD//
go_0015944_4	mmuM//katE//recJ//
go_0015949_5	ung//menD//nadC//dgcM//pdxJ//nadC//csdA//uxuA//nrfA//fes//sdhA//argE//wecC//rfbC//guaB//cysI//fkpB//trpD//
go_0015950_6	fadJ//
go_0015951_7	uxuB//hcaC//
go_0015968_6	
go_0015969_8	rsmI//proA//
go_0015976_2	hisA//
go_0015986_7	
go_0015990_10	glcE//thiG//
go_0016024_7	deoC//
go_0016032_5	cadA//
go_0016036_6	rnd//metF//
go_0016042_5	
go_0016052_5	aldA//ligA//caiB//melA//
go_0016075_8	sodA//
go_0016078_8	entC//
go_0016094_6	sodC//cysN//
go_0016226_5	mazG//fklB//roxA//patA//
go_0016259_7	yfcF//
go_0016260_8	cysK//abgA//entF//
go_0016310_6	dam//kduI//lsrG//fkpB//cpsG//prpD//arnT//mltD//ppsA//kdsC//metK//narI//cpdB//wzc//rlmF//rluA//dxs//
go_0016311_6	lplA//gdhA//gudD//deoC//acpH//apt//fumA//murE//uvrB//paaF//add//pldB//sgbU//hemA//trpA//gabT//slyD//pck//fucA//rlmG//gpmM//ubiC//dinB//gpmM//sbcB//tig//nudF//mocA//hcaF//yjiA//waaL//pdeL//gcl//gatY//mutY//folD//paaH//yjhG//acpT//nrfA//
go_0016458_3	
go_0016485_6	acs//gnd//
go_0016540_7	ahpC//entD//
go_0016579_7	speD//
go_0016998_5	mazG//
go_0017001_5	gcd//
go_0017003_8	tadA//
go_0017004_7	mrcA//
go_0017013_7	
go_0017038_6	
go_0017148_8	sdaB//rlmF//lpcA//edd//ybcF//
go_0017189_7	acpH//
go_0017198_7	narG//
go_0018012_8	dgoA//
go_0018023_7	dbpA//
go_0018063_8	phnN//
go_0018070_8	pyrB//garK//
go_0018104_8	glpA//malP//yfaU//ppk//pta//
go_0018105_8	fadI//
go_0018106_8	
go_0018108_8	sufS//
go_0018117_8	
go_0018125_6	ldcC//
go_0018131_6	arsC//
go_0018160_8	miaB//
go_0018206_8	mhpA//
go_0018247_9	ldhA//
go_0018283_6	
go_0018298_7	murG//
go_0018307_7	rsmF//
go_0018315_8	clsB//
go_0018339_9	cadA//
go_0018345_8	fkpA//
go_0018364_6	hflX//glgC//
go_0018378_9	
go_0018393_10	alsE//
go_0018394_9	dmsA//
go_0018410_8	pta//
go_0018909_5	acpS//
go_0018937_4	gabD//
go_0019042_6	paaJ//
go_0019068_6	
go_0019076_6	
go_0019217_7	
go_0019242_6	hycB//
go_0019243_7	ribF//folE//frdD//lpxM//
go_0019249_6	pdxB//
go_0019250_7	dgkA//
go_0019262_6	udp//moaD//ruvB//rpiB//dacC//
go_0019264_7	hinT//
go_0019272_9	menC//yagE//
go_0019284_7	ftsI//menA//
go_0019285_5	mltA//cmoB//
go_0019288_6	malQ//ribE//hmp//bioF//
go_0019290_5	
go_0019292_8	entA//
go_0019294_6	rlmF//glcE//folD//nagK//
go_0019299_6	mcrB//
go_0019301_7	azoR//gadA//hisD//waaP//thiC//epmA//gcvP//
go_0019303_7	rfbB//codA//
go_0019305_7	tktA//
go_0019309_7	etp//
go_0019316_8	argK//phnL//bcsA//
go_0019318_5	yqhD//
go_0019323_6	nrdF//lysU//citG//curA//dacA//slt//phnN//
go_0019324_6	frmA//entE//frdD//bioB//lpxC//
go_0019343_8	galK//
go_0019344_7	selA//
go_0019346_7	bglA//
go_0019353_8	nudC//argG//solA//idnD//
go_0019354_6	yidA//
go_0019379_5	napC//
go_0019380_6	entC//mraY//
go_0019388_7	rbsK//
go_0019391_6	rutD//
go_0019394_7	ispB//
go_0019395_5	waaF//
go_0019404_8	argS//melA//
go_0019413_6	ldtB//pdxB//
go_0019419_4	pheA//
go_0019427_7	eutB//
go_0019430_5	pdxB//rsmI//maa//
go_0019432_7	dld//
go_0019439_5	yeaG//folP//
go_0019447_8	scpC//
go_0019450_9	torA//
go_0019464_7	cobS//ascB//idnK//yciA//mutT//hcaC//
go_0019480_4	avtA//
go_0019509_7	
go_0019516_4	dapA//trpD//
go_0019521_6	frdD//umpG//
go_0019542_6	waaU//
go_0019545_6	rlmB//
go_0019546_9	nudB//
go_0019563_7	fklB//ilvN//aroK//
go_0019568_7	pgl//yggF//
go_0019569_7	nfi//hisA//caiD//
go_0019571_8	paaZ//yeiG//hemF//
go_0019572_8	panD//
go_0019584_7	
go_0019588_7	idi//ruvA//
go_0019592_8	malY//
go_0019595_8	lplA//
go_0019607_6	fucA//dgkA//
go_0019622_6	betB//ldcC//pldB//
go_0019629_7	gadB//pdxA//
go_0019632_5	uvrB//ubiF//tktB//gudD//
go_0019634_5	cobS//
go_0019645_6	lpd//btuR//ubiX//
go_0019646_6	leuB//rihC//guaA//yihU//
go_0019664_6	argG//rutC//
go_0019665_5	phoA//
go_0019673_6	torC//
go_0019676_3	eno//
go_0019677_8	
go_0019679_7	rnpA//araD//aes//
go_0019686_6	gor//
go_0019698_7	insI-1//acpT//dxs//coaD//nanA//rrrD//
go_0019700_6	nhoA//tsaC//metF//lsrG//
go_0019740_2	mrcB//mocA//uxaA//fadI//ruvA//betA//
go_0019752_6	
go_0019805_6	cdh//
go_0019835_3	
go_0019852_5	maeA//argK//putA//
go_0019854_6	trmD//yggF//
go_0019856_7	deoD//
go_0019858_7	uxaB//
go_0019859_7	dgoK//
go_0019877_6	speB//dgkA//coaE//
go_0019878_9	rhaM//
go_0019935_6	sdaA//rluA//
go_0019985_8	ybjG//rpiB//
go_0019988_7	rluE//
go_0022417_4	aroH//
go_0022610_2	dgoK//
go_0022611_3	rsgA//prpC//paaG//
go_0022900_4	ruvA//puuC//
go_0022904_5	ahr//rlmG//garR//
go_0023014_4	menF//dgoD//glpK//
go_0030001_7	hyaC//aroB//mrdA//
go_0030007_8	gpsA//
go_0030026_9	
go_0030091_6	ribB//gabD//miaB//ldtA//
go_0030153_5	
go_0030162_7	
go_0030163_5	narI//pabA//phnL//kduD//
go_0030244_9	
go_0030258_5	leuD//
go_0030260_7	
go_0030261_8	
go_0030307_6	
go_0030308_6	yciA//thrA//
go_0030388_5	mepS//yhdH//mcrA//
go_0030488_6	insI-2//dapF//garR//ribB//cmoA//tauD//hemH//tesB//yghU//rnt//
go_0030490_10	
go_0030497_7	adiA//pdeF//
go_0030541_4	
go_0030573_6	fadI//
go_0030632_8	hisH//kdsB//queA//nirD//
go_0030641_8	bfr//tauD//
go_0030643_8	
go_0030961_9	cysQ//
go_0030980_7	paaF//yjcS//menB//
go_0031118_8	aes//
go_0031119_8	iscS//sdhD//sucC//thrA//rsmB//cheB//
go_0031125_10	glpB//
go_0031162_5	waaZ//
go_0031167_6	tilS//purT//xdhB//tauD//fcl//fadB//
go_0031280_6	tdh//
go_0031297_7	
go_0031342_5	
go_0031346_7	
go_0031365_7	iscS//
go_0031400_8	
go_0031439_9	
go_0031460_7	tehB//narH//fau//gatY//rsmC//hcp//
go_0031554_7	
go_0031555_8	
go_0031556_9	
go_0031564_8	acs//
go_0031638_7	
go_0031648_5	
go_0031669_5	
go_0031670_5	
go_0032025_6	dadA//
go_0032026_6	orn//
go_0032049_8	cysS//cysC//menH//
go_0032055_6	
go_0032091_6	
go_0032147_9	
go_0032150_8	
go_0032194_8	ydiF//
go_0032196_3	hemC//
go_0032238_6	sseA//
go_0032259_3	eda//hemL//dxr//fabI//
go_0032261_6	pck//
go_0032263_7	uxuA//napB//
go_0032264_7	pfkA//truC//
go_0032265_7	aspS//
go_0032272_7	
go_0032297_10	
go_0032298_10	
go_0032324_6	menD//ogt//cysH//
go_0032329_7	folP//cadA//
go_0032359_7	
go_0032412_6	
go_0032413_6	
go_0032414_6	phnL//
go_0032445_10	rpiB//nth//
go_0032462_7	glnA//
go_0032466_7	
go_0032467_7	
go_0032506_4	
go_0032508_8	leuB//dut//kdsA//surA//
go_0032774_6	hinT//
go_0032775_6	iscS//yrfG//alaA//
go_0032781_7	
go_0032784_8	
go_0032790_6	rnpA//
go_0032885_7	
go_0032951_8	
go_0032955_6	
go_0032973_7	curA//
go_0032978_7	
go_0033014_6	panD//gor//
go_0033051_5	cof//
go_0033120_8	
go_0033194_5	uvrB//garR//uvrB//
go_0033195_5	ssuE//
go_0033212_10	sbcB//lpxH//
go_0033214_11	ribC//thiE//
go_0033228_8	aroL//pgaB//thiD//
go_0033317_7	nth//ilvC//ligB//yeaG//
go_0033320_6	yajO//
go_0033345_8	rimK//alaC//
go_0033353_5	rbn//
go_0033359_7	sucA//paaZ//
go_0033384_6	dmsB//
go_0033388_7	poxB//
go_0033477_5	patD//
go_0033499_8	frdB//idnO//sufS//yqaB//adhE//
go_0033518_6	aceA//
go_0033539_7	yjhH//
go_0033542_7	sodC//
go_0033543_8	sbcB//
go_0033567_6	
go_0033585_7	waaY//cysD//
go_0033611_8	pflB//
go_0033683_7	
go_0034194_8	manA//tsaD//allD//
go_0034195_8	folP//
go_0034198_6	fabB//aldB//
go_0034203_6	tmk//
go_0034204_5	trpC//selA//
go_0034213_6	dld//
go_0034214_7	polB//tdcG//prmC//
go_0034219_6	mltD//pykA//serS//gltD//panC//dgoD//dhaL//aroG//ugd//rutA//ahpC//rlmL//tatD//speG//caiD//waaJ//argH//apaH//alkB//pabA//menF//betB//fucI//ilvC//patA//ssuE//prpD//rsmB//gabD//
go_0034220_6	mdh//der//acnA//speF//pabC//ldtE//
go_0034224_6	
go_0034227_8	dkgB//
go_0034258_8	lpxK//
go_0034260_5	
go_0034289_7	putA//
go_0034337_3	hisA//
go_0034355_7	scpB//napB//folE//pdxA//
go_0034401_5	
go_0034414_9	hyi//
go_0034421_8	pykF//
go_0034470_8	murA//
go_0034552_7	
go_0034599_5	dgcT//cheB//leuS//yfeW//purN//
go_0034605_5	fadH//azoR//
go_0034614_6	manA//
go_0034620_6	nanK//
go_0034628_9	aldA//pykA//ligA//pdeL//purD//
go_0034635_6	gadA//
go_0034644_7	srlD//
go_0034661_7	
go_0034775_7	glxK//bioA//
go_0034983_9	ruvA//trpC//
go_0035235_6	ynfE//rpe//paoC//
go_0035307_9	
go_0035335_8	rdgB//glpD//
go_0035344_8	dxs//nadC//
go_0035350_6	cobT//
go_0035429_8	aspA//dinB//ttdB//coaD//paaE//aes//
go_0035433_7	apaH//
go_0035434_9	nfi//
go_0035435_9	phnP//yigL//selD//guaB//
go_0035442_7	rfe//aspS//rutB//gapA//panD//pfkA//yqaB//
go_0035443_7	poxB//proS//sucB//
go_0035444_9	dxr//gdhA//dbpA//ligB//
go_0035461_6	sad//
go_0035524_8	rlmG//
go_0035552_6	hcaE//
go_0035553_6	nadK//
go_0035556_4	
go_0035600_8	yfbR//
go_0035672_6	cof//alaC//manA//
go_0035725_9	trpS//panE//moaD//gstA//purL//
go_0035784_9	alkA//
go_0035864_6	
go_0035873_8	umuD//folP//
go_0035999_5	waaZ//nrfB//dcd//
go_0036001_7	rnb//
go_0036047_9	rlmI//
go_0036049_9	garK//
go_0036088_6	guaC//
go_0036104_6	thrB//ilvB//
go_0036172_6	panE//
go_0036214_3	
go_0036265_6	gmk//
go_0036289_9	glpA//tdcE//
go_0036448_6	prmB//leuB//
go_0036460_5	
go_0036506_5	
go_0036525_7	
go_0038083_9	pdeF//ybjI//
go_0040033_9	
go_0042026_4	cysC//ruvC//cysN//ftnA//
go_0042126_5	ispA//
go_0042128_5	
go_0042150_7	hisB//
go_0042157_5	
go_0042158_6	gudD//cynS//
go_0042177_7	
go_0042182_5	asnA//
go_0042219_6	
go_0042245_7	leuB//ycaO//ileS//
go_0042254_5	alr//
go_0042255_6	
go_0042274_5	fruK//
go_0042304_7	
go_0042351_7	hemN//
go_0042355_8	dapD//folX//katG//mrcB//aldB//udp//
go_0042371_7	caiD//
go_0042413_6	aroD//gpmA//
go_0042450_7	waaF//nrfC//lsrG//insI-1//pnp//entC//
go_0042454_7	ubiE//
go_0042493_4	fumA//ldtC//dapA//dcm//waaS//lpxB//ddlA//thiE//thiI//hcaC//rihB//pabB//kduI//
go_0042538_6	waaB//yfcF//trmH//
go_0042542_5	menA//cysK//arnT//glpK//
go_0042545_5	guaD//
go_0042594_4	ydiF//ygeX//waaL//hemA//
go_0042619_6	
go_0042710_4	ybjG//gcl//ynfE//gloC//rsuA//sgbU//argK//trpS//
go_0042732_6	pgi//
go_0042744_6	ubiD//udk//
go_0042759_7	lpoB//
go_0042773_6	insI-2//
go_0042777_8	
go_0042780_10	patA//adhP//
go_0042817_5	pgm//
go_0042819_6	paaK//
go_0042823_6	kbaY//argD//yieF//gpt//
go_0042838_6	menC//paaB//ydiO//rihA//
go_0042840_7	dusB//nfsB//queA//nudB//recJ//gdhA//
go_0042843_7	ilvH//pfkA//
go_0042846_8	dnaQ//
go_0042852_9	dapB//
go_0042867_8	dcm//
go_0042873_7	ppc//
go_0042882_10	ilvM//pgm//
go_0042884_7	glgP//wecC//tmcA//
go_0042885_8	cadA//
go_0042891_6	murD//acs//acnA//rluC//rne//pinE//nrdE//
go_0042906_8	entH//pphA//gabD//
go_0042908_5	rsgA//
go_0042914_8	yqhD//
go_0042918_6	garD//metK//
go_0042919_6	
go_0042920_6	carA//
go_0042928_7	
go_0042930_7	fabZ//thiL//prpC//ribA//mrcA//tsaD//ispH//glmU//rsmJ//pncB//
go_0042938_8	cmoB//acnB//hcp//
go_0042939_8	mnaT//
go_0042941_8	nudB//
go_0042942_6	yfdR//ldhA//
go_0042953_6	
go_0042956_8	cobS//rluC//
go_0042968_8	rimK//pphA//ispA//
go_0043039_6	paaC//dgcM//tdcB//
go_0043041_6	waaQ//lipA//
go_0043085_5	tilS//rpe//pyrE//
go_0043086_5	astB//
go_0043093_3	ybiV//lipA//alaA//glgX//
go_0043097_6	ldtA//ispH//
go_0043099_7	mutS//
go_0043100_6	ilvC//
go_0043102_5	yhdJ//
go_0043103_7	dbpA//
go_0043137_6	hemD//fre//
go_0043150_8	
go_0043157_6	glgP//
go_0043164_6	purN//pgl//trpS//nudC//astB//gltX//ldcA//
go_0043165_6	argD//lpxM//
go_0043171_5	mnmG//pdxJ//gluQ//entC//kdsA//
go_0043200_5	
go_0043201_6	
go_0043213_7	waaJ//epmB//
go_0043254_5	
go_0043335_3	rne//murQ//nrfB//plsC//nfsB//
go_0043433_5	paaJ//tmcA//clsC//
go_0043442_6	mltC//
go_0043456_6	ilvN//
go_0043462_6	thrC//
go_0043470_6	
go_0043471_6	
go_0043488_5	dld//uxuA//dgoK//
go_0043547_7	
go_0043571_7	entH//
go_0043610_4	hchA//pdxY//panC//
go_0043686_7	guaD//
go_0043687_7	pyrC//fau//thyA//rluC//trmD//
go_0043708_5	rluF//
go_0043709_6	yeaG//
go_0043711_5	
go_0043952_7	
go_0043953_7	argC//
go_0044010_5	idnO//hemE//rlmF//wcaJ//eda//ynfH//
go_0044011_4	epmC//
go_0044036_5	phnI//pgpA//yjhG//
go_0044038_6	mnmE//phnI//
go_0044092_4	
go_0044179_5	
go_0044208_7	prmB//
go_0044238_3	hisH//ilvA//uidA//dapF//
go_0044248_4	
go_0044255_4	
go_0044262_4	dgcT//pepD//
go_0044273_5	ampD//
go_0044275_5	pflB//
go_0044349_6	
go_0044355_6	glpC//
go_0044532_6	
go_0044659_7	nemA//
go_0044718_6	yieF//
go_0044764_3	
go_0044780_6	metE//
go_0044781_5	
go_0044787_5	yagE//
go_0044874_7	
go_0045004_7	garR//yihS//prmC//
go_0045013_7	
go_0045226_7	cmoB//speC//ssuE//carB//patZ//bglB//
go_0045333_5	bioH//gstA//
go_0045337_6	nanK//
go_0045454_4	birA//ycaO//queD//sgbE//rbsD//paoC//eptB//
go_0045471_5	ybcF//gntK//
go_0045717_8	hemE//adhE//
go_0045719_8	
go_0045723_8	
go_0045727_8	
go_0045732_7	
go_0045733_6	panC//ndk//
go_0045819_8	
go_0045828_7	
go_0045848_5	
go_0045859_7	
go_0045861_8	
go_0045862_8	
go_0045883_5	
go_0045892_8	fadH//dapA//galE//dacC//gutQ//
go_0045893_8	pykA//scpB//
go_0045900_9	
go_0045903_5	lgoD//
go_0045912_6	fabA//thrA//rlmL//
go_0045926_5	
go_0045936_8	
go_0045947_9	cynS//nudG//
go_0045975_9	
go_0045990_6	
go_0046037_8	tgt//
go_0046040_8	rutD//
go_0046047_8	garD//
go_0046050_8	kdgK//uvrB//hemA//
go_0046052_8	rlmI//
go_0046061_8	aroB//
go_0046076_8	yjhH//
go_0046081_8	pnp//menE//
go_0046086_6	narI//
go_0046098_7	yahK//
go_0046100_7	hemN//
go_0046101_6	hcaF//galT//
go_0046103_9	nrdD//
go_0046104_8	ldtA//
go_0046115_10	mobA//
go_0046133_8	allD//ltaE//
go_0046166_6	narI//
go_0046168_6	azoR//tsaE//
go_0046176_6	rpiA//mtlD//cysI//gapA//
go_0046177_7	gstB//ubiG//allB//dgkA//
go_0046181_7	rluF//
go_0046183_7	fkpA//serA//sodC//
go_0046187_6	cpdB//
go_0046196_5	kdsA//
go_0046210_6	glpX//mak//iscS//
go_0046214_6	waaP//
go_0046256_7	trmO//rfaE//
go_0046271_5	lplA//
go_0046279_6	cyoE//
go_0046292_4	rph//
go_0046294_5	patZ//rdgB//
go_0046296_6	pgaB//ydiO//mak//
go_0046306_6	nagB//fkpB//
go_0046323_10	cysQ//
go_0046325_8	
go_0046336_6	kduI//
go_0046342_8	dgkA//
go_0046348_6	yegS//gor//
go_0046365_5	ulaE//
go_0046392_7	azoR//mhpC//alsK//menB//
go_0046397_6	
go_0046416_6	speF//
go_0046452_6	phnG//
go_0046459_6	prpC//
go_0046470_5	
go_0046474_6	entH//cpdB//alaA//entH//frc//gmhB//
go_0046487_5	hinT//
go_0046501_6	thiH//
go_0046618_6	mtgA//citX//tmk//menE//rsmJ//fabA//
go_0046654_7	lldD//fkpB//ynfF//prpC//selB//
go_0046655_5	purN//
go_0046656_6	gcvT//thiI//fkpA//tktA//thiM//prmC//
go_0046657_6	fklB//
go_0046677_4	glmS//cynS//rimK//hisS//aes//epmB//waaL//prpB//psd//sgbH//pdeL//xylA//pyrB//etk//purB//rdgB//yjjX//yfiC//trpB//hypB//xdhB//tig//kduI//dsdA//yihX//rhaD//moaD//astB//trpA//tyrB//aroL//
go_0046685_4	moaE//rluC//
go_0046686_6	fadE//
go_0046688_6	uxaB//fabB//
go_0046690_5	mrcA//rnb//
go_0046710_8	ldcA//
go_0046718_8	rffM//tyrA//
go_0046777_8	pgi//rluC//phnO//
go_0046834_6	coaA//
go_0046835_5	pgaB//tnaA//gmk//yieH//gutQ//dcm//phnG//yfbR//gloB//pgaB//yieH//dapD//glyA//mnmE//cheB//pgaB//hisB//malP//hchA//metK//napA//
go_0046836_7	argC//
go_0046839_6	nth//
go_0046855_6	moeA//
go_0046892_8	
go_0046901_7	hcaC//
go_0046939_7	aroB//rnb//ndh//cynS//
go_0046942_7	hcaC//ahpC//wzb//
go_0046944_7	phr//
go_0047484_6	
go_0048034_6	hyaC//
go_0048255_6	
go_0048473_8	bioC//
go_0048518_4	
go_0048870_3	ftnA//
go_0050427_5	fabA//
go_0050667_6	sad//mngB//
go_0050779_5	rbsK//
go_0050790_4	paaA//sad//
go_0050821_5	eptC//waaS//
go_0050918_5	serB//ssuE//
go_0050919_5	cof//
go_0051050_5	
go_0051083_5	fruK//
go_0051085_5	bioD//rlmA//
go_0051090_4	mhpD//
go_0051091_5	gpt//
go_0051131_7	
go_0051143_8	yjhG//
go_0051156_5	phnG//
go_0051171_5	
go_0051188_5	tehB//
go_0051191_6	rlmG//
go_0051205_6	
go_0051224_6	
go_0051252_6	
go_0051258_7	
go_0051260_7	adiA//ybiV//
go_0051270_5	
go_0051271_6	rsuA//ispA//
go_0051274_8	
go_0051276_5	
go_0051289_8	waaO//dcm//manA//cmk//rsgA//rne//ychF//coaA//nadC//otsB//panC//cysK//puuC//waaO//ndk//sgbE//thrB//ansA//ssuE//adhE//trmO//pdxY//sdhD//serC//ulaG//hypF//umuC//tgt//wecB//yigB//proA//adhE//
go_0051301_3	frmA//nadC//sdhD//ydiO//fbaA//btuE//ybhA//caiD//
go_0051302_5	
go_0051304_4	pgi//
go_0051338_5	
go_0051345_6	
go_0051346_6	aroD//
go_0051347_6	
go_0051349_6	
go_0051353_6	torY//
go_0051391_8	pheA//
go_0051409_4	rfbC//
go_0051410_3	narZ//
go_0051452_10	yidA//
go_0051453_9	fadM//
go_0051454_10	glpA//ulaG//pagP//pta//galM//
go_0051476_7	thrB//
go_0051484_7	wecC//
go_0051495_8	
go_0051595_6	ltaE//sgbU//
go_0051596_6	aspA//pyrE//frdA//dacC//
go_0051599_4	
go_0051603_6	folA//frlC//
go_0051604_5	tdh//rnt//epmC//
go_0051607_4	waaH//cpdB//
go_0051649_4	
go_0051668_4	
go_0051692_6	ppc//rfaD//
go_0051704_2	phnO//sodB//
go_0051715_4	
go_0051716_3	
go_0051726_5	
go_0051781_6	malP//
go_0051782_6	
go_0051977_7	
go_0051983_5	
go_0052131_6	
go_0052547_6	
go_0052653_5	
go_0052777_7	rfaE//ycaO//
go_0052778_6	ychF//
go_0052837_6	truB//
go_0055070_10	yfbR//
go_0055072_10	lpxP//glmM//
go_0055085_5	fklB//surA//serB//mepS//gpp//trmO//prmC//sdhA//paaH//thyA//mcrB//talB//yfcG//puuA//coaD//edd//alkA//menB//cpsB//proB//feaB//yjiA//lipB//ribF//thiM//nrdA//accA//dkgA//sdaB//ybhA//ldtA//gor//hisA//waaH//menC//gcvP//yeiG//mnmE//argA//cdd//ubiE//rhaD//murD//epmC//murC//phnL//rne//gstA//ubiD//hdhA//tyrA//rlmG//pyrE//hisS//gatZ//glgA//cueO//paaH//yieH//guaD//araD//nagA//lpxH//arsC//dcyD//phnI//yihV//ldtE//ligB//cobS//argG//epmC//manA//moeB//yfcF//alsK//nadA//ribD//bioD//gcl//
go_0055086_4	dxr//rluB//
go_0055114_3	fau//moeB//cdh//guaB//glnS//ackA//eptA//pncB//maeA//fau//purA//murD//cmoB//rfbC//bglX//katE//ldtC//rlmG//lpxT//phnL//yegS//leuD//fkpA//uidA//yfdR//fabG//eptC//gstA//cfa//garL//betA//speF//murI//arnT//uxuA//lpoA//tadA//rihA//deoA//rihA//ycaO//pyrG//rsmI//selB//
go_0055129_5	ileS//pgaC//mpaA//
go_0055130_8	leuB//lpxC//
go_0060003_10	sgbU//ynfF//
go_0060274_5	tktA//
go_0060326_5	upp//
go_0060566_8	
go_0060567_8	
go_0060699_8	
go_0060702_9	ycaO//
go_0061077_4	mtlD//rsmG//adhP//hpt//cysC//
go_0061475_9	fklB//
go_0061504_8	lysU//
go_0061610_5	ubiH//
go_0061615_7	aldB//trmH//
go_0061720_5	rutA//melA//tadA//
go_0065002_6	ahr//
go_0065007_2	pdeR//
go_0070084_7	psuG//
go_0070178_5	rluA//
go_0070207_8	entH//pykF//umuD//
go_0070298_8	
go_0070301_6	queF//ldtD//
go_0070329_5	lgoD//
go_0070413_7	truB//
go_0070415_6	tsaE//gcl//
go_0070417_5	wrbA//
go_0070453_7	kdsC//
go_0070475_7	yhdJ//folE//narY//carB//galT//ribE//ddlA//citE//ldtE//fabI//ilvB//hemE//prs//eptC//maa//rnb//edd//mutY//cpdA//
go_0070476_7	yhdH//eptB//
go_0070482_4	betA//
go_0070574_9	idnO//deoC//pyrG//moaA//
go_0070581_8	
go_0070588_9	
go_0070689_6	phnO//rbsD//
go_0070726_5	rdgB//purN//
go_0070778_6	btuR//cysD//
go_0070894_6	
go_0070930_7	
go_0070981_6	rlmM//
go_0070989_4	betB//
go_0071139_6	
go_0071218_6	yjjG//
go_0071229_5	
go_0071230_6	rsmD//
go_0071236_5	pfkB//rutC//hisH//
go_0071237_6	
go_0071243_5	ulaE//
go_0071248_6	
go_0071249_6	
go_0071250_6	
go_0071266_6	dhaK//
go_0071271_7	yciA//
go_0071276_7	
go_0071280_7	ubiX//
go_0071284_7	
go_0071286_7	
go_0071287_7	
go_0071288_7	dhaL//hchA//
go_0071289_7	ygeX//
go_0071291_6	nadD//
go_0071292_7	thiC//
go_0071294_7	ravA//
go_0071310_5	
go_0071421_9	deoA//atoB//allD//
go_0071422_7	ybjG//glpD//chbG//
go_0071423_8	treF//
go_0071454_5	rsmB//rffM//
go_0071456_5	
go_0071467_5	
go_0071468_6	rlmC//fadD//fadJ//ruvA//
go_0071470_5	
go_0071474_6	def//araB//aroA//
go_0071500_5	nrfB//
go_0071502_5	
go_0071555_4	rlmG//apaH//panB//cpdB//pyrB//kdsB//hcaD//aroF//
go_0071577_9	thiI//gpp//argD//alaS//waaZ//ribA//
go_0071705_5	
go_0071731_5	
go_0071732_6	pta//
go_0071769_5	
go_0071805_4	glcE//dapB//ispG//moaD//fadB//rfbC//fkpA//rne//cdd//
go_0071806_6	opgB//ulaD//
go_0071807_8	
go_0071897_6	panD//dkgB//folP//pdxH//ppiA//aroH//
go_0071915_9	ilvN//
go_0071932_8	cysH//
go_0071934_6	kefF//
go_0071945_7	
go_0071951_8	moeA//
go_0071963_4	
go_0071973_6	xylB//
go_0071977_5	
go_0071978_7	
go_0072321_6	
go_0072323_7	
go_0072344_7	deoC//lipB//
go_0072348_5	pdeF//
go_0072488_7	rluB//
go_0072511_7	rffT//
go_0072531_6	serS//
go_0072581_9	aspA//
go_0072714_5	
go_0075713_7	
go_0080111_4	entD//azoR//
go_0089705_7	
go_0089709_7	speE//ybjI//
go_0090071_6	
go_0090116_7	gcvH//
go_0090143_4	
go_0090305_6	moaD//hcaC//orn//alsE//rlmJ//gcl//cheB//aes//ulaE//argC//uxaC//menI//ybiV//cdd//folA//mobA//feaB//rsmG//pykF//tesB//add//ilvD//polB//yieH//mnmA//scpC//alaA//dcd//citG//hisI//fadH//sucC//dcm//dapD//pnp//rffT//gcvH//frdB//tgt//dkgA//etk//yegS//
go_0090313_8	
go_0090347_6	
go_0090352_6	
go_0090357_7	
go_0090358_8	
go_0090501_7	panE//dkgA//glxR//ubiA//yjhH//ddlB//mngB//dmsC//pyrC//ruvA//opgB//ppx//
go_0090502_8	umuC//rdgB//lpd//umuC//patA//ybcF//ribB//hisI//gabD//torZ//ydiB//panC//menA//umpH//glgX//thiG//purD//
go_0090503_8	eutD//pabC//rhaA//recJ//bioC//wecC//fucK//lsrK//nrfA//
go_0090529_5	
go_0090540_10	ileS//
go_0090549_5	
go_0090609_6	argD//
go_0097056_7	carB//
go_0097264_6	hisI//
go_0097304_7	panC//
go_0097339_7	dut//
go_0097428_6	eptC//ldtB//
go_0097502_4	hisG//
go_0097510_7	hyaA//
go_0097533_5	
go_0097638_8	cpdB//
go_0098002_8	
go_0098655_7	rlmB//narI//rutD//murF//nrdB//kduD//moaE//yfeX//ppk//paaK//hemN//pta//prpB//prs//fklB//
go_0098656_7	rihB//
go_0098707_10	
go_0098708_8	ligB//kbaY//
go_0098710_7	dhaL//mltF//
go_0098713_8	purD//yihV//
go_0098719_9	
go_0098732_6	nrfA//
go_0098795_9	ybcF//
go_0098869_4	gatY//bfr//phnJ//rutB//rlmL//speA//pyrD//moaD//dgkA//fabI//katG//speA//sgbH//menB//selB//
go_0099131_7	waaL//
go_0099132_7	gloB//fumA//rsuA//lpxC//ssuE//nadK//pabC//metE//
