# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	rhaD//
go_0015889_6	menA//pheS//etp//
go_0015891_6	pdxA//
go_0015906_6	yfdR//
go_0015909_8	puuB//
go_0015912_8	sodB//
go_0015914_7	narI//
go_0015920_7	cobT//argK//
go_0015937_7	hisB//adeD//lgoD//ribE//
go_0015940_6	deoA//
go_0015944_4	panB//cysD//edd//
go_0015949_5	gpmM//yjjG//rsmG//rlmC//trpA//hyaB//ydfG//pdxK//ftsI//nrfB//glnS//phnJ//tdcG//thiG//alaS//sthA//araD//menH//
go_0015950_6	glgC//
go_0015951_7	glgC//ttdB//
go_0015968_6	
go_0015969_8	acnB//ravA//
go_0015976_2	mutY//
go_0015986_7	
go_0015990_10	mtn//mazG//
go_0016024_7	pykA//
go_0016032_5	rbn//
go_0016036_6	ubiF//wcaJ//
go_0016042_5	
go_0016052_5	alaS//rlmH//gloA//dapF//
go_0016075_8	rnt//
go_0016078_8	yegS//
go_0016094_6	argS//bacA//
go_0016226_5	trmO//moeB//metC//fklB//
go_0016259_7	azoR//
go_0016260_8	ppc//argK//gshA//
go_0016310_6	dsdA//torA//ilvD//bioC//ydiO//mepS//idnK//entE//truD//ilvA//trpE//pnp//glyA//manA//cmoB//glyA//torC//
go_0016311_6	rnpA//accD//dmsA//yigB//menF//ldcA//pgaC//ubiG//menD//pheA//rutC//pabA//argI//abgA//fre//lsrG//bioF//rbn//rsmE//sad//pdxH//tyrS//mltA//nadK//wecB//cheB//slyD//uvrB//zwf//mug//alsK//puuD//dmlA//fruK//argG//paaH//tesB//sucA//gltD//dapD//
go_0016458_3	
go_0016485_6	glcF//fadE//
go_0016540_7	tmcA//hemL//
go_0016579_7	glxK//
go_0016998_5	prpB//
go_0017001_5	ynfF//
go_0017003_8	aceA//
go_0017004_7	purN//
go_0017013_7	
go_0017038_6	
go_0017148_8	epmC//speA//galE//bioD//sodC//
go_0017189_7	ulaE//
go_0017198_7	ldtA//
go_0018012_8	paaG//
go_0018023_7	yghU//
go_0018063_8	uxaA//
go_0018070_8	gcd//plsC//
go_0018104_8	cysS//mnaT//mobA//queD//xapA//
go_0018105_8	cysN//
go_0018106_8	
go_0018108_8	rluF//
go_0018117_8	
go_0018125_6	hemB//
go_0018131_6	pfkA//
go_0018160_8	serC//
go_0018206_8	yagF//
go_0018247_9	truA//
go_0018283_6	
go_0018298_7	caiB//
go_0018307_7	suhB//
go_0018315_8	mltC//
go_0018339_9	fkpA//
go_0018345_8	rutA//
go_0018364_6	amiD//glpK//
go_0018378_9	
go_0018393_10	ldhA//
go_0018394_9	mug//
go_0018410_8	gshA//
go_0018909_5	gatD//
go_0018937_4	napB//
go_0019042_6	nanA//
go_0019068_6	
go_0019076_6	
go_0019217_7	
go_0019242_6	ygjK//
go_0019243_7	dgt//rnpA//ygjK//dxr//
go_0019249_6	sad//
go_0019250_7	guaB//
go_0019262_6	aphA//metE//rlmA//frdB//hyaA//
go_0019264_7	hcp//
go_0019272_9	mocA//rlmL//
go_0019284_7	garL//moaE//
go_0019285_5	yigB//kdsD//
go_0019288_6	narH//menB//galU//ygeX//
go_0019290_5	
go_0019292_8	ftnA//
go_0019294_6	wcaJ//rlmJ//pgaC//accB//
go_0019299_6	ruvA//
go_0019301_7	nth//nadA//phnG//mhpB//metC//puuE//cheR//
go_0019303_7	ldtC//mug//
go_0019305_7	treF//
go_0019309_7	opgE//
go_0019316_8	adhP//yfeX//ackA//
go_0019318_5	dhaM//
go_0019323_6	dxr//cpsB//clsA//hisA//bglB//entD//murB//
go_0019324_6	glk//cysH//metF//cpsB//kduI//
go_0019343_8	purF//
go_0019344_7	dxs//
go_0019346_7	ndk//
go_0019353_8	dmlA//recG//yfeX//ydiB//
go_0019354_6	ppiA//
go_0019379_5	hemN//
go_0019380_6	aspA//kefF//
go_0019388_7	trmO//
go_0019391_6	rpiB//
go_0019394_7	dapF//
go_0019395_5	hisS//
go_0019404_8	folD//glcB//
go_0019413_6	hcp//leuS//
go_0019419_4	metL//
go_0019427_7	yfiC//
go_0019430_5	pabC//dacD//ampD//
go_0019432_7	moaD//
go_0019439_5	mug//bacA//
go_0019447_8	birA//
go_0019450_9	sad//
go_0019464_7	pncB//cysH//uvrC//yqhD//truB//murA//
go_0019480_4	menF//
go_0019509_7	
go_0019516_4	yfcG//entB//
go_0019521_6	selD//xdhB//
go_0019542_6	ulaD//
go_0019545_6	garD//
go_0019546_9	rlmG//
go_0019563_7	trmO//cdh//pagP//
go_0019568_7	lacZ//purN//
go_0019569_7	dgoA//idi//dcyD//
go_0019571_8	treF//cadA//galT//
go_0019572_8	torZ//
go_0019584_7	
go_0019588_7	pabB//fcl//
go_0019592_8	prpC//
go_0019595_8	ynfF//
go_0019607_6	ligB//mobA//
go_0019622_6	cpdA//frmB//guaD//
go_0019629_7	tsaE//gor//
go_0019632_5	ansB//uxaA//cysM//hchA//
go_0019634_5	rlmG//
go_0019645_6	kdsD//ddlA//sodB//
go_0019646_6	phnG//tyrB//melA//asnA//
go_0019664_6	hycB//alaS//
go_0019665_5	dosP//
go_0019673_6	gcd//
go_0019676_3	waaJ//
go_0019677_8	
go_0019679_7	folE//folP//rluA//
go_0019686_6	tdcB//
go_0019698_7	atoB//iaaA//orn//hcaF//yeaG//leuS//
go_0019700_6	tadA//fabB//menH//etk//
go_0019740_2	hchA//epmA//waaO//manA//dusC//wecC//
go_0019752_6	
go_0019805_6	gatZ//
go_0019835_3	
go_0019852_5	hisC//mutL//pgaC//
go_0019854_6	ybcF//amyA//
go_0019856_7	def//
go_0019858_7	rsmJ//
go_0019859_7	gcl//
go_0019877_6	lyxK//cysK//yciV//
go_0019878_9	kdsA//
go_0019935_6	hisB//waaZ//
go_0019985_8	ftsI//pagP//
go_0019988_7	dosP//
go_0022417_4	cobC//
go_0022610_2	recO//
go_0022611_3	uvrB//tsaB//ydfG//
go_0022900_4	pphB//mhpD//
go_0022904_5	glxR//carA//serA//
go_0023014_4	serC//nrdD//bglA//
go_0030001_7	glpK//alr//iaaA//
go_0030007_8	speA//
go_0030026_9	
go_0030091_6	yfiC//rlmC//srlD//nagA//
go_0030153_5	
go_0030162_7	
go_0030163_5	hemN//nudG//cmk//serB//
go_0030244_9	
go_0030258_5	asd//
go_0030260_7	
go_0030261_8	
go_0030307_6	
go_0030308_6	rsmG//dxs//
go_0030388_5	paaB//thrB//rbn//
go_0030488_6	otsA//trpS//kefF//thiE//mtgA//trmJ//rbsD//relA//uvrB//ispA//
go_0030490_10	
go_0030497_7	aroD//pyrG//
go_0030541_4	
go_0030573_6	uxuA//
go_0030632_8	eutD//accC//ileS//yfbR//
go_0030641_8	argI//nagB//
go_0030643_8	
go_0030961_9	rlmB//
go_0030980_7	talB//gutQ//hisA//
go_0031118_8	ribA//
go_0031119_8	pgpB//cueO//ynfF//citC//glk//lpxL//
go_0031125_10	gpt//
go_0031162_5	rne//
go_0031167_6	der//chbF//tmcA//sdhB//glgA//dmsC//
go_0031280_6	ruvC//
go_0031297_7	
go_0031342_5	
go_0031346_7	
go_0031365_7	pgi//
go_0031400_8	
go_0031439_9	
go_0031460_7	chbG//frdC//murG//der//deoD//speA//
go_0031554_7	
go_0031555_8	
go_0031556_9	
go_0031564_8	nrdD//
go_0031638_7	
go_0031648_5	
go_0031669_5	
go_0031670_5	
go_0032025_6	hyaC//
go_0032026_6	bfr//
go_0032049_8	bacA//kduD//purU//
go_0032055_6	
go_0032091_6	
go_0032147_9	
go_0032150_8	
go_0032194_8	glgC//
go_0032196_3	der//
go_0032238_6	puuC//
go_0032259_3	adiA//folC//glxR//ahr//
go_0032261_6	ampH//
go_0032263_7	queD//cyoE//
go_0032264_7	dgoD//frdA//
go_0032265_7	umpH//
go_0032272_7	
go_0032297_10	
go_0032298_10	
go_0032324_6	bacA//ppsA//cysG//
go_0032329_7	sthA//lpxD//
go_0032359_7	
go_0032412_6	
go_0032413_6	
go_0032414_6	proC//
go_0032445_10	yfeX//dnaE//
go_0032462_7	rluB//
go_0032466_7	
go_0032467_7	
go_0032506_4	
go_0032508_8	cmoB//ulaG//tdh//metH//
go_0032774_6	sucA//
go_0032775_6	mnmE//purT//slyD//
go_0032781_7	
go_0032784_8	
go_0032790_6	alkA//
go_0032885_7	
go_0032951_8	
go_0032955_6	
go_0032973_7	thiE//
go_0032978_7	
go_0033014_6	fau//uidA//
go_0033051_5	cysH//
go_0033120_8	
go_0033194_5	epmC//ampD//surA//
go_0033195_5	nadD//
go_0033212_10	yjjG//fadB//
go_0033214_11	dhaL//moaD//
go_0033228_8	ldtA//glcF//proA//
go_0033317_7	garK//eptC//rlmG//alaS//
go_0033320_6	ddlB//
go_0033345_8	speF//phnP//
go_0033353_5	pgpA//
go_0033359_7	phr//glmM//
go_0033384_6	ushA//
go_0033388_7	adhP//
go_0033477_5	solA//
go_0033499_8	ligA//narH//mnmE//aroA//ilvI//
go_0033518_6	rffH//
go_0033539_7	cobC//
go_0033542_7	rffG//
go_0033543_8	gatY//
go_0033567_6	
go_0033585_7	sdhB//wzb//
go_0033611_8	trmO//
go_0033683_7	
go_0034194_8	orn//guaD//tilS//
go_0034195_8	udk//
go_0034198_6	feaB//garL//
go_0034203_6	cdd//
go_0034204_5	yihU//yjhG//
go_0034213_6	ilvC//
go_0034214_7	hemD//thrB//trmO//
go_0034219_6	glpK//mrcB//queG//narI//treA//sdhB//ilvE//nrdB//nagB//metC//argD//ung//ribB//rfaE//tauD//pgi//ampH//fabZ//scpC//hemB//ilvA//hisI//gabD//psd//speB//mpaA//galT//fkpA//xdhB//
go_0034220_6	murI//dgkA//cmoB//hyi//abgB//purC//
go_0034224_6	
go_0034227_8	argK//
go_0034258_8	ispG//
go_0034260_5	
go_0034289_7	argF//
go_0034337_3	cpsB//
go_0034355_7	entB//napC//hemA//thiD//
go_0034401_5	
go_0034414_9	tilS//
go_0034421_8	ruvC//
go_0034470_8	sodC//
go_0034552_7	
go_0034599_5	purC//xylB//fcl//aldB//argH//
go_0034605_5	rhaM//fruK//
go_0034614_6	rihA//
go_0034620_6	ilvN//
go_0034628_9	aceB//tdh//cof//aroB//glpX//
go_0034635_6	eno//
go_0034644_7	rlmB//
go_0034661_7	
go_0034775_7	lpxH//cobT//
go_0034983_9	torY//yidA//
go_0035235_6	mnmG//argA//mltA//
go_0035307_9	
go_0035335_8	dsdA//mcrB//
go_0035344_8	folM//yihV//
go_0035350_6	uxaC//
go_0035429_8	purB//rluB//sdaA//eno//treC//mnmE//
go_0035433_7	sucB//
go_0035434_9	dut//
go_0035435_9	atoB//folX//yrfG//arnA//
go_0035442_7	idnO//yccX//tyrA//pdxB//frlB//ribB//narZ//
go_0035443_7	glnE//bglA//cmoA//
go_0035444_9	uxuB//argI//aldB//glnA//
go_0035461_6	ogt//
go_0035524_8	edd//
go_0035552_6	ubiC//
go_0035553_6	rutA//
go_0035556_4	
go_0035600_8	paaB//
go_0035672_6	cpdB//eutB//waaO//
go_0035725_9	mnmG//ilvH//slt//rluE//eptC//
go_0035784_9	mak//
go_0035864_6	
go_0035873_8	malQ//selB//
go_0035999_5	menD//yfdR//ppk//
go_0036001_7	dapA//
go_0036047_9	arnB//
go_0036049_9	mepS//
go_0036088_6	aroG//
go_0036104_6	ldtD//murQ//
go_0036172_6	mhpD//
go_0036214_3	
go_0036265_6	ribB//
go_0036289_9	fbp//tag//
go_0036448_6	ahpC//lipB//
go_0036460_5	
go_0036506_5	
go_0036525_7	
go_0038083_9	menF//nrdD//
go_0040033_9	
go_0042026_4	ycjU//yciV//frdC//ydiO//
go_0042126_5	phnN//
go_0042128_5	
go_0042150_7	wrbA//
go_0042157_5	
go_0042158_6	abgA//rsmE//
go_0042177_7	
go_0042182_5	ogt//
go_0042219_6	
go_0042245_7	gntK//fadM//dkgB//
go_0042254_5	phnO//
go_0042255_6	
go_0042274_5	cysD//
go_0042304_7	
go_0042351_7	sdhD//
go_0042355_8	thiC//alaS//hemB//leuA//yigB//ugd//
go_0042371_7	yciV//
go_0042413_6	ribC//murQ//
go_0042450_7	mltC//ispB//ascB//yihU//bioD//prpD//
go_0042454_7	glcD//
go_0042493_4	gltB//umpH//aspC//phnO//waaJ//pgaB//lpxP//hyaC//acpH//mpaA//spoT//yihS//hemC//
go_0042538_6	fcl//yeiG//yciV//
go_0042542_5	sgbE//citC//pagP//folX//
go_0042545_5	rbn//
go_0042594_4	mutY//wcaJ//treA//dbpA//
go_0042619_6	
go_0042710_4	yjcS//nirD//uvrB//fabA//serS//pyrC//ruvA//fucI//
go_0042732_6	rlmH//
go_0042744_6	glpK//gatD//
go_0042759_7	xylA//
go_0042773_6	pagP//
go_0042777_8	
go_0042780_10	tsaB//cysD//
go_0042817_5	kdsA//
go_0042819_6	folD//
go_0042823_6	proC//nth//fadK//aspS//
go_0042838_6	sdhA//serB//mtlD//gnd//
go_0042840_7	rsgA//entF//glpC//mrcA//betB//glpC//
go_0042843_7	lpxL//ispU//
go_0042846_8	azoR//
go_0042852_9	tatD//
go_0042867_8	ispB//
go_0042873_7	waaY//
go_0042882_10	ubiF//thiE//
go_0042884_7	dkgB//ampD//menH//
go_0042885_8	rlmI//
go_0042891_6	trmO//aldA//waaH//surA//ackA//proS//ftnA//
go_0042906_8	rsuA//aroD//pdeL//
go_0042908_5	ybhA//
go_0042914_8	yciA//
go_0042918_6	mraY//etp//
go_0042919_6	
go_0042920_6	btuE//
go_0042928_7	
go_0042930_7	mutY//ppx//fbaA//aldB//cdd//dhaK//pfkB//rnt//pdeR//pheA//
go_0042938_8	cpsG//rffG//rlmG//
go_0042939_8	ogt//
go_0042941_8	gloB//
go_0042942_6	yeaE//waaG//
go_0042953_6	
go_0042956_8	pnp//deoA//
go_0042968_8	pgpB//cdd//nhoA//
go_0043039_6	rlmI//nudB//gcvP//
go_0043041_6	tehB//sdaB//
go_0043085_5	preA//apt//ydiO//
go_0043086_5	ycaO//
go_0043093_3	pabC//mhpA//rluD//wrbA//
go_0043097_6	gcvP//pdxB//
go_0043099_7	aldB//
go_0043100_6	yfdR//
go_0043102_5	slyD//
go_0043103_7	phnH//
go_0043137_6	wecC//acpH//
go_0043150_8	
go_0043157_6	accC//
go_0043164_6	eda//btuR//gluQ//panE//nrdB//moeB//sucD//
go_0043165_6	frmA//pflB//
go_0043171_5	galU//speG//idnO//sthA//ydiB//
go_0043200_5	
go_0043201_6	
go_0043213_7	argH//miaA//
go_0043254_5	
go_0043335_3	pdxA//sgbU//plsB//rlmM//hemE//
go_0043433_5	yieH//nfi//aroK//
go_0043442_6	ldtA//
go_0043456_6	prmC//
go_0043462_6	pabB//
go_0043470_6	
go_0043471_6	
go_0043488_5	dhaM//tsaC//rdgB//
go_0043547_7	
go_0043571_7	epmC//
go_0043610_4	hisS//malY//panE//
go_0043686_7	metL//
go_0043687_7	uxuB//trmD//sodC//folE//fadE//
go_0043708_5	acpH//
go_0043709_6	purL//
go_0043711_5	
go_0043952_7	
go_0043953_7	sdhB//
go_0044010_5	mltA//ilvD//fabB//mngB//xylA//mnmA//
go_0044011_4	pnp//
go_0044036_5	tag//moaE//metK//
go_0044038_6	yfcF//accD//
go_0044092_4	
go_0044179_5	
go_0044208_7	lipB//
go_0044238_3	guaD//galM//ftnA//cysK//
go_0044248_4	
go_0044255_4	
go_0044262_4	hypB//putA//
go_0044273_5	yihX//
go_0044275_5	paaC//
go_0044349_6	
go_0044355_6	nadK//
go_0044532_6	
go_0044659_7	yjhH//
go_0044718_6	rutD//
go_0044764_3	
go_0044780_6	cheR//
go_0044781_5	
go_0044787_5	nfsB//
go_0044874_7	
go_0045004_7	cysS//cmk//mgsA//
go_0045013_7	
go_0045226_7	puuC//pflB//pgsA//ycaO//uxaC//yqjH//
go_0045333_5	murE//cysN//
go_0045337_6	moeA//
go_0045454_4	dgoD//panC//kbaZ//pgi//narG//cdsA//hisB//
go_0045471_5	narZ//rlmM//
go_0045717_8	pabA//recO//
go_0045719_8	
go_0045723_8	
go_0045727_8	
go_0045732_7	
go_0045733_6	paaH//moaA//
go_0045819_8	
go_0045828_7	
go_0045848_5	
go_0045859_7	
go_0045861_8	
go_0045862_8	
go_0045883_5	
go_0045892_8	narH//pdeL//sodA//roxA//yieH//
go_0045893_8	panE//patD//
go_0045900_9	
go_0045903_5	waaO//
go_0045912_6	trmL//def//yieF//
go_0045926_5	
go_0045936_8	
go_0045947_9	hisS//sodB//
go_0045975_9	
go_0045990_6	
go_0046037_8	aroF//
go_0046040_8	pgk//
go_0046047_8	nadB//
go_0046050_8	pphB//rlmD//yeaG//
go_0046052_8	gdhA//
go_0046061_8	waaQ//
go_0046076_8	bioF//
go_0046081_8	rnd//rfaE//
go_0046086_6	tktA//
go_0046098_7	hemB//
go_0046100_7	gcvT//
go_0046101_6	pgk//xdhB//
go_0046103_9	metL//
go_0046104_8	ppk//
go_0046115_10	thrC//
go_0046133_8	cpdA//folC//
go_0046166_6	leuC//
go_0046168_6	pgaB//ddlA//
go_0046176_6	sad//speE//rnd//dgt//
go_0046177_7	arnT//caiD//glpC//rutA//
go_0046181_7	astC//
go_0046183_7	hinT//glxR//paaZ//
go_0046187_6	selD//
go_0046196_5	rdgB//
go_0046210_6	dgt//ansA//cof//
go_0046214_6	ltaE//
go_0046256_7	hemN//gmk//
go_0046271_5	lplA//
go_0046279_6	phr//
go_0046292_4	hisB//
go_0046294_5	rne//rfbB//
go_0046296_6	carB//ugd//accA//
go_0046306_6	metG//arnB//
go_0046323_10	acpH//
go_0046325_8	
go_0046336_6	proA//
go_0046342_8	glpB//
go_0046348_6	nrdD//cysC//
go_0046365_5	garR//
go_0046392_7	sgbE//bglX//malY//rihC//
go_0046397_6	
go_0046416_6	dosP//
go_0046452_6	purN//
go_0046459_6	gatD//
go_0046470_5	
go_0046474_6	kdsB//wrbA//mrcA//gatZ//katG//tilS//
go_0046487_5	yieF//
go_0046501_6	codA//
go_0046618_6	pdeF//yfcF//cynT//mobA//mutT//hcaD//
go_0046654_7	yggF//lysS//leuS//gadB//rpiB//
go_0046655_5	yjjG//
go_0046656_6	tsaB//idnK//rimK//deoB//fumB//maa//
go_0046657_6	pdeL//
go_0046677_4	lpxD//selB//frdB//metG//ilvI//purU//uvrC//nrfD//mtn//fruK//mug//btuE//hisA//dhaM//napC//argG//mmuM//dbpA//alr//uvrB//clsC//sucD//hisG//opgB//rluE//gloC//yeiG//nudF//rutA//truC//acpS//
go_0046685_4	trmI//yqjH//
go_0046686_6	gcvP//
go_0046688_6	waaO//asnB//
go_0046690_5	pykF//pheS//
go_0046710_8	yigB//
go_0046718_8	cysQ//ulaF//
go_0046777_8	prpB//trmJ//trpE//
go_0046834_6	phnH//
go_0046835_5	speG//ybjG//tgt//aroL//waaQ//hisD//mngB//queC//aroC//paaA//aes//fabI//ulaE//gatD//ybiV//guaA//otsA//pfkB//rlmC//manA//thiM//
go_0046836_7	paaF//
go_0046839_6	rlmJ//
go_0046855_6	kefF//
go_0046892_8	
go_0046901_7	dgkA//
go_0046939_7	fucK//cysK//phnJ//ssuD//
go_0046942_7	ispG//rbsK//hypF//
go_0046944_7	frlB//
go_0047484_6	
go_0048034_6	aphA//
go_0048255_6	
go_0048473_8	katE//
go_0048518_4	
go_0048870_3	dkgA//
go_0050427_5	menE//
go_0050667_6	nadB//fumA//
go_0050779_5	argH//
go_0050790_4	metK//ppx//
go_0050821_5	hcaE//gloA//
go_0050918_5	speE//mog//
go_0050919_5	pta//
go_0051050_5	
go_0051083_5	deoC//
go_0051085_5	hisG//ndh//
go_0051090_4	trpD//
go_0051091_5	tktA//
go_0051131_7	
go_0051143_8	dapF//
go_0051156_5	sucD//
go_0051171_5	
go_0051188_5	ndk//
go_0051191_6	malS//
go_0051205_6	
go_0051224_6	
go_0051252_6	
go_0051258_7	
go_0051260_7	aes//bioH//
go_0051270_5	
go_0051271_6	mdh//fucA//
go_0051274_8	
go_0051276_5	
go_0051289_8	garR//waaH//uxaC//coaE//cysC//torC//pncB//cueO//nadA//acnB//lysC//nagA//glnE//rsmB//cfa//cpdB//kbaZ//cysI//pldB//fumA//hemD//rbsK//uvrB//glgP//birA//dnaE//glcE//tmcA//etp//idnD//pgl//phr//
go_0051301_3	ulaE//glyS//solA//waaS//fumA//gadB//aspA//lpoA//
go_0051302_5	
go_0051304_4	galE//
go_0051338_5	
go_0051345_6	
go_0051346_6	fadA//
go_0051347_6	
go_0051349_6	
go_0051353_6	katG//
go_0051391_8	sgbH//
go_0051409_4	ascB//
go_0051410_3	dgkA//
go_0051452_10	phnN//
go_0051453_9	sucC//
go_0051454_10	manA//rffH//pphA//rsmJ//panB//
go_0051476_7	yqhD//
go_0051484_7	poxB//
go_0051495_8	
go_0051595_6	xthA//rsmH//
go_0051596_6	ygeX//nemA//yieH//ndk//
go_0051599_4	
go_0051603_6	tsaD//purT//
go_0051604_5	etk//lpxP//atoB//
go_0051607_4	hemE//gph//
go_0051649_4	
go_0051668_4	
go_0051692_6	frdB//rlmA//
go_0051704_2	wecB//alsK//
go_0051715_4	
go_0051716_3	
go_0051726_5	
go_0051781_6	mocA//
go_0051782_6	
go_0051977_7	
go_0051983_5	
go_0052131_6	
go_0052547_6	
go_0052653_5	
go_0052777_7	trmL//lpxB//
go_0052778_6	entD//
go_0052837_6	nhoA//
go_0055070_10	argA//
go_0055072_10	agp//cpsG//
go_0055085_5	gloA//aroA//gltB//sdaB//allB//recF//prs//ltaE//glgC//argK//purA//ileS//ygeX//eptA//asd//pdeH//icd//dam//hcaE//cfa//dacD//murB//abgA//hisC//purA//roxA//prpB//rhaD//entF//phnJ//tpiA//miaB//truB//paoC//cfa//yghU//dgoK//sucA//sdaB//adeD//manA//hmp//ldcC//cdh//lplA//tktA//bfr//queC//mutT//pgpA//glyS//yeaE//cysC//sucB//fucA//thiI//yihT//dhaK//fabI//cysN//uxaA//ndh//yqhD//argG//hisI//mrcA//prpB//dmlA//araB//waaJ//pgaB//mhpD//serB//rsmB//rsmD//adiA//lpxH//trpA//kdsA//alaC//
go_0055086_4	rluC//pdxB//
go_0055114_3	sgbE//hisS//ybjG//thiH//fkpB//metE//betB//lgoD//tyrA//ravA//ribA//accA//accB//ftsI//ybiV//glpD//nrdF//eno//alsE//clsB//rfbC//citC//yfdR//cysQ//coaE//tdcB//moaA//ndh//nanA//treF//recO//astB//gcd//trmO//nadK//lldD//maa//wcaJ//ravA//gatD//metB//argB//argK//gltX//
go_0055129_5	alsE//mnmG//sucC//
go_0055130_8	mnmG//accC//
go_0060003_10	yfdR//hinT//
go_0060274_5	aroE//
go_0060326_5	chbF//
go_0060566_8	
go_0060567_8	
go_0060699_8	
go_0060702_9	gshB//
go_0061077_4	panB//eptB//fadD//wzc//aspA//
go_0061475_9	aceF//
go_0061504_8	gadA//
go_0061610_5	leuB//
go_0061615_7	thyA//azoR//
go_0061720_5	eptB//fucA//moaD//
go_0065002_6	gntK//
go_0065007_2	rlmM//
go_0070084_7	allB//
go_0070178_5	pgi//
go_0070207_8	treC//folX//idnD//
go_0070298_8	
go_0070301_6	gshA//gltB//
go_0070329_5	cmoA//
go_0070413_7	trmJ//
go_0070415_6	rfbC//guaB//
go_0070417_5	lsrK//
go_0070453_7	mnmC//
go_0070475_7	waaZ//tsaE//hemE//folP//dacC//uxuA//fre//cheB//proA//dfp//rpe//hyaB//acpT//pgi//caiB//galT//kbaZ//nfsB//galU//
go_0070476_7	purD//ribB//
go_0070482_4	putA//
go_0070574_9	speC//pgaC//cueO//mltC//
go_0070581_8	
go_0070588_9	
go_0070689_6	asnA//thiG//
go_0070726_5	torZ//rfaD//
go_0070778_6	frmB//folD//
go_0070894_6	
go_0070930_7	
go_0070981_6	amyA//
go_0070989_4	yagF//
go_0071139_6	
go_0071218_6	pagP//
go_0071229_5	
go_0071230_6	mngB//
go_0071236_5	cobC//mltC//fabZ//
go_0071237_6	
go_0071243_5	sucC//
go_0071248_6	
go_0071249_6	
go_0071250_6	
go_0071266_6	ppiA//
go_0071271_7	mmuM//
go_0071276_7	
go_0071280_7	ahr//
go_0071284_7	
go_0071286_7	
go_0071287_7	
go_0071288_7	folM//dgoK//
go_0071289_7	curA//
go_0071291_6	cpdA//
go_0071292_7	fabB//
go_0071294_7	aldB//
go_0071310_5	
go_0071421_9	rlmE//accA//eda//
go_0071422_7	murE//dmsC//dgcZ//
go_0071423_8	tpiA//
go_0071454_5	deoA//ldtB//
go_0071456_5	
go_0071467_5	
go_0071468_6	preA//queF//argG//talB//
go_0071470_5	
go_0071474_6	relA//torY//hyaA//
go_0071500_5	amiD//
go_0071502_5	
go_0071555_4	fucK//bglA//menC//miaB//ydiB//dbpA//miaA//narI//
go_0071577_9	alaC//nrdD//dapD//xylB//mltD//etp//
go_0071705_5	
go_0071731_5	
go_0071732_6	metH//
go_0071769_5	
go_0071805_4	ligA//mraY//kdsB//ychF//asnB//aspC//tatD//dam//trmI//
go_0071806_6	proB//epmB//
go_0071807_8	
go_0071897_6	glgB//ruvA//iscS//speC//alsE//hmp//
go_0071915_9	glpX//
go_0071932_8	pdxH//
go_0071934_6	ackA//
go_0071945_7	
go_0071951_8	fadJ//
go_0071963_4	
go_0071973_6	slyD//
go_0071977_5	
go_0071978_7	
go_0072321_6	
go_0072323_7	
go_0072344_7	queF//ispA//
go_0072348_5	gph//
go_0072488_7	dhaM//
go_0072511_7	yqjH//
go_0072531_6	cof//
go_0072581_9	ribF//
go_0072714_5	
go_0075713_7	
go_0080111_4	umuC//accD//
go_0089705_7	
go_0089709_7	recG//fkpA//
go_0090071_6	
go_0090116_7	waaU//
go_0090143_4	
go_0090305_6	nfsB//ynfH//ispH//rnd//pabB//csdA//rsmB//fadB//dapB//tktA//guaA//aroG//alaS//acpH//trpE//ssuE//yhdH//opgB//abgA//aceF//phoA//ybcF//rluB//sucC//mug//lpxM//frlB//guaD//waaZ//serC//selD//allD//tig//ghrB//pyrB//nadA//appA//bglA//ispB//cysS//ansB//ldtE//
go_0090313_8	
go_0090347_6	
go_0090352_6	
go_0090357_7	
go_0090358_8	
go_0090501_7	rlmF//paaB//aceF//hchA//prpD//glpD//rsmC//tcdA//hyi//avtA//nrfA//nrdE//
go_0090502_8	fadA//trpD//plsC//idi//cmk//glnE//mhpA//rluA//tnaA//codA//mraY//eptC//gmd//clsA//ispG//purB//moaE//
go_0090503_8	leuC//mug//ampH//yjjX//rfaD//acnB//lipA//umpH//eptA//
go_0090529_5	
go_0090540_10	yieH//
go_0090549_5	
go_0090609_6	solA//
go_0097056_7	cmoB//
go_0097264_6	aroL//
go_0097304_7	hypB//
go_0097339_7	pdxA//
go_0097428_6	luxS//glgX//
go_0097502_4	pcm//
go_0097510_7	entB//
go_0097533_5	
go_0097638_8	yrfG//
go_0098002_8	
go_0098655_7	nanK//lysU//menF//thiD//mhpA//edd//proS//nudG//folD//hemN//hisS//hyaA//phr//narZ//phnJ//
go_0098656_7	coaA//
go_0098707_10	
go_0098708_8	valS//aes//
go_0098710_7	ydiF//ygeX//
go_0098713_8	ttdA//mcrA//
go_0098719_9	
go_0098732_6	wecB//
go_0098795_9	gpmM//
go_0098869_4	citC//yfbR//nfi//rdgB//aspS//luxS//panE//gpp//ymdB//ndh//glpC//hcaE//dacC//aceA//sodC//
go_0099131_7	yieH//
go_0099132_7	asd//gldA//nudB//plsC//nemA//ruvB//epmC//pheA//
go_0099133_8	asnB//lysA//gstB//cmoA//gabD//adeD//ychF//menE//purL//murE//rsmF//mrcB//
go_0101030_8	dhaK//
go_1900190_5	thrA//
go_1900191_6	
