# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	frmA//
go_0015909_8	tdcD//
go_0015912_8	gatD//
go_0015914_7	torY//
go_0015920_7	aroB//murD//
go_0015937_7	pdxH//aroG//glmU//dmlA//
go_0015940_6	ydiB//
go_0015944_4	paoC//yjhG//speD//
go_0015949_5	metK//torC//lyxK//rutB//fre//rutB//lpxC//pdxJ//citG//thiL//dgcM//idnK//malP//rutE//acpH//purF//chbF//waaF//
go_0015950_6	miaA//
go_0015951_7	fucA//cof//
go_0015968_6	
go_0015969_8	alsK//dnaE//
go_0015976_2	waaS//
go_0015986_7	
go_0015990_10	mutH//ldtB//
go_0016024_7	dgt//
go_0016032_5	waaH//
go_0016036_6	glmS//selD//
go_0016042_5	
go_0016052_5	ispU//mraY//cysS//fabZ//
go_0016075_8	alsE//
go_0016078_8	ruvA//
go_0016094_6	hycB//entB//
go_0016226_5	puuA//yciV//ung//deoD//
go_0016259_7	bacA//
go_0016260_8	cysH//dhaL//mhpB//
go_0016310_6	yjiA//cobB//yghU//phnP//katE//kdsD//lpxK//gdhA//aroF//gcl//thiG//hisI//aroA//ndh//ldcA//glxK//fadE//
go_0016311_6	proB//glpK//deoD//yghU//uvrC//pdxH//rutA//torC//glxK//kdgK//btuE//cynS//tcdA//metH//rffT//avtA//mocA//fklB//yjiA//tdk//asd//fadE//queG//cheB//cysE//putA//paaZ//insI-2//hisH//cdsA//spoT//ruvC//guaD//yagE//adhP//rffG//udp//araB//clsB//rffT//
go_0016458_3	
go_0016485_6	speG//dusB//
go_0016540_7	trpS//paaB//
go_0016579_7	glcF//
go_0016998_5	tauD//
go_0017001_5	gatY//
go_0017003_8	yfiC//
go_0017004_7	rfbB//
go_0017013_7	
go_0017038_6	
go_0017148_8	aspA//ybjG//yciA//cysG//murD//
go_0017189_7	fabG//
go_0017198_7	ligA//
go_0018012_8	yfdR//
go_0018023_7	xapA//
go_0018063_8	insI-2//
go_0018070_8	fau//gudD//
go_0018104_8	fumB//torC//suhB//phnM//argH//
go_0018105_8	lysC//
go_0018106_8	
go_0018108_8	btuE//
go_0018117_8	
go_0018125_6	gabD//
go_0018131_6	pgpB//
go_0018160_8	thiE//
go_0018206_8	nrfC//
go_0018247_9	bioD//
go_0018283_6	
go_0018298_7	ung//
go_0018307_7	thrA//
go_0018315_8	bioC//
go_0018339_9	sufS//
go_0018345_8	pagP//
go_0018364_6	frdD//yihV//
go_0018378_9	
go_0018393_10	ldcC//
go_0018394_9	gcd//
go_0018410_8	trpC//
go_0018909_5	cobB//
go_0018937_4	yegS//
go_0019042_6	aldA//
go_0019068_6	
go_0019076_6	
go_0019217_7	
go_0019242_6	gpmM//
go_0019243_7	patZ//narY//aroC//selD//
go_0019249_6	aceA//
go_0019250_7	nrfD//
go_0019262_6	xylB//nadE//pyrD//ilvD//ansB//
go_0019264_7	fabH//
go_0019272_9	mltC//sucA//
go_0019284_7	cpdA//speG//
go_0019285_5	citX//glpC//
go_0019288_6	purU//pdeL//accC//phnL//
go_0019290_5	
go_0019292_8	ppk//
go_0019294_6	nagB//tmk//udp//frmA//
go_0019299_6	glpD//
go_0019301_7	dbpA//menI//ydiF//gluQ//kdgK//acpS//aroK//
go_0019303_7	malP//argG//
go_0019305_7	cobC//
go_0019309_7	alsK//
go_0019316_8	fadE//ssuD//glxR//
go_0019318_5	gmhB//
go_0019323_6	argF//bioA//alsK//paaF//dosP//dhaM//moeA//
go_0019324_6	guaC//tdcE//mobA//manA//chbF//
go_0019343_8	fumA//
go_0019344_7	waaZ//
go_0019346_7	proS//
go_0019353_8	katE//uvrB//chbG//pykA//
go_0019354_6	hinT//
go_0019379_5	menH//
go_0019380_6	ravA//nemA//
go_0019388_7	yihS//
go_0019391_6	leuS//
go_0019394_7	proA//
go_0019395_5	kdsB//
go_0019404_8	rffM//mtlD//
go_0019413_6	agp//frlC//
go_0019419_4	tig//
go_0019427_7	paaH//
go_0019430_5	curA//murF//dapA//
go_0019432_7	tmcA//
go_0019439_5	plsB//dnaE//
go_0019447_8	orn//
go_0019450_9	entB//
go_0019464_7	leuD//patA//ribF//tktB//rfbD//mltD//
go_0019480_4	ilvN//
go_0019509_7	
go_0019516_4	deoB//gshB//
go_0019521_6	hcaF//ubiA//
go_0019542_6	pfkA//
go_0019545_6	waaL//
go_0019546_9	guaB//
go_0019563_7	rlmC//mutY//yjhG//
go_0019568_7	acnA//epd//
go_0019569_7	roxA//kdsC//tgt//
go_0019571_8	ilvD//allB//prmB//
go_0019572_8	wecB//
go_0019584_7	
go_0019588_7	ruvC//dcd//
go_0019592_8	thiI//
go_0019595_8	trmH//
go_0019607_6	xylB//miaA//
go_0019622_6	yajO//suhB//pdeH//
go_0019629_7	nirB//ilvA//
go_0019632_5	alkB//aldA//fadI//feaB//
go_0019634_5	paaE//
go_0019645_6	cpsG//rhaB//udk//
go_0019646_6	bioH//sucD//psd//sodC//
go_0019664_6	accB//sgbU//
go_0019665_5	trpA//
go_0019673_6	dnaE//
go_0019676_3	fes//
go_0019677_8	
go_0019679_7	rsgA//fucO//cfa//
go_0019686_6	patZ//
go_0019698_7	aes//rlmI//yfeW//hcaC//rsgA//paaA//
go_0019700_6	fumC//ilvE//deoA//ttdA//
go_0019740_2	ybjI//pdeH//ttdA//glpC//uidA//aceA//
go_0019752_6	
go_0019805_6	avtA//
go_0019835_3	
go_0019852_5	nanA//ndh//nadE//
go_0019854_6	preA//mtn//
go_0019856_7	fabD//
go_0019858_7	idnD//
go_0019859_7	dapA//
go_0019877_6	rbn//rsmH//rdgB//
go_0019878_9	menH//
go_0019935_6	dsdA//luxS//
go_0019985_8	fadI//ubiG//
go_0019988_7	tmk//
go_0022417_4	nadE//
go_0022610_2	yfeX//
go_0022611_3	ldtC//sucA//pdeL//
go_0022900_4	menI//tdcE//
go_0022904_5	rffC//rlmE//hdhA//
go_0023014_4	pgm//lpcA//phnP//
go_0030001_7	pdeH//nagK//selD//
go_0030007_8	katE//
go_0030026_9	
go_0030091_6	panD//alaC//ascB//pphA//
go_0030153_5	
go_0030162_7	
go_0030163_5	wecB//citG//nrfA//pck//
go_0030244_9	
go_0030258_5	torC//
go_0030260_7	
go_0030261_8	
go_0030307_6	
go_0030308_6	paaJ//asnA//
go_0030388_5	glcF//alaC//hisB//
go_0030488_6	uidA//ispA//psuG//bioD//fabZ//waaL//bioH//hmp//torZ//rluA//
go_0030490_10	
go_0030497_7	fucI//gph//
go_0030541_4	
go_0030573_6	hcaF//
go_0030632_8	cysC//frlC//rluB//rsmE//
go_0030641_8	nadD//dacD//
go_0030643_8	
go_0030961_9	avtA//
go_0030980_7	sdhD//bacA//waaP//
go_0031118_8	clsA//
go_0031119_8	mazG//cobB//tdcE//araB//bcsA//allB//
go_0031125_10	narI//
go_0031162_5	yciV//
go_0031167_6	glgP//allC//frmB//cysK//trmJ//waaH//
go_0031280_6	pfkA//
go_0031297_7	
go_0031342_5	
go_0031346_7	
go_0031365_7	tyrA//
go_0031400_8	
go_0031439_9	
go_0031460_7	lpcA//tgt//araB//nrdA//gmk//lpxT//
go_0031554_7	
go_0031555_8	
go_0031556_9	
go_0031564_8	rrrD//
go_0031638_7	
go_0031648_5	
go_0031669_5	
go_0031670_5	
go_0032025_6	waaZ//
go_0032026_6	menI//
go_0032049_8	yhdJ//apt//pgpB//
go_0032055_6	
go_0032091_6	
go_0032147_9	
go_0032150_8	
go_0032194_8	mltF//
go_0032196_3	rsmI//
go_0032238_6	mnmG//
go_0032259_3	gatD//argG//dxs//ldcC//
go_0032261_6	nrdD//
go_0032263_7	rffM//gmk//
go_0032264_7	rlmB//hisG//
go_0032265_7	dmsB//
go_0032272_7	
go_0032297_10	
go_0032298_10	
go_0032324_6	nudG//gcvP//sucA//
go_0032329_7	adiA//cysI//
go_0032359_7	
go_0032412_6	
go_0032413_6	
go_0032414_6	hemB//
go_0032445_10	sdaB//mnmG//
go_0032462_7	prpB//
go_0032466_7	
go_0032467_7	
go_0032506_4	
go_0032508_8	eutD//birA//eda//torZ//
go_0032774_6	nrfC//
go_0032775_6	waaU//argH//yjhH//
go_0032781_7	
go_0032784_8	
go_0032790_6	dsdA//
go_0032885_7	
go_0032951_8	
go_0032955_6	
go_0032973_7	speA//
go_0032978_7	
go_0033014_6	idnD//cysN//
go_0033051_5	dam//
go_0033120_8	
go_0033194_5	tsaE//queG//gstB//
go_0033195_5	tdcD//
go_0033212_10	panE//dnaQ//
go_0033214_11	folP//bioB//
go_0033228_8	rhaM//guaB//nirB//
go_0033317_7	dmlA//entA//pgpA//paaZ//
go_0033320_6	argE//
go_0033345_8	maa//clsC//
go_0033353_5	dgt//
go_0033359_7	gloB//recO//
go_0033384_6	cobB//
go_0033388_7	gmk//
go_0033477_5	menI//
go_0033499_8	gapA//rlmL//umuD//folX//hcaE//
go_0033518_6	recJ//
go_0033539_7	narY//
go_0033542_7	amiD//
go_0033543_8	murQ//
go_0033567_6	
go_0033585_7	speF//bfr//
go_0033611_8	dgcM//
go_0033683_7	
go_0034194_8	ubiF//dapF//fucI//
go_0034195_8	truD//
go_0034198_6	hemD//nanA//
go_0034203_6	metE//
go_0034204_5	ybjG//galU//
go_0034213_6	cysM//
go_0034214_7	dosP//aes//thyA//
go_0034219_6	gpsA//yigL//ynfH//relA//rfe//patA//ldhA//cysS//yagF//tgt//gcvT//ansA//gmhB//ppc//glcE//nirD//fadJ//ilvB//pgm//hycB//ilvB//pbpC//ulaG//ubiA//yfdR//fadA//sdhA//ftsI//gadB//
go_0034220_6	dgkA//cheR//mutT//chbG//ispF//fadB//
go_0034224_6	
go_0034227_8	agp//
go_0034258_8	yfdR//
go_0034260_5	
go_0034289_7	argH//
go_0034337_3	katE//
go_0034355_7	ruvB//sufS//sucD//yahK//
go_0034401_5	
go_0034414_9	lpoA//
go_0034421_8	selD//
go_0034470_8	hemG//
go_0034552_7	
go_0034599_5	nrdA//kdsA//nadA//metE//puuC//
go_0034605_5	pdxY//pgm//
go_0034614_6	thiL//
go_0034620_6	mltF//
go_0034628_9	lysC//ampD//yigL//xdhB//cysH//
go_0034635_6	edd//
go_0034644_7	pta//
go_0034661_7	
go_0034775_7	aroC//mtgA//
go_0034983_9	epmC//rhaB//
go_0035235_6	rsmH//dmlA//uxuB//
go_0035307_9	
go_0035335_8	moeA//psuG//
go_0035344_8	bioD//gntK//
go_0035350_6	sthA//
go_0035429_8	paaZ//caiB//mnmG//tdcD//lysU//phr//
go_0035433_7	argF//
go_0035434_9	waaO//
go_0035435_9	ung//feaB//rsmB//nrdD//
go_0035442_7	nrfA//epmB//cmoA//mmuM//yqhD//araD//mobA//
go_0035443_7	thiM//yahK//bacA//
go_0035444_9	rbsD//folD//gapA//kduD//
go_0035461_6	tktB//
go_0035524_8	fbp//
go_0035552_6	glcE//
go_0035553_6	waaY//
go_0035556_4	
go_0035600_8	fadD//
go_0035672_6	nagB//opgE//cobC//
go_0035725_9	ligB//rluB//entE//slyD//waaU//
go_0035784_9	ndk//
go_0035864_6	
go_0035873_8	pinE//sucC//
go_0035999_5	torZ//glnA//argD//
go_0036001_7	pldB//
go_0036047_9	tatD//
go_0036049_9	rbsK//
go_0036088_6	ubiC//
go_0036104_6	udk//mutH//
go_0036172_6	ubiH//
go_0036214_3	
go_0036265_6	dgoK//
go_0036289_9	arnT//rsmI//
go_0036448_6	thiI//pfkB//
go_0036460_5	
go_0036506_5	
go_0036525_7	
go_0038083_9	ubiH//pta//
go_0040033_9	
go_0042026_4	gloB//aspC//gatD//thiH//
go_0042126_5	prmB//
go_0042128_5	
go_0042150_7	hisC//
go_0042157_5	
go_0042158_6	uxaA//hchA//
go_0042177_7	
go_0042182_5	apt//
go_0042219_6	
go_0042245_7	tsaD//gshA//trpE//
go_0042254_5	uvrB//
go_0042255_6	
go_0042274_5	fadH//
go_0042304_7	
go_0042351_7	sdhB//
go_0042355_8	uvrA//yqaB//mutH//gpmM//truB//frmA//
go_0042371_7	narI//
go_0042413_6	mutY//ydiF//
go_0042450_7	metH//sad//hcaD//dgoK//proC//pepD//
go_0042454_7	yjjG//
go_0042493_4	nagZ//fbp//glnA//citX//hflX//gpmM//speE//ldtB//udp//rpe//cysD//rffC//hyaC//
go_0042538_6	mutS//rlmH//cysG//
go_0042542_5	murG//menH//guaC//trmO//
go_0042545_5	arnB//
go_0042594_4	pyrF//alaS//aldB//waaZ//
go_0042619_6	
go_0042710_4	mrcB//paaG//hcaB//prmC//tesB//uidA//entF//ahr//
go_0042732_6	dacC//
go_0042744_6	yigL//truC//
go_0042759_7	rfbD//
go_0042773_6	nrfC//
go_0042777_8	
go_0042780_10	rlmI//mhpA//
go_0042817_5	aspS//
go_0042819_6	waaB//
go_0042823_6	feaB//frdD//dinB//rffG//
go_0042838_6	paaA//glgC//pdxH//cysG//
go_0042840_7	pgpB//ansB//napC//gabT//dusB//aroK//
go_0042843_7	agp//puuA//
go_0042846_8	dapD//
go_0042852_9	dmsA//
go_0042867_8	cdd//
go_0042873_7	argD//
go_0042882_10	trpE//paaA//
go_0042884_7	uxuB//fdhF//folP//
go_0042885_8	tgt//
go_0042891_6	dmlA//hcaC//coaA//rffC//manA//mutM//ppk//
go_0042906_8	recG//btuE//paaC//
go_0042908_5	pykF//
go_0042914_8	ghrB//
go_0042918_6	ldhA//ribB//
go_0042919_6	
go_0042920_6	folD//
go_0042928_7	
go_0042930_7	selB//pnp//rfbC//mug//pheS//miaA//alaS//ilvN//abgA//rlmH//
go_0042938_8	pabC//hypB//sodB//
go_0042939_8	argB//
go_0042941_8	dcyD//
go_0042942_6	torC//garK//
go_0042953_6	
go_0042956_8	recJ//opgE//
go_0042968_8	rlmL//pnp//sucA//
go_0043039_6	valS//puuC//fucA//
go_0043041_6	feaB//narH//
go_0043085_5	cyoE//pta//pflB//
go_0043086_5	tdcG//
go_0043093_3	pta//ahr//phoA//frlC//
go_0043097_6	tdcB//ribF//
go_0043099_7	yfeW//
go_0043100_6	panB//
go_0043102_5	abgA//
go_0043103_7	yghU//
go_0043137_6	moaA//ynfE//
go_0043150_8	
go_0043157_6	ackA//
go_0043164_6	ubiE//ubiH//rbsK//serC//tynA//phnG//ampD//
go_0043165_6	phnP//mngB//
go_0043171_5	ndk//hyi//trmO//tsaE//ybcF//
go_0043200_5	
go_0043201_6	
go_0043213_7	thiC//sdhD//
go_0043254_5	
go_0043335_3	carB//dfp//argS//mutH//ilvI//
go_0043433_5	epmC//gmd//dcm//
go_0043442_6	hisF//
go_0043456_6	phnM//
go_0043462_6	fadB//
go_0043470_6	
go_0043471_6	
go_0043488_5	malZ//oxc//speC//
go_0043547_7	
go_0043571_7	oxc//
go_0043610_4	glpX//bioA//mltA//
go_0043686_7	rffM//
go_0043687_7	leuS//ribD//ispG//garD//ilvA//
go_0043708_5	ynfH//
go_0043709_6	prmC//
go_0043711_5	
go_0043952_7	
go_0043953_7	putA//
go_0044010_5	ynfE//ldcC//eptB//thrS//aroE//cyoE//
go_0044011_4	moaE//
go_0044036_5	rne//araD//hemN//
go_0044038_6	metC//xylB//
go_0044092_4	
go_0044179_5	
go_0044208_7	paaK//
go_0044238_3	lysC//dgcT//gabD//rhaM//
go_0044248_4	
go_0044255_4	
go_0044262_4	pdeH//ndk//
go_0044273_5	serC//
go_0044275_5	eno//
go_0044349_6	
go_0044355_6	agp//
go_0044532_6	
go_0044659_7	rnt//
go_0044718_6	yqjH//
go_0044764_3	
go_0044780_6	lyxK//
go_0044781_5	
go_0044787_5	fes//
go_0044874_7	
go_0045004_7	folD//nanE//malS//
go_0045013_7	
go_0045226_7	truB//araD//murA//pgpB//pykF//prpC//
go_0045333_5	pldB//poxB//
go_0045337_6	bacA//
go_0045454_4	rsuA//waaH//pyrE//cysC//trmJ//gloB//treF//
go_0045471_5	purT//hinT//
go_0045717_8	purD//asnS//
go_0045719_8	
go_0045723_8	
go_0045727_8	
go_0045732_7	
go_0045733_6	hpt//sdhA//
go_0045819_8	
go_0045828_7	
go_0045848_5	
go_0045859_7	
go_0045861_8	
go_0045862_8	
go_0045883_5	
go_0045892_8	ileS//ycjU//aspA//yidA//coaA//
go_0045893_8	btuE//folD//
go_0045900_9	
go_0045903_5	rluD//
go_0045912_6	nirD//fadH//uxuB//
go_0045926_5	
go_0045936_8	
go_0045947_9	cobU//ybcF//
go_0045975_9	
go_0045990_6	
go_0046037_8	thiH//
go_0046040_8	araD//
go_0046047_8	lpxT//
go_0046050_8	glgC//rlmH//serC//
go_0046052_8	serB//
go_0046061_8	ldcC//
go_0046076_8	cpdA//
go_0046081_8	glpB//dcd//
go_0046086_6	ldtC//
go_0046098_7	pfkB//
go_0046100_7	umpH//
go_0046101_6	lysU//dcm//
go_0046103_9	ycaO//
go_0046104_8	cysM//
go_0046115_10	dusC//
go_0046133_8	ydiO//thrS//
go_0046166_6	cmk//
go_0046168_6	fabH//trmO//
go_0046176_6	glgX//bglX//yieF//pgaC//
go_0046177_7	metK//hemD//slt//thrC//
go_0046181_7	fruK//
go_0046183_7	rihA//oxc//ada//
go_0046187_6	yfaU//
go_0046196_5	nirB//
go_0046210_6	bioB//hemE//ddlA//
go_0046214_6	garD//
go_0046256_7	tdcG//cheR//
go_0046271_5	ubiG//
go_0046279_6	trmI//
go_0046292_4	aes//
go_0046294_5	rlmI//tadA//
go_0046296_6	glgC//yfcG//rlmD//
go_0046306_6	ybhA//ubiI//
go_0046323_10	pagP//
go_0046325_8	
go_0046336_6	glpX//
go_0046342_8	epmA//
go_0046348_6	dapB//rfbB//
go_0046365_5	waaH//
go_0046392_7	ilvN//dmlA//rph//aldB//
go_0046397_6	
go_0046416_6	tauD//
go_0046452_6	murI//
go_0046459_6	murD//
go_0046470_5	
go_0046474_6	yfcG//trpC//patA//maa//alaC//lgoD//
go_0046487_5	dhaK//
go_0046501_6	treC//
go_0046618_6	dld//fumA//accA//yqhD//kduI//amyA//
go_0046654_7	etp//gudD//pgaD//pgpC//glk//
go_0046655_5	mug//
go_0046656_6	bioD//btuR//ribE//ogt//waaS//yagF//
go_0046657_6	paaB//
go_0046677_4	lldD//rlmJ//puuC//rpiA//adiA//uxuA//hemE//alsE//yfiC//iaaA//murB//hyi//hcaC//mutH//rlmC//murB//cdd//rhaM//ulaE//ydiO//ddlA//ltaE//mpaA//speD//pdxJ//tmcA//glgP//ispA//pheT//tdh//dcm//
go_0046685_4	cysH//cysN//
go_0046686_6	murI//
go_0046688_6	accD//tcdA//
go_0046690_5	mhpB//mdh//
go_0046710_8	dapB//
go_0046718_8	ulaG//alkB//
go_0046777_8	ilvI//frdB//accC//
go_0046834_6	queG//
go_0046835_5	eptA//tdh//paaG//hcaD//yccX//pagP//cysE//accB//rbsD//ilvA//fadJ//yfiC//cobU//yggF//rlmJ//putA//gpp//idnD//gltX//fadA//yigB//
go_0046836_7	gdhA//
go_0046839_6	iscS//
go_0046855_6	yghU//
go_0046892_8	
go_0046901_7	hycB//
go_0046939_7	nfsB//pdxH//carB//mutL//
go_0046942_7	argI//arnT//rsmD//
go_0046944_7	pyrF//
go_0047484_6	
go_0048034_6	upp//
go_0048255_6	
go_0048473_8	betB//
go_0048518_4	
go_0048870_3	entD//
go_0050427_5	araD//
go_0050667_6	frdB//idnK//
go_0050779_5	cynS//
go_0050790_4	folE//gshA//
go_0050821_5	pfkB//tatD//
go_0050918_5	mrdA//tag//
go_0050919_5	ispG//
go_0051050_5	
go_0051083_5	lpoA//
go_0051085_5	pyrB//hemL//
go_0051090_4	gatY//
go_0051091_5	tnaA//
go_0051131_7	
go_0051143_8	phnP//
go_0051156_5	ispH//
go_0051171_5	
go_0051188_5	garD//
go_0051191_6	hisS//
go_0051205_6	
go_0051224_6	
go_0051252_6	
go_0051258_7	
go_0051260_7	lldD//garK//
go_0051270_5	
go_0051271_6	menB//tsaD//
go_0051274_8	
go_0051276_5	
go_0051289_8	cpdA//hdhA//hinT//rfaD//mngB//aroG//selB//glpX//birA//araB//entH//azoR//hemF//waaB//gshA//yfaU//lipB//tpiA//folC//alsK//aphA//phnP//entH//trpA//fadI//argF//cobC//allC//guaD//rfbB//folC//dosP//
go_0051301_3	mutT//guaB//ilvC//yfdR//rihC//udk//pgi//dxr//
go_0051302_5	
go_0051304_4	ubiG//
go_0051338_5	
go_0051345_6	
go_0051346_6	hisI//
go_0051347_6	
go_0051349_6	
go_0051353_6	metF//
go_0051391_8	tdcD//
go_0051409_4	ribA//
go_0051410_3	sodB//
go_0051452_10	murB//
go_0051453_9	mltC//
go_0051454_10	moeB//yahK//ansB//waaJ//puuA//
go_0051476_7	gpp//
go_0051484_7	rsmB//
go_0051495_8	
go_0051595_6	ppx//dmsA//
go_0051596_6	hisB//gpmM//wrbA//pphB//
go_0051599_4	
go_0051603_6	gadB//phnG//
go_0051604_5	rlmH//gmd//rsmG//
go_0051607_4	paaZ//selA//
go_0051649_4	
go_0051668_4	
go_0051692_6	cof//cyoE//
go_0051704_2	hypB//araB//
go_0051715_4	
go_0051716_3	
go_0051726_5	
go_0051781_6	pdxY//
go_0051782_6	
go_0051977_7	
go_0051983_5	
go_0052131_6	
go_0052547_6	
go_0052653_5	
go_0052777_7	gloA//hcaE//
go_0052778_6	yfbR//
go_0052837_6	tesB//
go_0055070_10	yidA//
go_0055072_10	mltD//dnaQ//
go_0055085_5	speD//entH//suhB//fabG//menF//nagZ//bglB//moaD//nadE//queC//psd//folE//rlmG//napC//waaO//cysN//alaA//dgcM//pepD//rsmA//dmlA//trpS//paaG//patZ//fadH//lpoB//argD//nadK//truB//mdh//icd//ilvB//mraY//kduI//yigB//ldcC//frmB//pck//leuC//fes//pgaC//glpA//uvrB//rfaD//yccX//rlmH//waaQ//lpxK//hflX//poxB//nrfC//cobB//ubiD//yihS//rlmA//ldhA//tyrS//udk//hisD//uidA//rimK//nagA//ldtE//ydiO//plsB//nadA//fabZ//surA//rph//thiL//dgcZ//hcp//eutB//waaQ//alr//lacZ//ansB//arnA//tig//aroG//
go_0055086_4	treC//rfaD//
go_0055114_3	rlmE//aldA//rfaD//fruK//thrC//malY//mobA//rluD//phr//mhpD//amiD//paaZ//waaQ//frmB//araA//gadB//cheR//ddlA//mnmA//nadD//ppk//tmcA//glk//hyaA//yagE//recO//yqjH//pyrG//fdhF//tmk//carB//hcaE//gor//hycB//alaA//yeiG//narV//sgbU//tadA//folP//xylB//idnO//rbsD//waaU//
go_0055129_5	ribB//aroK//gadA//
go_0055130_8	kefF//agp//
go_0060003_10	hisB//cobS//
go_0060274_5	miaB//
go_0060326_5	rfbD//
go_0060566_8	
go_0060567_8	
go_0060699_8	
go_0060702_9	speE//
go_0061077_4	yqaB//sbcB//arnB//tsaC//glyA//
go_0061475_9	ravA//
go_0061504_8	coaD//
go_0061610_5	ymdB//
go_0061615_7	mpaA//aroC//
go_0061720_5	hemL//argG//folE//
go_0065002_6	aroC//
go_0065007_2	torZ//
go_0070084_7	coaE//
go_0070178_5	cobT//
go_0070207_8	yihV//dkgB//ilvB//
go_0070298_8	
go_0070301_6	mhpA//fumC//
go_0070329_5	accD//
go_0070413_7	gloA//
go_0070415_6	clsB//pdxJ//
go_0070417_5	galM//
go_0070453_7	aspS//
go_0070475_7	hcaD//dgcM//birA//citG//ndh//mnmA//rutC//thrA//ygjK//lsrK//recO//aspA//uvrA//ybjG//allC//waaS//umuC//chbG//thrC//
go_0070476_7	zwf//feaB//
go_0070482_4	ribE//
go_0070574_9	pyrF//glgB//fucA//pdeR//
go_0070581_8	
go_0070588_9	
go_0070689_6	nadC//murB//
go_0070726_5	hypB//dut//
go_0070778_6	betB//alr//
go_0070894_6	
go_0070930_7	
go_0070981_6	iscS//
go_0070989_4	plsB//
go_0071139_6	
go_0071218_6	dusB//
go_0071229_5	
go_0071230_6	nadE//
go_0071236_5	guaB//fucK//folC//
go_0071237_6	
go_0071243_5	cdh//
go_0071248_6	
go_0071249_6	
go_0071250_6	
go_0071266_6	carA//
go_0071271_7	sufS//
go_0071276_7	
go_0071280_7	tdcD//
go_0071284_7	
go_0071286_7	
go_0071287_7	
go_0071288_7	lpxM//ligA//
go_0071289_7	gshA//
go_0071291_6	pgpB//
go_0071292_7	sbcB//
go_0071294_7	kefF//
go_0071310_5	
go_0071421_9	phoA//leuD//rlmJ//
go_0071422_7	nudF//tynA//lpxK//
go_0071423_8	edd//
go_0071454_5	panC//yeaE//
go_0071456_5	
go_0071467_5	
go_0071468_6	glcB//yihU//rpiB//queF//
go_0071470_5	
go_0071474_6	abgA//luxS//pdeF//
go_0071500_5	moaD//
go_0071502_5	
go_0071555_4	gloB//katE//cadA//lpxM//gor//waaC//napC//serA//
go_0071577_9	paaH//mug//pcm//proS//xylB//tmk//
go_0071705_5	
go_0071731_5	
go_0071732_6	ubiD//
go_0071769_5	
go_0071805_4	xapA//paaG//citG//argG//queD//waaH//fbaA//ycjU//trpS//
go_0071806_6	idi//mocA//
go_0071807_8	
go_0071897_6	rffT//phnL//rlmE//hisG//rnd//paaC//
go_0071915_9	umpG//
go_0071932_8	asd//
go_0071934_6	hinT//
go_0071945_7	
go_0071951_8	cysC//
go_0071963_4	
go_0071973_6	folD//
go_0071977_5	
go_0071978_7	
go_0072321_6	
go_0072323_7	
go_0072344_7	rsmI//ubiH//
go_0072348_5	argG//
go_0072488_7	nudF//
go_0072511_7	nadC//
go_0072531_6	narY//
go_0072581_9	entB//
go_0072714_5	
go_0075713_7	
go_0080111_4	ubiE//hemA//
go_0089705_7	
go_0089709_7	phoA//waaJ//
go_0090071_6	
go_0090116_7	galM//
go_0090143_4	
go_0090305_6	epmC//metK//hemE//ampD//tmcA//rhaB//lpcA//clsB//trpD//rluF//pgaD//mhpD//ybcF//mcrB//nrdB//glmS//yegS//guaA//rimK//lysU//ppx//adhP//rffG//sdhA//ubiC//malP//bioH//kdsC//paoC//tatD//gabD//phnI//otsA//citG//ldhA//nudB//putA//gadB//eda//gltX//cdd//mtgA//
go_0090313_8	
go_0090347_6	
go_0090352_6	
go_0090357_7	
go_0090358_8	
go_0090501_7	arnA//dapB//nadK//yjhG//narZ//psuG//frdD//yjjG//nth//lplA//entD//glyA//
go_0090502_8	accD//pabC//cmk//waaA//araA//solA//clsA//narY//ampD//rluA//dinB//waaL//yieH//tig//hyaC//waaU//nirD//
go_0090503_8	fabI//paaB//dnaE//ddlA//trmD//pyrD//glcE//plsB//pgm//
go_0090529_5	
go_0090540_10	wrbA//
go_0090549_5	
go_0090609_6	uxaB//
go_0097056_7	menB//
go_0097264_6	udp//
go_0097304_7	gstB//
go_0097339_7	nadA//
go_0097428_6	ubiF//prs//
go_0097502_4	menI//
go_0097510_7	ycaO//
go_0097533_5	
go_0097638_8	uvrB//
go_0098002_8	
go_0098655_7	yrfG//cysI//aroC//dusB//bglX//spoT//narG//glgP//ulaF//ribC//tadA//garR//mgsA//rsmI//frlB//
go_0098656_7	pagP//
go_0098707_10	
go_0098708_8	scpB//acnA//
go_0098710_7	tyrA//purT//
go_0098713_8	umuC//mrcB//
go_0098719_9	
go_0098732_6	malY//
go_0098795_9	dld//
go_0098869_4	fkpA//frdC//mrdA//pdeF//rffC//tehB//entH//rffT//cmoA//yieH//rihA//tynA//gnd//glnE//lpxP//
go_0099131_7	dhaL//
go_0099132_7	fbp//nrfA//mhpD//dhaK//roxA//glgC//rnb//rihA//
go_0099133_8	nrdF//yfdR//nrfA//thrB//carA//udk//argB//galU//fadH//arnB//leuD//dxs//
go_0101030_8	yjjG//
go_1900190_5	alaC//
go_1900191_6	
go_1900192_6	
