# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	pta//
go_0015906_6	yjhH//
go_0015909_8	fkpA//
go_0015912_8	waaU//
go_0015914_7	sufS//
go_0015920_7	hemC//dgcT//
go_0015937_7	yjcS//ubiG//cobS//hdhA//
go_0015940_6	umuC//
go_0015944_4	ruvA//ispA//rhaB//
go_0015949_5	dhaL//cfa//agp//rrrD//rhaD//menE//rsmA//ymdB//fruK//narH//pphB//cdh//scpC//mltB//hypF//ribE//clsB//ribB//
go_0015950_6	rlmF//
go_0015951_7	pdxH//mngB//
go_0015968_6	
go_0015969_8	rlmB//ansB//
go_0015976_2	nanK//
go_0015986_7	
go_0015990_10	mnaT//ispA//
go_0016024_7	mraY//
go_0016032_5	ltaE//
go_0016036_6	tdk//sodB//
go_0016042_5	
go_0016052_5	phnL//waaS//aroE//narZ//
go_0016075_8	hemN//
go_0016078_8	purU//
go_0016094_6	aspS//betB//
go_0016226_5	dgcM//gmd//yeiG//purD//
go_0016259_7	bioH//
go_0016260_8	paaF//dmsA//bglB//
go_0016310_6	betB//uxaC//napC//phnP//polB//menB//recJ//pgi//uxaB//cysD//aspC//argB//tig//pgpB//kdsA//ssuD//ybjG//
go_0016311_6	tilS//uvrA//hisG//dosP//rluD//argB//zwf//folP//sthA//rluD//gcvH//murF//rutB//selB//adhE//nagB//cobS//ftsI//xthA//guaD//katG//rihB//fbp//pfkA//pgm//paaH//eptB//fadE//dgt//cmoA//allC//rfe//sad//gcvH//zwf//yhdJ//pfkB//menE//phnJ//pgpC//
go_0016458_3	
go_0016485_6	napB//glgC//
go_0016540_7	frmA//rpe//
go_0016579_7	ldtE//
go_0016998_5	nadE//
go_0017001_5	epmB//
go_0017003_8	rluA//
go_0017004_7	phr//
go_0017013_7	
go_0017038_6	
go_0017148_8	fumA//insI-1//araD//agp//thiH//
go_0017189_7	rsmF//
go_0017198_7	selD//
go_0018012_8	phnM//
go_0018023_7	frdB//
go_0018063_8	mcrA//
go_0018070_8	cobU//glyA//
go_0018104_8	glcE//yfaU//lpxD//acpS//nrfB//
go_0018105_8	rutA//
go_0018106_8	
go_0018108_8	citC//
go_0018117_8	
go_0018125_6	serA//
go_0018131_6	hyi//
go_0018160_8	edd//
go_0018206_8	gltB//
go_0018247_9	rlmM//
go_0018283_6	
go_0018298_7	yggF//
go_0018307_7	narV//
go_0018315_8	ygeX//
go_0018339_9	abgA//
go_0018345_8	aes//
go_0018364_6	bioA//menC//
go_0018378_9	
go_0018393_10	dkgA//
go_0018394_9	argA//
go_0018410_8	nagB//
go_0018909_5	ampH//
go_0018937_4	lysC//
go_0019042_6	torZ//
go_0019068_6	
go_0019076_6	
go_0019217_7	
go_0019242_6	dmsB//
go_0019243_7	abgA//queG//hemN//tsaC//
go_0019249_6	ddlA//
go_0019250_7	bglA//
go_0019262_6	argD//waaP//rffM//gloC//panD//
go_0019264_7	fadK//
go_0019272_9	nrfC//sdhB//
go_0019284_7	pgaD//eutB//
go_0019285_5	lsrK//sucA//
go_0019288_6	glcF//bglA//glmU//rluF//
go_0019290_5	
go_0019292_8	glpA//
go_0019294_6	ribE//rlmL//nudC//wecB//
go_0019299_6	aroE//
go_0019301_7	ycjU//insI-2//murD//dacC//thiD//thiG//rpiB//
go_0019303_7	argC//hdhA//
go_0019305_7	yjhH//
go_0019309_7	rsmA//
go_0019316_8	ulaD//nanE//thrC//
go_0019318_5	cof//
go_0019323_6	chbG//gpsA//phoA//selB//acpH//cobB//panC//
go_0019324_6	mltB//cdsA//rihB//recF//hemB//
go_0019343_8	prpD//
go_0019344_7	coaA//
go_0019346_7	acpS//
go_0019353_8	nagZ//melA//deoD//cysN//
go_0019354_6	udk//
go_0019379_5	ansA//
go_0019380_6	hemH//miaA//
go_0019388_7	trmJ//
go_0019391_6	proA//
go_0019394_7	ychF//
go_0019395_5	ybjI//
go_0019404_8	yjhG//allD//
go_0019413_6	otsA//rluC//
go_0019419_4	rutC//
go_0019427_7	trpC//
go_0019430_5	fabA//cfa//gloA//
go_0019432_7	ulaE//
go_0019439_5	gshB//ileS//
go_0019447_8	fkpB//
go_0019450_9	rsmJ//
go_0019464_7	aroH//mnmG//hemA//argA//metH//dosP//
go_0019480_4	speF//
go_0019509_7	
go_0019516_4	melA//ribA//
go_0019521_6	puuE//yciA//
go_0019542_6	garK//
go_0019545_6	glnA//
go_0019546_9	menB//
go_0019563_7	eutD//thiI//argC//
go_0019568_7	cysH//accC//
go_0019569_7	gstA//etp//gph//
go_0019571_8	speF//ttdB//hcaB//
go_0019572_8	rluD//
go_0019584_7	
go_0019588_7	citX//gldA//
go_0019592_8	sgbH//
go_0019595_8	folM//
go_0019607_6	rsmD//phr//
go_0019622_6	scpC//speB//leuC//
go_0019629_7	dacD//serB//
go_0019632_5	rlmC//mobA//dfp//metB//
go_0019634_5	psuG//
go_0019645_6	fabA//speA//ilvA//
go_0019646_6	recJ//pyrG//acs//hemE//
go_0019664_6	speC//cpdB//
go_0019665_5	epmC//
go_0019673_6	proB//
go_0019676_3	pta//
go_0019677_8	
go_0019679_7	aroA//speC//prpB//
go_0019686_6	glgA//
go_0019698_7	tauD//tig//pdeR//fabG//xthA//pgpB//
go_0019700_6	yjhH//folC//speC//ubiX//
go_0019740_2	nirD//rlmI//glpA//frdB//purL//puuA//
go_0019752_6	
go_0019805_6	cmoB//
go_0019835_3	
go_0019852_5	ruvC//patZ//allC//
go_0019854_6	wecB//frc//
go_0019856_7	ppiC//
go_0019858_7	acnA//
go_0019859_7	glnA//
go_0019877_6	rnd//slyD//ulaD//
go_0019878_9	ndh//
go_0019935_6	asd//galT//
go_0019985_8	glmU//fruK//
go_0019988_7	lpxL//
go_0022417_4	pdeH//
go_0022610_2	ubiC//
go_0022611_3	tyrS//tyrS//adhP//
go_0022900_4	cmoB//tnaA//
go_0022904_5	ydiF//nrfD//ada//
go_0023014_4	ndk//rnd//prpB//
go_0030001_7	fkpB//prs//fadD//
go_0030007_8	cysG//
go_0030026_9	
go_0030091_6	aroA//hcaE//xylA//kdgK//
go_0030153_5	
go_0030162_7	
go_0030163_5	fabZ//etp//fadD//ppx//
go_0030244_9	
go_0030258_5	rfbD//
go_0030260_7	
go_0030261_8	
go_0030307_6	
go_0030308_6	menE//rsuA//
go_0030388_5	menI//ddlA//gcd//
go_0030488_6	srlD//metG//ribC//folE//dgoD//malZ//gatZ//fumA//pphA//yjhG//
go_0030490_10	
go_0030497_7	prmB//puuC//
go_0030541_4	
go_0030573_6	ilvM//
go_0030632_8	mnmE//hisH//mtlD//panB//
go_0030641_8	waaP//fruK//
go_0030643_8	
go_0030961_9	frlC//
go_0030980_7	ldtA//allC//pgaD//
go_0031118_8	cdd//
go_0031119_8	ispG//araB//ribD//nfsB//accA//rlmC//
go_0031125_10	lpoA//
go_0031162_5	galM//
go_0031167_6	idnK//hcaE//yccX//scpB//nanE//uvrB//
go_0031280_6	lpoB//
go_0031297_7	
go_0031342_5	
go_0031346_7	
go_0031365_7	rluD//
go_0031400_8	
go_0031439_9	
go_0031460_7	hcaF//guaA//ilvE//nadC//ispG//mhpD//
go_0031554_7	
go_0031555_8	
go_0031556_9	
go_0031564_8	puuB//
go_0031638_7	
go_0031648_5	
go_0031669_5	
go_0031670_5	
go_0032025_6	scpC//
go_0032026_6	waaF//
go_0032049_8	arsC//dhaL//aspS//
go_0032055_6	
go_0032091_6	
go_0032147_9	
go_0032150_8	
go_0032194_8	polA//
go_0032196_3	mhpC//
go_0032238_6	bioD//
go_0032259_3	dgoA//slt//gltB//scpC//
go_0032261_6	glpD//
go_0032263_7	ribC//ampH//
go_0032264_7	mocA//queC//
go_0032265_7	pagP//
go_0032272_7	
go_0032297_10	
go_0032298_10	
go_0032324_6	gntK//nadD//thiL//
go_0032329_7	glgX//rbsK//
go_0032359_7	
go_0032412_6	
go_0032413_6	
go_0032414_6	ribF//
go_0032445_10	slt//iaaA//
go_0032462_7	bioB//
go_0032466_7	
go_0032467_7	
go_0032506_4	
go_0032508_8	tauD//queD//rffH//leuB//
go_0032774_6	coaE//
go_0032775_6	alkB//rihB//entD//
go_0032781_7	
go_0032784_8	
go_0032790_6	mtlD//
go_0032885_7	
go_0032951_8	
go_0032955_6	
go_0032973_7	nhoA//
go_0032978_7	
go_0033014_6	nanK//nagB//
go_0033051_5	cpsG//
go_0033120_8	
go_0033194_5	rhaD//sucB//ynfF//
go_0033195_5	epd//
go_0033212_10	pyrC//idi//
go_0033214_11	fucA//rpiB//
go_0033228_8	wecB//leuB//sdaA//
go_0033317_7	pphB//iaaA//idnK//talB//
go_0033320_6	fkpB//
go_0033345_8	mnaT//pheA//
go_0033353_5	glcB//
go_0033359_7	waaJ//puuC//
go_0033384_6	pfkB//
go_0033388_7	mepS//
go_0033477_5	pyrF//
go_0033499_8	asd//wzc//mngB//thiG//ispF//
go_0033518_6	mgsA//
go_0033539_7	nagB//
go_0033542_7	pyrH//
go_0033543_8	asnA//
go_0033567_6	
go_0033585_7	folX//slt//
go_0033611_8	patD//
go_0033683_7	
go_0034194_8	leuD//eutB//ampH//
go_0034195_8	aspS//
go_0034198_6	mobA//dgcZ//
go_0034203_6	insI-1//
go_0034204_5	fumC//rutE//
go_0034213_6	accC//
go_0034214_7	gpsA//argI//tdcE//
go_0034219_6	insI-1//def//napC//torZ//slyD//scpC//fabZ//ubiA//narV//cheB//gpsA//truA//edd//adiA//sseA//nrdE//ung//napC//sodA//uidA//ulaD//fadA//yjhG//rne//menF//dld//dacC//plsB//gatZ//
go_0034220_6	fabA//pcm//rsmI//uvrB//leuD//fbp//
go_0034224_6	
go_0034227_8	ybiV//
go_0034258_8	rlmF//
go_0034260_5	
go_0034289_7	caiB//
go_0034337_3	fkpB//
go_0034355_7	tgt//csdA//lipB//epmC//
go_0034401_5	
go_0034414_9	ligB//
go_0034421_8	rffG//
go_0034470_8	pfkB//
go_0034552_7	
go_0034599_5	fes//maeA//trmA//mraY//argA//
go_0034605_5	icd//cysN//
go_0034614_6	cpsB//
go_0034620_6	srlD//
go_0034628_9	yjjX//phnL//proS//galE//leuD//
go_0034635_6	sseA//
go_0034644_7	galT//
go_0034661_7	
go_0034775_7	rnt//tilS//
go_0034983_9	hemH//kbaZ//
go_0035235_6	gshA//kbaY//ybiV//
go_0035307_9	
go_0035335_8	moaA//nfi//
go_0035344_8	glpK//lysU//
go_0035350_6	lpxD//
go_0035429_8	folC//dmsC//dfp//btuE//glgA//rsmH//
go_0035433_7	yfeW//
go_0035434_9	proC//
go_0035435_9	hcaE//fadM//pyrF//ppsA//
go_0035442_7	tynA//araD//panD//dacD//lysU//nagB//lpxP//
go_0035443_7	pykA//fabI//ilvC//
go_0035444_9	hcp//dacC//nrfD//rsmB//
go_0035461_6	rlmB//
go_0035524_8	insI-2//
go_0035552_6	nirD//
go_0035553_6	ribB//
go_0035556_4	
go_0035600_8	selD//
go_0035672_6	dmsB//recR//codA//
go_0035725_9	acnA//recJ//rpiA//murB//gph//
go_0035784_9	clsC//
go_0035864_6	
go_0035873_8	gldA//ldtA//
go_0035999_5	garD//mdh//opgB//
go_0036001_7	hisD//
go_0036047_9	metH//
go_0036049_9	allB//
go_0036088_6	dut//
go_0036104_6	ldhA//rbn//
go_0036172_6	argE//
go_0036214_3	
go_0036265_6	ycjU//
go_0036289_9	aldA//ynfE//
go_0036448_6	allB//dapA//
go_0036460_5	
go_0036506_5	
go_0036525_7	
go_0038083_9	ruvC//hinT//
go_0040033_9	
go_0042026_4	sgbE//nadK//sucA//gstB//
go_0042126_5	uxuB//
go_0042128_5	
go_0042150_7	frc//
go_0042157_5	
go_0042158_6	yjjG//gloC//
go_0042177_7	
go_0042182_5	hcp//
go_0042219_6	
go_0042245_7	gatZ//rlmA//citX//
go_0042254_5	speC//
go_0042255_6	
go_0042274_5	etk//
go_0042304_7	
go_0042351_7	rbn//
go_0042355_8	ahr//patD//fabH//rluF//rnb//napB//
go_0042371_7	poxB//
go_0042413_6	menH//fadI//
go_0042450_7	speE//selB//ybiV//hchA//glgA//rutA//
go_0042454_7	uvrB//
go_0042493_4	thiG//hcaC//aroD//dadA//ahpC//bioH//umpH//purB//queC//trmD//phnN//tig//betB//
go_0042538_6	abgA//entC//sthA//
go_0042542_5	ubiC//dnaQ//ahpC//ahr//
go_0042545_5	guaA//
go_0042594_4	umuD//phnM//yigL//arnA//
go_0042619_6	
go_0042710_4	poxB//uxuB//glk//uidA//pheT//narH//argA//otsA//
go_0042732_6	waaA//
go_0042744_6	yjiA//nirD//
go_0042759_7	nrfA//
go_0042773_6	rlmL//
go_0042777_8	
go_0042780_10	pgaC//rsmI//
go_0042817_5	rnb//
go_0042819_6	mhpB//
go_0042823_6	hemH//yagE//yeiG//cysN//
go_0042838_6	yeiG//ribA//argE//hcaC//
go_0042840_7	avtA//atoB//ldtC//yahK//fucI//ribD//
go_0042843_7	hinT//glpC//
go_0042846_8	fucK//
go_0042852_9	murI//
go_0042867_8	tdcD//
go_0042873_7	purC//
go_0042882_10	uxuA//gpt//
go_0042884_7	fes//napB//guaC//
go_0042885_8	tdk//
go_0042891_6	gntK//dgcM//hcaE//azoR//glcB//ilvB//puuE//
go_0042906_8	mhpA//epmA//leuA//
go_0042908_5	fadH//
go_0042914_8	trmA//
go_0042918_6	mngB//idnK//
go_0042919_6	
go_0042920_6	hisI//
go_0042928_7	
go_0042930_7	ybjI//ydiF//thyA//amiD//nfsB//epd//dut//upp//menD//folC//
go_0042938_8	rnd//prpB//mrcA//
go_0042939_8	alsK//
go_0042941_8	aroC//
go_0042942_6	rutC//frdB//
go_0042953_6	
go_0042956_8	otsA//paaH//
go_0042968_8	feaB//menC//apaH//
go_0043039_6	fdhF//glpD//mrdA//
go_0043041_6	selA//bacA//
go_0043085_5	folC//metE//alaC//
go_0043086_5	polB//
go_0043093_3	umpH//metG//valS//fbp//
go_0043097_6	gshA//hyi//
go_0043099_7	lpxH//
go_0043100_6	kduI//
go_0043102_5	eptB//
go_0043103_7	hisD//
go_0043137_6	napB//yfcG//
go_0043150_8	
go_0043157_6	fbp//
go_0043164_6	ftnA//folX//rhaM//gstB//mrcA//gluQ//panB//
go_0043165_6	wcaJ//trpA//
go_0043171_5	paaC//cpsB//ssuD//uvrC//pyrB//
go_0043200_5	
go_0043201_6	
go_0043213_7	thrA//metH//
go_0043254_5	
go_0043335_3	guaB//waaZ//aceB//btuE//gshA//
go_0043433_5	katG//rfaD//aroC//
go_0043442_6	dgkA//
go_0043456_6	gluQ//
go_0043462_6	prs//
go_0043470_6	
go_0043471_6	
go_0043488_5	eno//leuB//selA//
go_0043547_7	
go_0043571_7	sdhA//
go_0043610_4	tatD//treF//ravA//
go_0043686_7	nadE//
go_0043687_7	glcB//murE//miaB//torA//talB//
go_0043708_5	idnO//
go_0043709_6	yciV//
go_0043711_5	
go_0043952_7	
go_0043953_7	glmU//
go_0044010_5	phr//dosP//adk//paaH//gltD//phnP//
go_0044011_4	glgP//
go_0044036_5	kdgK//metL//phnP//
go_0044038_6	fucA//glnS//
go_0044092_4	
go_0044179_5	
go_0044208_7	rffT//
go_0044238_3	cdd//paoC//hisA//dcm//
go_0044248_4	
go_0044255_4	
go_0044262_4	mtn//ssuD//
go_0044273_5	upp//
go_0044275_5	mnmE//
go_0044349_6	
go_0044355_6	idnK//
go_0044532_6	
go_0044659_7	sucC//
go_0044718_6	umuC//
go_0044764_3	
go_0044780_6	cmoA//
go_0044781_5	
go_0044787_5	ahr//
go_0044874_7	
go_0045004_7	ligA//eptA//xylA//
go_0045013_7	
go_0045226_7	rsmI//xylB//ilvA//mltD//thrS//ansA//
go_0045333_5	lpxD//phnO//
go_0045337_6	nhoA//
go_0045454_4	dbpA//glmM//arnT//aroC//thiC//udk//deoC//
go_0045471_5	btuR//pabB//
go_0045717_8	yhdJ//hinT//
go_0045719_8	
go_0045723_8	
go_0045727_8	
go_0045732_7	
go_0045733_6	kefF//hemL//
go_0045819_8	
go_0045828_7	
go_0045848_5	
go_0045859_7	
go_0045861_8	
go_0045862_8	
go_0045883_5	
go_0045892_8	rhaM//xthA//gatZ//ribF//metE//
go_0045893_8	gmd//atoB//
go_0045900_9	
go_0045903_5	gcvP//
go_0045912_6	mazG//fadA//preA//
go_0045926_5	
go_0045936_8	
go_0045947_9	trpE//hypB//
go_0045975_9	
go_0045990_6	
go_0046037_8	folX//
go_0046040_8	iscS//
go_0046047_8	ssuE//
go_0046050_8	cysH//adk//acnA//
go_0046052_8	rlmL//
go_0046061_8	insI-2//
go_0046076_8	waaJ//
go_0046081_8	psuG//purN//
go_0046086_6	pck//
go_0046098_7	purA//
go_0046100_7	murA//
go_0046101_6	upp//ahpC//
go_0046103_9	cynT//
go_0046104_8	katE//
go_0046115_10	gcvT//
go_0046133_8	preA//truB//
go_0046166_6	adeD//
go_0046168_6	yqhD//xthA//
go_0046176_6	glxK//argF//mrdA//hypF//
go_0046177_7	garK//thyA//rutB//hcaD//
go_0046181_7	sdhC//
go_0046183_7	fkpA//ribC//menA//
go_0046187_6	sgbU//
go_0046196_5	gloA//
go_0046210_6	paaF//maeA//sgbU//
go_0046214_6	tag//
go_0046256_7	iaaA//ycjU//
go_0046271_5	cmoB//
go_0046279_6	narZ//
go_0046292_4	prpD//
go_0046294_5	entE//arnA//
go_0046296_6	cmoA//rluD//rlmM//
go_0046306_6	mpaA//thiM//
go_0046323_10	katG//
go_0046325_8	
go_0046336_6	gutQ//
go_0046342_8	ndh//
go_0046348_6	pykA//add//
go_0046365_5	nth//
go_0046392_7	mocA//lysU//nanA//waaB//
go_0046397_6	
go_0046416_6	yfbR//
go_0046452_6	fadA//
go_0046459_6	gdhA//
go_0046470_5	
go_0046474_6	glpC//napB//ruvA//purF//nagK//dgcM//
go_0046487_5	waaF//
go_0046501_6	ruvC//
go_0046618_6	serC//paaH//frmB//mnmC//yggF//ldcA//
go_0046654_7	yjcS//thiD//menD//dacC//aroA//
go_0046655_5	bioA//
go_0046656_6	hemB//glgP//metH//bioH//astB//rluC//
go_0046657_6	sucA//
go_0046677_4	pgpA//rluA//ubiE//rluC//aroL//cysE//glgB//tktA//pgaB//ttdB//frlB//lpxP//purU//mgsA//nrfC//entB//hemC//tsaB//entC//argH//glmM//betA//leuA//otsA//rsmC//ubiC//ycjU//waaO//nanK//rsmJ//mngB//
go_0046685_4	rsmB//cyaA//
go_0046686_6	rnpA//
go_0046688_6	yfdR//eptB//
go_0046690_5	phnJ//aroF//
go_0046710_8	cpsG//
go_0046718_8	dgoA//fucK//
go_0046777_8	hcaD//hcaE//aroC//
go_0046834_6	cmoA//
go_0046835_5	queA//ssuE//purT//garL//ispF//aroE//ulaE//aceF//ppiC//ybcF//uvrA//rlmA//glnA//rrrD//gcvP//murE//paaF//frmA//umpG//preT//rluC//
go_0046836_7	pyrD//
go_0046839_6	carB//
go_0046855_6	rlmE//
go_0046892_8	
go_0046901_7	ppiA//
go_0046939_7	pdeR//cmk//tdcD//fabG//
go_0046942_7	purL//maeA//rrrD//
go_0046944_7	ispA//
go_0047484_6	
go_0048034_6	metH//
go_0048255_6	
go_0048473_8	glgB//
go_0048518_4	
go_0048870_3	tgt//
go_0050427_5	rsmB//
go_0050667_6	lysA//tdk//
go_0050779_5	cysQ//
go_0050790_4	cysD//paoC//
go_0050821_5	dadA//xapA//
go_0050918_5	fabG//rfbB//
go_0050919_5	rhaD//
go_0051050_5	
go_0051083_5	gshB//
go_0051085_5	truD//rutE//
go_0051090_4	pdxA//
go_0051091_5	araA//
go_0051131_7	
go_0051143_8	fbaA//
go_0051156_5	fucK//
go_0051171_5	
go_0051188_5	ubiI//
go_0051191_6	guaA//
go_0051205_6	
go_0051224_6	
go_0051252_6	
go_0051258_7	
go_0051260_7	ulaE//rfaD//
go_0051270_5	
go_0051271_6	pdxB//cmoB//
go_0051274_8	
go_0051276_5	
go_0051289_8	rffT//entE//add//bglX//gltD//zwf//ymdB//ligA//carB//yigL//thiC//kbaY//agp//folA//cysN//ada//tynA//nrdB//purB//pgaD//acpS//fucO//queA//gabT//solA//thiE//serB//menA//paaF//glpB//ynfH//sdhD//
go_0051301_3	accD//eda//folC//thiE//atoB//rluF//ilvD//gor//
go_0051302_5	
go_0051304_4	cdsA//
go_0051338_5	
go_0051345_6	
go_0051346_6	sgbE//
go_0051347_6	
go_0051349_6	
go_0051353_6	purA//
go_0051391_8	paaC//
go_0051409_4	argH//
go_0051410_3	mcrA//
go_0051452_10	trmL//
go_0051453_9	zwf//
go_0051454_10	guaB//garD//nrfA//pflB//araD//
go_0051476_7	chbG//
go_0051484_7	avtA//
go_0051495_8	
go_0051595_6	citG//recF//
go_0051596_6	lpxH//puuD//mug//yihV//
go_0051599_4	
go_0051603_6	selA//cysS//
go_0051604_5	glyS//dgoD//plsB//
go_0051607_4	prmB//yeaG//
go_0051649_4	
go_0051668_4	
go_0051692_6	hyi//ybjI//
go_0051704_2	fadA//rlmM//
go_0051715_4	
go_0051716_3	
go_0051726_5	
go_0051781_6	rph//
go_0051782_6	
go_0051977_7	
go_0051983_5	
go_0052131_6	
go_0052547_6	
go_0052653_5	
go_0052777_7	abgB//kdsD//
go_0052778_6	pgaC//
go_0052837_6	fabA//
go_0055070_10	purF//
go_0055072_10	ppiA//moaD//
go_0055085_5	dld//sodA//mocA//sucC//ldhA//nrdD//mhpA//gpmM//ribE//sdhB//guaD//kduI//torA//ilvA//ampH//lysA//glmM//betB//ddlB//yjhH//ulaG//pck//yhdH//hcaF//ycaO//puuB//xylB//sdhB//queF//cof//garR//nadK//cmoA//gshA//dmlA//bfr//mhpB//rsmA//rffG//ndh//wcaJ//adiA//paaJ//ahpC//cmoB//trpC//proB//mobA//purB//dusC//selB//nudB//cysK//talB//glxR//rutD//polB//frmB//etk//rph//btuR//hemE//aroH//chbF//mutY//dnaE//clsA//mgsA//mnmA//tdh//hemG//uvrA//bioH//fabH//asnB//ulaD//tyrA//valS//tilS//idnO//
go_0055086_4	aroC//proB//
go_0055114_3	folM//fabH//argK//alsK//phnL//acpS//ravA//ilvH//nfi//rlmF//pabA//ribE//polB//recR//pck//gabT//hemB//lgoD//mrcB//scpB//cobB//ushA//zwf//gatD//hcaB//arnB//paaF//fbp//putA//ydfG//rdgB//ddlA//sdaA//glnA//nadE//folE//glpD//hisA//hisS//mraY//yigB//epmB//ydiF//ppk//
go_0055129_5	rsuA//queD//tnaA//
go_0055130_8	melA//cadA//
go_0060003_10	tadA//fes//
go_0060274_5	rsmF//
go_0060326_5	sseA//
go_0060566_8	
go_0060567_8	
go_0060699_8	
go_0060702_9	gstB//
go_0061077_4	clsB//waaO//thrA//hflX//fau//
go_0061475_9	ldcC//
go_0061504_8	yegS//
go_0061610_5	lpoB//
go_0061615_7	scpB//asd//
go_0061720_5	yqjH//aceA//mtgA//
go_0065002_6	hisC//
go_0065007_2	xapA//
go_0070084_7	nadE//
go_0070178_5	bfr//
go_0070207_8	oxc//ispH//cyaA//
go_0070298_8	
go_0070301_6	glpK//pdxH//
go_0070329_5	phnI//
go_0070413_7	rluE//
go_0070415_6	ung//clsA//
go_0070417_5	mocA//
go_0070453_7	ruvA//
go_0070475_7	mgsA//waaY//citC//queG//ltaE//adiA//add//metK//gabT//tdh//pphA//eno//nadD//tag//rfe//pykF//edd//frmA//ampH//
go_0070476_7	mmuM//sucA//
go_0070482_4	metE//
go_0070574_9	yjjX//ilvM//puuA//bglA//
go_0070581_8	
go_0070588_9	
go_0070689_6	nudC//galE//
go_0070726_5	paaH//bacA//
go_0070778_6	yieF//yjhG//
go_0070894_6	
go_0070930_7	
go_0070981_6	malQ//
go_0070989_4	aroH//
go_0071139_6	
go_0071218_6	mraY//
go_0071229_5	
go_0071230_6	xapA//
go_0071236_5	glpC//ispU//cfa//
go_0071237_6	
go_0071243_5	dnaE//
go_0071248_6	
go_0071249_6	
go_0071250_6	
go_0071266_6	rutA//
go_0071271_7	yfeW//
go_0071276_7	
go_0071280_7	dam//
go_0071284_7	
go_0071286_7	
go_0071287_7	
go_0071288_7	sdhC//mcrA//
go_0071289_7	mazG//
go_0071291_6	tynA//
go_0071292_7	kbaY//
go_0071294_7	rsmE//
go_0071310_5	
go_0071421_9	gor//aroE//mrcA//
go_0071422_7	sdhB//purA//rph//
go_0071423_8	mutH//
go_0071454_5	trmA//ldtD//
go_0071456_5	
go_0071467_5	
go_0071468_6	hemG//dapA//ampD//pfkB//
go_0071470_5	
go_0071474_6	speD//proC//hypB//
go_0071500_5	eda//
go_0071502_5	
go_0071555_4	pgaB//dgcZ//ogt//menH//kdsD//fbp//aspC//cysG//
go_0071577_9	fadH//phnM//cynS//metF//tsaC//aceB//
go_0071705_5	
go_0071731_5	
go_0071732_6	queA//
go_0071769_5	
go_0071805_4	wcaJ//gcvT//yfdR//nemA//sucD//malS//proB//paaE//phnM//
go_0071806_6	purC//garR//
go_0071807_8	
go_0071897_6	yagF//cobB//accB//rlmB//rihB//arnB//
go_0071915_9	fcl//
go_0071932_8	nadB//
go_0071934_6	argF//
go_0071945_7	
go_0071951_8	gloB//
go_0071963_4	
go_0071973_6	folC//
go_0071977_5	
go_0071978_7	
go_0072321_6	
go_0072323_7	
go_0072344_7	ulaE//dusB//
go_0072348_5	umuD//
go_0072488_7	thiC//
go_0072511_7	pabC//
go_0072531_6	araA//
go_0072581_9	lgoD//
go_0072714_5	
go_0075713_7	
go_0080111_4	tehB//tsaE//
go_0089705_7	
go_0089709_7	leuB//psd//
go_0090071_6	
go_0090116_7	ymdB//
go_0090143_4	
go_0090305_6	hemL//waaA//panB//sbcB//mog//fadH//rffT//ada//leuB//ung//rsmE//cysC//gshB//hflX//fumA//sucD//gltX//rutC//glmS//mutM//gloC//ilvI//moaD//mnmG//rluE//phnG//kefF//thrB//fruK//yjiA//dgoK//mak//cmk//rbsK//dapD//dgoA//phnP//bioA//dxs//dgcM//deoD//abgA//
go_0090313_8	
go_0090347_6	
go_0090352_6	
go_0090357_7	
go_0090358_8	
go_0090501_7	amyA//fadJ//sbcB//umuC//speB//sseA//dhaK//sbcB//trmH//rsmH//deoD//gntK//
go_0090502_8	pcm//ligB//leuA//rnpA//glcE//glnE//ygjK//folE//menA//aceF//pgk//avtA//proC//rsmI//fdhF//malP//lpxK//
go_0090503_8	fucO//rsmJ//eptA//dmsA//glgB//apaH//pnp//accC//fadM//
go_0090529_5	
go_0090540_10	rluA//
go_0090549_5	
go_0090609_6	pabA//
go_0097056_7	lpxP//
go_0097264_6	rsmG//
go_0097304_7	bioC//
go_0097339_7	yeiG//
go_0097428_6	mmuM//fumB//
go_0097502_4	ansB//
go_0097510_7	argA//
go_0097533_5	
go_0097638_8	pyrE//
go_0098002_8	
go_0098655_7	murE//bioC//bglX//psd//pdeR//yeaG//adeD//iscS//pheS//nagA//hypB//phnL//ushA//mngB//ulaE//
go_0098656_7	nadA//
go_0098707_10	
go_0098708_8	rffT//yqaB//
go_0098710_7	hycB//ligA//
go_0098713_8	cynT//alaS//
go_0098719_9	
go_0098732_6	glpB//
go_0098795_9	cysQ//
go_0098869_4	dadA//gabT//aroF//idnO//cysI//yggF//apt//waaQ//hisC//rihA//fklB//gabT//dld//gabT//ydfG//
go_0099131_7	umuC//
go_0099132_7	rutE//mgsA//apt//mnmA//waaJ//entC//tdh//serA//
go_0099133_8	aroD//gstB//eda//tehB//rbn//ruvA//purL//umuD//hpt//dgoA//fadB//araB//
go_0101030_8	pdxY//
go_1900190_5	hcp//
go_1900191_6	
go_1900192_6	
go_1900231_6	hyaA//
