# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	murI//
go_0015906_6	fabG//
go_0015909_8	thiG//
go_0015912_8	hisI//
go_0015914_7	tdcG//
go_0015920_7	pyrG//dacC//
go_0015937_7	carA//wzc//allC//nudF//
go_0015940_6	pphB//
go_0015944_4	rffH//lpxM//pyrD//
go_0015949_5	mhpB//sodC//coaD//hcaD//bioD//ansA//ubiF//thiE//murB//gcl//atoB//rlmD//rihA//rbsD//fadA//yggF//mnaT//pgaB//
go_0015950_6	rnpA//
go_0015951_7	alkA//fabA//
go_0015968_6	
go_0015969_8	cheR//sgbE//
go_0015976_2	tktB//
go_0015986_7	
go_0015990_10	dosP//rfbD//
go_0016024_7	pabA//
go_0016032_5	pyrB//
go_0016036_6	purN//trpD//
go_0016042_5	
go_0016052_5	argI//yahK//fabG//idnD//
go_0016075_8	tyrS//
go_0016078_8	agp//
go_0016094_6	allD//yfcG//
go_0016226_5	pncB//ltaE//eutD//treF//
go_0016259_7	argD//
go_0016260_8	manA//gltX//spoT//
go_0016310_6	glpC//nadA//malQ//proC//dapF//entH//gabT//betA//treF//recR//thrS//ppc//speB//lipA//upp//leuB//plsC//
go_0016311_6	fes//ubiC//yjjX//valS//eutB//yfeX//menF//entC//epmA//rluA//glpC//hemN//rffG//adhP//clsB//ogt//pepD//hyi//frmB//prmC//glpK//zwf//pfkB//putA//queD//adhE//mnmC//trmJ//mdh//frlB//rutA//nagB//bioD//entD//bglX//cpdA//fbaA//waaZ//hcaB//glgB//
go_0016458_3	
go_0016485_6	rhaD//purC//
go_0016540_7	rlmE//fucK//
go_0016579_7	tsaB//
go_0016998_5	tktB//
go_0017001_5	dbpA//
go_0017003_8	talB//
go_0017004_7	rffT//
go_0017013_7	
go_0017038_6	
go_0017148_8	gntK//glmS//pheT//pyrD//menH//
go_0017189_7	fadK//
go_0017198_7	alaS//
go_0018012_8	nadC//
go_0018023_7	rffT//
go_0018063_8	dgcT//
go_0018070_8	gatD//cmoA//
go_0018104_8	hypB//ansA//garR//ascB//rnt//
go_0018105_8	yajO//
go_0018106_8	
go_0018108_8	uvrA//
go_0018117_8	
go_0018125_6	ribF//
go_0018131_6	menF//
go_0018160_8	gapA//
go_0018206_8	yjjX//
go_0018247_9	tmk//
go_0018283_6	
go_0018298_7	serC//
go_0018307_7	panD//
go_0018315_8	nagZ//
go_0018339_9	hcaB//
go_0018345_8	gpsA//
go_0018364_6	umuC//yfeW//
go_0018378_9	
go_0018393_10	cyaA//
go_0018394_9	pykA//
go_0018410_8	yhdH//
go_0018909_5	proC//
go_0018937_4	manA//
go_0019042_6	dcyD//
go_0019068_6	
go_0019076_6	
go_0019217_7	
go_0019242_6	kdsA//
go_0019243_7	uvrC//fabG//yeaG//ligA//
go_0019249_6	cdh//
go_0019250_7	waaZ//
go_0019262_6	tgt//mnmE//acnB//ubiI//coaD//
go_0019264_7	adiA//
go_0019272_9	kdsB//cmoB//
go_0019284_7	malZ//ldtB//
go_0019285_5	waaS//ilvA//
go_0019288_6	udp//hemC//yrfG//ispG//
go_0019290_5	
go_0019292_8	tyrB//
go_0019294_6	sthA//dgt//waaH//ycaO//
go_0019299_6	hcaE//
go_0019301_7	mnmG//carB//idnO//ulaG//rlmJ//acs//puuB//
go_0019303_7	mcrA//rihA//
go_0019305_7	poxB//
go_0019309_7	lpxB//
go_0019316_8	ada//bcsA//ydiB//
go_0019318_5	galE//
go_0019323_6	sgbH//murC//dgkA//waaA//glnA//nrfA//accD//
go_0019324_6	trpS//glxK//murQ//ynfH//pyrH//
go_0019343_8	sthA//
go_0019344_7	nagB//
go_0019346_7	trmJ//
go_0019353_8	xylA//mhpD//yihU//phnM//
go_0019354_6	dacD//
go_0019379_5	ulaE//
go_0019380_6	alaA//gluQ//
go_0019388_7	rlmA//
go_0019391_6	bioC//
go_0019394_7	argA//
go_0019395_5	rnd//
go_0019404_8	rsgA//wecC//
go_0019413_6	gcd//nadK//
go_0019419_4	cdd//
go_0019427_7	ubiD//
go_0019430_5	frdC//phnO//lgoD//
go_0019432_7	speC//
go_0019439_5	hemH//rfe//
go_0019447_8	folE//
go_0019450_9	garL//
go_0019464_7	guaC//cynS//ppsA//rnb//guaB//trmL//
go_0019480_4	gpmM//
go_0019509_7	
go_0019516_4	rsmG//rnt//
go_0019521_6	caiB//gshB//
go_0019542_6	icd//
go_0019545_6	rluE//
go_0019546_9	hisG//
go_0019563_7	entD//pfkA//cynT//
go_0019568_7	menH//cobC//
go_0019569_7	dxs//glpX//nrdF//
go_0019571_8	pcm//pphA//metB//
go_0019572_8	ugd//
go_0019584_7	
go_0019588_7	ubiF//nirD//
go_0019592_8	hyi//
go_0019595_8	nanK//
go_0019607_6	asnA//pgl//
go_0019622_6	rbn//aroG//phnN//
go_0019629_7	dxs//birA//
go_0019632_5	gloC//rluC//paaH//mltB//
go_0019634_5	tktB//
go_0019645_6	panD//folA//rlmE//
go_0019646_6	ada//xthA//nadA//dadA//
go_0019664_6	fre//ndk//
go_0019665_5	glgB//
go_0019673_6	hemB//
go_0019676_3	sbcB//
go_0019677_8	
go_0019679_7	sdhB//betA//murI//
go_0019686_6	hisH//
go_0019698_7	mutT//sgbU//cpdB//ubiG//sdhD//hyi//
go_0019700_6	ilvA//fabD//hcaD//ymdB//
go_0019740_2	hemC//glpX//cpsG//yigB//frlC//ilvI//
go_0019752_6	
go_0019805_6	citX//
go_0019835_3	
go_0019852_5	dnaE//glmM//xapA//
go_0019854_6	fabB//rihB//
go_0019856_7	purN//
go_0019858_7	narY//
go_0019859_7	frdA//
go_0019877_6	fau//paaA//yghU//
go_0019878_9	hcaC//
go_0019935_6	oxc//ruvC//
go_0019985_8	ubiC//cysC//
go_0019988_7	argB//
go_0022417_4	ahr//
go_0022610_2	kduI//
go_0022611_3	tgt//hemA//ulaE//
go_0022900_4	cysC//murB//
go_0022904_5	rlmB//proB//pyrF//
go_0023014_4	tdk//guaA//hdhA//
go_0030001_7	putA//yieF//ddlB//
go_0030007_8	yagE//
go_0030026_9	
go_0030091_6	glcB//bioH//dam//glgX//
go_0030153_5	
go_0030162_7	
go_0030163_5	cmoA//nfsB//nrdB//wzb//
go_0030244_9	
go_0030258_5	pyrE//
go_0030260_7	
go_0030261_8	
go_0030307_6	
go_0030308_6	folA//aroD//
go_0030388_5	rrrD//pdeL//garL//
go_0030488_6	putA//psuG//alaS//purL//rlmJ//ligB//abgA//aspS//thiI//asnB//
go_0030490_10	
go_0030497_7	yqjH//ldcA//
go_0030541_4	
go_0030573_6	yihX//
go_0030632_8	apaH//alaA//epmC//speF//
go_0030641_8	fadJ//tsaE//
go_0030643_8	
go_0030961_9	fes//
go_0030980_7	speD//ubiH//gcl//
go_0031118_8	rluE//
go_0031119_8	cpdB//rutB//dgoD//kbaZ//narH//accD//
go_0031125_10	glcF//
go_0031162_5	epmA//
go_0031167_6	purN//xylA//pyrD//yigL//phnJ//hemC//
go_0031280_6	queA//
go_0031297_7	
go_0031342_5	
go_0031346_7	
go_0031365_7	ldtE//
go_0031400_8	
go_0031439_9	
go_0031460_7	mnmE//metE//fabH//rutC//rhaD//glnS//
go_0031554_7	
go_0031555_8	
go_0031556_9	
go_0031564_8	lpxT//
go_0031638_7	
go_0031648_5	
go_0031669_5	
go_0031670_5	
go_0032025_6	ddlA//
go_0032026_6	thrA//
go_0032049_8	cyaA//entE//atoB//
go_0032055_6	
go_0032091_6	
go_0032147_9	
go_0032150_8	
go_0032194_8	gatY//
go_0032196_3	ampD//
go_0032238_6	metH//
go_0032259_3	purL//insI-1//uxaA//ruvB//
go_0032261_6	eno//
go_0032263_7	aroA//bioH//
go_0032264_7	luxS//waaB//
go_0032265_7	nrdD//
go_0032272_7	
go_0032297_10	
go_0032298_10	
go_0032324_6	insI-2//astC//rph//
go_0032329_7	glnS//speB//
go_0032359_7	
go_0032412_6	
go_0032413_6	
go_0032414_6	mhpB//
go_0032445_10	fcl//lpoB//
go_0032462_7	menH//
go_0032466_7	
go_0032467_7	
go_0032506_4	
go_0032508_8	sdhC//deoA//aceB//entH//
go_0032774_6	murC//
go_0032775_6	fadB//tktA//hisS//
go_0032781_7	
go_0032784_8	
go_0032790_6	asnA//
go_0032885_7	
go_0032951_8	
go_0032955_6	
go_0032973_7	ybjI//
go_0032978_7	
go_0033014_6	bglX//hemL//
go_0033051_5	cmoB//
go_0033120_8	
go_0033194_5	fau//nfsB//paaJ//
go_0033195_5	dacC//
go_0033212_10	ackA//avtA//
go_0033214_11	gshA//sodC//
go_0033228_8	tdcE//sgbE//acnA//
go_0033317_7	lysC//cobT//hemF//nrdD//
go_0033320_6	treC//
go_0033345_8	dkgB//gnd//
go_0033353_5	mltC//
go_0033359_7	narY//mog//
go_0033384_6	rnd//
go_0033388_7	dmsA//
go_0033477_5	uxuB//
go_0033499_8	kbaY//spoT//lpxP//pflB//def//
go_0033518_6	birA//
go_0033539_7	mnmG//
go_0033542_7	nudC//
go_0033543_8	kduI//
go_0033567_6	
go_0033585_7	fbaA//yhdH//
go_0033611_8	ubiA//
go_0033683_7	
go_0034194_8	hisI//fabH//yjjX//
go_0034195_8	prpB//
go_0034198_6	ilvH//kdsB//
go_0034203_6	pdeH//
go_0034204_5	gmk//ldcC//
go_0034213_6	hemE//
go_0034214_7	frdD//azoR//mpaA//
go_0034219_6	ubiI//phnP//aroG//nudC//umpG//rpiB//melA//epd//metB//glcF//lysA//rutE//eptC//puuA//dapD//eptC//dam//cobS//pagP//nadE//idnK//hcaB//manA//cysI//gloA//yjhG//epmB//glgC//scpC//
go_0034220_6	fucO//dgoK//clsB//hisG//rpiA//rnt//
go_0034224_6	
go_0034227_8	dcyD//
go_0034258_8	ubiI//
go_0034260_5	
go_0034289_7	trpE//
go_0034337_3	adk//
go_0034355_7	rluD//dnaE//pflB//accD//
go_0034401_5	
go_0034414_9	gudD//
go_0034421_8	aroH//
go_0034470_8	yagE//
go_0034552_7	
go_0034599_5	pgl//lsrK//coaD//rffH//lipA//
go_0034605_5	hemH//rihC//
go_0034614_6	purU//
go_0034620_6	yihT//
go_0034628_9	aldA//rlmL//orn//ilvD//glgA//
go_0034635_6	rlmA//
go_0034644_7	hpt//
go_0034661_7	
go_0034775_7	pta//aroE//
go_0034983_9	glmM//coaA//
go_0035235_6	mgsA//pgpA//bioD//
go_0035307_9	
go_0035335_8	hisC//ung//
go_0035344_8	ydiB//glxR//
go_0035350_6	thrS//
go_0035429_8	recF//panC//phnG//arnT//valS//plsC//
go_0035433_7	rlmF//
go_0035434_9	yfcG//
go_0035435_9	napC//gpt//alkA//waaQ//
go_0035442_7	glpB//katG//yfcF//tesB//hemB//cheB//tyrA//
go_0035443_7	speG//recG//pyrC//
go_0035444_9	truA//tsaB//cpsB//ulaE//
go_0035461_6	rluA//
go_0035524_8	uxuB//
go_0035552_6	galU//
go_0035553_6	pgaB//
go_0035556_4	
go_0035600_8	pdxK//
go_0035672_6	ddlA//yigB//narH//
go_0035725_9	torZ//adhE//rbn//arnA//frmA//
go_0035784_9	thiG//
go_0035864_6	
go_0035873_8	trpD//yjjX//
go_0035999_5	amiD//speA//narG//
go_0036001_7	rutC//
go_0036047_9	lpoA//
go_0036049_9	frlC//
go_0036088_6	hemL//
go_0036104_6	tdcB//purN//
go_0036172_6	speE//
go_0036214_3	
go_0036265_6	purF//
go_0036289_9	umpG//hemF//
go_0036448_6	dfp//sodB//
go_0036460_5	
go_0036506_5	
go_0036525_7	
go_0038083_9	sodC//ppc//
go_0040033_9	
go_0042026_4	leuA//folP//dgoA//garR//
go_0042126_5	mazG//
go_0042128_5	
go_0042150_7	thiG//
go_0042157_5	
go_0042158_6	mltA//queG//
go_0042177_7	
go_0042182_5	trmI//
go_0042219_6	
go_0042245_7	dapB//aceF//ycjU//
go_0042254_5	nanE//
go_0042255_6	
go_0042274_5	gstB//
go_0042304_7	
go_0042351_7	fabI//
go_0042355_8	nadD//ampD//pgsA//cysQ//trpC//cysI//
go_0042371_7	wecC//
go_0042413_6	adeD//gpp//
go_0042450_7	gpt//hisB//cmoA//glmU//eno//murQ//
go_0042454_7	rbsK//
go_0042493_4	ilvD//cysC//proB//aceF//entF//rffG//ulaF//dcd//xdhB//kdgK//thiE//aceA//psuG//
go_0042538_6	cobS//pgk//cdh//
go_0042542_5	insI-1//nirD//tdh//adiA//
go_0042545_5	serA//
go_0042594_4	torY//hisC//cysI//rutC//
go_0042619_6	
go_0042710_4	ydiO//ilvI//ulaD//ileS//chbF//prpD//mhpC//prs//
go_0042732_6	fadE//
go_0042744_6	accD//fadK//
go_0042759_7	accC//
go_0042773_6	mltC//
go_0042777_8	
go_0042780_10	rsmE//rfe//
go_0042817_5	mutS//
go_0042819_6	lpxC//
go_0042823_6	glcD//pgpC//gpt//rlmJ//
go_0042838_6	phnJ//metB//yfeW//thyA//
go_0042840_7	udp//iscS//thrB//udk//pgk//rhaB//
go_0042843_7	murB//gabD//
go_0042846_8	trmA//
go_0042852_9	uxaA//
go_0042867_8	pepD//
go_0042873_7	trmO//
go_0042882_10	murA//ilvI//
go_0042884_7	pgsA//tilS//prpD//
go_0042885_8	galK//
go_0042891_6	bglB//yihT//nrfD//avtA//ydiB//gldA//rsmF//
go_0042906_8	paaJ//rluC//dut//
go_0042908_5	pyrH//
go_0042914_8	proB//
go_0042918_6	alsE//yihS//
go_0042919_6	
go_0042920_6	hisI//
go_0042928_7	
go_0042930_7	citC//ldcC//nrdD//rnpA//trmJ//gutQ//paaB//recG//eno//cysI//
go_0042938_8	alaA//yeaG//ydiO//
go_0042939_8	pncB//
go_0042941_8	moeA//
go_0042942_6	dmsB//scpB//
go_0042953_6	
go_0042956_8	rutA//purU//
go_0042968_8	ldcC//moaD//deoA//
go_0043039_6	recF//pgk//ubiH//
go_0043041_6	phnL//rnt//
go_0043085_5	sgbE//sthA//tdcG//
go_0043086_5	ftsI//
go_0043093_3	aroF//yrfG//glcE//ulaE//
go_0043097_6	patD//preT//
go_0043099_7	kdsA//
go_0043100_6	fruK//
go_0043102_5	prmB//
go_0043103_7	accB//
go_0043137_6	uxuA//etk//
go_0043150_8	
go_0043157_6	yagF//
go_0043164_6	pyrH//tsaE//cysM//rlmD//polA//mnaT//dgt//
go_0043165_6	nudC//menC//
go_0043171_5	wzb//cmoB//ilvE//lpxT//mltC//
go_0043200_5	
go_0043201_6	
go_0043213_7	psuG//pgpA//
go_0043254_5	
go_0043335_3	galT//mhpA//gloA//garR//yjhH//
go_0043433_5	ubiG//ssuD//galE//
go_0043442_6	nudG//
go_0043456_6	rpiA//
go_0043462_6	yihT//
go_0043470_6	
go_0043471_6	
go_0043488_5	thiI//ubiC//rlmC//
go_0043547_7	
go_0043571_7	kefF//
go_0043610_4	panC//rbsD//aroB//
go_0043686_7	yqhD//
go_0043687_7	aceA//mmuM//insI-1//entH//treA//
go_0043708_5	phnM//
go_0043709_6	rluD//
go_0043711_5	
go_0043952_7	
go_0043953_7	yrfG//
go_0044010_5	pdxJ//kbaY//narZ//hcaC//asnB//yihV//
go_0044011_4	xdhB//
go_0044036_5	waaG//ugd//insI-1//
go_0044038_6	pdeF//agp//
go_0044092_4	
go_0044179_5	
go_0044208_7	yigL//
go_0044238_3	yahK//mnmE//ldtD//ribB//
go_0044248_4	
go_0044255_4	
go_0044262_4	gutQ//tdh//
go_0044273_5	nadK//
go_0044275_5	rhaM//
go_0044349_6	
go_0044355_6	guaA//
go_0044532_6	
go_0044659_7	murF//
go_0044718_6	arsC//
go_0044764_3	
go_0044780_6	rsmG//
go_0044781_5	
go_0044787_5	rlmC//
go_0044874_7	
go_0045004_7	pdxH//deoA//aspA//
go_0045013_7	
go_0045226_7	hemE//glxK//dld//rffH//menB//ldcA//
go_0045333_5	waaQ//yqaB//
go_0045337_6	rbsK//
go_0045454_4	ldtB//fabA//pheA//eptB//aphA//hisG//ispA//
go_0045471_5	dnaE//dhaK//
go_0045717_8	waaA//ldtC//
go_0045719_8	
go_0045723_8	
go_0045727_8	
go_0045732_7	
go_0045733_6	bglX//rbn//
go_0045819_8	
go_0045828_7	
go_0045848_5	
go_0045859_7	
go_0045861_8	
go_0045862_8	
go_0045883_5	
go_0045892_8	lpxT//dcd//pnp//etp//narH//
go_0045893_8	rsuA//menE//
go_0045900_9	
go_0045903_5	paaE//
go_0045912_6	idi//fabH//ruvB//
go_0045926_5	
go_0045936_8	
go_0045947_9	serB//glpK//
go_0045975_9	
go_0045990_6	
go_0046037_8	purD//
go_0046040_8	pdeH//
go_0046047_8	dacD//
go_0046050_8	ssuE//yggF//thyA//
go_0046052_8	alsK//
go_0046061_8	yjcS//
go_0046076_8	tgt//
go_0046081_8	cadA//rpiA//
go_0046086_6	lgoD//
go_0046098_7	insI-1//
go_0046100_7	aroA//
go_0046101_6	aroK//gabT//
go_0046103_9	pyrD//
go_0046104_8	rfbB//
go_0046115_10	pyrB//
go_0046133_8	nadB//betA//
go_0046166_6	rnt//
go_0046168_6	pyrG//adhP//
go_0046176_6	preA//truA//cysC//deoD//
go_0046177_7	tatD//ispH//orn//trmI//
go_0046181_7	edd//
go_0046183_7	atoB//trpA//pheA//
go_0046187_6	alsE//
go_0046196_5	ttdA//
go_0046210_6	narI//tgt//rlmH//
go_0046214_6	gltD//
go_0046256_7	ilvH//ydfG//
go_0046271_5	moaA//
go_0046279_6	opgB//
go_0046292_4	yeiG//
go_0046294_5	wzc//hemB//
go_0046296_6	murC//thyA//phnI//
go_0046306_6	ruvB//wecB//
go_0046323_10	mltA//
go_0046325_8	
go_0046336_6	ribE//
go_0046342_8	yihV//
go_0046348_6	glxR//yahK//
go_0046365_5	caiD//
go_0046392_7	nfi//pgl//tdcE//serA//
go_0046397_6	
go_0046416_6	ligB//
go_0046452_6	panC//
go_0046459_6	glmS//
go_0046470_5	
go_0046474_6	dapB//pyrD//murA//ubiA//mrcA//yegS//
go_0046487_5	rnd//
go_0046501_6	glpX//
go_0046618_6	apaH//alsK//cynS//narV//argH//nrfD//
go_0046654_7	gloA//ilvI//asnB//pabA//yfeW//
go_0046655_5	treC//
go_0046656_6	gabD//upp//ulaG//gatY//ilvD//paaC//
go_0046657_6	gpp//
go_0046677_4	tpiA//rutC//ilvH//murD//astC//argB//gpmA//sodA//kdsD//waaA//gnd//adiA//pykF//gstA//asnS//talB//malZ//tag//plsC//oxc//pyrF//phnJ//bioB//dgcZ//fabD//edd//rsmE//mutM//paaJ//tyrS//glpK//
go_0046685_4	lpxD//lysU//
go_0046686_6	murF//
go_0046688_6	dut//dapB//
go_0046690_5	truC//metL//
go_0046710_8	gshA//
go_0046718_8	dapA//fucI//
go_0046777_8	mrcB//rffT//pgaB//
go_0046834_6	leuS//
go_0046835_5	yfcG//rihB//tyrS//hemL//rihC//hmp//orn//glnA//frdC//pta//malS//fumB//prs//pdeL//abgB//uxuB//pdxK//cpdA//trpA//gcl//yjjX//
go_0046836_7	recG//
go_0046839_6	cmk//
go_0046855_6	paaZ//
go_0046892_8	
go_0046901_7	tyrA//
go_0046939_7	glpK//frdA//garD//yagF//
go_0046942_7	trmL//bioC//eno//
go_0046944_7	betB//
go_0047484_6	
go_0048034_6	yihS//
go_0048255_6	
go_0048473_8	fklB//
go_0048518_4	
go_0048870_3	hyi//
go_0050427_5	aspS//
go_0050667_6	lpxH//edd//
go_0050779_5	mutL//
go_0050790_4	nrfC//speC//
go_0050821_5	gcvT//tdk//
go_0050918_5	wrbA//ubiH//
go_0050919_5	paaB//
go_0051050_5	
go_0051083_5	insI-1//
go_0051085_5	rsmD//glmS//
go_0051090_4	cysG//
go_0051091_5	bioH//
go_0051131_7	
go_0051143_8	rnpA//
go_0051156_5	mhpB//
go_0051171_5	
go_0051188_5	pgm//
go_0051191_6	yihT//
go_0051205_6	
go_0051224_6	
go_0051252_6	
go_0051258_7	
go_0051260_7	ampD//panD//
go_0051270_5	
go_0051271_6	mutY//alsK//
go_0051274_8	
go_0051276_5	
go_0051289_8	pldB//slt//phnH//torC//aceA//murB//gdhA//glpK//gldA//kdsB//etp//lacZ//lipB//cheB//glk//hemN//pyrC//trpA//oxc//mtn//pnp//gudD//asnS//tdcE//prs//moeA//oxc//dgcZ//alsK//ruvB//kduI//thiC//
go_0051301_3	yjiA//hyaB//ndk//dadA//hycB//yieH//pgsA//dinB//
go_0051302_5	
go_0051304_4	truD//
go_0051338_5	
go_0051345_6	
go_0051346_6	uvrA//
go_0051347_6	
go_0051349_6	
go_0051353_6	waaQ//
go_0051391_8	rlmC//
go_0051409_4	ispB//
go_0051410_3	ribF//
go_0051452_10	trmJ//
go_0051453_9	rutD//
go_0051454_10	alkB//ilvN//feaB//arnB//thrB//
go_0051476_7	hemF//
go_0051484_7	dgoK//
go_0051495_8	
go_0051595_6	alaS//queD//
go_0051596_6	pinE//dgt//dxr//wzc//
go_0051599_4	
go_0051603_6	cobU//phnI//
go_0051604_5	polA//wecB//gmk//
go_0051607_4	trmI//folM//
go_0051649_4	
go_0051668_4	
go_0051692_6	nagA//fucA//
go_0051704_2	dgcT//yjcS//
go_0051715_4	
go_0051716_3	
go_0051726_5	
go_0051781_6	kdsC//
go_0051782_6	
go_0051977_7	
go_0051983_5	
go_0052131_6	
go_0052547_6	
go_0052653_5	
go_0052777_7	sthA//cysC//
go_0052778_6	murB//
go_0052837_6	kduI//
go_0055070_10	sdhB//
go_0055072_10	paoC//ribE//
go_0055085_5	paaJ//katE//cdh//phnM//argS//ldcC//menH//rluA//ycaO//queF//cynS//araB//mazG//speC//prmC//ubiD//idnO//pykA//tgt//eutB//fucA//thiI//thiE//lplA//uxaB//pbpC//hisC//pgk//mltA//narG//hemD//nagZ//rluD//gltB//agp//moaA//gshB//ampH//rffM//ubiE//rlmE//hypB//aroL//hisF//ilvC//murC//ybcF//garD//metC//xylA//cynS//umpG//xylA//leuD//mtlD//purD//tmk//dhaM//yfdR//serB//accB//eptC//guaD//mnmA//mmuM//dacD//rph//xylA//acnA//yihU//sodC//gcvH//hcaD//ldtB//dgoK//opgB//ushA//ydiB//waaA//yjjX//
go_0055086_4	pflB//gpsA//
go_0055114_3	fadB//lysC//argC//garL//gadB//phnJ//yagF//rluA//bfr//waaH//argI//wzc//aes//gpp//cysM//ltaE//argC//rlmF//argI//kduD//lpxL//pgm//tmcA//hcaD//truD//bfr//gcl//cmoB//tdcE//yigL//dmsB//ssuE//paaF//pgpA//yhdJ//cfa//gmhB//mnmA//yidA//ybcF//dcyD//lpd//aspC//gph//
go_0055129_5	mtgA//uvrC//serS//
go_0055130_8	purN//menD//
go_0060003_10	cynT//aspA//
go_0060274_5	tesB//
go_0060326_5	birA//
go_0060566_8	
go_0060567_8	
go_0060699_8	
go_0060702_9	uxaA//
go_0061077_4	argI//argC//uvrB//lpcA//patD//
go_0061475_9	ispF//
go_0061504_8	nadE//
go_0061610_5	fadH//
go_0061615_7	speG//prpB//
go_0061720_5	rsmE//phnI//fbp//
go_0065002_6	ispG//
go_0065007_2	ulaE//
go_0070084_7	entA//
go_0070178_5	argF//
go_0070207_8	yieH//yahK//leuC//
go_0070298_8	
go_0070301_6	narH//kdsD//
go_0070329_5	glpD//
go_0070413_7	folD//
go_0070415_6	purF//sucD//
go_0070417_5	yihS//
go_0070453_7	gabD//
go_0070475_7	arnA//patZ//phnP//argS//cdd//purU//fkpB//phnJ//nadB//nadE//fadK//cfa//sucB//hinT//gatD//rdgB//ilvB//ttdB//ispF//
go_0070476_7	pdxJ//sodC//
go_0070482_4	lgoD//
go_0070574_9	glxK//yihV//psd//paaC//
go_0070581_8	
go_0070588_9	
go_0070689_6	waaC//rfaE//
go_0070726_5	acnB//chbF//
go_0070778_6	waaJ//nemA//
go_0070894_6	
go_0070930_7	
go_0070981_6	glcD//
go_0070989_4	ttdA//
go_0071139_6	
go_0071218_6	gltB//
go_0071229_5	
go_0071230_6	nanE//
go_0071236_5	rhaB//ppc//gutQ//
go_0071237_6	
go_0071243_5	truA//
go_0071248_6	
go_0071249_6	
go_0071250_6	
go_0071266_6	fucI//
go_0071271_7	speA//
go_0071276_7	
go_0071280_7	ribF//
go_0071284_7	
go_0071286_7	
go_0071287_7	
go_0071288_7	mgsA//ynfF//
go_0071289_7	waaC//
go_0071291_6	dnaQ//
go_0071292_7	zwf//
go_0071294_7	cpdA//
go_0071310_5	
go_0071421_9	tnaA//eptA//atoB//
go_0071422_7	cof//kefF//codA//
go_0071423_8	yihU//
go_0071454_5	cyoE//pdeF//
go_0071456_5	
go_0071467_5	
go_0071468_6	nagZ//dusB//speG//glmS//
go_0071470_5	
go_0071474_6	malS//sucB//cpsB//
go_0071500_5	dosP//
go_0071502_5	
go_0071555_4	aroB//adhE//mnmA//hyi//mnaT//rlmJ//dkgB//mtn//
go_0071577_9	proB//rhaD//adiA//cpdA//nemA//valS//
go_0071705_5	
go_0071731_5	
go_0071732_6	lpxH//
go_0071769_5	
go_0071805_4	nudC//gstA//poxB//trmJ//fabZ//ushA//fdhF//waaJ//argI//
go_0071806_6	alkA//thiM//
go_0071807_8	
go_0071897_6	rsmD//truA//mhpA//phoA//thrC//proA//
go_0071915_9	ubiE//
go_0071932_8	tesB//
go_0071934_6	metK//
go_0071945_7	
go_0071951_8	agp//
go_0071963_4	
go_0071973_6	ispG//
go_0071977_5	
go_0071978_7	
go_0072321_6	
go_0072323_7	
go_0072344_7	malP//pgpA//
go_0072348_5	ilvN//
go_0072488_7	yihX//
go_0072511_7	ascB//
go_0072531_6	leuD//
go_0072581_9	serA//
go_0072714_5	
go_0075713_7	
go_0080111_4	waaF//gpp//
go_0089705_7	
go_0089709_7	aes//ileS//
go_0090071_6	
go_0090116_7	metK//
go_0090143_4	
go_0090305_6	pykF//fkpB//gatY//talB//purC//mak//ydiF//carB//cpsB//pheT//eda//nrdB//pgm//lpcA//pphB//dxr//prmC//gcvH//fabB//adeD//argS//mocA//ldtD//ynfH//fabD//carA//rsmH//pykA//menH//waaZ//fabG//nadC//rsmA//entC//argG//dsdA//rph//gapA//deoA//rlmD//gldA//ppiA//
go_0090313_8	
go_0090347_6	
go_0090352_6	
go_0090357_7	
go_0090358_8	
go_0090501_7	puuC//wzb//clsC//eptA//ycaO//asnS//moeA//asnA//uidA//pyrE//add//sbcB//
go_0090502_8	garL//mutT//murA//hmp//ubiC//mraY//patA//menF//pepD//gntK//dhaK//paaC//mutT//hemF//dam//lyxK//panC//
go_0090503_8	chbF//ilvA//putA//tdcB//ilvD//lipB//puuE//hemN//glnE//
go_0090529_5	
go_0090540_10	mpaA//
go_0090549_5	
go_0090609_6	ilvM//
go_0097056_7	rsmF//
go_0097264_6	paaA//
go_0097304_7	lgoD//
go_0097339_7	malY//
go_0097428_6	pgk//tsaE//
go_0097502_4	asd//
go_0097510_7	dacD//
go_0097533_5	
go_0097638_8	ldcC//
go_0098002_8	
go_0098655_7	waaU//rfbD//acpH//psd//murC//sgbH//accB//nrdE//cof//argD//frlC//epmA//xdhB//bioH//kduI//
go_0098656_7	wzb//
go_0098707_10	
go_0098708_8	ilvM//rluA//
go_0098710_7	astB//waaB//
go_0098713_8	arsC//ilvC//
go_0098719_9	
go_0098732_6	lyxK//
go_0098795_9	astC//
go_0098869_4	pykA//ldtB//rlmL//cof//rnb//moeA//mtlD//fabZ//rfbC//argS//lpoA//sucD//der//glnS//selD//
go_0099131_7	kdsD//
go_0099132_7	oxc//nrfD//torA//pflB//menD//trmJ//panB//plsB//
go_0099133_8	udp//tauD//fdhF//nemA//azoR//dcyD//pfkA//glgA//cyoE//phnM//alkB//rlmA//
