# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	dusB//
go_0015889_6	plsC//ynfH//hemA//
go_0015891_6	waaS//
go_0015906_6	mmuM//
go_0015909_8	ydfG//
go_0015912_8	fruK//
go_0015914_7	ftnA//
go_0015920_7	glxK//ychF//
go_0015937_7	garL//ynfH//glmS//garK//
go_0015940_6	malQ//
go_0015944_4	puuB//ycaO//rutA//
go_0015949_5	waaU//pgaD//chbF//yihX//hcaB//rnb//phnL//umpH//phnO//cobC//truA//mazG//acnA//hemC//cysI//ilvH//glcF//glcF//
go_0015950_6	cysQ//
go_0015951_7	edd//pyrF//
go_0015968_6	
go_0015969_8	clsB//talB//
go_0015976_2	mocA//
go_0015986_7	
go_0015990_10	cobC//glpA//
go_0016024_7	kefF//
go_0016032_5	adhP//
go_0016036_6	rsuA//tyrS//
go_0016042_5	
go_0016052_5	sucA//fadD//aceA//ribA//
go_0016075_8	purF//
go_0016078_8	serB//
go_0016094_6	glnA//ung//
go_0016226_5	mhpB//selD//metF//dacD//
go_0016259_7	oxc//
go_0016260_8	nrfD//napC//puuC//
go_0016310_6	glnS//trmH//prs//glcF//tdcB//cyoE//selD//gntK//slt//ruvC//nirD//bglX//dacC//ybjG//queF//paaJ//hinT//
go_0016311_6	garR//dnaQ//pgpC//puuB//murA//tktB//mhpC//ugd//nagB//wecB//rutE//cysH//nudF//ttdB//aroL//cynS//deoC//rsmD//aceF//hypB//pgaD//yhdH//hypF//gcvP//lipA//alaS//cof//rffC//mnaT//lpxL//puuB//murF//gcd//rlmE//phnO//moaA//murQ//thyA//yjcS//mhpC//
go_0016458_3	
go_0016485_6	dadA//tcdA//
go_0016540_7	rlmD//yajO//
go_0016579_7	dhaM//
go_0016998_5	aroB//
go_0017001_5	nadD//
go_0017003_8	kdsD//
go_0017004_7	gatY//
go_0017013_7	
go_0017038_6	
go_0017148_8	gadB//glpC//yfeX//ydiF//allB//
go_0017189_7	rutB//
go_0017198_7	uidA//
go_0018012_8	xthA//
go_0018023_7	dapF//
go_0018063_8	betA//
go_0018070_8	nirD//bfr//
go_0018104_8	rluD//hinT//treC//gpsA//puuB//
go_0018105_8	speA//
go_0018106_8	
go_0018108_8	frmA//
go_0018117_8	
go_0018125_6	gltX//
go_0018131_6	galM//
go_0018160_8	pabB//
go_0018206_8	ldtB//
go_0018247_9	prpB//
go_0018283_6	
go_0018298_7	mpaA//
go_0018307_7	pgaC//
go_0018315_8	dmlA//
go_0018339_9	murG//
go_0018345_8	gpt//
go_0018364_6	bacA//idnO//
go_0018378_9	
go_0018393_10	rrrD//
go_0018394_9	glpA//
go_0018410_8	kdgK//
go_0018909_5	entC//
go_0018937_4	ldtE//
go_0019042_6	mhpA//
go_0019068_6	
go_0019076_6	
go_0019217_7	
go_0019242_6	tyrB//
go_0019243_7	wzc//wzc//ilvA//dacC//
go_0019249_6	galU//
go_0019250_7	rffT//
go_0019262_6	entD//umpG//rsmG//truA//xylA//
go_0019264_7	dhaM//
go_0019272_9	tgt//ftnA//
go_0019284_7	aroH//yagF//
go_0019285_5	ravA//lipB//
go_0019288_6	gloC//paaK//purT//yajO//
go_0019290_5	
go_0019292_8	yjjX//
go_0019294_6	gatD//glpD//tsaC//nrfB//
go_0019299_6	arsC//
go_0019301_7	sdaB//thrS//kbaZ//bioD//nrfA//pflB//paoC//
go_0019303_7	iscS//fabI//
go_0019305_7	glpX//
go_0019309_7	umuC//
go_0019316_8	ldhA//ulaG//katE//
go_0019318_5	scpB//
go_0019323_6	entC//rfbC//eda//arsC//recJ//ligB//lplA//
go_0019324_6	bcsA//araD//tdcD//ispB//acnA//
go_0019343_8	ppiC//
go_0019344_7	tcdA//
go_0019346_7	sufS//
go_0019353_8	psd//dam//nfi//lyxK//
go_0019354_6	rfbD//
go_0019379_5	mepS//
go_0019380_6	caiD//kdsA//
go_0019388_7	tgt//
go_0019391_6	yfcG//
go_0019394_7	mmuM//
go_0019395_5	sdhC//
go_0019404_8	gmd//phnG//
go_0019413_6	bioH//hemF//
go_0019419_4	dkgB//
go_0019427_7	purT//
go_0019430_5	amyA//tmk//ldtE//
go_0019432_7	gluQ//
go_0019439_5	fklB//cueO//
go_0019447_8	dgoK//
go_0019450_9	betA//
go_0019464_7	aroF//glgC//fadD//glgB//cmoA//aes//
go_0019480_4	coaA//
go_0019509_7	
go_0019516_4	gntK//ligB//
go_0019521_6	lpxM//malS//
go_0019542_6	moaD//
go_0019545_6	rluE//
go_0019546_9	mazG//
go_0019563_7	idnO//rrrD//ddlB//
go_0019568_7	leuA//serB//
go_0019569_7	yfiC//pheT//rpiB//
go_0019571_8	yccX//rhaB//gcvH//
go_0019572_8	birA//
go_0019584_7	
go_0019588_7	hcaE//mltA//
go_0019592_8	hisH//
go_0019595_8	narV//
go_0019607_6	fbaA//ligA//
go_0019622_6	cheR//argD//yfiC//
go_0019629_7	adhP//adhP//
go_0019632_5	pdxJ//bioD//rsmD//ilvN//
go_0019634_5	frmB//
go_0019645_6	rfbB//cysD//pykF//
go_0019646_6	rluC//mcrA//ldtE//ansA//
go_0019664_6	coaE//cpsG//
go_0019665_5	mutL//
go_0019673_6	rsgA//
go_0019676_3	ilvM//
go_0019677_8	
go_0019679_7	fcl//speA//araD//
go_0019686_6	yajO//
go_0019698_7	ldtB//patZ//mutS//agp//mdh//atoB//
go_0019700_6	clsB//dmsA//srlD//hemF//
go_0019740_2	serB//carA//ulaD//mocA//pgk//rsmB//
go_0019752_6	
go_0019805_6	gmd//
go_0019835_3	
go_0019852_5	ychF//rhaB//ynfF//
go_0019854_6	hchA//asnB//
go_0019856_7	sodB//
go_0019858_7	guaB//
go_0019859_7	gltB//
go_0019877_6	tdcG//ribB//umuC//
go_0019878_9	insI-1//
go_0019935_6	hmp//hcaF//
go_0019985_8	iaaA//hisH//
go_0019988_7	dcd//
go_0022417_4	pdxY//
go_0022610_2	plsC//
go_0022611_3	panB//xapA//puuD//
go_0022900_4	ribA//rhaA//
go_0022904_5	dacA//hemA//adhE//
go_0023014_4	pyrC//codA//birA//
go_0030001_7	wrbA//rnt//wrbA//
go_0030007_8	bglB//
go_0030026_9	
go_0030091_6	pheT//bacA//yfcF//pgsA//
go_0030153_5	
go_0030162_7	
go_0030163_5	wrbA//aldB//hisG//trmL//
go_0030244_9	
go_0030258_5	yieF//
go_0030260_7	
go_0030261_8	
go_0030307_6	
go_0030308_6	guaD//ybhA//
go_0030388_5	yegS//pabB//yqhD//
go_0030488_6	icd//cdsA//yihT//dhaK//astB//fabB//rihA//fadH//ulaF//glpC//
go_0030490_10	
go_0030497_7	melA//ampH//
go_0030541_4	
go_0030573_6	yihT//
go_0030632_8	valS//fbaA//ppiA//dgkA//
go_0030641_8	mutT//wcaJ//
go_0030643_8	
go_0030961_9	yciA//
go_0030980_7	ribB//treF//pagP//
go_0031118_8	hemC//
go_0031119_8	murF//rluE//preA//acpT//ruvC//dosP//
go_0031125_10	clsC//
go_0031162_5	wecC//
go_0031167_6	mltB//sgbE//glcB//yigL//lpcA//paoC//
go_0031280_6	fadD//
go_0031297_7	
go_0031342_5	
go_0031346_7	
go_0031365_7	eno//
go_0031400_8	
go_0031439_9	
go_0031460_7	menE//hcaD//nrfD//paaG//tsaB//sbcB//
go_0031554_7	
go_0031555_8	
go_0031556_9	
go_0031564_8	gatY//
go_0031638_7	
go_0031648_5	
go_0031669_5	
go_0031670_5	
go_0032025_6	tilS//
go_0032026_6	pinE//
go_0032049_8	puuB//dhaK//ubiG//
go_0032055_6	
go_0032091_6	
go_0032147_9	
go_0032150_8	
go_0032194_8	phnM//
go_0032196_3	entA//
go_0032238_6	pgk//
go_0032259_3	slyD//deoB//pdxA//slyD//
go_0032261_6	serS//
go_0032263_7	metH//pyrD//
go_0032264_7	fadB//nirB//
go_0032265_7	ubiI//
go_0032272_7	
go_0032297_10	
go_0032298_10	
go_0032324_6	gabD//nrdE//ttdA//
go_0032329_7	mutL//gcvH//
go_0032359_7	
go_0032412_6	
go_0032413_6	
go_0032414_6	tesB//
go_0032445_10	rffG//fkpA//
go_0032462_7	menA//
go_0032466_7	
go_0032467_7	
go_0032506_4	
go_0032508_8	fruK//dgoA//hemL//kdsD//
go_0032774_6	paoC//
go_0032775_6	recO//gabD//sbcB//
go_0032781_7	
go_0032784_8	
go_0032790_6	yeaE//
go_0032885_7	
go_0032951_8	
go_0032955_6	
go_0032973_7	ssuE//
go_0032978_7	
go_0033014_6	clsB//pgpA//
go_0033051_5	glcB//
go_0033120_8	
go_0033194_5	nagA//cyaA//serC//
go_0033195_5	epd//
go_0033212_10	panB//scpC//
go_0033214_11	paaH//caiB//
go_0033228_8	puuA//paaB//arnA//
go_0033317_7	pyrH//thiI//rsmE//ispF//
go_0033320_6	ubiF//
go_0033345_8	hypB//leuS//
go_0033353_5	yghU//
go_0033359_7	pphA//napA//
go_0033384_6	eno//
go_0033388_7	fucO//
go_0033477_5	cueO//
go_0033499_8	ampD//cysI//pyrE//rpiB//nagB//
go_0033518_6	pgaC//
go_0033539_7	speC//
go_0033542_7	adhE//
go_0033543_8	clsB//
go_0033567_6	
go_0033585_7	ubiH//citC//
go_0033611_8	ilvN//
go_0033683_7	
go_0034194_8	acpT//sdhC//coaE//
go_0034195_8	ldtD//
go_0034198_6	hisD//glgA//
go_0034203_6	cynS//
go_0034204_5	rnt//hcaD//
go_0034213_6	uxuB//
go_0034214_7	metH//narI//paaK//
go_0034219_6	gltD//narI//argS//mcrA//prmB//tmk//yigL//metL//sgbU//queC//ygjK//ttdB//glpA//abgA//lpxL//ddlA//dmsB//dut//gadA//mobA//torA//hchA//miaA//sodA//dnaQ//mutT//preA//rffC//nfsB//
go_0034220_6	rffH//tdk//hmp//feaB//araA//cobU//
go_0034224_6	
go_0034227_8	clsC//
go_0034258_8	aceF//
go_0034260_5	
go_0034289_7	pgm//
go_0034337_3	ydiB//
go_0034355_7	kduD//bglA//sseA//sdaA//
go_0034401_5	
go_0034414_9	mraY//
go_0034421_8	wzb//
go_0034470_8	deoD//
go_0034552_7	
go_0034599_5	ppiA//ttdA//nrdE//cof//dmsB//
go_0034605_5	udk//fadH//
go_0034614_6	dkgB//
go_0034620_6	ynfF//
go_0034628_9	leuS//yfbR//hcp//mutY//hisH//
go_0034635_6	ispU//
go_0034644_7	waaF//
go_0034661_7	
go_0034775_7	fabH//acpS//
go_0034983_9	rpe//clsA//
go_0035235_6	yfeX//pykF//nagA//
go_0035307_9	
go_0035335_8	rutE//rlmL//
go_0035344_8	hisB//phnN//
go_0035350_6	idi//
go_0035429_8	metB//moaD//wzb//entA//gabT//ilvH//
go_0035433_7	rsgA//
go_0035434_9	glpA//
go_0035435_9	waaL//clsA//nanK//yqjH//
go_0035442_7	glmS//yagF//mazG//ilvN//nagA//plsC//moaE//
go_0035443_7	lpxC//deoB//eda//
go_0035444_9	yrfG//yfeX//yihT//dacD//
go_0035461_6	nadD//
go_0035524_8	ssuD//
go_0035552_6	gcd//
go_0035553_6	ubiI//
go_0035556_4	
go_0035600_8	puuC//
go_0035672_6	phnJ//cof//katG//
go_0035725_9	yghU//uvrB//ppiA//ynfH//gpmM//
go_0035784_9	pflB//
go_0035864_6	
go_0035873_8	ldcA//hisF//
go_0035999_5	yciA//galK//pheT//
go_0036001_7	acs//
go_0036047_9	rpe//
go_0036049_9	nrfD//
go_0036088_6	gudD//
go_0036104_6	atoB//pfkB//
go_0036172_6	araA//
go_0036214_3	
go_0036265_6	glgC//
go_0036289_9	plsC//ubiC//
go_0036448_6	ycaO//trmJ//
go_0036460_5	
go_0036506_5	
go_0036525_7	
go_0038083_9	rutE//fucA//
go_0040033_9	
go_0042026_4	chbG//argA//gnd//hisF//
go_0042126_5	gpmA//
go_0042128_5	
go_0042150_7	nrfA//
go_0042157_5	
go_0042158_6	phnL//pcm//
go_0042177_7	
go_0042182_5	pykA//
go_0042219_6	
go_0042245_7	truA//yagF//nrdD//
go_0042254_5	ribF//
go_0042255_6	
go_0042274_5	ahpC//
go_0042304_7	
go_0042351_7	pbpC//
go_0042355_8	hcp//cysN//fre//lsrG//dgcT//ybjI//
go_0042371_7	lysC//
go_0042413_6	rffG//gmk//
go_0042450_7	murG//moeA//hyaA//argS//cysG//mhpC//
go_0042454_7	glpX//
go_0042493_4	nrfD//mgsA//def//xylA//dhaM//sdhB//dkgB//bioC//acs//ubiG//nrdE//waaF//hinT//
go_0042538_6	aldA//ydiB//gltX//
go_0042542_5	tmcA//kdsD//pgi//relA//
go_0042545_5	entF//
go_0042594_4	sucD//purC//ychF//lgoD//
go_0042619_6	
go_0042710_4	mtgA//patZ//aspA//aspC//betA//narZ//pdxY//truB//
go_0042732_6	panE//
go_0042744_6	chbF//pheT//
go_0042759_7	aroE//
go_0042773_6	rihA//
go_0042777_8	
go_0042780_10	treF//proC//
go_0042817_5	icd//
go_0042819_6	rnt//
go_0042823_6	murF//rluD//insI-1//gloA//
go_0042838_6	trpB//yjcS//thiG//waaG//
go_0042840_7	cadA//narI//dxr//cof//ackA//nadD//
go_0042843_7	treA//mnaT//
go_0042846_8	pheA//
go_0042852_9	aspC//
go_0042867_8	prmC//
go_0042873_7	fabB//
go_0042882_10	pgm//waaY//
go_0042884_7	fucI//dacC//ispH//
go_0042885_8	curA//
go_0042891_6	nudC//ghrB//nrdA//phnJ//wecC//cysN//glyA//
go_0042906_8	phr//surA//tesB//
go_0042908_5	rsmE//
go_0042914_8	galU//
go_0042918_6	phnJ//ssuE//
go_0042919_6	
go_0042920_6	pgaB//
go_0042928_7	
go_0042930_7	napA//asnS//dacA//plsB//gcvH//cysK//hemB//gltD//mutS//metF//
go_0042938_8	gdhA//tdcD//waaG//
go_0042939_8	apt//
go_0042941_8	rimK//
go_0042942_6	mhpD//fadD//
go_0042953_6	
go_0042956_8	puuB//pgsA//
go_0042968_8	ldtE//gnd//wzc//
go_0043039_6	ymdB//cmoA//asnS//
go_0043041_6	phnO//prpB//
go_0043085_5	waaZ//dgcZ//prpC//
go_0043086_5	pdeR//
go_0043093_3	alaA//fabZ//eno//ynfF//
go_0043097_6	dinB//rpiB//
go_0043099_7	rluF//
go_0043100_6	waaQ//
go_0043102_5	kbaY//
go_0043103_7	yjhH//
go_0043137_6	selD//yfcF//
go_0043150_8	
go_0043157_6	narZ//
go_0043164_6	gcd//pdxH//hcaF//ppc//rluB//coaD//frlC//
go_0043165_6	kdsA//xylB//
go_0043171_5	rffG//psuG//ilvD//sucD//mnmC//
go_0043200_5	
go_0043201_6	
go_0043213_7	fdhF//folC//
go_0043254_5	
go_0043335_3	wzb//aroL//coaA//xapA//ybcF//
go_0043433_5	thiD//oxc//opgB//
go_0043442_6	ubiE//
go_0043456_6	yqjH//
go_0043462_6	mrcA//
go_0043470_6	
go_0043471_6	
go_0043488_5	cysS//citX//ltaE//
go_0043547_7	
go_0043571_7	eutD//
go_0043610_4	pgpB//uxaA//gatD//
go_0043686_7	rlmE//
go_0043687_7	tsaD//lpxM//carA//polA//scpB//
go_0043708_5	treF//
go_0043709_6	uidA//
go_0043711_5	
go_0043952_7	
go_0043953_7	sbcB//
go_0044010_5	menB//astB//sodB//paaG//murD//pgaD//
go_0044011_4	tyrS//
go_0044036_5	narH//avtA//ubiE//
go_0044038_6	kduI//cheB//
go_0044092_4	
go_0044179_5	
go_0044208_7	hflX//
go_0044238_3	narH//ispB//mazG//fabA//
go_0044248_4	
go_0044255_4	
go_0044262_4	ruvC//kduD//
go_0044273_5	hisB//
go_0044275_5	rihC//
go_0044349_6	
go_0044355_6	menD//
go_0044532_6	
go_0044659_7	guaA//
go_0044718_6	umuD//
go_0044764_3	
go_0044780_6	oxc//
go_0044781_5	
go_0044787_5	glgX//
go_0044874_7	
go_0045004_7	fucA//fdhF//mcrA//
go_0045013_7	
go_0045226_7	galM//nagA//nagZ//phnJ//ispH//fabG//
go_0045333_5	dfp//glcD//
go_0045337_6	yrfG//
go_0045454_4	rsmD//glk//cysH//glnS//fadB//sodA//bcsA//
go_0045471_5	glyS//thiM//
go_0045717_8	paaE//tktB//
go_0045719_8	
go_0045723_8	
go_0045727_8	
go_0045732_7	
go_0045733_6	waaA//hyaB//
go_0045819_8	
go_0045828_7	
go_0045848_5	
go_0045859_7	
go_0045861_8	
go_0045862_8	
go_0045883_5	
go_0045892_8	ydfG//lsrG//garK//rihC//pgaD//
go_0045893_8	selA//menI//
go_0045900_9	
go_0045903_5	hflX//
go_0045912_6	gltX//rffT//yfbR//
go_0045926_5	
go_0045936_8	
go_0045947_9	ldcC//dgoA//
go_0045975_9	
go_0045990_6	
go_0046037_8	pgaC//
go_0046040_8	mngB//
go_0046047_8	truD//
go_0046050_8	lplA//kdsA//lpxM//
go_0046052_8	tynA//
go_0046061_8	dmsB//
go_0046076_8	murE//
go_0046081_8	panE//cdh//
go_0046086_6	ubiC//
go_0046098_7	hmp//
go_0046100_7	nadA//
go_0046101_6	mltF//moaE//
go_0046103_9	sbcB//
go_0046104_8	citG//
go_0046115_10	alaS//
go_0046133_8	ilvM//prpD//
go_0046166_6	acnA//
go_0046168_6	citG//trmD//
go_0046176_6	idnD//serB//apt//cyoE//
go_0046177_7	purL//sgbH//rlmI//gatY//
go_0046181_7	dadA//
go_0046183_7	menI//mutL//yccX//
go_0046187_6	cof//
go_0046196_5	menE//
go_0046210_6	fumA//paaH//alkA//
go_0046214_6	fumA//
go_0046256_7	bacA//scpB//
go_0046271_5	gloB//
go_0046279_6	fucA//
go_0046292_4	thrB//
go_0046294_5	pheT//tatD//
go_0046296_6	lpxK//edd//araD//
go_0046306_6	adk//bioH//
go_0046323_10	fre//
go_0046325_8	
go_0046336_6	dfp//
go_0046342_8	ppiC//
go_0046348_6	argF//ubiH//
go_0046365_5	araD//
go_0046392_7	nadA//allD//ulaE//umpG//
go_0046397_6	
go_0046416_6	psd//
go_0046452_6	puuB//
go_0046459_6	hemD//
go_0046470_5	
go_0046474_6	hemL//puuD//ydfG//hemB//alsE//coaA//
go_0046487_5	cysE//
go_0046501_6	pcm//
go_0046618_6	nrdA//thiD//pdxB//purT//rhaB//gpmA//
go_0046654_7	miaA//panC//cysM//pgsA//rffC//
go_0046655_5	mnmG//
go_0046656_6	napA//lpcA//pgpC//mhpA//mak//poxB//
go_0046657_6	surA//
go_0046677_4	phnO//pfkB//galK//menD//preT//menE//yggF//hemC//rlmJ//yegS//puuC//ppk//lpoA//mobA//ilvI//ynfE//mcrA//gatD//ligA//yrfG//opgE//ung//tdcB//wzb//ansB//kdsA//nrdE//yeaG//purC//galU//cmk//
go_0046685_4	ubiD//glpD//
go_0046686_6	ispB//
go_0046688_6	ychF//iscS//
go_0046690_5	dgt//pta//
go_0046710_8	fcl//
go_0046718_8	plsC//cysC//
go_0046777_8	hinT//glpB//lldD//
go_0046834_6	mngB//
go_0046835_5	lpxT//fkpB//psuG//idnD//kduI//opgE//putA//adhP//waaQ//ascB//umuD//purU//dgcM//tesB//yfeW//glgX//alaA//lpxT//dkgA//fadI//yfaU//
go_0046836_7	adiA//
go_0046839_6	acpS//
go_0046855_6	sdhC//
go_0046892_8	
go_0046901_7	rhaM//
go_0046939_7	trpD//leuB//rsmI//yeaG//
go_0046942_7	rffG//hyaA//nadD//
go_0046944_7	fklB//
go_0047484_6	
go_0048034_6	tdcB//
go_0048255_6	
go_0048473_8	dhaM//
go_0048518_4	
go_0048870_3	fucO//
go_0050427_5	folA//
go_0050667_6	fadD//ybiV//
go_0050779_5	rihB//
go_0050790_4	ribB//tpiA//
go_0050821_5	hpt//epmA//
go_0050918_5	ulaE//trmO//
go_0050919_5	ldtC//
go_0051050_5	
go_0051083_5	manA//
go_0051085_5	manA//ubiX//
go_0051090_4	glgX//
go_0051091_5	fucI//
go_0051131_7	
go_0051143_8	yfbR//
go_0051156_5	argC//
go_0051171_5	
go_0051188_5	cysC//
go_0051191_6	pgi//
go_0051205_6	
go_0051224_6	
go_0051252_6	
go_0051258_7	
go_0051260_7	nrdD//torC//
go_0051270_5	
go_0051271_6	rsmD//pyrC//
go_0051274_8	
go_0051276_5	
go_0051289_8	eno//rbsD//nadB//dacD//rffT//ychF//dxs//ispA//lpoA//coaD//rluE//rsgA//sufS//nagB//glgP//rluE//purN//ispA//pyrG//guaB//eda//rsmD//dgcZ//apaH//glpC//mrcB//waaB//opgB//treA//clsA//aceA//coaA//
go_0051301_3	epmC//gadA//betB//menF//mog//gluQ//speB//rhaM//
go_0051302_5	
go_0051304_4	tyrS//
go_0051338_5	
go_0051345_6	
go_0051346_6	serC//
go_0051347_6	
go_0051349_6	
go_0051353_6	dgcM//
go_0051391_8	tnaA//
go_0051409_4	sgbE//
go_0051410_3	folX//
go_0051452_10	menD//
go_0051453_9	nagB//
go_0051454_10	nadC//sucD//waaF//preA//nadA//
go_0051476_7	tilS//
go_0051484_7	dmsA//
go_0051495_8	
go_0051595_6	frlB//kduI//
go_0051596_6	aspA//suhB//truC//metG//
go_0051599_4	
go_0051603_6	paaC//kduD//
go_0051604_5	rfbD//alsE//sucB//
go_0051607_4	pepD//lysC//
go_0051649_4	
go_0051668_4	
go_0051692_6	udp//prpD//
go_0051704_2	glgA//napB//
go_0051715_4	
go_0051716_3	
go_0051726_5	
go_0051781_6	pgi//
go_0051782_6	
go_0051977_7	
go_0051983_5	
go_0052131_6	
go_0052547_6	
go_0052653_5	
go_0052777_7	aldB//proC//
go_0052778_6	glpK//
go_0052837_6	thiG//
go_0055070_10	ulaE//
go_0055072_10	ubiD//waaC//
go_0055085_5	yfcG//acpT//nirD//leuD//metH//bfr//nagA//rrrD//dbpA//mutH//phnM//metC//yajO//paaJ//dsdA//citG//phnG//pheT//narY//mrdA//galT//thiH//yjjG//ndk//prmC//frmA//tag//ygjK//sdaA//cynS//narG//agp//hycB//mrcB//hemG//dxs//allD//tgt//allD//nth//alkA//putA//rlmH//yajO//yjhG//alaS//dut//ribA//thiH//aroB//ychF//murG//ubiG//aes//speA//hisB//fadD//yegS//trmI//thyA//kdsA//trmA//fau//glgP//yihV//rsmG//panC//trmH//patD//puuE//argA//argK//entH//waaU//ybhA//waaC//mrdA//speA//aroL//sdhD//
go_0055086_4	nrdE//lacZ//
go_0055114_3	entD//rihB//paoC//pphA//murQ//yqjH//prmB//pabA//yggF//nrfC//rbn//dcyD//cdsA//mhpC//arnA//entF//gpp//entB//rluD//gmhB//phnH//queG//ilvM//alkB//gph//wecB//recJ//nudF//pdxK//gutQ//pgl//ubiA//ispU//fadJ//yciA//ligB//menH//eptA//tgt//pyrC//hisB//dmsC//clsA//sdhC//
go_0055129_5	sgbH//ilvA//murC//
go_0055130_8	pyrD//mrcB//
go_0060003_10	murA//argK//
go_0060274_5	ubiF//
go_0060326_5	pabC//
go_0060566_8	
go_0060567_8	
go_0060699_8	
go_0060702_9	folP//
go_0061077_4	mutH//yrfG//fbp//argD//narY//
go_0061475_9	rsgA//
go_0061504_8	azoR//
go_0061610_5	rpe//
go_0061615_7	rfaE//nrdF//
go_0061720_5	alsE//rlmE//ppsA//
go_0065002_6	pabB//
go_0065007_2	guaB//
go_0070084_7	glcD//
go_0070178_5	pdxY//
go_0070207_8	mrcA//ldtC//allC//
go_0070298_8	
go_0070301_6	pgaD//rfaE//
go_0070329_5	moeA//
go_0070413_7	ftnA//
go_0070415_6	hemC//lgoD//
go_0070417_5	rlmF//
go_0070453_7	udk//
go_0070475_7	lpxP//metK//dcyD//rlmB//yqhD//epmA//dkgB//ttdB//gabT//rutA//solA//garK//lpxL//moeA//queA//yihX//mutT//cheR//tatD//
go_0070476_7	entH//coaE//
go_0070482_4	menA//
go_0070574_9	rihB//cysG//metK//phnI//
go_0070581_8	
go_0070588_9	
go_0070689_6	fadA//insI-1//
go_0070726_5	sgbE//pbpC//
go_0070778_6	uidA//fucK//
go_0070894_6	
go_0070930_7	
go_0070981_6	scpC//
go_0070989_4	nrdA//
go_0071139_6	
go_0071218_6	xylB//
go_0071229_5	
go_0071230_6	acpT//
go_0071236_5	cynT//ldhA//pykA//
go_0071237_6	
go_0071243_5	opgB//
go_0071248_6	
go_0071249_6	
go_0071250_6	
go_0071266_6	aroL//
go_0071271_7	gudD//
go_0071276_7	
go_0071280_7	aroH//
go_0071284_7	
go_0071286_7	
go_0071287_7	
go_0071288_7	gcvT//pheA//
go_0071289_7	ansB//
go_0071291_6	thiD//
go_0071292_7	cysN//
go_0071294_7	dhaK//
go_0071310_5	
go_0071421_9	fadD//alaS//pyrB//
go_0071422_7	ycaO//speA//cheB//
go_0071423_8	ribD//
go_0071454_5	folX//menD//
go_0071456_5	
go_0071467_5	
go_0071468_6	dgoK//opgE//phoA//ltaE//
go_0071470_5	
go_0071474_6	melA//dgcT//metH//
go_0071500_5	glcF//
go_0071502_5	
go_0071555_4	folP//thiD//yhdJ//rsmI//gpmA//aroH//mltF//tsaB//
go_0071577_9	umuD//mog//tesB//mobA//carB//uidA//
go_0071705_5	
go_0071731_5	
go_0071732_6	mltC//
go_0071769_5	
go_0071805_4	lacZ//sdhA//glpK//poxB//rutE//yfeW//treC//accB//bioF//
go_0071806_6	putA//uxuB//
go_0071807_8	
go_0071897_6	torC//ybiV//pgl//wecC//lysU//cysI//
go_0071915_9	rutE//
go_0071932_8	waaY//
go_0071934_6	ftsI//
go_0071945_7	
go_0071951_8	thrB//
go_0071963_4	
go_0071973_6	tynA//
go_0071977_5	
go_0071978_7	
go_0072321_6	
go_0072323_7	
go_0072344_7	aspA//mtn//
go_0072348_5	sdhA//
go_0072488_7	hcp//
go_0072511_7	guaC//
go_0072531_6	murA//
go_0072581_9	murE//
go_0072714_5	
go_0075713_7	
go_0080111_4	araB//pabB//
go_0089705_7	
go_0089709_7	fkpB//pagP//
go_0090071_6	
go_0090116_7	torC//
go_0090143_4	
go_0090305_6	nadK//udp//dacD//ydiB//yfeW//nadE//hyaC//aroD//rnd//arnA//hisI//yihS//rffM//tsaD//uxaB//metF//dxs//pdeR//leuB//pflB//ubiC//accD//torZ//idnK//ybjI//waaO//prmB//glmM//gcvP//rhaB//yihX//tdcB//mgsA//dusC//thiC//metC//pphB//eutD//ldcC//phoA//aldA//pta//
go_0090313_8	
go_0090347_6	
go_0090352_6	
go_0090357_7	
go_0090358_8	
go_0090501_7	pgpC//dapB//paaH//lpd//frdB//fucI//glpC//mutM//citX//tnaA//bioB//gcl//
go_0090502_8	rsmF//rlmL//gadB//yfaU//dxs//dapF//ligA//nfsB//tgt//yggF//cobB//ttdA//bglB//prmB//frmA//gph//ligB//
go_0090503_8	uvrA//cmoB//kdsB//eptB//bioF//asnB//nanK//pphA//tdcB//
go_0090529_5	
go_0090540_10	deoD//
go_0090549_5	
go_0090609_6	fabI//
go_0097056_7	rrrD//
go_0097264_6	speC//
go_0097304_7	waaU//
go_0097339_7	cof//
go_0097428_6	idnD//speC//
go_0097502_4	mug//
go_0097510_7	ansA//
go_0097533_5	
go_0097638_8	dosP//
go_0098002_8	
go_0098655_7	btuE//rfbB//hemD//garK//leuB//lpxT//acnA//dgkA//rluD//dhaK//rutB//gltB//queG//miaB//sodC//
go_0098656_7	ygeX//
go_0098707_10	
go_0098708_8	rfbC//ynfF//
go_0098710_7	rihC//uidA//
go_0098713_8	tadA//dmlA//
go_0098719_9	
go_0098732_6	trmD//
go_0098795_9	kefF//
go_0098869_4	murE//azoR//truD//asd//dmsA//dam//fumA//sdhC//ybiV//fbaA//mraY//accA//prmC//mak//uxaB//
go_0099131_7	pdxY//
go_0099132_7	glcB//gcvH//gluQ//tpiA//eptC//rsmE//ulaE//ynfE//
