# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	murF//
go_0015906_6	alkA//
go_0015909_8	dxr//
go_0015912_8	fcl//
go_0015914_7	hemG//
go_0015920_7	waaP//carA//
go_0015937_7	yagF//folP//dusB//sucB//
go_0015940_6	mltF//
go_0015944_4	epmA//aroC//amyA//
go_0015949_5	mug//fadB//bioF//eno//menD//yqjH//clsA//yjiA//dxr//thrB//eptC//rph//glyS//epmC//tnaA//rutD//cpdB//gadA//
go_0015950_6	pgpB//
go_0015951_7	tktB//hisA//
go_0015968_6	
go_0015969_8	moeA//ribD//
go_0015976_2	metE//
go_0015986_7	
go_0015990_10	trmI//bioF//
go_0016024_7	gpmM//
go_0016032_5	argE//
go_0016036_6	tcdA//gluQ//
go_0016042_5	
go_0016052_5	gldA//rlmE//ispG//tgt//
go_0016075_8	leuS//
go_0016078_8	dnaQ//
go_0016094_6	rdgB//gudD//
go_0016226_5	eptA//aphA//lysC//thiL//
go_0016259_7	dmsC//
go_0016260_8	ribE//dut//yjjG//
go_0016310_6	frdC//glk//iscS//wzb//tktA//mutM//eptC//lipB//metC//dacA//pncB//frlC//psuG//hyaA//galM//idnK//hinT//
go_0016311_6	frlB//epmA//glpD//puuE//idi//uxaC//glcB//rlmL//cysQ//ilvH//rluF//rutB//cynT//adiA//dusC//phnP//malZ//aroG//bacA//icd//trmO//mug//yihS//lyxK//yqjH//ldcA//tsaD//dosP//yihS//pncB//narV//recF//arnA//nirB//acnB//kduD//glcB//gatD//fbp//yagE//
go_0016458_3	
go_0016485_6	phnL//entE//
go_0016540_7	zwf//yfaU//
go_0016579_7	otsA//
go_0016998_5	lipA//
go_0017001_5	paaB//
go_0017003_8	glxR//
go_0017004_7	tig//
go_0017013_7	
go_0017038_6	
go_0017148_8	cheB//mhpA//yeaE//sucD//talB//
go_0017189_7	purT//
go_0017198_7	panB//
go_0018012_8	speC//
go_0018023_7	argS//
go_0018063_8	thyA//
go_0018070_8	gpsA//eno//
go_0018104_8	cysC//ligA//idi//hemL//preA//
go_0018105_8	lipA//
go_0018106_8	
go_0018108_8	pdeR//
go_0018117_8	
go_0018125_6	serC//
go_0018131_6	glpB//
go_0018160_8	cobU//
go_0018206_8	ybhA//
go_0018247_9	phnH//
go_0018283_6	
go_0018298_7	bfr//
go_0018307_7	rpiB//
go_0018315_8	mrdA//
go_0018339_9	queC//
go_0018345_8	phnN//
go_0018364_6	polB//patD//
go_0018378_9	
go_0018393_10	yfeX//
go_0018394_9	aroF//
go_0018410_8	rbsD//
go_0018909_5	rfaD//
go_0018937_4	umuC//
go_0019042_6	accB//
go_0019068_6	
go_0019076_6	
go_0019217_7	
go_0019242_6	chbG//
go_0019243_7	dgcM//rsmD//cmoB//menI//
go_0019249_6	serC//
go_0019250_7	serB//
go_0019262_6	cfa//entE//hyaA//fadD//otsA//
go_0019264_7	speA//
go_0019272_9	nagB//pabC//
go_0019284_7	narV//rpiA//
go_0019285_5	gmk//rffG//
go_0019288_6	patZ//paaF//fdhF//ssuD//
go_0019290_5	
go_0019292_8	ribE//
go_0019294_6	gph//rlmG//queC//cmk//
go_0019299_6	cysN//
go_0019301_7	gapA//guaA//uvrC//yihU//rutC//menI//entE//
go_0019303_7	waaY//tag//
go_0019305_7	thrA//
go_0019309_7	leuC//
go_0019316_8	prs//curA//queD//
go_0019318_5	cysE//
go_0019323_6	waaB//lgoD//dgcT//rlmA//narH//surA//tynA//
go_0019324_6	entF//rlmJ//ispH//trpE//malS//
go_0019343_8	hemD//
go_0019344_7	lpd//
go_0019346_7	lipB//
go_0019353_8	prpB//rutA//ilvC//lpoA//
go_0019354_6	nirB//
go_0019379_5	plsC//
go_0019380_6	mltC//tilS//
go_0019388_7	miaB//
go_0019391_6	ogt//
go_0019394_7	fucA//
go_0019395_5	menC//
go_0019404_8	entE//murB//
go_0019413_6	eutB//dgcZ//
go_0019419_4	alr//
go_0019427_7	trmO//
go_0019430_5	paaF//lpcA//acs//
go_0019432_7	ymdB//
go_0019439_5	nrdE//pfkA//
go_0019447_8	gloA//
go_0019450_9	udp//
go_0019464_7	adk//fadJ//mngB//ftnA//hemN//proC//
go_0019480_4	dgcT//
go_0019509_7	
go_0019516_4	nfsB//dacD//
go_0019521_6	frmA//mnmC//
go_0019542_6	purC//
go_0019545_6	moaA//
go_0019546_9	fadI//
go_0019563_7	lplA//nanE//bacA//
go_0019568_7	hisG//iaaA//
go_0019569_7	gabD//hemB//purN//
go_0019571_8	rlmC//tktB//fadA//
go_0019572_8	hisI//
go_0019584_7	
go_0019588_7	ubiG//ilvH//
go_0019592_8	yegS//
go_0019595_8	rlmJ//
go_0019607_6	manA//opgE//
go_0019622_6	fadD//tcdA//aspC//
go_0019629_7	yghU//hyi//
go_0019632_5	rffM//lpcA//gloB//thiI//
go_0019634_5	rffH//
go_0019645_6	pdxK//nudG//fruK//
go_0019646_6	gor//pgi//aroH//rbsK//
go_0019664_6	dacD//dam//
go_0019665_5	arsC//
go_0019673_6	gmhB//
go_0019676_3	pphA//
go_0019677_8	
go_0019679_7	hpt//kdsC//purN//
go_0019686_6	dkgA//
go_0019698_7	tesB//puuA//waaH//ndh//cheB//tynA//
go_0019700_6	ybjI//recO//dhaK//waaH//
go_0019740_2	accB//dacA//ada//etp//mtlD//truB//
go_0019752_6	
go_0019805_6	malS//
go_0019835_3	
go_0019852_5	yigL//arsC//nfsB//
go_0019854_6	nirD//gltD//
go_0019856_7	thrS//
go_0019858_7	trpD//
go_0019859_7	cysC//
go_0019877_6	waaG//mtgA//pheS//
go_0019878_9	appA//
go_0019935_6	nrdA//fruK//
go_0019985_8	dgcZ//phnG//
go_0019988_7	fabD//
go_0022417_4	trpC//
go_0022610_2	nudF//
go_0022611_3	abgA//glk//selA//
go_0022900_4	ldtE//bioC//
go_0022904_5	rdgB//garK//rfbC//
go_0023014_4	cynS//umpH//carB//
go_0030001_7	nirB//eda//hyaB//
go_0030007_8	bioB//
go_0030026_9	
go_0030091_6	lpd//arnT//speF//glpX//
go_0030153_5	
go_0030162_7	
go_0030163_5	sgbU//aldB//menF//ddlB//
go_0030244_9	
go_0030258_5	lysS//
go_0030260_7	
go_0030261_8	
go_0030307_6	
go_0030308_6	tktB//ilvD//
go_0030388_5	bioB//bglA//gcvH//
go_0030488_6	recG//yfeW//sgbU//mpaA//dgoA//recO//rsmJ//gntK//pgaC//add//
go_0030490_10	
go_0030497_7	ppx//hemC//
go_0030541_4	
go_0030573_6	mutY//
go_0030632_8	ybhA//dadA//purN//tktB//
go_0030641_8	mug//umuC//
go_0030643_8	
go_0030961_9	yihU//
go_0030980_7	pdxJ//fruK//ppiA//
go_0031118_8	serS//
go_0031119_8	gcl//hisC//rfbC//ubiE//psd//hdhA//
go_0031125_10	lpxT//
go_0031162_5	oxc//
go_0031167_6	nrfB//ldhA//nadK//hycB//queC//hcaB//
go_0031280_6	yrfG//
go_0031297_7	
go_0031342_5	
go_0031346_7	
go_0031365_7	panD//
go_0031400_8	
go_0031439_9	
go_0031460_7	frdA//kdgK//folP//rluA//purD//pyrG//
go_0031554_7	
go_0031555_8	
go_0031556_9	
go_0031564_8	rdgB//
go_0031638_7	
go_0031648_5	
go_0031669_5	
go_0031670_5	
go_0032025_6	abgB//
go_0032026_6	slyD//
go_0032049_8	pck//paaZ//yieF//
go_0032055_6	
go_0032091_6	
go_0032147_9	
go_0032150_8	
go_0032194_8	ydfG//
go_0032196_3	sucD//
go_0032238_6	dkgA//
go_0032259_3	recJ//glmU//aphA//eptA//
go_0032261_6	pyrF//
go_0032263_7	bioA//bioF//
go_0032264_7	epmC//dnaQ//
go_0032265_7	iaaA//
go_0032272_7	
go_0032297_10	
go_0032298_10	
go_0032324_6	curA//betA//narV//
go_0032329_7	glpD//aroL//
go_0032359_7	
go_0032412_6	
go_0032413_6	
go_0032414_6	trpS//
go_0032445_10	rsmD//azoR//
go_0032462_7	bcsA//
go_0032466_7	
go_0032467_7	
go_0032506_4	
go_0032508_8	rluA//ymdB//aldA//yieF//
go_0032774_6	sdhC//
go_0032775_6	waaC//pncB//lpxH//
go_0032781_7	
go_0032784_8	
go_0032790_6	phnP//
go_0032885_7	
go_0032951_8	
go_0032955_6	
go_0032973_7	pdxJ//
go_0032978_7	
go_0033014_6	polA//rfbC//
go_0033051_5	yeaG//
go_0033120_8	
go_0033194_5	fklB//prmC//alkA//
go_0033195_5	ubiE//
go_0033212_10	yjiA//kbaY//
go_0033214_11	gadB//recF//
go_0033228_8	tktB//metE//cysC//
go_0033317_7	sucC//pfkB//rluF//ldtD//
go_0033320_6	narH//
go_0033345_8	sthA//codA//
go_0033353_5	fau//
go_0033359_7	mhpD//yfcF//
go_0033384_6	waaA//
go_0033388_7	edd//
go_0033477_5	cysE//
go_0033499_8	pgpB//dam//srlD//trmJ//treF//
go_0033518_6	ligB//
go_0033539_7	murI//
go_0033542_7	apt//
go_0033543_8	waaS//
go_0033567_6	
go_0033585_7	pabB//gluQ//
go_0033611_8	pgpB//
go_0033683_7	
go_0034194_8	fabD//kefF//pgpB//
go_0034195_8	mocA//
go_0034198_6	rsmE//wzb//
go_0034203_6	luxS//
go_0034204_5	fbaA//ansA//
go_0034213_6	entC//
go_0034214_7	rlmF//tmk//pyrE//
go_0034219_6	murQ//pldB//nrdB//pyrE//rlmF//dapB//menA//glgA//tag//fadH//pdeH//speC//epmB//ldtC//kbaY//dosP//pgk//frmA//abgB//dcm//gudD//ulaG//cmoB//glmU//malS//xylA//yggF//fruK//murG//
go_0034220_6	udk//lpxH//ftsI//bioF//alaA//scpC//
go_0034224_6	
go_0034227_8	mtgA//
go_0034258_8	gshB//
go_0034260_5	
go_0034289_7	ynfE//
go_0034337_3	rlmH//
go_0034355_7	yieH//nudB//yagE//uidA//
go_0034401_5	
go_0034414_9	ppsA//
go_0034421_8	tgt//
go_0034470_8	metC//
go_0034552_7	
go_0034599_5	alr//scpB//gdhA//rlmC//bacA//
go_0034605_5	hcaD//leuA//
go_0034614_6	fkpB//
go_0034620_6	pdeH//
go_0034628_9	hisG//ftnA//lysC//glgB//pyrH//
go_0034635_6	frdA//
go_0034644_7	pgi//
go_0034661_7	
go_0034775_7	fbp//lpxC//
go_0034983_9	yqhD//purN//
go_0035235_6	gadA//rhaM//proS//
go_0035307_9	
go_0035335_8	nrfA//wcaJ//
go_0035344_8	mnaT//pyrH//
go_0035350_6	hisG//
go_0035429_8	waaS//ispF//nanK//bcsA//opgB//panB//
go_0035433_7	moeA//
go_0035434_9	moaD//
go_0035435_9	idnD//deoA//adhE//queD//
go_0035442_7	luxS//lpoB//ribD//cpdB//trmD//gloC//oxc//
go_0035443_7	waaC//waaU//mtlD//
go_0035444_9	yfeW//arsC//gldA//yidA//
go_0035461_6	yjjX//
go_0035524_8	nemA//
go_0035552_6	serC//
go_0035553_6	ubiA//
go_0035556_4	
go_0035600_8	gshB//
go_0035672_6	gloB//bioF//ddlA//
go_0035725_9	cmoA//hisI//rfbB//waaY//gcvP//
go_0035784_9	ddlA//
go_0035864_6	
go_0035873_8	pgl//prpC//
go_0035999_5	narH//paaJ//ravA//
go_0036001_7	ycjU//
go_0036047_9	murA//
go_0036049_9	sgbE//
go_0036088_6	hisH//
go_0036104_6	lipB//fumC//
go_0036172_6	paaB//
go_0036214_3	
go_0036265_6	cysN//
go_0036289_9	ascB//trpA//
go_0036448_6	trmJ//ttdB//
go_0036460_5	
go_0036506_5	
go_0036525_7	
go_0038083_9	gcvP//alsE//
go_0040033_9	
go_0042026_4	rutD//waaC//yfaU//folD//
go_0042126_5	putA//
go_0042128_5	
go_0042150_7	rpe//
go_0042157_5	
go_0042158_6	gldA//pyrB//
go_0042177_7	
go_0042182_5	lpxH//
go_0042219_6	
go_0042245_7	ftsI//pyrD//fruK//
go_0042254_5	lpxH//
go_0042255_6	
go_0042274_5	yjcS//
go_0042304_7	
go_0042351_7	xapA//
go_0042355_8	mtgA//narY//fre//ubiF//galT//lpxT//
go_0042371_7	fabI//
go_0042413_6	ascB//ung//
go_0042450_7	ldcA//rfbC//idnK//ispU//cof//acs//
go_0042454_7	malQ//
go_0042493_4	entE//mcrB//nirB//tsaB//proB//miaB//pyrH//sodA//kefF//mutS//pgaD//hinT//preA//
go_0042538_6	nemA//clsC//cpdA//
go_0042542_5	mcrB//rsmI//paaC//rihC//
go_0042545_5	codA//
go_0042594_4	sdhB//fadA//dapB//mpaA//
go_0042619_6	
go_0042710_4	cmoA//leuS//lpxP//frdD//hcp//sgbU//aceB//sodC//
go_0042732_6	yggF//
go_0042744_6	dkgA//araB//
go_0042759_7	rsmH//
go_0042773_6	entD//
go_0042777_8	
go_0042780_10	murA//purU//
go_0042817_5	ygeX//
go_0042819_6	proA//
go_0042823_6	yigB//phnH//etk//frdB//
go_0042838_6	nadE//yfiC//phnG//fucA//
go_0042840_7	gstB//azoR//hisH//frdA//ubiX//ispH//
go_0042843_7	adk//eutD//
go_0042846_8	dnaQ//
go_0042852_9	moaD//
go_0042867_8	purU//
go_0042873_7	ttdB//
go_0042882_10	upp//adeD//
go_0042884_7	yajO//hisG//umuC//
go_0042885_8	dsdA//
go_0042891_6	aroB//ansB//yfeW//thiD//cdd//ulaD//waaB//
go_0042906_8	torA//phnM//lpxP//
go_0042908_5	accD//
go_0042914_8	fdhF//
go_0042918_6	mmuM//pncB//
go_0042919_6	
go_0042920_6	yihX//
go_0042928_7	
go_0042930_7	glcB//gcvH//agp//nrdE//cpsB//uxuA//eutB//argK//nemA//epd//
go_0042938_8	acpH//pgpB//epd//
go_0042939_8	rsuA//
go_0042941_8	pheT//
go_0042942_6	fucO//mnmA//
go_0042953_6	
go_0042956_8	fadI//yegS//
go_0042968_8	rnd//mutL//ydiB//
go_0043039_6	azoR//purF//rlmJ//
go_0043041_6	queA//ssuE//
go_0043085_5	ilvI//orn//waaQ//
go_0043086_5	melA//
go_0043093_3	argI//asnB//proS//fadM//
go_0043097_6	thiH//glxK//
go_0043099_7	eda//
go_0043100_6	tcdA//
go_0043102_5	waaA//
go_0043103_7	nagK//
go_0043137_6	paaJ//cmk//
go_0043150_8	
go_0043157_6	gutQ//
go_0043164_6	aes//guaC//fcl//trmJ//pck//fucA//entB//
go_0043165_6	nanK//lpxB//
go_0043171_5	bioB//hemA//tmk//hdhA//chbG//
go_0043200_5	
go_0043201_6	
go_0043213_7	dld//gabT//
go_0043254_5	
go_0043335_3	nudG//ogt//rluB//eno//acnA//
go_0043433_5	folX//ilvE//gabT//
go_0043442_6	tnaA//
go_0043456_6	ilvH//
go_0043462_6	torC//
go_0043470_6	
go_0043471_6	
go_0043488_5	sodA//gltD//yfeX//
go_0043547_7	
go_0043571_7	cysG//
go_0043610_4	trpS//ttdB//deoA//
go_0043686_7	umuD//
go_0043687_7	hemE//coaE//waaQ//thrS//talB//
go_0043708_5	galK//
go_0043709_6	bfr//
go_0043711_5	
go_0043952_7	
go_0043953_7	yhdH//
go_0044010_5	murA//tyrA//cysS//tsaC//waaP//thrA//
go_0044011_4	ilvD//
go_0044036_5	argG//leuS//napA//
go_0044038_6	phnP//rfbB//
go_0044092_4	
go_0044179_5	
go_0044208_7	hemC//
go_0044238_3	asd//wzc//mltC//nadD//
go_0044248_4	
go_0044255_4	
go_0044262_4	glmS//ansB//
go_0044273_5	yciV//
go_0044275_5	serB//
go_0044349_6	
go_0044355_6	ansB//
go_0044532_6	
go_0044659_7	rrrD//
go_0044718_6	prpB//
go_0044764_3	
go_0044780_6	clsA//
go_0044781_5	
go_0044787_5	pinE//
go_0044874_7	
go_0045004_7	glgB//katG//murA//
go_0045013_7	
go_0045226_7	xylA//mrcA//araA//hemD//rhaB//purT//
go_0045333_5	ldtE//pphB//
go_0045337_6	gcd//
go_0045454_4	fadM//leuD//hyaB//cdh//nagB//ilvA//yjhH//
go_0045471_5	nudC//sufS//
go_0045717_8	kefF//mngB//
go_0045719_8	
go_0045723_8	
go_0045727_8	
go_0045732_7	
go_0045733_6	metH//ackA//
go_0045819_8	
go_0045828_7	
go_0045848_5	
go_0045859_7	
go_0045861_8	
go_0045862_8	
go_0045883_5	
go_0045892_8	aceF//serA//yigL//ilvB//rlmH//
go_0045893_8	aroK//pabB//
go_0045900_9	
go_0045903_5	ubiC//
go_0045912_6	trmD//metL//mutS//
go_0045926_5	
go_0045936_8	
go_0045947_9	nrfA//rluC//
go_0045975_9	
go_0045990_6	
go_0046037_8	hemA//
go_0046040_8	ispB//
go_0046047_8	fbaA//
go_0046050_8	mrcA//pdxH//folE//
go_0046052_8	yeiG//
go_0046061_8	truC//
go_0046076_8	ribC//
go_0046081_8	dhaM//glxR//
go_0046086_6	aroL//
go_0046098_7	waaH//
go_0046100_7	glgP//
go_0046101_6	rluF//dapF//
go_0046103_9	chbG//
go_0046104_8	allD//
go_0046115_10	ribD//
go_0046133_8	lipB//dgcM//
go_0046166_6	chbG//
go_0046168_6	mnmC//murD//
go_0046176_6	kdsA//avtA//lacZ//pyrF//
go_0046177_7	dapA//pinE//mpaA//betA//
go_0046181_7	pyrF//
go_0046183_7	metH//yjjG//cobU//
go_0046187_6	acnB//
go_0046196_5	deoC//
go_0046210_6	nadD//dgoA//cysK//
go_0046214_6	sucD//
go_0046256_7	hcaB//gmhB//
go_0046271_5	glcF//
go_0046279_6	cmk//
go_0046292_4	epd//
go_0046294_5	hyaB//mmuM//
go_0046296_6	hyaB//xylB//rlmJ//
go_0046306_6	glgX//nrfA//
go_0046323_10	dgcT//
go_0046325_8	
go_0046336_6	yihU//
go_0046342_8	rimK//
go_0046348_6	xylA//fumA//
go_0046365_5	metB//
go_0046392_7	serS//citE//tsaC//treF//
go_0046397_6	
go_0046416_6	lysC//
go_0046452_6	der//
go_0046459_6	ispB//
go_0046470_5	
go_0046474_6	dnaE//fumC//dfp//ispA//truA//apt//
go_0046487_5	truD//
go_0046501_6	metG//
go_0046618_6	lipA//fadM//mrdA//gcd//alsE//yihT//
go_0046654_7	surA//fre//tig//metH//ghrB//
go_0046655_5	pgi//
go_0046656_6	yghU//nudC//phnG//tktB//allC//epmC//
go_0046657_6	dgoA//
go_0046677_4	ahr//waaC//waaB//suhB//gltX//rsmH//cpdB//rlmF//lysA//torC//epmB//gph//ulaE//idnK//gluQ//ycaO//yfbR//tgt//yfbR//glnS//pdxB//argS//ynfE//gcvT//mltD//selD//uvrC//ydfG//yghU//nhoA//ruvA//
go_0046685_4	ulaG//nadE//
go_0046686_6	trmJ//
go_0046688_6	udk//gatY//
go_0046690_5	argG//yjhG//
go_0046710_8	galU//
go_0046718_8	phnJ//tmcA//
go_0046777_8	otsA//mrcA//accA//
go_0046834_6	waaU//
go_0046835_5	sodA//relA//ribB//tadA//sseA//hemL//eutB//trmO//dxr//murI//insI-2//puuC//rsmE//rrrD//sdhB//fumA//ydiF//asnA//preT//panB//csdA//
go_0046836_7	lpxK//
go_0046839_6	folD//
go_0046855_6	rlmH//
go_0046892_8	
go_0046901_7	epmC//
go_0046939_7	fadB//rutC//tsaE//cobC//
go_0046942_7	rnt//uxuA//trmI//
go_0046944_7	phoA//
go_0047484_6	
go_0048034_6	psd//
go_0048255_6	
go_0048473_8	rsmH//
go_0048518_4	
go_0048870_3	sodA//
go_0050427_5	waaS//
go_0050667_6	pinE//nudC//
go_0050779_5	hflX//
go_0050790_4	phnL//ynfF//
go_0050821_5	aceB//melA//
go_0050918_5	sdhA//pdeH//
go_0050919_5	hisD//
go_0051050_5	
go_0051083_5	maeA//
go_0051085_5	kbaY//hisB//
go_0051090_4	mhpB//
go_0051091_5	aroH//
go_0051131_7	
go_0051143_8	gltD//
go_0051156_5	pinE//
go_0051171_5	
go_0051188_5	galE//
go_0051191_6	selD//
go_0051205_6	
go_0051224_6	
go_0051252_6	
go_0051258_7	
go_0051260_7	cobU//lldD//
go_0051270_5	
go_0051271_6	nadB//sodB//
go_0051274_8	
go_0051276_5	
go_0051289_8	ssuD//rnt//acpS//mltA//purB//nirB//gntK//udk//mcrB//yfdR//lpcA//entF//mobA//murI//uvrB//mnmG//idnO//dinB//sdhA//rlmM//lysC//argC//ugd//mocA//wecB//torA//aroB//speB//frmB//tyrA//pyrD//ruvB//
go_0051301_3	cyaA//menA//lpd//adhE//hisI//argD//speA//sdhD//
go_0051302_5	
go_0051304_4	yjhH//
go_0051338_5	
go_0051345_6	
go_0051346_6	lgoD//
go_0051347_6	
go_0051349_6	
go_0051353_6	rsmD//
go_0051391_8	guaB//
go_0051409_4	waaO//
go_0051410_3	cadA//
go_0051452_10	miaB//
go_0051453_9	hypF//
go_0051454_10	folE//rlmD//hemA//ldtA//fucK//
go_0051476_7	phnJ//
go_0051484_7	truB//
go_0051495_8	
go_0051595_6	lpxP//hmp//
go_0051596_6	eda//sthA//rfbB//nrdF//
go_0051599_4	
go_0051603_6	yqaB//gltX//
go_0051604_5	rsmG//panC//folD//
go_0051607_4	rbsK//fadK//
go_0051649_4	
go_0051668_4	
go_0051692_6	glnE//ubiD//
go_0051704_2	deoB//tesB//
go_0051715_4	
go_0051716_3	
go_0051726_5	
go_0051781_6	menB//
go_0051782_6	
go_0051977_7	
go_0051983_5	
go_0052131_6	
go_0052547_6	
go_0052653_5	
go_0052777_7	nudF//gltD//
go_0052778_6	nagZ//
go_0052837_6	tmk//
go_0055070_10	dgoD//
go_0055072_10	purA//thiC//
go_0055085_5	ispU//dam//gldA//waaG//glyS//mngB//pdxY//murQ//allD//ydiF//cysK//malZ//dgcT//fbp//rhaA//malY//lysA//dinB//cobT//ssuE//clsC//glgC//rbn//preA//entB//alaA//rlmH//glyA//paaF//gshA//umpG//phnL//thiG//atoB//tig//gltB//ampH//trpC//yfcG//rdgB//sdhA//cysE//ltaE//murG//metG//menF//pdxH//ttdA//yegS//tag//nudF//entF//uxuA//entD//leuD//xdhB//glmU//selB//tdcD//hyi//pinE//lysS//moeA//lpxT//pnp//ampD//paaK//ilvC//cfa//rlmG//dapD//yieH//dapD//thiC//queD//hcp//dgt//phoA//glgB//pfkA//
go_0055086_4	phnG//dhaM//
go_0055114_3	trmH//glnS//rsmC//nirB//mazG//birA//lacZ//nrfB//oxc//sucA//lpxD//ygeX//ispA//tynA//dacD//gloC//fadB//pgk//murQ//galE//rsmB//csdA//aceB//psd//alkA//sdhA//ulaG//glcB//ulaE//pgk//mepS//bglA//rsmA//codA//nirD//glcF//nadK//recR//galK//gloB//glgC//gmd//pncB//glgX//
go_0055129_5	xthA//fabG//citC//
go_0055130_8	hinT//sdhA//
go_0060003_10	lsrG//glcD//
go_0060274_5	phnO//
go_0060326_5	rlmF//
go_0060566_8	
go_0060567_8	
go_0060699_8	
go_0060702_9	tgt//
go_0061077_4	dapF//surA//malP//mug//hcaB//
go_0061475_9	rne//
go_0061504_8	cmoA//
go_0061610_5	xylA//
go_0061615_7	ulaG//fadH//
go_0061720_5	dmsC//tauD//nhoA//
go_0065002_6	glnS//
go_0065007_2	lpxK//
go_0070084_7	mutS//
go_0070178_5	pgpC//
go_0070207_8	spoT//malP//selD//
go_0070298_8	
go_0070301_6	argH//hyaC//
go_0070329_5	ydiO//
go_0070413_7	murE//
go_0070415_6	mhpC//fadH//
go_0070417_5	nrfC//
go_0070453_7	abgB//
go_0070475_7	epmA//ftnA//bglX//ppc//fadM//fadA//rfbB//ilvC//rffC//hisH//glpA//nadK//rlmF//argH//serS//mutH//pdxA//alaA//murF//
go_0070476_7	purC//hyaA//
go_0070482_4	slt//
go_0070574_9	pinE//asnB//alsK//mdh//
go_0070581_8	
go_0070588_9	
go_0070689_6	ahpC//spoT//
go_0070726_5	argH//glcF//
go_0070778_6	glpD//tpiA//
go_0070894_6	
go_0070930_7	
go_0070981_6	dnaE//
go_0070989_4	garR//
go_0071139_6	
go_0071218_6	yhdH//
go_0071229_5	
go_0071230_6	nrfD//
go_0071236_5	ispU//fucA//panD//
go_0071237_6	
go_0071243_5	fdhF//
go_0071248_6	
go_0071249_6	
go_0071250_6	
go_0071266_6	allD//
go_0071271_7	yidA//
go_0071276_7	
go_0071280_7	ynfH//
go_0071284_7	
go_0071286_7	
go_0071287_7	
go_0071288_7	katG//waaB//
go_0071289_7	narZ//
go_0071291_6	tsaC//
go_0071292_7	purL//
go_0071294_7	mog//
go_0071310_5	
go_0071421_9	folX//tyrS//lldD//
go_0071422_7	tyrB//sdhA//dnaE//
go_0071423_8	rpiA//
go_0071454_5	dxs//pgk//
go_0071456_5	
go_0071467_5	
go_0071468_6	dut//queD//tehB//torY//
go_0071470_5	
go_0071474_6	argI//fadI//rlmB//
go_0071500_5	apaH//
go_0071502_5	
go_0071555_4	pfkA//cobU//putA//gmd//lldD//fbp//mrcB//hyaB//
go_0071577_9	rimK//pyrG//thiM//murB//moeA//eptC//
go_0071705_5	
go_0071731_5	
go_0071732_6	murE//
go_0071769_5	
go_0071805_4	scpB//lysC//insI-2//yjhH//fabD//pdeF//aspA//mnmA//torY//
go_0071806_6	hcaC//fadH//
go_0071807_8	
go_0071897_6	fabD//gabD//adk//thiG//ydiO//paaC//
go_0071915_9	fadA//
go_0071932_8	mraY//
go_0071934_6	sucA//
go_0071945_7	
go_0071951_8	sdhC//
go_0071963_4	
go_0071973_6	yfcG//
go_0071977_5	
go_0071978_7	
go_0072321_6	
go_0072323_7	
go_0072344_7	purF//truA//
go_0072348_5	codA//
go_0072488_7	queA//
go_0072511_7	murI//
go_0072531_6	menF//
go_0072581_9	dcd//
go_0072714_5	
go_0075713_7	
go_0080111_4	xdhB//dacC//
go_0089705_7	
go_0089709_7	caiD//hemL//
go_0090071_6	
go_0090116_7	acnB//
go_0090143_4	
go_0090305_6	ilvA//murC//puuA//mmuM//bioF//prpC//yigB//fucO//acpS//truC//rlmA//nrfB//phoA//thiH//betB//fabI//tktA//murD//fabA//asnA//iscS//ssuD//waaY//paaB//nfsB//rluF//ppsA//zwf//alsE//garL//pphA//maeA//rsmC//torA//argB//fabB//fau//nrfD//gudD//preT//rutD//nrfB//
go_0090313_8	
go_0090347_6	
go_0090352_6	
go_0090357_7	
go_0090358_8	
go_0090501_7	dosP//ulaD//preA//cobS//cysQ//fadA//mhpB//epd//rutE//curA//pyrE//pdeH//
go_0090502_8	eutD//fucI//ydiO//hisB//pyrF//pykA//miaB//hcaD//clsB//lpd//truA//fruK//cysI//purF//asnB//ispB//fruK//
go_0090503_8	lysC//folM//insI-1//mnmA//rfbC//hcaE//nirB//lipB//pgl//
go_0090529_5	
go_0090540_10	wzb//
go_0090549_5	
go_0090609_6	carB//
go_0097056_7	moaE//
go_0097264_6	glk//
go_0097304_7	mgsA//
go_0097339_7	tnaA//
go_0097428_6	argD//dapB//
go_0097502_4	spoT//
go_0097510_7	lpxP//
go_0097533_5	
go_0097638_8	entF//
go_0098002_8	
go_0098655_7	ndh//cpsB//uvrC//ftsI//xthA//coaE//fkpA//cysN//cmoA//dld//hisH//mltB//moaA//ycjU//otsB//
go_0098656_7	alaA//
go_0098707_10	
go_0098708_8	ugd//rfbD//
go_0098710_7	alaS//pgpC//
go_0098713_8	frlB//ydiF//
go_0098719_9	
go_0098732_6	ldtD//
go_0098795_9	queD//
go_0098869_4	guaC//dxs//truA//mhpA//btuE//azoR//fadI//mgsA//insI-2//leuB//lpd//lysU//ynfE//dapA//prmB//
go_0099131_7	glcE//
go_0099132_7	lpxT//bglB//narY//poxB//avtA//yjiA//aroF//gudD//
go_0099133_8	gstA//trmA//hcp//etp//citX//mtlD//fau//narH//purA//mrcB//gluQ//garD//
go_0101030_8	ybcF//
go_1900190_5	eptC//
go_1900191_6	
