#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:44 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/gos_bnum.txt
go_0000018_7	b0245//yjgX//b2610//b0026//
go_0009239_6	b3096//b1303//b0443//b0996//b2554//b1970//b1398//b2842//
go_0009240_6	b0048//
go_0009242_6	b1514//b1679//b1873//b0543//b2518//b2291//b0220//b0207//b0024//b2979//b0659//
go_0009243_7	b2578//
go_0009244_7	b2017//b1488//b1222//b1783//b0783//b1779//b0699//b3367//yeeL//b3642//b0896//b3982//b4467//b1580//b0739//b3606//b0447//b1084//b0486//b3771//b2784//b4391//b3935//b0530//b1714//b0651//b0001//b2236//b3208//
go_0009245_6	b0451//b0459//b3828//b0798//selU//b2307//b3935//b3806//b0941//b1288//
go_0009246_6	b0630//b4550//b0067//b1078//b1128//b2023//b0714//b3351//b2159//
go_0009249_6	b1679//b3633//b3748//
go_0009250_7	b0094//b3811//b0583//
go_0009251_7	b0813//
go_0009252_7	b3829//b3897//b3526//b2707//b0756//b3189//b3339//b0957//b0174//b3493//b3876//b0484//b3181//b1678//b2808//b2021//b0303//b1615//b2040//b2406//b1328//b0508//b2788//b2580//b3526//b0935//b1377//b1186//b0441//b3982//b3747//
go_0009253_8	b1290//b2256//rhmD//b1870//b1110//b0751//b1489//b1472//b3396//b4100//
go_0009254_8	b1587//b2991//b1563//b0159//b1507//b2574//b3199//b1895//b3832//b0651//
go_0009257_8	b2942//b1411//b1704//b4136//
go_0009263_6	b1821//b0512//b0023//b1223//
go_0009264_6	b3131//b2314//
go_0009265_7	b0810//
go_0009266_4	b3918//b0300//b3498//b2867//b1093//b1306//
go_0009267_5	b0824//b0200//b3499//b2400//
go_0009268_4	b2364//b3406//b2897//b1329//b2796//
go_0009271_4	b4101//b3190//b3121//
go_0009273_5	b3942//b3261//
go_0009290_6	b0619//b2794//
go_0009294_5	b3993//b4261//
go_0009297_6	b1264//b1276//b2121//b2763//b3303//b0595//b2240//b3632//b3668//b3465//b0812//b1303//b1299//b3805//
go_0009298_7	b2888//b1970//b2533//
go_0009305_7	b3984//
go_0009306_4	b0798//b1851//
go_0009311_5	b1955//
go_0009314_4	b1241//b3164//b1204//b3469//b0377//b0303//b2334//b2690//b0301//b0723//b0006//b2184//b1678//b0300//b0846//b3935//b0492//b3133//b1119//b0921//b3622//b2611//b1924//b3701//b2257//b0588//b2609//b0881//b4320//b0328//b2111//b2564//b2364//b1709//b3019//b0068//b0325//b4353//b0027//b2836//b3939//b3294//b0173//b0398//b0768//b2314//b1511//b3129//b1290//
go_0009372_5	b0299//b3939//b3623//
go_0009396_6	b4202//b3437//b2607//
go_0009398_7	b4122//
go_0009401_7	b1204//b0815//b3619//b2531//b2570//b1501//b2257//gapC//b4687//b0915//b1126//b0276//b0084//b3144//b3121//b4480//b0929//b2026//b4239//b1809//b1703//b3775//b0819//b3076//b1257//b2326//b0730//b1536//b2913//b3623//b3540//b2701//b3519//b3114//b2400//b1844//b1897//b1749//b3619//b3393//glsA//b3551//b1902//b2922//b3551//b3907//b2148//b3261//b1098//b0777//b1386//b0368//
go_0009403_5	b3457//
go_0009405_4	b0220//b0415//b1166//
go_0009407_3	b0382//b3244//b0591//
go_0009408_4	b3501//b1302//b0463//b3021//b1288//b0040//b0161//b2023//b4371//b1022//b3959//b1021//b2686//b1037//b3222//b3115//b3583//b3040//b3594//b0827//b0465//b3046//b0470//b1732//b3735//b0397//b4372//b1686//b3751//b1539//b0934//b2710//bioD2//b4261//b0194//b3786//b4352//b1189//insI4//b1552//b2927//b4169//b0492//b3645//b4682//b4151//b3121//b1885//b3083//b1827//b2074//b0959//b1438//
go_0009409_4	b3697//b0464//b4376//b3083//b1703//msrP//b3137//b3509//b3889//b1132//b3775//b0070//b2278//b4419//
go_0009410_4	b4460//
go_0009411_6	b0608//b0639//b1129//b1749//b3594//b0892//b3152//b2502//b1939//b3071//b3894//b3144//b0366//b0475//
go_0009416_5	b4202//b0269//
go_0009423_8	b2236//b4187//b3037//b0777//
go_0009432_5	b2567//b4251//b1071//b0619//b3787//b1922//b1782//b3179//b2178//b2552//b0276//b3569//b3094//b0864//b3166//b2393//b3541//b4352//b2093//b0305//b3327//b2684//
go_0009435_9	b3544//b0408//b0151//b0331//b1698//
go_0009436_6	b4476//b0444//b3911//b0941//
go_0009437_5	b3230//b0607//b1136//b2587//b4602//
go_0009438_5	b0439//
go_0009440_6	b2344//b2840//b3712//
go_0009442_7	b4092//b1021//b2213//b2510//b0398//
go_0009443_5	b1338//b1775//b3973//
go_0009446_6	b3554//b4063//
go_0009447_6	b4169//b1285//b2726//b0069//b1695//b3308//b0586//b1175//
go_0009450_6	b3521//b0999//b2730//b0639//
go_0009451_6	b3961//b4065//b3344//b3753//b4129//
go_0009593_4	b4419//
go_0009597_5	b3336//
go_0009636_4	b2407//b1782//b3863//b1791//b0263//b4219//b1703//b4095//b0439//
go_0009637_6	b2898//
go_0009651_5	b1140//b3056//b0921//
go_0009697_5	bioD2//
go_0009758_2	b0854//
go_0009785_5	b0651//
go_0009970_6	b0243//b4159//b3451//
go_0009972_10	b2470//
go_0009992_5	b1787//b3535//b2894//b1007//
go_0010033_4	b2163//
go_0010038_5	b3765//b0460//
go_0010039_6	b1324//
go_0010041_7	b3572//b2699//b3883//b1098//b0891//b2037//
go_0010042_6	b1520//
go_0010043_6	b0036//b2318//b0798//b1902//
go_0010045_6	b3685//b4197//
go_0010106_6	b2524//
go_0010124_4	b3266//b0539//b0022//b0545//b2901//b3990//b0348//b1849//b4198//b1297//b3230//b0608//b0212//
go_0010133_7	b2794//
go_0010139_7	b0937//
go_0010165_6	b2185//b3567//b2786//b0415//b3793//b2926//b3119//b3779//b0024//b3849//b2256//b4613//b1723//b2386//b0756//b0347//
go_0010212_5	b0967//b3571//b4173//b2792//b0696//b2595//b0214//b0160//b0603//b0551//b3136//
go_0010226_6	b1715//
go_0010243_5	b1733//b2477//b2257//
go_0010272_6	b1701//b0824//b2026//b3424//
go_0010273_4	b1729//b3204//b4474//b0995//b2761//b3525//
go_0010312_3	b0315//
go_0010332_6	b0599//
go_0010350_6	b1515//b1344//
go_0010438_6	b3539//b3564//b3216//b3133//
go_0010447_5	b3722//b1714//b3709//b0627//b0752//b3790//b0394//b1276//b2456//b1476//b0269//
go_0010468_6	b3917//b1114//b0766//b2801//b2843//
go_0010498_6	b2255//
go_0010501_7	b3518//b1280//b3400//b1139//b2427//b0256//b3711//b3370//b0528//
go_0010557_7	b2422//
go_0010608_7	b1066//b3409//
go_0010628_7	b3465//msrQ//b2198//
go_0010629_7	b4178//b1886//
go_0010676_7	b1391//
go_0010699_4	b2149//b2182//
go_0010810_5	b1513//b3130//
go_0010876_4	b1384//
go_0010911_5	b2753//
go_0010921_6	b3026//b1348//b3204//b0083//
go_0010951_8	b0620//b2577//
go_0010967_6	b2794//
go_0010974_7	b1096//
go_0012501_4	b0042//b1299//b2057//b1779//b1159//b1126//b0806//b3936//b2935//
go_0014070_5	b0793//b2912//
go_0015031_5	b3389//b4321//b4129//b3781//b3984//b0428//b0480//b3540//mltG//b0509//b2128//b2121//b2920//b3888//b0099//b4027//b1074//b3399//
go_0015074_6	b4470//b3661//b4297//b3524//b0124//b3392//b3026//
go_0015628_5	b1759//b0741//b1385//b0400//b3169//
go_0015670_6	b1819//
go_0015673_9	hexR//
go_0015675_9	b0708//
go_0015679_10	b4238//b3958//
go_0015682_8	b4352//b0803//
go_0015684_9	b2253//b4101//b1584//b2027//
go_0015685_8	bioP//b0301//b1662//b1296//b3754//b2622//
go_0015687_7	b4324//b4316//b3021//
go_0015688_6	b4169//b2019//b1109//b1205//
go_0015689_8	b0723//b4506//b3497//
go_0015691_9	b3303//b0472//
go_0015692_8	b2441//
go_0015693_9	b1183//
go_0015696_6	b3680//
go_0015698_7	b3962//
go_0015699_8	b1293//
go_0015700_8	b2624//msrP//
go_0015706_6	b1832//b1468//b3063//
go_0015707_6	b2234//b0732//b2047//b0598//b3787//b0972//
go_0015709_6	b0738//
go_0015710_8	b3282//b3143//
go_0015712_7	b2057//
go_0015718_8	b2955//
go_0015721_7	b3699//b0318//
go_0015724_7	b2503//b4702//b3195//
go_0015726_8	b0323//
go_0015733_7	b2979//
go_0015734_6	b1105//b2263//b2678//
go_0015736_9	b1349//
go_0015739_7	b3304//
go_0015740_9	b2599//b2757//b2231//b3163//
go_0015741_10	b2785//b0855//
go_0015747_6	b3826//
go_0015748_6	b3630//
go_0015749_7	b3064//b2525//glsA1//b3812//b1919//b0146//b4255//b3412//b3986//b3170//b3812//b3025//b3671//b1734//b1939//b1079//b0925//b2568//b0411//b3730//b3850//
go_0015751_9	b3365//b1844//b2679//
go_0015752_9	b0910//b1731//b3344//b2492//b0554//b1263//
go_0015753_9	b3991//b0041//b0171//
go_0015754_9	b3652//b3451//b1050//
go_0015755_9	b2799//b3740//b2318//b1487//b2869//b4379//b1961//
go_0015756_9	b0954//b1787//
go_0015757_9	b2315//b1718//b0585//b4687//b3690//b2199//b2828//
go_0015760_8	b0478//
go_0015761_9	b0509//b0895//b0742//
go_0015762_9	b3172//
go_0015764_7	b2748//b2869//b0803//b2898//
go_0015765_8	b1478//b2659//hprR//b2601//
go_0015767_9	b1409//b0931//b3889//b3022//
go_0015768_9	b2078//b1856//b3057//b1871//b0085//b3926//
go_0015769_9	b0692//
go_0015771_9	b0650//b1749//b1275//b2569//
go_0015772_7	b1175//b1763//b0113//b0299//
go_0015774_7	b4318//b1135//
go_0015778_7	b2755//
go_0015793_7	b0623//b2699//
go_0015794_7	b3664//b0437//b0262//b0832//b3188//
go_0015795_7	b3205//
go_0015796_7	insI3//b0699//b3726//b0115//
go_0015797_7	b1637//b1609//
go_0015803_7	b2140//b2121//b1650//b1539//b1004//b1387//
go_0015804_7	b4018//
go_0015806_6	b1920//
go_0015807_7	bioD1//b1394//b1790//b2920//b0708//b0512//
go_0015808_8	b0106//b0881//
go_0015809_7	b1970//
go_0015810_8	b3952//b0301//
go_0015811_7	b0513//b2323//b1472//b2232//b0815//
go_0015813_6	b2241//b3601//b2916//
go_0015814_7	b1182//
go_0015816_6	b3188//
go_0015817_7	b1204//
go_0015818_7	b2389//b0123//
go_0015820_7	b3882//b1712//b4144//b1703//b3788//
go_0015821_7	b1897//b2233//b1822//b0487//b4235//
go_0015822_7	b1684//
go_0015823_7	b0411//b1253//b2289//b0521//b4050//b3370//b3034//
go_0015824_7	b2415//b1876//
go_0015825_8	b3974//
go_0015826_7	b4180//b0427//b0797//
go_0015827_7	b4376//b0043//b3199//
go_0015828_7	b1540//b3599//
go_0015829_7	b2687//b1603//b4179//b4063//
go_0015830_7	b1876//b0557//b4265//
go_0015833_6	b0357//b0605//b3769//b3197//b1116//b3234//b2138//b1735//b0305//b1623//b1249//b3205//b0518//b1895//b1284//b3194//b3769//
go_0015834_7	b1713//b3605//b0811//b0189//b3175//
go_0015835_6	b4041//
go_0015836_7	b3652//b3430//b1395//
go_0015839_7	b1575//
go_0015846_6	b1468//b2540//
go_0015847_7	b3084//b2178//b1516//b3734//b2276//b1870//b1343//b4161//b2624//b0314//b3132//b2206//b3396//b2174//b3612//
go_0015848_7	b2800//b4337//b3816//
go_0015851_6	b4266//
go_0015853_8	b2995//b3140//
go_0015856_8	b0004//
go_0015857_6	b1435//b2365//
go_0015858_7	b1434//b1129//b1098//
go_0015860_7	b0046//b4428//
go_0015861_9	b3881//b0115//
go_0015862_9	b2315//b3187//
go_0015863_8	b0240//
go_0015864_8	b2800//
go_0015871_6	b0831//b1218//b3741//b0212//b0158//
go_0015878_6	b3845//
go_0015879_9	b0980//
go_0015882_7	b4170//b0068//b1212//
go_0015886_6	b2627//b2333//b2730//b1695//b2381//b0722//b1035//b0472//b1136//
go_0015887_7	b1009//
go_0015888_6	b2324//
go_0015889_6	b1886//b3949//b2178//b3307//b0605//b0334//b3017//
go_0015891_6	b3437//b1296//
go_0015906_6	b0817//b2921//b2782//
go_0015909_8	b0619//
go_0015912_8	b0334//
go_0015914_7	b1338//b3744//b4020//b1516//b1158//b3287//
go_0015920_7	b0932//b2075//b4474//b0836//b1263//gapC//b2241//b2047//b2518//
go_0015937_7	b3562//b2136//hxpB//b2424//
go_0015940_6	b4376//b4290//
go_0015944_4	b3685//b2292//b0081//b4219//b1888//b3572//b1714//
go_0015949_5	b0199//b1269//b0027//b0813//b2441//b1127//b1702//b3934//b3635//b3950//b4034//b4016//b3972//b1998//b3330//b2630//b3326//b1981//b0173//b3012//
go_0015950_6	insI4//
go_0015951_7	b0382//b1914//
go_0015968_6	b2521//
go_0015969_8	b3905//b1136//
go_0015976_2	b1522//b3743//b1050//b2728//b0509//b1900//b2955//b3860//
go_0015986_7	b1015//b2665//b0287//
go_0015990_10	b3607//b3576//b0804//b1203//b0518//b0152//b2497//b2573//
go_0016024_7	b4376//
go_0016032_5	b1804//
go_0016036_6	b3385//b4382//b1133//b0958//b4084//b1410//
go_0016042_5	b2537//b2821//
go_0016052_5	b3819//b4539//b0543//b1976//
go_0016075_8	b0613//b2163//
go_0016078_8	b3092//
go_0016094_6	b1960//b3056//
go_0016226_5	b1645//b3006//b1871//b0081//b0388//b0212//b2025//b2669//b1753//b4367//b1518//b3167//b3632//b0573//b2595//b2706//b3989//
go_0016259_7	b3125//
go_0016260_8	b1008//b3571//b0958//
go_0016310_6	b3823//b3791//b2811//b1682//b0798//b0938//b4154//b2154//b2952//b0301//b0199//b2786//b2674//b2114//b4520//b1441//b0029//b2757//b2182//insI4//b3387//b3775//b0027//b3392//b0784//
go_0016311_6	b0341//b2262//b2091//b2437//b0817//b1594//b0311//b2921//b2183//b2759//b2889//b3068//b2945//b4101//b0887//b3049//b3772//b2822//b2193//b0974//b2107//b4702//b0486//b2502//b0014//b3456//b3546//b1098//b4041//b0876//b2689//b1342//b0739//b2997//b3967//b3953//b2938//b4349//b3026//b1319//b1433//b1660//b3770//b4483//b1693//
go_0016458_3	b3025//b4335//
go_0016485_6	b2157//b1062//b1350//b2670//b2129//
go_0016540_7	b0962//b0969//
go_0016579_7	b2514//
go_0016998_5	b2614//
go_0017001_5	b3110//
go_0017003_8	b1587//b1712//
go_0017004_7	b2219//b2421//b1732//b1943//b1694//b2891//b0857//
go_0017013_7	b2233//b3664//
go_0017038_6	b1265//b3985//b0087//
go_0017148_8	b0506//b0686//b0344//b1649//b1774//b2451//b2153//b1959//b2213//b2477//b3522//b3476//
go_0017189_7	b3933//
go_0017198_7	b1763//
go_0018012_8	b0315//
go_0018023_7	b3956//
go_0018063_8	b0727//b0504//
go_0018070_8	b2233//b2493//
go_0018104_8	b2156//b3269//b4219//b3985//b0083//b2022//b1610//b3204//
go_0018105_8	b2257//
go_0018106_8	b2406//b4169//b3707//b3375//b0988//b3806//b3408//b1270//b1649//b3192//b0679//b0069//rpnA//b0198//b1050//b0768//glsA2//b3405//b2601//b3006//b2169//b2987//b3365//b1116//b1658//b0798//b2211//b0099//b4478//
go_0018108_8	b0927//
go_0018117_8	b4029//
go_0018125_6	b4053//
go_0018131_6	b1086//
go_0018160_8	b1012//
go_0018206_8	b4637//
go_0018247_9	b3291//
go_0018283_6	b3831//b3422//
go_0018298_7	b2149//
go_0018307_7	b1821//
go_0018315_8	b4322//
go_0018339_9	b3213//b0121//
go_0018345_8	b4189//
go_0018364_6	b3387//b3264//
go_0018378_9	b1719//b2370//b1435//
go_0018393_10	b0325//b4478//
go_0018394_9	b2248//
go_0018410_8	b3935//
go_0018909_5	b3477//
go_0018937_4	b3706//
go_0019042_6	b3294//
go_0019068_6	b2731//b1827//
go_0019076_6	b1692//b4129//b0177//b4374//
go_0019217_7	b2481//
go_0019242_6	b0182//
go_0019243_7	b1186//b0815//b2110//b2606//b0167//b2364//b3330//b1312//b0867//b3282//b3819//b3486//b2762//b0517//b3189//b2005//b2052//b2740//b0572//b3514//b3375//b3213//b0394//b3052//
go_0019249_6	b1766//
go_0019250_7	b2569//
go_0019262_6	b3430//b0583//b2023//b0316//b2067//b4069//b0768//
go_0019264_7	b1291//
go_0019272_9	b3422//b0141//
go_0019284_7	b1201//b0043//b2295//
go_0019285_5	b1855//b3376//
go_0019288_6	b1636//b1694//b4191//b1620//
go_0019290_5	b0892//
go_0019292_8	b0334//
go_0019294_6	b0162//b1265//b0315//b0521//
go_0019299_6	b3893//
go_0019301_7	b1394//b0507//b2028//b0220//b0304//b0570//b0363//
go_0019303_7	b3183//b3662//
go_0019305_7	b2248//
go_0019309_7	b2147//
go_0019316_8	b1465//b3766//b3236//
go_0019318_5	b2622//
go_0019323_6	b1991//b2521//b3829//b1497//b1298//b3364//b1141//b0466//b2316//
go_0019324_6	b0864//b2301//b0934//b3633//b0436//
go_0019343_8	b3769//
go_0019344_7	b3167//b3041//b2038//
go_0019346_7	b4219//
go_0019353_8	b3535//b2584//b2148//b0109//
go_0019354_6	b0388//
go_0019379_5	b3018//
go_0019380_6	b2666//b2569//b3140//b3689//b2441//
go_0019388_7	b2218//
go_0019391_6	b0556//
go_0019394_7	b0979//
go_0019395_5	b2417//b0998//
go_0019404_8	b0031//b1432//
go_0019413_6	b3288//b4225//
go_0019419_4	b1860//
go_0019427_7	b0083//
go_0019430_5	b3866//b3269//b0030//
go_0019432_7	b0731//
go_0019439_5	b3959//b3006//
go_0019447_8	b4014//
go_0019450_9	b0637//
go_0019464_7	b1223//b3163//b0739//b3846//
go_0019480_4	b2734//
go_0019509_7	b4125//
go_0019516_4	b4097//b3932//
go_0019521_6	b1197//b3959//
go_0019542_6	b2524//
go_0019545_6	b2306//
go_0019546_9	b1448//b2465//b0420//b0903//
go_0019563_7	b0675//b3163//b1499//b1002//
go_0019568_7	b1105//b1034//b1449//
go_0019569_7	b2845//b3732//b4015//
go_0019571_8	b0598//b0685//b0166//
go_0019572_8	b3415//
go_0019584_7	b4130//
go_0019588_7	b2108//b3919//
go_0019592_8	b1692//
go_0019595_8	b4311//
go_0019607_6	b0732//b0570//
go_0019622_6	b4705//b2553//b4550//
go_0019629_7	b3746//b0811//
go_0019632_5	b3173//b2599//b0349//b0767//
go_0019634_5	b3423//
go_0019645_6	b3997//b3726//qorA//b1117//b0413//b3929//b0049//b2400//
go_0019646_6	b1313//b4053//b3657//b3967//b2811//b3290//b3421//b0245//b3720//
go_0019664_6	b3105//b1034//
go_0019665_5	b2808//
go_0019673_6	b2964//
go_0019676_3	b1348//b3703//
go_0019677_8	b2195//
go_0019679_7	b2810//b2537//b4067//
go_0019686_6	b1955//
go_0019698_7	b1136//b0857//b1441//b2215//b1712//b3843//
go_0019700_6	b2611//b3588//b3345//b2840//b2086//b0239//b0844//b0063//
go_0019740_2	b3726//b2128//b2990//b2711//b0020//b2518//b1191//
go_0019752_6	b1563//
go_0019805_6	b0970//
go_0019835_3	b2802//b4144//glsA1//b3754//b1698//
go_0019852_5	b3800//b1766//b0134//
go_0019854_6	b1897//b0303//
go_0019856_7	b4131//b1707//
go_0019858_7	b2622//
go_0019859_7	b1704//
go_0019877_6	b3842//b3825//b0131//
go_0019878_9	b3441//b1166//
go_0019935_6	b1920//b3191//
go_0019985_8	b1187//b4478//b2528//
go_0019988_7	b3341//
go_0022417_4	b1779//b0448//
go_0022610_2	b3509//b2458//b4380//
go_0022611_3	b2980//b4467//b0262//b0113//b4391//b3591//
go_0022900_4	b4372//b2781//b1105//
go_0022904_5	b3308//b2552//b3052//b0820//b4484//
go_0023014_4	b4207//b1479//b3932//b1129//b2387//b4539//b4389//b2429//b3114//b2232//b3421//b2417//b4464//b3673//b2362//b3366//b3600//b3974//b1597//b3191//b3829//b4373//b4268//b1594//b2725//b1719//b0378//b2062//b4095//selU//b0231//b0782//b0019//
go_0030001_7	b2040//b3457//b1525//
go_0030007_8	b2061//
go_0030026_9	b0064//
go_0030091_6	b1892//b3624//rhmD//b3343//b4259//b0448//b1538//b2929//b1580//b1271//
go_0030153_5	b2098//b0440//
go_0030162_7	b4362//b3476//
go_0030163_5	b1976//b4059//b4399//
go_0030244_9	b1821//
go_0030258_5	b0369//b2785//
go_0030260_7	b3409//
go_0030261_8	b3784//
go_0030307_6	b1349//
go_0030308_6	b3707//b3567//b3409//b3308//b4513//
go_0030388_5	b2627//b1288//b2026//
go_0030488_6	b3800//b3022//b2108//b4335//b0570//b1759//b0233//b2492//b0261//b3621//b0341//b1422//b2701//
go_0030490_10	b2753//b0946//b0212//
go_0030497_7	b0408//b1025//
go_0030541_4	b1916//b1260//
go_0030573_6	b3633//
go_0030632_8	b0594//b4362//b3542//b0330//
go_0030641_8	b3326//b0024//
go_0030643_8	b2261//
go_0030961_9	b2724//
go_0030980_7	b1110//b1334//b1892//
go_0031118_8	b2992//
go_0031119_8	b1129//b2138//b3736//b1479//b1710//b1062//
go_0031125_10	b3659//
go_0031162_5	b0420//b0439//
go_0031167_6	b3672//b3219//b1920//b4221//b4409//b1078//
go_0031280_6	b0470//
go_0031297_7	b0420//
go_0031342_5	b2717//
go_0031346_7	b3344//
go_0031365_7	b0038//
go_0031400_8	b1270//
go_0031439_9	b3822//
go_0031460_7	b1932//b0238//b1274//b2329//b2028//b4602//b2193//b0796//b3053//b3303//b2260//b3210//
go_0031554_7	b3034//
go_0031555_8	b2964//b1086//b1100//b1391//
go_0031556_9	b2479//b0882//
go_0031564_8	b0889//b1465//b4357//b2470//b0120//b3083//b2622//b1100//b2405//b4394//b0333//b2224//b0570//
go_0031638_7	hiuH//
go_0031648_5	b0931//
go_0031669_5	b3389//b2592//b0622//
go_0031670_5	b2798//
go_0032025_6	b2947//b3722//
go_0032026_6	b2600//
go_0032049_8	b0778//b0676//b1022//
go_0032055_6	b2808//
go_0032091_6	b3432//
go_0032147_9	b3717//
go_0032150_8	b4506//
go_0032194_8	b0980//
go_0032196_3	b0015//b0996//b3961//b0490//b1111//b4129//
go_0032238_6	b4513//
go_0032259_3	b0661//b0339//b3604//b3298//b3631//b2149//b0133//
go_0032261_6	b0957//
go_0032263_7	b2241//b2049//
go_0032264_7	b0595//b3363//
go_0032265_7	b2914//
go_0032272_7	b3428//b0835//
go_0032297_10	b1363//b4246//b0243//
go_0032298_10	b1282//b4327//
go_0032324_6	b1045//b3110//b2062//
go_0032329_7	b2949//b1696//
go_0032359_7	b3932//b2140//b1119//
go_0032412_6	b4072//
go_0032413_6	b2294//
go_0032414_6	b0207//b2314//
go_0032445_10	b0031//b4467//b2023//b1447//b3558//
go_0032462_7	b0954//
go_0032466_7	b3793//
go_0032467_7	maoP//
go_0032506_4	b0842//
go_0032508_8	b1061//b0231//b3068//b0832//b0421//b0798//b0276//b1220//b2607//b0755//
go_0032774_6	b2354//
go_0032775_6	b1235//b0010//b2838//
go_0032781_7	b2133//b2996//b2869//
go_0032784_8	b2904//b4376//
go_0032790_6	b2289//b3155//
go_0032885_7	b2599//
go_0032951_8	b2318//
go_0032955_6	b4665//b3782//
go_0032973_7	b0347//
go_0032978_7	b2584//b0344//b2514//b1388//
go_0033014_6	maoP//b3456//
go_0033051_5	b2687//
go_0033120_8	b2542//
go_0033194_5	b1340//b2486//b3612//b4316//
go_0033195_5	b0066//
go_0033212_10	b3216//b3252//b4382//
go_0033214_11	b3860//b0652//
go_0033228_8	b1198//b0630//b3396//b3991//
go_0033317_7	b0481//b1079//b4077//b0231//
go_0033320_6	b3956//
go_0033345_8	b2784//
go_0033353_5	b3875//
go_0033359_7	b2620//b0085//
go_0033384_6	b3291//
go_0033388_7	b3163//
go_0033477_5	b3721//
go_0033499_8	b4252//b3620//b0480//b3972//b3588//b0806//b0069//
go_0033518_6	b3360//
go_0033539_7	b0072//b2438//b3032//
go_0033542_7	b0937//
go_0033543_8	b0644//
go_0033567_6	b1333//
go_0033585_7	b2327//b0136//
go_0033611_8	b3262//
go_0033683_7	b1779//
go_0034194_8	b0003//b2964//b4085//
go_0034195_8	b0091//
go_0034198_6	b1618//b1636//b1515//
go_0034203_6	b0983//
go_0034204_5	b3412//b3831//
go_0034213_6	b1991//
go_0034214_7	b3516//b3391//b1991//b3687//
go_0034219_6	b3301//b3384//b3026//b1719//b2799//b1275//b3911//hprR//b1234//b2060//b1245//b1130//hxpA//b0937//b2724//b1557//b0304//b3829//b2308//b4166//b0902//b0368//b0824//b4259//b1046//b3089//b2718//b0026//b3198//b3900//b3432//b0009//b3357//b1680//b1467//b3734//b3172//b1080//b3926//b3458//b0593//b3032//b2890//b1932//b1786//b1753//b0767//b3704//b0063//b2418//b0003//b2133//b1636//b0655//b3041//b1335//b0904//
go_0034220_6	b4358//b2551//b3686//b1200//b3916//b0880//b2577//b2993//b3493//b3627//
go_0034224_6	b2253//b0995//
go_0034227_8	b3236//
go_0034258_8	b3247//
go_0034260_5	b0497//
go_0034289_7	b3057//
go_0034337_3	b1774//b4468//
go_0034355_7	b3703//b1002//b3539//b4220//
go_0034401_5	b3462//
go_0034414_9	b0417//
go_0034421_8	b3255//
go_0034470_8	b4196//
go_0034552_7	b0891//
go_0034599_5	b2946//b1253//b3701//b0934//b0594//b4376//b1896//b2912//b4099//b1330//b3619//
go_0034605_5	b2421//b3010//b0516//b3311//b4083//b2701//b2218//b0512//b3823//
go_0034614_6	b2954//b1506//
go_0034620_6	b0029//b0109//b0421//b1071//
go_0034628_9	b2163//b1235//b4116//b1864//b3221//
go_0034635_6	b1166//
go_0034644_7	b2316//b3514//
go_0034661_7	b1848//
go_0034775_7	b2731//b3336//b3721//b3221//b2040//
go_0034983_9	b4384//b3156//
go_0035235_6	b0642//b1492//b1201//b3826//
go_0035307_9	b0640//
go_0035335_8	b2077//b3074//b0947//
go_0035344_8	b2281//b2890//
go_0035350_6	b2581//
go_0035429_8	b3067//b3415//b0113//b0155//b0738//b1786//
go_0035433_7	b1109//
go_0035434_9	b1682//
go_0035435_9	b2818//b4063//b2198//b1072//b0830//b2525//b3711//b0662//b3549//
go_0035442_7	b3787//b3265//b3699//b3231//b3479//b3604//b3298//b4129//b1918//b0254//b0473//
go_0035443_7	b3155//b3219//b1951//
go_0035444_9	b0678//b1913//b0697//b0432//b3025//b3470//b2532//
go_0035461_6	b2028//b1393//
go_0035524_8	b3829//
go_0035552_6	b0417//
go_0035553_6	b0186//
go_0035556_4	b3836//
go_0035600_8	b3221//
go_0035672_6	b0790//b3147//b3432//b3256//
go_0035725_9	b3806//b1838//arcC//b2528//b3258//b2014//
go_0035784_9	b3392//
go_0035864_6	b3105//
go_0035873_8	b1221//b0237//
go_0035999_5	b1540//b2912//b3136//b0810//
go_0036001_7	b1399//
go_0036047_9	b4255//
go_0036049_9	b4075//
go_0036088_6	b3046//
go_0036104_6	b1766//b1896//
go_0036172_6	b2760//
go_0036214_3	b0659//
go_0036265_6	b2170//b2640//
go_0036289_9	b3542//b3809//
go_0036448_6	b3805//b3559//b3982//
go_0036460_5	b0109//b0903//b3018//b0287//b3290//b2715//
go_0036506_5	b2131//
go_0036525_7	b2140//
go_0038083_9	b3040//b4300//b2595//b2630//b0491//
go_0040033_9	b3626//
go_0042026_4	b3115//b2129//b3166//b0879//b1658//b1127//b1698//b1312//b4219//
go_0042126_5	b2245//b4398//
go_0042128_5	b2285//b0061//
go_0042150_7	b1761//b4143//b0721//
go_0042157_5	b1905//
go_0042158_6	b1266//b3636//
go_0042177_7	b2196//b4373//b2374//
go_0042182_5	b3201//
go_0042219_6	b0915//
go_0042245_7	b0339//b1991//b3327//
go_0042254_5	b2338//b2564//b4359//b1633//b3176//b2789//b0674//
go_0042255_6	b1241//b3661//
go_0042274_5	b4320//b0717//b3025//b1534//
go_0042304_7	b3579//
go_0042351_7	b2844//
go_0042355_8	b1507//b4351//b2257//b1478//b4027//b0524//
go_0042371_7	b2730//
go_0042413_6	b1698//b1554//b0962//b0651//
