#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:44 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/gos_bnum.txt
go_0000018_7	arcC//b3905//b1328//b0675//
go_0009239_6	b0101//b3252//b3651//b4026//b4189//b4198//b0612//b2520//
go_0009240_6	b0575//
go_0009242_6	b0084//b2370//b0004//b1487//b1612//b0432//b1198//b0819//b3409//b1191//b2211//
go_0009243_7	b0074//
go_0009244_7	b3902//b4301//b1865//b0587//b1118//b0980//b2954//b2926//b0605//b1774//b3697//b2493//b3048//b1101//b1282//b0198//b1178//b2827//b0895//b3081//b4020//b3114//b1609//b3600//b0451//b2301//b0954//b3501//b0143//
go_0009245_6	b3268//b0397//b1313//b3903//b3630//b0792//b3826//b1978//b4095//b0325//
go_0009246_6	b2937//b0486//b1300//b2980//b2155//b3394//b0960//b0875//b2981//
go_0009249_6	b2523//b1678//b0155//
go_0009250_7	b0431//b1141//b0959//
go_0009251_7	b3860//
go_0009252_7	b0303//b3309//b4335//b0958//b4055//b2349//b0935//b2492//b0469//b0759//b1505//b3206//b4249//b3139//b0878//b2091//b4170//b1238//b2157//b2533//b3697//b0679//b0420//b3195//b4559//b3018//b0920//b3724//b2074//b2283//b3559//
go_0009253_8	b1247//b2004//b1633//b4089//b0243//b0997//b3071//b0819//b2327//b4174//
go_0009254_8	b3188//b1338//b4453//b3845//b1411//b4039//b3399//b3534//b0903//b3717//
go_0009257_8	b0803//b4379//b2378//b4070//
go_0009263_6	b4043//b4159//b1753//b2561//
go_0009264_6	b3966//b3083//
go_0009265_7	b0982//
go_0009266_4	b3986//b2178//b1554//b3176//b2470//b3321//
go_0009267_5	b3357//b1011//b2202//b4128//
go_0009268_4	b2430//b1407//b1799//b1188//b1343//
go_0009271_4	b1053//b0997//arcC//
go_0009273_5	b0550//b4143//
go_0009290_6	b2746//b3289//
go_0009294_5	b1835//b1787//
go_0009297_6	b2136//b2606//b2541//b3539//b3689//b4357//b0896//b3410//b1676//b3924//b0680//b2762//b0040//b1338//
go_0009298_7	b1819//b3502//b2253//
go_0009305_7	b2053//
go_0009306_4	b3010//b3227//
go_0009311_5	b2678//
go_0009314_4	b3845//b0208//b3754//b4072//b1900//b3832//b1352//b4301//b0870//b2946//b2266//b1501//b2979//b1856//b1860//b2128//b3366//b3454//b3347//b2129//b1474//b3081//b1034//b0314//b0199//b3342//b4319//b1621//b2267//b2517//b2620//b2201//b1779//b3470//b0264//b2806//b0449//b0931//b2005//b3788//b0443//b3351//b4245//b1125//b2008//b0054//b1818//b3197//b0859//
go_0009372_5	b2255//b3915//b2811//
go_0009396_6	b3093//b0828//b2015//
go_0009398_7	b2753//
go_0009401_7	b3454//b3251//b1612//b2415//b1664//b4079//b3774//b2075//b1022//b0063//b0448//b1710//b4029//b3343//b3627//b3919//b0697//b0757//b0023//b0124//b2011//b2608//b2498//b2025//b4305//b1077//b4132//b2788//b0264//b1530//b0210//b2963//b2630//b0410//b4335//b1386//b2710//b3867//b1623//b0806//b4138//b0030//b4476//b0346//b4350//b4162//b0936//b3633//b0089//b2960//b2369//b4471//
go_0009403_5	b0659//
go_0009405_4	b3520//b0464//b0890//
go_0009407_3	b1660//b3475//b2336//
go_0009408_4	b2949//b1469//b0988//b4453//b2100//b2701//b1944//b2291//b2076//b3601//b3023//b3250//b2263//b4016//b4481//b3073//b0710//b3603//b2474//b3980//b3389//b0789//b2964//b4058//b3697//b3268//b0732//b4479//b4372//b1090//b3024//b3206//b2838//b0996//b2094//b0511//b2661//b4178//b3983//b0032//b4053//b1678//b3782//bioD2//b2347//b2662//b2086//b2263//b0082//b1835//b1734//b2811//b0564//
go_0009409_4	b2741//b2477//b3989//b0925//b3034//b1922//b1612//b0728//b2213//b0880//b3350//b2677//b0895//b0900//
go_0009410_4	rhmD//
go_0009411_6	b2381//b3727//b1603//b0106//b2541//b0365//b0767//b1226//b0726//b0586//b1815//b4112//b3406//b1696//
go_0009416_5	b1135//b3193//
go_0009423_8	b1584//b1973//b2696//b2526//
go_0009432_5	b1932//b0881//b2620//b4098//b2919//b3250//b3460//b0896//b2339//b0195//b2867//b2399//b0927//b1944//b2780//b2289//b3116//b1569//b1296//b2358//b0623//b3702//
go_0009435_9	b0265//b1874//b3125//b3261//b3201//
go_0009436_6	b0565//b1350//b1860//b0911//
go_0009437_5	b0198//b0829//b1293//b2518//b3601//
go_0009438_5	b2100//
go_0009440_6	b3350//b2742//b1967//
go_0009442_7	b1677//b1684//b3825//b3628//b2379//
go_0009443_5	b2793//b4306//b1047//
go_0009446_6	b2829//b1783//
go_0009447_6	b3046//b1782//b3961//b2316//b1257//b3428//b3547//b1252//
go_0009450_6	b4477//b2329//b3605//b2557//
go_0009451_6	b4260//b0232//b2924//b2333//b0113//
go_0009593_4	b1612//
go_0009597_5	b3062//
go_0009636_4	b1610//b1916//b0524//b2507//b0513//b1478//b3676//b3712//b3784//
go_0009637_6	b0798//
go_0009651_5	b4202//b3609//b2708//
go_0009697_5	b2284//
go_0009758_2	b0598//
go_0009785_5	b0439//
go_0009970_6	b3050//b1266//b4665//
go_0009972_10	b0740//
go_0009992_5	b1261//b0366//b0807//b2009//
go_0010033_4	b1713//
go_0010038_5	b1901//b1615//
go_0010039_6	b0428//
go_0010041_7	b4326//b3203//b1329//b2312//b3585//b2497//
go_0010042_6	b2896//
go_0010043_6	b2754//b4465//b1925//b0029//
go_0010045_6	b2599//b4393//
go_0010106_6	b3526//
go_0010124_4	b2424//b1216//b0066//b1421//b1602//b4166//b0087//b2739//b0348//b1916//b1848//b3279//b0330//
go_0010133_7	b3198//
go_0010139_7	b2957//
go_0010165_6	b1445//b3030//b2575//b0405//b0311//b1411//b3073//b3684//b3535//b3916//b0213//b4058//b3687//b0874//b3064//b4379//
go_0010212_5	b3173//b3895//b0243//b2686//b1259//b1266//b3717//b4419//b4300//b2077//b0912//
go_0010226_6	b2965//
go_0010243_5	b3904//b0469//b2146//
go_0010272_6	b0836//b0228//b0158//b0824//
go_0010273_4	b3734//b2748//b2942//b1826//b2098//b2107//
go_0010312_3	b3290//
go_0010332_6	b0532//
go_0010350_6	b0215//b0461//
go_0010438_6	b1798//b0347//b2696//b1932//
go_0010447_5	b0573//b2841//b1728//b2554//b3839//b1105//b0199//b0738//b0449//b4393//b1010//
go_0010468_6	b3673//b1824//b3676//b1564//b3464//
go_0010498_6	b3185//
go_0010501_7	b2387//b3020//xisR//b3958//b2425//b3652//b3475//b4468//b0830//
go_0010557_7	b0555//
go_0010608_7	b4152//b0415//
go_0010628_7	b4112//b0945//maoP//
go_0010629_7	b3295//b2098//
go_0010676_7	b1376//
go_0010699_4	b4702//b0073//
go_0010810_5	b1011//b2323//
go_0010876_4	b2110//
go_0010911_5	b4666//
go_0010921_6	b4374//b2811//b3809//b0007//
go_0010951_8	b3269//b0553//
go_0010967_6	b0765//
go_0010974_7	b1987//
go_0012501_4	b4379//b2758//b0041//b0545//b3748//b1286//b2514//b1399//b3370//
go_0014070_5	b0937//b2203//
go_0015031_5	b4159//b2017//b0092//b3034//b2494//b2997//b4362//b2960//b4016//b4245//b1512//b0730//b4054//b2957//b0806//b1741//b4239//b4550//
go_0015074_6	b3231//b3727//b3131//b2989//b3229//b0694//b1661//
go_0015628_5	b2262//b0109//b2762//b1799//b0822//
go_0015670_6	b1105//
go_0015673_9	b3137//
go_0015675_9	b0635//
go_0015679_10	b2531//b0844//
go_0015682_8	b3879//b3161//
go_0015684_9	b0633//b2302//b2458//b2503//
go_0015685_8	b4249//b1122//b1650//b0382//b3493//b2975//
go_0015687_7	b4231//b2519//b1391//
go_0015688_6	b3514//b3259//b1733//b0550//
go_0015689_8	b0958//b0813//b4351//
go_0015691_9	b1501//b4384//
go_0015692_8	b3497//
go_0015693_9	b2075//
go_0015696_6	b2780//
go_0015698_7	b1748//
go_0015699_8	b2678//
go_0015700_8	b3019//b0832//
go_0015706_6	b2803//b3463//b3974//
go_0015707_6	b3953//b1737//b0856//b1165//b2527//b2508//
go_0015709_6	b2282//
go_0015710_8	b3265//b1514//
go_0015712_7	b1831//
go_0015718_8	b2784//
go_0015721_7	b3907//b0419//
go_0015724_7	b3241//b0076//b3551//
go_0015726_8	b0762//
go_0015733_7	b1090//
go_0015734_6	b0911//b2786//b3564//
go_0015736_9	b2517//
go_0015739_7	b0174//
go_0015740_9	b2368//b0460//b1961//b0345//
go_0015741_10	b4358//b1399//
go_0015747_6	b1925//
go_0015748_6	b4290//
go_0015749_7	b3952//b0661//b3076//b2405//b1112//b2266//b3081//b1856//b1200//b0796//b2840//b1913//b4055//b3990//b2431//b3072//b1849//b2241//b0299//b2757//b0894//
go_0015751_9	b0676//b3594//b2820//
go_0015752_9	b3581//b0959//b0067//b3080//b4194//b0449//
go_0015753_9	b3009//b1688//b3006//
go_0015754_9	b2354//b0348//b0509//
go_0015755_9	b3231//b0066//b0535//b2614//b1595//b3744//b0518//
go_0015756_9	b3517//b1352//
go_0015757_9	b1767//b3087//b0599//b3991//b0590//b4279//b1084//
go_0015760_8	b4366//
go_0015761_9	b2567//b0273//b0427//
go_0015762_9	b3357//
go_0015764_7	b0953//b2976//b3668//b2477//
go_0015765_8	b0068//msrQ//b0637//b0431//
go_0015767_9	b2481//b1849//b3949//rpnB//
go_0015768_9	b2058//b4550//b1303//b3965//b2661//b1327//
go_0015769_9	b0850//
go_0015771_9	b0063//b0532//b3410//b1575//
go_0015772_7	b2431//b0655//b2755//b4259//
go_0015774_7	b2032//b3375//
go_0015778_7	b3535//
go_0015793_7	b2785//b0894//
go_0015794_7	b0068//b3588//b4219//b4079//b0047//
go_0015795_7	b2308//
go_0015796_7	b3236//b3164//b2412//b2155//
go_0015797_7	b2178//b3669//
go_0015803_7	b0774//b1864//b0166//b1266//b2579//b0941//
go_0015804_7	b2960//
go_0015806_6	b4618//
go_0015807_7	b4288//b1410//b0759//b1039//b0436//b1718//
go_0015808_8	b2497//b1266//
go_0015809_7	b1534//
go_0015810_8	b3738//b0688//
go_0015811_7	b0784//b1988//b3128//b2963//b1513//
go_0015813_6	b2600//b2667//b4467//
go_0015814_7	b2428//
go_0015816_6	b1646//
go_0015817_7	b1221//
go_0015818_7	b0121//b2111//
go_0015820_7	b4168//b4389//b2669//b4259//b4662//
go_0015821_7	b1663//b3236//b3887//b2706//b0349//
go_0015822_7	b1855//
go_0015823_7	b0176//b3138//b1333//b3789//b2470//b1413//b2130//
go_0015824_7	b4279//b0414//
go_0015825_8	b4208//
go_0015826_7	b3843//b4152//b3310//
go_0015827_7	b1732//b4003//b1497//
go_0015828_7	b2264//b3477//
go_0015829_7	b1849//b2893//rpnC//b2477//
go_0015830_7	b0894//b3454//b3637//
go_0015833_6	b1299//b3793//b0072//b3708//b1290//b1798//b2750//b2836//b4702//b4032//b2520//b1350//b3784//b1465//b1686//b1002//b2178//
go_0015834_7	b0652//b1959//b3647//b2206//b0777//
go_0015835_6	b1158//
go_0015836_7	b3943//b3311//b2287//
go_0015839_7	b0722//
go_0015846_6	b4467//hexR//
go_0015847_7	selU//b3737//b2939//b0048//b3409//b2958//b4240//b3415//b3494//b4301//b3422//b0076//b1286//b1489//b2703//
go_0015848_7	b0817//b1080//b2429//
go_0015851_6	b2149//
go_0015853_8	b2537//b2329//
go_0015856_8	b0752//
go_0015857_6	b2796//b4290//
go_0015858_7	b3416//b1449//b3452//
go_0015860_7	b0006//b4667//
go_0015861_9	b0040//b3131//
go_0015862_9	b0131//b1225//
go_0015863_8	b3414//
go_0015864_8	b3094//
go_0015871_6	b2835//b3683//b3794//b2964//b2537//
go_0015878_6	b0472//
go_0015879_9	b2180//
go_0015882_7	b3169//b3343//b4252//
go_0015886_6	b4335//b1077//b3899//b3685//b1960//b2537//b2368//b1049//b1392//
go_0015887_7	b0029//
go_0015888_6	b4125//
go_0015889_6	b3244//b3572//b3321//b1244//b4214//b3720//b1203//
go_0015891_6	b3583//b0727//
go_0015906_6	insI4//b0534//b1207//
go_0015909_8	b4468//
go_0015912_8	b0113//
go_0015914_7	b1737//b2024//b3878//b4235//b1188//b3032//
go_0015920_7	b2282//b3960//b1829//b2162//b3008//b0911//b3715//b3229//b3046//
go_0015937_7	b1343//b3507//b4169//b2029//
go_0015940_6	b0141//b0436//
go_0015944_4	b2581//b3628//b1715//b1432//b0621//b2480//b2256//
go_0015949_5	b4005//b0176//b3052//b1336//b1732//b3599//b1344//b1764//b3461//b2526//b0301//b3542//b2614//b1508//b1872//b2702//b1350//b0152//b1243//b0641//
go_0015950_6	b2724//
go_0015951_7	b3701//b4125//
go_0015968_6	b1852//
go_0015969_8	b3166//b2289//
go_0015976_2	b1660//b1563//b4335//b1593//b3781//b0139//b3565//b3860//
go_0015986_7	b1944//b3005//b1853//
go_0015990_10	b2367//b4003//b0570//b3465//b3571//b0091//b0517//b1096//
go_0016024_7	b1776//
go_0016032_5	b3219//
go_0016036_6	b2979//b2725//b3309//b1998//b0213//b2792//
go_0016042_5	b2373//b3361//
go_0016052_5	b0637//b2438//b0597//b3734//
go_0016075_8	b0133//b1748//
go_0016078_8	b0185//
go_0016094_6	b4003//b4171//
go_0016226_5	b4401//b1853//b2196//b0036//b1804//b0051//b4231//b0200//b0507//b2801//b1374//b1476//b0967//b3190//b0875//b3989//b0599//
go_0016259_7	b2794//
go_0016260_8	b2133//b1232//b2334//
go_0016310_6	b3113//b1241//b1435//b0070//b3253//b1222//b1166//b3121//b1243//b0443//b2759//b3040//b3700//b2318//b1943//b0411//b3902//b0155//b3034//b0596//b3470//b1743//b0059//b2151//b1101//
go_0016311_6	b0709//b1130//b3684//b4365//b2416//b3871//b3640//b2725//b3788//b2411//b2781//b0978//b3520//b2379//b4161//b0512//b2062//b1812//b4174//b0695//b0431//b1919//b4664//b3702//b3676//b2972//b3459//b1790//b0792//b1441//b3190//b3269//b4018//b3517//b0307//b3210//b3542//b4476//b1481//b0943//b0036//b3702//b2442//b2530//b2197//
go_0016458_3	b3623//b0099//
go_0016485_6	b4172//b1089//b0033//b3735//b3996//
go_0016540_7	b3137//b1348//
go_0016579_7	b2734//
go_0016998_5	b2945//
go_0017001_5	b3048//
go_0017003_8	b2921//b4705//
go_0017004_7	b3528//b1482//b3227//b0179//b1187//b2979//b2125//
go_0017013_7	b0411//b0069//
go_0017038_6	b1664//b4288//b2496//
go_0017148_8	b1463//b1514//b0462//b0653//b0316//b2992//b1924//b2436//b4171//b4018//b0838//b2148//
go_0017189_7	b0886//
go_0017198_7	b3426//
go_0018012_8	b2616//
go_0018023_7	b2193//
go_0018063_8	b2709//b3957//
go_0018070_8	b0336//b3905//
go_0018104_8	b0620//b1892//b3134//b1805//b2946//b3619//b0386//b1914//
go_0018105_8	b1887//
go_0018106_8	b0035//b3654//b0294//b0893//b3880//b1683//b3261//b1613//b3132//b0336//b1496//b2666//b3199//b2755//b3238//b1738//b0473//b2755//b0092//b4304//b2871//b3497//b1395//b2169//b2392//b3659//b4213//b3148//b0173//
go_0018108_8	b1650//
go_0018117_8	b3736//
go_0018125_6	b4468//
go_0018131_6	b2233//
go_0018160_8	b4177//
go_0018206_8	b3697//
go_0018247_9	b2640//
go_0018283_6	b0022//b2801//
go_0018298_7	b1182//
go_0018307_7	b1805//
go_0018315_8	b1530//
go_0018339_9	b4070//b0159//
go_0018345_8	b3396//
go_0018364_6	b4231//b0734//
go_0018378_9	b0191//b4477//b2741//
go_0018393_10	b1084//hxpA//
go_0018394_9	b2267//
go_0018410_8	b0793//
go_0018909_5	b2870//
go_0018937_4	b2991//
go_0019042_6	b4316//
go_0019068_6	b3973//b4506//
go_0019076_6	b0674//b3754//b3458//b4311//
go_0019217_7	b2113//
go_0019242_6	b2379//
go_0019243_7	b0422//b3057//b4398//b0497//b1533//b3498//b1397//b1258//b0356//b1212//b2405//b3566//b1324//b3963//b0019//b0644//b0211//b1041//b3140//b1384//b3950//b3788//qorA//b1132//
go_0019249_6	b1678//
go_0019250_7	b4393//
go_0019262_6	b3451//b3124//b4399//b3486//b2481//b2315//b1199//
go_0019264_7	b2829//
go_0019272_9	b3631//b1970//
go_0019284_7	b3142//b1120//b0073//
go_0019285_5	b0624//b2996//
go_0019288_6	b1413//b4389//b2340//b1748//
go_0019290_5	b0191//
go_0019292_8	b2370//
go_0019294_6	b1715//b1817//xisR//b3582//
go_0019299_6	b3066//
go_0019301_7	b4366//b1732//b2194//b0383//b3541//b3633//b3019//
go_0019303_7	b1576//b3410//
go_0019305_7	b2427//
go_0019309_7	b3838//
go_0019316_8	b1340//b1481//b0452//
go_0019318_5	b0972//
go_0019323_6	b1176//b3359//b2961//b2240//b2291//b1362//b2105//b4160//b1333//
go_0019324_6	b1732//b3950//b0819//b0010//b1769//
go_0019343_8	b1474//
go_0019344_7	b0260//b2955//b0981//
go_0019346_7	b1550//
go_0019353_8	b0405//b0831//b1998//b2092//
go_0019354_6	b4125//
go_0019379_5	b0313//
go_0019380_6	b1266//b1329//b0827//b1808//b3737//
go_0019388_7	b2243//
go_0019391_6	b1621//
go_0019394_7	b1775//
go_0019395_5	b0756//b2799//
go_0019404_8	b2963//b2925//
go_0019413_6	b3491//b3021//
go_0019419_4	b0677//
go_0019427_7	b1348//
go_0019430_5	b3866//b2026//b1701//
go_0019432_7	b0139//
go_0019439_5	b4031//b1247//
go_0019447_8	b1279//
go_0019450_9	b0945//
go_0019464_7	b4309//b3972//b4175//b1920//
go_0019480_4	b3566//
go_0019509_7	b2032//
go_0019516_4	b3632//b2689//
go_0019521_6	b4356//b2570//
go_0019542_6	b0449//
go_0019545_6	b2494//
go_0019546_9	b3783//b2278//b0972//b3639//
go_0019563_7	b3651//b4063//b0245//b2976//
go_0019568_7	b1304//b2750//b1249//
go_0019569_7	b1185//b1221//b3583//
go_0019571_8	b3195//b0096//b2329//
go_0019572_8	b3183//
go_0019584_7	b3740//
go_0019588_7	b3064//b3774//
go_0019592_8	b2416//
go_0019595_8	b2389//
go_0019607_6	b4511//b0649//
go_0019622_6	b4113//b2129//b2242//
go_0019629_7	b1886//b1210//
go_0019632_5	b2212//b1600//b2611//b3984//
go_0019634_5	b4175//
go_0019645_6	b0741//b3249//b0846//b3524//b3867//b3775//b2698//b4361//
go_0019646_6	b1291//b2791//b3793//b0491//b0855//b1062//b0036//b3496//b0710//
go_0019664_6	b1256//b3654//
go_0019665_5	b1120//
go_0019673_6	b0942//
go_0019676_3	b4195//b0174//
go_0019677_8	b0929//
go_0019679_7	b1967//b3724//b2981//
go_0019686_6	b3076//
go_0019698_7	b2587//b0136//b2759//b4054//b3010//b4291//
go_0019700_6	b2206//b0185//b2409//b2105//b3846//b4232//b1900//b3825//
go_0019740_2	b2029//b4687//b0139//b0864//b1259//b0004//b3635//
go_0019752_6	b1344//
go_0019805_6	b3699//
go_0019835_3	b0198//b2218//b3394//b2678//b0935//
go_0019852_5	b3826//b2906//b2667//
go_0019854_6	b1945//b4016//
go_0019856_7	b2022//b0300//
go_0019858_7	b2757//
go_0019859_7	b0891//
go_0019877_6	b1010//b2628//b3464//
go_0019878_9	b1622//b1049//
go_0019935_6	b2570//b3421//
go_0019985_8	b3823//b2492//b2697//
go_0019988_7	b0504//
go_0022417_4	b0721//b1682//
go_0022610_2	b3341//b4687//b3897//
go_0022611_3	b0532//b3347//b3422//b1191//b1343//b4028//
go_0022900_4	b2689//b2610//b0853//
go_0022904_5	b0175//b3954//b2709//b0535//b2110//
go_0023014_4	b1664//b3191//b4312//b3730//b1712//b1475//b0612//b2665//b1514//b1006//b1738//b0040//b0688//b1745//b0511//b0460//b2019//b2748//b1649//b2820//b1826//b0596//b1035//b3168//b0336//b3943//b2282//b4161//b1967//b0534//b3804//b0136//b3643//
go_0030001_7	b0590//b3428//b0639//
go_0030007_8	b3804//
go_0030026_9	b1071//
go_0030091_6	b1799//b1270//b3188//b4170//b4209//b4059//b4146//b2799//b1912//b3520//
go_0030153_5	b0596//bioD1//
go_0030162_7	b4565//b1487//
go_0030163_5	b2786//hprR//b2587//
go_0030244_9	b1881//
go_0030258_5	b1432//b1398//
go_0030260_7	b3782//
go_0030261_8	b1009//
go_0030307_6	b2622//
go_0030308_6	b0131//b0756//b3609//b3654//b0920//
go_0030388_5	b4339//b2165//b3524//
go_0030488_6	b4172//b3835//b2182//rpnC//b0006//b4241//b0450//b3722//b3907//b2512//b0948//b2411//b3564//
go_0030490_10	b0433//b1296//b2961//
go_0030497_7	b3110//b3885//
go_0030541_4	b1783//b0812//
go_0030573_6	b0574//
go_0030632_8	b2933//b2092//b1696//b0232//
go_0030641_8	b1086//b0608//
go_0030643_8	b1076//
go_0030961_9	b3581//
go_0030980_7	b4474//b1103//b3935//
go_0031118_8	b3292//
go_0031119_8	b1764//b3179//b3511//b3885//b3351//b2370//
go_0031125_10	b0143//
go_0031162_5	b3640//b3528//
go_0031167_6	b3770//b3717//b0979//b2284//b3290//b3266//
go_0031280_6	glsA1//
go_0031297_7	b2661//
go_0031342_5	b3195//
go_0031346_7	b0413//
go_0031365_7	b0554//
go_0031400_8	b3400//
go_0031439_9	b3812//
go_0031460_7	b2698//b1625//b3281//b2209//b3230//b1901//b3029//b4409//b3906//b0052//b1769//b3930//
go_0031554_7	b4077//
go_0031555_8	b1737//b3121//b1053//b2574//
go_0031556_9	b4062//b0963//
go_0031564_8	b1804//b3590//b3076//b1951//b2620//b4470//b0592//b2373//b0853//b0067//b1374//b2712//b4326//
go_0031638_7	b3308//
go_0031648_5	b1612//
go_0031669_5	b0425//b1176//b3932//
go_0031670_5	b4136//
go_0032025_6	b2491//b2610//
go_0032026_6	b1531//
go_0032049_8	b0881//b3721//b3691//
go_0032055_6	b3994//
go_0032091_6	b2140//
go_0032147_9	b0518//
go_0032150_8	b3917//
go_0032194_8	b3672//
go_0032196_3	selU//b4033//b1826//b3417//b1652//b1973//
go_0032238_6	b3056//
go_0032259_3	b3193//b0860//b4398//b3905//b0805//b1590//b3289//
go_0032261_6	b2789//
go_0032263_7	b2666//b0649//
go_0032264_7	b0019//b0641//
go_0032265_7	b1182//
go_0032272_7	b4315//b0959//
go_0032297_10	b3517//b3179//b2634//
go_0032298_10	b1211//b1897//
go_0032324_6	b1377//b2892//b3011//
go_0032329_7	b0912//b1728//
go_0032359_7	b0314//b0948//b1429//
go_0032412_6	b1298//
go_0032413_6	b2808//
go_0032414_6	b3908//b2041//
go_0032445_10	b4320//b1275//b0439//b1012//b0935//
go_0032462_7	b3728//
go_0032466_7	b1275//
go_0032467_7	b0109//
go_0032506_4	b0398//
go_0032508_8	b4055//b2877//b3422//b0584//b4288//b3173//b1300//b3423//b2835//b0889//
go_0032774_6	b2675//
go_0032775_6	b1476//b3935//b1856//
go_0032781_7	b3180//b1265//b1223//
go_0032784_8	b0254//b0653//
go_0032790_6	b0300//b4180//
go_0032885_7	b0438//
go_0032951_8	b3095//
go_0032955_6	b4144//b3212//
go_0032973_7	b0695//
go_0032978_7	b3181//b0734//b3881//b1897//
go_0033014_6	b1715//b2020//
go_0033051_5	b1313//
go_0033120_8	b2423//
go_0033194_5	b0463//b3406//b0096//b1427//
go_0033195_5	b2554//
go_0033212_10	b2745//b0459//yjgX//
go_0033214_11	b0685//b0220//
go_0033228_8	b1753//b3651//b1698//b3089//
go_0033317_7	b0933//b1951//b3225//b2130//
go_0033320_6	b3137//
go_0033345_8	b0832//
go_0033353_5	b0708//
go_0033359_7	b0962//b1041//
go_0033384_6	b4667//
go_0033388_7	b3829//
go_0033477_5	b2947//
go_0033499_8	b1588//b0679//b1109//b1921//b3689//b3526//b2834//
go_0033518_6	rpnC//
go_0033539_7	b1739//b2370//b0403//
go_0033542_7	b2910//
go_0033543_8	b2580//
go_0033567_6	b0697//
go_0033585_7	b2178//b0948//
go_0033611_8	b2019//
go_0033683_7	b0059//
go_0034194_8	b3742//b2257//b1397//
go_0034195_8	b0920//
go_0034198_6	b0959//b0699//b3901//
go_0034203_6	b2821//
go_0034204_5	b2997//b0162//
go_0034213_6	b0960//
go_0034214_7	b2947//b0424//b3779//b0730//
go_0034219_6	b4381//b2486//b1613//b0751//b3243//b2302//b3726//b0350//b0462//b1022//b0587//b3297//b0844//b2733//b0048//b2114//b4064//b3819//b4320//b3017//b0307//b2929//b0061//b3997//b2904//b0949//b3063//b4309//b4243//b3486//b1183//b3583//b3516//b0939//b0657//b2993//b1073//b1905//b1741//b0824//b2157//b0077//b1819//b3516//b4062//b0927//b1737//b0019//b1849//b0093//b1313//b1815//b3243//b1623//b2155//b1362//b0429//
go_0034220_6	b2314//b1130//b2683//b2306//b1466//b2867//b0473//b0262//b4085//b1187//
go_0034224_6	b3216//b0159//
go_0034227_8	b1865//
go_0034258_8	b2787//
go_0034260_5	b0681//
go_0034289_7	b0104//
go_0034337_3	b0854//b0398//
go_0034355_7	b1298//b0614//b4087//b1011//
go_0034401_5	b0577//
go_0034414_9	b1086//
go_0034421_8	b2628//
go_0034470_8	b0652//
go_0034552_7	b3888//
go_0034599_5	b1823//b0366//b4260//b0724//b2734//b0587//b4383//b1711//b3414//b3041//b3965//
go_0034605_5	b2926//b1514//b0988//b3623//b1022//b4032//b1664//b2840//b3226//
go_0034614_6	b0341//b3528//
go_0034620_6	b1246//b3774//b1518//b3622//
go_0034628_9	b1284//b3765//b3005//b2554//b2015//
go_0034635_6	b3714//
go_0034644_7	b3343//b3626//
go_0034661_7	b3713//
go_0034775_7	b0298//b3172//b2517//b4304//b2381//
go_0034983_9	b0284//b2131//
go_0035235_6	b0340//b3928//b2508//b0241//
go_0035307_9	b4113//
go_0035335_8	b1874//b1094//b3993//
go_0035344_8	b0243//b3823//
go_0035350_6	b1395//
go_0035429_8	b1247//b2327//b1741//b0467//b2281//b4000//
go_0035433_7	b0504//
go_0035434_9	b0770//
go_0035435_9	b4468//b0915//b0864//b2923//b4096//b4220//b0908//b2361//b0799//
go_0035442_7	b4682//b1733//b0757//b1241//b0928//b0531//b3494//b2111//b3196//b2095//b4144//
go_0035443_7	b1489//b4316//b0002//
go_0035444_9	b0177//b0815//b1116//b3735//b4471//b2411//b1748//
go_0035461_6	b2575//b4129//
go_0035524_8	b2144//
go_0035552_6	b4314//
go_0035553_6	b4289//
go_0035556_4	b1913//
go_0035600_8	b4305//
go_0035672_6	b2276//b0462//b2564//b0173//
go_0035725_9	b2910//b3553//b2933//b4141//b2669//b4299//
go_0035784_9	b2844//
go_0035864_6	b1729//
go_0035873_8	b1118//b1489//
go_0035999_5	b0051//b3060//b3228//b1386//
go_0036001_7	b2676//
go_0036047_9	b1618//
go_0036049_9	b0960//
go_0036088_6	b0303//
go_0036104_6	b0870//b3701//
go_0036172_6	b0676//
go_0036214_3	b3669//
go_0036265_6	b3268//b3431//
go_0036289_9	b1756//b3558//
go_0036448_6	b1634//b1123//b2905//
go_0036460_5	b2313//b1192//b0149//b4705//b1244//b4301//
go_0036506_5	b2725//
go_0036525_7	b3633//
go_0038083_9	insI4//b3417//b2458//b1189//b1009//
go_0040033_9	b0002//
go_0042026_4	b3653//b2744//b2827//b0611//b2393//b2094//b1319//b2058//b0491//
go_0042126_5	b2067//b3183//
go_0042128_5	b1475//b1335//
go_0042150_7	b0450//b0959//b1299//
go_0042157_5	b0997//
go_0042158_6	b2242//b3939//
go_0042177_7	b3892//b0846//topAI//
go_0042182_5	b1077//
go_0042219_6	b2659//
go_0042245_7	b1075//b3679//b3588//
go_0042254_5	b2175//b4207//b1300//b0330//b1329//b2024//b2128//
go_0042255_6	b3376//b3574//
go_0042274_5	b3990//b0090//b0792//rhmD//
go_0042304_7	b2442//
go_0042351_7	insI1//
go_0042355_8	insI1//b3114//b2740//b1540//b0333//b2324//
go_0042371_7	b1218//
go_0042413_6	b4381//b4682//b1506//b0988//
